year,mm-dd,location,parameter,unit,datatype,value,date
2023,2-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-02
2023,2-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-03
2023,2-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-04
2023,2-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-05
2023,2-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-06
2023,2-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-07
2023,2-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-08
2023,2-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-09
2023,2-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-10
2023,2-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-11
2023,2-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-12
2023,2-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-13
2023,2-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-14
2023,2-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-15
2023,2-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-16
2023,2-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-17
2023,2-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-18
2023,2-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-19
2023,2-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-20
2023,2-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-21
2023,2-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-22
2023,2-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-23
2023,2-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-24
2023,2-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-25
2023,2-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-26
2023,2-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-27
2023,2-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-02-28
2023,3-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-01
2023,3-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-02
2023,3-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-03
2023,3-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-04
2023,3-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-05
2023,3-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-06
2023,3-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-07
2023,3-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-08
2023,3-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-09
2023,3-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-10
2023,3-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-11
2023,3-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-12
2023,3-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-13
2023,3-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-14
2023,3-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-15
2023,3-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-16
2023,3-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-17
2023,3-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-18
2023,3-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-19
2023,3-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-20
2023,3-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-21
2023,3-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-22
2023,3-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-23
2023,3-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-24
2023,3-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-25
2023,3-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-26
2023,3-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-27
2023,3-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-28
2023,3-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-29
2023,3-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-30
2023,3-31,MCN,Chin:Fa,fish/day,Adult Passage,,2023-03-31
2023,4-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-01
2023,4-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-02
2023,4-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-03
2023,4-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-04
2023,4-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-05
2023,4-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-06
2023,4-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-07
2023,4-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-08
2023,4-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-09
2023,4-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-10
2023,4-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-11
2023,4-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-12
2023,4-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-13
2023,4-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-14
2023,4-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-15
2023,4-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-16
2023,4-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-17
2023,4-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-18
2023,4-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-19
2023,4-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-20
2023,4-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-21
2023,4-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-22
2023,4-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-23
2023,4-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-24
2023,4-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-25
2023,4-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-26
2023,4-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-27
2023,4-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-28
2023,4-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-29
2023,4-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-04-30
2023,5-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-01
2023,5-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-02
2023,5-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-03
2023,5-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-04
2023,5-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-05
2023,5-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-06
2023,5-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-07
2023,5-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-08
2023,5-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-09
2023,5-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-10
2023,5-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-11
2023,5-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-12
2023,5-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-13
2023,5-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-14
2023,5-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-15
2023,5-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-16
2023,5-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-17
2023,5-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-18
2023,5-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-19
2023,5-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-20
2023,5-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-21
2023,5-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-22
2023,5-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-23
2023,5-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-24
2023,5-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-25
2023,5-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-26
2023,5-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-27
2023,5-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-28
2023,5-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-29
2023,5-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-30
2023,5-31,MCN,Chin:Fa,fish/day,Adult Passage,,2023-05-31
2023,6-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-01
2023,6-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-02
2023,6-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-03
2023,6-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-04
2023,6-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-05
2023,6-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-06
2023,6-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-07
2023,6-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-08
2023,6-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-09
2023,6-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-10
2023,6-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-11
2023,6-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-12
2023,6-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-13
2023,6-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-14
2023,6-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-15
2023,6-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-16
2023,6-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-17
2023,6-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-18
2023,6-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-19
2023,6-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-20
2023,6-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-21
2023,6-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-22
2023,6-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-23
2023,6-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-24
2023,6-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-25
2023,6-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-26
2023,6-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-27
2023,6-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-28
2023,6-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-29
2023,6-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-06-30
2023,7-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-01
2023,7-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-02
2023,7-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-03
2023,7-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-04
2023,7-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-05
2023,7-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-06
2023,7-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-07
2023,7-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-08
2023,7-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-09
2023,7-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-10
2023,7-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-11
2023,7-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-12
2023,7-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-13
2023,7-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-14
2023,7-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-15
2023,7-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-16
2023,7-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-17
2023,7-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-18
2023,7-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-19
2023,7-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-20
2023,7-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-21
2023,7-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-22
2023,7-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-23
2023,7-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-24
2023,7-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-25
2023,7-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-26
2023,7-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-27
2023,7-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-28
2023,7-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-29
2023,7-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-30
2023,7-31,MCN,Chin:Fa,fish/day,Adult Passage,,2023-07-31
2023,8-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-01
2023,8-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-02
2023,8-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-03
2023,8-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-04
2023,8-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-05
2023,8-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-06
2023,8-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-07
2023,8-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-08-08
2023,8-9,MCN,Chin:Fa,fish/day,Adult Passage,338.0,2023-08-09
2023,8-10,MCN,Chin:Fa,fish/day,Adult Passage,232.0,2023-08-10
2023,8-11,MCN,Chin:Fa,fish/day,Adult Passage,313.0,2023-08-11
2023,8-12,MCN,Chin:Fa,fish/day,Adult Passage,255.0,2023-08-12
2023,8-13,MCN,Chin:Fa,fish/day,Adult Passage,293.0,2023-08-13
2023,8-14,MCN,Chin:Fa,fish/day,Adult Passage,452.0,2023-08-14
2023,8-15,MCN,Chin:Fa,fish/day,Adult Passage,557.0,2023-08-15
2023,8-16,MCN,Chin:Fa,fish/day,Adult Passage,300.0,2023-08-16
2023,8-17,MCN,Chin:Fa,fish/day,Adult Passage,442.0,2023-08-17
2023,8-18,MCN,Chin:Fa,fish/day,Adult Passage,593.0,2023-08-18
2023,8-19,MCN,Chin:Fa,fish/day,Adult Passage,568.0,2023-08-19
2023,8-20,MCN,Chin:Fa,fish/day,Adult Passage,697.0,2023-08-20
2023,8-21,MCN,Chin:Fa,fish/day,Adult Passage,550.0,2023-08-21
2023,8-22,MCN,Chin:Fa,fish/day,Adult Passage,294.0,2023-08-22
2023,8-23,MCN,Chin:Fa,fish/day,Adult Passage,170.0,2023-08-23
2023,8-24,MCN,Chin:Fa,fish/day,Adult Passage,192.0,2023-08-24
2023,8-25,MCN,Chin:Fa,fish/day,Adult Passage,563.0,2023-08-25
2023,8-26,MCN,Chin:Fa,fish/day,Adult Passage,1626.0,2023-08-26
2023,8-27,MCN,Chin:Fa,fish/day,Adult Passage,1766.0,2023-08-27
2023,8-28,MCN,Chin:Fa,fish/day,Adult Passage,1277.0,2023-08-28
2023,8-29,MCN,Chin:Fa,fish/day,Adult Passage,1006.0,2023-08-29
2023,8-30,MCN,Chin:Fa,fish/day,Adult Passage,1880.0,2023-08-30
2023,8-31,MCN,Chin:Fa,fish/day,Adult Passage,2558.0,2023-08-31
2023,9-1,MCN,Chin:Fa,fish/day,Adult Passage,3044.0,2023-09-01
2023,9-2,MCN,Chin:Fa,fish/day,Adult Passage,2791.0,2023-09-02
2023,9-3,MCN,Chin:Fa,fish/day,Adult Passage,6840.0,2023-09-03
2023,9-4,MCN,Chin:Fa,fish/day,Adult Passage,5613.0,2023-09-04
2023,9-5,MCN,Chin:Fa,fish/day,Adult Passage,7662.0,2023-09-05
2023,9-6,MCN,Chin:Fa,fish/day,Adult Passage,8933.0,2023-09-06
2023,9-7,MCN,Chin:Fa,fish/day,Adult Passage,5894.0,2023-09-07
2023,9-8,MCN,Chin:Fa,fish/day,Adult Passage,4731.0,2023-09-08
2023,9-9,MCN,Chin:Fa,fish/day,Adult Passage,4695.0,2023-09-09
2023,9-10,MCN,Chin:Fa,fish/day,Adult Passage,5175.0,2023-09-10
2023,9-11,MCN,Chin:Fa,fish/day,Adult Passage,5039.0,2023-09-11
2023,9-12,MCN,Chin:Fa,fish/day,Adult Passage,7235.0,2023-09-12
2023,9-13,MCN,Chin:Fa,fish/day,Adult Passage,7480.0,2023-09-13
2023,9-14,MCN,Chin:Fa,fish/day,Adult Passage,4326.0,2023-09-14
2023,9-15,MCN,Chin:Fa,fish/day,Adult Passage,5358.0,2023-09-15
2023,9-16,MCN,Chin:Fa,fish/day,Adult Passage,4905.0,2023-09-16
2023,9-17,MCN,Chin:Fa,fish/day,Adult Passage,5392.0,2023-09-17
2023,9-18,MCN,Chin:Fa,fish/day,Adult Passage,5836.0,2023-09-18
2023,9-19,MCN,Chin:Fa,fish/day,Adult Passage,8321.0,2023-09-19
2023,9-20,MCN,Chin:Fa,fish/day,Adult Passage,4410.0,2023-09-20
2023,9-21,MCN,Chin:Fa,fish/day,Adult Passage,2752.0,2023-09-21
2023,9-22,MCN,Chin:Fa,fish/day,Adult Passage,1445.0,2023-09-22
2023,9-23,MCN,Chin:Fa,fish/day,Adult Passage,3019.0,2023-09-23
2023,9-24,MCN,Chin:Fa,fish/day,Adult Passage,5606.0,2023-09-24
2023,9-25,MCN,Chin:Fa,fish/day,Adult Passage,2538.0,2023-09-25
2023,9-26,MCN,Chin:Fa,fish/day,Adult Passage,1560.0,2023-09-26
2023,9-27,MCN,Chin:Fa,fish/day,Adult Passage,3985.0,2023-09-27
2023,9-28,MCN,Chin:Fa,fish/day,Adult Passage,3816.0,2023-09-28
2023,9-29,MCN,Chin:Fa,fish/day,Adult Passage,2667.0,2023-09-29
2023,9-30,MCN,Chin:Fa,fish/day,Adult Passage,888.0,2023-09-30
2023,10-1,MCN,Chin:Fa,fish/day,Adult Passage,3764.0,2023-10-01
2023,10-2,MCN,Chin:Fa,fish/day,Adult Passage,4031.0,2023-10-02
2023,10-3,MCN,Chin:Fa,fish/day,Adult Passage,2992.0,2023-10-03
2023,10-4,MCN,Chin:Fa,fish/day,Adult Passage,2105.0,2023-10-04
2023,10-5,MCN,Chin:Fa,fish/day,Adult Passage,1792.0,2023-10-05
2023,10-6,MCN,Chin:Fa,fish/day,Adult Passage,884.0,2023-10-06
2023,10-7,MCN,Chin:Fa,fish/day,Adult Passage,868.0,2023-10-07
2023,10-8,MCN,Chin:Fa,fish/day,Adult Passage,1378.0,2023-10-08
2023,10-9,MCN,Chin:Fa,fish/day,Adult Passage,1332.0,2023-10-09
2023,10-10,MCN,Chin:Fa,fish/day,Adult Passage,1301.0,2023-10-10
2023,10-11,MCN,Chin:Fa,fish/day,Adult Passage,1215.0,2023-10-11
2023,10-12,MCN,Chin:Fa,fish/day,Adult Passage,1173.0,2023-10-12
2023,10-13,MCN,Chin:Fa,fish/day,Adult Passage,1294.0,2023-10-13
2023,10-14,MCN,Chin:Fa,fish/day,Adult Passage,1423.0,2023-10-14
2023,10-15,MCN,Chin:Fa,fish/day,Adult Passage,925.0,2023-10-15
2023,10-16,MCN,Chin:Fa,fish/day,Adult Passage,1657.0,2023-10-16
2023,10-17,MCN,Chin:Fa,fish/day,Adult Passage,767.0,2023-10-17
2023,10-18,MCN,Chin:Fa,fish/day,Adult Passage,482.0,2023-10-18
2023,10-19,MCN,Chin:Fa,fish/day,Adult Passage,647.0,2023-10-19
2023,10-20,MCN,Chin:Fa,fish/day,Adult Passage,608.0,2023-10-20
2023,10-21,MCN,Chin:Fa,fish/day,Adult Passage,498.0,2023-10-21
2023,10-22,MCN,Chin:Fa,fish/day,Adult Passage,298.0,2023-10-22
2023,10-23,MCN,Chin:Fa,fish/day,Adult Passage,351.0,2023-10-23
2023,10-24,MCN,Chin:Fa,fish/day,Adult Passage,359.0,2023-10-24
2023,10-25,MCN,Chin:Fa,fish/day,Adult Passage,255.0,2023-10-25
2023,10-26,MCN,Chin:Fa,fish/day,Adult Passage,87.0,2023-10-26
2023,10-27,MCN,Chin:Fa,fish/day,Adult Passage,163.0,2023-10-27
2023,10-28,MCN,Chin:Fa,fish/day,Adult Passage,186.0,2023-10-28
2023,10-29,MCN,Chin:Fa,fish/day,Adult Passage,276.0,2023-10-29
2023,10-30,MCN,Chin:Fa,fish/day,Adult Passage,188.0,2023-10-30
2023,10-31,MCN,Chin:Fa,fish/day,Adult Passage,119.0,2023-10-31
2023,11-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-01
2023,11-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-02
2023,11-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-03
2023,11-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-04
2023,11-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-05
2023,11-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-06
2023,11-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-07
2023,11-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-08
2023,11-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-09
2023,11-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-10
2023,11-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-11
2023,11-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-12
2023,11-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-13
2023,11-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-14
2023,11-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-15
2023,11-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-16
2023,11-17,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-17
2023,11-18,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-18
2023,11-19,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-19
2023,11-20,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-20
2023,11-21,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-21
2023,11-22,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-22
2023,11-23,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-23
2023,11-24,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-24
2023,11-25,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-25
2023,11-26,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-26
2023,11-27,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-27
2023,11-28,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-28
2023,11-29,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-29
2023,11-30,MCN,Chin:Fa,fish/day,Adult Passage,,2023-11-30
2023,12-1,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-01
2023,12-2,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-02
2023,12-3,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-03
2023,12-4,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-04
2023,12-5,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-05
2023,12-6,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-06
2023,12-7,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-07
2023,12-8,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-08
2023,12-9,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-09
2023,12-10,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-10
2023,12-11,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-11
2023,12-12,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-12
2023,12-13,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-13
2023,12-14,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-14
2023,12-15,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-15
2023,12-16,MCN,Chin:Fa,fish/day,Adult Passage,,2023-12-16
