date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
2021-04-08,103757.00,2493.77,132.00,332.48,34.11,29.61,40.66,62.42,0.45,10.15
2021-04-09,104020.00,2493.90,134.00,254.81,34.38,26.63,40.90,62.42,0.00,10.15
2021-04-10,104356.00,2494.06,136.00,291.65,32.38,25.09,36.57,62.57,0.15,10.15
2021-04-11,104544.74,2494.15,138.00,217.52,30.72,18.37,42.71,62.72,0.15,10.01
2021-04-12,104607.90,2494.18,190.00,205.89,35.83,21.23,52.89,62.72,0.00,9.71
2021-04-13,104419.00,2494.09,320.00,208.38,38.38,24.35,53.85,62.72,0.00,9.28
2021-04-14,104146.00,2493.96,372.00,216.54,40.10,24.15,61.95,62.72,0.00,8.55
2021-04-15,103840.05,2493.81,433.00,264.93,44.02,29.54,65.80,62.72,0.00,7.54
2021-04-16,103462.64,2493.63,542.00,338.28,44.55,28.04,67.16,62.72,0.00,6.53
2021-04-17,103137.00,2493.47,666.00,491.88,43.72,28.44,71.80,62.72,0.00,5.65
2021-04-18,103220.00,2493.51,642.00,672.77,46.85,31.54,66.53,62.72,0.00,4.35
2021-04-19,103860.10,2493.82,514.00,824.50,44.40,30.16,58.90,62.72,0.00,3.48
2021-04-20,104628.95,2494.19,365.00,737.02,42.34,26.90,63.21,62.72,0.00,2.46
2021-04-21,105440.00,2494.58,296.00,687.26,44.78,28.40,62.42,62.72,0.00,1.45
2021-04-22,106446.00,2495.06,261.00,751.39,42.79,32.39,54.42,62.72,0.00,0.72
2021-04-23,107464.00,2495.54,248.00,744.08,44.29,31.27,57.23,62.72,0.00,0.58
2021-04-24,108514.00,2496.04,248.00,760.43,40.85,37.63,43.30,63.02,0.30,0.58
2021-04-25,109456.00,2496.48,249.00,707.34,40.78,36.05,47.82,63.02,0.00,0.58
2021-04-26,109920.00,2496.70,399.00,632.12,42.47,36.49,50.96,63.02,0.00,0.58
2021-04-27,110088.00,2496.78,570.00,637.86,44.15,34.57,53.95,63.02,0.00,0.58
2021-04-28,110218.22,2496.84,570.00,618.81,47.45,35.94,61.44,63.02,0.00,0.58
2021-04-29,110670.00,2497.05,492.00,705.08,50.26,36.85,67.14,63.14,0.12,0.58
2021-04-30,111724.00,2497.54,374.00,892.75,46.28,37.34,54.74,63.14,0.00,0.58
2021-05-01,113017.68,2498.14,314.00,954.23,45.15,39.25,52.77,63.44,0.30,0.58
2021-05-02,114282.00,2498.72,286.00,912.76,43.04,34.10,51.79,63.44,0.00,0.58
2021-05-03,115307.95,2499.19,258.00,764.22,41.77,30.05,52.46,63.59,0.15,0.43
2021-05-04,116341.78,2499.66,241.00,752.09,47.13,37.15,57.10,63.59,0.00,0.43
2021-05-05,117332.05,2500.11,288.00,782.41,48.63,28.71,67.06,63.74,0.15,0.43
2021-05-06,118354.00,2500.57,392.00,893.40,47.15,40.47,58.98,63.89,0.15,0.43
2021-05-07,119486.00,2501.08,392.00,950.04,38.11,33.43,42.90,64.19,0.30,0.43
2021-05-08,120320.00,2501.45,336.00,746.37,40.64,34.02,46.72,64.19,0.00,0.43
2021-05-09,120902.00,2501.71,334.00,615.13,45.76,38.89,55.07,64.34,0.15,0.43
2021-05-10,121261.39,2501.87,430.00,596.67,46.55,32.25,59.51,64.34,0.00,0.43
2021-05-11,121688.00,2502.06,443.00,643.18,48.56,33.10,63.48,64.34,0.00,0.43
2021-05-12,122253.05,2502.31,443.00,713.11,50.44,40.21,63.01,64.34,0.00,0.43
2021-05-13,123093.89,2502.68,443.00,852.40,52.52,38.44,66.98,64.34,0.00,0.43
2021-05-14,124233.89,2503.18,445.00,1005.27,53.54,40.06,69.03,64.34,0.00,0.43
2021-05-15,125535.00,2503.75,445.00,1086.92,54.59,37.07,69.66,64.34,0.00,0.43
2021-05-16,126983.89,2504.38,447.00,1163.54,56.54,43.34,71.70,64.34,0.00,0.43
2021-05-17,128558.00,2505.06,450.00,1228.83,51.95,45.46,62.15,64.34,0.00,0.43
2021-05-18,130026.95,2505.69,452.00,1177.51,40.98,36.77,46.28,64.64,0.30,0.43
2021-05-19,130796.00,2506.02,484.00,856.29,41.48,36.57,48.49,64.64,0.00,0.43
2021-05-20,131075.64,2506.14,566.00,694.48,42.89,38.05,48.62,64.64,0.00,0.43
2021-05-21,131123.77,2506.16,630.00,640.31,45.71,33.27,58.77,64.64,0.00,0.43
2021-05-22,131195.94,2506.19,630.00,652.37,47.17,34.87,61.93,64.64,0.00,0.43
2021-05-23,131364.00,2506.26,630.00,700.75,48.23,37.42,56.49,64.64,0.00,0.43
2021-05-24,131666.94,2506.39,630.00,768.75,48.15,44.16,53.09,64.64,0.00,0.43
2021-05-25,132040.00,2506.55,678.00,852.58,50.35,44.97,57.41,64.64,0.00,0.43
2021-05-26,132423.00,2506.71,704.00,882.11,51.90,45.22,62.64,64.79,0.15,0.43
2021-05-27,133004.00,2506.96,704.00,982.17,46.37,39.98,54.34,64.94,0.15,0.43
2021-05-28,133810.00,2507.30,703.00,1096.24,46.13,37.75,53.12,65.09,0.15,0.43
2021-05-29,134234.00,2507.48,706.00,905.99,51.66,30.64,70.83,65.24,0.15,0.43
2021-05-30,134544.06,2507.61,706.00,848.55,54.83,38.01,69.68,65.38,0.15,0.43
2021-05-31,135069.17,2507.83,706.00,957.32,61.24,45.95,75.16,65.38,0.00,0.43
2021-06-01,136381.88,2508.38,585.00,1233.55,64.80,47.68,82.84,65.38,0.00,0.43
2021-06-02,138550.00,2509.28,374.00,1460.07,66.56,51.32,80.52,65.38,0.00,0.43
2021-06-03,140900.00,2510.25,241.00,1418.68,63.67,50.45,74.90,65.38,0.00,0.43
2021-06-04,142830.00,2511.04,216.00,1181.46,57.46,50.35,64.31,65.38,0.00,0.43
2021-06-05,144329.70,2511.65,257.00,1005.27,48.15,42.51,54.09,65.53,0.15,0.43
2021-06-06,145415.00,2512.09,290.00,828.35,42.85,39.05,47.46,65.68,0.15,0.43
2021-06-07,146205.00,2512.41,309.00,698.61,45.10,37.04,53.58,66.13,0.45,0.43
2021-06-08,146605.00,2512.57,384.00,580.53,46.48,34.80,55.21,66.28,0.15,0.43
2021-06-09,146680.00,2512.60,496.00,521.69,48.99,40.03,57.65,66.28,0.00,0.43
2021-06-10,146605.00,2512.57,587.00,536.87,48.30,43.95,53.16,66.28,0.00,0.43
2021-06-11,146430.00,2512.50,630.00,529.74,47.96,41.90,58.35,66.43,0.15,0.43
2021-06-12,146305.00,2512.45,592.00,515.42,56.68,40.86,70.01,66.73,0.30,0.43
2021-06-13,146779.64,2512.64,525.00,755.06,55.98,52.40,61.50,67.03,0.30,0.43
2021-06-14,147745.00,2513.03,488.00,963.39,53.46,49.59,57.33,67.63,0.60,0.43
2021-06-15,148295.00,2513.25,509.00,775.55,52.16,48.00,58.71,67.78,0.15,0.43
2021-06-16,148520.25,2513.34,571.00,673.89,55.98,47.11,66.63,67.93,0.15,0.43
2021-06-17,148695.00,2513.41,574.00,649.38,58.70,41.47,72.17,67.93,0.00,0.43
2021-06-18,148820.00,2513.46,595.00,644.39,60.04,45.24,71.66,67.93,0.00,0.43
2021-06-19,148895.00,2513.49,626.00,652.01,59.38,50.24,67.45,67.93,0.00,0.43
2021-06-20,148995.00,2513.53,634.00,675.32,66.38,48.78,82.17,67.93,0.00,0.43
2021-06-21,149244.58,2513.63,618.00,732.91,67.00,49.04,84.85,67.93,0.00,0.43
2021-06-22,149520.00,2513.74,612.00,739.32,68.41,54.46,80.11,67.93,0.00,0.43
2021-06-23,149620.00,2513.78,612.00,650.87,66.45,55.82,76.36,67.93,0.00,0.43
2021-06-24,149520.00,2513.74,658.00,597.93,66.75,51.63,78.67,67.93,0.00,0.43
2021-06-25,149394.94,2513.69,689.00,615.10,71.13,58.53,84.27,67.93,0.00,0.43
2021-06-26,149344.81,2513.67,689.00,652.88,77.87,58.51,95.75,67.93,0.00,0.43
2021-06-27,149269.64,2513.64,689.00,640.31,80.69,58.30,99.87,67.93,0.00,0.43
2021-06-28,149145.00,2513.59,689.00,615.37,82.15,60.67,99.93,67.93,0.00,0.43
2021-06-29,148895.00,2513.49,689.00,552.06,79.95,61.97,98.50,67.93,0.00,0.43
2021-06-30,148370.00,2513.28,738.00,462.80,72.19,63.88,83.68,67.93,0.00,0.43
2021-07-01,147470.00,2512.92,858.00,390.36,63.15,59.40,69.36,67.93,0.00,0.43
2021-07-02,146330.00,2512.46,949.00,361.20,65.58,61.26,70.50,67.93,0.00,0.43
2021-07-03,145015.00,2511.93,1008.00,331.61,68.39,60.22,79.03,67.93,0.00,0.43
2021-07-04,143661.88,2511.38,1023.00,325.14,66.81,52.58,79.34,67.93,0.00,0.43
2021-07-05,142265.06,2510.81,1023.00,303.70,67.70,58.71,78.36,67.93,0.00,0.43
2021-07-06,140704.81,2510.17,1074.00,273.87,69.69,53.58,83.35,67.93,0.00,0.43
2021-07-07,139128.00,2509.52,1070.00,260.99,64.58,57.51,69.58,67.93,0.00,0.43
2021-07-08,137510.30,2508.85,1085.00,254.75,62.50,52.36,71.58,67.93,0.00,0.43
2021-07-09,135781.59,2508.13,1111.00,225.38,66.39,48.11,86.52,67.93,0.00,0.43
2021-07-10,134050.00,2507.40,1121.00,235.97,68.48,53.52,79.71,67.93,0.00,0.43
2021-07-11,132327.83,2506.67,1118.00,233.98,67.72,55.84,78.48,67.93,0.00,0.43
2021-07-12,130543.00,2505.91,1132.00,218.42,67.65,52.26,80.25,67.93,0.00,0.43
2021-07-13,128698.12,2505.12,1164.00,221.53,68.98,54.42,81.92,67.93,0.00,0.43
2021-07-14,126823.05,2504.31,1164.00,205.92,68.24,59.12,79.85,67.93,0.00,0.43
2021-07-15,124916.00,2503.48,1171.00,194.40,62.98,56.47,72.21,67.93,0.00,0.43
2021-07-16,123001.66,2502.64,1164.00,184.68,57.91,55.07,65.55,67.93,0.00,0.29
2021-07-17,121146.11,2501.82,1157.00,207.07,62.62,54.19,72.19,67.93,0.00,0.29
2021-07-18,119266.00,2500.98,1157.00,194.51,64.36,48.00,78.20,67.93,0.00,0.29
2021-07-19,117375.63,2500.13,1153.00,188.07,67.46,53.24,79.81,67.93,0.00,0.29
2021-07-20,115484.00,2499.27,1150.00,182.58,62.55,53.79,71.90,67.93,0.00,0.29
2021-07-21,113557.95,2498.39,1153.00,168.90,57.93,54.26,64.05,67.93,0.00,0.29
2021-07-22,111661.00,2497.51,1146.00,175.96,60.22,47.78,72.05,67.93,0.00,0.29
2021-07-23,109793.70,2496.64,1139.00,183.94,61.90,44.14,76.38,67.93,0.00,0.29
2021-07-24,107926.00,2495.76,1135.00,181.61,66.83,48.69,80.03,67.93,0.00,0.29
2021-07-25,106005.26,2494.85,1142.00,161.56,69.07,54.78,82.60,67.93,0.00,0.29
2021-07-26,104104.00,2493.94,1150.00,177.69,68.32,54.34,81.35,67.93,0.00,0.29
2021-07-27,102202.00,2493.02,1146.00,175.34,67.88,58.04,78.20,67.93,0.00,0.29
2021-07-28,100299.00,2492.09,1150.00,176.57,68.48,50.93,83.90,67.93,0.00,0.29
2021-07-29,98369.70,2491.14,1150.00,164.36,71.72,53.64,87.93,67.93,0.00,0.29
2021-07-30,96449.90,2490.18,1146.00,166.44,76.50,55.25,99.84,68.08,0.15,0.29
2021-07-31,94529.00,2489.21,1150.00,167.35,76.18,68.99,82.46,68.08,0.00,0.29
2021-08-01,92645.00,2488.25,1146.00,182.45,71.67,63.78,82.92,68.08,0.00,0.29
2021-08-02,90724.00,2487.26,1146.00,163.68,73.20,58.71,87.68,68.08,0.00,0.29
2021-08-03,88823.00,2486.27,1146.00,175.35,70.09,56.82,93.73,68.23,0.15,0.29
2021-08-04,86918.00,2485.26,1142.00,168.95,72.51,56.35,86.42,68.23,0.00,0.29
2021-08-05,85006.00,2484.24,1142.00,165.81,69.42,59.42,79.38,68.23,0.00,0.29
2021-08-06,83090.00,2483.20,1142.00,162.56,65.23,61.03,72.29,68.38,0.15,0.29
2021-08-07,81241.95,2482.19,1139.00,193.63,61.69,56.21,65.55,68.53,0.15,0.29
2021-08-08,79361.73,2481.14,1132.00,169.80,54.35,49.37,59.91,68.53,0.00,0.29
2021-08-09,77502.00,2480.09,1125.00,175.09,60.16,44.16,75.28,68.53,0.00,0.29
2021-08-10,75675.00,2479.05,1121.00,187.27,57.13,55.31,59.69,68.53,0.00,
2021-08-11,73843.00,2477.99,1107.00,201.90,73.92,57.96,89.76,68.53,0.00,0.29
2021-08-12,72048.00,2476.94,1104.00,167.34,74.08,55.72,94.99,68.53,0.00,0.29
2021-08-13,70242.27,2475.87,1100.00,173.05,73.42,56.62,92.78,68.53,0.00,0.29
2021-08-14,68460.00,2474.80,1085.00,171.88,75.13,63.84,86.97,68.53,0.00,0.29
2021-08-15,66698.00,2473.73,1078.00,173.88,73.56,60.99,88.60,68.53,0.00,0.29
2021-08-16,64949.80,2472.65,1067.00,170.64,65.50,56.07,75.84,68.53,0.00,0.29
2021-08-17,63164.00,2471.54,1055.00,142.35,53.34,48.43,57.35,68.53,0.00,0.29
2021-08-18,61415.00,2470.43,1052.00,156.97,60.86,44.63,74.45,68.53,0.00,0.29
2021-08-19,59675.04,2469.31,1055.00,162.36,61.63,50.55,68.95,68.53,0.00,0.29
2021-08-20,58030.00,2468.24,1012.00,173.53,57.53,50.08,64.03,68.53,0.00,0.29
2021-08-21,56480.00,2467.22,950.00,161.48,57.33,53.64,64.01,68.53,0.00,0.29
2021-08-22,55035.00,2466.25,897.00,162.60,54.23,52.02,57.90,68.53,0.00,0.29
2021-08-23,53620.00,2465.30,843.00,127.57,54.29,43.87,62.68,68.53,0.00,0.29
2021-08-24,52360.00,2464.44,782.00,147.46,56.33,37.20,75.79,68.53,0.00,0.29
2021-08-25,51154.04,2463.61,735.00,131.04,58.10,40.41,75.08,68.53,0.00,0.29
2021-08-26,50040.15,2462.84,695.00,142.66,58.58,54.09,64.53,68.53,0.00,0.29
2021-08-27,48938.00,2462.07,656.00,115.39,55.18,47.80,62.76,68.53,0.00,0.29
2021-08-28,47924.21,2461.36,610.00,116.29,57.42,39.72,75.43,68.53,0.00,0.29
2021-08-29,47010.00,2460.72,546.00,109.59,61.20,43.57,78.19,68.53,0.00,0.29
2021-08-30,46199.83,2460.15,483.00,103.38,54.47,49.47,60.22,68.53,0.00,0.29
2021-08-31,45430.00,2459.60,425.00,68.60,48.98,41.92,54.21,68.53,0.00,0.29
2021-09-01,44789.83,2459.15,367.00,77.55,51.26,35.04,68.12,68.53,0.00,0.29
2021-09-02,44230.00,2458.75,312.00,62.94,54.35,38.38,70.76,68.53,0.00,0.29
2021-09-03,43796.00,2458.44,263.00,41.65,56.32,39.09,74.67,68.53,0.00,0.29
2021-09-04,43417.90,2458.17,236.00,38.24,59.78,43.16,76.77,68.53,0.00,0.29
2021-09-05,43096.00,2457.94,215.00,42.88,62.35,50.31,72.43,68.53,0.00,0.29
2021-09-06,42760.00,2457.70,208.00,25.14,62.86,51.28,74.59,68.53,0.00,0.29
2021-09-07,42508.00,2457.52,173.00,31.05,61.67,40.49,84.44,68.53,0.00,0.29
2021-09-08,42363.00,2457.41,124.00,53.65,65.97,55.80,76.20,68.53,0.00,0.29
2021-09-09,42252.10,2457.33,107.00,54.13,62.52,46.78,77.60,68.53,0.00,0.29
2021-09-10,42154.00,2457.26,101.00,55.35,56.45,50.89,59.89,68.53,0.00,0.29
2021-09-11,42041.93,2457.18,97.00,44.63,59.54,52.34,69.69,68.53,0.00,0.29
2021-09-12,41944.04,2457.11,97.00,51.85,57.11,49.57,66.94,68.53,0.00,0.29
2021-09-13,41832.00,2457.03,96.00,44.31,55.48,48.59,65.10,68.53,0.00,0.29
2021-09-14,41748.00,2456.97,96.00,58.45,54.15,41.02,70.87,68.53,0.00,0.29
2021-09-15,41608.24,2456.87,96.00,31.66,52.61,39.91,58.71,68.53,0.00,0.29
2021-09-16,41484.00,2456.78,100.00,36.96,49.95,33.70,66.90,68.53,0.00,0.14
2021-09-17,41471.00,2456.77,100.00,93.03,49.34,46.64,52.30,68.53,0.00,0.14
2021-09-18,41432.00,2456.74,100.00,79.92,49.22,45.03,54.74,68.97,0.44,0.14
2021-09-19,41432.00,2456.74,100.00,99.59,48.42,45.13,51.87,69.42,0.45,0.14
2021-09-20,41445.00,2456.75,100.00,106.14,50.99,42.61,60.97,69.72,0.30,0.14
2021-09-21,41393.00,2456.71,100.00,73.37,51.98,39.66,70.72,69.72,0.00,0.14
2021-09-22,41337.90,2456.67,100.00,71.52,51.62,41.82,62.15,69.72,0.00,0.00
2021-09-23,41240.00,2456.60,100.00,49.79,53.67,40.43,68.12,69.72,0.00,0.00
2021-09-24,41170.00,2456.55,100.00,64.14,56.35,37.93,77.95,69.72,0.00,0.00
2021-09-25,41086.00,2456.49,98.00,56.04,58.05,41.94,75.98,69.72,0.00,0.00
2021-09-26,41072.00,2456.48,98.00,91.33,57.90,46.11,68.61,70.02,0.30,0.00
2021-09-27,41044.00,2456.46,98.00,84.27,50.12,44.16,55.17,70.32,0.30,0.00
2021-09-28,41072.00,2456.48,98.00,112.50,46.07,43.89,50.02,70.47,0.15,0.00
2021-09-29,41016.00,2456.44,98.00,70.15,47.89,41.41,55.90,70.47,0.00,0.00
2021-09-30,41268.07,2456.62,98.00,225.60,48.20,44.95,53.60,71.21,0.74,0.00
2021-10-01,41380.00,2456.70,98.00,154.92,47.25,37.24,62.05,0.00,0.00,0.00
2021-10-02,41393.00,2456.71,98.00,104.99,48.85,39.82,65.27,0.00,0.00,0.00
2021-10-03,41351.93,2456.68,98.00,77.68,50.18,40.53,59.08,0.00,0.00,0.00
2021-10-04,41295.79,2456.64,98.00,70.20,49.63,37.63,65.84,0.00,0.00,0.00
2021-10-05,41268.07,2456.62,98.00,84.41,46.94,42.31,54.54,0.00,0.00,0.00
2021-10-06,41226.00,2456.59,98.00,77.18,43.89,40.47,49.04,0.00,0.00,0.00
2021-10-07,41156.00,2456.54,98.00,63.09,41.51,33.03,53.87,0.00,0.00,0.00
2021-10-08,41114.00,2456.51,98.00,77.21,40.89,32.13,54.74,0.00,0.00,0.00
2021-10-09,41016.00,2456.44,98.00,48.98,42.41,29.72,50.29,0.00,0.00,0.00
2021-10-10,41170.00,2456.55,98.00,176.08,40.46,34.57,50.37,0.59,0.59,0.00
2021-10-11,41198.00,2456.57,98.00,112.50,38.32,30.78,44.59,0.59,0.00,0.00
2021-10-12,41198.00,2456.57,98.00,98.39,37.35,31.23,45.30,0.74,0.15,0.00
2021-10-13,41212.00,2456.58,98.00,105.44,39.31,35.38,44.20,0.89,0.15,0.00
2021-10-14,41281.76,2456.63,98.00,133.56,41.96,37.20,47.45,1.04,0.15,0.00
2021-10-15,41419.00,2456.73,98.00,167.58,45.80,41.45,54.56,1.04,0.00,0.00
2021-10-16,41497.00,2456.79,98.00,137.71,47.47,40.06,61.12,1.04,0.00,0.00
2021-10-17,41608.24,2456.87,98.00,154.47,45.72,37.07,57.88,1.04,0.00,0.00
2021-10-18,41621.93,2456.88,98.00,105.30,45.38,38.56,51.04,1.04,0.00,0.00
2021-10-19,41608.24,2456.87,100.00,92.39,47.63,40.21,59.45,1.04,0.00,0.00
2021-10-20,41635.96,2456.89,100.00,113.22,46.84,42.59,51.12,1.04,0.00,0.00
2021-10-21,41650.00,2456.90,100.00,106.52,47.33,39.84,56.78,1.34,0.30,0.00
2021-10-22,41678.00,2456.92,100.00,113.37,46.73,43.18,50.18,1.34,0.00,0.00
2021-10-23,41720.00,2456.95,100.00,120.72,41.97,38.42,45.56,1.34,0.00,0.00
2021-10-24,41818.00,2457.02,100.00,149.00,44.17,37.07,46.99,1.49,0.15,0.00
2021-10-25,41804.00,2457.01,144.00,139.31,40.41,35.75,44.28,1.64,0.15,0.00
2021-10-26,41902.00,2457.08,280.00,331.73,41.64,39.48,46.31,2.97,1.34,0.00
2021-10-27,42308.24,2457.37,335.00,537.53,41.94,39.21,45.46,3.87,0.89,0.00
2021-10-28,44817.90,2459.17,249.00,1514.59,46.79,39.15,58.27,5.50,1.64,0.00
2021-10-29,46714.00,2460.51,133.00,1089.37,40.37,30.68,46.44,5.80,0.30,0.00
2021-10-30,47536.00,2461.09,108.00,520.19,36.00,28.95,48.29,5.80,0.00,0.00
2021-10-31,48008.00,2461.42,110.00,344.41,36.90,27.10,49.78,5.80,0.00,0.00
2021-11-01,48353.86,2461.66,110.00,281.41,35.45,27.65,44.24,5.95,0.15,0.00
2021-11-02,48640.22,2461.86,111.00,251.41,36.85,33.70,39.13,6.10,0.15,0.00
2021-11-03,48882.00,2462.03,111.00,228.93,41.21,37.67,45.18,6.25,0.15,0.00
2021-11-04,49630.00,2462.55,111.00,484.75,43.59,39.25,46.01,7.30,1.05,0.00
2021-11-05,50330.00,2463.04,108.00,456.53,37.34,31.70,43.08,7.43,0.13,0.00
2021-11-06,50880.00,2463.42,105.00,392.31,33.87,32.26,39.62,7.58,0.15,0.00
2021-11-07,51385.00,2463.77,107.00,328.08,33.43,32.19,36.89,8.03,0.45,0.00
2021-11-08,51706.00,2463.99,107.00,263.86,35.56,31.72,40.11,8.03,0.00,0.00
2021-11-09,52188.07,2464.32,107.00,345.23,36.10,32.48,40.90,8.92,0.89,0.14
2021-11-10,52555.00,2464.57,108.00,288.25,35.40,32.41,42.30,9.22,0.30,0.00
2021-11-11,53606.00,2465.29,109.00,634.78,36.44,33.86,38.42,11.00,1.78,0.00
2021-11-12,59419.80,2469.15,121.00,3047.10,40.88,37.58,46.87,13.53,2.53,0.00
2021-11-13,62390.00,2471.05,119.00,1611.82,38.58,33.19,44.04,14.28,0.74,0.00
2021-11-14,69942.96,2475.69,123.00,3926.82,52.90,37.56,55.54,16.06,1.78,0.14
2021-11-15,73843.00,2477.99,126.00,2086.88,46.06,34.76,55.23,16.36,0.30,0.14
2021-11-16,75539.00,2478.97,126.00,976.67,33.91,26.45,37.66,16.51,0.15,0.00
2021-11-17,76496.00,2479.52,127.00,604.70,30.26,22.52,38.70,16.51,0.00,0.00
2021-11-18,77268.00,2479.96,116.00,500.25,31.40,29.06,34.84,17.11,0.60,0.29
2021-11-19,77870.00,2480.30,102.00,405.53,33.24,29.50,37.28,17.86,0.75,0.72
2021-11-20,78292.00,2480.54,102.00,314.78,34.40,29.25,39.48,17.86,0.00,0.72
2021-11-21,78634.00,2480.73,102.00,274.45,30.60,27.87,38.13,17.86,0.00,0.72
2021-11-22,78930.00,2480.90,102.00,251.26,31.65,28.27,36.39,18.16,0.30,0.72
2021-11-23,79343.70,2481.13,102.00,310.72,34.85,32.02,38.38,18.91,0.75,0.58
2021-11-24,79596.00,2481.27,103.00,230.46,33.17,29.29,37.84,19.36,0.45,0.58
2021-11-25,80018.00,2481.51,103.00,316.17,36.20,33.01,39.65,20.10,0.74,0.29
2021-11-26,81576.30,2482.37,104.00,890.66,41.60,36.71,46.72,20.25,0.15,0.14
2021-11-27,83748.00,2483.56,107.00,1201.72,38.58,33.27,54.80,22.04,1.79,0.14
2021-11-28,87351.00,2485.49,109.00,1926.39,49.83,45.18,54.46,22.33,0.29,0.14
2021-11-29,89260.00,2486.50,108.00,1070.77,46.02,42.02,51.55,22.33,0.00,0.14
2021-11-30,90920.30,2487.36,108.00,945.39,47.48,43.14,50.77,22.78,0.45,0.14
2021-12-01,92220.00,2488.03,105.00,760.73,51.65,45.73,53.75,22.93,0.15,0.14
2021-12-02,93140.00,2488.50,102.00,566.12,40.32,30.27,47.35,22.93,0.00,0.14
2021-12-03,93820.24,2488.85,103.00,446.21,33.79,28.71,38.70,23.68,0.75,0.00
2021-12-04,94529.00,2489.21,103.00,460.59,33.67,29.93,36.18,24.43,0.75,0.43
2021-12-05,94940.00,2489.42,103.00,310.47,30.37,26.81,35.42,24.43,0.00,0.29
2021-12-06,95419.80,2489.66,103.00,345.16,30.44,26.78,36.79,24.88,0.45,0.72
2021-12-07,95810.30,2489.86,103.00,300.13,32.24,30.50,34.67,25.03,0.15,0.72
2021-12-08,96510.00,2490.21,103.00,456.16,34.05,29.58,40.62,25.93,0.90,0.72
2021-12-09,96990.00,2490.45,104.00,346.32,31.12,26.39,33.03,26.23,0.30,1.16
2021-12-10,97409.80,2490.66,104.00,316.12,31.26,26.74,32.96,26.82,0.59,1.30
2021-12-11,98230.00,2491.07,104.00,518.02,32.70,29.50,38.91,28.16,1.34,3.34
2021-12-12,98637.00,2491.27,104.00,309.70,29.76,27.91,31.72,28.16,0.00,3.63
2021-12-13,98938.50,2491.44,104.00,256.51,31.45,29.13,34.16,28.31,0.15,3.77
2021-12-14,99240.00,2491.57,104.00,256.51,28.82,25.08,31.53,28.91,0.60,3.91
2021-12-15,99459.90,2491.68,104.00,215.37,26.69,25.38,29.59,29.66,0.75,4.06
2021-12-16,99710.00,2491.80,104.00,230.60,30.39,26.12,34.73,30.11,0.45,4.35
2021-12-17,99869.90,2491.88,104.00,185.12,27.98,23.84,32.80,30.41,0.30,4.49
2021-12-18,100278.00,2492.08,105.00,311.02,25.39,22.34,32.86,31.91,1.50,6.09
2021-12-19,100399.70,2492.14,105.00,167.12,26.77,21.85,37.56,31.91,0.00,6.09
2021-12-20,100620.00,2492.25,105.00,216.83,26.87,21.79,29.21,32.51,0.60,6.82
2021-12-21,100762.10,2492.32,105.00,177.41,26.46,24.33,28.44,32.51,0.00,6.96
2021-12-22,100972.00,2492.42,105.00,211.59,28.36,26.71,29.34,32.95,0.44,7.39
2021-12-23,101240.00,2492.55,105.00,240.40,31.07,29.02,32.96,33.60,0.65,7.97
2021-12-24,101439.76,2492.65,105.00,206.48,28.81,27.14,31.80,34.04,0.44,8.70
2021-12-25,101624.00,2492.74,105.00,198.65,28.46,24.02,32.45,34.34,0.30,9.28
2021-12-26,101708.00,2492.78,105.00,148.11,18.71,11.61,23.98,34.49,0.15,9.42
2021-12-27,101771.05,2492.81,105.00,137.55,13.05,1.93,20.77,34.49,0.00,9.42
2021-12-28,101813.16,2492.83,105.00,126.99,17.33,13.72,20.86,34.49,0.00,9.42
2021-12-29,101897.36,2492.87,105.00,148.17,14.71,7.56,22.04,34.49,0.00,9.42
2021-12-30,102020.00,2492.93,105.00,167.52,20.37,17.07,24.00,35.09,0.60,9.86
2021-12-31,102040.00,2492.94,105.00,115.85,15.99,11.53,20.94,35.09,0.00,9.86
2022-01-01,102060.00,2492.95,105.00,115.85,13.98,9.53,21.49,35.09,0.00,9.86
2022-01-02,102140.00,2492.99,105.00,146.10,12.55,9.57,16.11,35.39,0.30,10.30
2022-01-03,102370.00,2493.10,105.00,221.72,19.12,14.38,24.63,36.44,1.05,11.60
2022-01-04,102470.00,2493.15,105.00,156.18,24.61,21.55,30.06,37.34,0.90,12.76
2022-01-05,102633.00,2493.23,105.00,187.94,28.66,23.62,32.37,38.09,0.75,13.92
2022-01-06,103380.00,2493.59,105.00,482.52,25.69,21.89,31.58,41.39,3.30,18.85
2022-01-07,103980.00,2493.88,105.00,408.67,31.48,28.81,36.95,43.34,1.95,19.43
2022-01-08,104482.00,2494.12,105.00,358.94,31.27,29.13,35.22,43.49,0.15,19.43
2022-01-09,104776.00,2494.26,107.00,254.66,29.44,22.62,36.72,43.64,0.15,19.43
2022-01-10,105070.00,2494.40,105.00,254.32,23.87,18.15,30.60,43.64,0.00,19.43
2022-01-11,105732.00,2494.72,107.00,440.68,31.59,26.00,35.48,45.13,1.49,20.16
2022-01-12,108031.05,2495.81,108.00,1267.37,33.77,32.34,37.19,46.17,1.04,20.45
2022-01-13,109689.00,2496.59,108.00,944.68,34.11,31.47,39.06,46.32,0.15,20.30
2022-01-14,110714.00,2497.07,116.00,633.53,31.87,28.30,35.30,46.32,0.00,20.16
2022-01-15,111420.00,2497.40,122.00,478.16,32.57,28.51,37.80,46.32,0.00,20.16
