date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
1990-12-05,147620.00,2512.98,1462.00,327.69,35.34,33.33,37.81,41.49,0.44,9.65
1990-12-06,145140.00,2511.98,1450.00,199.67,31.48,26.46,37.53,41.64,0.15,9.65
1990-12-07,142610.00,2510.95,1438.00,162.46,29.50,26.60,36.83,41.64,0.00,9.65
1990-12-08,140338.00,2509.99,1430.00,284.53,33.63,29.54,37.25,41.78,0.15,9.65
1990-12-09,138181.59,2509.13,1422.00,334.81,35.78,34.31,37.81,42.38,0.59,9.52
1990-12-10,136140.00,2508.28,1414.00,384.70,36.17,35.15,37.81,42.53,0.15,9.40
1990-12-11,134050.00,2507.40,1406.00,352.29,32.73,30.38,36.27,42.83,0.29,9.52
1990-12-12,131968.00,2506.52,1394.00,344.32,29.61,27.30,33.47,42.83,0.00,9.52
1990-12-13,129652.00,2505.53,1446.00,278.35,29.35,23.24,37.11,42.83,0.00,9.52
1990-12-14,127145.00,2504.45,1494.00,230.05,26.72,24.22,32.20,42.83,0.00,9.52
1990-12-15,124671.39,2503.37,1482.00,234.89,27.10,25.48,29.68,42.83,0.00,9.52
1990-12-16,122207.00,2502.29,1470.00,227.54,31.54,28.00,35.43,42.83,0.00,9.65
1990-12-17,120606.00,2501.58,1462.00,654.83,38.57,32.34,41.31,44.16,1.34,9.27
1990-12-18,119310.00,2501.00,1458.00,804.60,28.45,21.56,32.34,45.50,1.34,10.19
1990-12-19,117569.00,2500.23,1097.00,219.25,8.93,-0.30,17.63,45.50,0.00,10.05
1990-12-20,116385.89,2499.68,837.00,240.52,0.50,-2.96,6.43,45.20,0.00,9.78
1990-12-21,115219.73,2499.15,834.00,246.06,-2.64,-10.11,7.55,44.76,0.00,9.78
1990-12-22,113998.00,2498.59,831.00,215.04,0.69,-4.36,10.77,44.76,0.00,9.78
1990-12-23,112732.00,2498.01,831.00,192.72,0.83,-3.38,9.79,44.76,0.00,9.78
1990-12-24,111552.00,2497.46,825.00,230.08,12.40,3.34,27.02,44.91,0.00,9.78
1990-12-25,110476.00,2496.96,825.00,282.52,23.00,16.00,25.34,45.06,0.00,10.05
1990-12-26,109091.05,2496.31,816.00,117.76,15.65,17.00,36.83,45.50,0.00,10.32
1990-12-27,108705.63,2496.13,350.00,155.68,32.33,29.12,35.29,46.54,1.04,11.27
1990-12-28,108771.78,2496.16,151.00,184.35,14.16,-0.44,28.42,46.54,0.00,11.27
1990-12-29,108771.78,2496.16,150.00,150.00,-2.77,-10.53,5.17,46.25,0.00,11.13
1990-12-30,108793.84,2496.17,150.00,161.12,1.13,-1.14,3.20,46.54,0.00,11.95
1990-12-31,109154.20,2496.34,150.00,331.69,32.98,5.03,36.69,48.18,1.64,12.47
1991-01-01,109237.90,2496.38,150.00,192.20,33.75,31.22,35.15,48.48,0.15,12.47
1991-01-02,109237.90,2496.38,150.00,150.00,28.00,26.00,29.54,48.48,0.00,12.59
1991-01-03,109237.90,2496.38,150.00,150.00,24.36,20.16,34.03,48.48,0.00,12.59
1991-01-04,109237.90,2496.38,150.00,150.00,12.86,8.81,24.08,48.48,0.00,12.59
1991-01-05,109237.90,2496.38,150.00,150.00,15.34,12.17,21.56,48.33,0.00,12.47
1991-01-06,109196.30,2496.36,150.00,129.03,14.71,11.75,16.93,48.33,0.00,12.47
1991-01-07,109368.00,2496.44,150.00,236.56,16.56,14.69,20.02,49.22,0.89,13.55
1991-01-08,109500.00,2496.50,150.00,216.55,21.30,20.16,22.96,49.96,0.74,14.39
1991-01-09,109521.00,2496.51,150.00,160.59,21.87,18.47,24.36,50.71,0.74,15.07
1991-01-10,109626.00,2496.56,150.00,202.94,25.99,22.96,28.28,51.45,0.74,16.15
1991-01-11,109668.00,2496.58,150.00,171.18,29.00,28.00,30.10,51.90,0.45,16.77
1991-01-12,110518.00,2496.98,151.00,579.54,35.00,25.00,43.55,54.28,2.38,16.77
1991-01-13,112580.00,2497.94,153.00,1192.59,38.76,36.55,43.41,55.47,1.19,16.15
1991-01-14,115550.00,2499.30,154.00,1651.38,37.81,35.29,41.59,56.95,1.49,15.84
1991-01-15,117930.00,2500.38,155.00,1354.92,34.90,33.33,38.37,57.25,0.30,15.22
1991-01-16,119134.00,2500.92,155.00,762.02,35.75,33.47,37.81,57.25,0.00,14.91
1991-01-17,119958.00,2501.29,156.00,571.43,37.61,30.94,43.97,57.40,0.00,14.39
1991-01-18,120673.05,2501.61,156.00,516.51,27.34,23.00,46.63,57.40,0.00,14.28
1991-01-19,121215.28,2501.85,156.00,429.37,24.38,19.46,29.54,57.40,0.00,14.39
1991-01-20,121440.00,2501.95,156.00,269.30,18.75,12.03,27.16,57.25,0.00,14.28
1991-01-21,121977.95,2502.19,156.00,427.21,25.06,13.71,41.59,57.10,0.00,14.39
1991-01-22,121933.84,2502.17,308.00,285.76,30.85,22.26,44.11,57.25,0.00,14.07
1991-01-23,121484.00,2501.97,468.00,241.21,26.95,19.74,31.64,57.25,0.00,14.28
1991-01-24,120990.00,2501.75,468.00,218.94,28.63,21.14,31.78,57.25,0.00,14.49
1991-01-25,120518.00,2501.54,468.00,230.03,22.79,14.83,33.19,57.10,0.00,14.28
1991-01-26,119936.00,2501.28,468.00,174.57,20.90,9.51,35.57,57.10,0.00,14.18
1991-01-27,119354.00,2501.02,465.00,171.57,25.33,12.73,31.50,57.10,0.00,13.97
1991-01-28,118755.00,2500.75,465.00,163.00,26.88,10.77,34.03,57.25,0.00,14.18
1991-01-29,118354.00,2500.57,463.00,260.83,19.96,8.81,32.20,57.10,0.00,13.97
1991-01-30,117485.89,2500.18,463.00,25.33,24.56,16.65,40.19,57.10,0.00,13.86
1991-01-31,117020.00,2499.97,463.00,228.11,27.98,21.84,31.50,57.55,0.30,14.49
1991-02-01,116496.00,2499.73,460.00,195.82,34.00,31.50,37.25,57.70,0.15,14.91
1991-02-02,116166.00,2499.58,460.00,293.62,36.04,33.89,38.79,58.29,0.59,14.60
1991-02-03,116078.00,2499.54,460.00,415.63,35.36,32.90,39.49,58.89,0.59,14.91
1991-02-04,116518.00,2499.74,460.00,681.83,37.69,34.45,41.87,59.78,0.89,15.07
1991-02-05,117569.00,2500.23,463.00,992.88,30.55,24.00,38.79,60.52,0.74,14.75
1991-02-06,118046.00,2500.43,465.00,705.49,33.56,24.36,46.63,60.52,0.00,14.49
1991-02-07,118068.00,2500.44,465.00,476.09,31.90,27.16,34.45,60.52,0.00,14.39
1991-02-08,117980.00,2500.40,465.00,420.63,38.93,28.56,51.26,60.52,0.00,14.28
1991-02-09,117730.00,2500.29,465.00,338.96,35.37,29.40,52.10,60.52,0.00,14.28
1991-02-10,117485.89,2500.18,463.00,339.93,34.54,27.72,44.53,60.52,0.00,14.18
1991-02-11,117244.00,2500.07,463.00,341.05,36.40,33.05,39.07,60.67,0.15,14.49
1991-02-12,117419.73,2500.15,465.00,553.60,36.11,34.73,37.53,61.71,1.04,14.49
1991-02-13,117556.00,2500.22,465.00,533.70,36.48,33.19,39.07,62.16,0.45,14.28
1991-02-14,118046.00,2500.43,465.00,712.04,37.90,34.73,40.61,62.31,0.15,13.97
1991-02-15,118595.89,2500.68,465.00,742.24,37.22,34.45,42.57,62.45,0.15,13.65
1991-02-16,118936.16,2500.83,468.00,639.55,35.29,35.01,36.13,62.45,0.00,13.55
1991-02-17,119376.00,2501.03,468.00,689.75,34.83,33.75,35.57,62.45,0.00,13.19
1991-02-18,119621.66,2501.14,468.00,591.86,34.07,31.64,43.13,63.05,0.60,13.31
1991-02-19,125121.00,2503.57,478.00,3250.58,40.12,32.06,44.95,65.28,2.23,11.81
1991-02-20,128769.70,2505.15,257.00,2096.56,37.40,32.06,40.47,65.43,0.15,11.67
1991-02-21,130495.94,2505.89,138.00,1008.31,35.16,26.88,50.98,65.43,0.00,11.54
1991-02-22,131575.28,2506.35,138.00,682.17,34.80,27.44,42.85,65.43,0.00,11.27
1991-02-23,132351.88,2506.68,138.00,529.53,33.12,21.70,48.74,65.43,0.00,11.13
1991-02-24,132956.00,2506.94,137.00,441.58,32.72,20.16,54.90,65.43,0.00,11.13
1991-02-25,133431.66,2507.14,137.00,376.81,34.54,22.82,54.06,65.43,0.00,11.13
1991-02-26,133906.23,2507.34,137.00,376.27,36.29,22.40,57.00,65.43,0.00,11.00
1991-02-27,134328.00,2507.52,137.00,349.64,35.31,22.68,57.42,65.43,0.00,10.86
1991-02-28,134735.94,2507.69,137.00,342.67,36.74,21.84,55.18,65.43,0.00,10.86
1991-03-01,135183.89,2507.88,136.00,361.84,27.65,22.82,35.99,65.43,0.00,11.00
1991-03-02,135758.13,2508.12,136.00,425.51,32.00,28.00,35.85,65.43,0.00,11.95
1991-03-03,136334.36,2508.36,136.00,426.52,34.55,32.34,40.89,65.58,0.15,12.71
1991-03-04,136862.00,2508.58,136.00,402.02,30.89,26.32,32.62,65.73,0.15,13.07
1991-03-05,137270.00,2508.75,136.00,341.70,28.81,25.62,31.22,65.73,0.00,13.31
1991-03-06,137605.94,2508.89,135.00,304.37,32.79,24.78,39.07,65.73,0.00,13.55
1991-03-07,137822.00,2508.98,135.00,243.93,34.20,32.20,36.13,66.02,0.30,13.55
1991-03-08,138014.00,2509.06,135.00,231.80,33.75,26.32,41.59,66.02,0.00,13.55
1991-03-09,138181.59,2509.13,135.00,219.50,30.31,22.68,36.97,69.74,3.72,13.43
1991-03-10,138375.00,2509.21,135.00,232.51,30.99,27.44,36.13,70.04,0.30,13.55
1991-03-11,138600.00,2509.30,134.00,247.44,29.17,23.66,30.80,70.34,0.30,13.86
1991-03-12,138768.41,2509.37,135.00,219.90,31.98,27.30,36.69,70.48,0.15,14.18
1991-03-13,138815.94,2509.39,135.00,158.96,31.78,19.46,40.33,71.23,0.74,14.18
1991-03-14,138815.94,2509.39,135.00,135.00,32.50,29.26,36.27,71.23,0.00,14.18
1991-03-15,138864.00,2509.41,135.00,159.23,32.00,27.00,37.95,71.82,0.59,14.18
1991-03-16,138888.00,2509.42,135.00,147.10,40.00,29.00,50.42,71.82,0.00,14.18
1991-03-17,138912.00,2509.43,134.00,146.10,24.53,24.00,52.38,71.82,0.00,14.18
1991-03-18,139008.00,2509.47,134.00,182.40,28.81,26.00,45.93,71.82,0.00,14.28
1991-03-19,139032.00,2509.48,134.00,146.10,21.52,20.00,40.61,72.12,0.30,14.07
1991-03-20,139080.00,2509.50,134.00,158.20,40.00,28.00,52.24,72.42,0.30,13.76
1991-03-21,139152.00,2509.53,134.00,170.30,26.00,20.00,34.87,72.27,0.00,13.55
1991-03-22,139176.00,2509.54,133.00,145.10,27.70,26.00,38.09,72.27,0.00,13.43
1991-03-23,139224.00,2509.56,133.00,157.20,30.00,26.00,40.19,72.27,0.00,13.31
1991-03-24,139320.00,2509.60,133.00,181.40,34.29,30.52,36.83,72.42,0.00,13.19
1991-03-25,139391.59,2509.63,133.00,169.10,33.10,26.88,39.77,72.57,0.15,13.31
1991-03-26,139415.64,2509.64,133.00,145.12,35.00,27.00,42.43,72.71,0.14,13.19
1991-03-27,139415.64,2509.64,132.00,132.00,34.39,19.18,45.65,72.71,0.00,12.95
1991-03-28,139487.83,2509.67,132.00,168.39,35.82,32.76,39.21,72.71,0.00,12.59
1991-03-29,139487.83,2509.67,132.00,132.00,36.44,33.19,41.87,72.71,0.00,12.22
1991-03-30,139511.88,2509.68,132.00,144.12,30.08,25.00,63.03,73.31,0.59,11.54
1991-03-31,139660.00,2509.74,132.00,206.68,28.35,22.00,60.08,73.31,0.00,10.73
1991-04-01,140001.88,2509.88,132.00,304.36,30.00,21.00,39.07,73.31,0.00,10.19
1991-04-02,140458.00,2510.07,131.00,360.96,31.00,23.00,38.93,73.31,0.00,9.65
1991-04-03,141219.88,2510.38,131.00,515.11,31.79,29.96,32.76,74.50,1.19,10.59
1991-04-04,143300.00,2511.23,131.00,1179.73,35.50,32.76,38.51,77.03,2.53,10.46
1991-04-05,146804.69,2512.65,131.00,1897.95,35.37,32.62,38.09,78.81,1.78,10.05
1991-04-06,148320.00,2513.26,131.00,894.97,24.07,24.00,38.93,78.96,0.15,9.92
1991-04-07,149294.69,2513.65,131.00,622.41,33.87,31.36,36.27,79.41,0.45,10.19
1991-04-08,149920.00,2513.90,130.00,445.26,34.97,28.56,42.85,79.70,0.30,10.32
1991-04-09,150696.00,2514.21,130.00,521.23,33.35,30.66,37.25,80.74,1.04,11.13
1991-04-10,150722.00,2514.22,330.00,343.11,33.38,29.68,36.97,80.74,0.00,11.13
1991-04-11,149894.94,2513.89,640.00,223.02,36.00,21.00,40.89,80.89,0.15,10.73
1991-04-12,148820.00,2513.46,789.00,247.05,38.00,23.00,41.73,81.34,0.45,10.05
1991-04-13,147770.00,2513.04,790.00,260.62,39.00,28.00,47.20,81.49,0.15,9.40
1991-04-14,146954.00,2512.71,787.00,375.60,40.00,18.00,42.00,81.49,0.00,8.38
1991-04-15,145955.06,2512.31,788.00,284.37,41.00,19.00,48.60,81.49,0.00,7.36
1991-04-16,145140.00,2511.98,786.00,375.07,42.00,22.00,53.50,81.49,0.00,6.38
1991-04-17,144425.94,2511.69,784.00,423.99,40.00,20.00,41.03,81.49,0.00,6.26
1991-04-18,143735.00,2511.41,784.00,435.65,38.00,27.00,56.58,81.49,0.00,6.26
1991-04-19,143220.00,2511.20,782.00,522.35,44.00,27.00,66.81,81.64,0.15,6.26
1991-04-20,142930.00,2511.08,783.00,636.79,41.00,26.00,66.25,81.78,0.14,6.26
1991-04-21,142930.00,2511.08,783.00,783.00,40.00,24.00,60.36,81.78,0.00,6.26
1991-04-22,143220.00,2511.20,784.00,930.21,44.35,41.87,48.46,81.78,0.00,6.26
1991-04-23,143345.00,2511.25,785.00,848.02,42.40,33.89,53.78,81.64,0.00,6.26
1991-04-24,143345.00,2511.25,786.00,786.00,37.76,33.75,41.73,81.78,0.00,6.26
1991-04-25,142955.00,2511.09,786.00,589.37,36.14,32.34,41.59,81.78,0.00,6.26
1991-04-26,142365.31,2510.85,787.00,489.70,38.55,34.03,45.51,81.78,0.00,6.14
1991-04-27,141630.00,2510.55,785.00,414.28,39.32,35.85,43.13,81.78,0.00,6.14
1991-04-28,140948.00,2510.27,785.00,441.16,38.74,35.01,41.59,81.78,0.00,6.14
1991-04-29,140100.00,2509.92,783.00,355.47,41.23,32.90,48.46,82.08,0.30,6.14
1991-04-30,139270.00,2509.58,781.00,362.54,44.61,28.42,61.63,82.38,0.29,6.14
1991-05-01,138575.00,2509.29,782.00,431.60,44.91,29.82,64.43,82.38,0.00,6.14
1991-05-02,138062.00,2509.08,779.00,520.36,46.39,28.84,62.33,82.53,0.15,6.14
1991-05-03,137630.00,2508.90,780.00,562.20,47.22,34.87,58.12,82.53,0.00,6.14
1991-05-04,137366.00,2508.79,778.00,644.90,47.86,34.17,60.50,82.53,0.00,6.14
1991-05-05,137198.00,2508.72,778.00,693.30,46.12,40.19,54.06,82.68,0.15,6.14
1991-05-06,137125.94,2508.69,710.00,673.67,44.10,40.89,47.20,82.53,0.00,6.14
1991-05-07,137438.13,2508.82,622.00,779.39,41.66,38.51,45.51,82.68,0.00,6.14
1991-05-08,137918.00,2509.02,623.00,864.94,38.70,36.69,41.03,82.83,0.00,6.14
1991-05-09,138014.00,2509.06,624.00,672.40,39.70,35.71,43.13,82.83,0.00,6.14
1991-05-10,137846.00,2508.99,624.00,539.30,44.96,42.01,47.90,82.83,0.00,6.14
1991-05-11,137702.00,2508.93,625.00,552.40,48.32,42.57,55.18,83.72,0.89,6.14
1991-05-12,137798.00,2508.97,560.00,608.40,45.04,42.99,48.46,83.72,0.00,6.14
1991-05-13,138062.00,2509.08,513.00,646.10,45.09,42.29,49.30,83.57,0.00,6.14
1991-05-14,138277.83,2509.17,514.00,622.81,43.93,38.79,48.18,83.57,0.00,6.14
1991-05-15,138350.00,2509.20,475.00,511.39,39.24,30.94,51.68,83.57,0.00,6.14
1991-05-16,139344.06,2509.61,300.00,801.17,48.17,44.11,54.34,84.02,0.45,6.14
1991-05-17,140170.00,2509.95,301.00,717.41,45.43,44.53,46.63,84.02,0.00,6.14
1991-05-18,141095.19,2510.33,301.00,767.45,45.55,42.15,48.88,84.02,0.00,6.14
1991-05-19,141899.75,2510.66,304.00,709.63,47.21,46.07,49.58,84.02,0.00,6.14
1991-05-20,142880.00,2511.06,250.00,744.21,50.05,45.23,55.46,84.16,0.15,6.14
1991-05-21,144060.00,2511.54,203.00,797.92,51.09,46.49,56.16,84.31,0.14,6.14
1991-05-22,145340.00,2512.06,204.00,849.33,47.50,43.41,52.38,84.31,0.00,6.14
1991-05-23,146505.00,2512.53,160.00,747.35,47.70,38.37,56.44,84.31,0.00,6.14
1991-05-24,147670.00,2513.00,140.00,727.35,45.19,40.19,50.28,84.31,0.00,6.14
1991-05-25,148795.00,2513.45,139.00,706.19,43.34,38.65,46.77,84.31,0.00,6.14
1991-05-26,149695.06,2513.81,138.00,591.78,46.72,42.43,52.24,84.31,0.00,6.14
1991-05-27,150420.00,2514.10,138.00,503.49,47.51,45.37,50.70,84.31,0.00,6.14
1991-05-28,151154.94,2514.39,138.00,508.53,51.52,41.45,58.82,84.61,0.30,6.14
1991-05-29,151982.00,2514.72,137.00,553.98,48.43,43.69,52.10,84.61,0.00,6.14
1991-05-30,152740.00,2515.02,137.00,519.16,44.27,39.77,47.76,84.61,0.00,6.14
1991-05-31,153325.00,2515.25,181.00,475.94,51.30,45.23,58.40,84.61,0.00,6.14
1991-06-01,153934.00,2515.49,232.00,539.04,55.38,46.21,64.99,84.76,0.15,6.14
1991-06-02,154610.00,2515.76,231.00,571.82,49.95,43.41,56.86,85.21,0.00,6.14
1991-06-03,155045.00,2515.93,288.00,507.31,41.28,38.09,45.23,84.91,0.15,6.14
1991-06-04,155170.00,2515.98,336.00,399.02,42.01,30.24,53.50,84.61,0.00,6.14
1991-06-05,155195.00,2515.99,335.00,347.60,50.16,35.01,61.35,84.76,0.00,6.14
1991-06-06,155272.00,2516.02,334.00,372.82,53.58,46.91,64.99,84.91,0.00,6.14
1991-06-07,155579.64,2516.14,333.00,488.10,50.27,47.90,53.78,84.91,0.00,6.14
1991-06-08,155855.00,2516.25,331.00,469.83,50.94,44.67,56.58,84.91,0.00,6.14
1991-06-09,156110.31,2516.35,332.00,460.72,56.83,40.61,72.83,85.06,0.15,6.14
1991-06-10,156550.00,2516.52,331.00,552.68,59.11,46.77,71.99,85.50,0.30,6.14
1991-06-11,157156.00,2516.76,330.00,635.53,47.43,43.27,54.76,85.35,0.00,6.14
1991-06-12,157545.00,2516.91,328.00,524.12,43.10,39.91,45.51,85.21,0.00,6.14
1991-06-13,157822.00,2517.02,334.00,473.65,43.59,40.05,47.20,85.35,0.00,6.14
1991-06-14,157926.00,2517.06,347.00,399.43,45.28,40.75,49.72,85.35,0.00,6.14
1991-06-15,157926.00,2517.06,348.00,348.00,48.72,37.95,58.82,85.50,0.14,6.14
1991-06-16,158004.00,2517.09,356.00,395.33,45.67,43.55,48.88,85.50,0.00,6.14
1991-06-17,158004.00,2517.09,355.00,355.00,49.99,42.15,57.84,85.80,0.30,6.14
1991-06-18,158030.00,2517.10,357.00,370.11,55.48,36.55,72.41,85.95,0.15,6.14
1991-06-19,158129.64,2517.14,378.00,428.24,57.90,45.37,70.31,86.69,0.74,6.14
1991-06-20,158332.00,2517.22,460.00,562.02,48.29,45.79,51.82,86.69,0.00,6.14
1991-06-21,158229.88,2517.18,489.00,437.51,49.94,44.95,53.78,86.69,0.00,6.14
1991-06-22,158055.06,2517.11,450.00,361.87,52.90,48.60,57.98,86.69,0.00,6.14
1991-06-23,157978.00,2517.08,422.00,383.15,53.03,45.51,59.52,86.84,0.15,6.14
1991-06-24,157848.00,2517.03,403.00,337.46,53.45,45.23,58.54,86.84,0.00,6.14
1991-06-25,157695.00,2516.97,392.00,314.86,53.64,51.68,57.42,86.84,0.00,6.14
1991-06-26,157545.00,2516.91,391.00,315.37,53.00,50.00,56.02,86.84,0.00,6.14
1991-06-27,157416.38,2516.86,390.00,325.15,59.99,45.37,71.99,87.14,0.15,6.14
1991-06-28,157338.19,2516.83,386.00,346.58,62.04,52.24,71.01,87.44,0.15,6.14
1991-06-29,157338.19,2516.83,387.00,387.00,54.13,51.82,56.72,87.29,0.00,6.14
1991-06-30,157130.00,2516.75,414.00,309.04,55.48,49.44,62.75,87.14,0.00,6.14
1991-07-01,156949.88,2516.68,431.00,340.19,58.66,45.93,74.23,87.14,0.00,6.14
1991-07-02,156550.00,2516.52,537.00,335.40,69.27,52.24,90.35,87.88,0.29,6.38
1991-07-03,156266.00,2516.41,573.00,429.82,68.94,60.22,78.72,88.03,0.00,6.38
1991-07-04,155805.00,2516.23,571.00,338.58,61.87,48.60,71.01,87.88,0.00,6.14
1991-07-05,155120.00,2515.96,607.00,261.65,58.68,44.11,66.53,87.73,0.00,6.14
1991-07-06,154135.00,2515.57,680.00,183.40,59.20,45.65,71.71,87.58,0.00,6.14
1991-07-07,153121.81,2515.17,679.00,168.18,60.93,42.01,75.92,87.58,0.00,6.38
1991-07-08,152060.00,2514.75,702.00,166.67,64.52,51.82,76.06,87.58,0.00,6.38
1991-07-09,150930.00,2514.30,751.00,181.29,58.64,46.21,69.47,87.73,0.00,6.14
1991-07-10,149570.00,2513.76,800.00,114.33,58.12,51.40,68.49,87.44,0.00,6.14
1991-07-11,148069.75,2513.16,873.00,116.62,61.81,42.29,73.39,87.58,0.00,6.14
1991-07-12,146555.00,2512.55,899.00,135.31,67.81,50.28,79.98,88.03,0.15,6.38
1991-07-13,144965.00,2511.91,901.00,99.37,61.21,55.18,64.01,87.88,0.00,6.14
1991-07-14,143345.00,2511.25,904.00,87.25,58.40,45.79,68.21,87.58,0.00,6.14
1991-07-15,141702.00,2510.58,906.00,77.65,55.76,51.68,59.24,87.58,0.00,6.14
1991-07-16,140020.00,2509.89,908.00,59.99,58.11,54.62,63.59,87.44,0.00,6.14
1991-07-17,138325.94,2509.19,907.00,52.91,55.20,53.50,57.56,87.44,0.00,6.14
1991-07-18,136622.00,2508.48,909.00,49.93,57.67,50.14,64.01,87.44,0.00,6.14
1991-07-19,134952.00,2507.78,909.00,67.04,57.40,45.09,65.41,87.44,0.00,6.14
1991-07-20,133292.00,2507.08,911.00,74.08,60.12,46.77,70.87,87.44,0.00,6.14
1991-07-21,131643.89,2506.38,910.00,79.08,62.13,56.02,71.29,87.44,0.00,6.14
1991-07-22,129980.83,2505.67,912.00,73.54,67.73,47.62,87.54,87.88,0.30,6.38
1991-07-23,128374.00,2504.98,915.00,104.89,70.61,49.16,92.59,88.18,0.00,6.38
1991-07-24,126777.00,2504.29,914.00,108.85,64.58,55.60,78.44,88.18,0.00,6.38
1991-07-25,125167.00,2503.59,916.00,104.29,58.36,55.74,60.36,87.88,0.00,6.14
1991-07-26,123524.38,2502.87,918.00,89.84,60.74,53.08,68.91,87.73,0.00,6.14
1991-07-27,121867.68,2502.14,917.00,81.75,60.59,48.18,70.03,87.73,0.00,6.14
1991-07-28,120210.00,2501.40,917.00,81.25,61.93,48.32,74.65,87.73,0.00,6.14
1991-07-29,118507.68,2500.64,949.00,90.75,59.49,47.20,67.23,87.88,0.00,6.14
1991-07-30,116760.00,2499.85,971.00,89.88,63.81,49.72,75.50,87.88,0.00,6.14
1991-07-31,114978.00,2499.04,964.00,65.57,64.07,44.67,82.36,87.88,0.00,6.38
1991-08-01,113234.00,2498.24,957.00,77.73,64.08,58.82,73.25,88.03,0.00,6.14
1991-08-02,111486.00,2497.43,954.00,72.72,66.08,46.49,87.12,88.03,0.00,6.38
1991-08-03,109772.64,2496.63,948.00,84.18,67.78,51.68,82.22,88.18,0.00,6.38
1991-08-04,108030.00,2495.81,945.00,66.42,61.68,59.80,67.09,88.18,0.00,6.14
1991-08-05,106299.00,2494.99,936.00,63.29,61.88,58.26,69.19,88.03,0.00,6.14
1991-08-06,104710.00,2494.23,933.00,131.88,61.52,56.72,69.89,87.88,0.00,6.14
1991-08-07,103137.00,2493.47,927.00,133.95,71.38,62.33,73.67,88.18,0.15,6.14
1991-08-08,101460.00,2492.66,924.00,78.51,61.77,56.72,74.09,88.18,0.00,6.14
1991-08-09,99770.00,2491.83,915.00,62.96,60.79,56.02,65.13,88.48,0.00,6.14
1991-08-10,98010.00,2490.96,939.00,51.67,54.03,47.48,59.10,88.03,0.00,6.14
1991-08-11,96230.00,2490.07,957.00,59.58,54.60,44.67,64.85,87.88,0.00,6.14
1991-08-12,94449.85,2489.17,951.00,53.51,58.72,42.85,70.31,88.03,0.00,6.14
1991-08-13,92683.00,2488.27,945.00,54.21,60.61,47.20,74.93,88.18,0.15,6.14
1991-08-14,90940.34,2487.37,936.00,57.41,64.09,48.32,80.68,88.48,0.30,6.14
1991-08-15,89203.00,2486.47,930.00,54.09,66.85,50.84,82.64,88.63,0.15,6.38
1991-08-16,87520.00,2485.58,927.00,78.49,58.88,55.88,62.47,88.63,0.00,6.14
1991-08-17,85830.00,2484.68,915.00,62.96,71.91,63.87,85.72,88.63,0.00,6.38
1991-08-18,84140.00,2483.77,909.00,56.96,71.82,57.70,86.84,88.63,0.00,6.38
1991-08-19,82396.09,2482.82,933.00,53.78,70.62,58.82,83.34,88.63,0.00,6.38
1991-08-20,80558.05,2481.81,985.00,58.32,69.62,55.46,81.38,88.63,0.00,6.38
1991-08-21,78580.00,2480.70,1051.00,53.73,69.68,58.26,81.80,88.63,0.00,6.38
1991-08-22,76496.00,2479.52,1093.00,42.32,67.44,56.86,78.16,88.63,0.00,6.38
1991-08-23,74363.00,2478.29,1128.00,52.61,58.11,52.24,67.09,88.48,0.00,6.14
1991-08-24,72133.00,2476.99,1163.00,38.71,54.77,45.79,63.73,88.18,0.00,6.14
1991-08-25,69940.00,2475.69,1145.00,39.36,52.90,40.05,62.75,88.18,0.00,6.14
1991-08-26,67623.00,2474.29,1244.00,75.85,55.70,37.39,72.13,88.18,0.00,6.14
1991-08-27,64540.00,2472.40,1626.00,71.65,56.86,52.52,62.19,88.18,0.00,6.14
1991-08-28,61648.00,2470.58,1586.00,127.95,51.47,48.88,55.46,88.18,0.00,6.14
1991-08-29,58745.00,2468.71,1542.00,78.40,57.58,48.46,72.13,88.33,0.00,6.14
1991-08-30,55969.93,2466.88,1498.00,98.90,58.42,46.77,71.01,88.48,0.00,6.14
1991-08-31,53285.00,2465.07,1454.00,100.35,55.83,49.44,64.01,88.63,0.00,6.14
1991-09-01,50658.00,2463.27,1406.00,81.55,52.91,45.93,58.12,88.48,0.00,6.14
1991-09-02,48092.00,2461.48,1358.00,64.31,54.83,39.07,69.47,88.63,0.00,6.14
1991-09-03,45584.00,2459.71,1314.00,49.55,59.48,41.59,81.38,88.63,0.00,6.14
1991-09-04,43796.00,2458.44,945.00,43.55,61.00,42.15,83.90,88.77,0.00,6.14
1991-09-05,43278.00,2458.07,306.00,44.84,62.31,45.51,80.54,88.77,0.00,6.14
1991-09-06,43236.00,2458.04,90.00,68.82,62.50,49.30,74.65,88.77,0.00,6.14
1991-09-07,43152.00,2457.98,95.00,52.65,55.66,52.10,60.08,88.77,0.00,6.14
1991-09-08,43040.00,2457.90,99.00,42.53,49.75,42.85,56.02,88.48,0.00,6.14
1991-09-09,42956.14,2457.84,99.00,56.72,52.70,33.89,72.13,88.48,0.00,6.14
1991-09-10,41678.00,2456.92,683.00,38.61,56.46,41.87,69.75,88.63,0.00,6.14
1991-09-11,41594.21,2456.86,98.00,55.75,57.80,43.83,71.99,88.63,0.00,6.14
1991-09-12,41594.21,2456.86,97.00,97.00,46.65,45.37,48.60,88.63,0.00,6.14
1991-09-13,41432.00,2456.74,96.00,14.22,52.91,43.13,54.34,88.63,0.00,6.14
1991-09-14,41351.93,2456.68,96.00,55.63,50.94,37.11,64.57,88.63,0.00,6.14
