date,qu,af,mx,mn,mm,qd,fb
2011-03-15,200.00,14804.89,34.70,31.04,32.54,200.00,3409.15
2011-03-16,177.37,14760.00,35.45,28.65,31.59,200.00,3409.10
2011-03-17,155.16,14679.00,36.82,23.74,29.08,196.00,3409.01
2011-03-18,178.38,14650.00,34.70,24.60,30.71,193.00,3408.98
2011-03-19,140.68,14552.18,37.49,24.07,30.06,190.00,3408.88
2011-03-20,145.07,14471.00,34.74,27.33,31.41,186.00,3408.79
2011-03-21,149.70,14399.00,41.42,29.28,33.24,186.00,3408.71
2011-03-22,136.09,14300.00,37.76,25.11,30.92,186.00,3408.60
2011-03-23,122.48,14174.00,42.24,18.71,30.78,186.00,3408.46
2011-03-24,149.79,14102.18,40.71,31.89,34.30,186.00,3408.38
2011-03-25,145.07,14021.00,36.82,24.91,31.68,186.00,3408.29
2011-03-26,128.52,13912.93,38.00,25.43,31.00,183.00,3408.17
2011-03-27,128.59,13805.00,36.59,27.43,32.20,183.00,3408.05
2011-03-28,124.01,13688.00,39.65,29.00,34.02,183.00,3407.92
2011-03-29,146.75,13616.09,40.51,32.30,35.63,183.00,3407.84
2011-03-30,249.48,13742.00,42.56,36.43,39.70,186.00,3407.98
2011-03-31,663.86,14670.00,42.32,34.78,38.79,196.00,3409.00
2011-04-01,749.46,15753.91,42.93,31.91,37.47,203.00,3410.16
2011-04-02,656.73,16640.00,35.45,29.79,31.96,210.00,3411.08
2011-04-03,532.66,17280.00,39.47,27.43,33.07,210.00,3411.72
2011-04-04,475.16,17800.00,35.05,31.49,33.40,213.00,3412.25
2011-04-05,413.66,18190.07,34.54,29.28,31.82,217.00,3412.63
2011-04-06,364.18,18482.00,34.74,24.01,29.67,217.00,3412.92
2011-04-07,323.53,18610.00,38.63,20.20,28.92,259.00,3413.04
2011-04-08,295.92,18590.00,46.41,18.12,31.38,306.00,3413.02
2011-04-09,279.28,18537.00,41.77,26.88,34.12,306.00,3412.97
2011-04-10,263.12,18449.97,43.74,34.66,37.43,307.00,3412.89
2011-04-11,261.64,18360.00,35.84,26.72,32.51,307.00,3412.80
2011-04-12,247.53,18249.97,44.44,20.28,31.46,303.00,3412.69
2011-04-13,222.35,18090.00,38.43,28.47,32.37,303.00,3412.53
2011-04-14,237.46,17960.00,34.86,27.94,31.05,303.00,3412.40
2011-04-15,226.33,17800.00,39.77,29.63,33.63,307.00,3412.25
2011-04-16,236.43,17660.03,43.62,32.99,38.47,307.00,3412.11
2011-04-17,242.45,17532.00,38.35,27.51,31.99,307.00,3411.98
2011-04-18,235.44,17390.07,39.02,24.07,30.79,307.00,3411.83
2011-04-19,217.21,17219.90,39.41,25.15,32.01,303.00,3411.66
2011-04-20,208.26,17030.00,44.58,20.87,32.31,304.00,3411.47
2011-04-21,208.21,16840.00,38.04,27.78,31.96,304.00,3411.28
2011-04-22,194.13,16630.00,49.63,26.05,35.65,300.00,3411.07
2011-04-23,209.35,16450.20,55.19,19.96,35.48,300.00,3410.88
2011-04-24,209.15,16270.00,41.34,26.76,34.73,300.00,3410.70
2011-04-25,226.90,16125.00,37.65,31.53,33.52,300.00,3410.55
2011-04-26,200.27,15935.11,40.93,29.32,35.52,296.00,3410.35
2011-04-27,227.88,15800.00,38.13,30.06,34.19,296.00,3410.21
2011-04-28,210.29,15630.00,38.35,26.72,31.78,296.00,3410.03
2011-04-29,201.30,15450.10,43.66,26.29,33.95,292.00,3409.84
2011-04-30,190.13,15248.04,46.76,27.88,36.56,292.00,3409.62
2011-05-01,201.73,15067.00,56.67,23.75,38.12,293.00,3409.43
2011-05-02,234.02,14950.02,39.69,30.53,35.02,293.00,3409.31
2011-05-03,206.29,14778.04,43.89,32.77,36.99,293.00,3409.12
2011-05-04,223.41,14640.00,59.42,26.96,40.53,293.00,3408.97
2011-05-05,244.17,14543.15,45.70,29.94,38.82,293.00,3408.87
2011-05-06,261.16,14480.00,46.37,35.03,39.81,293.00,3408.80
2011-05-07,292.46,14471.00,44.37,31.87,37.77,297.00,3408.79
2011-05-08,298.00,14471.00,46.76,30.30,37.21,298.00,3408.79
2011-05-09,298.00,14471.00,56.06,28.33,40.23,298.00,3408.79
2011-05-10,329.83,14534.13,63.76,31.30,44.85,302.27,3408.86
2011-05-11,416.87,14760.00,56.37,35.07,43.40,303.00,3409.10
2011-05-12,461.24,15058.00,50.95,30.26,38.57,311.00,3409.42
2011-05-13,461.24,15356.00,59.18,27.23,42.40,311.00,3409.74
2011-05-14,601.32,15908.04,58.16,37.14,45.35,323.00,3410.32
2011-05-15,1338.93,17820.00,42.17,32.58,38.20,375.00,3412.27
2011-05-16,1141.28,19330.00,42.20,31.63,37.52,380.00,3413.74
2011-05-17,896.15,20207.00,53.01,27.70,39.17,454.00,3414.57
2011-05-18,756.05,20580.00,58.59,28.84,42.12,568.00,3414.92
2011-05-19,716.91,20792.05,61.40,28.22,43.53,610.00,3415.12
2011-05-20,703.43,21013.08,65.84,29.91,45.93,592.00,3415.33
2011-05-21,764.36,21364.87,45.60,38.33,41.64,587.00,3415.65
2011-05-22,737.31,21663.00,49.96,35.05,42.55,587.00,3415.93
2011-05-23,732.17,21948.97,48.39,31.85,40.72,588.00,3416.19
2011-05-24,715.57,22202.00,56.90,34.62,44.32,588.00,3416.42
2011-05-25,744.28,22510.00,47.23,36.17,40.47,589.00,3416.70
2011-05-26,722.10,22774.00,44.74,34.54,38.62,589.00,3416.94
2011-05-27,689.85,22972.05,44.92,35.21,39.71,590.00,3417.12
2011-05-28,628.78,23048.97,45.90,33.93,38.58,590.00,3417.19
2011-05-29,591.00,23048.97,53.38,35.05,43.50,591.00,3417.19
2011-05-30,585.00,23048.97,49.69,36.74,42.85,585.00,3417.19
2011-05-31,669.18,23202.05,52.54,36.47,41.82,592.00,3417.32
2011-06-01,710.82,23521.03,48.41,37.02,42.08,550.00,3417.61
2011-06-02,692.36,23972.00,45.54,37.06,41.30,465.00,3418.01
2011-06-03,674.59,24475.00,63.54,34.90,46.06,421.00,3418.45
2011-06-04,741.14,25110.00,71.54,31.20,48.99,421.00,3419.00
2011-06-05,858.52,25956.00,71.62,35.91,51.73,432.00,3419.73
2011-06-06,1114.58,27280.15,69.06,43.36,54.69,447.00,3420.85
2011-06-07,1241.71,28670.00,51.24,40.26,45.81,541.00,3422.00
2011-06-08,1164.34,29483.91,50.93,38.86,43.88,754.00,3422.67
2011-06-09,1066.88,29924.00,63.25,38.59,48.31,845.00,3423.02
2011-06-10,1125.48,30520.00,61.64,38.53,50.62,825.00,3423.50
2011-06-11,1202.13,31032.00,58.30,37.35,48.07,944.00,3423.91
2011-06-12,1167.56,31283.03,59.36,34.94,47.37,1041.00,3424.11
2011-06-13,1110.12,31436.00,54.72,45.56,49.54,1033.00,3424.23
2011-06-14,1080.06,31559.10,56.84,41.00,48.10,1018.00,3424.33
2011-06-15,1065.26,31636.97,49.41,37.49,43.61,1026.00,3424.39
2011-06-16,965.60,31533.03,57.55,32.85,45.72,1018.00,3424.31
2011-06-17,905.28,31484.00,64.11,36.64,50.67,930.00,3424.27
2011-06-18,938.24,31663.00,53.19,45.66,49.16,848.00,3424.41
2011-06-19,1000.18,31964.84,53.58,45.05,48.58,848.00,3424.65
2011-06-20,1002.96,32173.03,62.72,39.71,51.22,898.00,3424.81
2011-06-21,1070.51,32420.00,68.40,38.45,53.80,946.00,3425.00
2011-06-22,1181.29,32839.09,70.91,41.61,55.34,970.00,3425.33
2011-06-23,1237.89,33306.97,53.07,43.42,47.17,1002.00,3425.69
2011-06-24,1036.23,33359.00,52.68,41.24,45.97,1010.00,3425.73
2011-06-25,975.77,33306.97,59.44,37.27,47.98,1002.00,3425.69
2011-06-26,913.92,33164.00,68.55,33.89,52.12,986.00,3425.58
2011-06-27,926.34,33125.00,71.32,43.97,56.69,946.00,3425.55
2011-06-28,1082.99,33476.06,68.51,46.23,56.09,906.00,3425.82
2011-06-29,1197.24,34022.00,56.17,47.62,52.93,922.00,3426.24
2011-06-30,1107.64,34295.00,50.50,42.30,46.76,970.00,3426.45
2011-07-01,970.66,34216.97,68.51,37.47,52.89,1010.00,3426.39
2011-07-02,982.45,34178.19,75.94,40.23,58.19,1002.00,3426.36
2011-07-03,1057.23,34256.00,62.09,43.93,54.05,1018.00,3426.42
2011-07-04,996.80,34087.00,72.17,35.78,54.08,1082.00,3426.29
2011-07-05,966.92,33827.00,80.21,40.02,59.20,1098.00,3426.09
2011-07-06,1039.78,33775.00,81.23,44.17,62.28,1066.00,3426.05
2011-07-07,1092.31,33970.00,65.27,45.15,54.98,994.00,3426.19
2011-07-08,927.99,34087.00,57.20,40.85,47.44,869.00,3426.29
2011-07-09,779.34,34048.00,64.27,35.46,51.26,799.00,3426.26
2011-07-10,657.22,34100.00,68.36,40.73,53.75,631.00,3426.30
2011-07-11,635.76,34282.00,67.22,41.89,54.95,544.00,3426.44
2011-07-12,665.20,34451.00,57.84,47.92,53.22,580.00,3426.57
2011-07-13,623.66,34490.00,58.49,46.94,51.75,604.00,3426.60
2011-07-14,597.45,34477.00,54.09,46.19,50.58,604.00,3426.59
2011-07-15,574.24,34295.00,66.69,42.61,55.77,666.00,3426.45
2011-07-16,626.36,34022.00,62.74,47.07,53.54,764.00,3426.24
2011-07-17,613.26,33723.00,67.18,42.77,51.67,764.00,3426.01
2011-07-18,561.65,33502.13,67.73,45.29,55.85,673.00,3425.84
2011-07-19,546.69,33566.97,56.90,49.14,51.86,514.00,3425.89
2011-07-20,510.54,33814.00,65.49,47.61,54.87,386.00,3426.08
2011-07-21,504.90,34139.09,56.53,49.14,52.65,341.00,3426.33
2011-07-22,452.50,34269.00,64.58,38.61,51.71,387.00,3426.43
2011-07-23,443.66,34308.00,75.49,37.31,56.14,424.00,3426.46
2011-07-24,449.66,34347.00,81.36,44.20,62.57,430.00,3426.49
2011-07-25,512.54,34477.00,58.20,51.79,54.70,447.00,3426.59
2011-07-26,459.00,34477.00,61.60,45.74,54.40,459.00,3426.59
2011-07-27,433.57,34373.00,67.02,45.07,54.44,486.00,3426.51
2011-07-28,406.78,34178.19,78.02,40.49,57.61,505.00,3426.36
2011-07-29,392.15,33996.00,72.74,46.21,59.59,484.00,3426.22
2011-07-30,403.92,33853.03,77.69,43.46,60.83,476.00,3426.11
2011-07-31,381.77,33801.00,68.61,51.53,59.92,408.00,3426.07
2011-08-01,355.55,33814.00,76.26,39.98,58.65,349.00,3426.08
2011-08-02,345.68,33853.03,71.84,51.40,61.14,326.00,3426.11
2011-08-03,324.00,33853.03,72.90,45.50,60.23,324.00,3426.11
2011-08-04,318.43,33840.00,76.71,45.19,61.43,325.00,3426.10
2011-08-05,305.00,33840.00,69.83,48.49,58.35,305.00,3426.10
2011-08-06,298.14,33866.06,73.64,46.96,58.98,285.00,3426.12
2011-08-07,278.43,33853.03,76.33,44.20,59.11,285.00,3426.11
2011-08-08,271.88,33827.00,74.51,45.89,59.71,285.00,3426.09
2011-08-09,250.78,33775.00,66.43,44.40,55.60,277.00,3426.05
2011-08-10,248.34,33736.00,67.73,42.77,54.34,268.00,3426.02
2011-08-11,222.12,33645.00,73.37,42.38,57.81,268.00,3425.95
2011-08-12,235.23,33580.00,74.57,42.36,59.34,268.00,3425.90
2011-08-13,205.03,33463.03,70.62,45.46,58.73,264.00,3425.81
2011-08-14,191.89,33320.00,63.42,48.33,55.67,264.00,3425.70
2011-08-15,198.46,33190.00,63.11,45.30,54.67,264.00,3425.60
2011-08-16,185.35,33034.00,72.52,36.96,54.02,264.00,3425.48
2011-08-17,169.31,32852.13,71.38,40.55,56.98,261.00,3425.34
2011-08-18,168.18,32670.00,71.81,44.09,58.03,260.00,3425.20
2011-08-19,176.31,32504.00,77.57,43.13,58.93,260.00,3425.07
2011-08-20,171.77,32329.00,82.37,45.42,61.78,260.00,3424.93
2011-08-21,155.13,32121.00,82.84,47.51,65.22,260.00,3424.77
2011-08-22,155.15,31913.03,70.03,55.76,62.91,260.00,3424.61
2011-08-23,160.16,31715.00,72.13,55.48,62.74,260.00,3424.45
2011-08-24,152.64,31508.00,80.29,48.67,63.31,257.00,3424.29
2011-08-25,149.15,31296.06,79.62,49.35,63.37,256.00,3424.12
2011-08-26,147.07,31080.00,81.68,49.39,64.35,256.00,3423.95
2011-08-27,142.06,30854.00,81.66,48.45,64.27,256.00,3423.77
2011-08-28,142.06,30628.00,88.85,48.65,65.96,256.00,3423.59
2011-08-29,129.95,30377.97,74.47,54.27,62.07,256.00,3423.39
2011-08-30,129.96,30127.97,61.30,45.19,53.67,256.00,3423.19
2011-08-31,124.96,29874.00,55.43,42.30,48.78,253.00,3422.98
2011-09-01,139.07,29650.00,67.37,36.41,52.08,252.00,3422.80
2011-09-02,107.81,29364.00,71.19,41.20,54.67,252.00,3422.57
2011-09-03,129.60,29121.22,71.97,38.06,53.81,252.00,3422.37
2011-09-04,118.25,28861.88,81.40,37.15,56.32,249.00,3422.16
2011-09-05,119.49,28605.00,79.66,43.56,60.02,249.00,3421.95
2011-09-06,125.48,28360.00,81.13,43.13,59.89,249.00,3421.75
2011-09-07,111.90,28096.00,85.83,44.44,62.12,245.00,3421.53
2011-09-08,111.92,27832.03,77.75,48.57,59.79,245.00,3421.31
2011-09-09,117.94,27580.00,87.65,47.45,63.76,245.00,3421.10
2011-09-10,112.02,27316.23,87.44,47.15,64.22,245.00,3420.88
2011-09-11,107.73,27051.88,85.83,47.43,64.35,241.00,3420.66
2011-09-12,107.96,26788.00,82.64,51.08,65.59,241.00,3420.44
2011-09-13,100.84,26510.00,79.70,51.40,63.67,241.00,3420.20
2011-09-14,103.36,26237.00,73.84,44.93,58.00,241.00,3419.97
2011-09-15,101.38,25968.00,52.69,49.06,50.48,237.00,3419.74
2011-09-16,96.84,25690.00,55.94,43.20,48.96,237.00,3419.50
2011-09-17,108.94,25436.00,51.44,43.87,46.35,237.00,3419.28
2011-09-18,134.17,25232.03,59.28,45.52,52.85,237.00,3419.11
2011-09-19,118.03,25002.00,65.76,43.48,51.95,234.00,3418.91
2011-09-20,106.43,24748.97,71.54,39.94,51.31,234.00,3418.69
2011-09-21,106.97,24497.00,71.66,40.69,54.96,234.00,3418.47
2011-09-22,105.47,24250.00,68.18,52.52,60.84,230.00,3418.25
2011-09-23,89.84,23972.00,74.78,50.35,62.16,230.00,3418.01
2011-09-24,106.99,23728.00,82.78,43.34,59.51,230.00,3417.79
2011-09-25,109.00,23488.00,59.69,41.63,50.84,230.00,3417.58
2011-09-26,141.27,23312.00,49.81,40.26,45.48,230.00,3417.42
2011-09-27,139.25,23132.00,51.64,40.49,47.74,230.00,3417.26
2011-09-28,107.51,22895.00,57.71,34.09,44.45,227.00,3417.05
2011-09-29,116.15,22675.13,67.26,33.46,47.13,227.00,3416.85
2011-09-30,99.41,22422.05,71.89,36.92,50.67,227.00,3416.62
2011-10-01,121.10,22213.00,53.56,44.07,49.87,220.00,3416.43
2011-10-02,91.00,21948.97,54.96,41.24,46.79,215.00,3416.19
2011-10-03,112.10,21729.00,51.20,43.11,47.06,215.00,3415.99
2011-10-04,97.46,21480.00,49.99,40.36,43.63,214.00,3415.76
2011-10-05,131.75,21299.00,43.03,37.88,40.71,214.00,3415.59
2011-10-06,112.07,21078.97,47.43,37.29,41.54,213.00,3415.39
2011-10-07,114.12,20868.97,49.40,36.74,44.24,209.00,3415.19
2011-10-08,93.98,20620.00,58.45,32.95,42.75,209.00,3414.96
2011-10-09,106.06,20395.00,56.94,40.87,47.70,208.00,3414.75
2011-10-10,146.41,20250.03,50.18,42.97,45.52,208.00,3414.61
2011-10-11,373.74,20548.97,44.01,39.61,42.07,210.00,3414.89
2011-10-12,283.34,20671.00,44.58,35.72,40.44,210.00,3415.01
2011-10-13,198.83,20630.00,51.05,33.69,40.30,206.00,3414.97
2011-10-14,178.65,20548.97,47.35,37.73,41.97,205.00,3414.89
2011-10-15,158.51,20428.00,57.23,35.88,43.59,205.00,3414.78
2011-10-16,144.66,20279.85,55.53,33.89,41.89,204.00,3414.64
2011-10-17,131.11,20110.00,60.56,28.96,40.04,200.00,3414.48
2011-10-18,131.33,19942.05,59.42,31.12,40.60,200.00,3414.32
2011-10-19,114.44,19759.88,57.41,33.13,42.89,189.00,3414.15
2011-10-20,112.16,19590.00,54.44,43.40,47.42,183.00,3413.99
2011-10-21,122.97,19445.13,50.85,41.14,46.65,180.00,3413.85
2011-10-22,163.47,19380.00,55.03,46.23,49.84,179.00,3413.79
2011-10-23,195.15,19380.00,49.08,34.62,42.45,179.00,3413.79
2011-10-24,154.67,19300.00,43.93,29.32,36.12,178.00,3413.71
2011-10-25,140.06,19191.03,47.51,26.88,32.55,178.00,3413.61
2011-10-26,133.98,19070.00,46.25,24.05,33.77,177.00,3413.49
2011-10-27,119.42,18920.10,49.83,26.88,35.09,177.00,3413.34
2011-10-28,170.24,18869.00,52.19,28.14,36.00,176.00,3413.29
2011-10-29,156.71,18792.00,45.70,32.40,38.30,176.00,3413.22
2011-10-30,184.13,18770.00,50.61,29.71,41.15,175.00,3413.20
2011-10-31,169.73,18719.88,42.60,28.81,34.96,175.00,3413.15
2011-11-01,169.85,18670.00,45.80,24.52,31.03,174.00,3413.10
2011-11-02,153.21,18590.00,43.19,23.46,31.34,174.00,3413.02
2011-11-03,148.64,18504.00,38.00,26.17,32.19,170.00,3412.94
2011-11-04,129.51,18380.05,37.84,21.97,28.23,170.00,3412.82
2011-11-05,131.48,18260.00,39.38,22.36,28.74,169.00,3412.70
2011-11-06,97.42,18120.00,41.10,20.08,28.38,169.00,3412.56
2011-11-07,102.46,17990.00,38.12,29.00,33.83,168.00,3412.43
2011-11-08,87.26,17840.00,45.90,29.32,34.26,163.00,3412.29
2011-11-09,100.36,17709.90,43.27,28.53,34.01,165.00,3412.16
2011-11-10,90.38,17550.00,50.14,26.88,33.25,172.00,3412.00
2011-11-11,116.08,17440.20,46.72,24.76,31.30,172.00,3411.88
2011-11-12,110.40,17320.00,37.17,25.94,31.10,173.00,3411.76
2011-11-13,80.25,17140.00,37.06,33.83,35.52,173.00,3411.58
2011-11-14,94.77,16990.00,38.33,28.61,34.04,174.00,3411.43
2011-11-15,82.32,16820.00,35.13,20.91,28.70,171.00,3411.26
2011-11-16,128.66,16739.95,29.87,20.40,24.60,172.00,3411.18
2011-11-17,148.77,16699.85,35.72,27.67,29.86,172.00,3411.14
2011-11-18,102.53,16570.00,28.61,17.57,25.18,172.00,3411.01
2011-11-19,112.53,16459.97,27.31,16.31,22.15,173.00,3410.89
2011-11-20,97.43,16320.00,23.26,17.02,20.11,173.00,3410.75
2011-11-21,137.74,16259.98,34.62,20.87,27.80,174.00,3410.69
2011-11-22,302.70,16515.00,39.22,32.11,34.73,180.00,3410.95
2011-11-23,632.31,17410.12,40.63,28.57,35.78,187.00,3411.85
2011-11-24,443.25,17938.21,33.21,25.74,29.81,184.00,3412.38
2011-11-25,313.96,18209.88,34.15,25.54,28.08,185.00,3412.65
2011-11-26,272.90,18400.10,33.17,26.17,30.30,185.00,3412.84
2011-11-27,294.17,18630.00,44.44,30.46,34.65,185.00,3413.06
2011-11-28,309.30,18890.03,36.98,26.05,30.25,186.00,3413.31
2011-11-29,242.89,19020.00,42.28,25.82,31.50,186.00,3413.44
2011-11-30,222.50,19110.00,39.61,20.55,29.89,187.00,3413.53
2011-12-01,187.08,19130.00,38.94,17.25,27.28,187.00,3413.55
2011-12-02,177.00,19130.00,39.26,20.44,30.14,188.00,3413.55
2011-12-03,173.87,19100.00,44.21,17.10,26.56,188.00,3413.52
2011-12-04,178.92,19080.00,38.31,19.10,25.99,189.00,3413.50
2011-12-05,158.75,19020.00,35.76,15.44,22.91,189.00,3413.44
2011-12-06,153.79,18950.17,44.05,19.34,29.73,188.00,3413.37
2011-12-07,153.62,18880.00,39.57,18.04,27.50,187.00,3413.30
2011-12-08,128.30,18759.97,36.00,12.85,20.40,187.00,3413.19
2011-12-09,126.61,18640.00,36.15,13.28,20.52,183.00,3413.07
2011-12-10,139.74,18548.00,42.52,11.91,25.30,182.00,3412.98
2011-12-11,121.54,18420.15,32.93,18.16,26.81,181.00,3412.86
2011-12-12,110.30,18270.00,28.57,8.02,16.30,181.00,3412.71
2011-12-13,115.35,18130.00,26.84,5.50,16.42,180.00,3412.57
2011-12-14,115.39,17990.00,29.51,15.56,22.13,179.00,3412.43
2011-12-15,124.33,17872.05,39.57,20.16,28.76,175.00,3412.32
2011-12-16,111.36,17729.95,47.08,27.27,34.74,175.00,3412.18
2011-12-17,102.36,17570.00,41.30,21.65,27.95,174.00,3412.02
2011-12-18,117.56,17440.20,42.01,24.40,33.14,173.00,3411.88
2011-12-19,102.23,17280.00,40.91,19.18,27.22,172.00,3411.72
2011-12-20,120.45,17160.00,38.79,27.70,35.24,169.00,3411.60
2011-12-21,94.29,16990.00,32.99,11.16,23.31,168.00,3411.43
2011-12-22,84.21,16800.00,26.96,4.32,13.03,167.00,3411.24
2011-12-23,99.33,16640.00,38.90,8.21,26.08,166.00,3411.08
2011-12-24,98.64,16479.00,41.50,27.08,32.30,166.00,3410.91
2011-12-25,118.46,16360.00,35.88,25.94,29.68,163.00,3410.79
2011-12-26,101.30,16209.85,31.48,23.66,28.49,162.00,3410.64
2011-12-27,154.29,16161.00,38.28,30.93,34.91,165.00,3410.59
2011-12-28,444.35,16670.03,40.37,33.72,36.81,172.00,3411.11
2011-12-29,628.59,17541.00,36.43,31.75,33.50,171.00,3411.99
2011-12-30,530.60,18209.88,33.17,26.09,30.82,173.00,3412.65
2011-12-31,383.65,18590.00,29.63,19.30,24.60,172.00,3413.02
2012-01-01,321.10,18847.00,33.64,19.96,25.88,172.00,3413.27
2012-01-02,294.22,19050.00,37.65,16.07,25.09,171.00,3413.47
2012-01-03,268.66,19202.05,37.92,31.56,33.01,170.00,3413.62
2012-01-04,281.78,19380.00,46.06,29.63,36.22,169.00,3413.79
2012-01-05,330.99,19655.00,35.84,24.05,31.55,169.00,3414.05
2012-01-06,265.09,19799.97,31.95,22.20,26.40,168.00,3414.19
2012-01-07,252.51,19920.00,37.25,25.31,31.01,167.00,3414.30
2012-01-08,214.24,19964.11,46.68,25.27,32.63,166.00,3414.34
2012-01-09,214.33,20008.21,44.56,24.76,33.41,166.00,3414.38
2012-01-10,197.49,20018.97,34.99,16.62,27.33,165.00,3414.39
2012-01-11,142.90,19975.13,26.41,10.93,17.02,166.00,3414.35
2012-01-12,137.20,19920.00,22.95,8.29,15.00,167.00,3414.30
2012-01-13,137.27,19865.00,35.88,11.59,21.76,168.00,3414.25
2012-01-14,148.36,19832.00,41.18,22.28,30.66,170.00,3414.22
2012-01-15,138.75,19779.93,26.15,15.76,20.64,171.00,3414.17
2012-01-16,149.84,19749.85,23.15,6.21,17.61,172.00,3414.14
2012-01-17,155.02,19730.05,24.80,20.20,22.89,173.00,3414.12
2012-01-18,159.95,19720.03,22.32,17.80,19.48,174.00,3414.11
2012-01-19,159.95,19710.00,26.17,18.59,21.68,175.00,3414.10
2012-01-20,200.25,19779.93,27.59,22.64,24.94,176.00,3414.17
2012-01-21,180.16,19810.00,32.97,24.50,29.25,178.00,3414.20
2012-01-22,181.64,19843.00,26.64,21.57,24.16,179.00,3414.23
2012-01-23,138.25,19789.95,34.42,13.79,20.98,180.00,3414.18
2012-01-24,187.03,19832.00,38.20,18.37,28.93,181.00,3414.22
2012-01-25,267.58,20030.00,37.45,29.94,32.13,185.00,3414.40
2012-01-26,202.06,20100.00,33.95,16.39,28.15,186.00,3414.47
2012-01-27,149.87,20070.00,34.15,5.03,17.71,184.00,3414.44
2012-01-28,154.92,20050.00,41.30,18.82,30.92,186.00,3414.42
2012-01-29,257.71,20229.00,39.85,33.44,36.29,190.00,3414.59
2012-01-30,274.42,20439.00,36.23,30.10,33.49,191.00,3414.79
2012-01-31,221.61,20516.16,38.29,28.84,33.24,209.00,3414.86
2012-02-01,246.43,20548.97,35.29,24.33,30.89,230.00,3414.89
2012-02-02,213.46,20516.16,38.55,20.99,26.77,230.00,3414.86
2012-02-03,187.80,20373.00,39.22,13.87,24.76,258.00,3414.73
2012-02-04,175.12,20163.00,42.09,11.99,23.09,281.00,3414.53
2012-02-05,175.17,19953.08,38.55,9.71,21.09,281.00,3414.33
2012-02-06,160.77,19720.03,41.34,8.61,24.41,277.00,3414.11
2012-02-07,155.09,19478.21,41.95,28.37,32.36,277.00,3413.88
2012-02-08,153.94,19234.87,33.91,28.73,31.06,277.00,3413.65
2012-02-09,159.90,19010.00,35.84,31.67,32.83,273.00,3413.43
2012-02-10,152.00,18770.00,37.47,31.53,33.13,273.00,3413.20
2012-02-11,155.49,18537.00,38.98,29.71,33.55,273.00,3412.97
2012-02-12,140.66,18280.00,37.41,27.55,31.78,269.00,3412.72
2012-02-13,142.96,18030.00,39.73,28.25,31.56,269.00,3412.47
2012-02-14,132.25,17810.00,32.15,17.23,27.83,244.00,3412.26
2012-02-15,124.12,17610.00,40.40,13.05,23.96,227.00,3412.06
2012-02-16,137.39,17440.20,38.63,20.83,32.02,223.00,3411.88
2012-02-17,152.35,17300.00,37.65,27.04,31.23,223.00,3411.74
2012-02-18,167.58,17190.07,29.87,26.76,28.53,223.00,3411.63
2012-02-19,122.13,16990.00,28.29,19.10,25.31,223.00,3411.43
2012-02-20,135.09,16820.00,36.35,17.84,28.90,220.00,3411.26
2012-02-21,241.46,16850.00,39.08,35.37,36.74,227.00,3411.29
2012-02-22,547.04,17460.00,36.98,29.24,33.25,241.00,3411.90
2012-02-23,379.87,17750.00,31.95,23.30,29.19,234.00,3412.20
2012-02-24,328.39,17938.21,41.54,27.86,33.26,234.00,3412.38
2012-02-25,294.86,18060.00,32.42,24.33,26.72,234.00,3412.50
2012-02-26,253.30,18100.00,27.63,16.98,23.84,234.00,3412.54
2012-02-27,205.12,18050.00,32.81,7.47,18.88,230.00,3412.49
2012-02-28,204.86,18000.00,29.47,7.63,19.05,230.00,3412.44
2012-02-29,230.40,18000.00,27.31,22.64,25.14,230.00,3412.44
2012-03-01,171.05,17883.08,31.91,18.04,24.29,230.00,3412.33
2012-03-02,178.03,17780.00,35.05,18.08,29.83,230.00,3412.23
2012-03-03,173.86,17670.05,40.55,33.01,36.53,230.00,3412.12
2012-03-04,166.34,17550.00,45.51,30.22,37.57,227.00,3412.00
2012-03-05,176.33,17449.97,40.99,21.93,31.27,227.00,3411.89
2012-03-06,155.93,17310.00,31.28,17.21,22.86,227.00,3411.75
2012-03-07,145.69,17150.00,41.81,12.03,26.00,227.00,3411.59
2012-03-08,142.90,16990.00,40.95,26.02,31.50,223.00,3411.43
2012-03-09,142.33,16830.00,47.75,29.59,39.12,223.00,3411.27
2012-03-10,147.40,16680.05,39.24,32.81,36.29,223.00,3411.12
2012-03-11,157.94,16551.00,33.14,24.84,29.81,223.00,3410.99
2012-03-12,172.18,16450.20,31.56,24.99,28.23,223.00,3410.88
2012-03-13,157.27,16320.00,32.03,22.56,25.82,223.00,3410.75
2012-03-14,165.72,16209.85,29.28,20.71,25.31,223.00,3410.64
2012-03-15,207.30,16180.02,36.74,29.24,32.59,223.00,3410.61
2012-03-16,181.65,16098.00,36.19,29.87,32.19,223.00,3410.52
2012-03-17,187.39,16030.00,33.48,24.48,30.08,223.00,3410.45
2012-03-18,162.56,15917.07,36.04,14.70,25.04,220.00,3410.33
2012-03-19,150.89,15780.98,32.22,15.41,25.35,220.00,3410.19
2012-03-20,192.32,15727.07,32.87,27.27,29.75,220.00,3410.13
2012-03-21,155.44,15600.00,31.32,23.74,27.24,220.00,3410.00
2012-03-22,152.19,15470.15,36.47,17.76,28.24,216.00,3409.86
2012-03-23,131.20,15301.96,36.78,7.00,23.99,216.00,3409.68
2012-03-24,139.39,15150.00,43.34,18.82,29.41,216.00,3409.52
