date,qu,qd,fb,af
2018-05-20,53.05,47.00,7210.50,15336.00
2018-05-21,58.55,52.00,7210.54,15349.00
2018-05-22,50.98,53.00,7210.53,15345.00
2018-05-23,84.70,61.00,7210.68,15392.00
2018-05-24,61.46,66.00,7210.65,15383.00
2018-05-25,65.40,78.00,7210.57,15358.00
2018-05-26,61.35,80.00,7210.45,15321.00
2018-05-27,60.91,72.00,7210.38,15299.00
2018-05-28,53.91,65.00,7210.31,15277.00
2018-05-29,56.97,60.00,7210.29,15271.00
2018-05-30,52.46,57.00,7210.26,15262.00
2018-05-31,54.49,56.00,7210.25,15259.00
2018-06-01,52.49,54.00,7210.24,15256.00
2018-06-02,39.91,51.00,7210.17,15234.00
2018-06-03,38.95,45.00,7210.13,15222.00
2018-06-04,37.46,42.00,7210.10,15213.00
2018-06-05,29.93,38.00,7210.05,15197.00
2018-06-06,27.95,34.00,7210.01,15185.00
2018-06-07,17.40,30.00,7209.93,15160.00
2018-06-08,24.58,15.00,7209.99,15179.00
2018-06-09,32.70,8.00,7210.15,15228.00
2018-06-10,27.58,18.00,7210.21,15247.00
2018-06-11,30.05,24.00,7210.25,15259.00
2018-06-12,29.03,26.00,7210.27,15265.00
2018-06-13,29.51,28.00,7210.28,15268.00
2018-06-14,26.49,28.00,7210.27,15265.00
2018-06-15,31.03,28.00,7210.29,15271.00
2018-06-16,44.58,35.00,7210.35,15290.00
2018-06-17,35.00,35.00,7210.35,15290.00
2018-06-18,48.08,39.00,7210.41,15308.00
2018-06-19,33.46,38.00,7210.38,15299.00
2018-06-20,29.95,36.00,7210.34,15287.00
2018-06-21,31.49,33.00,7210.33,15284.00
2018-06-22,29.98,32.00,7210.32,15280.00
2018-06-23,34.02,32.00,7210.33,15284.00
2018-06-24,24.45,31.00,7210.29,15271.00
2018-06-25,27.49,29.00,7210.28,15268.00
2018-06-26,20.95,27.00,7210.24,15256.00
2018-06-27,25.00,25.00,7210.24,15256.00
2018-06-28,19.46,24.00,7210.21,15247.00
2018-06-29,21.00,21.00,7210.21,15247.00
2018-06-30,21.00,21.00,7210.21,15247.00
2018-07-01,17.98,20.00,7210.20,15243.00
2018-07-02,17.49,19.00,7210.19,15240.00
2018-07-03,12.46,17.00,7210.16,15231.00
2018-07-04,14.49,16.00,7210.15,15228.00
2018-07-05,11.97,15.00,7210.13,15222.00
2018-07-06,14.00,14.00,7210.13,15222.00
2018-07-07,14.00,14.00,7210.13,15222.00
2018-07-08,13.00,13.00,7210.13,15222.00
2018-07-09,11.49,13.00,7210.12,15219.00
2018-07-10,7.28,34.00,7209.95,15166.00
2018-07-11,-9.49,50.00,7209.57,15048.00
2018-07-12,-11.00,50.00,7209.18,14927.00
2018-07-13,-11.51,50.00,7208.79,14805.00
2018-07-14,-10.00,50.00,7208.41,14686.00
2018-07-15,-10.00,50.00,7208.03,14567.00
2018-07-16,-12.52,50.00,7207.63,14443.00
2018-07-17,-11.51,50.00,7207.23,14321.00
2018-07-18,-6.97,50.00,7206.86,14208.00
2018-07-19,-12.52,50.00,7206.45,14084.00
2018-07-20,-10.50,50.00,7206.05,13964.00
2018-07-21,-7.98,50.00,7205.66,13849.00
2018-07-22,-9.49,50.00,7205.26,13731.00
2018-07-23,-12.01,50.00,7204.85,13608.00
2018-07-24,-10.50,50.00,7204.46,13488.00
2018-07-25,-13.02,50.00,7204.05,13363.00
2018-07-26,-9.49,50.00,7203.66,13245.00
2018-07-27,-12.01,50.00,7203.25,13122.00
2018-07-28,-10.00,50.00,7202.85,13003.00
2018-07-29,-9.49,50.00,7202.45,12885.00
2018-07-30,-11.51,50.00,7202.03,12763.00
2018-07-31,-6.97,50.00,7201.64,12650.00
2018-08-01,-8.99,50.00,7201.23,12533.00
2018-08-02,-7.48,50.00,7200.83,12419.00
2018-08-03,-9.49,50.00,7200.41,12301.00
2018-08-04,-8.99,50.00,7199.99,12184.00
2018-08-05,-11.00,50.00,7199.58,12063.00
2018-08-06,-10.50,50.00,7199.17,11943.00
2018-08-07,-9.49,50.00,7198.76,11825.00
2018-08-08,-10.50,50.00,7198.34,11705.00
2018-08-09,-7.48,50.00,7197.94,11591.00
2018-08-10,-6.71,19.00,7197.76,11540.00
2018-08-11,3.03,0.00,7197.78,11546.00
2018-08-12,1.51,0.00,7197.79,11549.00
2018-08-13,1.51,0.00,7197.80,11552.00
2018-08-14,2.52,0.00,7197.82,11557.00
2018-08-15,0.00,0.00,7197.82,11557.00
2018-08-16,3.03,0.00,7197.84,11563.00
2018-08-17,1.51,0.00,7197.85,11566.00
2018-08-18,2.52,0.00,7197.87,11571.00
2018-08-19,1.51,0.00,7197.88,11574.00
2018-08-20,3.03,0.00,7197.90,11580.00
2018-08-21,1.51,0.00,7197.91,11583.00
2018-08-22,2.52,0.00,7197.93,11588.00
2018-08-23,1.51,0.00,7197.94,11591.00
2018-08-24,1.51,0.00,7197.95,11594.00
2018-08-25,1.51,0.00,7197.96,11597.00
2018-08-26,2.52,0.00,7197.98,11602.00
2018-08-27,18.65,0.00,7198.11,11639.00
2018-08-28,1.51,0.00,7198.12,11642.00
2018-08-29,3.03,0.00,7198.14,11648.00
2018-08-30,4.03,0.00,7198.17,11656.00
2018-08-31,0.00,0.00,7198.17,11656.00
2018-09-01,1.51,0.00,7198.18,11659.00
2018-09-02,1.51,0.00,7198.19,11662.00
2018-09-03,1.51,0.00,7198.20,11665.00
2018-09-04,1.51,0.00,7198.21,11668.00
2018-09-05,1.01,0.00,7198.22,11670.00
2018-09-06,3.03,0.00,7198.24,11676.00
2018-09-07,3.03,0.00,7198.26,11682.00
2018-09-08,2.52,0.00,7198.28,11687.00
2018-09-09,1.51,0.00,7198.29,11690.00
2018-09-10,1.51,0.00,7198.30,11693.00
2018-09-11,3.03,0.00,7198.32,11699.00
2018-09-12,0.00,0.00,7198.32,11699.00
2018-09-13,3.03,0.00,7198.34,11705.00
2018-09-14,1.01,0.00,7198.35,11707.00
2018-09-15,3.03,0.00,7198.37,11713.00
2018-09-16,0.00,0.00,7198.37,11713.00
2018-09-17,3.03,0.00,7198.39,11719.00
2018-09-18,1.51,0.00,7198.40,11722.00
2018-09-19,1.01,0.00,7198.41,11724.00
2018-09-20,0.00,0.00,7198.41,11724.00
2018-09-21,1.51,0.00,7198.42,11727.00
2018-09-22,3.03,0.00,7198.44,11733.00
2018-09-23,1.51,0.00,7198.45,11736.00
2018-09-24,0.00,0.00,7198.45,11736.00
2018-09-25,3.03,0.00,7198.47,11742.00
2018-09-26,2.52,0.00,7198.49,11747.00
2018-09-27,3.03,0.00,7198.51,11753.00
2018-09-28,1.51,0.00,7198.52,11756.00
2018-09-29,4.03,0.00,7198.55,11764.00
2018-09-30,1.51,0.00,7198.56,11767.00
2018-10-01,3.03,0.00,7198.58,11773.00
2018-10-02,4.54,0.00,7198.61,11782.00
2018-10-03,0.00,0.00,7198.61,11782.00
2018-10-04,10.08,0.00,7198.68,11802.00
2018-10-05,8.57,0.00,7198.74,11819.00
2018-10-06,0.00,0.00,7198.74,11819.00
2018-10-07,3.03,0.00,7198.76,11825.00
2018-10-08,0.00,0.00,7198.76,11825.00
2018-10-09,2.52,0.00,7198.78,11830.00
2018-10-10,10.59,0.00,7198.85,11851.00
2018-10-11,0.00,0.00,7198.85,11851.00
2018-10-12,1.51,0.00,7198.86,11854.00
2018-10-13,2.52,0.00,7198.88,11859.00
2018-10-14,1.51,0.00,7198.89,11862.00
2018-10-15,3.03,0.00,7198.91,11868.00
2018-10-16,1.51,0.00,7198.92,11871.00
2018-10-17,3.03,0.00,7198.94,11877.00
2018-10-18,2.52,0.00,7198.96,11882.00
2018-10-19,1.51,0.00,7198.97,11885.00
2018-10-20,3.03,0.00,7198.99,11891.00
2018-10-21,3.03,0.00,7199.01,11897.00
2018-10-22,3.03,0.00,7199.03,11903.00
2018-10-23,5.55,0.00,7199.07,11914.00
2018-10-24,4.54,0.00,7199.10,11923.00
2018-10-25,3.03,0.00,7199.12,11929.00
2018-10-26,4.54,0.00,7199.15,11938.00
2018-10-27,1.01,0.00,7199.16,11940.00
2018-10-28,3.03,0.00,7199.18,11946.00
2018-10-29,10.59,0.00,7199.25,11967.00
2018-10-30,0.00,0.00,7199.25,11967.00
2018-10-31,7.06,0.00,7199.30,11981.00
2018-11-01,9.08,0.00,7199.36,11999.00
2018-11-02,11.60,0.00,7199.44,12022.00
2018-11-03,3.03,0.00,7199.46,12028.00
2018-11-04,13.11,0.00,7199.55,12054.00
2018-11-05,7.56,0.00,7199.60,12069.00
2018-11-06,1.51,0.00,7199.61,12072.00
2018-11-07,3.03,0.00,7199.63,12078.00
2018-11-08,0.00,0.00,7199.63,12078.00
2018-11-09,3.03,0.00,7199.65,12084.00
2018-11-10,3.03,0.00,7199.67,12090.00
2018-11-11,0.00,0.00,7199.67,12090.00
2018-11-12,0.00,0.00,7199.67,12090.00
2018-11-13,2.52,0.00,7199.69,12095.00
2018-11-14,3.03,0.00,7199.71,12101.00
2018-11-15,3.03,0.00,7199.73,12107.00
2018-11-16,7.56,0.00,7199.78,12122.00
2018-11-17,0.00,0.00,7199.78,12122.00
2018-11-18,3.03,0.00,7199.80,12128.00
2018-11-19,1.51,0.00,7199.81,12131.00
2018-11-20,1.51,0.00,7199.82,12134.00
2018-11-21,3.03,0.00,7199.84,12140.00
2018-11-22,8.57,0.00,7199.90,12157.00
2018-11-23,10.59,0.00,7199.97,12178.00
2018-11-24,8.57,0.00,7200.03,12195.00
2018-11-25,1.51,0.00,7200.04,12198.00
2018-11-26,3.03,0.00,7200.06,12204.00
2018-11-27,6.55,0.00,7200.11,12217.00
2018-11-28,14.12,0.00,7200.21,12245.00
2018-11-29,4.54,0.00,7200.24,12254.00
2018-11-30,9.58,0.00,7200.31,12273.00
2018-12-01,4.54,0.00,7200.34,12282.00
2018-12-02,1.01,0.00,7200.35,12284.00
2018-12-03,3.03,0.00,7200.37,12290.00
2018-12-04,4.03,0.00,7200.40,12298.00
2018-12-05,3.03,0.00,7200.42,12304.00
2018-12-06,1.51,0.00,7200.43,12307.00
2018-12-07,4.03,0.00,7200.46,12315.00
2018-12-08,3.03,0.00,7200.48,12321.00
2018-12-09,2.52,0.00,7200.50,12326.00
2018-12-10,4.54,0.00,7200.53,12335.00
2018-12-11,7.06,0.00,7200.58,12349.00
2018-12-12,5.55,0.00,7200.62,12360.00
2018-12-13,1.51,0.00,7200.63,12363.00
2018-12-14,4.03,0.00,7200.66,12371.00
2018-12-15,3.03,0.00,7200.68,12377.00
2018-12-16,3.03,0.00,7200.70,12383.00
2018-12-17,4.03,0.00,7200.73,12391.00
2018-12-18,5.55,0.00,7200.77,12402.00
2018-12-19,3.03,0.00,7200.79,12408.00
2018-12-20,4.03,0.00,7200.82,12416.00
2018-12-21,6.05,0.00,7200.86,12428.00
2018-12-22,1.01,0.00,7200.87,12430.00
2018-12-23,4.54,0.00,7200.90,12439.00
2018-12-24,10.08,0.00,7200.97,12459.00
2018-12-25,2.52,0.00,7200.99,12464.00
2018-12-26,3.03,0.00,7201.01,12470.00
2018-12-27,1.51,0.00,7201.02,12473.00
2018-12-28,1.51,0.00,7201.03,12476.00
2018-12-29,5.55,0.00,7201.07,12487.00
2018-12-30,14.62,0.00,7201.17,12516.00
2018-12-31,0.00,0.00,7201.17,12516.00
2019-01-01,1.01,0.00,7201.18,12518.00
2019-01-02,3.03,0.00,7201.20,12524.00
2019-01-03,3.03,0.00,7201.22,12530.00
2019-01-04,3.03,0.00,7201.24,12536.00
2019-01-05,4.03,0.00,7201.27,12544.00
2019-01-06,7.06,0.00,7201.32,12558.00
2019-01-07,4.54,0.00,7201.35,12567.00
2019-01-08,1.51,0.00,7201.36,12570.00
2019-01-09,3.03,0.00,7201.38,12576.00
2019-01-10,4.03,0.00,7201.41,12584.00
2019-01-11,1.51,0.00,7201.42,12587.00
2019-01-12,3.03,0.00,7201.44,12593.00
2019-01-13,1.51,0.00,7201.45,12596.00
2019-01-14,2.52,0.00,7201.47,12601.00
2019-01-15,3.03,0.00,7201.49,12607.00
2019-01-16,6.05,0.00,7201.53,12619.00
2019-01-17,8.57,0.00,7201.59,12636.00
2019-01-18,1.51,0.00,7201.60,12639.00
2019-01-19,8.57,0.00,7201.66,12656.00
2019-01-20,10.08,0.00,7201.73,12676.00
2019-01-21,4.54,0.00,7201.76,12685.00
2019-01-22,1.51,0.00,7201.77,12688.00
2019-01-23,11.60,0.00,7201.85,12711.00
2019-01-24,2.52,0.00,7201.87,12716.00
2019-01-25,3.03,0.00,7201.89,12722.00
2019-01-26,1.51,0.00,7201.90,12725.00
2019-01-27,4.54,0.00,7201.93,12734.00
2019-01-28,0.00,0.00,7201.93,12734.00
2019-01-29,3.03,0.00,7201.95,12740.00
2019-01-30,2.52,0.00,7201.97,12745.00
2019-01-31,1.51,0.00,7201.98,12748.00
2019-02-01,3.03,0.00,7202.00,12754.00
2019-02-02,7.56,0.00,7202.05,12769.00
2019-02-03,8.57,0.00,7202.11,12786.00
2019-02-04,10.08,0.00,7202.18,12806.00
2019-02-05,6.05,0.00,7202.22,12818.00
2019-02-06,1.51,0.00,7202.23,12821.00
2019-02-07,0.00,0.00,7202.23,12821.00
2019-02-08,6.05,0.00,7202.27,12833.00
2019-02-09,3.03,0.00,7202.29,12839.00
2019-02-10,5.55,0.00,7202.33,12850.00
2019-02-11,7.56,0.00,7202.38,12865.00
2019-02-12,4.54,0.00,7202.41,12874.00
2019-02-13,20.67,0.00,7202.55,12915.00
2019-02-14,14.62,0.00,7202.65,12944.00
2019-02-15,6.05,0.00,7202.69,12956.00
2019-02-16,4.54,0.00,7202.72,12965.00
2019-02-17,3.03,0.00,7202.74,12971.00
2019-02-18,3.03,0.00,7202.76,12977.00
2019-02-19,2.52,0.00,7202.78,12982.00
2019-02-20,4.54,0.00,7202.81,12991.00
2019-02-21,1.51,0.00,7202.82,12994.00
2019-02-22,1.51,0.00,7202.83,12997.00
2019-02-23,7.56,0.00,7202.88,13012.00
2019-02-24,15.13,0.00,7202.98,13042.00
2019-02-25,22.18,0.00,7203.13,13086.00
2019-02-26,10.59,0.00,7203.20,13107.00
2019-02-27,7.56,0.00,7203.25,13122.00
2019-02-28,6.05,0.00,7203.29,13134.00
2019-03-01,3.03,0.00,7203.31,13140.00
2019-03-02,1.51,0.00,7203.32,13143.00
2019-03-03,1.51,0.00,7203.33,13146.00
2019-03-04,1.51,0.00,7203.34,13149.00
2019-03-05,3.03,0.00,7203.36,13155.00
2019-03-06,15.13,0.00,7203.46,13185.00
2019-03-07,4.54,0.00,7203.49,13194.00
2019-03-08,7.56,0.00,7203.54,13209.00
2019-03-09,1.51,0.00,7203.55,13212.00
2019-03-10,0.00,0.00,7203.55,13212.00
2019-03-11,1.51,0.00,7203.56,13215.00
2019-03-12,4.54,0.00,7203.59,13224.00
2019-03-13,-1.51,0.00,7203.58,13221.00
2019-03-14,0.00,0.00,7203.58,13221.00
2019-03-15,1.51,0.00,7203.59,13224.00
2019-03-16,1.51,0.00,7203.60,13227.00
2019-03-17,1.51,0.00,7203.61,13230.00
2019-03-18,1.51,0.00,7203.62,13233.00
2019-03-19,0.00,0.00,7203.62,13233.00
2019-03-20,1.51,0.00,7203.63,13236.00
2019-03-21,3.03,0.00,7203.65,13242.00
2019-03-22,1.51,0.00,7203.66,13245.00
2019-03-23,3.03,0.00,7203.68,13251.00
2019-03-24,3.03,0.00,7203.70,13257.00
2019-03-25,1.51,0.00,7203.71,13260.00
2019-03-26,1.51,0.00,7203.72,13263.00
2019-03-27,1.51,0.00,7203.73,13266.00
2019-03-28,1.51,0.00,7203.74,13269.00
2019-03-29,0.00,0.00,7203.74,13269.00
2019-03-30,1.51,0.00,7203.75,13272.00
2019-03-31,1.51,0.00,7203.76,13275.00
2019-04-01,3.03,0.00,7203.78,13281.00
2019-04-02,1.51,0.00,7203.79,13284.00
2019-04-03,6.05,0.00,7203.83,13296.00
2019-04-04,9.08,0.00,7203.89,13314.00
2019-04-05,5.04,0.00,7203.92,13324.00
2019-04-06,4.54,0.00,7203.95,13333.00
2019-04-07,8.82,0.00,7204.01,13350.50
2019-04-08,8.82,0.00,7204.07,13368.00
2019-04-09,8.82,0.00,7204.13,13385.50
2019-04-10,8.82,0.00,7204.18,13403.00
2019-04-11,3.03,0.00,7204.20,13409.00
2019-04-12,3.03,0.00,7204.22,13415.00
2019-04-13,3.03,0.00,7204.24,13421.00
2019-04-14,20.17,0.00,7204.37,13461.00
2019-04-15,7.56,0.00,7204.42,13476.00
2019-04-16,7.56,0.00,7204.47,13491.00
2019-04-17,1.51,0.00,7204.48,13494.00
2019-04-18,3.53,0.00,7204.50,13501.00
2019-04-19,4.54,0.00,7204.53,13510.00
2019-04-20,6.05,0.00,7204.57,13522.00
2019-04-21,7.56,0.00,7204.62,13537.00
2019-04-22,5.04,0.00,7204.65,13547.00
2019-04-23,7.56,0.00,7204.70,13562.00
2019-04-24,11.09,0.00,7204.77,13584.00
2019-04-25,9.08,0.00,7204.83,13602.00
2019-04-26,12.60,0.00,7204.91,13627.00
2019-04-27,11.09,0.00,7204.98,13649.00
2019-04-28,7.56,0.00,7205.03,13664.00
2019-04-29,10.08,0.00,7205.10,13684.00
2019-04-30,7.56,0.00,7205.15,13699.00
2019-05-01,7.06,0.00,7205.20,13713.00
2019-05-02,9.08,0.00,7205.26,13731.00
2019-05-03,7.56,0.00,7205.31,13746.00
2019-05-04,10.08,0.00,7205.38,13766.00
2019-05-05,9.08,0.00,7205.44,13784.00
2019-05-06,13.11,0.00,7205.53,13810.00
2019-05-07,21.18,0.00,7205.67,13852.00
2019-05-08,16.13,0.00,7205.78,13884.00
2019-05-09,16.64,0.00,7205.89,13917.00
2019-05-10,16.64,0.00,7206.00,13950.00
2019-05-11,17.65,0.00,7206.12,13985.00
2019-05-12,22.69,0.00,7206.27,14030.00
2019-05-13,28.74,0.00,7206.46,14087.00
2019-05-14,33.28,0.00,7206.68,14153.00
2019-05-15,39.83,0.00,7206.94,14232.00
2019-05-16,52.43,0.00,7207.28,14336.00
2019-05-17,53.95,0.00,7207.63,14443.00
2019-05-18,40.84,0.00,7207.89,14524.00
2019-05-19,34.28,0.00,7208.11,14592.00
2019-05-20,31.76,0.00,7208.31,14655.00
2019-05-21,29.75,0.00,7208.50,14714.00
2019-05-22,25.21,0.00,7208.66,14764.00
2019-05-23,25.71,0.00,7208.82,14815.00
2019-05-24,30.25,0.00,7209.01,14875.00
2019-05-25,23.19,0.00,7209.16,14921.00
2019-05-26,29.75,0.00,7209.35,14980.00
2019-05-27,32.77,0.00,7209.56,15045.00
2019-05-28,31.26,0.00,7209.76,15107.00
2019-05-29,33.28,0.00,7209.97,15173.00
2019-05-30,41.70,7.92,7210.19,15240.00
2019-05-31,52.68,25.96,7210.36,15293.00
2019-06-01,61.58,44.44,7210.47,15327.00
2019-06-02,62.56,55.00,7210.52,15342.00
2019-06-03,71.07,63.00,7210.57,15358.00
2019-06-04,77.05,71.00,7210.61,15370.00
2019-06-05,79.04,74.00,7210.64,15380.00
2019-06-06,65.96,71.00,7210.61,15370.00
2019-06-07,61.97,65.00,7210.59,15364.00
2019-06-08,50.72,85.00,7210.37,15296.00
2019-06-09,43.28,70.00,7210.20,15243.00
2019-06-10,39.87,55.00,7210.10,15213.00
2019-06-11,23.40,36.00,7210.02,15188.00
2019-06-12,27.97,31.00,7210.00,15182.00
2019-06-13,43.08,34.00,7210.06,15200.00
2019-06-14,36.00,36.00,7210.06,15200.00
2019-06-15,30.97,34.00,7210.04,15194.00
2019-06-16,26.95,33.00,7210.00,15182.00
2019-06-17,20.42,30.00,7209.94,15163.00
2019-06-18,18.03,15.00,7209.96,15169.00
2019-06-19,29.81,4.60,7210.12,15219.00
2019-06-20,25.31,14.72,7210.19,15240.00
2019-06-21,28.31,20.24,7210.24,15256.00
2019-06-22,24.51,23.00,7210.25,15259.00
2019-06-23,25.79,24.28,7210.26,15262.00
2019-06-24,24.28,24.28,7210.26,15262.00
2019-06-25,21.49,23.00,7210.25,15259.00
2019-06-26,23.00,23.00,7210.25,15259.00
2019-06-27,17.97,21.00,7210.23,15253.00
2019-06-28,18.49,20.00,7210.22,15250.00
2019-06-29,14.47,18.00,7210.20,15243.00
2019-06-30,18.00,18.00,7210.20,15243.00
2019-07-01,15.49,17.00,7210.19,15240.00
2019-07-02,14.49,16.00,7210.18,15237.00
2019-07-03,16.00,16.00,7210.18,15237.00
2019-07-04,13.49,15.00,7210.17,15234.00
2019-07-05,15.00,15.00,7210.17,15234.00
2019-07-06,15.00,15.00,7210.17,15234.00
2019-07-07,9.97,13.00,7210.15,15228.00
2019-07-08,10.49,12.00,7210.14,15225.00
2019-07-09,12.00,12.00,7210.14,15225.00
2019-07-10,9.49,11.00,7210.13,15222.00
2019-07-11,5.97,9.00,7210.11,15216.00
2019-07-12,14.03,11.00,7210.13,15222.00
2019-07-13,3.46,8.00,7210.10,15213.00
2019-07-14,8.00,8.00,7210.10,15213.00
2019-07-15,2.97,6.00,7210.08,15207.00
2019-07-16,8.01,6.50,7210.09,15210.00
2019-07-17,4.61,52.00,7209.79,15116.00
2019-07-18,1.39,75.00,7209.32,14970.00
2019-07-19,-1.92,74.71,7208.83,14818.00
2019-07-20,-0.19,74.43,7208.36,14670.00
2019-07-21,0.53,74.14,7207.89,14524.00
2019-07-22,0.76,73.86,7207.42,14379.00
2019-07-23,-0.54,73.57,7206.94,14232.00
2019-07-24,1.70,73.29,7206.47,14090.00
2019-07-25,0.90,73.00,7205.99,13947.00
2019-07-26,0.48,72.58,7205.51,13804.00
2019-07-27,0.07,72.17,7205.02,13661.00
2019-07-28,-1.35,71.75,7204.55,13516.00
2019-07-29,-2.78,71.33,7204.07,13369.00
2019-07-30,-0.67,70.92,7203.60,13227.00
2019-07-31,-0.59,70.50,7203.13,13086.00
2019-08-01,4.54,70.08,7202.69,12956.00
2019-08-02,0.09,69.67,7202.22,12818.00
2019-08-03,0.68,69.25,7201.75,12682.00
2019-08-04,2.28,68.83,7201.29,12550.00
2019-08-05,-0.15,68.42,7200.81,12414.00
2019-08-06,-0.06,68.00,7200.33,12279.00
2019-08-07,-1.07,68.00,7199.85,12142.00
2019-08-08,-0.06,68.00,7199.39,12007.00
2019-08-09,2.46,68.00,7198.94,11877.00
2019-08-10,-0.06,68.00,7198.47,11742.00
2019-08-11,0.44,68.00,7198.00,11608.00
2019-08-12,-1.58,68.00,7197.51,11470.00
2019-08-13,-0.82,38.00,7197.23,11393.00
2019-08-14,4.03,0.00,7197.26,11401.00
2019-08-15,4.03,0.00,7197.29,11409.00
2019-08-16,4.54,0.00,7197.32,11418.00
2019-08-17,2.52,0.00,7197.34,11423.00
2019-08-18,1.51,0.00,7197.35,11426.00
2019-08-19,2.52,0.00,7197.37,11431.00
2019-08-20,4.54,0.00,7197.40,11440.00
2019-08-21,4.03,0.00,7197.43,11448.00
2019-08-22,1.51,0.00,7197.44,11451.00
2019-08-23,3.03,0.00,7197.46,11457.00
2019-08-24,6.55,0.00,7197.51,11470.00
2019-08-25,-1.01,0.00,7197.50,11468.00
2019-08-26,1.01,0.00,7197.51,11470.00
2019-08-27,1.51,0.00,7197.52,11473.00
2019-08-28,3.03,0.00,7197.54,11479.00
2019-08-29,4.03,0.00,7197.57,11487.00
2019-08-30,4.54,0.00,7197.60,11496.00
2019-08-31,2.52,0.00,7197.62,11501.00
2019-09-01,3.03,0.00,7197.64,11507.00
2019-09-02,1.51,0.00,7197.65,11510.00
2019-09-03,2.52,0.00,7197.67,11515.00
2019-09-04,1.51,0.00,7197.68,11518.00
2019-09-05,4.54,0.00,7197.71,11527.00
2019-09-06,8.07,0.00,7197.77,11543.00
2019-09-07,3.03,0.00,7197.79,11549.00
2019-09-08,7.06,0.00,7197.84,11563.00
2019-09-09,10.08,0.00,7197.91,11583.00
2019-09-10,5.55,0.00,7197.95,11594.00
2019-09-11,8.57,0.00,7198.01,11611.00
2019-09-12,3.03,0.00,7198.03,11617.00
2019-09-13,4.03,0.00,7198.06,11625.00
2019-09-14,3.03,0.00,7198.08,11631.00
2019-09-15,2.52,0.00,7198.10,11636.00
2019-09-16,6.05,0.00,7198.14,11648.00
2019-09-17,2.52,0.00,7198.16,11653.00
2019-09-18,4.54,0.00,7198.19,11662.00
2019-09-19,3.03,0.00,7198.21,11668.00
2019-09-20,11.09,0.00,7198.29,11690.00
2019-09-21,7.56,0.00,7198.34,11705.00
2019-09-22,4.03,0.00,7198.37,11713.00
2019-09-23,1.51,0.00,7198.38,11716.00
2019-09-24,3.03,0.00,7198.40,11722.00
2019-09-25,2.52,0.00,7198.42,11727.00
2019-09-26,3.03,0.00,7198.44,11733.00
2019-09-27,6.05,0.00,7198.48,11745.00
2019-09-28,7.06,0.00,7198.53,11759.00
2019-09-29,5.55,0.00,7198.57,11770.00
2019-09-30,3.03,0.00,7198.59,11776.00
2019-10-01,3.03,0.00,7198.61,11782.00
2019-10-02,4.03,0.00,7198.64,11790.00
2019-10-03,3.03,0.00,7198.66,11796.00
2019-10-04,7.06,0.00,7198.71,11810.00
2019-10-05,1.51,0.00,7198.72,11813.00
2019-10-06,3.03,0.00,7198.74,11819.00
2019-10-07,4.54,0.00,7198.77,11828.00
2019-10-08,4.03,0.00,7198.80,11836.00
2019-10-09,3.03,0.00,7198.82,11842.00
2019-10-10,0.00,0.00,7198.82,11842.00
2019-10-11,3.03,0.00,7198.84,11848.00
2019-10-12,3.03,0.00,7198.86,11854.00
2019-10-13,2.52,0.00,7198.88,11859.00
2019-10-14,1.51,0.00,7198.89,11862.00
2019-10-15,3.03,0.00,7198.91,11868.00
2019-10-16,3.03,0.00,7198.93,11874.00
2019-10-17,3.03,0.00,7198.95,11880.00
2019-10-18,2.52,0.00,7198.97,11885.00
2019-10-19,11.60,0.00,7199.05,11908.00
2019-10-20,6.05,0.00,7199.09,11920.00
2019-10-21,4.54,0.00,7199.12,11929.00
2019-10-22,7.06,0.00,7199.17,11943.00
2019-10-23,0.00,0.00,7199.17,11943.00
2019-10-24,3.03,0.00,7199.19,11949.00
2019-10-25,4.54,0.00,7199.22,11958.00
2019-10-26,4.54,0.00,7199.25,11967.00
2019-10-27,-1.51,0.00,7199.24,11964.00
2019-10-28,7.06,0.00,7199.29,11978.00
2019-10-29,-1.51,0.00,7199.28,11975.00
2019-10-30,1.51,0.00,7199.29,11978.00
2019-10-31,3.03,0.00,7199.31,11984.00
2019-11-01,1.51,0.00,7199.32,11987.00
2019-11-02,3.03,0.00,7199.34,11993.00
2019-11-03,3.03,0.00,7199.36,11999.00
2019-11-04,1.51,0.00,7199.37,12002.00
2019-11-05,2.52,0.00,7199.39,12007.00
2019-11-06,1.51,0.00,7199.40,12010.00
2019-11-07,1.51,0.00,7199.41,12013.00
2019-11-08,3.03,0.00,7199.43,12019.00
2019-11-09,4.54,0.00,7199.46,12028.00
2019-11-10,1.51,0.00,7199.47,12031.00
2019-11-11,1.51,0.00,7199.48,12034.00
2019-11-12,4.03,0.00,7199.51,12042.00
2019-11-13,2.02,0.00,7199.52,12046.00
2019-11-14,2.52,0.00,7199.54,12051.00
2019-11-15,3.03,0.00,7199.56,12057.00
2019-11-16,3.03,0.00,7199.58,12063.00
2019-11-17,4.54,0.00,7199.61,12072.00
2019-11-18,4.54,0.00,7199.64,12081.00
2019-11-19,4.54,0.00,7199.67,12090.00
2019-11-20,0.00,0.00,7199.67,12090.00
2019-11-21,1.01,0.00,7199.68,12092.00
2019-11-22,1.51,0.00,7199.69,12095.00
2019-11-23,1.51,0.00,7199.70,12098.00
2019-11-24,4.54,0.00,7199.73,12107.00
2019-11-25,3.03,0.00,7199.75,12113.00
2019-11-26,0.00,0.00,7199.75,12113.00
2019-11-27,4.54,0.00,7199.78,12122.00
