date,fb,af
2012-04-22,3399.17,142309.00
2012-04-23,3399.41,143225.00
2012-04-24,3399.58,143876.00
2012-04-25,3399.79,144682.00
2012-04-26,3400.03,145606.00
2012-04-27,3400.45,147231.00
2012-04-28,3400.80,148593.00
2012-04-29,3401.11,149805.00
2012-04-30,3401.35,150747.00
2012-05-01,3401.55,151534.00
2012-05-02,3401.71,152165.00
2012-05-03,3401.81,152561.00
2012-05-04,3401.94,153075.00
2012-05-05,3402.02,153393.00
2012-05-06,3402.08,153631.00
2012-05-07,3402.11,153751.00
2012-05-08,3402.12,153791.00
2012-05-09,3402.11,153751.00
2012-05-10,3402.05,153512.00
2012-05-11,3402.00,153314.00
2012-05-12,3401.94,153075.00
2012-05-13,3401.87,152799.00
2012-05-14,3401.79,152482.00
2012-05-15,3401.71,152165.00
2012-05-16,3401.64,151888.00
2012-05-17,3401.57,151613.00
2012-05-18,3401.50,151337.00
2012-05-19,3401.41,150982.00
2012-05-20,3401.31,150589.00
2012-05-21,3401.19,150118.00
2012-05-22,3401.07,149648.00
2012-05-23,3400.96,149217.00
2012-05-24,3400.86,148827.00
2012-05-25,3400.79,148554.00
2012-05-26,3400.72,148281.00
2012-05-27,3400.64,147969.00
2012-05-28,3400.56,147658.00
2012-05-29,3400.46,147270.00
2012-05-30,3400.38,146959.00
2012-05-31,3400.26,146495.00
2012-06-01,3400.13,145992.00
2012-06-02,3399.98,145413.00
2012-06-03,3399.84,144875.00
2012-06-04,3399.73,144452.00
2012-06-05,3399.62,144030.00
2012-06-06,3399.52,143646.00
2012-06-07,3399.39,143148.00
2012-06-08,3399.26,142652.00
2012-06-09,3399.14,142194.00
2012-06-10,3399.00,141662.00
2012-06-11,3398.85,141093.00
2012-06-12,3398.71,140561.00
2012-06-13,3398.53,139881.00
2012-06-14,3398.34,139164.00
2012-06-15,3398.13,138374.00
2012-06-16,3397.90,137511.00
2012-06-17,3397.67,136651.00
2012-06-18,3397.41,135683.00
2012-06-19,3397.17,134792.00
2012-06-20,3396.90,133793.00
2012-06-21,3396.63,132798.00
2012-06-22,3396.37,131845.00
2012-06-23,3396.09,130821.00
2012-06-24,3395.81,129802.00
2012-06-25,3395.55,128858.00
2012-06-26,3395.24,127738.00
2012-06-27,3394.96,126731.00
2012-06-28,3394.68,125728.00
2012-06-29,3394.41,124764.00
2012-06-30,3394.12,123734.00
2012-07-01,3393.83,122706.00
2012-07-02,3393.55,121718.00
2012-07-03,3393.24,120628.00
2012-07-04,3392.94,119578.00
2012-07-05,3392.64,118532.00
2012-07-06,3392.33,117457.00
2012-07-07,3391.98,116247.00
2012-07-08,3391.68,115215.00
2012-07-09,3391.39,114221.00
2012-07-10,3391.08,113164.00
2012-07-11,3390.74,112009.00
2012-07-12,3390.40,110860.00
2012-07-13,3390.05,109683.00
2012-07-14,3389.72,108578.00
2012-07-15,3389.37,107412.00
2012-07-16,3389.00,106185.00
2012-07-17,3388.67,105095.00
2012-07-18,3388.35,104043.00
2012-07-19,3387.98,102832.00
2012-07-20,3387.62,101660.00
2012-07-21,3387.28,100558.00
2012-07-22,3386.90,99331.00
2012-07-23,3386.58,98304.00
2012-07-24,3386.28,97345.00
2012-07-25,3385.97,96358.00
2012-07-26,3385.65,95343.00
2012-07-27,3385.29,94207.00
2012-07-28,3384.94,93108.00
2012-07-29,3384.60,92046.00
2012-07-30,3384.24,90926.00
2012-07-31,3383.88,89811.00
2012-08-01,3383.54,88765.00
2012-08-02,3383.18,87662.00
2012-08-03,3382.82,86565.00
2012-08-04,3382.48,85533.00
2012-08-05,3382.13,84477.00
2012-08-06,3381.77,83396.00
2012-08-07,3381.43,82380.00
2012-08-08,3381.08,81340.00
2012-08-09,3380.72,80275.00
2012-08-10,3380.38,79275.00
2012-08-11,3380.03,78251.00
2012-08-12,3379.67,77203.00
2012-08-13,3379.34,76248.00
2012-08-14,3379.09,75528.00
2012-08-15,3378.72,74467.00
2012-08-16,3378.37,73471.00
2012-08-17,3378.01,72451.00
2012-08-18,3377.64,71409.00
2012-08-19,3377.27,70375.00
2012-08-20,3376.89,69319.00
2012-08-21,3376.55,68380.00
2012-08-22,3376.20,67419.00
2012-08-23,3375.82,66383.00
2012-08-24,3375.46,65407.00
2012-08-25,3375.11,64464.00
2012-08-26,3374.75,63501.00
2012-08-27,3374.38,62517.00
2012-08-28,3374.05,61647.00
2012-08-29,3373.65,60598.00
2012-08-30,3373.30,59688.00
2012-08-31,3372.96,58810.00
2012-09-01,3372.61,57912.00
2012-09-02,3372.25,56995.00
2012-09-03,3371.89,56085.00
2012-09-04,3371.55,55231.00
2012-09-05,3371.22,54409.00
2012-09-06,3370.89,53591.00
2012-09-07,3370.59,52854.00
2012-09-08,3370.28,52096.00
2012-09-09,3369.99,51392.00
2012-09-10,3369.68,50644.00
2012-09-11,3369.39,49949.00
2012-09-12,3369.12,49306.00
2012-09-13,3368.85,48667.00
2012-09-14,3368.61,48102.00
2012-09-15,3368.41,47633.00
2012-09-16,3368.24,47236.00
2012-09-17,3368.07,46841.00
2012-09-18,3367.89,46424.00
2012-09-19,3367.72,46032.00
2012-09-20,3367.55,45642.00
2012-09-21,3367.37,45231.00
2012-09-22,3367.21,44866.00
2012-09-23,3367.06,44525.00
2012-09-24,3366.90,44163.00
2012-09-25,3366.80,43938.00
2012-09-26,3366.72,43757.00
2012-09-27,3366.66,43622.00
2012-09-28,3366.60,43488.00
2012-09-29,3366.54,43354.00
2012-09-30,3366.49,43242.00
2012-10-01,3366.43,43107.00
2012-10-02,3366.37,42974.00
2012-10-03,3366.31,42840.00
2012-10-04,3366.25,42706.00
2012-10-05,3366.20,42595.00
2012-10-06,3366.14,42462.00
2012-10-07,3366.09,42351.00
2012-10-08,3366.05,42263.00
2012-10-09,3366.01,42174.00
2012-10-10,3365.99,42130.00
2012-10-11,3366.03,42218.00
2012-10-12,3366.06,42285.00
2012-10-13,3366.10,42373.00
2012-10-14,3366.13,42439.00
2012-10-15,3366.17,42528.00
2012-10-16,3366.23,42662.00
2012-10-17,3366.27,42751.00
2012-10-18,3366.33,42885.00
2012-10-19,3366.38,42996.00
2012-10-20,3366.42,43085.00
2012-10-21,3366.46,43174.00
2012-10-22,3366.52,43309.00
2012-10-23,3366.57,43421.00
2012-10-24,3366.63,43555.00
2012-10-25,3366.69,43690.00
2012-10-26,3366.74,43802.00
2012-10-27,3366.80,43938.00
2012-10-28,3366.89,44140.00
2012-10-29,3366.96,44299.00
2012-10-30,3367.03,44457.00
2012-10-31,3367.12,44661.00
2012-11-01,3367.17,44775.00
2012-11-02,3367.24,44934.00
2012-11-03,3367.30,45071.00
2012-11-04,3367.37,45231.00
2012-11-05,3367.43,45367.00
2012-11-06,3367.50,45527.00
2012-11-07,3367.54,45619.00
2012-11-08,3367.61,45780.00
2012-11-09,3367.68,45940.00
2012-11-10,3367.73,46056.00
2012-11-11,3367.79,46194.00
2012-11-12,3367.85,46332.00
2012-11-13,3367.92,46494.00
2012-11-14,3367.97,46609.00
2012-11-15,3368.03,46749.00
2012-11-16,3368.11,46934.00
2012-11-17,3368.20,47143.00
2012-11-18,3368.28,47330.00
2012-11-19,3368.37,47540.00
2012-11-20,3368.46,47750.00
2012-11-21,3368.54,47937.00
2012-11-22,3368.65,48195.00
2012-11-23,3368.74,48407.00
2012-11-24,3368.84,48643.00
2012-11-25,3368.93,48856.00
2012-11-26,3368.99,48998.00
2012-11-27,3369.07,49187.00
2012-11-28,3369.14,49353.00
2012-11-29,3369.21,49520.00
2012-11-30,3369.29,49711.00
2012-12-01,3369.45,50092.00
2012-12-02,3369.59,50428.00
2012-12-03,3369.92,51223.00
2012-12-04,3370.09,51635.00
2012-12-05,3370.30,52145.00
2012-12-06,3370.54,52731.00
2012-12-07,3370.68,53075.00
2012-12-08,3370.79,53345.00
2012-12-09,3370.89,53591.00
2012-12-10,3370.98,53814.00
2012-12-11,3371.07,54037.00
2012-12-12,3371.16,54259.00
2012-12-13,3371.24,54458.00
2012-12-14,3371.30,54608.00
2012-12-15,3371.37,54782.00
2012-12-16,3371.46,55006.00
2012-12-17,3371.50,55106.00
2012-12-18,3371.58,55307.00
2012-12-19,3371.62,55407.00
2012-12-20,3371.68,55557.00
2012-12-21,3371.74,55707.00
2012-12-22,3371.85,55984.00
2012-12-23,3371.91,56135.00
2012-12-24,3371.99,56337.00
2012-12-25,3372.04,56463.00
2012-12-26,3372.14,56716.00
2012-12-27,3372.18,56817.00
2012-12-28,3372.18,56955.25
2012-12-29,3372.20,57093.50
2012-12-30,3372.20,57231.75
2012-12-31,3372.19,57370.00
2013-01-01,3372.19,57508.25
2013-01-02,3372.19,57646.50
2013-01-03,3372.19,57784.75
2013-01-04,3372.19,57923.00
2013-01-05,3372.19,58061.25
2013-01-06,3372.19,58199.50
2013-01-07,3372.21,58337.75
2013-01-08,3372.83,58476.00
2013-01-09,3372.90,58655.00
2013-01-10,3372.90,58809.68
2013-01-11,3372.90,58964.37
2013-01-12,3372.90,59119.05
2013-01-13,3372.91,59273.74
2013-01-14,3372.92,59428.42
2013-01-15,3372.92,59583.11
2013-01-16,3372.92,59737.79
2013-01-17,3372.92,59892.47
2013-01-18,3372.92,60047.16
2013-01-19,3372.92,60201.84
2013-01-20,3372.92,60356.53
2013-01-21,3372.92,60511.21
2013-01-22,3372.92,60665.89
2013-01-23,3372.92,60820.58
2013-01-24,3372.93,60975.26
2013-01-25,3372.98,61129.95
2013-01-26,3373.26,61284.63
2013-01-27,3373.73,61439.32
2013-01-28,3374.03,61594.00
2013-01-29,3374.10,61778.00
2013-01-30,3374.19,62015.00
2013-01-31,3374.28,62253.00
2013-02-01,3374.37,62491.00
2013-02-02,3374.51,62862.00
2013-02-03,3374.62,63155.00
2013-02-04,3374.70,63367.00
2013-02-05,3374.76,63527.00
2013-02-06,3374.81,63661.00
2013-02-07,3374.96,64062.00
2013-02-08,3375.03,64250.00
2013-02-09,3375.08,64384.00
2013-02-10,3375.15,64571.00
2013-02-11,3375.20,64706.00
2013-02-12,3375.27,64894.00
2013-02-13,3375.37,65164.00
2013-02-14,3375.48,65461.00
2013-02-15,3375.58,65732.00
2013-02-16,3375.72,66111.00
2013-02-17,3375.81,66356.00
2013-02-18,3375.97,66791.00
2013-02-19,3376.07,67064.00
2013-02-20,3376.15,67282.00
2013-02-21,3376.25,67556.00
2013-02-22,3376.35,67831.00
2013-02-23,3376.41,67995.00
2013-02-24,3376.48,68187.00
2013-02-25,3376.56,68408.00
2013-02-26,3376.59,68490.00
2013-02-27,3376.71,68821.00
2013-02-28,3376.78,69015.00
2013-03-01,3376.86,69236.00
2013-03-02,3377.05,69763.00
2013-03-03,3377.24,70291.00
2013-03-04,3377.40,70738.00
2013-03-05,3377.51,71046.00
2013-03-06,3377.61,71326.00
2013-03-07,3377.72,71634.00
2013-03-08,3377.82,71916.00
2013-03-09,3377.91,72169.00
2013-03-10,3378.01,72451.00
2013-03-11,3378.13,72790.00
2013-03-12,3378.28,73215.00
2013-03-13,3378.45,73698.00
2013-03-14,3378.64,74239.00
2013-03-15,3378.81,74725.00
2013-03-16,3379.01,75298.00
2013-03-17,3379.19,75815.00
2013-03-18,3379.35,76277.00
2013-03-19,3379.52,76768.00
2013-03-20,3379.69,77261.00
2013-03-21,3379.91,77901.00
2013-03-22,3380.11,78485.00
2013-03-23,3380.29,79011.00
2013-03-24,3380.44,79451.00
2013-03-25,3380.57,79834.00
2013-03-26,3380.71,80246.00
2013-03-27,3380.88,80747.00
2013-03-28,3381.08,81340.00
2013-03-29,3381.33,82083.00
2013-03-30,3381.60,82888.00
2013-03-31,3381.90,83785.00
2013-04-01,3382.23,84778.00
2013-04-02,3382.52,85654.00
2013-04-03,3382.80,86504.00
2013-04-04,3383.04,87235.00
2013-04-05,3383.30,88029.00
2013-04-06,3383.54,88765.00
2013-04-07,3383.78,89503.00
2013-04-08,3384.02,90244.00
2013-04-09,3384.23,90895.00
2013-04-10,3384.42,91485.00
2013-04-11,3384.57,91952.00
2013-04-12,3384.73,92451.00
2013-04-13,3384.76,92545.00
2013-04-14,3384.76,92545.00
2013-04-15,3384.76,92545.00
2013-04-16,3384.72,92420.00
2013-04-17,3384.67,92264.00
2013-04-18,3384.63,92139.00
2013-04-19,3384.56,91921.00
2013-04-20,3384.45,91578.00
2013-04-21,3384.36,91299.00
2013-04-22,3384.23,90895.00
2013-04-23,3384.05,90337.00
2013-04-24,3383.84,89689.00
2013-04-25,3383.60,88950.00
2013-04-26,3383.35,88182.00
2013-04-27,3383.09,87387.00
2013-04-28,3382.83,86595.00
2013-04-29,3382.57,85806.00
2013-04-30,3382.33,85080.00
2013-05-01,3382.08,84327.00
2013-05-02,3381.83,83576.00
2013-05-03,3381.60,82888.00
2013-05-04,3381.31,82023.00
2013-05-05,3381.05,81251.00
2013-05-06,3380.79,80482.00
2013-05-07,3380.52,79686.00
2013-05-08,3380.27,78953.00
2013-05-09,3380.01,78193.00
2013-05-10,3379.77,77494.00
2013-05-11,3379.53,76797.00
2013-05-12,3379.28,76075.00
2013-05-13,3379.05,75413.00
2013-05-14,3378.82,74754.00
2013-05-15,3378.60,74125.00
2013-05-16,3378.41,73584.00
2013-05-17,3378.23,73073.00
2013-05-18,3378.06,72592.00
2013-05-19,3377.86,72028.00
2013-05-20,3377.67,71494.00
2013-05-21,3377.45,70877.00
2013-05-22,3377.22,70236.00
2013-05-23,3377.01,69652.00
2013-05-24,3376.80,69070.00
2013-05-25,3376.57,68435.00
2013-05-26,3376.39,67940.00
2013-05-27,3376.18,67364.00
2013-05-28,3376.01,66900.00
2013-05-29,3375.87,66519.00
2013-05-30,3375.74,66165.00
2013-05-31,3375.61,65813.00
2013-06-01,3375.45,65380.00
2013-06-02,3375.29,64948.00
2013-06-03,3375.09,64411.00
2013-06-04,3374.86,63795.00
2013-06-05,3374.62,63155.00
2013-06-06,3374.38,62517.00
2013-06-07,3374.10,61778.00
2013-06-08,3373.80,60991.00
2013-06-09,3373.49,60181.00
2013-06-10,3373.18,59377.00
2013-06-11,3372.84,58501.00
2013-06-12,3372.52,57682.00
2013-06-13,3372.15,56741.00
2013-06-14,3371.83,55934.00
2013-06-15,3371.45,54981.00
2013-06-16,3371.14,54210.00
2013-06-17,3370.75,53247.00
2013-06-18,3370.40,52389.00
2013-06-19,3370.01,51441.00
2013-06-20,3369.65,50572.00
2013-06-21,3369.30,49734.00
2013-06-22,3368.97,48950.00
2013-06-23,3368.64,48172.00
2013-06-24,3368.32,47423.00
2013-06-25,3368.05,46795.00
2013-06-26,3367.75,46102.00
2013-06-27,3367.45,45413.00
2013-06-28,3367.12,44661.00
2013-06-29,3366.79,43915.00
2013-06-30,3366.43,43107.00
2013-07-01,3366.06,42285.00
2013-07-02,3365.67,41425.00
2013-07-03,3365.29,40595.00
2013-07-04,3364.87,39687.00
2013-07-05,3364.45,38788.00
2013-07-06,3364.03,37899.00
2013-07-07,3363.63,37061.00
2013-07-08,3363.18,36129.00
2013-07-09,3362.71,35167.00
2013-07-10,3362.24,34218.00
2013-07-11,3361.76,33260.00
2013-07-12,3361.30,32355.00
2013-07-13,3360.80,31383.00
2013-07-14,3360.30,30426.00
2013-07-15,3359.79,29463.00
2013-07-16,3359.28,28514.00
2013-07-17,3358.75,27542.00
2013-07-18,3358.21,26568.00
2013-07-19,3357.65,25573.00
2013-07-20,3357.06,24543.00
2013-07-21,3356.45,23498.00
2013-07-22,3355.84,22473.00
2013-07-23,3355.21,21434.00
2013-07-24,3354.57,20401.00
2013-07-25,3353.94,19408.00
2013-07-26,3353.24,18332.00
2013-07-27,3352.54,17285.00
2013-07-28,3351.81,16225.00
2013-07-29,3351.07,15182.00
2013-07-30,3350.31,14145.00
2013-07-31,3349.55,13143.00
2013-08-01,3348.64,11990.00
2013-08-02,3347.80,10972.00
2013-08-03,3346.88,9907.00
2013-08-04,3345.96,8895.00
2013-08-05,3344.99,7885.00
2013-08-06,3343.89,6817.00
2013-08-07,3342.69,5755.00
2013-08-08,3341.39,4724.00
2013-08-09,3340.01,3767.00
2013-08-10,3338.19,2711.00
2013-08-11,3335.95,1723.00
2013-08-12,3333.58,1015.00
2013-08-13,3331.53,559.00
2013-08-14,3330.07,314.00
2013-08-15,3329.08,185.00
2013-08-16,3328.38,109.00
2013-08-17,3327.98,72.00
2013-08-18,3327.74,52.00
2013-08-19,3327.59,40.00
2013-08-20,3327.50,33.00
2013-08-21,3327.44,29.00
2013-08-22,3327.43,28.00
2013-08-23,3327.39,25.00
2013-08-24,3327.37,24.00
2013-08-25,3327.36,23.00
2013-08-26,3327.34,22.00
2013-08-27,3327.34,22.00
2013-08-28,3327.34,22.00
2013-08-29,3327.32,20.00
2013-08-30,3327.33,21.00
2013-08-31,3327.34,22.00
2013-09-01,3327.33,21.00
2013-09-02,3327.37,24.00
2013-09-03,3327.40,26.00
2013-09-04,3327.42,28.00
2013-09-05,3327.50,33.00
2013-09-06,3327.73,51.00
2013-09-07,3328.06,79.00
2013-09-08,3328.20,92.00
2013-09-09,3328.32,103.00
2013-09-10,3328.32,103.00
2013-09-11,3328.29,100.00
2013-09-12,3328.22,94.00
2013-09-13,3328.17,89.00
2013-09-14,3328.13,85.00
2013-09-15,3328.12,85.00
2013-09-16,3328.20,92.00
2013-09-17,3328.48,119.00
2013-09-18,3328.46,117.00
2013-09-19,3328.47,118.00
2013-09-20,3328.49,120.00
2013-09-21,3328.60,132.00
2013-09-22,3328.71,143.00
2013-09-23,3328.69,141.00
2013-09-24,3328.73,145.00
2013-09-25,3328.84,157.00
2013-09-26,3328.97,172.00
2013-09-27,3328.94,169.00
2013-09-28,3328.89,163.00
2013-09-29,3329.07,184.00
2013-09-30,3329.31,212.00
2013-10-01,3329.69,261.00
2013-10-02,3330.16,328.00
2013-10-03,3330.96,456.00
2013-10-04,3331.71,594.00
2013-10-05,3332.27,709.00
2013-10-06,3332.76,817.00
2013-10-07,3333.22,926.00
2013-10-08,3333.64,1030.00
2013-10-09,3334.06,1141.00
2013-10-10,3334.41,1237.00
2013-10-11,3334.81,1352.00
2013-10-12,3335.19,1466.00
2013-10-13,3335.54,1579.00
2013-10-14,3335.88,1698.00
2013-10-15,3336.20,1816.00
2013-10-16,3336.50,1934.00
2013-10-17,3336.79,2053.00
2013-10-18,3337.08,2178.00
2013-10-19,3337.36,2305.00
2013-10-20,3337.61,2422.00
2013-10-21,3337.86,2544.00
2013-10-22,3338.10,2665.00
2013-10-23,3338.33,2784.00
2013-10-24,3338.55,2902.00
2013-10-25,3338.77,3023.00
2013-10-26,3338.98,3141.00
2013-10-27,3339.17,3251.00
2013-10-28,3339.43,3406.00
2013-10-29,3339.66,3546.00
2013-10-30,3339.91,3703.00
2013-10-31,3340.12,3838.00
2013-11-01,3340.33,3977.00
2013-11-02,3340.51,4098.00
2013-11-03,3340.70,4228.00
2013-11-04,3340.88,4354.00
2013-11-05,3341.08,4497.00
2013-11-06,3341.25,4621.00
2013-11-07,3341.44,4762.00
2013-11-08,3341.62,4898.00
2013-11-09,3341.83,5059.00
2013-11-10,3342.01,5200.00
2013-11-11,3342.18,5336.00
2013-11-12,3342.34,5465.00
2013-11-13,3342.50,5597.00
2013-11-14,3342.66,5730.00
2013-11-15,3342.80,5848.00
2013-11-16,3342.97,5993.00
2013-11-17,3343.11,6115.00
2013-11-18,3343.26,6246.00
2013-11-19,3343.42,6389.00
2013-11-20,3343.58,6533.00
2013-11-21,3343.75,6688.00
2013-11-22,3343.92,6845.00
2013-11-23,3344.01,6930.00
2013-11-24,3344.08,6995.00
2013-11-25,3344.23,7138.00
2013-11-26,3344.38,7282.00
2013-11-27,3344.53,7428.00
2013-11-28,3344.67,7565.00
2013-11-29,3344.83,7724.00
2013-11-30,3344.98,7875.00
2013-12-01,3345.14,8037.00
2013-12-02,3345.28,8181.00
2013-12-03,3345.41,8315.00
2013-12-04,3345.48,8388.50
2013-12-05,3345.55,8462.00
2013-12-06,3345.62,8535.50
2013-12-07,3345.69,8609.00
2013-12-08,3345.76,8682.50
2013-12-09,3345.83,8756.00
2013-12-10,3345.89,8829.50
2013-12-11,3345.96,8903.00
2013-12-12,3346.03,8976.50
2013-12-13,3346.10,9050.00
2013-12-14,3346.17,9123.50
2013-12-15,3346.24,9197.00
2013-12-16,3346.35,9322.83
2013-12-17,3346.47,9448.67
2013-12-18,3346.58,9574.50
2013-12-19,3346.69,9700.33
2013-12-20,3346.81,9826.17
2013-12-21,3346.92,9952.00
2013-12-22,3347.06,10111.00
2013-12-23,3347.18,10248.00
2013-12-24,3347.28,10363.00
2013-12-25,3347.38,10479.00
2013-12-26,3347.39,10490.00
2013-12-27,3347.55,10677.00
2013-12-28,3347.55,10677.00
2013-12-29,3347.55,10677.00
2013-12-30,3347.73,10889.00
2013-12-31,3347.89,11079.00
2014-01-01,3347.91,11102.00
2014-01-02,3347.97,11174.00
2014-01-03,3348.13,11366.00
2014-01-04,3348.26,11524.00
2014-01-05,3348.39,11682.00
2014-01-06,3348.52,11842.00
2014-01-07,3348.65,12002.00
2014-01-08,3348.78,12164.00
2014-01-09,3348.91,12327.00
2014-01-10,3349.01,12453.00
2014-01-11,3349.13,12604.00
2014-01-12,3349.25,12757.00
2014-01-13,3349.35,12885.00
2014-01-14,3349.45,13014.00
2014-01-15,3349.52,13104.00
2014-01-16,3349.57,13169.00
2014-01-17,3349.63,13247.00
2014-01-18,3349.63,13247.00
2014-01-19,3349.63,13247.00
2014-01-20,3349.54,13130.00
2014-01-21,3349.46,13027.00
2014-01-22,3349.49,13065.00
2014-01-23,3349.53,13117.00
2014-01-24,3349.58,13182.00
2014-01-25,3349.62,13234.00
2014-01-26,3349.62,13234.00
2014-01-27,3349.70,13338.00
2014-01-28,3349.84,13521.00
2014-01-29,3350.14,13918.00
2014-01-30,3350.43,14306.00
2014-01-31,3350.58,14510.00
2014-02-01,3350.72,14700.00
2014-02-02,3350.87,14906.00
2014-02-03,3350.97,15044.00
2014-02-04,3351.23,15405.00
2014-02-05,3351.23,15405.00
2014-02-06,3351.23,15405.00
2014-02-07,3351.24,15419.00
2014-02-08,3351.49,15770.00
2014-02-09,3351.64,15982.00
2014-02-10,3351.77,16168.00
2014-02-11,3351.98,16469.00
2014-02-12,3352.39,17065.00
2014-02-13,3353.77,19144.00
2014-02-14,3354.79,20753.00
2014-02-15,3355.91,22589.00
2014-02-16,3356.69,23907.00
2014-02-17,3357.17,24734.00
2014-02-18,3357.44,25204.00
2014-02-19,3357.65,25573.00
2014-02-20,3357.84,25909.00
2014-02-21,3357.99,26175.00
2014-02-22,3358.12,26407.00
2014-02-23,3358.25,26639.00
2014-02-24,3358.38,26873.00
2014-02-25,3358.51,27107.00
2014-02-26,3358.69,27433.00
2014-02-27,3358.89,27797.00
2014-02-28,3359.13,28237.00
2014-03-01,3359.36,28662.00
2014-03-02,3359.57,29052.00
2014-03-03,3359.85,29576.00
2014-03-04,3360.24,30312.00
2014-03-05,3360.63,31056.00
2014-03-06,3360.99,31751.00
2014-03-07,3361.45,32649.00
2014-03-08,3361.79,33320.00
2014-03-09,3362.09,33917.00
2014-03-10,3362.59,34924.00
2014-03-11,3363.55,36522.00
2014-03-12,3363.86,37542.00
2014-03-13,3364.29,38448.00
2014-03-14,3364.60,39108.00
2014-03-15,3364.89,39730.00
2014-03-16,3365.16,40313.00
2014-03-17,3365.42,40878.00
2014-03-18,3365.64,41359.00
2014-03-19,3365.85,41821.00
2014-03-20,3366.04,42240.00
2014-03-21,3366.23,42662.00
2014-03-22,3366.40,43040.00
2014-03-23,3366.54,43354.00
2014-03-24,3366.69,43690.00
2014-03-25,3366.82,43983.00
2014-03-26,3366.98,44344.00
2014-03-27,3367.13,44684.00
2014-03-28,3367.27,45002.00
2014-03-29,3367.42,45344.00
2014-03-30,3367.68,45940.00
2014-03-31,3367.92,46494.00
2014-04-01,3368.13,46980.00
2014-04-02,3368.35,47493.00
2014-04-03,3368.57,48008.00
2014-04-04,3368.77,48478.00
2014-04-05,3368.99,48998.00
2014-04-06,3369.20,49496.00
2014-04-07,3369.43,50045.00
2014-04-08,3369.67,50620.00
2014-04-09,3369.94,51271.00
2014-04-10,3370.20,51901.00
2014-04-11,3370.44,52486.00
2014-04-12,3370.68,53075.00
2014-04-13,3370.89,53591.00
2014-04-14,3371.07,54037.00
2014-04-15,3371.24,54458.00
2014-04-16,3371.40,54856.00
2014-04-17,3371.56,55256.00
2014-04-18,3371.66,55507.00
2014-04-19,3371.74,55707.00
2014-04-20,3371.81,55884.00
2014-04-21,3371.88,56059.00
2014-04-22,3371.91,56135.00
2014-04-23,3371.91,56135.00
2014-04-24,3371.93,56185.00
2014-04-25,3372.02,56413.00
2014-04-26,3372.04,56463.00
2014-04-27,3372.01,56387.00
2014-04-28,3371.93,56185.00
2014-04-29,3371.82,55909.00
2014-04-30,3371.66,55507.00
2014-05-01,3371.47,55031.00
2014-05-02,3371.28,54558.00
2014-05-03,3371.03,53938.00
2014-05-04,3370.74,53222.00
2014-05-05,3370.49,52609.00
2014-05-06,3370.24,51999.00
2014-05-07,3369.97,51344.00
2014-05-08,3369.69,50668.00
2014-05-09,3369.45,50092.00
2014-05-10,3369.25,49615.00
2014-05-11,3369.06,49164.00
2014-05-12,3368.84,48643.00
2014-05-13,3368.59,48055.00
2014-05-14,3368.34,47470.00
2014-05-15,3368.09,46888.00
2014-05-16,3367.83,46286.00
2014-05-17,3367.58,45711.00
2014-05-18,3367.33,45139.00
2014-05-19,3367.10,44616.00
2014-05-20,3366.90,44163.00
2014-05-21,3366.67,43645.00
2014-05-22,3366.46,43174.00
2014-05-23,3366.21,42617.00
2014-05-24,3365.99,42130.00
2014-05-25,3365.77,41645.00
2014-05-26,3365.55,41162.00
2014-05-27,3365.32,40661.00
2014-05-28,3365.10,40183.00
2014-05-29,3364.87,39687.00
2014-05-30,3364.65,39215.00
2014-05-31,3364.42,38724.00
2014-06-01,3364.16,38173.00
2014-06-02,3363.90,37626.00
2014-06-03,3363.64,37082.00
2014-06-04,3363.38,36542.00
2014-06-05,3363.08,35924.00
2014-06-06,3362.77,35289.00
2014-06-07,3362.48,34701.00
2014-06-08,3362.15,34037.00
2014-06-09,3361.83,33399.00
2014-06-10,3361.50,32747.00
2014-06-11,3361.15,32062.00
2014-06-12,3360.79,31364.00
2014-06-13,3360.44,30692.00
2014-06-14,3360.08,30009.00
2014-06-15,3359.74,29369.00
2014-06-16,3359.38,28699.00
2014-06-17,3359.02,28035.00
2014-06-18,3358.67,27397.00
2014-06-19,3358.34,26801.00
2014-06-20,3358.00,26193.00
2014-06-21,3357.65,25573.00
2014-06-22,3357.29,24943.00
2014-06-23,3356.93,24319.00
2014-06-24,3356.55,23668.00
2014-06-25,3356.19,23058.00
2014-06-26,3355.84,22473.00
2014-06-27,3355.48,21876.00
2014-06-28,3355.08,21222.00
2014-06-29,3354.71,20625.00
2014-06-30,3354.31,19988.00
2014-07-01,3353.92,19376.00
2014-07-02,3353.55,18805.00
2014-07-03,3353.18,18241.00
2014-07-04,3352.79,17656.00
2014-07-05,3352.41,17094.00
2014-07-06,3352.02,16527.00
2014-07-07,3351.61,15940.00
2014-07-08,3351.22,15391.00
2014-07-09,3350.83,14851.00
2014-07-10,3350.39,14253.00
2014-07-11,3349.94,13653.00
2014-07-12,3349.45,13014.00
2014-07-13,3348.97,12402.00
2014-07-14,3348.44,11743.00
2014-07-15,3347.92,11114.00
2014-07-16,3347.32,10410.00
2014-07-17,3346.74,9749.00
2014-07-18,3346.10,9045.00
2014-07-19,3345.43,8335.00
2014-07-20,3344.77,7664.00
2014-07-21,3343.98,6901.00
2014-07-22,3343.17,6167.00
2014-07-23,3342.38,5498.00
2014-07-24,3341.48,4792.00
2014-07-25,3340.52,4104.00
2014-07-26,3339.37,3370.00
