date,qu,qd,mm,mx,mn
1983-08-01,103.60,282.00,,94.15,61.60
1983-08-02,89.33,291.00,,94.78,55.55
1983-08-03,95.35,306.00,,91.95,60.50
1983-08-04,76.55,303.00,,96.35,54.13
1983-08-05,72.09,297.00,,98.39,52.48
1983-08-06,96.56,297.00,,104.13,57.59
1983-08-07,56.30,297.00,,93.52,73.00
1983-08-08,109.80,312.00,,90.45,61.36
1983-08-09,94.85,324.00,,93.21,65.77
1983-08-10,69.28,330.00,,80.71,62.31
1983-08-11,76.40,327.00,,82.51,52.87
1983-08-12,80.80,327.00,,89.67,52.64
1983-08-13,85.19,327.00,,94.62,55.39
1983-08-14,74.75,327.00,,89.75,58.53
1983-08-15,73.05,321.00,,85.74,64.90
1983-08-16,88.68,318.00,,91.71,59.71
1983-08-17,84.33,315.00,,94.31,61.29
1983-08-18,77.27,315.00,,92.81,57.67
1983-08-19,63.28,315.00,,77.25,59.48
1983-08-20,95.42,315.00,,81.41,60.89
1983-08-21,88.50,318.00,,73.32,56.88
1983-08-22,104.85,315.00,,75.75,52.32
1983-08-23,133.89,315.00,,68.76,51.14
1983-08-24,127.89,315.00,,72.37,47.13
1983-08-25,103.56,315.00,,80.55,46.74
1983-08-26,104.66,312.00,,83.22,49.89
1983-08-27,80.28,312.00,,86.76,49.89
1983-08-28,87.47,312.00,,83.77,54.84
1983-08-29,73.79,309.00,,84.56,50.83
1983-08-30,76.16,309.00,,86.60,50.04
1983-08-31,73.80,309.00,,87.31,56.65
1983-09-01,94.59,309.00,,73.24,57.67
1983-09-02,100.69,306.00,,72.53,47.21
1983-09-03,94.98,306.00,,81.65,43.52
1983-09-04,82.60,306.00,,83.46,46.43
1983-09-05,74.95,306.00,,78.58,43.05
1983-09-06,76.39,303.00,,86.99,46.51
1983-09-07,79.02,303.00,,84.32,49.73
1983-09-08,59.84,300.00,,70.72,50.52
1983-09-09,66.46,306.00,,66.24,37.54
1983-09-10,77.24,306.00,,78.74,41.00
1983-09-11,85.76,306.00,,81.33,51.30
1983-09-12,80.84,303.00,,85.42,48.79
1983-09-13,80.20,303.00,,90.06,51.14
1983-09-14,68.29,303.00,,82.75,46.19
1983-09-15,82.20,303.00,,85.11,44.78
1983-09-16,75.30,303.00,,85.11,44.07
1983-09-17,74.43,300.00,,76.46,48.63
1983-09-18,66.01,300.00,,75.60,42.26
1983-09-19,71.63,300.00,,64.51,40.53
1983-09-20,72.44,300.00,,61.29,33.45
1983-09-21,66.83,297.00,,70.48,30.55
1983-09-22,83.42,297.00,,81.26,41.08
1983-09-23,80.74,297.00,,71.11,51.62
1983-09-24,64.03,261.00,,81.96,44.30
1983-09-25,72.41,240.00,,85.03,45.01
1983-09-26,73.26,243.00,,79.29,46.58
1983-09-27,88.43,243.00,,70.01,46.51
1983-09-28,77.58,246.00,,66.16,31.65
1983-09-29,84.17,243.00,,68.36,30.86
1983-09-30,87.04,243.00,,69.78,39.35
1983-10-01,4.03,243.00,,66.87,43.68
1983-10-02,83.78,243.00,,65.77,37.78
1983-10-03,96.63,243.00,,72.53,41.16
1983-10-04,84.38,240.00,,76.30,36.29
1983-10-05,81.25,240.00,,77.56,38.64
1983-10-06,78.32,240.00,,74.42,39.12
1983-10-07,81.03,240.00,,72.21,41.08
1983-10-08,78.24,240.00,,72.21,41.87
1983-10-09,90.49,240.00,,65.14,47.29
1983-10-10,90.51,235.00,,64.59,40.53
1983-10-11,81.41,208.00,,69.15,33.69
1983-10-12,78.47,193.00,,66.16,33.77
1983-10-13,94.90,167.00,,53.42,42.42
1983-10-14,82.76,52.00,,55.23,32.04
1983-10-15,78.57,0.90,,60.19,32.67
1983-10-16,78.83,0.63,,62.54,28.50
1983-10-17,79.53,0.52,,64.51,37.39
1983-10-18,74.72,0.52,,62.54,30.78
1983-10-19,75.42,0.63,,64.20,30.31
1983-10-20,80.54,1.10,,70.41,36.29
1983-10-21,72.71,0.90,,72.76,40.84
1983-10-22,83.48,0.63,,65.22,41.16
1983-10-23,84.36,0.90,,59.01,40.45
1983-10-24,74.34,0.75,,60.97,24.89
1983-10-25,74.89,0.63,,64.43,27.87
1983-10-26,80.59,0.52,,70.33,28.50
1983-10-27,75.94,0.52,,69.07,29.37
1983-10-28,76.27,0.40,,71.59,37.86
1983-10-29,76.88,0.33,,70.33,36.44
1983-10-30,82.86,0.33,,60.03,45.40
1983-10-31,83.53,0.33,,57.04,39.04
1983-11-01,89.81,0.20,,53.74,36.60
1983-11-02,101.88,0.27,,49.10,36.99
1983-11-03,93.22,0.27,,64.82,46.35
1983-11-04,88.61,0.27,,57.28,42.57
1983-11-05,83.63,0.27,,57.67,40.37
1983-11-06,89.90,0.27,,60.58,42.50
1983-11-07,85.10,0.27,,48.63,27.95
1983-11-08,85.61,0.27,,47.61,20.80
1983-11-09,92.22,0.33,,38.01,33.22
1983-11-10,122.04,0.40,,44.62,37.70
1983-11-11,135.35,0.63,,54.84,31.73
1983-11-12,124.92,0.52,,42.97,29.05
1983-11-13,102.18,0.52,,40.06,31.25
1983-11-14,100.53,0.52,,42.10,31.80
1983-11-15,98.82,0.52,,46.58,33.22
1983-11-16,117.37,0.63,,53.50,35.89
1983-11-17,166.14,0.75,,50.20,35.26
1983-11-18,107.99,0.52,,47.06,30.94
1983-11-19,133.30,0.63,,35.97,29.60
1983-11-20,98.24,0.75,,42.26,23.47
1983-11-21,67.96,0.63,,40.06,16.55
1983-11-22,74.63,0.63,,33.14,16.08
1983-11-23,131.05,0.63,,37.62,29.68
1983-11-24,138.98,0.90,,38.25,32.28
1983-11-25,97.78,0.75,,43.91,20.33
1983-11-26,115.03,0.75,,39.19,20.40
1983-11-27,91.64,0.75,,44.70,28.11
1983-11-28,92.42,0.75,,45.01,26.14
1983-11-29,86.75,0.75,,36.68,17.10
1983-11-30,99.70,0.75,,29.37,24.10
1983-12-01,75.56,0.75,,33.61,14.66
1983-12-02,101.00,0.75,,29.60,14.27
1983-12-03,108.22,0.75,,32.28,25.04
1983-12-04,76.96,0.75,,38.09,14.82
1983-12-05,96.65,0.75,,36.91,19.38
1983-12-06,142.83,0.75,,37.86,27.09
1983-12-07,161.66,0.75,,39.12,35.03
1983-12-08,160.22,0.75,,38.88,30.15
1983-12-09,162.01,0.75,,38.72,31.73
1983-12-10,189.94,0.75,,43.52,31.10
1983-12-11,226.04,0.90,,36.99,31.02
1983-12-12,168.57,0.90,,37.46,28.50
1983-12-13,156.67,0.75,,41.79,33.53
1983-12-14,219.67,0.90,,37.70,32.98
1983-12-15,140.64,0.90,,39.43,22.76
1983-12-16,101.44,0.90,,30.94,17.49
1983-12-17,88.55,0.75,,28.97,15.69
1983-12-18,116.13,0.75,,30.70,23.55
1983-12-19,96.53,0.75,,32.28,16.32
1983-12-20,62.35,0.63,,24.89,11.91
1983-12-21,62.75,0.63,,14.51,4.68
1983-12-22,48.98,0.52,,12.46,-3.65
1983-12-23,41.81,0.33,,5.54,-7.03
1983-12-24,83.99,0.33,,15.61,3.11
1983-12-25,119.41,0.33,,24.57,13.56
1983-12-26,120.42,0.33,,30.47,17.65
1983-12-27,113.99,0.33,,33.61,5.23
1983-12-28,86.03,0.33,,17.42,-7.74
1983-12-29,135.36,0.40,,22.29,15.77
1983-12-30,133.06,0.52,,32.12,19.38
1983-12-31,84.82,0.63,,31.10,17.89
1984-01-01,92.46,0.63,,23.16,7.67
1984-01-02,107.16,0.75,,26.30,17.65
1984-01-03,108.00,0.75,,33.53,22.92
1984-01-04,108.47,0.75,,33.22,22.13
1984-01-05,123.82,0.90,,33.61,26.77
1984-01-06,110.21,0.90,,34.79,30.07
1984-01-07,103.38,0.90,,33.45,29.21
1984-01-08,111.72,1.10,,31.33,25.91
1984-01-09,131.02,94.00,,29.37,19.93
1984-01-10,110.98,148.00,,35.34,24.57
1984-01-11,98.29,150.00,,35.97,15.06
1984-01-12,134.61,142.00,,33.93,11.83
1984-01-13,106.89,129.00,,30.47,9.87
1984-01-14,77.52,129.00,,28.82,3.97
1984-01-15,77.86,129.00,,24.73,-2.08
1984-01-16,70.84,129.00,,17.26,-7.27
1984-01-17,74.35,129.00,,17.65,-16.15
1984-01-18,74.36,129.00,,14.19,-11.59
1984-01-19,80.28,131.00,,17.73,-5.93
1984-01-20,100.10,129.00,,13.17,-8.92
1984-01-21,119.00,119.00,,20.01,3.58
1984-01-22,129.38,86.00,,24.18,12.62
1984-01-23,158.35,86.00,,40.61,11.28
1984-01-24,188.05,86.00,,46.43,36.05
1984-01-25,299.10,86.00,,47.76,33.14
1984-01-26,255.91,115.00,,39.82,25.28
1984-01-27,205.23,138.00,,45.64,23.63
1984-01-28,182.76,138.00,,46.19,19.30
1984-01-29,183.07,138.00,,43.83,17.97
1984-01-30,153.03,138.00,,30.07,19.30
1984-01-31,152.77,138.00,,26.30,19.07
1984-02-01,117.93,60.00,,32.12,19.15
1984-02-02,140.86,2.70,,37.46,13.64
1984-02-03,119.81,2.70,,31.10,17.81
1984-02-04,120.75,2.70,,30.94,18.60
1984-02-05,136.21,2.70,,28.66,19.62
1984-02-06,122.13,2.70,,35.03,19.30
1984-02-07,123.05,2.70,,30.07,14.74
1984-02-08,123.64,2.70,,30.00,24.18
1984-02-09,147.36,2.70,,33.30,25.59
1984-02-10,125.53,2.70,,41.71,22.05
1984-02-11,118.35,2.70,,31.73,17.97
1984-02-12,142.41,2.70,,37.07,30.23
1984-02-13,222.48,3.20,,43.83,33.45
1984-02-14,268.92,3.60,,38.64,25.04
1984-02-15,257.78,4.60,,35.58,28.74
1984-02-16,214.20,4.60,,41.16,30.31
1984-02-17,169.57,5.10,,42.10,16.24
1984-02-18,147.26,5.10,,35.81,9.08
1984-02-19,140.07,5.10,,34.24,7.82
1984-02-20,180.61,4.60,,28.66,19.70
1984-02-21,193.56,4.60,,35.81,14.35
1984-02-22,169.97,4.10,,35.26,10.73
1984-02-23,163.45,4.10,,41.79,21.74
1984-02-24,180.02,3.60,,40.37,25.04
1984-02-25,125.14,4.10,,42.81,27.01
1984-02-26,134.46,4.60,,39.35,12.62
1984-02-27,135.42,4.60,,33.38,24.57
1984-02-28,151.97,4.10,,36.76,24.89
1984-02-29,161.26,4.10,,41.87,22.61
1984-03-01,154.17,4.10,,51.77,30.78
1984-03-02,195.42,4.60,,45.64,26.85
1984-03-03,185.05,5.10,,45.64,24.73
1984-03-04,170.41,5.60,,44.54,18.60
1984-03-05,188.23,5.60,,48.24,18.20
1984-03-06,232.30,5.60,,48.71,27.40
1984-03-07,284.94,6.10,,51.69,25.36
1984-03-08,366.23,6.10,,49.02,29.92
1984-03-09,708.81,6.70,,,
1984-03-10,689.08,7.20,,49.26,31.02
1984-03-11,761.54,7.80,,48.79,27.48
1984-03-12,807.02,153.00,,55.70,32.51
1984-03-13,937.70,554.00,,40.14,30.15
1984-03-14,1558.33,1020.00,,50.52,36.29
1984-03-15,1319.40,1310.00,,46.35,35.11
1984-03-16,1005.14,1220.00,,51.46,35.34
1984-03-17,993.08,1160.00,,48.08,31.25
1984-03-18,793.78,1070.00,,49.18,28.58
1984-03-19,975.04,1030.00,,57.75,36.36
1984-03-20,1251.28,1040.00,,60.50,36.44
1984-03-21,1483.45,1150.00,,48.00,34.95
1984-03-22,1032.07,1190.00,,55.31,33.85
1984-03-23,1005.25,1190.00,,54.37,32.28
1984-03-24,923.34,1180.00,,48.86,31.33
1984-03-25,833.44,1160.00,,43.83,29.21
1984-03-26,828.74,1080.00,,46.82,32.51
1984-03-27,741.09,990.00,,52.17,31.88
1984-03-28,686.06,891.00,,48.00,30.78
1984-03-29,610.92,620.00,,48.79,34.48
1984-03-30,606.72,824.00,,55.23,26.54
1984-03-31,625.95,635.00,,53.74,35.89
1984-04-01,608.39,518.00,,54.92,37.23
1984-04-02,639.75,522.00,,53.82,30.31
1984-04-03,630.71,522.00,,56.33,29.52
1984-04-04,667.23,526.00,,48.71,41.79
1984-04-05,743.34,530.00,,55.47,37.23
1984-04-06,776.06,534.00,,47.45,29.05
1984-04-07,754.98,538.00,,55.47,25.91
1984-04-08,1022.14,546.00,,47.68,33.30
1984-04-09,860.51,554.00,,45.80,26.77
1984-04-10,764.14,558.00,,50.04,33.38
1984-04-11,689.83,562.00,,50.36,29.21
1984-04-12,657.77,566.00,,55.08,35.73
1984-04-13,639.69,566.00,,61.99,29.92
1984-04-14,685.84,566.00,,70.33,40.37
1984-04-15,830.18,570.00,,78.35,49.96
1984-04-16,1019.92,578.00,,74.81,43.20
1984-04-17,1087.98,716.00,,54.52,40.69
1984-04-18,1174.52,1040.00,,54.37,37.07
1984-04-19,1137.90,1330.00,,49.34,35.34
1984-04-20,979.16,1170.00,,56.80,33.22
1984-04-21,936.95,1070.00,,65.61,30.15
1984-04-22,946.70,1060.00,,67.58,34.16
1984-04-23,928.09,1060.00,,59.79,40.06
1984-04-24,863.87,995.00,,41.79,34.01
1984-04-25,802.90,887.00,,45.40,30.78
1984-04-26,722.66,797.00,,48.16,36.21
1984-04-27,647.40,666.00,,55.31,26.14
1984-04-28,564.69,574.00,,54.92,24.65
1984-04-29,593.91,566.00,,53.58,28.97
1984-04-30,541.66,458.00,,51.46,38.72
1984-05-01,689.51,446.00,,49.89,35.97
1984-05-02,741.00,675.00,,59.40,43.60
1984-05-03,658.61,734.00,,58.46,39.04
1984-05-04,623.39,614.00,,55.08,37.39
1984-05-05,613.41,538.00,,51.77,33.45
1984-05-06,604.17,538.00,,56.10,32.04
1984-05-07,559.01,474.00,,65.14,31.73
1984-05-08,564.64,422.00,,71.59,37.62
1984-05-09,592.26,430.00,,62.15,45.40
1984-05-10,669.18,506.00,,59.64,44.54
1984-05-11,759.17,653.00,,67.26,48.55
1984-05-12,810.69,801.00,,71.90,42.42
1984-05-13,876.89,819.00,,81.02,47.21
1984-05-14,862.09,833.00,,65.37,46.03
1984-05-15,920.26,930.00,,52.95,40.29
1984-05-16,849.78,985.00,,59.79,30.39
1984-05-17,722.75,915.00,,67.34,44.07
1984-05-18,658.87,869.00,,74.57,41.87
1984-05-19,623.43,747.00,,77.32,48.63
1984-05-20,607.06,711.00,,63.80,48.24
1984-05-21,662.43,653.00,,59.79,40.61
1984-05-22,678.59,622.00,,77.72,39.43
1984-05-23,622.00,622.00,,62.86,49.10
1984-05-24,666.40,562.00,,61.36,43.83
1984-05-25,623.18,490.00,,66.00,44.54
1984-05-26,662.41,490.00,,70.17,42.97
1984-05-27,618.93,494.00,,73.32,37.70
1984-05-28,600.30,494.00,,82.67,46.43
1984-05-29,618.17,502.00,,91.32,51.14
1984-05-30,695.30,598.00,,80.15,49.81
1984-05-31,676.47,644.00,,63.49,34.01
1984-06-01,730.47,698.00,,67.58,35.58
1984-06-02,811.47,779.00,,63.64,49.02
1984-06-03,720.46,774.00,,68.83,39.35
1984-06-04,621.46,675.00,,60.11,49.65
1984-06-05,452.46,506.00,,63.57,43.44
1984-06-06,408.46,462.00,,60.34,45.17
1984-06-07,520.32,462.00,,57.91,44.30
1984-06-08,491.20,462.00,,61.92,39.51
1984-06-09,423.09,462.00,,55.63,34.87
1984-06-10,428.83,458.00,,64.51,43.28
1984-06-11,416.86,446.00,,63.88,39.74
1984-06-12,403.69,394.00,,65.69,42.50
1984-06-13,362.31,372.00,,72.37,44.85
1984-06-14,396.26,406.00,,79.53,46.11
1984-06-15,344.31,354.00,,83.14,49.81
1984-06-16,314.12,285.00,,79.29,44.38
1984-06-17,370.27,273.00,,80.08,42.18
1984-06-18,366.05,288.00,,82.83,49.96
1984-06-19,299.20,387.00,,79.60,56.18
1984-06-20,311.33,360.00,,67.50,46.19
1984-06-21,359.19,330.00,,59.01,40.37
1984-06-22,385.47,327.00,,73.32,37.78
1984-06-23,339.77,330.00,,82.36,48.31
1984-06-24,320.23,330.00,,90.53,52.87
1984-06-25,288.01,327.00,,90.14,57.83
1984-06-26,271.63,330.00,,87.39,55.00
1984-06-27,320.30,330.00,,87.70,53.90
1984-06-28,307.55,327.00,,96.27,60.81
1984-06-29,201.22,327.00,,74.49,58.93
1984-06-30,275.70,324.00,,82.04,48.47
1984-07-01,266.13,324.00,,90.14,48.86
1984-07-02,193.29,324.00,,82.43,53.03
1984-07-03,234.08,324.00,,89.51,51.46
1984-07-04,219.33,321.00,,93.91,54.37
1984-07-05,200.68,318.00,,95.25,59.56
1984-07-06,122.52,321.00,,86.05,64.59
1984-07-07,166.18,354.00,,86.76,51.85
1984-07-08,142.17,366.00,,85.27,55.70
1984-07-09,159.39,363.00,,85.74,61.29
1984-07-10,157.55,360.00,,89.75,54.60
1984-07-11,135.42,357.00,,93.44,57.67
1984-07-12,101.93,354.00,,89.90,53.90
1984-07-13,104.39,354.00,,88.41,49.89
1984-07-14,139.72,351.00,,93.05,52.24
1984-07-15,117.44,345.00,,98.16,53.82
1984-07-16,107.31,342.00,,99.97,60.03
1984-07-17,118.24,342.00,,98.08,64.20
1984-07-18,64.61,357.00,,89.12,69.86
1984-07-19,110.00,381.00,,91.95,57.67
1984-07-20,72.39,378.00,,85.82,61.68
1984-07-21,66.99,360.00,,85.42,58.46
1984-07-22,119.37,348.00,,84.71,56.96
1984-07-23,95.34,348.00,,86.84,68.52
1984-07-24,155.07,345.00,,92.50,62.86
1984-07-25,116.79,348.00,,97.14,63.72
1984-07-26,79.60,348.00,,98.24,57.59
1984-07-27,81.62,348.00,,94.39,63.09
1984-07-28,70.85,351.00,,81.49,65.22
1984-07-29,129.42,348.00,,87.70,57.36
1984-07-30,87.67,354.00,,92.81,61.84
1984-07-31,65.31,345.00,,87.07,63.41
1984-08-01,96.79,336.00,,92.34,54.37
1984-08-02,106.10,339.00,,92.18,54.84
1984-08-03,75.46,339.00,,92.81,62.07
1984-08-04,62.34,339.00,,93.21,62.39
1984-08-05,86.73,336.00,,85.82,56.57
1984-08-06,66.79,321.00,,84.01,53.03
1984-08-07,94.90,315.00,,91.24,50.28
1984-08-08,77.39,333.00,,97.14,59.08
1984-08-09,49.68,342.00,,101.30,63.64
1984-08-10,64.21,345.00,,93.28,66.32
1984-08-11,60.56,345.00,,93.28,59.95
1984-08-12,38.69,342.00,,90.06,63.09
1984-08-13,67.90,342.00,,85.74,49.02
1984-08-14,56.69,342.00,,89.51,59.40
1984-08-15,65.53,339.00,,91.48,58.46
1984-08-16,46.87,339.00,,91.63,61.36
1984-08-17,62.60,321.00,,90.85,53.19
1984-08-18,58.58,306.00,,90.30,56.10
1984-08-19,37.89,306.00,,85.97,57.83
1984-08-20,62.78,306.00,,86.84,47.06
1984-08-21,62.86,303.00,,91.63,49.89
1984-08-22,70.23,300.00,,91.16,59.32
1984-08-23,52.25,300.00,,86.13,53.50
1984-08-24,59.54,297.00,,84.01,49.73
1984-08-25,53.90,297.00,,88.96,49.89
1984-08-26,54.31,294.00,,89.83,53.74
1984-08-27,43.74,294.00,,88.72,51.85
1984-08-28,58.16,291.00,,86.76,52.80
1984-08-29,75.80,285.00,,89.98,52.01
1984-08-30,98.28,285.00,,74.18,59.87
1984-08-31,162.22,285.00,,66.48,51.62
1984-09-01,104.67,282.00,,74.18,43.28
1984-09-02,93.31,282.00,,82.99,50.59
1984-09-03,82.41,282.00,,84.56,54.13
1984-09-04,73.02,270.00,,88.02,49.10
1984-09-05,51.53,233.00,,86.60,54.29
1984-09-06,52.01,193.00,,67.10,48.79
1984-09-07,86.71,182.00,,71.59,53.19
1984-09-08,96.04,173.00,,84.87,50.52
1984-09-09,75.68,173.00,,82.99,47.68
1984-09-10,76.18,173.00,,77.01,42.57
1984-09-11,75.01,171.00,,71.19,47.84
1984-09-12,69.32,171.00,,71.82,39.59
1984-09-13,76.22,171.00,,78.98,42.26
1984-09-14,64.50,171.00,,76.30,42.02
1984-09-15,96.24,171.00,,84.16,44.54
1984-09-16,78.25,171.00,,87.07,48.47
1984-09-17,85.00,171.00,,91.40,48.79
1984-09-18,79.33,171.00,,93.21,54.29
1984-09-19,74.06,171.00,,88.80,53.03
1984-09-20,55.81,182.00,,70.56,53.11
1984-09-21,65.08,182.00,,64.27,39.82
1984-09-22,58.79,184.00,,60.74,36.36
1984-09-23,66.20,184.00,,55.31,35.97
1984-09-24,85.65,184.00,,58.93,30.31
1984-09-25,84.28,182.00,,57.83,28.66
1984-09-26,89.44,150.00,,70.09,29.76
1984-09-27,77.54,156.00,,69.93,41.79
1984-09-28,87.16,159.00,,69.23,36.13
1984-09-29,75.55,159.00,,71.66,32.43
1984-09-30,93.96,159.00,,69.86,36.13
1984-10-01,84.43,161.00,,76.85,41.55
1984-10-02,85.04,161.00,,80.23,37.39
1984-10-03,86.39,162.00,,79.37,37.07
1984-10-04,82.23,163.00,,74.65,39.67
1984-10-05,80.30,163.00,,71.04,44.38
1984-10-06,91.20,163.00,,72.37,41.71
1984-10-07,85.54,163.00,,80.63,39.12
1984-10-08,86.20,163.00,,83.06,42.50
1984-10-09,80.72,163.00,,72.21,43.75
1984-10-10,93.45,175.00,,74.26,38.09
1984-10-11,54.92,182.00,,58.06,36.05
1984-10-12,96.08,182.00,,46.35,28.82
1984-10-13,91.21,182.00,,53.03,37.46
1984-10-14,97.57,182.00,,50.12,32.04
1984-10-15,86.66,165.00,,49.57,27.72
1984-10-16,95.17,134.00,,46.11,24.41
1984-10-17,100.89,112.00,,45.72,26.69
1984-10-18,99.90,111.00,,45.17,23.31
1984-10-19,89.45,34.00,,49.65,26.38
1984-10-20,84.13,0.21,,46.74,34.48
1984-10-21,84.61,0.18,,49.57,27.09
1984-10-22,85.25,0.17,,53.19,20.80
1984-10-23,86.03,0.16,,49.73,21.19
1984-10-24,86.53,0.14,,60.81,38.57
1984-10-25,99.01,0.13,,60.19,29.21
1984-10-26,82.06,0.13,,55.23,35.03
1984-10-27,82.67,0.13,,46.98,31.73
1984-10-28,107.28,0.13,,45.96,35.42
1984-10-29,96.07,0.13,,50.59,29.37
1984-10-30,75.81,0.13,,46.43,21.74
1984-10-31,81.04,0.13,,46.58,26.54
1984-11-01,81.59,0.13,,47.68,26.77
1984-11-02,123.59,0.13,,57.43,39.04
1984-11-03,106.82,0.13,,49.96,31.17
1984-11-04,95.73,0.13,,52.09,24.65
1984-11-05,96.64,0.13,,46.58,29.29
1984-11-06,91.14,0.13,,55.78,34.63
1984-11-07,91.79,0.13,41.52,51.69,35.97
1984-11-08,86.44,0.13,39.21,42.02,36.91
1984-11-09,105.57,0.13,36.40,43.83,26.38
1984-11-10,125.34,0.13,35.32,40.37,33.14
1984-11-11,129.02,0.13,35.66,38.49,32.75
1984-11-12,114.36,0.13,40.28,46.19,35.89
1984-11-13,121.45,0.13,41.27,48.00,36.05
1984-11-14,97.96,0.13,37.07,45.17,29.37
1984-11-15,86.47,0.14,32.62,37.39,26.69
1984-11-16,99.33,0.15,36.37,49.65,28.74
1984-11-17,87.68,0.17,34.36,49.49,22.37
1984-11-18,100.74,0.18,39.15,49.41,32.75
1984-11-19,95.14,0.20,34.62,40.29,29.52
1984-11-20,115.20,0.21,37.01,39.67,34.71
1984-11-21,96.62,0.23,37.27,45.48,30.86
1984-11-22,77.95,0.24,32.12,38.57,25.04
1984-11-23,110.28,0.25,35.25,38.49,33.45
1984-11-24,95.38,0.27,34.54,42.18,25.91
1984-11-25,76.97,0.28,29.96,39.98,23.00
1984-11-26,64.36,0.30,26.58,38.25,16.39
1984-11-27,136.08,0.31,28.94,30.78,26.46
1984-11-28,84.84,0.32,36.17,42.57,28.50
1984-11-29,111.64,0.32,32.92,36.44,27.48
1984-11-30,119.30,0.33,35.26,43.52,27.09
1984-12-01,80.01,0.35,24.84,36.29,14.19
1984-12-02,53.84,0.38,20.25,28.50,10.18
1984-12-03,60.61,0.40,22.37,31.25,13.33
1984-12-04,47.53,0.41,17.85,32.51,7.59
1984-12-05,47.69,0.42,16.25,31.73,4.68
1984-12-06,47.84,0.43,16.75,31.02,4.84
1984-12-07,68.27,0.44,17.54,32.67,7.75
1984-12-08,89.30,0.46,20.25,30.70,8.85
1984-12-09,124.17,0.47,31.55,38.96,27.79
1984-12-10,140.04,0.48,32.66,39.74,28.74
1984-12-11,94.35,0.50,24.00,31.17,13.49
1984-12-12,121.83,0.51,27.16,39.12,18.60
1984-12-13,88.67,0.52,21.09,37.15,10.81
1984-12-14,96.20,0.54,16.20,23.08,6.65
1984-12-15,89.73,0.55,20.50,25.12,11.60
1984-12-16,83.46,0.56,10.14,27.56,-5.54
1984-12-17,90.70,0.58,11.36,22.53,-2.71
1984-12-18,77.38,0.59,14.71,23.78,-0.35
1984-12-19,63.54,0.60,-0.29,19.38,-12.07
1984-12-20,63.95,0.62,1.97,13.96,-11.83
1984-12-21,113.68,0.64,18.23,31.02,4.44
1984-12-22,114.64,0.65,34.05,39.12,26.30
1984-12-23,122.43,0.67,36.84,41.87,32.90
1984-12-24,78.16,0.69,27.63,41.08,16.16
1984-12-25,77.24,0.70,20.11,30.47,12.07
1984-12-26,91.79,0.71,20.84,26.85,14.98
1984-12-27,113.36,0.72,27.89,39.98,17.26
1984-12-28,85.80,0.74,27.83,32.90,18.60
1984-12-29,107.50,0.76,30.69,35.03,28.58
1984-12-30,101.02,0.78,34.21,40.61,28.42
1984-12-31,65.65,0.80,22.53,34.71,10.03
1985-01-01,58.63,0.80,11.75,25.51,1.69
1985-01-02,58.67,0.82,14.35,34.24,4.68
1985-01-03,73.64,0.83,13.33,29.21,2.48
1985-01-04,66.63,0.84,13.36,32.12,1.93
1985-01-05,88.74,0.85,18.11,28.34,11.60
1985-01-06,119.01,0.87,21.87,30.62,15.53
1985-01-07,104.68,0.88,27.76,34.08,22.53
1985-01-08,83.02,0.89,27.17,38.33,15.14
1985-01-09,75.71,0.90,15.41,32.12,5.23
1985-01-10,74.69,0.91,16.85,23.16,8.77
1985-01-11,58.77,0.92,15.86,22.37,10.26
1985-01-12,66.43,0.93,16.42,21.19,11.60
1985-01-13,66.69,0.95,18.77,23.55,13.64
1985-01-14,66.74,0.96,18.14,25.04,11.76
1985-01-15,81.93,1.00,16.22,30.78,6.88
1985-01-16,97.04,1.10,19.50,35.42,8.14
1985-01-17,82.81,1.10,19.43,34.40,9.95
1985-01-18,98.05,1.20,20.08,30.39,10.18
1985-01-19,106.22,1.20,23.63,38.33,10.89
1985-01-20,99.19,1.30,31.61,43.44,18.91
1985-01-21,69.55,1.40,22.83,34.16,15.77
1985-01-22,100.31,1.40,26.37,31.73,16.87
1985-01-23,77.76,1.50,27.74,31.65,23.31
1985-01-24,78.31,1.60,27.40,30.94,24.02
1985-01-25,70.72,1.60,22.72,28.19,10.81
1985-01-26,55.78,1.70,13.63,30.47,3.42
1985-01-27,79.32,1.80,14.79,30.15,2.71
1985-01-28,87.22,1.80,22.87,34.79,12.70
1985-01-29,78.66,1.90,21.56,39.43,9.71
1985-01-30,61.85,1.90,12.22,30.23,-0.27
1985-01-31,54.46,2.00,14.79,29.92,3.66
1985-02-01,69.81,2.00,9.10,14.43,3.50
1985-02-02,85.15,2.10,12.33,22.45,3.11
1985-02-03,55.26,2.10,7.82,21.35,-6.48
1985-02-04,78.35,2.20,-2.24,12.07,-17.26
1985-02-05,93.89,2.30,13.72,23.39,3.66
1985-02-06,71.41,2.30,14.42,25.67,2.32
1985-02-07,133.37,2.40,26.68,41.95,15.61
1985-02-08,72.27,2.50,31.95,38.17,25.20
1985-02-09,64.43,10.00,26.11,35.81,18.75
1985-02-10,104.40,50.00,22.54,33.30,12.78
1985-02-11,119.05,80.00,28.72,32.75,25.12
1985-02-12,90.00,90.00,33.43,48.86,23.08
1985-02-13,92.00,92.00,28.46,40.84,18.05
1985-02-14,85.20,93.00,30.27,33.22,28.11
1985-02-15,94.00,94.00,31.23,40.84,24.57
1985-02-16,77.37,93.00,26.36,39.12,15.84
1985-02-17,76.39,92.00,23.29,38.41,11.52
