date,qu,fb,mm,mx,mn,af,qd
1983-02-03,312.04,6754.59,,20.72,-19.77,497083.59,545.00
1983-02-04,346.87,6754.56,,18.91,-24.25,496680.69,550.00
1983-02-05,287.23,6754.55,,20.17,-24.17,496159.50,550.00
1983-02-06,902.27,6754.58,,19.85,-24.33,496858.22,550.00
1983-02-07,1015.90,6754.62,,26.61,7.35,497782.31,550.00
1983-02-08,663.63,6754.63,,26.93,-1.61,498007.69,550.00
1983-02-09,1010.91,6754.67,,31.25,24.10,498931.81,545.00
1983-02-10,1010.90,6754.71,,36.99,6.72,499855.91,545.00
1983-02-11,431.36,6754.70,,33.38,-4.52,499630.50,545.00
1983-02-12,-273.17,6754.63,,40.37,17.02,498007.69,545.00
1983-02-13,545.00,6754.63,,35.18,28.27,498007.69,545.00
1983-02-14,431.37,6754.62,,42.65,11.99,497782.31,545.00
1983-02-15,658.63,6754.63,,38.25,4.68,498007.69,545.00
1983-02-16,1010.91,6754.67,,33.61,20.48,498931.81,545.00
1983-02-17,897.26,6754.70,,33.14,4.76,499630.50,545.00
1983-02-18,546.00,6754.70,,40.45,27.56,499630.50,546.00
1983-02-19,658.64,6754.71,,38.57,9.08,499855.91,545.00
1983-02-20,198.42,6754.68,,36.68,4.52,499168.47,545.00
1983-02-21,545.00,6754.68,,32.98,7.12,499168.47,545.00
1983-02-22,425.68,6754.67,,39.59,22.84,498931.81,545.00
1983-02-23,409.36,6754.66,,46.11,12.93,498706.41,523.00
1983-02-24,249.04,6754.64,,49.41,3.81,498244.34,482.00
1983-02-25,594.64,6754.65,,43.60,4.92,498469.75,481.00
1983-02-26,248.04,6754.63,,39.67,15.77,498007.69,481.00
1983-02-27,600.31,6754.64,,30.15,0.83,498244.34,481.00
1983-02-28,1179.86,6754.70,,36.84,19.30,499630.50,481.00
1983-03-01,713.96,6754.72,,38.33,24.57,500092.56,481.00
1983-03-02,486.00,6754.72,,44.78,29.05,500092.56,486.00
1983-03-03,486.00,6754.72,,50.36,28.66,500092.56,486.00
1983-03-04,484.00,6754.72,,47.37,16.87,500092.56,484.00
1983-03-05,363.75,6754.71,,40.61,27.32,499860.00,481.00
1983-03-06,598.25,6754.72,,40.29,22.37,500092.56,481.00
1983-03-07,363.75,6754.71,,31.96,10.58,499860.00,481.00
1983-03-08,831.21,6754.74,,45.17,16.94,500554.63,481.00
1983-03-09,481.00,6754.74,,45.88,22.76,500554.63,481.00
1983-03-10,481.00,6754.74,,50.12,12.70,500554.63,481.00
1983-03-11,481.00,6754.74,,50.59,17.89,500554.63,481.00
1983-03-12,481.00,6754.74,,42.26,27.32,500554.63,481.00
1983-03-13,942.21,6754.78,,38.88,31.96,501467.44,482.00
1983-03-14,485.00,6754.78,,42.89,18.12,501467.44,485.00
1983-03-15,370.37,6754.77,,37.78,12.78,501242.06,484.00
1983-03-16,716.94,6754.79,,35.34,21.03,501704.09,484.00
1983-03-17,507.00,6754.79,,32.28,12.23,501704.09,507.00
1983-03-18,647.64,6754.80,,35.11,18.28,501929.50,534.00
1983-03-19,535.00,6754.80,,34.32,12.62,501929.50,535.00
1983-03-20,534.00,6754.80,,32.59,-5.93,501929.50,534.00
1983-03-21,535.00,6754.80,,34.16,-10.97,501929.50,535.00
1983-03-22,535.00,6754.80,,39.51,-1.30,501929.50,535.00
1983-03-23,304.04,6754.78,,42.65,9.32,501467.44,537.00
1983-03-24,535.00,6754.78,,42.02,10.26,501467.44,535.00
1983-03-25,654.31,6754.79,,37.54,20.48,501704.09,535.00
1983-03-26,301.06,6754.77,,42.97,9.16,501242.06,534.00
1983-03-27,535.00,6754.77,,36.13,7.12,501242.06,535.00
1983-03-28,412.69,6754.76,,39.51,16.47,501005.41,532.00
1983-03-29,416.36,6754.75,,36.52,8.30,500780.00,530.00
1983-03-30,1238.86,6754.81,,39.82,29.76,502166.16,540.00
1983-03-31,653.62,6754.82,,45.96,23.23,502391.53,540.00
1983-04-01,540.00,6754.82,,43.91,12.62,502391.53,540.00
1983-04-02,426.38,6754.81,,34.08,15.45,502166.16,540.00
1983-04-03,774.96,6754.83,,35.03,13.49,502628.22,542.00
1983-04-04,422.67,6754.82,,26.69,-0.67,502391.53,542.00
1983-04-05,426.38,6754.81,,38.96,-3.42,502166.16,540.00
1983-04-06,307.04,6754.79,,38.80,-6.09,501704.09,540.00
1983-04-07,420.69,6754.78,,42.42,0.36,501467.44,540.00
1983-04-08,540.00,6754.78,,46.90,23.31,501467.44,540.00
1983-04-09,426.37,6754.77,,43.12,16.47,501242.06,540.00
1983-04-10,653.63,6754.78,,37.94,27.56,501467.44,540.00
1983-04-11,426.37,6754.77,,41.40,25.51,501242.06,540.00
1983-04-12,653.63,6754.78,,31.49,21.27,501467.44,540.00
1983-04-13,193.42,6754.75,,40.92,15.06,500780.00,540.00
1983-04-14,307.04,6754.73,,40.84,15.37,500317.94,540.00
1983-04-15,426.37,6754.72,,45.80,7.90,500092.56,540.00
1983-04-16,307.04,6754.70,,47.29,13.72,499630.50,540.00
1983-04-17,420.68,6754.69,,55.63,18.52,499393.84,540.00
1983-04-18,540.00,6754.69,,55.86,18.12,499393.84,540.00
1983-04-19,545.00,6754.69,,54.05,27.48,499393.84,545.00
1983-04-20,545.00,6754.69,,55.47,22.76,499393.84,545.00
1983-04-21,669.32,6754.70,,55.70,29.21,499630.50,550.00
1983-04-22,787.96,6754.72,,56.25,32.51,500092.56,555.00
1983-04-23,1015.23,6754.76,,58.30,26.69,501005.41,555.00
1983-04-24,1020.90,6754.80,,50.83,29.29,501929.50,555.00
1983-04-25,1135.21,6754.85,,39.90,25.28,503090.25,550.00
1983-04-26,1248.86,6754.91,,38.64,22.68,504476.41,550.00
1983-04-27,782.96,6754.93,,45.88,13.64,504938.47,550.00
1983-04-28,1015.90,6754.97,,50.59,26.77,505862.56,550.00
1983-04-29,1238.02,6755.01,,52.72,31.96,506776.97,777.00
1983-04-30,1121.95,6754.99,,46.35,31.57,506324.63,1350.00
1983-05-01,1117.04,6754.97,,57.12,26.14,505862.56,1350.00
1983-05-02,764.79,6754.92,,52.17,26.14,504701.81,1350.00
1983-05-03,1469.32,6754.93,,51.30,28.11,504938.47,1350.00
1983-05-04,1240.68,6754.92,,54.84,26.85,504701.81,1360.00
1983-05-05,1013.40,6754.89,,48.16,25.59,504014.34,1360.00
1983-05-06,997.75,6754.86,,38.96,31.65,503315.66,1350.00
1983-05-07,1236.36,6754.85,,55.31,31.25,503090.25,1350.00
1983-05-08,894.10,6754.81,,53.03,32.04,502166.16,1360.00
1983-05-09,1929.54,6754.86,,40.06,25.12,503315.66,1350.00
1983-05-10,1459.31,6754.87,,47.06,16.00,503552.31,1340.00
1983-05-11,1453.63,6754.88,,36.21,24.81,503777.69,1340.00
1983-05-12,1449.31,6754.89,,44.23,21.03,504014.34,1330.00
1983-05-13,977.75,6754.86,,42.57,14.82,503315.66,1330.00
1983-05-14,983.42,6754.83,,50.52,19.07,502628.22,1330.00
1983-05-15,977.73,6754.80,,48.16,20.64,501929.50,1330.00
1983-05-16,1340.00,6754.80,,44.46,29.92,501929.50,1340.00
1983-05-17,1053.42,6754.77,,56.96,27.95,501242.06,1400.00
1983-05-18,1340.00,6754.77,,49.65,29.13,501242.06,1340.00
1983-05-19,1107.04,6754.75,,56.80,33.45,500780.00,1340.00
1983-05-20,1453.64,6754.76,,61.60,32.20,501005.41,1340.00
1983-05-21,1925.21,6754.81,,57.67,30.70,502166.16,1340.00
1983-05-22,2261.79,6754.89,,64.04,27.40,504014.34,1330.00
1983-05-23,2834.77,6754.99,,71.35,27.87,506324.63,1670.00
1983-05-24,4165.44,6755.13,,75.60,30.23,509568.47,2530.00
1983-05-25,5251.83,6755.26,,76.30,30.78,512586.97,3730.00
1983-05-26,6532.09,6755.41,,77.95,33.61,516082.03,4770.00
1983-05-27,7848.25,6755.48,,,,517705.00,7030.00
1983-05-28,9018.00,6755.55,,81.73,36.44,519327.47,8200.00
1983-05-29,10127.53,6755.68,,76.77,37.94,522357.28,8600.00
1983-05-30,9812.55,6755.76,,57.75,36.99,524206.97,8880.00
1983-05-31,8745.57,6755.75,,64.20,28.89,523980.00,8860.00
1983-06-01,7990.87,6755.71,,65.06,32.12,523049.50,8460.00
1983-06-02,7124.56,6755.73,,70.72,32.28,523514.75,6890.00
1983-06-03,7505.67,6755.93,,62.39,39.98,528167.31,5160.00
1983-06-04,8925.06,6756.30,,54.92,38.49,536805.44,4570.00
1983-06-05,7906.51,6756.58,,66.71,30.55,543363.81,4600.00
1983-06-06,7423.13,6756.90,,67.34,40.37,550847.69,3650.00
1983-06-07,7729.44,6757.35,,72.53,33.77,561438.31,2390.00
1983-06-08,8111.28,6757.83,,71.82,34.95,572746.63,2410.00
1983-06-09,8512.52,6758.34,,67.34,39.67,584811.13,2430.00
1983-06-10,8362.02,6758.85,,73.87,36.76,596914.31,2260.00
1983-06-11,9096.05,6759.52,,50.36,39.12,612893.25,1040.00
1983-06-12,7752.00,6760.12,,55.78,31.41,627247.63,515.00
1983-06-13,5465.25,6760.53,,56.88,31.57,637096.06,500.00
1983-06-14,5254.88,6760.87,,64.59,28.97,645277.63,1130.00
1983-06-15,5401.57,6760.98,,66.71,32.43,647918.75,4070.00
1983-06-16,6035.24,6761.07,,65.14,34.71,650091.13,4940.00
1983-06-17,5994.58,6761.27,,76.54,32.28,654939.88,3550.00
1983-06-18,6592.73,6761.52,,62.15,41.00,660994.88,3540.00
1983-06-19,5879.35,6761.71,,62.62,29.92,665595.25,3560.00
1983-06-20,5400.44,6761.86,,61.36,38.96,669225.88,3570.00
1983-06-21,4792.29,6761.96,,61.29,38.72,671650.25,3570.00
1983-06-22,5053.21,6762.08,,79.21,31.10,674572.31,3580.00
1983-06-23,6170.74,6762.29,,79.84,37.46,679691.13,3590.00
1983-06-24,6426.83,6762.52,,77.01,45.09,685298.06,3600.00
1983-06-25,6382.90,6762.77,,77.48,36.68,691393.06,3310.00
1983-06-26,5956.83,6763.00,,78.43,39.04,697000.00,3130.00
1983-06-27,5866.79,6763.22,,68.28,41.63,702408.50,3140.00
1983-06-28,6108.60,6763.46,,59.16,35.50,708296.63,3140.00
1983-06-29,4957.35,6763.58,,69.31,39.67,711246.75,3470.00
1983-06-30,6648.60,6763.82,,70.17,42.18,717134.88,3680.00
1983-07-01,5790.09,6763.99,,61.99,46.27,721320.19,3680.00
1983-07-02,7038.38,6764.26,,62.78,44.38,727981.44,3680.00
1983-07-03,5177.00,6764.38,,62.07,37.31,730950.69,3680.00
1983-07-04,4067.30,6764.41,,74.42,32.04,731699.06,3690.00
1983-07-05,4468.50,6764.47,,83.30,35.58,733183.69,3720.00
1983-07-06,4251.00,6764.43,,80.63,48.08,732193.94,4750.00
1983-07-07,5921.73,6764.44,,82.91,44.93,732435.38,5800.00
1983-07-08,5098.77,6764.41,,82.12,47.06,731699.06,5470.00
1983-07-09,5738.03,6764.49,,79.29,45.25,733678.63,4740.00
1983-07-10,4392.91,6764.53,,57.83,40.29,734656.31,3900.00
1983-07-11,3650.50,6764.51,,71.74,34.08,734161.44,3900.00
1983-07-12,3360.28,6764.42,,81.18,37.46,731940.50,4480.00
1983-07-13,3752.52,6764.16,,85.66,45.80,725519.06,6990.00
1983-07-14,4104.18,6763.79,,86.52,44.38,716403.38,8700.00
1983-07-15,4199.20,6763.40,,64.51,36.84,706821.63,9030.00
1983-07-16,3023.97,6762.92,,66.00,30.78,695047.69,8960.00
1983-07-17,3472.43,6762.48,,77.64,36.60,684321.94,8880.00
1983-07-18,3166.33,6762.02,,81.73,38.33,673108.06,8820.00
1983-07-19,3121.85,6761.56,,85.34,46.11,661964.63,8740.00
1983-07-20,3202.69,6761.11,,79.68,48.00,651060.88,8700.00
1983-07-21,3496.78,6760.76,,81.81,36.21,642624.75,7750.00
1983-07-22,1935.76,6760.38,,66.63,48.94,633492.38,6540.00
1983-07-23,2788.97,6760.10,,70.09,41.63,626766.38,6180.00
1983-07-24,2479.42,6759.88,,80.94,42.26,621489.19,5140.00
1983-07-25,2018.64,6759.81,,68.36,46.58,619820.38,2860.00
1983-07-26,2526.44,6759.80,,54.76,51.22,619575.31,2650.00
1983-07-27,1847.55,6759.76,,,,618618.38,2330.00
1983-07-28,1613.44,6759.72,,,,617673.13,2090.00
1983-07-29,1688.79,6759.70,,,,617194.69,1930.00
1983-07-30,1656.45,6759.69,,,,616949.63,1780.00
1983-07-31,1297.54,6759.65,,,,615992.69,1780.00
1983-08-01,2021.21,6759.67,,,,616471.13,1780.00
1983-08-02,2021.24,6759.69,,,,616949.63,1780.00
1983-08-03,1840.19,6759.69,,81.41,58.30,616950.00,1840.00
1983-08-04,1447.36,6759.65,,84.24,47.84,615992.69,1930.00
1983-08-05,1631.09,6759.62,,91.00,48.31,615280.81,1990.00
1983-08-06,1045.09,6759.54,,91.87,48.71,613366.94,2010.00
1983-08-07,1286.52,6759.48,,88.57,48.39,611931.94,2010.00
1983-08-08,1470.39,6759.43,,86.05,52.48,610742.63,2070.00
1983-08-09,1745.52,6759.40,,83.46,53.90,610019.69,2110.00
1983-08-10,1108.31,6759.31,,88.25,53.58,607874.19,2190.00
1983-08-11,1158.34,6759.22,,79.05,54.21,605728.75,2240.00
1983-08-12,1433.47,6759.15,,75.83,45.64,604049.69,2280.00
1983-08-13,977.29,6759.04,,82.20,41.95,601426.13,2300.00
1983-08-14,850.32,6758.92,,83.22,45.17,598570.56,2290.00
1983-08-15,1402.37,6758.84,,73.79,47.21,596671.13,2360.00
1983-08-16,1722.33,6758.76,,67.89,51.69,594771.63,2680.00
1983-08-17,1409.39,6758.64,,61.60,49.57,591934.06,2840.00
1983-08-18,675.29,6758.46,,68.99,53.27,587660.25,2830.00
1983-08-19,1506.17,6758.35,,68.99,52.40,585054.31,2820.00
1983-08-20,1622.95,6758.25,,68.52,51.46,582680.00,2820.00
1983-08-21,1636.17,6758.14,,65.45,46.27,580074.06,2950.00
1983-08-22,1972.95,6758.04,,73.79,44.23,577699.75,3170.00
1983-08-23,1086.60,6757.86,,73.79,42.65,573448.38,3230.00
1983-08-24,726.04,6757.65,,73.08,37.70,568501.69,3220.00
1983-08-25,975.64,6757.47,,76.54,40.37,564268.25,3110.00
1983-08-26,1015.84,6757.30,,78.98,40.22,560253.38,3040.00
1983-08-27,1021.66,6757.13,,79.53,37.46,556250.06,3040.00
1983-08-28,768.68,6756.94,,80.15,36.52,551784.63,3020.00
1983-08-29,1015.34,6756.77,,73.39,39.19,547808.44,3020.00
1983-08-30,884.40,6756.59,,80.31,39.98,543592.38,3010.00
1983-08-31,759.13,6756.40,,81.10,39.90,539147.69,3000.00
1983-09-01,513.00,6756.19,,81.88,43.52,534234.63,2990.00
1983-09-02,1211.54,6756.04,,74.18,46.74,530726.94,2980.00
1983-09-03,855.68,6755.86,,74.34,39.82,526533.25,2970.00
1983-09-04,630.05,6755.66,,71.35,36.76,521892.03,2970.00
1983-09-05,734.48,6755.47,,69.93,41.08,517477.78,2960.00
1983-09-06,828.91,6755.29,,78.35,30.39,513290.50,2940.00
1983-09-07,115.22,6755.05,,76.62,40.92,507707.47,2930.00
1983-09-08,1376.90,6754.95,,65.06,44.15,505400.50,2540.00
1983-09-09,1287.06,6754.93,,64.12,36.21,504938.47,1520.00
1983-09-10,408.19,6754.85,,67.50,25.51,503090.25,1340.00
1983-09-11,641.14,6754.79,,70.09,44.93,501704.09,1340.00
1983-09-12,750.48,6754.74,,72.53,35.58,500554.63,1330.00
1983-09-13,1210.67,6754.73,,73.79,33.06,500317.94,1330.00
1983-09-14,398.20,6754.65,,72.61,38.64,498469.75,1330.00
1983-09-15,398.19,6754.57,,71.66,32.35,496621.53,1330.00
1983-09-16,621.16,6754.51,,74.73,30.70,495235.41,1320.00
1983-09-17,160.92,6754.41,,68.76,55.08,492936.41,1320.00
1983-09-18,258.87,6754.32,,67.58,51.38,490851.53,1310.00
1983-09-19,497.52,6754.25,,60.97,20.80,489240.00,1310.00
1983-09-20,611.14,6754.19,,49.34,11.83,487853.84,1310.00
1983-09-21,497.52,6754.12,,62.47,18.44,486242.31,1310.00
1983-09-22,714.77,6754.07,,67.81,24.65,485081.53,1300.00
1983-09-23,-206.48,6753.94,,70.56,32.35,482093.47,1300.00
1983-09-24,604.48,6753.89,,68.91,39.90,480951.94,1180.00
1983-09-25,617.33,6753.85,,71.90,32.04,480034.25,1080.00
1983-09-26,404.67,6753.83,,70.41,32.43,479575.41,636.00
1983-09-27,1115.51,6753.88,,50.91,41.47,480716.91,540.00
1983-09-28,1126.16,6753.93,,47.13,37.78,481869.63,545.00
1983-09-29,1234.02,6753.99,,58.93,38.41,483246.19,540.00
1983-09-30,1821.59,6754.10,,50.75,39.43,485780.25,544.00
1983-10-01,1238.86,6754.16,,50.04,36.68,487166.41,540.00
1983-10-02,1821.39,6754.27,,48.86,36.84,489702.06,543.00
1983-10-03,1319.48,6754.34,,44.23,30.78,491313.59,507.00
1983-10-04,971.90,6754.38,,54.13,29.29,492237.69,506.00
1983-10-05,1090.23,6754.43,,63.88,31.17,493398.47,505.00
1983-10-06,967.90,6754.47,,65.06,30.86,494322.56,502.00
1983-10-07,951.23,6754.51,,64.04,36.21,495235.41,491.00
1983-10-08,946.90,6754.55,,67.10,28.34,496159.50,481.00
1983-10-09,1301.17,6754.62,,49.18,31.17,497782.31,483.00
1983-10-10,1760.38,6754.73,,47.45,30.78,500317.94,482.00
1983-10-11,1035.60,6754.76,,52.48,28.19,501005.41,689.00
1983-10-12,1178.25,6754.79,,56.18,24.73,501704.09,826.00
1983-10-13,1291.92,6754.83,,53.42,27.87,502628.22,826.00
1983-10-14,1020.00,6754.83,,40.84,32.43,502628.22,1020.00
1983-10-15,1010.67,6754.82,,42.26,26.54,502391.53,1130.00
1983-10-16,1016.38,6754.81,,49.41,25.36,502166.16,1130.00
1983-10-17,767.73,6754.78,,53.27,24.65,501467.44,1120.00
1983-10-18,1006.37,6754.77,,42.50,24.10,501242.06,1120.00
1983-10-19,783.42,6754.74,,44.62,17.89,500554.63,1130.00
1983-10-20,1130.00,6754.74,,61.21,21.11,500554.63,1130.00
1983-10-21,826.67,6754.73,,62.94,23.63,500317.94,946.00
1983-10-22,718.37,6754.72,,63.80,25.51,500092.56,832.00
1983-10-23,1411.54,6754.77,,44.30,34.32,501242.06,832.00
1983-10-24,1020.00,6754.77,,50.99,23.08,501242.06,1020.00
1983-10-25,887.04,6754.75,,57.59,20.48,500780.00,1120.00
1983-10-26,887.04,6754.73,,61.76,23.00,500317.94,1120.00
1983-10-27,364.33,6754.67,,62.47,22.29,498819.09,1120.00
1983-10-28,364.33,6754.60,,40.61,22.92,497320.25,1120.00
1983-10-29,767.73,6754.57,,54.84,25.67,496621.53,1120.00
1983-10-30,654.10,6754.53,,47.37,22.45,495697.44,1120.00
1983-10-31,976.37,6754.52,,45.88,35.42,495472.06,1090.00
1983-11-01,748.04,6754.50,,53.90,36.99,495010.00,981.00
1983-11-02,1327.58,6754.53,,46.90,34.08,495697.44,981.00
1983-11-03,748.06,6754.51,,53.82,33.14,495235.41,981.00
1983-11-04,1013.31,6754.52,,54.92,29.21,495472.06,894.00
1983-11-05,1107.63,6754.53,,42.42,28.97,495697.44,994.00
1983-11-06,880.37,6754.52,,46.43,28.11,495472.06,994.00
1983-11-07,2754.29,6754.67,,42.81,29.37,498931.81,1010.00
1983-11-08,1310.00,6754.67,,29.68,12.15,498931.81,1310.00
1983-11-09,1010.46,6754.62,,29.52,7.67,497782.31,1590.00
1983-11-10,1137.73,6754.59,,39.74,23.08,497083.59,1490.00
1983-11-11,1420.00,6754.59,,34.95,30.55,497083.59,1420.00
1983-11-12,1187.04,6754.57,,44.54,23.55,496621.53,1420.00
1983-11-13,1885.92,6754.61,,31.02,17.81,497545.66,1420.00
1983-11-14,1187.04,6754.59,,36.13,14.66,497083.59,1420.00
1983-11-15,1187.04,6754.57,,29.84,11.36,496621.53,1420.00
1983-11-16,1187.06,6754.55,,33.45,10.97,496159.50,1420.00
1983-11-17,1542.27,6754.58,,33.22,30.23,496858.22,1190.00
1983-11-18,824.77,6754.53,,31.80,21.66,495697.44,1410.00
1983-11-19,1063.42,6754.50,,28.42,16.16,495010.00,1410.00
1983-11-20,1296.38,6754.49,,29.68,20.01,494784.63,1410.00
1983-11-21,944.08,6754.45,,22.84,6.65,493860.50,1410.00
1983-11-22,711.14,6754.39,,20.17,0.04,492474.34,1410.00
1983-11-23,1180.00,6754.39,,19.54,0.36,492474.34,1180.00
1983-11-24,928.64,6754.40,,28.03,18.99,492699.75,815.00
1983-11-25,1392.21,6754.45,,29.68,23.23,493860.50,807.00
1983-11-26,454.74,6754.42,,29.29,10.03,493161.81,807.00
1983-11-27,807.00,6754.42,,27.17,4.76,493161.81,807.00
1983-11-28,926.32,6754.43,,26.77,15.61,493398.47,807.00
1983-11-29,688.68,6754.42,,17.10,-0.74,493161.81,808.00
1983-11-30,574.04,6754.40,,11.52,-9.55,492699.75,807.00
1983-12-01,1393.21,6754.45,,25.28,11.13,493860.50,808.00
1983-12-02,574.06,6754.43,,28.97,11.91,493398.47,807.00
1983-12-03,1275.90,6754.47,,27.95,13.80,494322.56,810.00
1983-12-04,1158.58,6754.50,,25.28,13.56,495010.00,812.00
1983-12-05,810.00,6754.50,,17.34,-0.67,495010.00,810.00
1983-12-06,1505.86,6754.56,,22.61,11.76,496396.16,807.00
1983-12-07,1276.90,6754.60,,31.10,14.43,497320.25,811.00
1983-12-08,692.68,6754.59,,34.01,20.33,497083.59,812.00
1983-12-09,1046.96,6754.61,,32.75,19.93,497545.66,814.00
1983-12-10,932.31,6754.62,,32.90,26.06,497782.31,813.00
1983-12-11,1279.90,6754.66,,30.07,20.48,498706.41,814.00
1983-12-12,1279.90,6754.70,,29.52,9.95,499630.50,814.00
1983-12-13,814.00,6754.70,,21.50,11.28,499630.50,814.00
1983-12-14,814.00,6754.70,,21.66,15.92,499630.50,814.00
1983-12-15,814.00,6754.70,,19.07,8.14,499630.50,814.00
1983-12-16,694.68,6754.69,,23.86,10.58,499393.84,814.00
1983-12-17,701.38,6754.68,,31.17,-7.66,499168.47,815.00
1983-12-18,694.68,6754.67,,9.08,-9.94,498931.81,814.00
1983-12-19,814.00,6754.67,,17.34,-2.55,498931.81,814.00
1983-12-20,581.04,6754.65,,11.05,-10.42,498469.75,814.00
1983-12-21,583.04,6754.63,,1.77,-24.25,498007.69,816.00
1983-12-22,706.37,6754.62,,-4.99,-27.24,497782.31,820.00
1983-12-23,354.10,6754.58,,0.75,-29.60,496858.22,820.00
1983-12-24,700.67,6754.57,,0.12,-29.99,496621.53,820.00
1983-12-25,712.38,6754.56,,15.21,0.04,496396.16,826.00
1983-12-26,1058.96,6754.58,,25.75,13.72,496858.22,826.00
1983-12-27,706.67,6754.57,,24.81,-0.74,496621.53,826.00
1983-12-28,826.00,6754.57,,11.21,-23.39,496621.53,826.00
1983-12-29,826.00,6754.57,,6.02,-24.65,496621.53,826.00
1983-12-30,1291.92,6754.61,,25.51,3.97,497545.66,826.00
1983-12-31,593.04,6754.59,,33.61,12.70,497083.59,826.00
1984-01-01,826.00,6754.59,,30.31,5.54,497083.59,826.00
1984-01-02,712.38,6754.58,,23.39,6.33,496858.22,826.00
1984-01-03,706.67,6754.57,,27.01,7.43,496621.53,826.00
1984-01-04,593.06,6754.55,,33.85,21.43,496159.50,826.00
1984-01-05,826.00,6754.55,,31.17,25.04,496159.50,826.00
1984-01-06,826.00,6754.55,,34.56,19.15,496159.50,826.00
1984-01-07,246.46,6754.50,,28.34,15.61,495010.00,826.00
1984-01-08,593.04,6754.48,,27.24,5.23,494547.94,826.00
1984-01-09,593.06,6754.46,,25.99,2.09,494085.91,826.00
1984-01-10,826.00,6754.46,,17.49,6.17,494085.91,826.00
1984-01-11,593.04,6754.44,,27.32,4.76,493623.84,826.00
1984-01-12,593.06,6754.42,,21.35,5.86,493161.81,826.00
1984-01-13,826.00,6754.42,,21.98,4.76,493161.81,826.00
1984-01-14,479.40,6754.39,,18.36,-9.08,492474.34,826.00
1984-01-15,240.79,6754.34,,16.00,-16.55,491313.59,826.00
1984-01-16,832.00,6754.34,,13.41,-4.99,491313.59,832.00
1984-01-17,718.38,6754.33,,7.59,-26.93,491088.22,832.00
1984-01-18,246.77,6754.28,,-1.22,-35.73,489927.44,832.00
1984-01-19,599.06,6754.26,,7.75,-29.44,489465.41,832.00
1984-01-20,403.40,6754.23,,14.74,-31.33,488777.94,750.00
1984-01-21,381.06,6754.21,,17.02,-15.68,488315.91,614.00
1984-01-22,733.31,6754.22,,24.73,0.12,488552.56,614.00
1984-01-23,727.63,6754.23,,25.28,-3.65,488777.94,614.00
1984-01-24,614.00,6754.23,,32.04,15.84,488777.94,614.00
1984-01-25,1079.91,6754.27,,39.35,19.85,489702.06,614.00
1984-01-26,1073.90,6754.31,,37.94,8.37,490626.16,608.00
1984-01-27,255.73,6754.28,,31.80,9.63,489927.44,608.00
1984-01-28,840.96,6754.30,,40.53,8.69,490389.50,608.00
1984-01-29,261.42,6754.27,,35.81,-6.88,489702.06,608.00
1984-01-30,375.04,6754.25,,28.66,-10.81,489240.00,608.00
1984-01-31,840.96,6754.27,,33.30,-12.70,489702.06,608.00
1984-02-01,142.09,6754.23,,36.99,-9.86,488777.94,608.00
1984-02-02,840.96,6754.25,,27.56,-10.42,489240.00,608.00
1984-02-03,224.42,6754.22,,33.85,-1.45,488552.56,571.00
1984-02-04,510.00,6754.22,,34.32,-5.23,488552.56,510.00
1984-02-05,510.00,6754.22,,39.74,-9.79,488552.56,510.00
1984-02-06,282.04,6754.20,,32.98,-11.75,488090.50,515.00
1984-02-07,1441.12,6754.28,,37.46,3.81,489927.44,515.00
1984-02-08,515.00,6754.28,,29.05,-9.16,489927.44,515.00
1984-02-09,515.00,6754.28,,28.82,-12.46,489927.44,515.00
1984-02-10,867.27,6754.31,,30.70,11.83,490626.16,515.00
1984-02-11,515.00,6754.31,,31.17,9.55,490626.16,515.00
1984-02-12,282.04,6754.29,,30.23,12.46,490164.09,515.00
1984-02-13,980.92,6754.33,,33.14,21.66,491088.22,515.00
1984-02-14,747.94,6754.35,,35.11,3.74,491550.25,515.00
1984-02-15,747.96,6754.37,,21.35,-9.55,492012.31,515.00
1984-02-16,628.63,6754.38,,25.67,7.75,492237.69,515.00
1984-02-17,515.00,6754.38,,31.88,11.52,492237.69,515.00
1984-02-18,168.42,6754.35,,31.96,-5.15,491550.25,515.00
1984-02-19,628.64,6754.36,,26.93,-17.65,491775.66,515.00
1984-02-20,516.00,6754.36,,31.73,-18.36,491775.66,516.00
1984-02-21,517.00,6754.36,,32.59,-9.86,491775.66,517.00
1984-02-22,510.00,6754.36,,30.31,-0.43,491775.66,510.00
1984-02-23,511.00,6754.36,,25.44,-5.23,491775.66,511.00
1984-02-24,977.90,6754.40,,29.05,9.40,492699.75,512.00
1984-02-25,44.10,6754.36,,35.89,5.07,491775.66,510.00
1984-02-26,630.31,6754.37,,32.35,-2.00,492012.31,511.00
1984-02-27,392.69,6754.36,,31.88,-18.28,491775.66,512.00
1984-02-28,512.00,6754.36,,37.62,-7.66,491775.66,512.00
1984-02-29,398.36,6754.35,,41.71,-6.01,491550.25,512.00
1984-03-01,510.00,6754.35,,46.66,14.74,491550.25,510.00
1984-03-02,856.58,6754.38,,37.31,18.99,492237.69,510.00
1984-03-03,500.00,6754.38,,37.39,8.30,492237.69,500.00
