date,qu,fb,mm,mx,mn,af,qd
1988-03-13,293.00,6735.57,9.79,26.85,-12.14,98500.00,293.00
1988-03-14,393.83,6735.58,16.86,32.20,-1.06,98700.00,293.00
1988-03-15,394.83,6735.59,18.91,39.35,3.97,98900.00,294.00
1988-03-16,293.00,6735.59,18.91,40.61,0.91,98900.00,293.00
1988-03-17,393.83,6735.60,14.66,36.60,-6.25,99100.00,293.00
1988-03-18,343.42,6735.61,20.62,44.38,1.61,99200.00,293.00
1988-03-19,393.83,6735.62,26.84,52.17,4.29,99400.00,293.00
1988-03-20,293.00,6735.62,34.09,57.51,13.01,99400.00,293.00
1988-03-21,295.00,6735.62,35.36,53.27,21.74,99400.00,295.00
1988-03-22,297.00,6735.62,33.39,42.89,28.34,99400.00,297.00
1988-03-23,700.33,6735.66,28.21,33.69,14.90,100200.00,297.00
1988-03-24,448.25,6735.68,24.50,30.94,18.20,100500.00,297.00
1988-03-25,397.83,6735.69,33.07,42.02,24.65,100700.00,297.00
1988-03-26,498.67,6735.71,37.84,49.89,22.61,101100.00,297.00
1988-03-27,398.83,6735.72,27.83,43.91,13.41,101300.00,298.00
1988-03-28,347.42,6735.73,17.42,34.24,3.34,101400.00,297.00
1988-03-29,601.50,6735.76,19.36,24.73,9.16,102000.00,299.00
1988-03-30,401.83,6735.77,22.32,35.11,11.60,102200.00,301.00
1988-03-31,401.83,6735.78,19.57,44.07,-1.92,102400.00,301.00
1988-04-01,401.83,6735.79,25.90,50.28,5.23,102600.00,301.00
1988-04-02,301.00,6735.79,33.55,52.95,12.46,102600.00,301.00
1988-04-03,757.75,6735.84,37.37,42.57,32.35,103500.00,304.00
1988-04-04,557.08,6735.87,31.84,38.49,23.00,104000.00,305.00
1988-04-05,405.83,6735.88,28.04,46.43,10.03,104200.00,305.00
1988-04-06,409.83,6735.89,35.88,58.14,17.26,104400.00,309.00
1988-04-07,411.83,6735.90,40.14,58.53,23.71,104600.00,311.00
1988-04-08,456.25,6735.92,26.34,38.25,20.09,104900.00,305.00
1988-04-09,498.67,6735.94,24.19,40.69,9.08,105300.00,297.00
1988-04-10,498.67,6735.96,27.56,54.60,7.27,105700.00,297.00
1988-04-11,452.25,6735.98,35.49,63.17,16.24,106000.00,301.00
1988-04-12,709.33,6736.02,39.55,68.05,19.85,106800.00,306.00
1988-04-13,1520.00,6736.15,43.98,70.25,22.05,109200.00,310.00
1988-04-14,970.42,6736.22,44.60,64.27,28.66,110500.00,315.00
1988-04-15,1216.50,6736.32,44.45,68.99,25.91,112300.00,309.00
1988-04-16,1662.25,6736.46,45.31,68.83,25.36,115000.00,301.00
1988-04-17,2072.58,6736.65,44.60,65.85,25.44,118500.00,308.00
1988-04-18,2280.25,6736.86,40.87,52.40,28.74,122400.00,314.00
1988-04-19,2683.58,6737.11,40.96,53.27,31.65,127100.00,314.00
1988-04-20,2481.92,6737.34,40.76,52.40,34.16,131400.00,314.00
1988-04-21,2484.92,6737.57,36.74,44.30,32.43,135700.00,317.00
1988-04-22,2031.17,6737.75,35.06,42.89,32.28,139100.00,317.00
1988-04-23,1981.75,6737.92,35.83,48.00,31.57,142400.00,318.00
1988-04-24,1329.33,6738.03,35.87,44.62,30.31,144400.00,321.00
1988-04-25,1480.58,6738.15,29.49,37.07,18.36,146700.00,321.00
1988-04-26,1127.67,6738.23,29.35,42.73,17.81,148300.00,321.00
1988-04-27,976.42,6738.30,38.36,56.33,24.65,149600.00,321.00
1988-04-28,1278.92,6738.40,40.92,61.52,25.59,151500.00,321.00
1988-04-29,1228.50,6738.49,46.69,64.04,32.51,153300.00,321.00
1988-04-30,1925.33,6738.66,36.76,44.15,30.07,156500.00,312.00
1988-05-01,1871.92,6738.82,27.88,31.80,23.39,159600.00,309.00
1988-05-02,1266.92,6738.92,29.40,42.97,13.88,161500.00,309.00
1988-05-03,1570.42,6739.05,37.67,53.50,26.46,164000.00,310.00
1988-05-04,1674.25,6739.19,39.99,55.39,24.26,166700.00,313.00
1988-05-05,816.17,6739.24,47.30,64.43,30.86,167700.00,312.00
1988-05-06,1774.08,6739.39,35.25,52.17,26.93,170600.00,312.00
1988-05-07,1220.50,6739.48,35.91,45.17,29.05,172400.00,313.00
1988-05-08,1274.92,6739.58,41.70,56.80,32.28,174300.00,317.00
1988-05-09,1528.00,6739.70,40.37,54.76,31.10,176700.00,318.00
1988-05-10,1379.75,6739.81,46.44,66.79,30.70,178800.00,321.00
1988-05-11,1862.67,6739.95,48.65,70.64,27.40,181600.00,451.00
1988-05-12,2814.75,6740.18,52.72,76.62,30.00,186100.00,546.00
1988-05-13,3828.09,6740.51,48.84,75.36,31.73,192600.00,551.00
1988-05-14,4493.50,6740.90,41.63,56.57,28.11,200400.00,561.00
1988-05-15,3493.17,6741.19,48.37,74.73,24.81,206200.00,569.00
1988-05-16,4509.50,6741.58,56.14,78.98,32.90,214000.00,577.00
1988-05-17,6387.92,6742.15,52.05,60.42,41.16,225500.00,590.00
1988-05-18,5801.84,6742.63,45.87,56.25,36.21,235300.00,861.00
1988-05-19,4425.42,6742.93,42.28,57.51,29.37,241400.00,1350.00
1988-05-20,3826.25,6743.12,44.90,64.51,24.73,245300.00,1860.00
1988-05-21,3955.42,6743.30,50.99,70.09,32.35,249000.00,2090.00
1988-05-22,4721.67,6743.55,52.22,76.22,29.13,254200.00,2100.00
1988-05-23,5280.00,6743.78,54.19,77.64,31.80,259000.00,2860.00
1988-05-24,5761.67,6743.92,52.42,69.07,36.76,261800.00,4350.00
1988-05-25,5563.75,6743.96,52.87,73.87,34.48,262700.00,5110.00
1988-05-26,6682.92,6744.11,58.19,63.88,46.51,265800.00,5120.00
1988-05-27,5916.25,6744.18,55.58,74.81,37.54,267300.00,5160.00
1988-05-28,6351.25,6744.31,55.21,71.98,35.03,270000.00,4990.00
1988-05-29,6350.42,6744.43,55.21,73.87,37.23,272500.00,5090.00
1988-05-30,5974.58,6744.48,42.92,58.22,37.62,273600.00,5420.00
1988-05-31,4662.92,6744.40,40.76,48.47,34.24,271900.00,5520.00
1988-06-01,4032.92,6744.32,44.93,57.83,30.00,270200.00,4890.00
1988-06-02,3335.83,6744.27,51.99,66.40,39.19,269200.00,3840.00
1988-06-03,3664.17,6744.32,58.76,84.01,35.26,270200.00,3160.00
1988-06-04,5400.00,6744.55,65.63,87.31,42.10,275000.00,2980.00
1988-06-05,6333.75,6744.82,64.74,84.56,42.81,280700.00,3460.00
1988-06-06,6184.17,6744.87,63.08,83.30,41.47,281700.00,5680.00
1988-06-07,5320.83,6744.88,60.69,79.84,37.86,281900.00,5220.00
1988-06-08,4811.25,6744.89,55.78,71.43,36.91,282200.00,4660.00
1988-06-09,4334.17,6744.94,56.87,82.51,30.78,283200.00,3830.00
1988-06-10,4007.08,6745.02,60.74,80.78,40.61,284900.00,3150.00
1988-06-11,3553.33,6745.06,58.51,80.31,37.23,285700.00,3150.00
1988-06-12,3318.33,6745.04,54.13,71.51,37.86,285300.00,3520.00
1988-06-13,2763.75,6744.97,54.29,69.23,41.16,283800.00,3520.00
1988-06-14,2804.17,6744.90,54.41,74.02,34.48,282400.00,3510.00
1988-06-15,2617.92,6744.88,60.15,80.78,36.36,281900.00,2870.00
1988-06-16,2460.00,6744.88,63.06,84.71,41.79,281900.00,2460.00
1988-06-17,2359.17,6744.87,58.67,78.90,41.47,281700.00,2460.00
1988-06-18,2560.83,6744.88,60.37,82.59,42.65,281900.00,2460.00
1988-06-19,2601.25,6744.89,64.37,87.47,43.60,282200.00,2450.00
1988-06-20,2563.33,6744.93,64.25,83.85,48.86,283000.00,2160.00
1988-06-21,2161.67,6744.95,68.74,88.65,53.35,283400.00,1960.00
1988-06-22,2049.17,6744.94,69.42,90.30,51.69,283200.00,2150.00
1988-06-23,2190.83,6744.95,69.95,89.83,51.62,283400.00,2090.00
1988-06-24,1869.17,6744.94,70.68,92.89,48.08,283200.00,1970.00
1988-06-25,1869.17,6744.93,70.01,88.02,55.39,283000.00,1970.00
1988-06-26,2070.83,6744.94,64.26,78.66,56.65,283200.00,1970.00
1988-06-27,1314.58,6744.88,66.08,87.15,48.24,281900.00,1970.00
1988-06-28,1326.67,6744.84,67.24,86.60,49.89,281100.00,1730.00
1988-06-29,1005.42,6744.79,62.39,78.35,44.30,280000.00,1560.00
1988-06-30,1055.83,6744.74,56.49,77.64,34.08,279000.00,1560.00
1988-07-01,1156.67,6744.70,60.24,78.27,37.70,278200.00,1560.00
1988-07-02,692.92,6744.62,66.81,89.43,43.44,276500.00,1550.00
1988-07-03,995.42,6744.57,67.25,88.49,44.78,275400.00,1550.00
1988-07-04,1146.67,6744.53,64.65,79.84,51.14,274600.00,1550.00
1988-07-05,793.75,6744.46,66.93,82.51,49.96,273100.00,1550.00
1988-07-06,743.33,6744.38,58.19,73.08,42.65,271500.00,1550.00
1988-07-07,672.92,6744.30,58.70,81.81,32.75,269800.00,1530.00
1988-07-08,672.92,6744.22,59.66,84.56,34.63,268100.00,1530.00
1988-07-09,773.75,6744.15,62.97,86.92,38.96,266600.00,1530.00
1988-07-10,723.33,6744.07,64.39,87.31,42.10,265000.00,1530.00
1988-07-11,451.25,6743.97,65.17,86.52,46.03,262900.00,1510.00
1988-07-12,350.42,6743.86,66.48,78.98,52.64,260600.00,1510.00
1988-07-13,340.42,6743.75,65.90,88.33,41.87,258300.00,1500.00
1988-07-14,521.67,6743.65,68.98,88.96,46.51,256300.00,1530.00
1988-07-15,551.25,6743.55,69.27,91.71,46.03,254200.00,1610.00
1988-07-16,520.42,6743.44,68.14,87.78,46.51,251900.00,1680.00
1988-07-17,419.58,6743.32,65.87,83.06,46.82,249400.00,1680.00
1988-07-18,470.00,6743.20,61.96,82.75,41.47,247000.00,1680.00
1988-07-19,510.42,6743.09,62.29,80.94,42.57,244700.00,1670.00
1988-07-20,197.92,6742.95,63.00,85.42,40.84,241800.00,1660.00
1988-07-21,429.17,6742.82,65.12,92.97,39.82,239200.00,1740.00
1988-07-22,327.92,6742.68,66.06,91.63,40.92,236300.00,1790.00
1988-07-23,217.08,6742.53,67.13,87.23,48.86,233200.00,1780.00
1988-07-24,459.17,6742.40,66.51,90.38,43.36,230600.00,1770.00
1988-07-25,297.92,6742.26,67.29,91.16,44.15,227700.00,1760.00
1988-07-26,419.17,6742.13,64.84,84.95,45.64,225100.00,1730.00
1988-07-27,358.75,6742.00,60.16,79.45,48.31,222400.00,1720.00
1988-07-28,500.00,6741.88,62.18,86.44,43.20,220000.00,1710.00
1988-07-29,479.17,6741.75,66.06,88.33,45.09,217400.00,1790.00
1988-07-30,73.33,6741.55,67.75,92.97,45.40,213400.00,2090.00
1988-07-31,428.33,6741.41,68.51,93.68,44.62,210600.00,1840.00
1988-08-01,-85.00,6741.23,69.86,84.32,55.55,207000.00,1730.00
1988-08-02,137.08,6741.08,63.25,83.30,42.18,203900.00,1700.00
1988-08-03,409.17,6740.95,58.36,74.57,47.13,201300.00,1720.00
1988-08-04,307.92,6740.80,57.41,81.10,36.76,198400.00,1770.00
1988-08-05,45.83,6740.63,60.20,83.69,36.44,195000.00,1760.00
1988-08-06,126.67,6740.47,66.23,80.39,54.37,191800.00,1740.00
1988-08-07,167.08,6740.31,55.94,68.83,45.72,188700.00,1730.00
1988-08-08,409.17,6740.18,58.66,79.21,40.37,186100.00,1720.00
1988-08-09,86.67,6740.02,58.52,84.24,35.89,182900.00,1700.00
1988-08-10,318.75,6739.88,60.75,82.99,38.72,180200.00,1680.00
1988-08-11,369.17,6739.75,61.92,83.46,40.53,177600.00,1680.00
1988-08-12,287.92,6739.60,56.16,71.35,48.55,174700.00,1750.00
1988-08-13,368.75,6739.46,58.01,81.49,39.35,172000.00,1730.00
1988-08-14,348.75,6739.32,59.82,82.59,35.26,169300.00,1710.00
1988-08-15,-54.58,6739.14,59.93,81.57,35.58,165800.00,1710.00
1988-08-16,207.50,6738.99,61.89,77.17,44.54,162800.00,1720.00
1988-08-17,419.17,6738.85,59.63,84.87,36.21,160200.00,1730.00
1988-08-18,-54.58,6738.67,61.52,87.78,37.31,156700.00,1710.00
1988-08-19,237.92,6738.52,60.63,88.10,35.81,153800.00,1700.00
1988-08-20,-316.67,6738.31,65.10,84.24,45.09,149800.00,1700.00
1988-08-21,298.75,6738.17,60.38,71.43,44.30,147100.00,1660.00
1988-08-22,167.92,6738.02,53.59,81.10,30.00,144200.00,1630.00
1988-08-23,400.00,6737.89,57.48,85.89,33.06,141800.00,1610.00
1988-08-24,178.33,6737.74,59.69,90.77,34.16,139000.00,1590.00
1988-08-25,198.75,6737.60,62.37,90.69,37.62,136300.00,1560.00
1988-08-26,168.33,6737.45,66.05,85.82,47.13,133500.00,1580.00
1988-08-27,218.75,6737.31,56.58,74.65,40.69,130800.00,1580.00
1988-08-28,138.33,6737.16,57.36,80.23,37.54,128000.00,1550.00
1988-08-29,350.00,6737.03,58.15,84.01,36.68,125600.00,1560.00
1988-08-30,218.75,6736.89,59.04,85.42,35.73,122900.00,1580.00
1988-08-31,-43.75,6736.71,59.23,81.49,37.46,119600.00,1620.00
1988-09-01,-23.33,6736.54,58.39,81.41,38.09,116400.00,1590.00
1988-09-02,239.17,6736.40,56.91,79.84,36.91,113800.00,1550.00
1988-09-03,219.17,6736.26,59.52,79.37,37.78,111200.00,1530.00
1988-09-04,501.67,6736.15,58.57,82.83,38.80,109200.00,1510.00
1988-09-05,68.33,6736.00,56.90,84.40,35.34,106400.00,1480.00
1988-09-06,633.33,6735.91,59.49,83.38,37.15,104800.00,1440.00
1988-09-07,-92.50,6735.75,64.45,78.90,45.01,101800.00,1420.00
1988-09-08,-172.92,6735.58,51.29,77.01,32.28,98700.00,1390.00
1988-09-09,69.17,6735.44,53.63,82.51,30.07,96100.00,1380.00
1988-09-10,331.67,6735.33,54.76,64.90,36.44,94100.00,1340.00
1988-09-11,49.58,6735.19,32.90,38.57,27.40,91600.00,1310.00
1988-09-12,221.25,6735.08,38.58,58.14,23.16,89500.00,1280.00
1988-09-13,342.50,6734.98,45.05,55.70,34.87,87700.00,1250.00
1988-09-14,201.67,6734.87,42.19,61.44,27.72,85700.00,1210.00
1988-09-15,141.25,6734.75,46.84,70.72,29.05,83600.00,1200.00
1988-09-16,544.58,6734.68,47.64,68.05,30.47,82300.00,1200.00
1988-09-17,-362.92,6734.51,51.92,70.96,37.94,79200.00,1200.00
1988-09-18,272.50,6734.41,33.67,43.20,25.51,77400.00,1180.00
1988-09-19,0.42,6734.28,37.33,55.23,21.27,75100.00,1160.00
1988-09-20,181.67,6734.17,44.51,56.65,38.09,73100.00,1190.00
1988-09-21,393.33,6734.08,46.01,69.23,32.20,71500.00,1200.00
1988-09-22,10.00,6733.95,44.83,63.41,31.49,69100.00,1220.00
1988-09-23,322.08,6733.84,43.63,66.71,25.12,67200.00,1280.00
1988-09-24,271.67,6733.73,53.21,70.56,36.99,65200.00,1280.00
1988-09-25,90.42,6733.60,50.88,66.16,38.33,62900.00,1250.00
1988-09-26,201.67,6733.49,47.70,71.66,29.84,60900.00,1210.00
1988-09-27,605.00,6733.42,38.84,55.31,29.84,59700.00,1210.00
1988-09-28,161.67,6733.31,38.40,49.10,29.52,57700.00,1170.00
1988-09-29,416.17,6733.30,45.04,66.87,25.59,57500.00,517.00
1988-09-30,196.58,6733.29,49.32,74.73,28.50,57400.00,247.00
1988-10-01,448.24,6733.32,48.97,74.49,30.94,57882.46,205.00
1988-10-02,205.00,6733.32,48.81,76.77,30.07,57882.46,205.00
1988-10-03,384.96,6733.34,49.14,70.72,32.12,58239.41,205.00
1988-10-04,117.21,6733.33,49.45,74.97,30.31,58065.29,205.00
1988-10-05,292.79,6733.34,50.68,72.53,33.77,58239.41,205.00
1988-10-06,205.00,6733.34,44.94,69.15,24.73,58239.41,205.00
1988-10-07,300.18,6733.35,44.70,72.29,27.56,58422.24,208.00
1988-10-08,205.00,6733.35,46.70,70.88,26.14,58422.24,205.00
1988-10-09,112.82,6733.34,52.54,65.14,39.12,58239.41,205.00
1988-10-10,205.00,6733.34,45.27,67.50,28.42,58239.41,205.00
1988-10-11,384.96,6733.36,44.34,70.41,25.83,58596.36,205.00
1988-10-12,384.96,6733.38,42.80,64.90,24.89,58953.31,205.00
1988-10-13,-66.75,6733.35,44.88,63.02,30.07,58422.24,201.00
1988-10-14,643.71,6733.40,42.91,57.43,30.15,59310.26,196.00
1988-10-15,-70.75,6733.37,48.83,60.26,38.96,58779.19,197.00
1988-10-16,-344.89,6733.31,52.76,60.42,45.40,57708.34,195.00
1988-10-17,1094.81,6733.41,49.20,58.06,40.53,59493.09,195.00
1988-10-18,-706.81,6733.31,43.72,60.74,30.55,57708.34,193.00
1988-10-19,824.67,6733.38,45.16,58.22,34.48,58953.31,197.00
1988-10-20,470.14,6733.41,39.16,59.64,26.46,59493.09,198.00
1988-10-21,-76.14,6733.38,39.60,63.64,26.06,58953.31,196.00
1988-10-22,18.04,6733.36,48.27,59.79,33.85,58596.36,198.00
1988-10-23,385.96,6733.38,40.79,63.02,25.91,58953.31,206.00
1988-10-24,377.96,6733.40,39.49,62.54,24.73,59310.26,198.00
1988-10-25,110.21,6733.39,40.10,62.39,26.46,59136.14,198.00
1988-10-26,197.00,6733.39,42.13,62.15,25.12,59136.14,197.00
1988-10-27,195.00,6733.39,36.65,52.64,25.12,59136.14,195.00
1988-10-28,282.79,6733.40,39.18,56.57,22.92,59310.26,195.00
1988-10-29,-72.75,6733.37,41.15,60.03,26.77,58779.19,195.00
1988-10-30,195.00,6733.37,35.78,58.38,21.43,58779.19,195.00
1988-10-31,284.79,6733.38,34.86,62.39,19.54,58953.31,197.00
1988-11-01,377.96,6733.40,37.59,53.97,20.88,59310.26,198.00
1988-11-02,290.18,6733.41,41.02,45.64,35.81,59493.09,198.00
1988-11-03,1188.59,6733.52,34.49,38.88,32.67,61451.95,201.00
1988-11-04,380.96,6733.54,31.42,36.13,24.89,61808.90,201.00
1988-11-05,201.00,6733.54,27.82,35.81,18.52,61808.90,201.00
1988-11-06,468.74,6733.57,32.52,40.22,28.42,62339.96,201.00
1988-11-07,474.14,6733.60,29.40,39.27,21.82,62879.74,202.00
1988-11-08,468.75,6733.63,29.62,35.81,27.32,63410.81,201.00
1988-11-09,474.14,6733.66,24.63,38.64,13.96,63950.59,202.00
1988-11-10,565.92,6733.70,23.49,30.39,14.04,64664.48,206.00
1988-11-11,296.79,6733.71,27.82,32.59,23.39,64838.61,209.00
1988-11-12,1018.63,6733.80,27.32,30.31,20.64,66440.52,211.00
1988-11-13,1203.98,6733.91,28.67,31.88,26.54,68408.09,212.00
1988-11-14,35.04,6733.89,27.71,32.67,20.88,68051.14,215.00
1988-11-15,102.82,6733.88,17.36,28.27,4.92,67868.31,195.00
1988-11-16,408.96,6733.90,22.36,29.37,17.81,68225.26,229.00
1988-11-17,864.06,6733.97,22.61,31.10,18.44,69478.93,232.00
1988-11-18,389.96,6733.99,22.15,29.68,17.81,69835.88,210.00
1988-11-19,465.07,6734.02,18.10,25.44,10.73,70371.55,195.00
1988-11-20,466.21,6734.05,14.10,23.23,1.85,70909.48,195.00
1988-11-21,12.71,6734.03,23.41,32.12,17.49,70547.92,195.00
1988-11-22,470.65,6734.06,,,,71094.66,195.00
1988-11-23,288.91,6734.07,32.87,33.77,28.89,71271.02,200.00
1988-11-24,205.00,6734.07,20.11,29.13,5.23,71271.02,205.00
1988-11-25,208.00,6734.07,2.92,22.21,-3.65,71271.02,208.00
1988-11-26,1577.35,6734.22,,,,73987.08,208.00
1988-11-27,932.69,6734.30,,,,75424.48,208.00
1988-11-28,-1884.04,6734.07,26.70,32.12,16.63,71271.02,210.00
1988-11-29,211.00,6734.07,19.58,25.12,16.47,71271.02,211.00
1988-11-30,2945.25,6734.37,14.63,29.21,4.60,76694.32,211.00
1988-12-01,757.85,6734.43,9.61,29.68,-3.81,77778.98,211.00
1988-12-02,211.00,6734.43,5.28,32.35,-8.69,77778.98,211.00
1988-12-03,299.91,6734.44,11.47,28.03,2.79,77955.34,211.00
1988-12-04,304.37,6734.45,9.88,31.25,1.61,78140.53,211.00
1988-12-05,393.28,6734.47,8.68,26.77,1.22,78502.08,211.00
1988-12-06,299.92,6734.48,16.59,26.22,8.53,78678.45,211.00
1988-12-07,583.56,6734.52,18.33,43.20,6.17,79401.55,219.00
1988-12-08,38.72,6734.50,8.61,23.94,-2.40,79040.00,221.00
1988-12-09,667.49,6734.55,18.58,25.75,11.68,79939.48,214.00
1988-12-10,31.71,6734.53,21.31,31.49,10.65,79577.92,214.00
1988-12-11,489.65,6734.56,16.58,39.19,5.39,80124.66,214.00
1988-12-12,849.77,6734.63,25.56,39.82,18.12,81385.69,214.00
1988-12-13,-423.77,6734.56,33.33,42.26,21.50,80124.66,212.00
1988-12-14,666.48,6734.61,17.99,28.34,4.21,81024.13,213.00
1988-12-15,216.00,6734.61,1.37,25.36,-10.02,81024.13,216.00
1988-12-16,399.29,6734.63,1.22,22.21,-8.53,81385.69,217.00
1988-12-17,125.08,6734.62,3.53,30.15,-7.27,81209.32,214.00
1988-12-18,121.63,6734.61,1.74,26.54,-9.86,81024.13,215.00
1988-12-19,399.29,6734.63,5.65,19.30,-7.74,81385.69,217.00
1988-12-20,763.84,6734.69,19.84,30.00,9.08,82470.34,217.00
1988-12-21,217.00,6734.69,20.83,27.95,14.59,82470.34,217.00
1988-12-22,674.93,6734.74,16.55,22.29,10.81,83378.63,217.00
1988-12-23,394.84,6734.76,16.24,28.66,4.60,83731.37,217.00
1988-12-24,492.65,6734.79,7.51,16.08,-3.02,84278.11,217.00
1988-12-25,672.48,6734.84,14.40,20.95,9.40,85177.58,219.00
1988-12-26,314.37,6734.85,1.00,12.38,-13.40,85362.77,221.00
1988-12-27,403.28,6734.87,-9.39,6.72,-23.78,85724.32,221.00
1988-12-28,403.28,6734.89,-5.17,9.08,-14.27,86085.87,221.00
1988-12-29,492.20,6734.92,0.70,8.77,-11.36,86623.79,221.00
1988-12-30,861.21,6734.99,13.45,21.35,6.41,87893.63,221.00
1988-12-31,38.72,6734.97,19.51,26.93,13.56,87532.08,221.00
1989-01-01,679.11,6735.02,15.80,27.48,7.43,88436.76,223.00
1989-01-02,684.01,6735.07,12.74,23.71,0.28,89349.18,224.00
1989-01-03,408.91,6735.09,17.73,28.50,7.90,89715.94,224.00
1989-01-04,-330.72,6735.03,13.94,22.13,9.16,88615.66,224.00
1989-01-05,965.63,6735.11,21.73,30.78,11.60,90082.70,226.00
1989-01-06,691.52,6735.16,15.95,26.77,2.95,91004.06,227.00
1989-01-07,227.00,6735.16,1.03,12.62,-9.86,91004.06,227.00
1989-01-08,411.91,6735.18,1.72,14.43,-12.30,91370.82,227.00
1989-01-09,45.09,6735.16,19.09,27.17,11.91,91004.06,230.00
1989-01-10,1616.55,6735.31,23.93,28.89,9.08,93750.27,232.00
1989-01-11,532.11,6735.34,3.02,18.91,-6.96,94295.94,257.00
1989-01-12,388.71,6735.35,1.80,21.90,-9.47,94483.79,294.00
1989-01-13,367.20,6735.36,-1.07,17.97,-14.03,94662.70,277.00
1989-01-14,556.61,6735.39,13.33,18.12,6.88,95217.30,277.00
1989-01-15,831.72,6735.45,13.12,19.22,8.61,96317.58,277.00
1989-01-16,367.20,6735.46,20.40,27.79,14.04,96496.48,277.00
1989-01-17,708.02,6735.51,23.06,34.01,5.15,97408.91,248.00
1989-01-18,-85.11,6735.48,16.60,29.21,1.85,96863.24,190.00
1989-01-19,928.63,6735.56,15.95,41.40,2.24,98330.27,189.00
1989-01-20,279.20,6735.57,4.87,32.51,-9.55,98509.18,189.00
1989-01-21,653.52,6735.62,4.88,27.79,-10.42,99430.55,189.00
1989-01-22,743.72,6735.68,27.50,29.21,16.32,100530.82,189.00
1989-01-23,653.01,6735.73,17.69,29.05,-8.53,101443.24,193.00
1989-01-24,379.91,6735.75,-9.29,20.72,-22.68,101810.00,195.00
1989-01-25,470.10,6735.78,-14.35,11.99,-29.36,102355.66,195.00
1989-01-26,289.71,6735.79,-4.78,22.92,-20.40,102543.52,195.00
1989-01-27,564.81,6735.83,-1.76,25.12,-18.36,103277.03,195.00
1989-01-28,379.91,6735.85,0.53,30.00,-15.84,103643.79,195.00
1989-01-29,749.72,6735.91,7.57,23.78,-7.51,104744.06,195.00
1989-01-30,-544.63,6735.83,8.26,35.73,-7.43,103277.03,195.00
1989-01-31,1119.54,6735.93,26.05,40.53,-1.06,105110.82,195.00
1989-02-01,-87.62,6735.90,23.00,33.38,12.93,104556.21,192.00
1989-02-02,1208.07,6736.01,7.28,16.87,-12.38,106571.55,192.00
1989-02-03,663.37,6736.06,-3.98,18.83,-15.53,107506.49,192.00
1989-02-04,5.37,6736.04,-3.05,17.18,-15.92,107134.33,193.00
1989-02-05,382.63,6736.06,-6.62,8.93,-21.03,107506.49,195.00
1989-02-06,474.16,6736.09,-11.94,12.78,-25.98,108060.20,195.00
1989-02-07,291.10,6736.10,-12.82,12.23,-29.60,108250.81,195.00
1989-02-08,382.64,6736.12,-10.91,19.70,-24.65,108622.98,195.00
1989-02-09,661.79,6736.17,-6.83,21.90,-27.32,109548.85,195.00
1989-02-10,103.47,6736.16,18.13,38.80,6.02,109367.30,195.00
1989-02-11,195.00,6736.16,22.60,39.27,13.17,109367.30,195.00
1989-02-12,195.00,6736.16,15.86,30.94,7.51,109367.30,195.00
1989-02-13,197.00,6736.16,8.79,20.64,-2.16,109367.30,197.00
1989-02-14,1131.59,6736.26,6.20,21.43,-11.28,111219.05,198.00
1989-02-15,385.63,6736.28,-5.88,19.54,-24.17,111591.20,198.00
1989-02-16,294.11,6736.29,3.40,20.25,-16.47,111781.83,198.00
1989-02-17,760.89,6736.35,23.38,31.10,15.45,112898.31,198.00
1989-02-18,948.53,6736.43,28.81,36.60,24.49,114386.97,198.00
1989-02-19,13.36,6736.41,29.99,39.67,24.96,114014.80,201.00
1989-02-20,763.90,6736.47,25.82,39.90,17.97,115131.30,201.00
1989-02-21,480.16,6736.50,23.34,40.69,9.95,115685.00,201.00
1989-02-22,201.00,6736.50,15.58,30.39,-4.68,115685.00,201.00
1989-02-23,576.27,6736.54,34.51,47.84,20.48,116429.33,201.00
1989-02-24,13.36,6736.52,28.61,45.40,10.10,116057.16,201.00
1989-02-25,854.43,6736.59,37.79,48.79,32.20,117355.20,200.00
1989-02-26,576.26,6736.63,29.34,37.31,14.82,118099.52,201.00
1989-02-27,484.74,6736.66,20.31,26.54,13.17,118662.30,201.00
1989-02-28,387.64,6736.68,22.31,33.61,14.90,119034.47,200.00
1989-03-01,480.17,6736.71,28.78,39.74,23.94,119588.17,201.01
1989-03-02,964.53,6736.79,30.54,35.81,24.33,121076.83,214.00
1989-03-03,295.53,6736.80,15.00,24.73,-4.83,121258.37,204.00
1989-03-04,388.63,6736.82,0.67,27.64,-20.32,121630.53,201.00
1989-03-05,201.00,6736.82,14.80,35.50,-6.01,121630.53,201.00
1989-03-06,576.27,6736.86,31.53,41.00,22.29,122374.86,201.00
1989-03-07,763.90,6736.92,33.63,39.04,29.29,123491.35,201.00
1989-03-08,672.37,6736.97,33.32,40.84,23.47,124426.30,201.00
1989-03-09,573.13,6737.01,40.99,56.02,34.08,125164.38,201.01
1989-03-10,582.11,6737.05,38.98,57.36,26.69,125920.31,201.00
1989-03-11,298.61,6737.06,35.17,55.31,22.68,126113.91,201.00
1989-03-12,582.11,6737.10,31.68,53.97,16.94,126869.84,201.00
1989-03-13,1056.19,6737.19,26.89,34.16,21.11,128566.09,201.00
1989-03-14,489.17,6737.22,20.89,30.15,16.00,129137.66,201.00
1989-03-15,1261.75,6737.33,20.81,31.17,4.13,131211.88,216.00
1989-03-16,99.39,6737.32,32.98,43.12,27.72,131018.28,197.00
1989-03-17,1060.84,6737.41,24.99,31.96,20.56,132723.75,201.00
