date,fb,id,af,qt
2012-12-17,10.19,580.25,31303.64,598.03
2012-12-18,10.15,528.72,31168.94,596.63
2012-12-19,10.27,809.95,31594.75,595.27
2012-12-20,10.22,512.29,31427.86,596.43
2012-12-21,10.15,459.42,31156.15,596.41
2012-12-22,10.11,533.69,31031.27,596.65
2012-12-23,10.07,499.46,30880.36,575.54
2012-12-24,10.06,531.61,30882.09,530.74
2012-12-25,10.12,605.32,31050.22,520.55
2012-12-26,10.10,487.79,30986.18,520.08
2012-12-27,10.07,466.87,30880.36,520.22
2012-12-28,10.08,539.31,30918.96,519.85
2012-12-29,10.12,585.35,31050.22,519.17
2012-12-30,10.13,539.22,31088.77,519.78
2012-12-31,10.10,464.07,30979.60,519.11
2013-01-01,10.13,574.23,31088.77,519.19
2013-01-02,10.13,497.73,31088.77,497.73
2013-01-03,10.11,457.58,31027.99,488.22
2013-01-04,10.14,562.70,31136.92,507.78
2013-01-05,10.13,493.93,31101.70,511.69
2013-01-06,10.12,492.05,31063.23,511.45
2013-01-07,10.11,492.32,31027.99,510.09
2013-01-08,10.11,504.21,31014.91,510.80
2013-01-09,10.15,581.23,31156.15,510.02
2013-01-10,10.16,548.63,31232.79,509.99
2013-01-11,10.10,390.45,30996.05,509.81
2013-01-12,10.13,559.47,31095.23,509.47
2013-01-13,10.15,542.06,31159.35,509.73
2013-01-14,10.12,456.49,31053.47,509.87
2013-01-15,10.14,545.16,31124.05,509.58
2013-01-16,10.13,489.57,31085.53,508.99
2013-01-17,10.10,456.41,30979.60,509.82
2013-01-18,10.15,605.18,31168.94,509.72
2013-01-19,10.20,600.88,31348.22,510.49
2013-01-20,10.23,562.26,31453.88,508.99
2013-01-21,10.28,600.26,31632.92,509.99
2013-01-22,10.32,616.44,31843.96,510.04
2013-01-23,10.41,666.26,32156.32,508.78
2013-01-24,10.50,664.05,32460.34,510.77
2013-01-25,10.56,622.75,32682.54,510.72
2013-01-26,10.67,715.33,33089.91,509.95
2013-01-27,10.69,554.73,33176.83,510.91
2013-01-28,10.73,726.11,33314.58,656.66
2013-01-29,10.65,574.94,33015.85,725.55
2013-01-30,10.61,666.99,32890.85,730.01
2013-01-31,10.61,731.91,32864.94,744.97
2013-02-01,10.61,727.40,32859.38,730.20
2013-02-02,10.61,728.18,32856.61,729.58
2013-02-03,10.57,656.03,32710.94,729.47
2013-02-04,10.52,630.56,32514.83,729.43
2013-02-05,10.51,677.86,32480.18,695.33
2013-02-06,10.49,609.16,32408.06,645.52
2013-02-07,10.49,625.29,32395.22,631.76
2013-02-08,10.51,670.30,32470.02,632.59
2013-02-09,10.46,544.35,32295.37,632.40
2013-02-10,10.53,757.00,32541.94,632.69
2013-02-11,10.51,594.67,32467.48,632.21
2013-02-12,10.49,597.85,32397.79,632.99
2013-02-13,10.31,316.85,31776.24,630.21
2013-02-14,10.42,822.46,32158.08,629.95
2013-02-15,10.49,751.29,32397.79,630.44
2013-02-16,10.41,487.11,32114.96,629.70
2013-02-17,10.32,476.61,31808.31,631.21
2013-02-18,10.48,907.16,32360.18,628.93
2013-02-19,10.36,419.59,31942.60,630.12
2013-02-20,10.31,505.97,31770.43,592.77
2013-02-21,10.29,556.70,31703.38,590.50
2013-02-22,10.32,637.65,31802.55,587.65
2013-02-23,10.37,677.36,31980.41,587.69
2013-02-24,10.34,491.06,31872.58,545.42
2013-02-25,10.35,550.75,31907.59,533.10
2013-02-26,10.44,690.94,32220.05,533.41
2013-02-27,10.43,517.61,32185.02,535.27
2013-02-28,10.47,623.72,32325.15,553.07
2013-03-01,10.46,540.00,32290.12,557.66
2013-03-02,10.41,443.55,32114.96,531.86
2013-03-03,10.32,384.52,31822.87,531.78
2013-03-04,10.56,947.85,32651.14,530.26
2013-03-05,10.66,706.65,33002.03,529.74
2013-03-06,10.49,214.53,32377.24,529.53
2013-03-07,10.58,696.83,32708.33,529.91
2013-03-08,10.59,551.27,32750.56,529.98
2013-03-09,10.53,416.69,32526.82,529.49
2013-03-10,10.54,547.06,32561.60,529.53
2013-03-11,10.40,270.34,32047.10,529.73
2013-03-12,10.60,891.07,32765.80,528.73
2013-03-13,10.61,552.93,32805.62,532.85
2013-03-14,10.62,547.62,32840.56,530.00
2013-03-15,10.51,325.74,32437.00,529.20
2013-03-16,10.43,384.55,32150.19,529.15
2013-03-17,10.53,713.21,32516.74,528.41
2013-03-18,10.45,383.75,32228.66,528.99
2013-03-19,10.54,685.99,32541.52,528.26
2013-03-20,10.30,105.75,31703.32,528.34
2013-03-21,10.50,866.71,32407.30,511.79
2013-03-22,10.48,465.06,32329.14,504.47
2013-03-23,10.56,659.43,32626.24,509.64
2013-03-24,10.65,686.68,32969.50,513.62
2013-03-25,10.64,497.03,32934.60,514.63
2013-03-26,10.60,649.41,32790.30,722.16
2013-03-27,10.65,644.58,32974.30,551.81
2013-03-28,10.61,509.41,32822.70,585.84
2013-03-29,10.52,460.74,32487.00,629.99
2013-03-30,10.51,518.83,32454.78,535.07
2013-03-31,10.53,723.50,32753.53,572.88
2013-04-01,10.62,992.69,33251.59,741.58
2013-04-02,10.73,1253.24,33718.34,1017.92
2013-04-03,10.91,1439.74,34299.21,1146.88
2013-04-04,10.78,987.34,33745.10,1266.70
2013-04-05,10.80,1368.59,33876.89,1302.15
2013-04-06,10.79,1327.35,33868.04,1331.81
2013-04-07,10.75,1250.38,33718.84,1325.60
2013-04-08,10.89,1763.64,34402.87,1418.77
2013-04-09,10.94,1768.91,34601.80,1668.62
2013-04-10,10.78,1637.10,34087.67,1896.31
2013-04-11,10.57,1665.93,33468.38,1978.16
2013-04-12,10.81,2557.41,34373.59,2101.03
2013-04-13,10.69,1960.10,33971.25,2162.95
2013-04-14,10.86,2489.43,34543.07,2201.14
2013-04-15,10.85,2229.25,34505.13,2248.38
2013-04-16,10.66,2381.08,33964.15,2653.82
2013-04-17,10.65,2781.51,34018.43,2754.14
2013-04-18,10.61,2833.10,33918.07,2883.70
2013-04-19,10.37,2830.89,33225.42,3180.10
2013-04-20,10.38,3463.70,33357.24,3397.24
2013-04-21,10.58,3976.97,34102.66,3601.15
2013-04-22,10.79,4219.94,34882.01,3827.02
2013-04-23,10.96,4370.00,35530.94,4042.83
2013-04-24,11.01,4509.80,35708.04,4420.51
2013-04-25,10.84,4541.96,35379.14,4707.78
2013-04-26,10.66,5081.75,34882.53,5332.12
2013-04-27,10.59,5664.52,34767.82,5722.35
2013-04-28,10.56,6068.21,34744.85,6079.79
2013-04-29,10.58,6689.09,35117.88,6501.02
2013-04-30,10.74,6894.76,35628.26,6637.44
2013-05-01,11.09,8609.07,37546.20,7642.11
2013-05-02,11.19,9312.53,38045.68,9060.71
2013-05-03,11.19,9326.29,38057.55,9320.31
2013-05-04,10.95,9185.47,37331.50,9551.52
2013-05-05,10.78,9234.75,36817.21,9494.04
2013-05-06,10.67,9308.44,36672.29,9381.50
2013-05-07,10.69,9668.98,36987.86,9509.88
2013-05-08,10.78,9734.52,37128.32,9663.70
2013-05-09,10.78,9796.76,37506.82,9605.93
2013-05-10,10.98,9958.00,38043.03,9687.66
2013-05-11,10.99,9834.90,38145.78,9783.10
2013-05-12,11.02,9830.89,38136.00,9835.82
2013-05-13,10.88,9899.02,38006.69,9964.21
2013-05-14,10.68,9868.34,37299.52,10224.87
2013-05-15,10.60,10402.92,37533.30,10285.06
2013-05-16,10.68,10447.60,37813.46,10306.35
2013-05-17,10.84,10560.75,38269.88,10330.64
2013-05-18,10.87,10251.18,38153.45,10309.88
2013-05-19,10.85,10291.70,38197.19,10269.65
2013-05-20,11.06,10374.83,38650.07,10146.50
2013-05-21,10.93,9789.31,38102.10,10065.58
2013-05-22,10.72,9717.29,37390.64,10075.98
2013-05-23,10.67,10162.53,37475.45,10119.77
2013-05-24,10.69,10139.86,37533.15,10110.77
2013-05-25,10.71,10081.04,37514.39,10090.50
2013-05-26,10.66,10025.64,37395.26,10085.70
2013-05-27,10.71,10124.03,37514.39,10063.97
2013-05-28,10.77,10160.52,37814.99,10008.97
2013-05-29,10.93,10144.40,38126.79,9987.20
2013-05-30,10.91,9937.80,38118.33,9942.07
2013-05-31,11.02,10097.78,38363.39,9974.23
2013-06-01,11.10,9972.20,38395.04,9956.24
2013-06-02,11.02,9323.89,37770.57,9638.73
2013-06-03,11.12,8860.86,37637.89,8927.75
2013-06-04,11.00,7948.20,36949.40,8295.31
2013-06-05,10.85,8221.44,36762.74,8315.55
2013-06-06,10.82,8374.31,36647.50,8432.41
2013-06-07,10.70,8301.12,36447.70,8401.85
2013-06-08,10.74,8702.21,36670.85,8589.71
2013-06-09,11.01,9082.78,37452.05,8688.92
2013-06-10,10.96,8587.90,37230.75,8699.47
2013-06-11,11.07,8859.08,37609.93,8667.91
2013-06-12,11.10,8715.05,37584.78,8727.73
2013-06-13,10.73,8231.47,36467.05,8794.99
2013-06-14,10.72,8861.10,36559.42,8814.53
2013-06-15,10.77,8914.19,36711.22,8837.66
2013-06-16,10.84,8927.13,36911.24,8826.29
2013-06-17,10.89,8913.82,37038.32,8849.75
2013-06-18,10.66,8480.15,36325.97,8839.29
2013-06-19,10.68,9003.24,36514.70,8908.09
2013-06-20,10.75,9186.46,36823.52,9030.76
2013-06-21,10.83,9177.20,37064.43,9055.74
2013-06-22,10.97,9214.47,37400.18,9045.20
2013-06-23,11.00,9048.21,37458.34,9018.89
2013-06-24,10.99,8880.10,37415.82,8901.54
2013-06-25,10.98,8842.48,37385.52,8857.76
2013-06-26,10.94,8813.21,37276.61,8868.12
2013-06-27,10.90,8798.26,37180.24,8846.85
2013-06-28,10.85,9045.86,37162.10,9055.01
2013-06-29,10.75,9208.66,37038.90,9270.77
2013-06-30,10.97,9665.09,37743.71,9309.75
2013-07-01,11.02,9321.46,37794.93,9295.64
2013-07-02,11.12,9403.94,37997.72,9301.70
2013-07-03,11.03,9267.28,37946.44,9293.13
2013-07-04,10.95,9375.65,37807.33,9445.78
2013-07-05,11.06,9678.74,38156.62,9502.64
2013-07-06,11.09,9244.19,37847.39,9400.09
2013-07-07,11.00,9181.74,37576.37,9318.38
2013-07-08,10.93,9150.28,37476.64,9200.56
2013-07-09,10.98,9093.47,37479.40,9092.08
2013-07-10,11.06,9072.58,37720.75,8950.90
2013-07-11,10.96,8718.58,37324.91,8918.15
2013-07-12,10.92,8816.58,37248.98,8854.86
2013-07-13,10.95,8774.23,37319.20,8738.83
2013-07-14,10.98,8762.62,37397.76,8723.01
2013-07-15,11.11,8633.89,37615.33,8524.20
2013-07-16,10.97,8136.40,37088.22,8402.15
2013-07-17,10.87,8207.14,36861.34,8321.53
2013-07-18,10.82,8298.05,36791.99,8333.01
2013-07-19,10.83,8404.44,36834.97,8382.77
2013-07-20,10.74,8262.31,36560.98,8400.45
2013-07-21,10.74,8475.44,36658.17,8426.44
2013-07-22,10.74,9571.07,37499.75,9146.77
2013-07-23,10.77,9916.74,37561.79,9885.46
2013-07-24,10.76,9820.03,37583.27,9809.20
2013-07-25,10.82,9949.95,37807.84,9836.73
2013-07-26,10.82,9967.54,37858.02,9942.24
2013-07-27,10.90,10120.72,38039.81,10029.07
2013-07-28,10.90,9878.60,37808.36,9995.29
2013-07-29,10.80,9824.86,37540.18,9960.07
2013-07-30,10.75,9863.55,37444.38,9911.85
2013-07-31,10.69,9715.27,37217.91,9829.45
2013-08-01,10.58,9357.86,36843.71,9546.52
2013-08-02,10.75,9755.15,37393.69,9477.87
2013-08-03,10.82,9639.05,37548.60,9560.95
2013-08-04,10.84,9685.31,37682.39,9617.86
2013-08-05,10.94,9631.55,37777.78,9583.46
2013-08-06,10.90,9456.40,37609.98,9541.00
2013-08-07,10.79,9678.92,37410.09,9779.70
2013-08-08,10.81,9874.60,37318.23,9920.91
2013-08-09,10.56,8173.63,35732.54,8973.08
2013-08-10,10.48,8035.88,35589.25,8108.12
2013-08-11,10.61,8278.32,35962.27,8090.26
2013-08-12,10.68,8187.35,36229.14,8052.80
2013-08-13,10.88,8254.97,36700.52,8017.32
2013-08-14,10.93,8065.81,36764.09,8033.76
2013-08-15,10.79,7797.16,36309.35,8026.42
2013-08-16,10.74,7951.84,36174.03,8020.06
2013-08-17,10.72,7940.23,36091.73,7981.72
2013-08-18,10.71,7972.62,36101.09,7967.90
2013-08-19,10.75,7890.11,36111.32,7884.95
2013-08-20,10.82,7919.90,36389.38,7779.71
2013-08-21,10.89,7857.04,36535.23,7783.51
2013-08-22,10.92,7767.57,36557.38,7756.40
2013-08-23,10.98,7801.63,36745.55,7706.76
2013-08-24,11.11,7843.27,37065.16,7682.13
2013-08-25,11.07,7568.35,36920.08,7641.49
2013-08-26,11.03,7435.89,36781.11,7505.95
2013-08-27,11.07,7302.81,36627.88,7380.06
2013-08-28,10.95,7204.56,36265.10,7387.46
2013-08-29,10.74,7091.08,35725.30,7363.23
2013-08-30,10.73,7352.50,35706.17,7362.14
2013-08-31,10.82,7504.18,35946.23,7383.15
2013-09-01,10.84,7411.56,36043.33,7362.61
2013-09-02,10.87,7396.17,36138.74,7348.07
2013-09-03,11.01,7361.12,36444.38,7207.03
2013-09-04,10.98,6963.23,36295.00,7038.54
2013-09-05,10.99,6795.94,36183.00,6852.41
2013-09-06,10.91,6412.42,35860.48,6575.02
2013-09-07,10.94,6386.23,35934.33,6349.00
2013-09-08,10.84,6063.95,35609.64,6227.65
2013-09-09,10.73,6027.34,35246.16,6210.59
2013-09-10,10.74,6189.85,35294.55,6165.45
2013-09-11,10.81,6190.34,35518.16,6077.60
2013-09-12,10.91,6132.08,35810.46,5984.71
2013-09-13,10.96,5940.64,35966.83,5861.80
2013-09-14,10.93,5705.88,35862.62,5758.42
2013-09-15,10.94,5749.32,35897.02,5731.98
2013-09-16,10.90,5629.12,35751.01,5702.73
2013-09-17,10.52,5017.22,34529.29,5633.17
2013-09-18,10.77,5936.77,35330.38,5532.89
2013-09-19,10.87,5605.08,35631.90,5453.06
2013-09-20,10.88,5294.26,35608.74,5305.94
2013-09-21,10.47,4625.15,34357.86,5255.80
2013-09-22,10.80,5812.19,35380.14,5296.79
2013-09-23,10.89,5288.65,35570.26,5192.80
2013-09-24,10.84,4971.73,35437.82,5038.50
2013-09-25,10.97,5078.44,35806.79,4892.42
2013-09-26,11.03,4882.45,35910.97,4829.93
2013-09-27,11.11,4754.69,36114.92,4651.86
2013-09-28,11.03,4370.48,35728.81,4565.14
2013-09-29,10.89,4316.54,35272.74,4546.48
2013-09-30,10.99,4546.41,35500.91,4431.37
2013-10-01,10.76,3575.28,34506.91,4076.42
2013-10-02,10.74,3552.15,34415.28,3598.35
2013-10-03,10.78,3605.17,34527.54,3548.57
2013-10-04,10.81,3465.63,34670.89,3393.36
2013-10-05,10.90,3478.72,34929.53,3348.32
2013-10-06,10.89,3289.35,34909.49,3299.45
2013-10-07,10.92,3299.36,34992.38,3257.57
2013-10-08,10.87,3160.78,34801.10,3257.22
2013-10-09,10.89,3048.14,34461.38,3219.42
2013-10-10,10.06,1561.44,31308.15,3151.19
2013-10-11,9.53,2139.40,29484.66,3058.74
2013-10-12,9.14,1582.62,28275.85,2192.06
2013-10-13,8.87,1376.97,27471.25,1782.62
2013-10-14,8.77,1565.85,27078.13,1764.05
2013-10-15,8.58,918.53,26020.95,1451.53
2013-10-16,8.52,708.89,25813.71,813.37
2013-10-17,8.62,815.05,26124.20,658.51
2013-10-18,8.68,752.70,26323.29,652.33
2013-10-19,8.65,600.07,26226.75,648.74
2013-10-20,8.83,940.79,26798.30,652.63
2013-10-21,8.84,671.87,26820.61,660.62
2013-10-22,9.01,673.72,27280.75,441.73
2013-10-23,9.24,525.48,28022.50,151.51
2013-10-24,9.38,531.85,28474.00,304.22
2013-10-25,9.51,518.05,28896.31,305.14
2013-10-26,9.66,572.05,29425.96,305.02
2013-10-27,9.88,696.91,30202.78,305.26
2013-10-28,10.00,519.01,30626.50,305.38
2013-10-29,10.04,380.45,30774.54,305.81
2013-10-30,10.11,434.02,31031.27,304.59
2013-10-31,10.13,427.60,31121.11,382.31
2013-11-01,10.37,866.67,31944.13,451.73
2013-11-02,10.22,245.76,31421.73,509.14
2013-11-03,10.39,811.97,32017.36,511.67
2013-11-04,10.29,327.26,31650.49,512.22
2013-11-05,10.41,725.71,32074.21,512.08
2013-11-06,10.50,674.52,32392.00,514.30
2013-11-07,10.27,110.41,31591.77,513.86
2013-11-08,10.50,920.28,32397.10,514.26
2013-11-09,10.56,627.02,32618.77,515.26
2013-11-10,10.49,382.54,32356.69,514.67
2013-11-11,10.59,703.22,32728.42,515.81
2013-11-12,10.57,494.51,32656.14,530.95
2013-11-13,10.54,500.48,32549.05,554.47
2013-11-14,10.45,425.89,32220.73,591.42
2013-11-15,10.53,752.42,32514.22,604.45
2013-11-16,10.46,483.64,32271.75,605.89
2013-11-17,10.52,708.29,32476.88,604.87
2013-11-18,10.40,388.84,32047.10,605.52
2013-11-19,10.50,742.37,32399.65,564.63
2013-11-20,10.47,477.59,32299.10,528.28
2013-11-21,10.55,672.93,32586.40,528.08
2013-11-22,10.46,359.92,32250.76,529.14
2013-11-23,10.57,732.31,32656.14,527.93
2013-11-24,10.54,470.45,32541.52,528.24
2013-11-25,10.53,510.91,32504.14,529.76
2013-11-26,10.68,815.58,33064.84,532.89
2013-11-27,10.59,365.17,32728.42,534.78
2013-11-28,10.56,499.73,32616.28,556.27
2013-11-29,10.48,422.78,32321.38,571.46
2013-11-30,10.49,577.41,32356.69,559.61
2013-12-01,10.34,269.33,31829.89,534.93
2013-12-02,10.29,511.32,31781.68,535.63
2013-12-03,10.75,1314.19,33326.50,535.34
2013-12-04,10.58,223.11,32708.33,534.77
2013-12-05,10.56,489.45,32616.28,535.86
2013-12-06,10.59,590.85,32728.42,534.31
2013-12-07,10.51,394.99,32449.70,535.51
2013-12-08,10.56,632.69,32643.67,534.90
2013-12-09,10.58,559.23,32691.00,535.37
2013-12-10,10.65,666.61,32952.70,534.67
2013-12-11,10.59,420.98,32728.42,534.05
2013-12-12,10.58,519.37,32700.92,533.23
2013-12-13,10.59,549.49,32733.34,533.14
2013-12-14,10.66,662.74,32990.08,533.30
2013-12-15,10.59,401.89,32728.42,533.81
2013-12-16,10.63,615.09,32890.04,533.61
2013-12-17,10.59,452.18,32730.88,532.42
2013-12-18,10.62,592.83,32850.28,532.63
2013-12-19,10.66,604.52,32994.86,531.63
2013-12-20,10.66,532.13,32994.86,532.13
2013-12-21,10.71,635.98,33179.32,542.98
2013-12-22,10.71,558.61,33179.32,558.61
2013-12-23,10.68,501.04,33064.84,558.76
2013-12-24,10.70,599.99,33146.65,558.74
2013-12-25,10.68,518.06,33064.84,559.31
2013-12-26,10.68,560.30,33064.84,560.30
2013-12-27,10.67,540.55,33027.46,559.40
2013-12-28,10.74,691.31,33289.12,559.39
2013-12-29,10.69,465.19,33102.22,559.42
2013-12-30,10.68,540.59,33064.84,559.44
2013-12-31,10.64,486.02,32917.73,560.19
2014-01-01,10.68,634.74,33064.84,560.57
2014-01-02,10.64,484.83,32915.32,560.21
2014-01-03,10.59,473.40,32743.18,560.19
2014-01-04,10.61,591.75,32805.62,560.27
2014-01-05,10.63,596.64,32877.94,560.18
2014-01-06,10.67,636.18,33027.46,560.80
2014-01-07,10.65,513.53,32952.70,551.22
2014-01-08,10.68,596.93,33064.84,540.39
2014-01-09,10.69,565.74,33116.38,539.76
2014-01-10,10.61,391.05,32820.26,540.34
2014-01-11,10.71,725.11,33188.68,539.36
2014-01-12,10.72,559.68,33228.34,539.68
2014-01-13,10.59,301.32,32755.48,539.72
2014-01-14,10.67,676.25,33027.46,539.13
2014-01-15,10.74,671.64,33289.12,539.72
2014-01-16,10.73,520.81,33251.74,539.66
2014-01-17,10.76,595.56,33363.88,539.02
2014-01-18,10.77,558.34,33401.26,539.49
2014-01-19,10.79,578.53,33478.28,539.70
2014-01-20,10.82,595.14,33588.16,539.74
2014-01-21,10.79,483.14,33476.02,539.68
2014-01-22,10.81,589.50,33550.78,551.81
2014-01-23,10.75,448.00,33328.80,559.91
2014-01-24,10.72,504.57,33216.69,561.09
2014-01-25,10.71,541.96,33179.32,560.80
2014-01-26,10.75,639.06,33328.80,563.70
2014-01-27,10.68,433.82,33067.21,565.71
2014-01-28,10.76,717.37,33366.17,566.64
2014-01-29,10.68,431.34,33081.43,574.90
2014-01-30,10.64,485.54,32939.42,557.14
2014-01-31,10.65,564.28,32971.90,547.90
2014-02-01,10.69,620.27,33114.02,548.62
2014-02-02,10.68,526.60,33074.32,546.62
2014-02-03,10.66,513.12,33009.20,545.95
2014-02-04,10.69,611.24,33139.98,545.31
2014-02-05,10.75,601.07,33205.09,568.24
2014-02-06,10.75,598.41,33270.21,565.58
2014-02-07,10.73,598.11,33335.32,565.28
2014-02-08,10.80,677.66,33556.15,566.32
2014-02-09,10.75,460.97,33349.50,565.16
2014-02-10,10.78,615.65,33449.99,564.99
2014-02-11,10.78,565.15,33452.26,564.01
2014-02-12,10.81,716.71,33561.98,661.39
2014-02-13,10.65,305.27,32962.30,607.61
2014-02-14,10.70,687.83,33151.35,592.52
2014-02-15,10.72,627.69,33219.02,593.57
2014-02-16,10.73,611.45,33265.66,587.94
2014-02-17,10.64,414.53,32932.19,582.65
2014-02-18,10.63,554.82,32887.62,577.29
2014-02-19,10.53,394.36,32529.34,574.99
2014-02-20,10.40,344.90,32071.72,575.62
2014-02-21,10.65,1027.01,32967.10,575.59
2014-02-22,10.69,648.54,33111.66,575.66
2014-02-23,10.57,349.49,32661.10,576.65
2014-02-24,10.58,598.43,32695.98,580.84
2014-02-25,10.67,751.62,33032.22,582.10
2014-02-26,10.58,411.60,32691.04,583.61
2014-02-27,10.51,451.69,32431.92,582.33
2014-02-28,10.45,473.56,32215.45,582.70
2014-03-01,10.44,563.63,32180.14,581.43
2014-03-02,10.46,617.34,32250.76,581.74
2014-03-03,10.39,412.13,32003.59,536.74
2014-03-04,10.47,649.47,32286.07,507.05
2014-03-05,10.47,407.55,32286.07,407.55
2014-03-06,10.44,330.24,32190.78,378.28
2014-03-07,10.44,358.71,32180.14,364.07
2014-03-08,10.56,583.05,32616.28,363.16
2014-03-09,10.48,214.79,32321.38,363.47
2014-03-10,9.87,-671.00,30270.60,362.94
2014-03-11,10.54,1505.44,32541.52,360.52
2014-03-12,10.58,435.31,32691.04,359.93
2014-03-13,10.46,239.32,32250.76,461.29
2014-03-14,10.32,228.83,31767.95,472.25
2014-03-15,10.35,522.10,31862.35,474.51
2014-03-16,10.24,280.31,31473.94,476.13
2014-03-17,9.91,-221.22,30326.92,357.07
2014-03-18,10.14,775.52,31120.84,375.25
2014-03-19,10.08,128.40,30908.98,235.21
2014-03-20,10.00,92.21,30626.50,234.63
2014-03-21,9.94,128.04,30414.64,234.85
2014-03-22,9.91,181.89,30308.71,235.30
2014-03-23,9.79,157.97,30156.76,234.58
2014-03-24,9.88,567.57,30443.11,423.20
2014-03-25,9.77,523.27,30114.19,689.10
2014-03-26,10.01,1105.48,30929.75,694.30
2014-03-27,10.08,824.80,31187.09,695.06
2014-03-28,10.27,1033.74,31847.05,701.01
2014-03-29,10.31,777.66,31996.68,702.22
2014-03-30,10.35,779.61,32151.04,701.79
2014-03-31,10.58,1109.23,32822.01,770.95
2014-04-01,10.61,1186.39,32937.19,1128.32
2014-04-02,10.61,1246.82,33170.68,1129.10
2014-04-03,10.55,1262.48,32977.25,1360.00
2014-04-04,10.45,1298.65,32598.17,1489.77
2014-04-05,10.28,1316.84,32141.88,1546.89
2014-04-06,10.32,1649.24,32307.13,1565.93
2014-04-07,10.39,1763.55,32643.57,1593.93
2014-04-08,10.49,1920.54,33028.25,1726.60
2014-04-09,10.40,1906.85,32947.04,1947.79
2014-04-10,10.51,2292.15,33331.91,2098.11
2014-04-11,10.61,2299.23,33694.47,2116.44
2014-04-12,10.69,2292.15,34013.66,2131.22
2014-04-13,11.14,3038.47,35665.31,2205.76
2014-04-14,11.17,2705.98,35830.73,2622.58
2014-04-15,11.04,2674.42,35462.38,2860.13
2014-04-16,11.16,3558.06,35926.58,3324.03
2014-04-17,11.08,3598.88,35819.32,3652.96
2014-04-18,10.98,4069.97,35576.82,4192.23
2014-04-19,10.93,4391.80,35421.04,4470.34
2014-04-20,10.78,4426.68,35131.14,4572.84
2014-04-21,10.87,5154.75,35636.10,4900.17
2014-04-22,10.71,4989.40,35181.61,5218.54
2014-04-23,11.14,6211.60,36541.54,5525.97
2014-04-24,11.12,5736.85,36483.90,5765.91
2014-04-25,11.19,5891.86,36698.24,5783.80
2014-04-26,11.07,5440.49,36315.23,5633.59
2014-04-27,11.14,5712.16,36536.55,5600.58
2014-04-28,11.06,5508.29,36268.71,5643.33
2014-04-29,11.10,5830.42,36407.19,5760.60
2014-04-30,10.93,5758.71,35884.42,6022.27
2014-05-01,10.79,6120.71,35466.44,6331.44
2014-05-02,10.64,6733.77,35440.52,6746.84
2014-05-03,10.95,7711.27,36632.05,7110.54
2014-05-04,11.26,7654.48,37379.04,7277.87
2014-05-05,11.24,7465.22,37425.76,7441.67
2014-05-06,11.36,7725.17,37613.93,7630.30
2014-05-07,11.22,7357.49,37075.05,7629.18
2014-05-08,10.92,7204.11,36394.75,7547.09
2014-05-09,11.02,7627.50,36832.64,7406.73
2014-05-10,11.03,7403.13,36844.92,7396.94
2014-05-11,11.26,7676.57,37379.04,7407.28
2014-05-12,11.16,7162.29,36850.79,7428.62
2014-05-13,10.92,7107.08,36277.03,7396.35
2014-05-14,10.78,7430.95,36058.37,7541.19
2014-05-15,10.77,7897.09,36247.17,7801.90
2014-05-16,10.67,8171.00,36236.90,8176.18
2014-05-17,10.83,8684.32,36759.88,8420.65
2014-05-18,10.88,8641.30,36949.91,8545.49
2014-05-19,10.93,8710.92,37159.97,8605.01
2014-05-20,10.98,8754.96,37385.52,8641.24
2014-05-21,11.06,8708.35,37543.25,8628.83
2014-05-22,11.00,8476.98,37328.10,8585.45
2014-05-23,11.04,8532.09,37393.38,8499.18
2014-05-24,10.81,8118.54,36736.43,8449.75
2014-05-25,10.86,8575.34,36934.61,8475.42
2014-05-26,10.86,8505.20,36913.84,8515.67
2014-05-27,10.87,8672.57,37077.04,8590.29
2014-05-28,10.74,8451.47,36780.73,8600.86
2014-05-29,11.00,9004.02,37503.11,8639.82
2014-05-30,11.13,8813.46,37852.09,8637.52
2014-05-31,11.13,8578.68,37828.13,8590.76
2014-06-01,11.19,8663.01,37974.47,8589.23
2014-06-02,11.16,8545.15,37847.57,8609.13
2014-06-03,11.13,8536.33,37748.29,8586.38
2014-06-04,11.05,8496.94,37561.30,8591.21
2014-06-05,11.00,8578.77,37490.90,8614.26
2014-06-06,11.06,8798.06,37744.95,8669.98
2014-06-07,11.09,8862.14,37847.39,8810.49
2014-06-08,11.23,9176.53,38143.17,9027.41
2014-06-09,11.08,8859.06,37744.89,9059.86
2014-06-10,10.91,10583.85,38744.55,10079.85
2014-06-11,11.10,12456.93,39795.00,11927.33
2014-06-12,11.08,12910.91,39849.59,12883.39
2014-06-13,10.92,12790.17,39424.21,13004.63
2014-06-14,11.11,13362.92,39929.34,13108.25
2014-06-15,11.20,13256.48,40137.33,13151.62
2014-06-16,11.19,13048.34,40046.77,13094.00
2014-06-17,11.13,12957.26,39913.46,13024.47
2014-06-18,11.21,13093.87,40133.55,12982.91
2014-06-19,11.27,12879.78,40186.43,12853.12
2014-06-20,11.11,12485.14,39681.14,12739.89
2014-06-21,10.93,12433.76,39231.84,12660.28
2014-06-22,10.99,12683.09,39364.24,12616.34
2014-06-23,10.94,12692.54,39434.05,12657.34
2014-06-24,11.05,13051.41,39808.07,12862.84
2014-06-25,11.26,13203.25,40328.13,12941.05
2014-06-26,11.27,12966.87,40298.63,12981.74
2014-06-27,11.17,12760.84,39925.46,12948.98
