date,wz,wi,wk,qu,mm,mx,mn,fb,af,qd
1991-12-31,,,,40.66,29.98,32.04,26.93,3804.68,12190.86,5.80
1992-01-01,,,,37.03,29.72,31.73,28.34,3804.77,12252.80,5.80
1992-01-02,,,,37.43,28.87,32.67,26.85,3804.86,12315.53,5.80
1992-01-03,,,,41.07,24.92,31.80,19.54,3804.96,12385.68,5.70
1992-01-04,,,,41.06,28.01,33.38,21.58,3805.06,12455.82,5.70
1992-01-05,,,,48.43,33.32,37.70,29.76,3805.18,12540.58,5.70
1992-01-06,,,,33.70,29.42,37.86,11.28,3805.25,12596.12,5.70
1992-01-07,,,,19.70,10.40,30.31,-4.83,3805.29,12623.88,5.70
1992-01-08,,,,27.07,8.06,26.14,-5.46,3805.35,12666.26,5.70
1992-01-09,,,,30.02,14.78,28.89,3.81,3805.42,12714.49,5.70
1992-01-10,,,,34.33,18.40,30.86,12.07,3805.50,12771.48,5.60
1992-01-11,,,,43.91,26.06,34.16,9.40,3805.60,12847.47,5.60
1992-01-12,,,,37.28,19.69,33.85,3.89,3805.69,12910.31,5.60
1992-01-13,,,,45.05,23.39,31.33,14.90,3805.80,12988.56,5.60
1992-01-14,,,,42.18,27.65,41.55,15.45,3805.90,13060.71,5.80
1992-01-15,,,,42.18,22.75,30.62,12.23,3806.00,13132.86,5.80
1992-01-16,,,,34.80,29.71,32.35,28.27,3806.08,13189.98,6.00
1992-01-17,,,,31.97,25.51,37.39,6.65,3806.14,13241.09,6.20
1992-01-18,,,,34.90,16.77,29.45,5.31,3806.22,13298.21,6.10
1992-01-19,,,,38.68,18.28,33.45,1.06,3806.31,13362.84,6.10
1992-01-20,,,,24.49,7.82,32.28,-5.15,3806.36,13398.91,6.30
1992-01-21,,,,38.99,18.23,39.59,1.30,3806.45,13463.55,6.40
1992-01-22,,,,46.56,25.00,35.89,13.56,3806.55,13543.21,6.40
1992-01-23,,,,35.20,27.41,34.48,22.45,3806.63,13600.33,6.40
1992-01-24,,,,46.57,31.74,40.77,23.16,3806.74,13680.00,6.40
1992-01-25,,,,39.61,34.00,46.27,17.97,3806.83,13745.67,6.50
1992-01-26,,,,28.26,21.59,33.53,13.33,3806.89,13788.43,6.70
1992-01-27,,,,55.21,27.21,37.54,15.37,3807.02,13884.64,6.70
1992-01-28,,,,36.06,37.37,49.65,27.32,3807.09,13942.68,6.80
1992-01-29,,,,40.11,33.45,44.85,24.33,3807.18,14008.35,7.00
1992-01-30,,,,40.11,28.94,37.39,21.50,3807.27,14074.02,7.00
1992-01-31,,,,40.11,36.75,44.15,30.86,3807.35,14139.69,7.00
1992-02-01,,,,36.56,34.32,43.05,24.41,3807.43,14197.72,7.30
1992-02-02,,,,33.58,28.19,44.85,17.26,3807.50,14249.64,7.40
1992-02-03,,,,36.76,24.31,45.88,13.25,3807.57,14307.68,7.50
1992-02-04,,,,36.96,22.22,43.20,9.87,3807.65,14365.71,7.70
1992-02-05,,,,40.85,24.32,45.01,11.83,3807.74,14431.67,7.60
1992-02-06,,,,37.84,25.30,41.55,15.92,3807.82,14492.05,7.40
1992-02-07,,,,37.06,31.13,35.66,24.26,3807.90,14550.88,7.40
1992-02-08,,,,40.96,31.18,36.21,27.72,3807.98,14617.45,7.40
1992-02-09,,,,40.96,30.50,35.03,25.51,3808.07,14684.02,7.40
1992-02-10,,,,44.86,35.25,41.79,30.31,3808.17,14758.33,7.40
1992-02-11,,,,48.97,38.00,43.75,33.61,3808.27,14840.38,7.60
1992-02-12,,,,60.19,37.73,41.16,34.01,3808.40,14944.10,7.90
1992-02-13,,,,71.32,34.85,37.62,32.98,3808.57,15069.50,8.10
1992-02-14,,,,60.88,37.09,44.23,32.35,3808.70,15173.80,8.30
1992-02-15,,,,66.10,36.71,40.69,31.33,3808.85,15288.04,8.50
1992-02-16,,,,58.19,29.23,34.48,25.59,3808.97,15386.41,8.60
1992-02-17,,,,54.50,34.59,45.09,27.72,3809.09,15476.85,8.90
1992-02-18,,,,51.30,36.91,46.35,26.61,3809.20,15560.94,8.90
1992-02-19,,,,69.69,42.17,48.86,35.89,3809.35,15681.52,8.90
1992-02-20,,,,104.89,43.20,48.94,34.95,3809.59,15871.92,8.90
1992-02-21,,,,140.17,37.54,43.20,31.41,3809.91,16132.30,8.90
1992-02-22,,,,152.95,39.23,47.76,31.49,3810.27,16417.43,9.20
1992-02-23,,,,166.14,37.84,51.14,25.99,3810.65,16727.32,9.90
1992-02-24,,,,154.80,41.35,53.50,33.77,3811.00,17014.52,10.00
1992-02-25,,,,207.63,41.28,61.99,28.27,3811.48,17404.52,11.00
1992-02-26,,,,205.35,40.32,62.94,26.46,3811.94,17788.03,12.00
1992-02-27,,,,205.23,39.48,58.61,25.44,3812.40,18171.30,12.00
1992-02-28,,,,218.59,38.76,58.93,26.14,3812.88,18579.08,13.00
1992-02-29,,,,228.35,42.00,59.79,29.84,3813.38,19006.23,13.00
1992-03-01,,,,210.89,38.32,46.98,32.04,3813.84,19398.74,13.00
1992-03-02,,,,244.63,38.07,51.69,31.17,3814.35,19844.28,20.00
1992-03-03,,,,215.24,40.85,50.20,33.30,3814.63,20090.71,91.00
1992-03-04,,,,206.10,35.09,49.10,25.20,3814.81,20243.64,129.00
1992-03-05,,,,182.10,40.45,56.25,29.21,3814.92,20345.00,131.00
1992-03-06,,,,144.58,42.03,55.23,32.51,3815.11,20506.82,63.00
1992-03-07,,,,203.75,39.36,48.55,33.85,3815.45,20813.77,49.00
1992-03-08,,,,180.43,41.20,51.85,32.59,3815.70,21030.82,71.00
1992-03-09,,,,149.08,40.60,56.88,29.13,3815.88,21187.67,70.00
1992-03-10,,,,138.89,42.38,64.12,26.61,3816.03,21326.29,69.00
1992-03-11,,,,115.87,43.35,66.00,27.01,3816.24,21510.50,23.00
1992-03-12,,,,116.84,44.68,66.55,28.19,3816.48,21728.37,7.00
1992-03-13,,,,114.04,45.08,63.33,28.11,3816.71,21940.08,7.30
1992-03-14,,,,117.95,46.92,64.90,29.52,3816.96,22159.16,7.50
1992-03-15,,,,95.58,48.28,56.73,36.52,3817.15,22334.06,7.40
1992-03-16,,,,132.74,42.17,52.01,32.04,3817.35,22520.00,39.00
1992-03-17,,,,127.21,41.27,46.03,37.31,3817.45,22607.69,83.00
1992-03-18,,,,119.70,39.88,55.00,27.32,3817.46,22617.02,115.00
1992-03-19,,,,102.30,39.98,58.77,22.84,3817.45,22607.69,107.00
1992-03-20,,,,93.70,40.70,62.94,23.00,3817.46,22617.02,89.00
1992-03-21,,,,77.75,41.10,60.26,25.12,3817.54,22687.92,42.00
1992-03-22,,,,78.86,39.91,57.36,23.31,3817.64,22786.81,29.00
1992-03-23,,,,73.62,40.54,59.08,21.35,3817.76,22893.17,20.00
1992-03-24,,,,65.32,43.81,61.68,27.09,3817.89,23008.85,7.00
1992-03-25,,,,62.62,42.69,60.81,25.67,3818.01,23124.53,4.30
1992-03-26,,,,51.45,41.24,51.07,30.94,3818.10,23204.76,11.00
1992-03-27,,,,45.77,40.36,46.35,32.04,3818.18,23275.70,10.00
1992-03-28,,,,63.30,38.95,59.01,21.35,3818.29,23382.01,9.70
1992-03-29,,,,59.96,44.84,59.87,33.77,3818.40,23481.70,9.70
1992-03-30,,,,59.16,45.39,64.59,29.84,3818.51,23579.81,9.70
1992-03-31,,,,61.98,52.75,68.91,33.06,3818.63,23689.25,6.80
1992-04-01,,,,36.59,51.08,71.59,32.67,3818.69,23751.51,5.20
1992-04-02,,,,55.62,52.25,76.07,30.78,3818.80,23851.51,5.20
1992-04-03,,,,41.35,50.84,64.35,36.21,3818.88,23923.21,5.20
1992-04-04,,,,22.97,44.06,50.20,35.81,3818.92,23959.06,4.90
1992-04-05,,,,32.53,37.76,46.98,27.87,3818.97,24004.34,9.70
1992-04-06,,,,33.25,36.04,43.75,28.58,3818.96,23994.91,38.00
1992-04-07,,,,41.68,35.21,49.10,21.50,3818.93,23968.49,55.00
1992-04-08,,,,46.73,40.43,45.01,33.45,3818.90,23940.19,61.00
1992-04-09,,,,54.24,45.52,50.67,40.37,3818.89,23930.75,59.00
1992-04-10,,,,73.27,46.91,51.54,41.87,3818.92,23959.06,59.00
1992-04-11,,,,67.56,49.73,64.27,40.29,3818.94,23976.04,59.00
1992-04-12,,,,45.68,51.05,56.80,46.90,3818.91,23949.62,59.00
1992-04-13,,,,54.25,51.27,59.01,42.42,3818.90,23940.19,59.00
1992-04-14,,,,54.24,47.95,63.17,32.12,3818.89,23930.75,59.00
1992-04-15,,,,45.44,49.00,63.96,32.35,3818.87,23913.77,54.00
1992-04-16,,,,30.17,50.22,58.77,40.92,3818.82,23868.49,53.00
1992-04-17,,,,38.68,46.55,53.66,39.98,3818.79,23842.08,52.00
1992-04-18,,,,60.56,43.83,51.14,38.17,3818.81,23859.06,52.00
1992-04-19,,,,52.00,46.13,63.25,27.87,3818.81,23859.06,52.00
1992-04-20,,,,32.68,50.40,65.30,36.13,3818.78,23832.64,46.00
1992-04-21,,,,29.68,46.64,53.97,40.61,3818.75,23806.23,43.00
1992-04-22,,,,10.66,39.59,44.23,34.32,3818.68,23742.08,43.00
1992-04-23,,,,39.19,40.06,55.55,24.96,3818.67,23734.53,43.00
1992-04-24,,,,33.49,45.18,58.77,27.64,3818.65,23715.66,43.00
1992-04-25,,,,33.49,53.61,69.15,38.33,3818.63,23696.79,43.00
1992-04-26,,,,21.12,56.34,76.85,38.96,3818.59,23653.40,43.00
1992-04-27,,,,23.97,55.01,73.24,34.79,3818.55,23615.66,43.00
1992-04-28,,,,23.68,58.14,74.42,41.47,3818.52,23589.25,37.00
1992-04-29,,,,7.09,57.80,73.63,44.62,3818.43,23508.11,48.00
1992-04-30,,,,13.10,51.88,57.51,45.88,3818.34,23426.98,54.00
1992-05-01,,,,23.86,43.46,65.30,34.56,3818.28,23365.22,55.00
1992-05-02,,,,23.02,52.38,74.10,30.00,3818.21,23301.78,55.00
1992-05-03,,,,19.25,56.72,79.13,34.08,3818.13,23230.88,55.00
1992-05-04,,,,24.38,59.14,81.96,36.13,3818.01,23124.53,78.00
1992-05-05,,,,20.64,61.51,83.69,39.04,3817.82,22947.28,110.00
1992-05-06,,,,21.82,63.21,86.05,40.61,3817.59,22732.71,130.00
1992-05-07,,,,7.84,64.43,82.28,50.12,3817.29,22466.61,142.00
1992-05-08,,,,-17.64,56.20,64.98,44.93,3816.95,22149.96,142.00
1992-05-09,,,,25.90,48.58,58.61,39.98,3816.69,21921.67,141.00
1992-05-10,,,,17.91,54.94,63.41,48.31,3816.44,21693.39,133.00
1992-05-11,,,,7.73,48.52,56.41,41.00,3816.19,21466.73,122.00
1992-05-12,,,,33.72,48.72,66.63,27.87,3815.99,21291.63,122.00
1992-05-13,,,,27.98,56.58,71.43,43.12,3815.74,21065.47,142.00
1992-05-14,,,,13.31,57.98,77.25,38.57,3815.42,20786.42,154.00
1992-05-15,,,,27.00,61.12,70.56,46.19,3815.07,20473.03,185.00
1992-05-16,,,,31.70,57.39,78.35,35.89,3814.61,20065.82,237.00
1992-05-17,,,,9.21,60.18,81.18,41.47,3814.10,19625.91,231.00
1992-05-18,,,,11.00,60.67,74.42,46.66,3813.68,19264.91,193.00
1992-05-19,,,,8.61,60.25,71.27,52.24,3813.35,18980.50,152.00
1992-05-20,,,,-2.46,51.60,58.38,47.84,3813.05,18719.75,129.00
1992-05-21,,,,20.21,51.04,64.67,36.84,3812.80,18513.89,124.00
1992-05-22,,,,28.08,55.25,74.81,31.49,3812.56,18309.75,131.00
1992-05-23,,,,28.29,62.38,85.34,38.33,3812.26,18052.47,158.00
1992-05-24,,,,17.65,65.21,85.50,42.26,3811.90,17756.23,167.00
1992-05-25,,,,-3.09,67.27,86.92,45.64,3811.50,17420.84,166.00
1992-05-26,,,,10.27,60.16,66.08,55.86,3811.14,17123.85,160.00
1992-05-27,,,,15.61,58.54,70.41,41.79,3810.80,16851.34,153.00
1992-05-28,,,,22.57,60.00,74.42,43.05,3810.49,16594.62,152.00
1992-05-29,,,,14.66,61.78,71.90,51.14,3810.18,16348.00,139.00
1992-05-30,,,,21.31,62.40,76.38,42.65,3809.92,16140.36,126.00
1992-05-31,,,,21.23,64.86,84.79,42.89,3809.66,15932.55,126.00
1992-06-01,,,,10.44,66.77,87.94,44.78,3809.38,15705.32,125.00
1992-06-02,,,,8.81,65.47,74.97,54.92,3809.09,15476.85,124.00
1992-06-03,,,,9.81,61.14,76.15,39.04,3808.82,15264.24,117.00
1992-06-04,,,,4.01,58.81,69.86,40.22,3808.55,15054.02,110.00
1992-06-05,,,,11.24,59.84,75.52,42.18,3808.32,14875.98,101.00
1992-06-06,,,,11.02,61.49,77.88,43.44,3808.09,14699.50,100.00
1992-06-07,,,,5.34,63.69,78.82,42.65,3807.85,14513.72,99.00
1992-06-08,,,,9.75,68.53,85.89,47.13,3807.61,14336.69,99.00
1992-06-09,,,,7.68,69.14,83.06,51.85,3807.35,14139.69,107.00
1992-06-10,,,,9.57,66.83,83.54,47.13,3807.01,13877.01,142.00
1992-06-11,,,,3.13,68.37,83.22,55.15,3806.53,13528.18,179.00
1992-06-12,,,,-1.51,51.17,64.98,42.42,3806.08,13189.98,169.00
1992-06-13,,,,26.05,48.09,56.02,42.42,3805.76,12960.00,142.00
1992-06-14,,,,8.22,49.01,57.83,39.12,3805.46,12742.25,118.00
1992-06-15,,,,33.64,48.19,49.73,46.66,3805.32,12644.34,83.00
1992-06-16,,,,28.32,53.03,58.22,48.63,3805.23,12581.50,60.00
1992-06-17,,,,24.69,61.61,77.32,44.23,3805.17,12533.28,49.00
1992-06-18,,,,9.58,64.30,81.33,46.90,3805.00,12413.44,70.00
1992-06-19,,,,18.01,67.68,83.54,49.73,3804.84,12302.38,74.00
1992-06-20,,,,7.41,73.46,88.02,55.86,3804.69,12198.06,60.00
1992-06-21,,,,4.08,73.53,89.98,52.64,3804.54,12087.14,60.00
1992-06-22,,,,8.43,74.61,92.58,53.50,3804.39,11984.86,60.00
1992-06-23,,,,8.45,77.19,96.27,54.76,3804.22,11866.74,68.00
1992-06-24,,,,-6.89,74.52,92.18,56.02,3804.00,11708.29,73.00
1992-06-25,,,,3.41,70.80,80.63,62.54,3803.76,11550.42,83.00
1992-06-26,,,,29.82,65.90,75.91,59.01,3803.58,11423.13,94.00
1992-06-27,,,,14.32,71.13,89.04,53.74,3803.31,11241.29,106.00
1992-06-28,,,,1.58,68.37,81.96,57.67,3802.99,11020.29,113.00
1992-06-29,,,,17.48,59.23,67.10,52.95,3802.72,10840.75,108.00
1992-06-30,,,,9.92,54.50,57.20,50.91,3802.44,10656.12,103.00
1992-07-01,,,,25.58,59.27,68.05,52.17,3802.21,10504.55,102.00
1992-07-02,,,,26.79,56.18,68.60,44.85,3802.02,10379.17,90.00
1992-07-03,,,,27.98,59.31,74.49,47.84,3801.87,10279.96,78.00
1992-07-04,,,,22.52,63.36,75.36,49.73,3801.71,10175.87,75.00
1992-07-05,,,,5.07,59.00,70.48,53.50,3801.53,10060.96,63.00
1992-07-06,,,,21.30,54.58,66.48,43.05,3801.42,9990.15,57.00
1992-07-07,,,,20.29,59.13,70.80,48.47,3801.31,9919.33,56.00
1992-07-08,,,,6.87,62.22,70.64,49.41,3801.17,9829.81,52.00
1992-07-09,,,,17.77,63.20,76.30,48.47,3801.10,9785.72,40.00
1992-07-10,,,,6.04,64.17,77.09,45.33,3801.01,9728.27,35.00
1992-07-11,,,,12.10,62.59,70.17,53.74,3800.94,9682.84,35.00
1992-07-12,,,,9.40,64.36,78.35,44.30,3800.86,9632.07,35.00
1992-07-13,,,,9.64,67.14,82.59,47.61,3800.75,9561.94,45.00
1992-07-14,,,,3.47,68.86,78.35,58.53,3800.55,9435.94,67.00
1992-07-15,,,,11.78,66.82,83.69,44.70,3800.36,9316.50,72.00
1992-07-16,,,,8.47,68.48,88.65,43.60,3800.15,9190.50,72.00
1992-07-17,,,,4.17,72.24,93.52,50.44,3799.94,9057.94,71.00
1992-07-18,,,,2.60,67.85,80.39,56.02,3799.70,8914.34,75.00
1992-07-19,,,,8.22,69.65,87.70,50.44,3799.47,8771.96,80.00
1992-07-20,,,,9.83,64.21,76.85,56.65,3799.24,8634.76,79.00
1992-07-21,,,,15.14,66.06,80.78,49.89,3799.07,8529.92,68.00
1992-07-22,,,,-0.65,58.87,67.65,54.92,3798.86,8405.66,62.00
1992-07-23,,,,14.66,57.14,66.32,50.75,3798.70,8313.75,61.00
1992-07-24,,,,10.62,61.35,78.11,48.71,3798.55,8223.75,56.00
1992-07-25,,,,7.62,65.62,84.09,46.90,3798.40,8133.75,53.00
1992-07-26,,,,3.47,69.04,89.67,47.29,3798.23,8037.50,52.00
1992-07-27,,,,6.62,72.83,89.75,49.02,3798.08,7947.50,52.00
1992-07-28,,,,-2.20,72.26,86.84,49.57,3797.89,7840.00,52.00
1992-07-29,,,,3.58,70.52,89.12,46.43,3797.72,7743.96,52.00
1992-07-30,,,,8.52,72.10,92.81,46.66,3797.52,7627.96,67.00
1992-07-31,,,,9.46,76.24,99.02,53.35,3797.25,7478.13,85.00
1992-08-01,,,,9.09,76.90,95.64,53.97,3796.90,7279.96,109.00
1992-08-02,,,,2.03,76.39,90.38,51.22,3796.50,7063.83,111.00
1992-08-03,,,,7.95,72.64,88.65,49.81,3796.11,6851.50,115.00
1992-08-04,,,,-0.82,69.85,87.15,48.24,3795.59,6572.19,140.00
1992-08-05,,,,1.47,70.75,84.71,51.69,3795.05,6291.46,143.00
1992-08-06,,,,-6.86,67.25,83.54,47.37,3794.46,5990.25,145.00
1992-08-07,,,,-0.86,67.92,81.41,52.32,3793.94,5724.75,133.00
1992-08-08,,,,1.66,65.55,78.82,52.72,3793.47,5494.00,118.00
1992-08-09,,,,5.67,67.02,87.70,45.80,3793.02,5275.17,116.00
1992-08-10,,,,6.40,69.34,91.40,43.36,3792.58,5061.75,114.00
1992-08-11,,,,6.54,73.21,98.00,47.68,3792.10,4834.72,121.00
1992-08-12,,,,2.60,75.47,97.14,50.36,3791.55,4580.04,131.00
1992-08-13,,,,-3.10,81.14,98.39,60.58,3790.99,4322.00,127.00
1992-08-14,,,,1.52,77.40,97.53,56.96,3790.46,4087.00,120.00
1992-08-15,,,,6.81,75.18,88.41,65.14,3789.93,3854.55,124.00
1992-08-16,,,,10.21,66.38,73.71,62.62,3789.40,3628.86,124.00
1992-08-17,,,,5.80,71.64,89.90,56.49,3788.86,3406.32,118.00
1992-08-18,,,,1.16,73.77,95.41,51.14,3788.33,3190.44,110.00
1992-08-19,,,,4.29,74.13,94.46,52.48,3787.79,2976.80,112.00
1992-08-20,,,,-0.75,74.13,84.79,58.77,3787.18,2743.24,117.00
1992-08-21,,,,0.09,64.74,78.35,54.21,3786.55,2511.35,117.00
1992-08-22,,,,4.07,53.14,60.42,45.72,3785.96,2295.30,113.00
1992-08-23,,,,7.23,48.76,56.49,41.71,3785.36,2089.48,111.00
1992-08-24,,,,8.73,47.75,66.71,29.45,3784.76,1888.61,110.00
1992-08-25,,,,39.57,51.67,71.19,31.17,3784.36,1762.79,103.00
1992-08-26,,,,-49.65,55.37,80.55,31.02,3783.45,1481.83,92.00
1992-08-27,,,,-38.72,60.97,84.32,35.89,3782.55,1228.50,89.00
1992-08-28,,,,-28.60,63.81,79.13,42.89,3781.68,997.22,88.00
1992-08-29,,,,-17.44,60.39,80.78,37.39,3780.82,788.09,88.00
1992-08-30,,,,-10.57,61.91,81.41,38.25,3779.95,594.56,87.00
1992-08-31,,,,-5.31,60.55,77.72,40.37,3779.10,423.37,81.00
1992-09-01,,,,-24.78,62.84,79.13,46.03,3778.24,267.12,54.00
1992-09-02,,,,-37.60,62.40,82.36,37.15,3777.37,127.09,33.00
1992-09-03,,,,-42.07,58.52,73.08,43.91,3776.50,0.00,22.00
1992-09-04,,,,17.00,57.13,63.80,53.19,3776.50,0.00,17.00
1992-09-05,,,,12.00,52.45,59.87,45.33,3776.50,0.00,12.00
1992-09-06,,,,9.10,49.72,58.77,37.54,3776.50,0.00,9.10
1992-09-07,,,,7.20,46.94,68.20,21.82,3776.50,0.00,7.20
1992-09-08,,,,6.40,54.05,67.97,36.76,3776.50,0.00,6.40
1992-09-09,,,,5.70,58.01,79.37,35.66,3776.50,0.00,5.70
1992-09-10,,,,5.10,57.92,80.78,34.08,3776.50,0.00,5.10
1992-09-11,,,,4.90,61.88,78.03,47.76,3776.50,0.00,4.90
1992-09-12,,,,5.00,52.59,58.46,48.31,3776.50,0.00,5.00
1992-09-13,,,,4.50,48.21,59.79,36.84,3776.50,0.00,4.50
1992-09-14,,,,4.00,47.01,68.60,24.81,3776.50,0.00,4.00
1992-09-15,,,,4.20,57.42,68.20,45.88,3776.50,0.00,4.20
1992-09-16,,,,4.70,59.67,78.58,37.07,3776.50,0.00,4.70
1992-09-17,,,,2.80,61.50,73.08,48.08,3776.50,0.00,2.80
1992-09-18,,,,0.12,55.50,80.31,31.41,3776.50,0.00,0.12
1992-09-19,,,,0.11,55.82,67.97,42.97,3776.50,0.00,0.11
1992-09-20,,,,0.15,63.02,74.10,49.57,3776.50,0.00,0.15
1992-09-21,,,,0.82,64.90,84.32,44.62,3776.50,0.00,0.82
1992-09-22,,,,3.00,63.42,84.95,40.53,3776.50,0.00,3.00
1992-09-23,,,,2.70,63.57,80.00,43.52,3776.50,0.00,2.70
1992-09-24,,,,1.90,54.80,66.48,45.64,3776.50,0.00,1.90
1992-09-25,,,,2.30,51.04,59.95,42.02,3776.50,0.00,2.30
1992-09-26,,,,2.30,49.11,73.24,30.07,3776.50,0.00,2.30
1992-09-27,,,,2.20,54.19,73.55,33.93,3776.50,0.00,2.20
1992-09-28,,,,2.10,51.56,76.54,28.97,3776.50,0.00,2.10
1992-09-29,,,,2.00,55.32,80.23,31.96,3776.50,0.00,2.00
1992-09-30,,,,1.90,59.01,85.89,38.25,3776.50,0.00,1.90
1992-10-01,,,,1.30,59.39,83.69,38.41,3776.50,0.00,1.30
1992-10-02,,,,1.20,61.65,71.04,51.69,3776.50,0.00,1.20
1992-10-03,,,,1.90,51.43,54.60,48.86,3776.50,0.00,1.90
1992-10-04,,,,1.80,51.37,64.12,38.01,3776.50,0.00,1.80
1992-10-05,,,,1.70,48.02,67.73,32.75,3776.50,0.00,1.70
1992-10-06,,,,1.60,48.70,64.59,35.81,3776.50,0.00,1.60
1992-10-07,,,,1.60,43.10,57.67,26.14,3776.50,0.00,1.60
1992-10-08,,,,1.40,46.84,64.51,31.41,3776.50,0.00,1.40
1992-10-09,,,,1.40,52.19,63.49,39.74,3776.50,0.00,1.40
1992-10-10,,,,1.30,49.19,71.51,31.41,3776.50,0.00,1.30
1992-10-11,,,,21.40,51.10,76.30,29.52,3776.79,40.06,1.20
1992-10-12,,,,34.27,51.45,74.97,30.15,3777.23,105.46,1.30
1992-10-13,,,,50.95,54.69,60.42,37.70,3777.86,203.55,1.50
1992-10-14,,,,28.98,42.11,53.58,30.86,3778.18,258.05,1.50
1992-10-15,,,,29.98,38.15,51.38,22.05,3778.49,312.55,2.50
1992-10-16,,,,36.07,45.62,60.81,33.61,3778.85,377.94,3.10
1992-10-17,,,,14.09,49.54,63.09,33.53,3778.98,399.74,3.10
1992-10-18,,,,35.77,46.96,66.79,34.24,3779.30,465.14,2.80
1992-10-19,,,,25.08,49.19,71.27,31.25,3779.52,508.74,3.10
1992-10-20,,,,25.08,47.27,70.88,27.09,3779.74,552.34,3.10
1992-10-21,,,,36.27,49.36,60.74,38.01,3780.06,617.73,3.30
1992-10-22,,,,24.48,42.43,63.17,26.69,3780.25,661.33,2.50
1992-10-23,,,,41.57,43.10,62.39,26.30,3780.59,737.63,3.10
1992-10-24,,,,69.24,42.34,67.65,23.86,3781.16,868.42,3.30
1992-10-25,,,,46.86,45.76,71.90,24.26,3781.51,955.62,2.90
1992-10-26,,,,41.26,45.52,68.83,26.22,3781.82,1031.91,2.80
1992-10-27,,,,19.09,41.66,63.02,25.12,3781.95,1064.61,2.60
1992-10-28,,,,34.97,42.95,52.01,33.77,3782.19,1130.01,2.00
1992-10-29,,,,30.17,42.37,50.36,34.71,3782.39,1184.50,2.70
1992-10-30,,,,35.17,41.13,49.18,34.56,3782.63,1249.90,2.20
1992-10-31,,,,23.98,38.63,46.51,30.00,3782.79,1293.50,2.00
1992-11-01,,,,35.27,42.38,46.74,38.80,3783.03,1358.90,2.30
1992-11-02,,,,35.27,41.62,46.82,36.36,3783.25,1424.29,2.30
1992-11-03,,,,23.98,35.00,47.29,26.69,3783.40,1467.89,2.00
1992-11-04,,,,23.98,33.16,35.18,26.85,3783.55,1511.49,2.00
1992-11-05,,,,29.47,35.40,48.71,27.72,3783.73,1565.98,2.00
1992-11-06,,,,24.18,35.64,41.47,28.42,3783.88,1609.58,2.20
1992-11-07,,,,23.78,40.26,44.23,36.05,3784.02,1653.18,1.80
1992-11-08,,,,29.28,36.29,40.61,32.59,3784.19,1707.68,1.80
1992-11-09,,,,27.70,29.96,35.50,15.53,3784.35,1759.25,1.70
1992-11-10,,,,30.79,21.02,38.64,11.05,3784.53,1816.95,1.70
1992-11-11,,,,30.89,24.20,32.83,12.86,3784.71,1874.64,1.80
1992-11-12,,,,31.39,33.12,36.84,29.92,3784.89,1932.34,2.30
1992-11-13,,,,31.39,33.38,34.71,32.35,3785.07,1990.04,2.30
1992-11-14,,,,31.39,34.99,38.49,32.04,3785.24,2047.73,2.30
1992-11-15,,,,31.49,34.94,37.62,32.51,3785.40,2105.43,2.40
1992-11-16,,,,31.39,34.27,36.36,31.88,3785.57,2163.13,2.30
1992-11-17,,,,31.09,33.56,38.64,29.84,3785.74,2220.82,2.00
1992-11-18,,,,30.99,37.81,46.27,26.54,3785.91,2278.52,1.90
1992-11-19,,,,31.09,32.19,37.07,24.73,3786.07,2336.22,2.00
1992-11-20,,,,30.93,31.97,37.94,25.36,3786.23,2394.59,1.50
1992-11-21,,,,40.60,28.75,31.80,25.59,3786.44,2468.38,3.40
1992-11-22,,,,38.22,33.41,37.70,28.34,3786.62,2534.86,4.70
1992-11-23,,,,31.69,28.78,34.95,11.05,3786.77,2589.19,4.30
1992-11-24,,,,9.53,11.84,26.46,1.46,3786.80,2600.55,3.80
1992-11-25,,,,21.97,15.50,27.87,6.33,3786.90,2636.78,3.70
1992-11-26,,,,22.06,11.75,25.99,-0.98,3787.00,2673.00,3.80
1992-11-27,,,,36.80,21.16,28.66,13.17,3787.17,2738.46,3.80
1992-11-28,,,,23.12,24.20,35.81,10.18,3787.27,2776.78,3.80
1992-11-29,,,,54.12,21.77,29.37,11.05,3787.53,2876.58,3.80
1992-11-30,,,,52.10,24.83,28.42,19.62,3787.78,2972.38,3.80
1992-12-01,,,,50.70,25.66,30.70,19.77,3788.02,3065.40,3.80
1992-12-02,,,,58.85,27.86,36.52,20.88,3788.29,3174.59,3.80
1992-12-03,,,,26.24,4.76,25.99,-11.99,3788.40,3219.10,3.80
1992-12-04,,,,19.79,-2.08,17.57,-16.47,3788.48,3251.02,3.70
1992-12-05,,,,22.21,-12.52,9.00,-26.22,3788.57,3287.14,4.00
1992-12-06,,,,16.28,0.19,17.34,-18.98,3788.63,3311.49,4.00
1992-12-07,,,,32.37,24.18,29.45,17.34,3788.77,3367.77,4.00
1992-12-08,,,,38.72,27.64,34.48,18.12,3788.94,3436.64,4.00
1992-12-09,,,,46.06,27.77,32.83,11.60,3789.14,3520.06,4.00
1992-12-10,,,,44.89,33.25,40.69,21.98,3789.33,3601.16,4.00
1992-12-11,,,,31.55,16.63,25.99,1.69,3789.46,3655.81,4.00
1992-12-12,,,,36.00,22.74,34.71,10.42,3789.61,3719.28,4.00
1992-12-13,,,,36.00,14.10,28.66,1.30,3789.76,3782.75,4.00
