date,af,wz,mn,mx,mm,qv
2013-12-31,97306.00,41.39,29.50,45.40,36.72,297.96
2014-01-01,97284.00,41.28,27.30,42.40,33.75,298.97
2014-01-02,97240.00,41.08,26.50,41.70,32.16,296.95
2014-01-03,97127.00,41.01,29.80,45.80,36.00,298.97
2014-01-04,97038.00,40.85,21.80,36.10,28.65,300.99
2014-01-05,96904.00,40.69,19.70,38.30,28.87,301.99
2014-01-06,96748.00,40.41,19.80,37.20,27.49,298.97
2014-01-07,96614.00,40.35,27.60,40.30,32.91,301.99
2014-01-08,96592.00,40.33,30.00,38.50,33.59,303.00
2014-01-09,96637.00,40.30,30.90,37.60,34.39,305.02
2014-01-10,96681.00,40.33,30.40,42.90,38.38,308.05
2014-01-11,96681.00,40.24,36.60,45.40,38.97,303.00
2014-01-12,96703.00,40.20,32.40,39.50,35.55,305.02
2014-01-13,96658.00,40.16,38.90,44.90,41.90,305.02
2014-01-14,96614.00,40.00,29.90,45.80,36.47,306.03
2014-01-15,96547.00,39.81,23.10,40.10,30.55,310.06
2014-01-16,96414.00,39.50,22.90,40.80,30.41,306.03
2014-01-17,96346.00,39.03,22.60,46.00,31.04,306.03
2014-01-18,96235.00,38.45,23.10,41.80,30.34,307.04
2014-01-19,96146.00,38.06,21.70,42.00,29.76,303.00
2014-01-20,96102.00,37.88,23.40,42.90,31.22,303.00
2014-01-21,96036.00,37.63,24.50,42.70,31.65,304.01
2014-01-22,95968.00,37.92,21.20,41.30,28.97,303.00
2014-01-23,95902.00,38.38,22.20,40.70,29.13,301.99
2014-01-24,95835.00,38.49,19.40,42.80,28.20,297.96
2014-01-25,95746.00,38.57,18.40,38.50,26.53,300.99
2014-01-26,95702.00,38.99,19.80,43.80,28.37,299.98
2014-01-27,95636.00,39.08,20.80,36.40,27.85,297.96
2014-01-28,95657.00,38.88,22.50,37.50,30.73,301.99
2014-01-29,95813.00,38.37,31.50,42.00,35.06,304.01
2014-01-30,95902.00,38.85,28.50,42.00,37.44,305.02
2014-01-31,95879.00,39.09,21.50,38.80,29.54,306.03
2014-02-01,95858.00,39.19,26.70,37.80,31.93,309.06
2014-02-02,95813.00,38.53,23.20,39.20,28.99,304.01
2014-02-03,95813.00,38.36,20.70,34.50,28.08,307.04
2014-02-04,95702.00,38.44,12.00,28.70,19.78,307.03
2014-02-05,95614.00,38.57,13.10,23.00,17.15,307.09
2014-02-06,95547.00,38.72,14.20,24.60,18.65,306.03
2014-02-07,95636.00,38.66,18.70,34.00,25.99,307.03
2014-02-08,95813.00,38.48,28.10,40.80,33.67,306.03
2014-02-09,95902.00,38.61,33.60,45.80,37.99,307.03
2014-02-10,95902.00,38.68,25.90,41.20,32.14,301.99
2014-02-11,95902.00,38.66,29.30,44.00,34.75,300.98
2014-02-12,96191.00,38.53,32.60,44.00,35.59,302.99
2014-02-13,96614.00,38.67,34.70,48.60,38.91,304.01
2014-02-14,97105.00,38.64,32.70,35.90,34.36,296.95
2014-02-15,97620.00,38.66,34.50,39.50,36.52,303.00
2014-02-16,98113.00,38.73,29.40,44.40,37.43,303.00
2014-02-17,98406.00,38.60,25.10,41.60,32.31,300.99
2014-02-18,98585.00,38.71,36.10,48.90,40.22,301.99
2014-02-19,98788.00,38.66,28.20,42.20,34.36,296.95
2014-02-20,98924.00,38.65,25.90,40.60,33.08,294.94
2014-02-21,99013.00,38.94,33.90,43.10,39.01,295.95
2014-02-22,99103.00,38.87,35.30,41.20,37.45,296.95
2014-02-23,99171.00,38.80,28.90,50.60,38.42,298.97
2014-02-24,99284.00,38.65,31.50,55.00,41.56,298.97
2014-02-25,99533.00,38.72,33.80,56.80,43.24,300.99
2014-02-26,99895.00,38.67,31.10,51.60,39.46,299.98
2014-02-27,100325.00,38.48,34.70,44.30,38.10,300.98
2014-02-28,100871.00,38.67,34.60,48.10,40.40,300.99
2014-03-01,101395.00,38.67,35.80,44.50,39.88,304.01
2014-03-02,101875.00,38.73,34.90,45.40,39.15,405.85
2014-03-03,102723.00,38.67,37.40,42.80,39.84,353.92
2014-03-04,103804.00,38.85,35.50,52.00,42.23,299.98
2014-03-05,104822.00,38.85,33.80,50.90,41.52,300.99
2014-03-06,107529.00,38.89,37.60,48.90,42.59,300.98
2014-03-07,109724.00,39.01,36.50,50.70,42.73,301.99
2014-03-08,111271.00,39.01,31.30,53.70,40.89,299.98
2014-03-09,112613.00,39.06,36.70,43.40,39.47,301.99
2014-03-10,116147.00,39.09,36.70,43.50,41.10,305.02
2014-03-11,118671.00,39.05,34.70,52.60,41.88,310.59
2014-03-12,120353.00,39.26,28.50,52.70,39.09,233.93
2014-03-13,121846.00,39.20,29.40,56.70,40.98,307.03
2014-03-14,123298.00,39.19,32.40,49.80,39.66,303.00
2014-03-15,124706.00,39.19,33.40,55.60,44.23,304.01
2014-03-16,126047.00,39.33,33.20,64.50,45.42,304.01
2014-03-17,127445.00,39.35,33.90,56.60,40.02,304.01
2014-03-18,128619.00,39.44,26.60,46.40,36.71,301.99
2014-03-19,129695.00,39.43,27.70,52.80,38.60,301.99
2014-03-20,130592.00,39.48,33.10,47.10,40.72,304.01
2014-03-21,131647.00,39.55,26.80,48.40,37.10,303.00
2014-03-22,132575.00,39.61,27.10,50.30,38.04,306.03
2014-03-23,133610.00,39.61,27.00,55.30,40.30,301.99
2014-03-24,134776.00,39.72,31.40,62.00,45.08,304.01
2014-03-25,136128.00,39.78,35.30,67.30,48.44,301.99
2014-03-26,137589.00,39.89,36.20,51.00,43.77,303.00
2014-03-27,139029.00,39.87,34.20,43.30,38.31,305.02
2014-03-28,140027.00,39.92,33.20,49.90,40.20,301.99
2014-03-29,141554.00,40.13,40.30,44.80,41.83,303.00
2014-03-30,142822.00,40.21,37.00,49.70,41.57,304.01
2014-03-31,143883.00,40.18,34.00,48.80,40.47,304.01
2014-04-01,144946.00,40.54,33.90,41.40,37.57,304.01
2014-04-02,145904.00,40.53,32.90,49.50,39.58,307.04
2014-04-03,146759.00,40.52,31.20,53.30,41.93,305.02
2014-04-04,147587.00,40.48,34.40,52.30,42.61,304.01
2014-04-05,148418.00,40.62,35.90,52.80,44.30,304.11
2014-04-06,149251.00,40.46,40.70,56.40,48.18,305.02
2014-04-07,150435.00,40.49,36.90,65.90,51.12,304.01
2014-04-08,151921.00,40.79,38.10,73.20,54.03,301.99
2014-04-09,154117.00,40.86,41.80,66.00,54.18,304.01
2014-04-10,156790.00,41.00,40.20,63.40,51.72,307.04
2014-04-11,159671.00,40.96,37.10,68.10,51.87,310.06
2014-04-12,162794.00,40.93,38.80,61.10,50.61,312.08
2014-04-13,166024.00,41.23,36.50,59.70,48.50,304.01
2014-04-14,168883.00,41.83,33.20,61.70,47.86,306.58
2014-04-15,171622.00,41.01,39.90,55.50,48.40,309.05
2014-04-16,174241.00,40.99,34.90,59.10,47.16,307.03
2014-04-17,177049.00,41.04,35.80,71.90,53.85,304.01
2014-04-18,179905.00,41.63,47.60,58.90,52.99,305.02
2014-04-19,183252.00,41.31,39.00,73.10,56.08,304.01
2014-04-20,186732.00,41.12,47.10,62.20,55.32,305.02
2014-04-21,190228.00,41.39,39.30,71.90,56.20,301.99
2014-04-22,193953.00,41.33,41.90,56.70,48.90,301.99
2014-04-23,197328.00,41.12,35.40,52.10,43.73,307.04
2014-04-24,200273.00,41.32,39.40,55.10,45.67,310.06
2014-04-25,202992.00,41.50,43.30,53.40,46.32,310.06
2014-04-26,205768.00,41.38,40.50,51.60,45.88,308.05
2014-04-27,208278.00,41.20,33.30,49.20,41.03,306.03
2014-04-28,210421.00,41.74,35.50,51.10,42.89,305.02
2014-04-29,212480.00,41.64,33.30,61.30,47.55,305.02
2014-04-30,214390.00,41.58,37.50,69.30,53.26,307.03
2014-05-01,216600.00,41.61,41.30,75.50,58.53,305.02
2014-05-02,219413.00,41.56,43.70,80.00,62.02,306.03
2014-05-03,223135.00,41.68,46.40,76.40,61.90,303.00
2014-05-04,227522.00,41.59,49.40,69.50,59.91,305.02
2014-05-05,231819.00,41.48,46.70,62.40,55.59,305.02
2014-05-06,235780.00,41.63,45.90,62.40,53.86,306.03
2014-05-07,239399.00,41.99,39.50,62.70,51.92,308.05
2014-05-08,242872.00,41.68,38.70,66.90,52.31,307.03
2014-05-09,246718.00,41.78,47.30,56.60,51.01,306.03
2014-05-10,249894.00,41.68,40.40,51.80,46.12,304.01
2014-05-11,252912.00,41.97,36.80,64.60,51.03,305.02
2014-05-12,255665.00,41.91,41.30,63.60,52.60,300.99
2014-05-13,258502.00,41.53,39.70,69.00,55.35,300.98
2014-05-14,261391.00,42.11,44.20,75.30,60.14,304.01
2014-05-15,264906.00,42.09,47.70,80.30,64.00,305.02
2014-05-16,269246.00,41.94,53.80,77.80,65.93,306.03
2014-05-17,274392.00,41.81,48.70,76.30,63.29,309.05
2014-05-18,280038.00,42.05,52.10,65.00,58.23,304.01
2014-05-19,285298.00,42.10,44.00,66.80,55.64,308.05
2014-05-20,290049.00,41.98,45.10,69.30,57.21,304.01
2014-05-21,294506.00,41.81,47.90,70.50,57.55,307.04
2014-05-22,298967.00,42.11,45.90,82.90,64.15,305.02
2014-05-23,303703.00,42.28,50.20,83.10,66.98,304.01
2014-05-24,309200.00,42.30,56.10,75.80,65.73,303.00
2014-05-25,315239.00,42.06,50.80,77.90,65.25,304.01
2014-05-26,321271.00,42.08,51.20,79.60,66.50,306.03
2014-05-27,327668.00,42.35,52.60,83.90,67.95,306.03
2014-05-28,333986.00,42.39,51.50,74.00,62.21,307.04
2014-05-29,339927.00,42.26,42.90,69.50,57.95,310.06
2014-05-30,345129.00,42.16,43.20,79.60,62.19,312.08
2014-05-31,349740.00,42.21,56.30,79.50,66.69,307.04
2014-06-01,354307.00,42.61,49.50,76.90,64.25,303.00
2014-06-02,358652.00,42.26,49.50,84.40,66.74,307.04
2014-06-03,363077.00,42.28,53.40,79.40,67.73,304.01
2014-06-04,367493.00,42.53,51.60,79.80,67.30,306.03
2014-06-05,371718.00,42.47,49.50,80.40,66.28,301.99
2014-06-06,375753.00,42.23,50.10,79.10,65.95,298.97
2014-06-07,379632.00,42.61,50.20,78.60,66.06,299.98
2014-06-08,383219.00,42.51,51.50,79.90,67.12,299.98
2014-06-09,386689.00,50.58,51.90,85.30,69.17,149.74
2014-06-10,390131.00,59.84,54.70,78.40,67.79,0.00
2014-06-11,393082.00,52.98,50.90,81.10,66.69,206.71
2014-06-12,395488.00,42.75,54.10,89.20,71.23,603.99
2014-06-13,397484.00,42.76,55.20,74.30,62.57,601.97
2014-06-14,399390.00,42.61,49.60,67.60,58.26,607.01
2014-06-15,401117.00,42.40,47.70,73.50,60.48,604.99
2014-06-16,402660.00,42.66,51.50,60.40,55.84,602.98
2014-06-17,404019.00,42.69,39.50,59.70,51.07,602.98
2014-06-18,405098.00,42.57,44.20,60.70,50.93,604.98
2014-06-19,406084.00,42.66,44.40,81.40,62.57,608.02
2014-06-20,406932.00,42.82,57.20,84.90,70.45,608.02
2014-06-21,407827.00,42.95,54.30,83.80,70.91,604.99
2014-06-22,408722.00,42.84,61.40,84.60,74.08,609.03
2014-06-23,409619.00,42.81,56.30,86.50,71.34,604.99
2014-06-24,410516.00,43.04,59.60,85.80,72.74,1327.97
2014-06-25,410043.00,42.94,61.30,83.30,71.90,1327.97
2014-06-26,408768.00,43.04,60.10,74.50,66.93,1805.92
2014-06-27,407544.00,43.41,60.20,71.10,64.48,1792.81
2014-06-28,406224.00,43.16,53.70,74.90,64.68,1776.17
2014-06-29,404722.00,43.65,51.70,77.60,66.13,1771.13
2014-06-30,403268.00,43.54,52.20,83.00,68.90,1663.24
2014-07-01,401678.00,43.76,55.40,94.10,74.92,1590.14
2014-07-02,400091.00,43.66,61.80,99.90,79.03,1595.18
2014-07-03,398554.00,43.85,65.70,94.40,78.22,1604.25
2014-07-04,396740.00,43.93,63.10,97.90,80.58,1604.25
2014-07-05,394931.00,43.98,62.10,93.50,78.47,1600.22
2014-07-06,393129.00,44.26,61.30,99.00,80.10,1597.19
2014-07-07,391237.00,44.34,61.70,95.50,79.82,1594.17
2014-07-08,389212.00,44.42,62.70,94.60,79.71,1614.84
2014-07-09,387055.00,44.44,64.40,93.10,77.84,1614.34
2014-07-10,385090.00,44.44,61.90,93.50,78.83,1608.79
2014-07-11,382946.00,44.86,62.50,97.90,80.97,1671.84
2014-07-12,380856.00,44.78,72.40,96.70,85.94,1623.89
2014-07-13,378636.00,45.04,68.00,100.40,84.27,1625.91
2014-07-14,376337.00,45.04,70.40,102.40,86.37,1629.92
2014-07-15,374091.00,45.09,66.50,91.90,81.09,1613.83
2014-07-16,371897.00,45.22,66.70,92.60,80.60,1606.77
2014-07-17,369624.00,45.42,66.70,93.40,80.49,1588.12
2014-07-18,367359.00,45.53,62.20,90.40,77.85,1626.94
2014-07-19,365059.00,45.50,61.70,89.30,76.66,1627.95
2014-07-20,362725.00,45.79,62.30,92.30,78.14,1624.92
2014-07-21,360662.00,45.91,65.70,75.00,69.61,1608.79
2014-07-22,358390.00,46.06,59.40,93.00,75.04,1603.24
2014-07-23,356214.00,46.03,64.00,93.60,80.40,1607.78
2014-07-24,353918.00,46.25,62.90,77.80,70.69,1624.85
2014-07-25,351546.00,46.30,50.70,84.60,68.17,1637.02
2014-07-26,349183.00,46.54,56.10,92.50,74.35,1630.97
2014-07-27,346959.00,46.56,59.90,98.90,79.72,1610.81
2014-07-28,344704.00,46.73,76.90,95.70,84.32,1604.25
2014-07-29,342372.00,46.87,68.90,91.70,78.60,1699.04
2014-07-30,339884.00,46.94,65.80,91.30,75.33,1721.22
2014-07-31,337868.00,47.05,62.50,94.30,72.47,1714.08
2014-08-01,335694.00,47.28,60.00,91.60,74.88,1703.07
2014-08-02,333406.00,47.26,66.20,93.20,78.71,1703.07
2014-08-03,330961.00,47.49,67.10,97.50,80.19,1715.17
2014-08-04,328695.00,47.55,69.70,79.50,74.35,1604.25
2014-08-05,326480.00,47.78,64.80,84.30,71.62,1600.22
2014-08-06,324275.00,47.80,63.30,71.70,65.77,1717.17
2014-08-07,321999.00,47.85,60.30,80.80,69.16,1700.03
2014-08-08,319534.00,48.11,59.40,87.30,72.89,1704.06
2014-08-09,317001.00,48.29,62.70,88.30,75.43,1702.04
2014-08-10,314638.00,48.29,63.80,95.10,78.30,1704.06
2014-08-11,311971.00,48.57,64.50,96.70,80.25,1717.17
2014-08-12,309358.00,48.57,69.30,87.20,74.58,1719.20
2014-08-13,307033.00,48.79,62.40,84.70,72.81,1710.13
2014-08-14,304485.00,48.85,63.70,84.60,73.42,1708.11
2014-08-15,301989.00,48.91,60.70,84.20,72.66,1716.18
2014-08-16,299314.00,49.14,59.70,86.30,73.24,1709.12
2014-08-17,296847.00,49.22,59.50,91.50,74.72,1712.14
2014-08-18,293818.00,49.48,61.00,93.10,77.28,1714.16
2014-08-19,290164.00,49.64,65.30,90.50,76.72,1714.14
2014-08-20,286387.00,49.73,61.30,82.00,72.62,1896.68
2014-08-21,282678.00,50.01,61.70,81.40,71.03,2005.58
2014-08-22,278999.00,50.09,57.20,71.60,64.02,1992.46
2014-08-23,275200.00,50.32,49.10,72.90,61.65,1996.49
2014-08-24,271430.00,50.50,53.50,77.20,65.09,1992.46
2014-08-25,267469.00,50.68,57.20,69.80,62.77,1992.46
2014-08-26,263613.00,50.81,54.20,77.40,65.53,1996.50
2014-08-27,260069.00,51.02,54.50,84.00,69.31,1995.49
2014-08-28,257118.00,51.06,56.70,89.80,72.22,1769.11
2014-08-29,254216.00,51.25,58.30,89.90,73.36,1718.69
2014-08-30,251261.00,51.33,59.50,76.30,69.17,1754.99
2014-08-31,248286.00,51.47,53.20,71.80,61.59,1751.99
2014-09-01,245398.00,51.63,48.90,75.60,62.46,1754.99
2014-09-02,242457.00,51.76,48.40,85.40,66.18,1755.01
2014-09-03,239433.00,,55.50,67.70,62.40,1759.03
2014-09-04,236495.00,,45.80,75.50,60.24,1733.99
2014-09-05,233575.00,,47.00,79.80,63.10,1750.96
2014-09-06,230640.00,,50.50,86.10,67.23,1742.90
2014-09-07,227723.00,,53.90,89.30,70.42,1729.79
2014-09-08,224758.00,,54.70,86.70,69.11,1713.15
2014-09-09,221846.00,,51.80,75.10,64.50,1705.09
2014-09-10,218822.00,,48.60,71.50,60.94,1695.00
2014-09-11,215916.00,,46.50,69.80,57.73,1721.23
2014-09-12,214682.00,,44.20,78.60,60.49,874.22
2014-09-13,213871.00,,47.50,84.60,64.11,601.97
2014-09-14,213062.00,,51.00,86.30,67.37,606.01
2014-09-15,212223.00,,54.60,89.50,70.09,609.03
2014-09-16,211482.00,53.03,65.40,90.90,75.67,586.85
2014-09-17,210741.00,53.15,61.70,91.20,73.71,602.98
2014-09-18,209908.00,53.13,64.40,81.80,72.62,606.01
2014-09-19,209651.00,52.49,53.80,79.10,66.78,396.78
2014-09-20,209492.00,52.35,54.60,86.90,68.90,315.03
2014-09-21,209236.00,52.34,58.10,75.10,65.24,317.12
2014-09-22,209139.00,52.36,59.80,77.30,66.23,320.15
2014-09-23,209044.00,52.18,56.80,83.10,68.84,308.05
2014-09-24,208980.00,52.22,56.70,92.20,73.48,303.00
2014-09-25,208948.00,52.28,58.40,90.10,71.98,306.03
2014-09-26,208660.00,52.25,58.90,75.40,66.60,309.05
2014-09-27,208596.00,52.28,55.60,67.00,61.46,310.06
2014-09-28,208788.00,52.16,52.00,64.70,60.16,301.99
2014-09-29,209108.00,52.12,49.90,56.80,52.94,301.99
2014-09-30,209267.00,52.27,50.60,57.50,53.44,301.99
2014-10-01,209331.00,52.28,41.30,60.00,50.83,305.01
2014-10-02,209331.00,52.27,40.20,65.00,51.36,300.99
2014-10-03,209300.00,52.41,43.40,69.50,55.06,299.98
2014-10-04,209300.00,52.35,44.10,74.90,57.86,299.98
2014-10-05,209236.00,52.44,49.00,77.20,62.21,299.98
2014-10-06,209172.00,52.51,49.00,78.60,62.01,304.01
2014-10-07,209139.00,52.54,48.50,80.20,61.71,304.01
2014-10-08,209076.00,52.55,47.30,81.30,61.04,301.99
2014-10-09,208948.00,52.60,47.60,75.20,59.92,306.03
2014-10-10,208884.00,52.62,43.90,71.30,56.53,303.00
2014-10-11,208820.00,52.69,45.70,68.30,56.03,298.97
2014-10-12,208724.00,52.81,46.80,60.20,53.33,299.98
2014-10-13,208596.00,52.73,42.50,71.80,54.45,299.98
2014-10-14,208501.00,52.72,46.20,74.90,58.14,295.95
2014-10-15,208501.00,52.87,44.40,62.20,53.75,298.97
2014-10-16,208437.00,52.88,39.60,63.10,48.75,301.99
2014-10-17,208309.00,52.79,41.00,73.70,54.77,299.98
2014-10-18,208245.00,52.92,44.90,70.20,56.32,298.97
2014-10-19,208214.00,52.99,43.10,78.10,57.39,294.94
2014-10-20,208087.00,52.95,47.50,80.20,61.36,296.95
2014-10-21,208278.00,53.05,41.40,64.70,48.85,305.02
2014-10-22,208214.00,53.11,37.80,58.80,47.65,311.07
2014-10-23,208245.00,53.04,49.10,59.80,52.85,303.00
2014-10-24,208309.00,53.23,50.80,68.30,56.28,289.89
2014-10-25,208245.00,53.42,44.70,65.60,53.79,88.23
2014-10-26,208245.00,53.48,39.60,58.60,47.28,0.00
2014-10-27,208245.00,53.52,35.30,49.50,41.97,141.70
2014-10-28,208245.00,53.42,34.20,58.60,43.86,133.60
2014-10-29,208214.00,53.38,42.40,61.30,50.63,310.06
2014-10-30,208150.00,53.52,44.60,70.70,55.55,315.10
2014-10-31,208214.00,53.52,47.70,61.90,53.20,319.14
2014-11-01,208245.00,53.36,37.60,56.30,47.68,293.93
2014-11-02,208468.00,53.37,38.00,46.40,42.01,312.08
2014-11-03,208501.00,53.41,31.60,52.30,40.36,308.04
2014-11-04,208596.00,53.38,35.70,51.30,43.25,299.98
2014-11-05,208660.00,53.10,44.50,45.20,44.55,315.10
2014-11-06,208629.00,,,,,303.00
2014-11-07,208629.00,,,,,308.05
2014-11-08,208660.00,,,,,310.06
2014-11-09,208660.00,,,,,311.07
2014-11-10,208724.00,52.79,32.80,47.60,41.02,316.11
2014-11-11,208693.00,53.05,23.50,34.70,29.13,317.12
2014-11-12,208532.00,52.85,16.20,31.80,23.39,320.15
2014-11-13,208565.00,52.83,19.20,27.00,24.77,304.01
2014-11-14,208596.00,52.46,27.00,37.40,32.30,304.01
2014-11-15,208532.00,52.10,10.80,29.50,20.12,299.98
2014-11-16,208468.00,51.77,11.70,27.90,16.45,297.96
2014-11-17,208309.00,51.50,10.40,32.30,17.89,305.02
2014-11-18,208245.00,51.10,13.00,32.60,21.43,300.99
2014-11-19,208214.00,50.77,18.80,37.20,27.22,301.99
2014-11-20,208214.00,50.34,27.70,43.80,33.77,299.98
2014-11-21,208437.00,49.98,33.20,47.90,38.37,302.99
2014-11-22,208820.00,49.55,35.80,46.40,40.12,305.02
2014-11-23,208916.00,49.11,32.90,41.50,37.02,305.02
2014-11-24,209044.00,49.10,31.00,44.90,37.58,302.99
2014-11-25,209267.00,48.98,33.50,52.10,44.07,299.97
2014-11-26,209587.00,48.81,38.30,54.70,46.69,297.96
2014-11-27,209844.00,49.10,40.80,53.60,45.48,295.94
2014-11-28,210067.00,48.77,39.90,56.50,45.84,295.94
2014-11-29,210421.00,48.20,33.90,52.80,45.51,297.96
2014-11-30,210581.00,48.27,23.10,34.80,29.75,296.95
2014-12-01,210838.00,48.42,29.20,33.40,31.38,294.93
2014-12-02,210934.00,48.32,33.20,40.40,36.61,296.95
2014-12-03,211192.00,48.26,36.20,41.80,39.24,305.02
2014-12-04,211674.00,48.15,39.60,47.20,42.16,305.02
2014-12-05,211965.00,47.93,37.00,48.80,42.06,307.07
2014-12-06,212159.00,47.74,39.30,44.90,41.20,308.04
2014-12-07,212449.00,47.47,36.70,49.30,41.19,307.03
2014-12-08,212610.00,47.31,36.10,48.10,40.74,307.03
2014-12-09,212901.00,47.24,35.60,47.10,40.55,307.03
2014-12-10,213031.00,47.13,35.80,50.70,42.48,260.65
2014-12-11,213321.00,46.92,43.70,53.90,48.93,295.94
2014-12-12,213288.00,46.89,40.60,53.80,49.12,300.98
2014-12-13,213645.00,46.48,34.50,42.80,39.10,305.02
2014-12-14,213871.00,46.49,27.90,40.10,32.09,304.01
2014-12-15,213936.00,46.54,28.10,40.90,34.39,300.98
2014-12-16,214162.00,46.51,35.00,37.20,36.29,302.99
2014-12-17,214325.00,46.43,31.40,43.00,36.43,302.99
2014-12-18,214455.00,46.36,33.70,43.20,38.21,302.99
2014-12-19,214715.00,46.16,34.30,38.80,36.53,296.95
2014-12-20,215038.00,45.96,33.30,37.80,35.64,296.86
2014-12-21,215949.00,45.64,33.30,47.30,39.68,291.91
2014-12-22,216469.00,45.34,32.40,42.90,37.71,292.92
2014-12-23,216795.00,45.36,23.60,35.80,30.23,295.94
2014-12-24,217187.00,45.22,27.90,34.70,30.61,299.98
2014-12-25,217481.00,45.00,18.50,39.50,31.21,299.98
2014-12-26,217514.00,44.76,13.70,33.00,20.93,299.98
2014-12-27,217481.00,44.59,12.80,25.60,19.22,304.01
2014-12-28,217742.00,44.44,19.20,32.70,26.23,306.03
2014-12-29,217808.00,44.25,16.20,26.80,19.42,301.99
2014-12-30,217776.00,44.04,9.50,20.70,17.15,298.97
2014-12-31,217611.00,43.81,4.40,19.70,11.07,299.98
2015-01-01,217481.00,43.62,5.80,16.30,9.03,299.98
2015-01-02,217219.00,43.37,4.70,20.40,11.30,300.98
2015-01-03,217318.00,43.23,9.20,29.70,18.45,296.95
2015-01-04,217383.00,43.20,23.20,32.40,28.55,294.95
2015-01-05,217677.00,43.10,31.90,43.70,37.61,299.98
2015-01-06,217906.00,42.91,33.10,42.80,37.04,296.95
2015-01-07,218069.00,42.93,31.90,43.90,36.48,296.95
2015-01-08,218266.00,42.85,27.80,41.40,32.79,294.94
2015-01-09,218363.00,42.68,26.40,35.90,29.88,297.96
2015-01-10,218560.00,42.51,27.00,36.50,31.81,293.95
2015-01-11,218691.00,42.35,31.30,45.70,36.46,297.96
2015-01-12,218953.00,42.26,33.30,39.30,35.95,294.93
2015-01-13,219084.00,42.07,22.90,35.20,29.44,292.92
2015-01-14,219084.00,42.03,18.20,28.00,21.92,296.95
2015-01-15,219051.00,41.78,18.80,29.60,23.66,300.99
2015-01-16,219216.00,41.61,29.50,41.50,33.18,306.03
2015-01-17,219576.00,41.53,24.00,34.60,29.79,301.99
2015-01-18,219707.00,41.53,33.40,40.50,36.53,301.99
2015-01-19,219970.00,41.52,20.80,36.00,29.10,300.98
2015-01-20,220200.00,41.36,18.80,34.70,23.77,300.98
2015-01-21,220233.00,41.17,11.70,30.90,19.52,301.99
2015-01-22,220168.00,41.00,12.80,31.30,21.30,301.99
2015-01-23,220168.00,40.96,17.90,36.60,24.83,299.98
2015-01-24,220397.00,40.93,21.70,40.10,30.53,298.97
2015-01-25,220595.00,40.86,29.50,45.60,35.34,298.97
2015-01-26,220858.00,40.92,28.50,47.20,35.24,301.99
2015-01-27,221022.00,40.85,32.00,44.50,37.30,298.97
2015-01-28,221393.78,40.90,35.60,37.60,36.92,300.98
2015-01-29,221714.00,40.91,32.30,44.00,36.82,301.99
2015-01-30,222012.00,40.83,27.00,45.50,33.04,301.99
2015-01-31,222208.00,40.73,21.50,45.40,30.58,301.99
2015-02-01,222507.00,40.69,24.50,33.40,29.35,301.99
2015-02-02,223002.00,40.61,27.30,38.20,33.57,304.00
2015-02-03,223466.00,40.69,35.30,43.00,38.57,304.01
2015-02-04,223928.00,40.74,36.50,44.70,40.01,305.02
2015-02-05,224361.00,40.75,37.20,41.90,39.68,301.99
2015-02-06,225157.00,40.71,39.80,47.90,42.72,309.05
2015-02-07,227289.00,40.83,40.70,59.30,47.94,388.20
2015-02-08,229900.00,40.80,36.40,53.20,43.98,329.22
2015-02-09,232898.00,40.85,39.40,51.20,44.18,306.03
2015-02-10,235950.00,40.75,37.10,51.30,43.47,351.90
2015-02-11,238303.00,40.73,32.80,52.90,40.39,306.03
2015-02-12,240257.00,40.82,33.80,54.20,41.59,305.01
2015-02-13,241941.00,40.88,31.90,55.50,40.90,303.99
2015-02-14,243597.00,41.00,36.70,57.50,44.05,303.99
2015-02-15,245190.00,40.82,33.10,53.20,41.38,305.01
2015-02-16,246580.00,40.61,28.40,49.70,37.13,303.99
2015-02-17,247763.00,40.61,27.80,49.90,36.78,304.01
2015-02-18,249055.00,40.58,29.60,57.20,39.66,305.01
2015-02-19,250140.00,40.53,31.30,57.20,42.77,307.02
2015-02-20,251261.00,40.32,33.20,49.60,41.83,315.09
2015-02-21,252384.00,40.23,29.20,49.60,37.08,313.07
2015-02-22,253334.00,40.15,24.40,36.60,29.92,313.07
2015-02-23,254040.00,40.08,18.40,41.10,28.59,313.08
2015-02-24,254852.00,40.12,24.20,50.70,36.86,310.06
2015-02-25,255770.00,40.11,33.80,53.90,43.04,306.03
2015-02-26,256479.00,40.09,34.40,48.10,40.04,302.99
2015-02-27,257224.00,40.14,33.90,47.00,39.20,299.98
2015-02-28,257898.00,40.30,35.80,46.80,39.76,301.99
2015-03-01,258573.00,40.25,28.90,46.30,36.99,299.98
2015-03-02,259072.00,40.14,27.00,50.80,37.16,298.97
2015-03-03,259714.00,40.02,31.10,42.90,36.41,298.97
2015-03-04,260141.00,40.02,23.80,43.80,33.53,297.95
2015-03-05,260641.00,40.02,25.10,54.30,37.59,302.99
2015-03-06,261176.00,40.03,29.80,60.40,42.39,305.02
2015-03-07,261677.00,40.16,33.10,60.90,44.51,305.02
2015-03-08,262179.00,40.19,31.70,59.80,44.48,304.01
2015-03-09,262859.00,40.22,32.00,63.40,45.30,304.01
2015-03-10,263541.00,40.30,32.90,69.90,47.36,302.99
2015-03-11,264402.00,40.60,42.70,61.80,49.26,301.01
2015-03-12,265374.00,40.58,43.00,63.70,51.61,305.01
