date,qu,qd
1982-03-27,,31.00
1982-03-28,,31.00
1982-03-29,,31.00
1982-03-30,,32.00
1982-03-31,,31.00
1982-04-01,,31.00
1982-04-02,,31.00
1982-04-03,,31.00
1982-04-04,,31.00
1982-04-05,,31.00
1982-04-06,,31.00
1982-04-07,,31.00
1982-04-08,,31.00
1982-04-09,,31.00
1982-04-10,,138.00
1982-04-11,,295.00
1982-04-12,,288.00
1982-04-13,,243.00
1982-04-14,,225.00
1982-04-15,,213.00
1982-04-16,,210.00
1982-04-17,,157.00
1982-04-18,,122.00
1982-04-19,,132.00
1982-04-20,,159.00
1982-04-21,,187.00
1982-04-22,,371.00
1982-04-23,,530.00
1982-04-24,,644.00
1982-04-25,,725.00
1982-04-26,,739.00
1982-04-27,,746.00
1982-04-28,,798.00
1982-04-29,,823.00
1982-04-30,,826.00
1982-05-01,,823.00
1982-05-02,,826.00
1982-05-03,,840.00
1982-05-04,,886.00
1982-05-05,,886.00
1982-05-06,,861.00
1982-05-07,,868.00
1982-05-08,,879.00
1982-05-09,,875.00
1982-05-10,,879.00
1982-05-11,,882.00
1982-05-12,,889.00
1982-05-13,,938.00
1982-05-14,,945.00
1982-05-15,,949.00
1982-05-16,,952.00
1982-05-17,,970.00
1982-05-18,,980.00
1982-05-19,,980.00
1982-05-20,,1060.00
1982-05-21,,1150.00
1982-05-22,,1170.00
1982-05-23,,1170.00
1982-05-24,,1240.00
1982-05-25,,1340.00
1982-05-26,,1460.00
1982-05-27,,1490.00
1982-05-28,,1420.00
1982-05-29,,1350.00
1982-05-30,,1350.00
1982-05-31,,1260.00
1982-06-01,,1180.00
1982-06-02,,1160.00
1982-06-03,,1140.00
1982-06-04,,1070.00
1982-06-05,,1020.00
1982-06-06,,1060.00
1982-06-07,,1130.00
1982-06-08,,1180.00
1982-06-09,,1310.00
1982-06-10,,1460.00
1982-06-11,,1550.00
1982-06-12,,1540.00
1982-06-13,,1490.00
1982-06-14,,1430.00
1982-06-15,,1430.00
1982-06-16,,1430.00
1982-06-17,,1460.00
1982-06-18,,1480.00
1982-06-19,,1480.00
1982-06-20,,1480.00
1982-06-21,,1480.00
1982-06-22,,1400.00
1982-06-23,,1370.00
1982-06-24,,1380.00
1982-06-25,,1380.00
1982-06-26,,1320.00
1982-06-27,,1040.00
1982-06-28,,854.00
1982-06-29,,728.00
1982-06-30,,648.00
1982-07-01,,672.00
1982-07-02,,679.00
1982-07-03,,518.00
1982-07-04,,476.00
1982-07-05,,491.00
1982-07-06,,545.00
1982-07-07,,567.00
1982-07-08,,725.00
1982-07-09,,1010.00
1982-07-10,,1170.00
1982-07-11,,1300.00
1982-07-12,,1380.00
1982-07-13,,1530.00
1982-07-14,,1530.00
1982-07-15,,1520.00
1982-07-16,,1520.00
1982-07-17,,1460.00
1982-07-18,,1380.00
1982-07-19,,1350.00
1982-07-20,,1350.00
1982-07-21,,1430.00
1982-07-22,,1480.00
1982-07-23,,1510.00
1982-07-24,,1510.00
1982-07-25,,1530.00
1982-07-26,,1570.00
1982-07-27,,1600.00
1982-07-28,,1600.00
1982-07-29,,1610.00
1982-07-30,,1610.00
1982-07-31,,1570.00
1982-08-01,,1570.00
1982-08-02,,1530.00
1982-08-03,,1560.00
1982-08-04,,1600.00
1982-08-05,,1610.00
1982-08-06,,1600.00
1982-08-07,,1600.00
1982-08-08,,1600.00
1982-08-09,,1560.00
1982-08-10,,1480.00
1982-08-11,,1420.00
1982-08-12,,1400.00
1982-08-13,,1370.00
1982-08-14,,1350.00
1982-08-15,,1350.00
1982-08-16,,1350.00
1982-08-17,,1350.00
1982-08-18,,1340.00
1982-08-19,,1340.00
1982-08-20,,1330.00
1982-08-21,,1330.00
1982-08-22,,1340.00
1982-08-23,,1380.00
1982-08-24,,1470.00
1982-08-25,,1560.00
1982-08-26,,1570.00
1982-08-27,,1620.00
1982-08-28,,1610.00
1982-08-29,,1610.00
1982-08-30,,1490.00
1982-08-31,,1460.00
1982-09-01,,1440.00
1982-09-02,,1380.00
1982-09-03,,1350.00
1982-09-04,,1350.00
1982-09-05,,1350.00
1982-09-06,,1350.00
1982-09-07,,1350.00
1982-09-08,,1350.00
1982-09-09,,1340.00
1982-09-10,,1360.00
1982-09-11,,1390.00
1982-09-12,,1390.00
1982-09-13,,1350.00
1982-09-14,,1290.00
1982-09-15,,1280.00
1982-09-16,,1230.00
1982-09-17,,1190.00
1982-09-18,,1180.00
1982-09-19,,1180.00
1982-09-20,,935.00
1982-09-21,,819.00
1982-09-22,,819.00
1982-09-23,,819.00
1982-09-24,,753.00
1982-09-25,,721.00
1982-09-26,,721.00
1982-09-27,,704.00
1982-09-28,,658.00
1982-09-29,,630.00
1982-09-30,,592.00
1982-10-01,,592.00
1982-10-02,,592.00
1982-10-03,,592.00
1982-10-04,,542.00
1982-10-05,,515.00
1982-10-06,,518.00
1982-10-07,,518.00
1982-10-08,,518.00
1982-10-09,,461.00
1982-10-10,,300.00
1982-10-11,,300.00
1982-10-12,,300.00
1982-10-13,,300.00
1982-10-14,,300.00
1982-10-15,,300.00
1982-10-16,,300.00
1982-10-17,,300.00
1982-10-18,,300.00
1982-10-19,,300.00
1982-10-20,,300.00
1982-10-21,,300.00
1982-10-22,,300.00
1982-10-23,,300.00
1982-10-24,,300.00
1982-10-25,,126.00
1982-10-26,,27.00
1982-10-27,,27.00
1982-10-28,,26.00
1982-10-29,,26.00
1982-10-30,,26.00
1982-10-31,,26.00
1982-11-01,,26.00
1982-11-02,,27.00
1982-11-03,,27.00
1982-11-04,,27.00
1982-11-05,,27.00
1982-11-06,,27.00
1982-11-07,,29.00
1982-11-08,,29.00
1982-11-09,,30.00
1982-11-10,,30.00
1982-11-11,,30.00
1982-11-12,,29.00
1982-11-13,,29.00
1982-11-14,,30.00
1982-11-15,,30.00
1982-11-16,,30.00
1982-11-17,,30.00
1982-11-18,,171.00
1982-11-19,,191.00
1982-11-20,,189.00
1982-11-21,,189.00
1982-11-22,,189.00
1982-11-23,,189.00
1982-11-24,,189.00
1982-11-25,,189.00
1982-11-26,,196.00
1982-11-27,,194.00
1982-11-28,,189.00
1982-11-29,,191.00
1982-11-30,,189.00
1982-12-01,,189.00
1982-12-02,,228.00
1982-12-03,,258.00
1982-12-04,,255.00
1982-12-05,,253.00
1982-12-06,,253.00
1982-12-07,,255.00
1982-12-08,,253.00
1982-12-09,,253.00
1982-12-10,,253.00
1982-12-11,,253.00
1982-12-12,,255.00
1982-12-13,,258.00
1982-12-14,,260.00
1982-12-15,,260.00
1982-12-16,,260.00
1982-12-17,,260.00
1982-12-18,,326.00
1982-12-19,,371.00
1982-12-20,,374.00
1982-12-21,,368.00
1982-12-22,,371.00
1982-12-23,,401.00
1982-12-24,,503.00
1982-12-25,,521.00
1982-12-26,,527.00
1982-12-27,,530.00
1982-12-28,,530.00
1982-12-29,,527.00
1982-12-30,,524.00
1982-12-31,,527.00
1983-01-01,,524.00
1983-01-02,,524.00
1983-01-03,,530.00
1983-01-04,,536.00
1983-01-05,,536.00
1983-01-06,,536.00
1983-01-07,,536.00
1983-01-08,,600.00
1983-01-09,,700.00
1983-01-10,,714.00
1983-01-11,,714.00
1983-01-12,,714.00
1983-01-13,,714.00
1983-01-14,,714.00
1983-01-15,,718.00
1983-01-16,,714.00
1983-01-17,,714.00
1983-01-18,,714.00
1983-01-19,,714.00
1983-01-20,,714.00
1983-01-21,,711.00
1983-01-22,,711.00
1983-01-23,,714.00
1983-01-24,,711.00
1983-01-25,,711.00
1983-01-26,,711.00
1983-01-27,,711.00
1983-01-28,,711.00
1983-01-29,,711.00
1983-01-30,,711.00
1983-01-31,,711.00
1983-02-01,,711.00
1983-02-02,,711.00
1983-02-03,,711.00
1983-02-04,,707.00
1983-02-05,,711.00
1983-02-06,,707.00
1983-02-07,,711.00
1983-02-08,,707.00
1983-02-09,,711.00
1983-02-10,,714.00
1983-02-11,,711.00
1983-02-12,,714.00
1983-02-13,,711.00
1983-02-14,,711.00
1983-02-15,,711.00
1983-02-16,,711.00
1983-02-17,,714.00
1983-02-18,,714.00
1983-02-19,,714.00
1983-02-20,,711.00
1983-02-21,,711.00
1983-02-22,,707.00
1983-02-23,,707.00
1983-02-24,,679.00
1983-02-25,,623.00
1983-02-26,,623.00
1983-02-27,,623.00
1983-02-28,,564.00
1983-03-01,,533.00
1983-03-02,,536.00
1983-03-03,,536.00
1983-03-04,,536.00
1983-03-05,,536.00
1983-03-06,,542.00
1983-03-07,,542.00
1983-03-08,,542.00
1983-03-09,,542.00
1983-03-10,,542.00
1983-03-11,,542.00
1983-03-12,,542.00
1983-03-13,,542.00
1983-03-14,,539.00
1983-03-15,,539.00
1983-03-16,,539.00
1983-03-17,,542.00
1983-03-18,,539.00
1983-03-19,,542.00
1983-03-20,,542.00
1983-03-21,,542.00
1983-03-22,,542.00
1983-03-23,,542.00
1983-03-24,,542.00
1983-03-25,,539.00
1983-03-26,,539.00
1983-03-27,,539.00
1983-03-28,,536.00
1983-03-29,,542.00
1983-03-30,,545.00
1983-03-31,,545.00
1983-04-01,,542.00
1983-04-02,,542.00
1983-04-03,,542.00
1983-04-04,,571.00
1983-04-05,,599.00
1983-04-06,,599.00
1983-04-07,,595.00
1983-04-08,,634.00
1983-04-09,,662.00
1983-04-10,,662.00
1983-04-11,,662.00
1983-04-12,,662.00
1983-04-13,,662.00
1983-04-14,,658.00
1983-04-15,,658.00
1983-04-16,,658.00
1983-04-17,,658.00
1983-04-18,,606.00
1983-04-19,,564.00
1983-04-20,,530.00
1983-04-21,,512.00
1983-04-22,,512.00
1983-04-23,,512.00
1983-04-24,,512.00
1983-04-25,,512.00
1983-04-26,,574.00
1983-04-27,,616.00
1983-04-28,,637.00
1983-04-29,,669.00
1983-04-30,,669.00
1983-05-01,,669.00
1983-05-02,,669.00
1983-05-03,,669.00
1983-05-04,,669.00
1983-05-05,,669.00
1983-05-06,,672.00
1983-05-07,,672.00
1983-05-08,,676.00
1983-05-09,,676.00
1983-05-10,,676.00
1983-05-11,,676.00
1983-05-12,,672.00
1983-05-13,,669.00
1983-05-14,,739.00
1983-05-15,,809.00
1983-05-16,,830.00
1983-05-17,,938.00
1983-05-18,,1060.00
1983-05-19,,1140.00
1983-05-20,,1230.00
1983-05-21,,1240.00
1983-05-22,,1240.00
1983-05-23,,1320.00
1983-05-24,,1480.00
1983-05-25,,1540.00
1983-05-26,,1540.00
1983-05-27,,1530.00
1983-05-28,,1530.00
1983-05-29,,1520.00
1983-05-30,,1520.00
1983-05-31,,1470.00
1983-06-01,,1340.00
1983-06-02,,1300.00
1983-06-03,,1270.00
1983-06-04,,1170.00
1983-06-05,,1140.00
1983-06-06,,1140.00
1983-06-07,,1140.00
1983-06-08,,1130.00
1983-06-09,,1250.00
1983-06-10,,1300.00
1983-06-11,,1330.00
1983-06-12,,1330.00
1983-06-13,,1330.00
1983-06-14,,1320.00
1983-06-15,,1320.00
1983-06-16,1020.81,1320.00
1983-06-17,772.79,1320.00
1983-06-18,795.54,1340.00
1983-06-19,858.57,1350.00
1983-06-20,836.18,1350.00
1983-06-21,844.00,1280.00
1983-06-22,852.18,1280.00
1983-06-23,825.67,1250.00
1983-06-24,826.75,1230.00
1983-06-25,867.59,1230.00
1983-06-26,897.90,1230.00
1983-06-27,942.93,1220.00
1983-06-28,967.76,1220.00
1983-06-29,795.43,1190.00
1983-06-30,922.89,1170.00
1983-07-01,1258.67,1140.00
1983-07-02,1054.67,1110.00
1983-07-03,968.98,1120.00
1983-07-04,920.53,1120.00
1983-07-05,873.28,1140.00
1983-07-06,850.16,1190.00
1983-07-07,871.65,1190.00
1983-07-08,838.34,1200.00
1983-07-09,797.89,1200.00
1983-07-10,886.22,1200.00
1983-07-11,894.12,1220.00
1983-07-12,867.15,1290.00
1983-07-13,889.31,1370.00
1983-07-14,930.46,1410.00
1983-07-15,1012.44,1410.00
1983-07-16,915.30,1460.00
1983-07-17,1222.81,1480.00
1983-07-18,1007.70,1440.00
1983-07-19,949.60,1370.00
1983-07-20,966.50,1370.00
1983-07-21,245.41,1370.00
1983-07-22,948.69,1370.00
1983-07-23,963.16,1380.00
1983-07-24,873.54,1380.00
1983-07-25,1007.82,1380.00
1983-07-26,889.29,1370.00
1983-07-27,1044.61,1390.00
1983-07-28,1047.16,1390.00
1983-07-29,970.86,1400.00
1983-07-30,1071.88,1390.00
1983-07-31,1053.60,1390.00
1983-08-01,765.61,1390.00
1983-08-02,954.83,1400.00
1983-08-03,999.47,1420.00
1983-08-04,1084.17,1460.00
1983-08-05,1020.20,1460.00
1983-08-06,955.48,1480.00
1983-08-07,1020.62,1520.00
1983-08-08,1088.60,1520.00
1983-08-09,957.50,1560.00
1983-08-10,949.85,1570.00
1983-08-11,891.27,1570.00
1983-08-12,1074.59,1580.00
1983-08-13,1081.69,1520.00
1983-08-14,1093.38,1530.00
1983-08-15,1033.84,1530.00
1983-08-16,1055.12,1530.00
1983-08-17,1082.11,1530.00
1983-08-18,1021.90,1530.00
1983-08-19,1086.99,1430.00
1983-08-20,1017.92,1420.00
1983-08-21,1080.30,1420.00
1983-08-22,1133.00,1430.00
1983-08-23,905.15,1430.00
1983-08-24,1193.23,1430.00
1983-08-25,1170.81,1350.00
1983-08-26,1091.75,1350.00
1983-08-27,1123.73,1340.00
1983-08-28,1053.33,1310.00
1983-08-29,1219.59,1230.00
1983-08-30,1137.13,1160.00
1983-08-31,1038.54,1100.00
1983-09-01,1080.00,1080.00
1983-09-02,1025.45,1070.00
1983-09-03,1017.24,1040.00
1983-09-04,1008.35,1030.00
1983-09-05,973.04,1040.00
1983-09-06,954.36,1020.00
1983-09-07,1017.17,1000.00
1983-09-08,932.25,1020.00
1983-09-09,1086.31,1020.00
1983-09-10,1035.78,1010.00
1983-09-11,1046.46,996.00
1983-09-12,1031.99,1120.00
1983-09-13,1133.95,1260.00
1983-09-14,1059.46,1300.00
1983-09-15,1066.43,1320.00
1983-09-16,1062.07,1320.00
1983-09-17,1078.14,1310.00
1983-09-18,1056.50,1310.00
1983-09-19,982.52,1310.00
1983-09-20,988.28,1320.00
1983-09-21,1029.16,1320.00
1983-09-22,1070.89,1320.00
1983-09-23,1114.75,1320.00
1983-09-24,1116.50,1320.00
1983-09-25,1022.77,1310.00
1983-09-26,1051.46,1280.00
1983-09-27,1131.37,1210.00
1983-09-28,892.11,1210.00
1983-09-29,867.94,1080.00
1983-09-30,980.83,917.00
1983-10-01,924.95,904.00
1983-10-02,914.51,858.00
1983-10-03,891.85,764.00
1983-10-04,965.34,767.00
1983-10-05,930.05,767.00
1983-10-06,931.55,767.00
1983-10-07,909.64,767.00
1983-10-08,1040.28,767.00
1983-10-09,1251.23,767.00
1983-10-10,997.75,704.00
1983-10-11,908.62,645.00
1983-10-12,960.55,638.00
1983-10-13,839.67,582.00
1983-10-14,883.27,505.00
1983-10-15,877.56,448.00
1983-10-16,878.13,448.00
1983-10-17,855.02,448.00
1983-10-18,939.83,454.00
1983-10-19,826.45,457.00
1983-10-20,843.72,457.00
1983-10-21,867.19,457.00
1983-10-22,977.22,457.00
1983-10-23,937.19,457.00
1983-10-24,818.99,457.00
1983-10-25,840.82,457.00
1983-10-26,879.47,454.00
1983-10-27,796.53,454.00
1983-10-28,906.82,454.00
1983-10-29,778.97,457.00
1983-10-30,817.94,454.00
1983-10-31,971.35,457.00
1983-11-01,832.17,454.00
1983-11-02,891.26,454.00
1983-11-03,961.02,454.00
1983-11-04,835.81,454.00
1983-11-05,839.32,457.00
1983-11-06,1096.64,457.00
1983-11-07,812.25,457.00
1983-11-08,771.20,454.00
1983-11-09,771.12,454.00
1983-11-10,902.81,454.00
1983-11-11,814.77,454.00
1983-11-12,906.71,454.00
1983-11-13,883.97,454.00
1983-11-14,848.37,454.00
1983-11-15,756.55,454.00
1983-11-16,1050.24,454.00
1983-11-17,1066.73,454.00
1983-11-18,805.03,451.00
1983-11-19,1100.45,451.00
1983-11-20,919.61,451.00
1983-11-21,762.06,451.00
1983-11-22,766.34,451.00
1983-11-23,1022.63,451.00
1983-11-24,1041.64,451.00
1983-11-25,833.36,448.00
1983-11-26,722.09,448.00
1983-11-27,744.88,448.00
1983-11-28,724.49,451.00
1983-11-29,724.54,451.00
1983-11-30,857.56,451.00
1983-12-01,856.76,454.00
1983-12-02,813.67,454.00
1983-12-03,776.19,454.00
1983-12-04,754.63,454.00
1983-12-05,733.22,454.00
1983-12-06,1230.17,454.00
1983-12-07,1207.22,454.00
1983-12-08,875.19,454.00
1983-12-09,906.38,454.00
1983-12-10,761.25,454.00
1983-12-11,960.14,457.00
1983-12-12,886.03,454.00
1983-12-13,1009.47,454.00
1983-12-14,1486.36,454.00
1983-12-15,860.56,454.00
1983-12-16,806.63,454.00
1983-12-17,760.96,454.00
1983-12-18,788.88,454.00
1983-12-19,813.43,454.00
1983-12-20,719.68,457.00
1983-12-21,760.90,448.00
1983-12-22,684.47,322.00
1983-12-23,711.13,298.00
1983-12-24,916.14,298.00
1983-12-25,914.06,293.00
1983-12-26,717.65,290.00
1983-12-27,649.80,290.00
1983-12-28,679.06,293.00
1983-12-29,906.73,290.00
1983-12-30,911.04,290.00
1983-12-31,761.94,290.00
1984-01-01,640.48,343.00
1984-01-02,726.72,457.00
1984-01-03,767.29,499.00
1984-01-04,689.47,499.00
1984-01-05,697.97,499.00
1984-01-06,637.94,499.00
1984-01-07,715.90,499.00
1984-01-08,588.37,499.00
1984-01-09,688.93,499.00
1984-01-10,668.17,499.00
1984-01-11,741.14,499.00
1984-01-12,593.68,502.00
1984-01-13,725.71,613.00
1984-01-14,778.83,697.00
1984-01-15,607.54,701.00
1984-01-16,625.77,697.00
1984-01-17,526.78,673.00
1984-01-18,581.29,599.00
1984-01-19,768.63,596.00
1984-01-20,689.56,592.00
1984-01-21,720.52,589.00
1984-01-22,775.37,596.00
1984-01-23,829.20,599.00
1984-01-24,961.00,599.00
1984-01-25,823.84,596.00
1984-01-26,552.01,599.00
1984-01-27,698.18,599.00
1984-01-28,646.05,599.00
1984-01-29,629.83,599.00
1984-01-30,576.05,599.00
1984-01-31,644.33,592.00
1984-02-01,626.82,596.00
1984-02-02,596.00,596.00
1984-02-03,573.09,596.00
1984-02-04,624.15,596.00
1984-02-05,769.33,596.00
1984-02-06,571.90,596.00
1984-02-07,625.41,596.00
1984-02-08,651.12,596.00
1984-02-09,703.60,596.00
1984-02-10,624.49,596.00
1984-02-11,722.18,596.00
1984-02-12,1101.14,596.00
1984-02-13,1400.32,596.00
1984-02-14,829.47,596.00
1984-02-15,900.36,596.00
1984-02-16,705.13,596.00
1984-02-17,620.14,596.00
1984-02-18,649.23,596.00
1984-02-19,677.46,596.00
1984-02-20,751.02,592.00
1984-02-21,729.87,596.00
1984-02-22,649.41,596.00
1984-02-23,275.16,596.00
1984-02-24,912.73,599.00
1984-02-25,663.80,606.00
1984-02-26,683.44,603.00
1984-02-27,574.93,599.00
1984-02-28,652.62,599.00
1984-02-29,596.00,596.00
1984-03-01,730.28,596.00
1984-03-02,652.41,596.00
1984-03-03,571.93,596.00
1984-03-04,546.73,596.00
1984-03-05,624.59,596.00
1984-03-06,572.05,596.00
1984-03-07,628.60,596.00
1984-03-08,673.77,596.00
1984-03-09,631.59,599.00
1984-03-10,676.91,599.00
1984-03-11,758.91,599.00
1984-03-12,606.46,599.00
1984-03-13,919.22,599.00
1984-03-14,837.85,599.00
1984-03-15,839.24,596.00
1984-03-16,778.63,596.00
1984-03-17,683.28,596.00
1984-03-18,645.76,596.00
1984-03-19,677.55,596.00
1984-03-20,729.31,592.00
1984-03-21,778.12,592.00
1984-03-22,621.63,596.00
1984-03-23,625.03,596.00
1984-03-24,679.07,596.00
1984-03-25,811.50,599.00
1984-03-26,1047.64,599.00
1984-03-27,680.28,599.00
1984-03-28,702.27,599.00
1984-03-29,623.83,599.00
1984-03-30,656.76,599.00
1984-03-31,732.41,596.00
1984-04-01,708.80,596.00
1984-04-02,596.00,596.00
1984-04-03,596.00,596.00
1984-04-04,840.77,599.00
1984-04-05,654.25,599.00
1984-04-06,605.33,596.00
1984-04-07,797.45,596.00
1984-04-08,846.87,596.00
1984-04-09,783.68,596.00
1984-04-10,1015.92,666.00
1984-04-11,671.82,697.00
1984-04-12,829.83,697.00
1984-04-13,615.11,729.00
1984-04-14,687.62,746.00
1984-04-15,681.59,746.00
1984-04-16,607.03,746.00
1984-04-17,599.40,743.00
1984-04-18,758.49,743.00
1984-04-19,762.73,743.00
1984-04-20,580.13,743.00
1984-04-21,650.10,739.00
1984-04-22,701.34,739.00
1984-04-23,495.93,739.00
1984-04-24,830.61,739.00
1984-04-25,576.52,739.00
1984-04-26,554.43,746.00
1984-04-27,576.25,746.00
1984-04-28,762.54,743.00
1984-04-29,656.45,743.00
1984-04-30,685.82,743.00
1984-05-01,786.93,725.00
1984-05-02,671.47,697.00
1984-05-03,858.97,697.00
1984-05-04,704.60,697.00
1984-05-05,622.99,697.00
1984-05-06,702.05,697.00
1984-05-07,622.12,697.00
1984-05-08,705.14,697.00
1984-05-09,647.66,697.00
1984-05-10,637.79,711.00
1984-05-11,797.85,743.00
1984-05-12,746.00,746.00
1984-05-13,750.03,774.00
1984-05-14,606.87,872.00
1984-05-15,693.77,918.00
1984-05-16,637.22,918.00
1984-05-17,693.73,914.00
1984-05-18,695.41,918.00
1984-05-19,724.99,918.00
1984-05-20,691.38,918.00
1984-05-21,648.00,869.00
1984-05-22,854.61,837.00
1984-05-23,945.44,823.00
1984-05-24,769.55,774.00
1984-05-25,812.61,739.00
1984-05-26,747.63,729.00
1984-05-27,756.24,736.00
1984-05-28,861.46,736.00
1984-05-29,909.78,785.00
1984-05-30,804.24,890.00
1984-05-31,736.78,1010.00
1984-06-01,800.31,1050.00
1984-06-02,802.57,1050.00
1984-06-03,751.99,1050.00
1984-06-04,988.21,1050.00
1984-06-05,859.58,949.00
1984-06-06,955.01,799.00
1984-06-07,934.51,641.00
1984-06-08,805.08,638.00
1984-06-09,993.08,638.00
1984-06-10,916.21,641.00
1984-06-11,863.89,641.00
1984-06-12,868.89,645.00
1984-06-13,904.99,648.00
1984-06-14,843.82,641.00
1984-06-15,878.71,652.00
1984-06-16,788.70,802.00
1984-06-17,844.46,890.00
1984-06-18,821.64,1030.00
1984-06-19,808.11,1130.00
1984-06-20,777.67,1130.00
1984-06-21,859.16,1130.00
1984-06-22,722.86,1120.00
1984-06-23,935.65,1120.00
1984-06-24,802.36,1120.00
1984-06-25,802.98,1120.00
1984-06-26,823.92,1140.00
1984-06-27,876.26,1220.00
1984-06-28,816.87,1240.00
1984-06-29,637.56,1220.00
1984-06-30,795.83,1220.00
1984-07-01,852.37,1220.00
1984-07-02,720.44,1140.00
1984-07-03,798.64,1080.00
1984-07-04,825.52,1250.00
1984-07-05,817.89,1360.00
1984-07-06,733.59,1380.00
1984-07-07,791.83,1410.00
1984-07-08,796.09,1440.00
1984-07-09,730.31,1450.00
1984-07-10,816.31,1460.00
1984-07-11,746.39,1470.00
1984-07-12,780.98,1500.00
1984-07-13,800.17,1550.00
1984-07-14,813.90,1560.00
1984-07-15,851.22,1570.00
1984-07-16,877.20,1590.00
1984-07-17,850.77,1630.00
1984-07-18,776.65,1650.00
1984-07-19,745.56,1660.00
1984-07-20,743.30,1670.00
1984-07-21,750.04,1670.00
1984-07-22,864.75,1680.00
1984-07-23,1118.23,1620.00
1984-07-24,1211.51,1570.00
1984-07-25,892.38,1540.00
1984-07-26,875.03,1540.00
1984-07-27,831.62,1490.00
1984-07-28,951.94,1420.00
1984-07-29,944.69,1410.00
1984-07-30,939.68,1400.00
1984-07-31,974.19,1410.00
1984-08-01,949.18,1430.00
1984-08-02,901.68,1400.00
1984-08-03,918.76,1370.00
1984-08-04,957.29,1360.00
1984-08-05,870.41,1360.00
1984-08-06,959.79,1360.00
1984-08-07,964.05,1360.00
1984-08-08,1093.32,1440.00
1984-08-09,978.50,1520.00
1984-08-10,1057.94,1530.00
1984-08-11,985.08,1520.00
1984-08-12,921.46,1520.00
1984-08-13,950.79,1520.00
1984-08-14,1104.33,1520.00
1984-08-15,949.58,1510.00
1984-08-16,1043.09,1510.00
1984-08-17,1030.82,1500.00
1984-08-18,1041.16,1500.00
1984-08-19,980.42,1490.00
1984-08-20,1071.41,1490.00
1984-08-21,1210.39,1490.00
1984-08-22,1019.09,1480.00
1984-08-23,842.02,1490.00
1984-08-24,1073.12,1490.00
1984-08-25,1144.52,1520.00
1984-08-26,1069.84,1520.00
1984-08-27,983.87,1530.00
1984-08-28,1000.77,1540.00
1984-08-29,1123.89,1560.00
1984-08-30,1321.17,1560.00
1984-08-31,1055.95,1520.00
1984-09-01,1099.69,1490.00
1984-09-02,1102.49,1490.00
1984-09-03,1104.07,1490.00
1984-09-04,1088.83,1460.00
1984-09-05,1210.56,1440.00
1984-09-06,1113.78,1400.00
1984-09-07,1111.49,1360.00
1984-09-08,1124.12,1360.00
1984-09-09,1066.47,1360.00
1984-09-10,1098.70,1370.00
1984-09-11,1031.90,1370.00
1984-09-12,1056.95,1370.00
1984-09-13,1101.01,1380.00
1984-09-14,1171.98,1380.00
1984-09-15,1150.10,1380.00
1984-09-16,1127.10,1380.00
1984-09-17,1050.70,1270.00
1984-09-18,1082.94,1190.00
1984-09-19,1223.56,1200.00
1984-09-20,1211.52,1200.00
1984-09-21,1058.51,1200.00
1984-09-22,1083.44,1200.00
1984-09-23,935.75,1100.00
1984-09-24,1040.50,1010.00
1984-09-25,1099.30,1010.00
1984-09-26,1052.18,1010.00
1984-09-27,1053.55,1020.00
1984-09-28,1017.43,1020.00
1984-09-29,1062.15,1020.00
1984-09-30,1078.53,1010.00
1984-10-01,990.21,945.00
1984-10-02,1012.18,908.00
