date,qu,af,qd,fb,mm,mn,mx,mc,pp
2003-12-24,120.49,89056.28,20.00,2224.34,33.69,32.30,36.50,,0.00
2003-12-25,120.20,89259.00,20.00,2224.41,33.17,30.70,37.48,,0.15
2003-12-26,120.35,89462.00,20.00,2224.48,29.75,25.79,32.89,,0.00
2003-12-27,120.35,89665.00,20.00,2224.55,23.71,20.63,30.06,,0.30
2003-12-28,164.03,89954.65,20.00,2224.65,26.80,22.00,30.96,,0.30
2003-12-29,76.63,90070.93,20.00,2224.69,22.06,12.94,32.78,,0.00
2003-12-30,76.52,90187.00,20.00,2224.73,15.75,8.25,20.63,,0.00
2003-12-31,91.10,90332.00,20.00,2224.78,19.09,16.30,25.95,,0.15
2004-01-01,105.87,90506.28,20.00,2224.84,21.35,16.91,27.12,,0.00
2004-01-02,76.63,90622.57,20.00,2224.88,27.30,24.20,31.79,,0.15
2004-01-03,151.83,90890.00,19.00,2224.97,18.33,10.49,24.24,,0.44
2004-01-04,71.38,90980.00,28.00,2225.00,6.44,-3.77,14.65,,0.00
2004-01-05,35.00,90980.00,38.00,2225.00,-0.09,-4.94,4.08,,0.00
2004-01-06,139.99,91218.00,22.00,2225.07,5.53,2.47,6.60,,0.60
2004-01-07,209.51,91599.83,19.00,2225.18,10.87,6.48,18.72,,0.45
2004-01-08,52.38,91670.00,19.00,2225.20,18.10,12.34,23.20,,0.15
2004-01-09,102.71,91840.00,19.00,2225.25,30.00,22.63,34.26,,0.15
2004-01-10,102.71,92010.00,19.00,2225.30,33.68,31.59,38.25,,0.15
2004-01-11,87.76,92150.34,19.00,2225.34,32.12,30.27,34.16,,0.15
2004-01-12,34.69,92185.43,19.00,2225.35,33.46,32.08,36.19,,0.00
2004-01-13,105.01,92360.00,19.00,2225.40,32.19,30.69,35.91,,0.00
2004-01-14,102.71,92530.00,19.00,2225.45,32.36,30.69,34.26,,0.30
2004-01-15,243.88,92980.00,19.00,2225.58,34.58,32.18,40.63,,0.74
2004-01-16,123.62,93189.48,20.00,2225.64,30.13,28.46,34.54,,0.00
2004-01-17,158.42,93468.00,20.00,2225.72,31.35,28.84,33.67,,0.00
2004-01-18,137.99,93706.00,20.00,2225.79,32.77,31.59,36.81,,0.30
2004-01-19,105.90,93880.34,20.00,2225.84,31.60,30.70,34.06,,0.00
2004-01-20,141.35,94125.00,20.00,2225.91,30.46,29.13,33.87,,0.00
2004-01-21,105.23,94300.00,20.00,2225.96,28.41,27.23,29.33,,0.00
2004-01-22,139.01,94542.00,20.00,2226.03,26.87,25.97,28.56,,0.00
2004-01-23,207.32,94919.48,20.00,2226.14,28.86,26.21,31.59,,0.89
2004-01-24,176.07,95235.00,20.00,2226.23,32.01,28.96,37.99,,0.45
2004-01-25,122.88,95445.00,20.00,2226.29,32.10,30.27,34.08,,0.15
2004-01-26,176.16,95760.69,20.00,2226.38,35.23,31.79,38.35,,0.59
2004-01-27,157.82,96040.00,20.00,2226.46,38.13,32.14,43.04,,0.00
2004-01-28,265.04,96530.00,20.00,2226.60,38.95,35.32,45.20,,0.89
2004-01-29,939.67,98350.17,25.00,2227.12,40.75,34.89,50.23,,1.34
2004-01-30,960.93,100204.57,28.00,2227.65,34.29,31.75,41.04,,0.45
2004-01-31,680.15,101510.00,25.00,2228.02,31.86,30.02,37.21,,0.59
2004-02-01,393.08,102248.00,23.00,2228.23,31.06,29.35,34.83,,0.15
2004-02-02,394.09,102990.00,22.00,2228.44,28.33,27.20,29.56,,0.15
2004-02-03,285.23,103524.00,18.00,2228.59,30.36,26.93,34.50,,0.00
2004-02-04,282.21,104054.00,16.00,2228.74,34.11,29.47,37.99,,0.30
2004-02-05,176.97,104375.26,16.00,2228.83,28.33,21.73,34.61,,0.00
2004-02-06,247.29,104836.00,16.00,2228.96,29.66,28.46,31.59,,0.15
2004-02-07,264.06,105330.00,16.00,2229.10,35.71,29.07,39.02,,0.15
2004-02-08,122.72,105545.65,15.00,2229.16,36.13,32.30,40.00,,0.00
2004-02-09,210.30,105935.00,15.00,2229.27,33.75,25.24,46.52,,0.00
2004-02-10,139.71,106184.35,15.00,2229.34,30.68,24.16,44.30,,0.00
2004-02-11,122.72,106400.00,15.00,2229.40,32.00,26.05,43.65,,0.00
2004-02-12,159.20,106688.00,15.00,2229.48,29.50,20.70,40.59,,0.00
2004-02-13,120.88,106900.00,15.00,2229.54,28.81,21.39,36.12,,0.00
2004-02-14,138.07,107146.09,15.00,2229.61,31.27,27.90,40.70,,0.15
2004-02-15,230.24,107575.00,15.00,2229.73,32.50,29.90,38.07,,0.00
2004-02-16,119.88,107785.00,15.00,2229.79,32.60,30.80,36.42,,0.30
2004-02-17,122.62,108000.44,15.00,2229.85,31.32,29.27,32.53,,0.00
2004-02-18,140.83,108252.00,15.00,2229.92,35.69,32.18,41.26,,0.30
2004-02-19,195.49,108610.00,16.00,2230.02,37.95,28.64,45.18,,0.30
2004-02-20,85.58,108750.00,16.00,2230.06,33.01,26.60,43.04,,0.00
2004-02-21,85.58,108890.00,16.00,2230.10,33.23,24.91,44.04,,0.00
2004-02-22,105.53,109069.56,16.00,2230.15,34.49,23.22,46.25,,0.00
2004-02-23,142.27,109322.00,16.00,2230.22,36.82,30.02,45.15,,0.15
2004-02-24,69.45,109430.00,16.00,2230.25,36.59,32.85,42.16,,0.15
2004-02-25,214.92,109826.53,16.00,2230.36,32.81,29.99,37.40,,0.00
2004-02-26,87.33,109970.00,16.00,2230.40,35.69,32.77,40.82,,0.15
2004-02-27,103.23,110145.00,16.00,2230.45,37.48,33.63,45.15,,0.00
2004-02-28,139.53,110392.00,16.00,2230.52,37.71,32.30,46.83,,0.00
2004-02-29,105.75,110572.00,16.00,2230.57,37.50,31.33,43.10,,0.00
2004-03-01,105.84,110752.18,16.00,2230.62,38.28,30.92,47.78,,0.00
2004-03-02,105.53,110931.73,16.00,2230.67,36.55,28.07,47.42,,0.00
2004-03-03,196.63,111292.00,16.00,2230.77,33.11,26.60,38.54,,0.15
2004-03-04,251.95,111760.00,17.00,2230.90,36.47,33.32,38.99,,0.59
2004-03-05,184.89,112093.00,18.00,2230.99,34.27,31.12,40.39,,0.89
2004-03-06,198.00,112454.00,17.00,2231.09,35.97,31.94,42.67,,0.15
2004-03-07,233.80,112886.00,17.00,2231.21,41.82,32.34,51.98,,0.15
2004-03-08,216.74,113282.18,18.00,2231.32,39.33,32.31,49.04,,0.15
2004-03-09,493.85,114228.00,19.00,2231.58,42.26,33.99,51.10,,0.00
2004-03-10,416.30,115020.00,19.00,2231.80,40.23,31.16,54.65,,0.00
2004-03-11,403.19,115786.00,19.00,2232.01,39.07,27.31,54.93,,0.00
2004-03-12,399.16,116544.00,19.00,2232.22,40.41,31.04,45.66,,0.00
2004-03-13,311.79,117128.70,19.00,2232.38,37.88,28.01,49.74,,0.00
2004-03-14,327.72,117745.00,18.00,2232.55,43.23,33.96,49.23,,0.00
2004-03-15,347.73,118401.00,19.00,2232.73,42.52,35.24,48.92,,0.00
2004-03-16,422.35,119205.00,19.00,2232.95,45.46,41.37,53.91,,0.00
2004-03-17,274.62,119714.00,20.00,2233.09,42.10,35.53,48.33,,0.00
2004-03-18,553.79,120776.73,20.00,2233.38,36.29,30.35,48.66,,0.15
2004-03-19,296.45,121331.00,19.00,2233.53,33.67,27.74,40.90,,0.15
2004-03-20,351.78,121997.00,18.00,2233.71,40.04,26.44,51.51,,0.00
2004-03-21,333.49,122626.73,18.00,2233.88,43.11,32.85,60.82,,0.00
2004-03-22,351.41,123292.00,17.00,2234.06,47.53,35.05,64.52,,0.00
2004-03-23,369.43,123995.00,17.00,2234.25,43.72,36.97,51.43,,0.00
2004-03-24,687.60,125327.09,17.00,2234.61,37.98,34.06,45.83,,0.15
2004-03-25,482.58,126252.54,17.00,2234.86,37.90,33.36,43.97,,0.45
2004-03-26,482.13,127177.09,17.00,2235.11,38.17,32.00,44.87,,0.00
2004-03-27,445.18,128028.36,18.00,2235.34,39.38,33.02,44.52,,0.15
2004-03-28,448.39,128886.00,17.00,2235.57,44.72,31.86,55.91,,0.00
2004-03-29,279.18,129408.00,17.00,2235.71,46.86,32.65,61.57,,0.00
2004-03-30,585.20,130537.00,17.00,2236.01,41.33,34.30,46.91,,0.30
2004-03-31,412.78,131324.00,17.00,2236.22,36.68,32.53,41.14,,0.00
2004-04-01,355.82,132000.00,17.00,2236.40,39.37,30.96,48.84,,0.00
2004-04-02,393.13,132750.00,17.00,2236.60,46.15,27.35,61.06,,0.00
2004-04-03,393.13,133500.00,17.00,2236.80,50.76,39.02,65.24,,0.00
2004-04-04,416.82,134297.00,17.00,2237.01,48.17,40.21,57.99,,0.00
2004-04-05,508.58,135276.00,17.00,2237.27,43.39,34.00,50.29,,0.00
2004-04-06,474.80,136188.00,16.00,2237.51,49.44,38.86,65.81,,0.00
2004-04-07,609.00,137366.19,16.00,2237.82,47.68,44.18,52.89,,0.00
2004-04-08,594.79,138516.19,16.00,2238.12,48.43,40.12,57.13,,0.00
2004-04-09,613.86,139704.00,16.00,2238.43,47.47,31.47,66.17,,0.00
2004-04-10,633.11,140930.00,16.00,2238.75,48.82,31.94,66.87,,0.00
2004-04-11,652.27,142194.00,16.00,2239.08,49.89,32.49,69.78,,0.00
2004-04-12,731.42,143615.00,16.00,2239.45,49.89,37.72,64.71,,0.00
2004-04-13,934.10,145438.00,16.00,2239.92,47.22,41.86,54.58,,0.00
2004-04-14,678.48,146754.00,16.00,2240.26,41.82,35.85,49.74,,0.00
2004-04-15,565.55,147846.00,16.00,2240.54,40.90,33.12,48.76,,0.00
2004-04-16,467.24,148743.00,16.00,2240.77,41.19,34.26,51.16,,0.00
2004-04-17,433.25,149523.00,42.00,2240.97,43.30,34.83,52.06,,0.00
2004-04-18,410.68,150224.52,59.00,2241.15,41.01,33.83,50.14,,0.00
2004-04-19,410.89,150849.09,97.00,2241.31,41.65,30.96,53.59,,0.00
2004-04-20,446.92,151440.00,150.00,2241.46,41.90,35.09,49.47,,0.15
2004-04-21,404.30,151873.00,188.00,2241.57,41.21,32.43,52.14,,0.00
2004-04-22,371.12,152107.28,255.00,2241.63,50.08,36.07,64.73,,0.00
2004-04-23,474.66,152420.00,319.00,2241.71,42.12,37.22,48.76,,0.15
2004-04-24,453.67,152580.00,375.00,2241.75,45.44,34.46,55.32,,0.00
2004-04-25,429.33,152660.00,391.00,2241.77,50.10,31.04,68.64,,0.00
2004-04-26,580.34,152936.38,443.00,2241.84,54.97,35.44,77.50,,0.00
2004-04-27,744.79,153410.00,509.00,2241.96,47.73,35.26,63.46,,0.45
2004-04-28,606.33,153609.00,509.00,2242.01,47.08,38.19,57.50,,0.00
2004-04-29,634.64,153882.00,500.00,2242.08,51.32,33.65,67.62,,0.00
2004-04-30,576.76,154040.20,500.00,2242.12,54.38,35.68,73.04,,0.00
2004-05-01,715.88,154516.00,479.00,2242.24,57.45,39.29,76.19,,0.00
2004-05-02,819.98,155230.00,463.00,2242.42,56.27,47.35,61.88,,0.00
2004-05-03,750.97,155823.00,455.00,2242.57,55.07,42.63,66.99,,0.00
2004-05-04,773.15,156460.00,455.00,2242.73,48.39,42.98,55.34,,0.15
2004-05-05,573.00,156700.00,455.00,2242.79,45.68,37.80,51.94,,0.00
2004-05-06,496.17,156740.00,479.00,2242.80,50.22,34.06,63.44,,0.00
2004-05-07,626.30,156980.59,509.00,2242.86,52.50,46.26,61.96,,0.00
2004-05-08,597.15,157099.91,535.00,2242.89,48.16,44.44,54.03,,0.15
2004-05-09,474.62,156940.48,547.00,2242.85,49.61,43.12,57.27,,0.00
2004-05-10,475.92,156740.00,564.00,2242.80,46.11,39.76,52.08,,0.00
2004-05-11,429.12,156299.91,631.00,2242.69,46.10,41.26,50.78,,0.00
2004-05-12,420.56,155823.00,635.00,2242.57,47.73,41.26,56.28,,0.00
2004-05-13,397.36,155310.00,631.00,2242.44,49.94,35.10,61.92,,0.00
2004-05-14,439.53,154910.39,618.00,2242.34,54.12,41.88,65.54,,0.00
2004-05-15,467.49,154594.00,605.00,2242.26,48.79,40.74,57.72,,0.00
2004-05-16,402.95,154159.52,602.00,2242.15,48.61,44.16,53.24,,0.00
2004-05-17,431.42,153843.00,571.00,2242.07,49.48,42.32,61.69,,0.15
2004-05-18,438.69,153648.00,517.00,2242.02,54.57,39.64,65.99,,0.00
2004-05-19,538.65,153804.00,444.00,2242.06,52.44,47.95,58.58,,0.00
2004-05-20,551.02,154119.41,376.00,2242.14,55.28,47.82,65.70,,0.00
2004-05-21,509.96,154399.00,356.00,2242.21,52.12,47.76,55.48,,0.00
2004-05-22,506.64,154672.00,356.00,2242.28,48.13,45.04,52.18,,0.15
2004-05-23,468.97,154870.30,357.00,2242.33,48.55,43.28,54.93,,0.15
2004-05-24,411.65,154990.59,340.00,2242.36,50.52,39.74,62.53,,0.00
2004-05-25,362.00,154990.59,351.00,2242.36,54.13,40.08,67.31,,0.15
2004-05-26,550.20,155350.00,359.00,2242.45,53.49,51.79,55.60,,0.15
2004-05-27,623.13,155862.00,356.00,2242.58,49.24,44.40,52.30,,0.30
2004-05-28,612.16,156380.00,342.00,2242.71,44.31,39.57,51.37,,0.45
2004-05-29,480.33,156700.00,311.00,2242.79,44.90,40.45,49.76,,0.00
2004-05-30,680.33,157500.00,270.00,2242.99,48.84,45.30,53.00,,0.45
2004-05-31,570.64,158179.61,223.00,2243.16,47.07,41.81,51.14,,0.00
2004-06-01,374.53,158500.00,208.00,2243.24,52.59,44.14,60.65,,0.00
2004-06-02,400.65,158860.30,215.00,2243.33,57.35,41.15,72.71,,0.00
2004-06-03,436.26,159220.00,245.00,2243.42,62.79,44.83,78.86,,0.00
2004-06-04,422.33,159540.00,258.00,2243.50,67.21,51.88,83.30,,0.00
2004-06-05,543.03,160099.41,258.00,2243.64,55.10,52.39,61.41,,0.30
2004-06-06,402.47,160380.00,258.00,2243.71,50.35,46.34,57.92,,0.00
2004-06-07,350.67,160540.00,268.00,2243.75,50.52,46.60,56.24,,0.00
2004-06-08,377.83,160740.00,275.00,2243.80,57.01,48.11,68.76,,0.00
2004-06-09,318.44,160822.20,276.00,2243.82,55.63,44.59,66.68,,0.00
2004-06-10,270.88,160986.59,187.00,2243.86,49.94,46.13,54.00,,0.00
2004-06-11,276.88,161270.00,134.00,2243.93,46.88,42.75,50.45,,0.00
2004-06-12,236.83,161470.00,136.00,2243.98,51.87,47.03,59.25,,0.00
2004-06-13,359.83,161910.00,138.00,2244.09,51.35,46.87,55.68,,0.30
2004-06-14,309.40,162269.80,128.00,2244.18,47.23,43.10,51.82,,0.30
2004-06-15,247.12,162514.00,124.00,2244.24,55.01,40.60,70.55,,0.00
2004-06-16,272.24,162800.09,128.00,2244.31,60.67,41.86,77.48,,0.00
2004-06-17,189.65,162920.39,130.00,2244.34,63.96,45.97,78.07,,0.00
2004-06-18,279.47,163201.00,140.00,2244.41,65.57,53.63,74.97,,0.00
2004-06-19,205.01,163324.00,146.00,2244.44,61.73,44.20,76.30,,0.00
2004-06-20,183.34,163406.00,146.00,2244.46,66.64,47.82,81.92,,0.00
2004-06-21,203.01,163529.00,146.00,2244.49,69.94,49.88,87.42,,0.00
2004-06-22,212.67,163570.00,197.00,2244.50,71.04,52.65,90.25,,0.00
2004-06-23,184.66,163488.00,229.00,2244.48,66.80,57.68,83.52,,0.00
2004-06-24,163.32,163324.00,245.00,2244.44,63.48,55.20,75.82,,0.00
2004-06-25,159.10,163119.91,259.00,2244.39,61.26,55.71,69.00,,0.00
2004-06-26,127.98,162840.20,264.00,2244.32,62.86,55.81,69.57,,0.00
2004-06-27,138.21,162555.00,272.00,2244.25,62.83,53.95,70.92,,0.00
2004-06-28,106.57,162149.52,299.00,2244.15,65.21,52.28,76.07,,0.00
2004-06-29,166.74,161790.00,332.00,2244.06,67.06,54.10,80.23,,0.00
2004-06-30,129.00,161310.00,352.00,2243.94,66.79,56.03,75.54,,0.00
2004-07-01,15.96,160580.00,361.00,2243.76,66.76,53.79,77.92,,0.00
2004-07-02,103.77,160020.20,365.00,2243.62,62.84,55.24,71.43,,0.00
2004-07-03,45.06,159340.00,368.00,2243.45,60.05,57.15,64.38,,0.00
2004-07-04,43.17,158660.00,368.00,2243.28,60.33,55.71,66.76,,0.00
2004-07-05,121.59,158139.52,368.00,2243.15,64.66,52.38,76.78,,0.00
2004-07-06,51.24,157420.00,399.00,2242.97,61.84,54.50,66.44,,0.00
2004-07-07,39.83,156660.00,411.00,2242.78,51.80,46.97,56.82,,0.00
2004-07-08,38.00,155940.00,391.00,2242.60,57.34,50.19,67.03,,0.00
2004-07-09,41.04,155230.00,391.00,2242.42,57.40,49.78,64.40,,0.00
2004-07-10,104.01,154633.00,399.00,2242.27,54.82,50.47,60.88,,0.00
2004-07-11,63.70,153960.00,399.00,2242.10,59.62,49.98,70.31,,0.15
2004-07-12,81.85,153210.00,395.00,2241.91,66.06,46.28,83.89,,0.00
2004-07-13,29.04,152500.00,387.00,2241.73,68.30,55.83,82.63,,0.15
2004-07-14,34.22,151834.00,368.00,2241.56,71.27,55.32,91.12,,0.00
2004-07-15,17.70,151161.00,354.00,2241.39,69.90,61.06,79.12,,0.00
2004-07-16,40.40,150537.00,351.00,2241.23,69.54,53.75,83.81,,0.00
2004-07-17,42.40,149913.00,351.00,2241.07,71.96,55.77,85.33,,0.00
2004-07-18,43.40,149289.00,351.00,2240.91,69.83,61.31,84.56,,0.00
2004-07-19,45.40,148665.00,351.00,2240.75,65.58,59.96,71.85,,0.00
2004-07-20,43.40,148041.00,347.00,2240.59,63.33,59.21,69.23,,0.00
2004-07-21,24.74,147378.00,347.00,2240.42,66.68,54.22,78.31,,0.00
2004-07-22,26.74,146715.00,347.00,2240.25,70.85,53.16,87.90,,0.00
2004-07-23,32.78,146062.00,347.00,2240.08,73.04,53.89,89.73,,0.00
2004-07-24,29.74,145399.00,347.00,2239.91,75.21,54.59,92.77,,0.00
2004-07-25,30.74,144736.00,347.00,2239.74,71.86,63.32,79.78,,0.00
2004-07-26,32.12,144044.00,365.00,2239.56,67.83,59.21,77.72,,0.00
2004-07-27,28.05,143268.56,404.00,2239.36,68.73,53.04,82.36,,0.00
2004-07-28,44.32,142497.63,421.00,2239.16,70.72,56.11,83.65,,0.00
2004-07-29,37.34,141695.00,433.00,2238.95,71.73,59.33,82.26,,0.00
2004-07-30,40.00,140854.00,457.00,2238.73,69.14,62.79,76.34,,0.00
2004-07-31,51.16,139932.00,512.00,2238.49,68.68,60.43,78.62,,0.00
2004-08-01,52.37,138820.00,611.00,2238.20,70.75,56.97,82.91,,0.00
2004-08-02,59.00,137631.91,660.00,2237.89,68.54,58.58,78.88,,0.00
2004-08-03,61.14,136454.00,655.00,2237.58,63.51,56.62,71.06,,0.00
2004-08-04,40.93,135238.00,655.00,2237.26,64.12,53.97,76.23,,0.00
2004-08-05,62.06,134146.00,612.00,2236.97,60.32,53.42,63.99,,0.00
2004-08-06,67.76,133352.00,464.00,2236.76,53.99,50.06,58.84,,0.15
2004-08-07,102.40,132864.28,349.00,2236.63,59.54,52.89,68.17,,0.15
2004-08-08,71.18,132342.00,336.00,2236.49,64.28,49.15,79.64,,0.00
2004-08-09,11.60,131810.47,280.00,2236.35,67.90,48.13,86.09,,0.00
2004-08-10,28.39,131361.00,259.00,2236.23,71.55,54.24,88.09,,0.00
2004-08-11,26.66,130908.09,259.00,2236.11,74.42,56.27,93.08,,0.00
2004-08-12,60.36,130574.00,233.00,2236.02,74.96,56.58,94.14,,0.00
2004-08-13,5.75,130158.00,222.00,2235.91,76.03,58.05,96.38,,0.00
2004-08-14,20.13,129750.00,232.00,2235.80,73.32,58.37,86.56,,0.00
2004-08-15,96.89,129484.00,240.00,2235.73,74.36,60.47,88.92,,0.00
2004-08-16,15.61,129037.09,248.00,2235.61,71.75,65.50,80.27,,0.00
2004-08-17,13.68,128546.00,270.00,2235.48,70.28,64.89,78.11,,0.00
2004-08-18,6.80,127991.27,299.00,2235.33,70.05,57.88,82.47,,0.00
2004-08-19,4.64,127361.64,335.00,2235.16,72.26,60.59,84.36,,0.00
2004-08-20,21.27,126696.00,371.00,2234.98,70.86,59.21,81.57,,0.00
2004-08-21,19.90,126030.00,368.00,2234.80,66.33,59.80,75.01,,0.00
2004-08-22,117.13,125585.82,355.00,2234.68,56.75,53.44,59.86,,0.30
2004-08-23,83.00,125100.00,328.00,2234.55,58.64,53.06,66.48,,0.00
2004-08-24,484.00,125511.64,276.00,2234.66,56.39,52.28,60.27,,1.63
2004-08-25,572.86,126289.63,190.00,2234.87,54.36,51.35,59.13,,0.30
2004-08-26,342.50,126622.00,185.00,2234.96,56.82,52.69,62.20,,0.15
2004-08-27,126.84,126326.73,289.00,2234.88,59.32,54.75,64.42,,0.00
2004-08-28,129.40,125771.00,430.00,2234.73,61.65,56.46,68.90,,0.00
2004-08-29,109.78,124957.00,545.00,2234.51,65.42,55.48,76.03,,0.00
2004-08-30,76.72,123847.00,667.00,2234.21,65.61,51.90,80.39,,0.00
2004-08-31,92.20,122478.36,813.00,2233.84,66.09,50.69,83.02,,0.00
2004-09-01,177.13,121035.00,923.00,2233.45,55.22,48.58,61.98,,0.29
2004-09-02,106.78,119390.00,934.00,2233.00,51.71,45.70,56.46,,0.15
2004-09-03,197.14,118002.18,897.00,2232.62,56.51,51.63,62.91,,0.00
2004-09-04,66.36,116361.73,898.00,2232.17,55.54,53.55,58.11,,0.00
2004-09-05,143.54,114840.00,915.00,2231.75,57.56,51.61,65.18,,0.00
2004-09-06,115.32,113246.09,921.00,2231.31,57.20,43.14,71.04,,0.00
2004-09-07,114.74,111652.62,922.00,2230.87,59.77,48.64,70.45,,0.00
2004-09-08,77.00,109790.00,1016.00,2230.35,57.83,47.07,69.19,,0.00
2004-09-09,92.00,107715.00,1138.00,2229.77,56.83,52.12,63.97,,0.15
2004-09-10,123.25,105690.00,1149.00,2229.20,57.59,44.28,70.27,,0.00
2004-09-11,318.24,104090.00,1133.00,2228.75,56.90,52.22,60.71,,0.74
2004-09-12,185.43,102248.00,1122.00,2228.23,52.83,46.56,58.19,,0.00
2004-09-13,298.60,100625.00,1122.00,2227.77,48.36,42.75,54.18,,0.59
2004-09-14,414.21,99260.69,1105.00,2227.38,50.01,44.93,55.68,,0.30
2004-09-15,541.39,98210.00,1078.00,2227.08,49.18,44.12,55.32,,0.89
2004-09-16,472.81,97055.00,1061.00,2226.75,51.20,48.60,57.03,,0.59
2004-09-17,449.96,95865.00,1056.00,2226.41,49.09,45.62,55.36,,0.00
2004-09-18,387.17,94542.00,1061.00,2226.03,45.50,42.39,50.06,,0.00
2004-09-19,312.08,93050.00,1072.00,2225.60,45.76,38.90,52.71,,0.15
2004-09-20,222.09,91425.26,1017.00,2225.13,49.85,44.56,54.79,,0.00
2004-09-21,276.31,89897.21,1022.00,2224.63,53.53,46.60,63.69,,0.00
2004-09-22,305.48,88418.14,1028.00,2224.12,52.41,45.62,60.88,,0.15
2004-09-23,177.79,86707.00,1017.00,2223.53,56.70,47.32,64.18,,0.00
2004-09-24,238.26,85112.00,1022.00,2222.98,54.25,40.15,72.00,,0.00
2004-09-25,183.58,83400.93,1022.00,2222.39,57.55,45.07,75.52,,0.00
2004-09-26,193.91,81700.00,1028.00,2221.80,59.01,48.96,74.01,,0.00
2004-09-27,127.79,79853.72,1039.00,2221.16,57.55,44.22,78.47,,0.00
2004-09-28,190.18,78128.00,1039.00,2220.56,59.91,45.24,78.66,,0.00
2004-09-29,129.06,76288.00,1033.00,2219.92,55.41,50.11,61.79,,0.00
2004-09-30,137.56,74452.00,1039.00,2219.28,55.83,44.34,69.47,,0.00
2004-10-01,131.00,72611.59,1061.00,2218.64,51.41,36.89,69.37,,0.00
2004-10-02,121.55,70751.00,1061.00,2217.99,52.02,37.72,71.20,,0.00
2004-10-03,102.01,68826.14,1072.00,2217.32,52.27,38.64,71.14,,0.00
2004-10-04,156.20,67020.93,1066.00,2216.69,52.44,37.48,74.65,,0.00
2004-10-05,160.19,65218.00,1066.00,2216.06,54.16,38.58,71.75,,0.15
2004-10-06,162.63,63424.00,1066.00,2215.43,53.47,46.52,60.43,,0.15
2004-10-07,184.94,61686.14,1061.00,2214.82,52.10,42.94,62.51,,0.00
2004-10-08,169.37,59920.00,1061.00,2214.20,49.24,44.16,58.43,,0.15
2004-10-09,141.49,58098.00,1061.00,2213.56,47.22,44.01,50.10,,0.14
2004-10-10,199.46,56394.00,1061.00,2212.96,50.31,43.69,58.84,,0.00
2004-10-11,112.32,54520.00,1055.00,2212.30,51.14,40.94,64.99,,0.00
2004-10-12,146.89,52713.71,1055.00,2211.66,56.76,47.82,69.27,,0.00
2004-10-13,143.70,50962.00,1017.00,2211.04,53.04,43.26,69.19,,0.00
2004-10-14,243.95,49496.00,962.00,2210.52,57.78,46.52,70.02,,0.00
2004-10-15,60.99,48646.00,419.00,2210.22,56.31,53.04,58.03,,0.00
2004-10-16,212.37,48870.00,97.00,2210.30,51.74,47.97,54.67,,0.15
2004-10-17,252.42,49244.00,66.00,2210.43,47.00,42.28,49.74,,0.30
2004-10-18,210.07,49552.00,57.00,2210.54,42.46,39.92,44.93,,0.15
2004-10-19,183.98,49831.59,42.00,2210.64,44.04,41.23,45.70,,0.15
2004-10-20,79.45,49915.79,37.00,2210.67,44.75,37.40,56.23,,0.00
2004-10-21,293.90,50425.36,37.00,2210.85,43.75,41.53,47.21,,0.15
2004-10-22,181.18,50710.00,38.00,2210.95,43.23,38.27,50.37,,0.15
2004-10-23,507.88,51642.00,38.00,2211.28,39.96,37.56,43.28,,0.15
2004-10-24,152.15,51868.41,38.00,2211.36,39.28,35.44,44.32,,0.30
2004-10-25,38.00,51868.41,38.00,2211.36,38.08,30.92,43.89,,0.00
2004-10-26,278.44,52344.00,39.00,2211.53,42.07,33.29,46.05,,0.00
2004-10-27,109.58,52484.00,39.00,2211.58,40.93,30.02,55.73,,0.00
2004-10-28,298.14,52998.00,39.00,2211.76,40.44,34.00,46.36,,0.00
2004-10-29,159.68,53110.00,95.00,2211.80,43.42,40.41,48.62,,0.00
2004-10-30,168.51,53222.27,112.00,2211.84,41.17,35.13,44.53,,0.30
2004-10-31,197.13,53477.00,67.00,2211.93,37.10,32.59,43.53,,0.30
2004-11-01,299.63,53988.07,42.00,2212.11,32.33,29.51,33.79,,0.74
2004-11-02,571.71,55062.00,30.00,2212.49,37.55,33.75,44.79,,0.74
2004-11-03,567.76,56136.48,26.00,2212.87,37.74,29.72,44.93,,0.00
2004-11-04,356.08,56790.00,27.00,2213.10,34.34,26.64,47.54,,0.00
2004-11-05,427.18,57584.55,27.00,2213.38,32.79,26.40,45.46,,0.00
2004-11-06,257.23,58042.00,27.00,2213.54,41.10,29.13,56.23,,0.00
2004-11-07,267.74,58519.00,28.00,2213.71,42.21,35.09,54.06,,0.00
2004-11-08,85.98,58635.00,28.00,2213.75,38.33,32.08,48.86,,0.00
2004-11-09,285.63,59147.00,28.00,2213.93,39.79,33.55,49.52,,0.00
2004-11-10,186.31,59462.00,28.00,2214.04,37.97,31.43,46.48,,0.00
2004-11-11,185.13,59774.64,32.00,2214.15,35.36,29.56,49.05,,0.00
2004-11-12,198.93,60116.00,27.00,2214.27,34.81,29.62,43.75,,0.00
2004-11-13,253.91,60574.00,23.00,2214.43,38.22,34.42,48.17,,0.00
2004-11-14,165.68,60857.00,23.00,2214.53,37.79,36.54,38.74,,0.00
2004-11-15,96.10,61002.00,23.00,2214.58,40.93,37.09,46.36,,0.15
2004-11-16,94.70,61144.21,23.00,2214.63,40.79,35.73,50.29,,0.00
2004-11-17,282.07,61658.07,23.00,2214.81,36.00,29.23,43.73,,0.00
2004-11-18,80.42,61770.34,24.00,2214.85,37.64,31.92,42.73,,0.59
