date,qj,fb,mm,mx,mn,qd,af
1982-03-06,,,,,,,1994.00
1982-03-07,,,,,,,1994.00
1982-03-08,,,,,,,2017.00
1982-03-09,,,,,,,2040.00
1982-03-10,,,,,,,2063.00
1982-03-11,,,,,,,2099.00
1982-03-12,,,,,,,2122.00
1982-03-13,,,,,,,2122.00
1982-03-14,,,,,,,2122.00
1982-03-15,,,,,,,2158.00
1982-03-16,,,,,,,2170.00
1982-03-17,,,,,,,2206.00
1982-03-18,,,,,,,2230.00
1982-03-19,,,,,,,2254.00
1982-03-20,,,,,,,2254.00
1982-03-21,,,,,,,2254.00
1982-03-22,,,,,,,2254.00
1982-03-23,,,,,,,2291.00
1982-03-24,,,,,,,2328.00
1982-03-25,,,,,,,2353.00
1982-03-26,,,,,,,2378.00
1982-03-27,,,,,,,2378.00
1982-03-28,,,,,,,2378.00
1982-03-29,,,,,,,2403.00
1982-03-30,,,,,,,2428.00
1982-03-31,,,,,,,2440.00
1982-04-01,,,,,,,2466.00
1982-04-02,,,,,,,2505.00
1982-04-03,,,,,,,2505.00
1982-04-04,,,,,,,2505.00
1982-04-05,,,,,,,2543.00
1982-04-06,,,,,,,2556.00
1982-04-07,,,,,,,2556.00
1982-04-08,,,,,,,2582.00
1982-04-09,,,,,,,2582.00
1982-04-10,,,,,,,2582.00
1982-04-11,,,,,,,2582.00
1982-04-12,,,,,,,2622.00
1982-04-13,,,,,,,2622.00
1982-04-14,,,,,,,2649.00
1982-04-15,,,,,,,2662.00
1982-04-16,,,,,,,2662.00
1982-04-17,,,,,,,2662.00
1982-04-18,,,,,,,2662.00
1982-04-19,,,,,,,2689.00
1982-04-20,,,,,,,2715.00
1982-04-21,,,,,,,2729.00
1982-04-22,,,,,,,2756.00
1982-04-23,,,,,,,2797.00
1982-04-24,,,,,,,2797.00
1982-04-25,,,,,,,2797.00
1982-04-26,,,,,,,2797.00
1982-04-27,,,,,,,2824.00
1982-04-28,,,,,,,2851.00
1982-04-29,,,,,,,2851.00
1982-04-30,,,,,,,2920.00
1982-05-01,,,,,,,2920.00
1982-05-02,,,,,,,2920.00
1982-05-03,,,,,,,2920.00
1982-05-04,,,,,,,2934.00
1982-05-05,,,,,,,2948.00
1982-05-06,,,,,,,2989.00
1982-05-07,,,,,,,2989.00
1982-05-08,,,,,,,2989.00
1982-05-09,,,,,,,2989.00
1982-05-10,,,,,,,2989.00
1982-05-11,,,,,,,2975.00
1982-05-12,,,,,,,2962.00
1982-05-13,,,,,,,2962.00
1982-05-14,,,,,,,2975.00
1982-05-15,,,,,,,2975.00
1982-05-16,,,,,,,2975.00
1982-05-17,,,,,,,2975.00
1982-05-18,,,,,,,2962.00
1982-05-19,,,,,,,2975.00
1982-05-20,,,,,,,2989.00
1982-05-21,,,,,,,2989.00
1982-05-22,,,,,,,2989.00
1982-05-23,,,,,,,2989.00
1982-05-24,,,,,,,2989.00
1982-05-25,,,,,,,2948.00
1982-05-26,,,,,,,2948.00
1982-05-27,,,,,,,2948.00
1982-05-28,,,,,,,2962.00
1982-05-29,,,,,,,2975.00
1982-05-30,,,,,,,2975.00
1982-05-31,,,,,,,2975.00
1982-06-01,,,,,,,2975.00
1982-06-02,,,,,,,2975.00
1982-06-03,,,,,,,2975.00
1982-06-04,,,,,,,2989.00
1982-06-05,,,,,,,2989.00
1982-06-06,,,,,,,2989.00
1982-06-07,,,,,,,2975.00
1982-06-08,,,,,,,2975.00
1982-06-09,,,,,,,2975.00
1982-06-10,,,,,,,2975.00
1982-06-11,,,,,,,2975.00
1982-06-12,,,,,,,2975.00
1982-06-13,,,,,,,2975.00
1982-06-14,,,,,,,2906.00
1982-06-15,,,,,,,2893.00
1982-06-16,,,,,,,2865.00
1982-06-17,,,,,,,2851.00
1982-06-18,,,,,,,2837.00
1982-06-19,,,,,,,2837.00
1982-06-20,,,,,,,2837.00
1982-06-21,,,,,,,2675.00
1982-06-22,,,,,,,2649.00
1982-06-23,,,,,,,2649.00
1982-06-24,,,,,,,2635.00
1982-06-25,,,,,,,2622.00
1982-06-26,,,,,,,2622.00
1982-06-27,,,,,,,2582.00
1982-06-28,,,,,,,2596.00
1982-06-29,,,,,,,2609.00
1982-06-30,,,,,,,2622.00
1982-07-01,,,,,,,2622.00
1982-07-02,,,,,,,2622.00
1982-07-03,,,,,,,2649.00
1982-07-04,,,,,,,2689.00
1982-07-05,,,,,,,2742.00
1982-07-06,,,,,,,2635.00
1982-07-07,,,,,,,2662.00
1982-07-08,,,,,,,2702.00
1982-07-09,,,,,,,2715.00
1982-07-10,,,,,,,2712.00
1982-07-11,,,,,,,2756.00
1982-07-12,,,,,,,2756.00
1982-07-13,,,,,,,2756.00
1982-07-14,,,,,,,2770.00
1982-07-15,,,,,,,2797.00
1982-07-16,,,,,,,2824.00
1982-07-17,,,,,,,2837.00
1982-07-18,,,,,,,2715.00
1982-07-19,,,,,,,2865.00
1982-07-20,,,,,,,2824.00
1982-07-21,,,,,,,2810.00
1982-07-22,,,,,,,2783.00
1982-07-23,,,,,,,2742.00
1982-07-24,,,,,,,2715.00
1982-07-25,,,,,,,2689.00
1982-07-26,,,,,,,2649.00
1982-07-27,,,,,,,2609.00
1982-07-28,,,,,,,2569.00
1982-07-29,,,,,,,2518.00
1982-07-30,,,,,,,2479.00
1982-07-31,,,,,,,2428.00
1982-08-01,,,,,,,2428.00
1982-08-02,,,,,,,2353.00
1982-08-03,,,,,,,2353.00
1982-08-04,,,,,,,2303.00
1982-08-05,,,,,,,2279.00
1982-08-06,,,,,,,2328.00
1982-08-07,,,,,,,2353.00
1982-08-08,,,,,,,2340.00
1982-08-09,,,,,,,2315.00
1982-08-10,,,,,,,2291.00
1982-08-11,,,,,,,2279.00
1982-08-12,,,,,,,2291.00
1982-08-13,,,,,,,2303.00
1982-08-14,,,,,,,2303.00
1982-08-15,,,,,,,2303.00
1982-08-16,,,,,,,2315.00
1982-08-17,,,,,,,2315.00
1982-08-18,,,,,,,2303.00
1982-08-19,,,,,,,2291.00
1982-08-20,,,,,,,2267.00
1982-08-21,,,,,,,2242.00
1982-08-22,,,,,,,2230.00
1982-08-23,,,,,,,2206.00
1982-08-24,,,,,,,2170.00
1982-08-25,,,,,,,2158.00
1982-08-26,,,,,,,2134.00
1982-08-27,,,,,,,2122.00
1982-08-28,,,,,,,2110.00
1982-08-29,,,,,,,2099.00
1982-08-30,,,,,,,2087.00
1982-08-31,,,,,,,2110.00
1982-09-01,,,,,,,2110.00
1982-09-02,,,,,,,2110.00
1982-09-03,,,,,,,2110.00
1982-09-04,,,,,,,2110.00
1982-09-05,,,,,,,2134.00
1982-09-06,,,,,,,2146.00
1982-09-07,,,,,,,2146.00
1982-09-08,,,,,,,2146.00
1982-09-09,,,,,,,2146.00
1982-09-10,,,,,,,2158.00
1982-09-11,,,,,,,2182.00
1982-09-12,,,,,,,2206.00
1982-09-13,,,,,,,2206.00
1982-09-14,,,,,,,2254.00
1982-09-15,,,,,,,2291.00
1982-09-16,,,,,,,2315.00
1982-09-17,,,,,,,2340.00
1982-09-18,,,,,,,2353.00
1982-09-19,,,,,,,2353.00
1982-09-20,,,,,,,2365.00
1982-09-21,,,,,,,2378.00
1982-09-22,,,,,,,2390.00
1982-09-23,,,,,,,2390.00
1982-09-24,,,,,,,2403.00
1982-09-25,,,,,,,2428.00
1982-09-26,,,,,,,2453.00
1982-09-27,,,,,,,2479.00
1982-09-28,,,,,,,2518.00
1982-09-29,,,,,,,2531.00
1982-09-30,,,,,,,2675.00
1982-10-01,,,,,,,2569.00
1982-10-02,,,,,,,2569.00
1982-10-03,,,,,,,2569.00
1982-10-04,,,,,,,2609.00
1982-10-05,,,,,,,2622.00
1982-10-06,,,,,,,2635.00
1982-10-07,,,,,,,2622.00
1982-10-08,,,,,,,2609.00
1982-10-09,,,,,,,2609.00
1982-10-10,,,,,,,2609.00
1982-10-11,,,,,,,2609.00
1982-10-12,,,,,,,2556.00
1982-10-13,,,,,,,2531.00
1982-10-14,,,,,,,2518.00
1982-10-15,,,,,,,2505.00
1982-10-16,,,,,,,2505.00
1982-10-17,,,,,,,2505.00
1982-10-18,,,,,,,2479.00
1982-10-19,,,,,,,2466.00
1982-10-20,,,,,,,2440.00
1982-10-21,,,,,,,2428.00
1982-10-22,,,,,,,2428.00
1982-10-23,,,,,,,2428.00
1982-10-24,,,,,,,2428.00
1982-10-25,,,,,,,2440.00
1982-10-26,,,,,,,2440.00
1982-10-27,,,,,,,2428.00
1982-10-28,,,,,,,2428.00
1982-10-29,,,,,,,2428.00
1982-10-30,,,,,,,2428.00
1982-10-31,,,,,,,2428.00
1982-11-01,,,,,,,2365.00
1982-11-02,,,,,,,2365.00
1982-11-03,,,,,,,2365.00
1982-11-04,,,,,,,2365.00
1982-11-05,,,,,,,2328.00
1982-11-06,,,,,,,2328.00
1982-11-07,,,,,,,2328.00
1982-11-08,,,,,,,2315.00
1982-11-09,,,,,,,2303.00
1982-11-10,,,,,,,2303.00
1982-11-11,,,,,,,2279.00
1982-11-12,,,,,,,2279.00
1982-11-13,,,,,,,2279.00
1982-11-14,,,,,,,2279.00
1982-11-15,,,,,,,2242.00
1982-11-16,,,,,,,2230.00
1982-11-17,,,,,,,2218.00
1982-11-18,,,,,,,2218.00
1982-11-19,,,,,,,2193.00
1982-11-20,,,,,,,2193.00
1982-11-21,,,,,,,2193.00
1982-11-22,,,,,,,2193.00
1982-11-23,,,,,,,2182.00
1982-11-24,,,,,,,2170.00
1982-11-25,,,,,,,2170.00
1982-11-26,,,,,,,2170.00
1982-11-27,,,,,,,2170.00
1982-11-28,,,,,,,2170.00
1982-11-29,,,,,,,2122.00
1982-11-30,,,,,,,2122.00
1982-12-01,,,,,,,2110.00
1982-12-02,,,,,,,2110.00
1982-12-03,,,,,,,2110.00
1982-12-04,,,,,,,2110.00
1982-12-05,,,,,,,2110.00
1982-12-06,,,,,,,2087.00
1982-12-07,,,,,,,2087.00
1982-12-08,,,,,,,2075.00
1982-12-09,,,,,,,2063.00
1982-12-10,,,,,,,2063.00
1982-12-11,,,,,,,2063.00
1982-12-12,,,,,,,2063.00
1982-12-13,,,,,,,2040.00
1982-12-14,,,,,,,2029.00
1982-12-15,,,,,,,2017.00
1982-12-16,,,,,,,2017.00
1982-12-17,,,,,,,1994.00
1982-12-18,,,,,,,1994.00
1982-12-19,,,,,,,1994.00
1982-12-20,,,,,,,1994.00
1982-12-21,,,,,,,1960.00
1982-12-22,,,,,,,1960.00
1982-12-23,,,,,,,1949.00
1982-12-24,,,,,,,1949.00
1982-12-25,,,,,,,1949.00
1982-12-26,,,,,,,1949.00
1982-12-27,,,,,,,1915.00
1982-12-28,,,,,,,1915.00
1982-12-29,,,,,,,1915.00
1982-12-30,,,,,,,1904.00
1982-12-31,,,,,,,1904.00
1983-01-01,,,,,,,1904.00
1983-01-02,,,,,,,1904.00
1983-01-03,,,,,,,1904.00
1983-01-04,,,,,,,1881.00
1983-01-05,,,,,,,1881.00
1983-01-06,,,,,,,1859.00
1983-01-07,,,,,,,1859.00
1983-01-08,,,,,,,1859.00
1983-01-09,,,,,,,1859.00
1983-01-10,,,,,,,1815.00
1983-01-11,,,,,,,1805.00
1983-01-12,,,,,,,1837.00
1983-01-13,,,,,,,1837.00
1983-01-14,,,,,,,1848.00
1983-01-15,,,,,,,1848.00
1983-01-16,,,,,,,1848.00
1983-01-17,,,,,,,1859.00
1983-01-18,,,,,,,1870.00
1983-01-19,,,,,,,1881.00
1983-01-20,,,,,,,1893.00
1983-01-21,,,,,,,1904.00
1983-01-22,,,,,,,1904.00
1983-01-23,,,,,,,1904.00
1983-01-24,,,,,,,1915.00
1983-01-25,,,,,,,1926.00
1983-01-26,,,,,,,1937.00
1983-01-27,,,,,,,1949.00
1983-01-28,,,,,,,1960.00
1983-01-29,,,,,,,1960.00
1983-01-30,,,,,,,1960.00
1983-01-31,,,,,,,1983.00
1983-02-01,,,,,,,1983.00
1983-02-02,,,,,,,1983.00
1983-02-03,,,,,,,1983.00
1983-02-04,,,,,,,1983.00
1983-02-05,,,,,,,1983.00
1983-02-06,,,,,,,1983.00
1983-02-07,,,,,,,1983.00
1983-02-08,,,,,,,1983.00
1983-02-09,,,,,,,1983.00
1983-02-10,,,,,,,1983.00
1983-02-11,,,,,,,1983.00
1983-02-12,,,,,,,1983.00
1983-02-13,,,,,,,1983.00
1983-02-14,,,,,,,1983.00
1983-02-15,,,,,,,1983.00
1983-02-16,,,,,,,1983.00
1983-02-17,,,,,,,1983.00
1983-02-18,,,,,,,1983.00
1983-02-19,,,,,,,1983.00
1983-02-20,,,,,,,1983.00
1983-02-21,,,,,,,1983.00
1983-02-22,,,,,,,1983.00
1983-02-23,,,,,,,1983.00
1983-02-24,,,,,,,1983.00
1983-02-25,,,,,,,1983.00
1983-02-26,,,,,,,1983.00
1983-02-27,,,,,,,1983.00
1983-02-28,,,,,,,1983.00
1983-03-01,,,,,,,2254.00
1983-03-02,,,,,,,2279.00
1983-03-03,,,,,,,2303.00
1983-03-04,,,,,,,2328.00
1983-03-05,,,,,,,2328.00
1983-03-06,,,,,,,2328.00
1983-03-07,,,,,,,2340.00
1983-03-08,,,,,,,2365.00
1983-03-09,,,,,,,2390.00
1983-03-10,,,,,,,2415.00
1983-03-11,,,,,,,2440.00
1983-03-12,,,,,,,2440.00
1983-03-13,,,,,,,2440.00
1983-03-14,,,,,,,2466.00
1983-03-15,,,,,,,2492.00
1983-03-16,,,,,,,2518.00
1983-03-17,,,,,,,2531.00
1983-03-18,,,,,,,2543.00
1983-03-19,,,,,,,2543.00
1983-03-20,,,,,,,2543.00
1983-03-21,,,,,,,2569.00
1983-03-22,,,,,,,2582.00
1983-03-23,,,,,,,2609.00
1983-03-24,,,,,,,2635.00
1983-03-25,,,,,,,2662.00
1983-03-26,,,,,,,2662.00
1983-03-27,,,,,,,2662.00
1983-03-28,,,,,,,2689.00
1983-03-29,,,,,,,2702.00
1983-03-30,,,,,,,2729.00
1983-03-31,,,,,,,2756.00
1983-04-01,,,,,,,2783.00
1983-04-02,,,,,,,2783.00
1983-04-03,,,,,,,2783.00
1983-04-04,,,,,,,2797.00
1983-04-05,,,,,,,2810.00
1983-04-06,,,,,,,2837.00
1983-04-07,,,,,,,2851.00
1983-04-08,,,,,,,2879.00
1983-04-09,,,,,,,2879.00
1983-04-10,,,,,,,2879.00
1983-04-11,,,,,,,2865.00
1983-04-12,,,,,,,2851.00
1983-04-13,,,,,,,2837.00
1983-04-14,,,,,,,2824.00
1983-04-15,,,,,,,2810.00
1983-04-16,,,,,,,2810.00
1983-04-17,,,,,,,2810.00
1983-04-18,,,,,,,2756.00
1983-04-19,,,,,,,2742.00
1983-04-20,,,,,,,2756.00
1983-04-21,,,,,,,2770.00
1983-04-22,,,,,,,2797.00
1983-04-23,,,,,,,2797.00
1983-04-24,,,,,,,2797.00
1983-04-25,,,,,,,2824.00
1983-04-26,,,,,,,2837.00
1983-04-27,,,,,,,2879.00
1983-04-28,,,,,,,2906.00
1983-04-29,,,,,,,2934.00
1983-04-30,,,,,,,2934.00
1983-05-01,,,,,,,2934.00
1983-05-02,,,,,,,2934.00
1983-05-03,,,,,,,2962.00
1983-05-04,,,,,,,2975.00
1983-05-05,,,,,,,2989.00
1983-05-06,,,,,,,3017.00
1983-05-07,,,,,,,3017.00
1983-05-08,,,,,,,3017.00
1983-05-09,,,,,,,3031.00
1983-05-10,,,,,,,3060.00
1983-05-11,,,,,,,3088.00
1983-05-12,,,,,,,3102.00
1983-05-13,,,,,,,3102.00
1983-05-14,,,,,,,3102.00
1983-05-15,,,,,,,3102.00
1983-05-16,,,,,,,3102.00
1983-05-17,,,,,,,3102.00
1983-05-18,,,,,,,3102.00
1983-05-19,,,,,,,3102.00
1983-05-20,,,,,,,3102.00
1983-05-21,,,,,,,3102.00
1983-05-22,,,,,,,3102.00
1983-05-23,,,,,,,3045.00
1983-05-24,,,,,,,3045.00
1983-05-25,,,,,,,3017.00
1983-05-26,,,,,,,3003.00
1983-05-27,,,,,,,3003.00
1983-05-28,,,,,,,3003.00
1983-05-29,,,,,,,3003.00
1983-05-30,,,,,,,3003.00
1983-05-31,,,,,,,2865.00
1983-06-01,,,,,,,2837.00
1983-06-02,,,,,,,2810.00
1983-06-03,,,,,,,2797.00
1983-06-04,,,,,,,2797.00
1983-06-05,,,,,,,2797.00
1983-06-06,,,,,,,2715.00
1983-06-07,,,,,,,2689.00
1983-06-08,,,,,,,2649.00
1983-06-09,,,,,,,2635.00
1983-06-10,,,,,,,2609.00
1983-06-11,,,,,,,2609.00
1983-06-12,,,,,,,2609.00
1983-06-13,,,,,,,2649.00
1983-06-14,,,,,,,2649.00
1983-06-15,,,,,,,2649.00
1983-06-16,,,,,,,2649.00
1983-06-17,,,,,,,2649.00
1983-06-18,,,,,,,2649.00
1983-06-19,,,,,,,2649.00
1983-06-20,,,,,,,2689.00
1983-06-21,,,,,,,2689.00
1983-06-22,,,,,,,2689.00
1983-06-23,,,,,,,2675.00
1983-06-24,,,,,,,2662.00
1983-06-25,,,,,,,2662.00
1983-06-26,,,,,,,2662.00
1983-06-27,,,,,,,2635.00
1983-06-28,,,,,,,2649.00
1983-06-29,,,,,,,2649.00
1983-06-30,,,,,,,2662.00
1983-07-01,,,,,,,2649.25
1983-07-02,,,,,,,2636.50
1983-07-03,,,,,,,2623.75
1983-07-04,,,,,,,2611.00
1983-07-05,,,,,,,2598.25
1983-07-06,,,,,,,2585.50
1983-07-07,,,,,,,2572.75
1983-07-08,,,,,,,2560.00
1983-07-09,,,,,,,2547.25
1983-07-10,,,,,,,2534.50
1983-07-11,,,,,,,2521.75
1983-07-12,,,,,,,2509.00
1983-07-13,,,,,,,2496.25
1983-07-14,,,,,,,2483.50
1983-07-15,,,,,,,2470.75
1983-07-16,,,,,,,2458.00
1983-07-17,,,,,,,2445.25
1983-07-18,,,,,,,2432.50
1983-07-19,,,,,,,2419.75
1983-07-20,,,,,,,2407.00
1983-07-21,,,,,,,2394.25
1983-07-22,,,,,,,2381.50
1983-07-23,,,,,,,2368.75
1983-07-24,,,,,,,2356.00
1983-07-25,,,,,,,2343.25
1983-07-26,,,,,,,2330.50
1983-07-27,,,,,,,2317.75
1983-07-28,,,,,,,2305.00
1983-07-29,,,,,,,2292.25
1983-07-30,,,,,,,2279.50
1983-07-31,,,,,,,2266.75
1983-08-01,,,,,,,2254.00
1983-08-02,,,,,,,2230.00
1983-08-03,,,,,,,2206.00
1983-08-04,,,,,,,2182.00
1983-08-05,,,,,,,2146.00
1983-08-06,,,,,,,2146.00
1983-08-07,,,,,,,2146.00
1983-08-08,,,,,,,2110.00
1983-08-09,,,,,,,2075.00
1983-08-10,,,,,,,2029.00
1983-08-11,,,,,,,1983.00
1983-08-12,,,,,,,1949.00
1983-08-13,,,,,,,1949.00
1983-08-14,,,,,,,1949.00
1983-08-15,,,,,,,1848.00
1983-08-16,,,,,,,1794.00
1983-08-17,,,,,,,1772.00
1983-08-18,,,,,,,1729.00
1983-08-19,,,,,,,1697.00
1983-08-20,,,,,,,1697.00
1983-08-21,,,,,,,1697.00
1983-08-22,,,,,,,1676.00
1983-08-23,,,,,,,1676.00
1983-08-24,,,,,,,1676.00
1983-08-25,,,,,,,1697.00
1983-08-26,,,,,,,1697.00
1983-08-27,,,,,,,1697.00
1983-08-28,,,,,,,1697.00
1983-08-29,,,,,,,1676.00
1983-08-30,,,,,,,1655.00
1983-08-31,,,,,,,1655.00
1983-09-01,,,,,,,1666.00
1983-09-02,,,,,,,1614.00
1983-09-03,,,,,,,1614.00
1983-09-04,,,,,,,1614.00
1983-09-05,,,,,,,1614.00
1983-09-06,,,,,,,1593.00
1983-09-07,,,,,,,1573.00
1983-09-08,,,,,,,1563.00
1983-09-09,,,,,,,1563.00
1983-09-10,,,,,,,1563.00
1983-09-11,,,,,,,1563.00
1983-09-12,,,,,,,1593.00
1983-09-13,,,,,,,1593.00
1983-09-14,,,,,,,1593.00
1983-09-15,,,,,,,1593.00
1983-09-16,,,,,,,1593.00
1983-09-17,,,,,,,1593.00
1983-09-18,,,,,,,1593.00
1983-09-19,,,,,,,1614.00
1983-09-20,,,,,,,1624.00
1983-09-21,,,,,,,1624.00
1983-09-22,,,,,,,1645.00
1983-09-23,,,,,,,1655.00
1983-09-24,,,,,,,1655.00
1983-09-25,,,,,,,1655.00
1983-09-26,,,,,,,1666.00
1983-09-27,,,,,,,1666.00
1983-09-28,,,,,,,1666.00
1983-09-29,,,,,,,1666.00
1983-09-30,,,,,,,1666.00
1983-10-01,,,,,,,1666.00
1983-10-02,,,,,,,1666.00
1983-10-03,,,,,,,1666.00
1983-10-04,,,,,,,1645.00
1983-10-05,,,,,,,1645.00
1983-10-06,,,,,,,1624.00
1983-10-07,,,,,,,1624.00
1983-10-08,,,,,,,1624.00
1983-10-09,,,,,,,1624.00
1983-10-10,,,,,,,1624.00
1983-10-11,,,,,,,1624.00
1983-10-12,,,,,,,1624.00
1983-10-13,,,,,,,1624.00
1983-10-14,,,,,,,1691.00
1983-10-15,,,,,,,1691.00
1983-10-16,,,,,,,1691.00
1983-10-17,,,,,,,1691.00
1983-10-18,,,,,,,1672.00
1983-10-19,,,,,,,1662.00
1983-10-20,,,,,,,1662.00
1983-10-21,,,,,,,1662.00
1983-10-22,,,,,,,1662.00
1983-10-23,,,,,,,1662.00
1983-10-24,,,,,,,1662.00
1983-10-25,,,,,,,1632.00
1983-10-26,,,,,,,1632.00
1983-10-27,,,,,,,1632.00
1983-10-28,,,,,,,1632.00
1983-10-29,,,,,,,1632.00
1983-10-30,,,,,,,1632.00
1983-10-31,,,,,,,1594.00
1983-11-01,,,,,,,1594.00
1983-11-02,,,,,,,1594.00
1983-11-03,,,,,,,1594.00
1983-11-04,,,,,,,1697.00
1983-11-05,,,,,,,1697.00
1983-11-06,,,,,,,1697.00
1983-11-07,,,,,,,1761.00
1983-11-08,,,,,,,1783.00
1983-11-09,,,,,,,1783.00
1983-11-10,,,,,,,1794.00
1983-11-11,,,,,,,1805.00
1983-11-12,,,,,,,1805.00
1983-11-13,,,,,,,1805.00
1983-11-14,,,,,,,1848.00
1983-11-15,,,,,,,1848.00
1983-11-16,,,,,,,1848.00
1983-11-17,,,,,,,1848.00
1983-11-18,,,,,,,1915.00
1983-11-19,,,,,,,1915.00
1983-11-20,,,,,,,1915.00
1983-11-21,,,,,,,1949.00
1983-11-22,,,,,,,1960.00
1983-11-23,,,,,,,1971.00
1983-11-24,,,,,,,1971.00
1983-11-25,,,,,,,1971.00
1983-11-26,,,,,,,1971.00
1983-11-27,,,,,,,1971.00
1983-11-28,,,,,,,2017.00
1983-11-29,,,,,,,2029.00
1983-11-30,,,,,,,2029.00
1983-12-01,,,,,,,2040.00
1983-12-02,,,,,,,2040.00
1983-12-03,,,,,,,2040.00
1983-12-04,,,,,,,2040.00
1983-12-05,,,,,,,2040.00
1983-12-06,,,,,,,2040.00
1983-12-07,,,,,,,2040.00
1983-12-08,,,,,,,2040.00
1983-12-09,,,,,,,2040.00
1983-12-10,,,,,,,2040.00
1983-12-11,,,,,,,2040.00
1983-12-12,,,,,,,2040.00
1983-12-13,,,,,,,2040.00
1983-12-14,,,,,,,2040.00
1983-12-15,,,,,,,2006.00
1983-12-16,,,,,,,2017.00
1983-12-17,,,,,,,2017.00
1983-12-18,,,,,,,2017.00
1983-12-19,,,,,,,2017.00
1983-12-20,,,,,,,2017.00
1983-12-21,,,,,,,2017.00
1983-12-22,,,,,,,2017.00
1983-12-23,,,,,,,2017.00
1983-12-24,,,,,,,2017.00
1983-12-25,,,,,,,2017.00
1983-12-26,,,,,,,2017.00
1983-12-27,,,,,,,2017.00
1983-12-28,,,,,,,2017.00
1983-12-29,,,,,,,2017.00
1983-12-30,,,,,,,2017.00
1983-12-31,,,,,,,2026.00
1984-01-01,,,,,,,2026.09
1984-01-02,,,,,,,2026.19
1984-01-03,,,,,,,2026.28
1984-01-04,,,,,,,2026.38
1984-01-05,,,,,,,2026.47
1984-01-06,,,,,,,2026.56
1984-01-07,,,,,,,2026.66
1984-01-08,,,,,,,2026.75
1984-01-09,,,,,,,2026.84
1984-01-10,,,,,,,2026.94
1984-01-11,,,,,,,2027.03
1984-01-12,,,,,,,2027.13
1984-01-13,,,,,,,2027.22
1984-01-14,,,,,,,2027.31
1984-01-15,,,,,,,2027.41
1984-01-16,,,,,,,2027.50
1984-01-17,,,,,,,2027.59
1984-01-18,,,,,,,2027.69
1984-01-19,,,,,,,2027.78
1984-01-20,,,,,,,2027.88
1984-01-21,,,,,,,2027.97
1984-01-22,,,,,,,2028.06
1984-01-23,,,,,,,2028.16
1984-01-24,,,,,,,2028.25
1984-01-25,,,,,,,2028.34
1984-01-26,,,,,,,2028.44
1984-01-27,,,,,,,2028.53
1984-01-28,,,,,,,2028.63
1984-01-29,,,,,,,2028.72
1984-01-30,,,,,,,2028.81
1984-01-31,,,,,,,2028.91
1984-02-01,,,,,,,2029.00
1984-02-02,,,,,,,2040.00
1984-02-03,,,,,,,2052.00
1984-02-04,,,,,,,2052.00
1984-02-05,,,,,,,2052.00
1984-02-06,,,,,,,2110.00
1984-02-07,,,,,,,2134.00
1984-02-08,,,,,,,2146.00
1984-02-09,,,,,,,2158.00
1984-02-10,,,,,,,2193.00
1984-02-11,,,,,,,2193.00
1984-02-12,,,,,,,2193.00
1984-02-13,,,,,,,2193.00
1984-02-14,,,,,,,2193.00
