date,id,fb,qd,af
2000-01-02,108.33,3133.34,112.00,13542.32
2000-01-03,102.06,3133.35,112.00,13549.48
2000-01-04,91.51,3133.33,112.00,13536.34
2000-01-05,102.53,3133.34,113.00,13542.32
2000-01-06,84.52,3133.29,116.00,13507.67
2000-01-07,134.04,3133.38,116.00,13570.98
2000-01-08,108.10,3133.38,123.00,13570.98
2000-01-09,110.28,3133.37,129.00,13563.82
2000-01-10,106.32,3133.35,128.00,13549.48
2000-01-11,95.70,3133.33,116.00,13536.34
2000-01-12,96.32,3133.32,114.00,13529.18
2000-01-13,80.91,3133.28,109.00,13500.51
2000-01-14,106.52,3133.34,98.00,13542.32
2000-01-15,138.99,3133.39,137.00,13576.96
2000-01-16,180.33,3133.46,175.00,13625.93
2000-01-17,238.25,3133.54,236.00,13682.07
2000-01-18,193.35,3133.49,237.00,13647.43
2000-01-19,171.18,3133.45,209.00,13618.76
2000-01-20,192.40,3133.47,208.00,13633.10
2000-01-21,179.89,3133.46,206.00,13625.93
2000-01-22,187.55,3133.48,203.00,13640.26
2000-01-23,175.11,3133.47,201.00,13633.10
2000-01-24,171.84,3133.43,189.00,13605.62
2000-01-25,218.60,3133.47,202.00,13633.10
2000-01-26,232.20,3133.48,227.00,13640.26
2000-01-27,207.79,3133.45,217.00,13618.76
2000-01-28,168.63,3133.41,179.00,13591.29
2000-01-29,149.51,3133.38,156.00,13570.98
2000-01-30,148.30,3133.39,142.00,13576.96
2000-01-31,177.59,3133.42,163.00,13598.46
2000-02-01,160.00,3133.37,174.00,13563.82
2000-02-02,182.21,3133.43,158.00,13605.62
2000-02-03,198.99,3133.45,190.00,13618.76
2000-02-04,200.56,3133.45,198.00,13618.76
2000-02-05,254.46,3133.54,221.00,13682.07
2000-02-06,277.36,3133.56,265.00,13695.21
2000-02-07,324.39,3133.61,294.00,13729.85
2000-02-08,357.12,3133.66,323.00,13764.49
2000-02-09,342.08,3133.63,335.00,13744.18
2000-02-10,339.29,3133.61,329.00,13729.85
2000-02-11,319.16,3133.62,300.00,13737.02
2000-02-12,316.73,3133.64,298.00,13751.35
2000-02-13,326.07,3133.64,316.00,13751.35
2000-02-14,399.41,3133.74,360.00,13820.63
2000-02-15,538.40,3133.85,505.00,13897.08
2000-02-16,430.36,3133.72,480.00,13806.30
2000-02-17,346.47,3133.63,375.00,13744.18
2000-02-18,283.38,3133.57,292.00,13702.38
2000-02-19,258.41,3133.54,255.00,13682.07
2000-02-20,250.39,3133.53,240.00,13674.90
2000-02-21,278.18,3133.57,250.00,13702.38
2000-02-22,311.99,3133.60,289.00,13723.88
2000-02-23,461.07,3133.75,408.00,13827.80
2000-02-24,403.15,3133.69,425.00,13785.99
2000-02-25,326.10,3133.62,345.00,13737.02
2000-02-26,328.11,3133.64,311.00,13751.35
2000-02-27,491.51,3133.81,433.00,13869.61
2000-02-28,503.83,3133.79,517.00,13855.27
2000-02-29,454.38,3133.76,469.00,13833.77
2000-03-01,401.51,3133.70,423.00,13793.16
2000-03-02,364.32,3133.66,376.00,13764.49
2000-03-03,335.36,3133.63,339.00,13744.18
2000-03-04,358.96,3133.67,338.00,13771.66
2000-03-05,403.26,3133.72,385.00,13806.30
2000-03-06,405.48,3133.72,406.00,13806.30
2000-03-07,426.42,3133.74,420.00,13820.63
2000-03-08,401.64,3133.72,410.00,13806.30
2000-03-09,374.07,3133.68,387.00,13778.82
2000-03-10,336.93,3133.63,349.00,13744.18
2000-03-11,334.33,3133.63,326.00,13744.18
2000-03-12,313.11,3133.61,310.00,13729.85
2000-03-13,298.84,3133.60,289.00,13723.88
2000-03-14,288.26,3133.58,282.00,13709.54
2000-03-15,301.37,3133.62,274.00,13737.02
2000-03-16,277.39,3133.58,278.00,13709.54
2000-03-17,318.67,3133.63,289.00,13744.18
2000-03-18,378.70,3133.69,352.00,13785.99
2000-03-19,485.09,3133.79,453.00,13855.27
2000-03-20,436.40,3133.74,457.00,13820.63
2000-03-21,391.09,3133.70,405.00,13793.16
2000-03-22,386.16,3133.71,382.00,13799.13
2000-03-23,389.29,3133.71,389.00,13799.13
2000-03-24,398.19,3133.71,398.00,13799.13
2000-03-25,376.74,3133.69,382.00,13785.99
2000-03-26,371.32,3133.69,368.00,13785.99
2000-03-27,399.02,3133.72,388.00,13806.30
2000-03-28,431.29,3133.76,419.00,13833.77
2000-03-29,450.11,3133.75,456.00,13827.80
2000-03-30,428.08,3133.74,433.00,13820.63
2000-03-31,408.19,3133.72,416.00,13806.30
2000-04-01,407.73,3133.72,408.00,13806.30
2000-04-02,429.10,3133.74,423.00,13820.63
2000-04-03,454.81,3133.77,447.00,13840.94
2000-04-04,479.07,3133.77,483.00,13840.94
2000-04-05,515.22,3133.83,499.00,13882.75
2000-04-06,516.49,3133.83,522.00,13882.75
2000-04-07,490.75,3133.81,502.00,13869.61
2000-04-08,486.15,3133.81,491.00,13869.61
2000-04-09,465.59,3133.78,480.00,13848.11
2000-04-10,478.72,3133.79,479.00,13855.27
2000-04-11,490.06,3133.79,495.00,13855.27
2000-04-12,495.69,3133.80,497.00,13862.44
2000-04-13,532.75,3133.86,518.00,13904.25
2000-04-14,619.99,3133.91,613.00,13938.89
2000-04-15,621.62,3133.92,629.00,13944.86
2000-04-16,630.46,3133.92,642.00,13944.86
2000-04-17,659.71,3133.92,671.00,13944.86
2000-04-18,651.43,3133.93,659.00,13952.03
2000-04-19,622.67,3133.92,637.00,13944.86
2000-04-20,607.28,3133.95,607.00,13966.36
2000-04-21,578.47,3133.95,589.00,13966.36
2000-04-22,592.13,3133.91,616.00,13938.89
2000-04-23,583.14,3133.89,601.00,13924.55
2000-04-24,540.75,3133.83,571.00,13882.75
2000-04-25,522.92,3133.81,536.00,13869.61
2000-04-26,497.59,3133.78,514.00,13848.11
2000-04-27,457.48,3133.70,489.00,13793.16
2000-04-28,470.71,3133.71,471.00,13799.13
2000-04-29,452.62,3133.72,451.00,13806.30
2000-04-30,394.03,3133.67,412.00,13771.66
2000-05-01,405.30,3133.66,402.00,13764.49
2000-05-02,416.59,3133.65,410.00,13757.32
2000-05-03,382.67,3133.61,385.00,13729.85
2000-05-04,396.69,3133.64,373.00,13751.35
2000-05-05,358.42,3133.56,374.00,13695.21
2000-05-06,342.28,3133.56,324.00,13695.21
2000-05-07,320.84,3133.56,300.00,13695.21
2000-05-08,315.59,3133.57,291.00,13702.38
2000-05-09,299.16,3133.50,304.00,13653.40
2000-05-10,313.36,3133.54,276.00,13682.07
2000-05-11,266.12,3133.49,260.00,13647.43
2000-05-12,277.40,3133.53,241.00,13674.90
2000-05-13,257.62,3133.51,242.00,13660.57
2000-05-14,260.09,3133.49,244.00,13647.43
2000-05-15,229.45,3133.43,228.00,13605.62
2000-05-16,219.19,3133.41,204.00,13591.29
2000-05-17,172.42,3133.37,165.00,13563.82
2000-05-18,172.53,3133.37,152.00,13563.82
2000-05-19,202.58,3133.42,164.00,13598.46
2000-05-20,202.85,3133.43,178.00,13605.62
2000-05-21,241.48,3133.47,205.00,13633.10
2000-05-22,278.70,3133.51,242.00,13660.57
2000-05-23,291.11,3133.50,272.00,13653.40
2000-05-24,242.51,3133.46,233.00,13625.93
2000-05-25,227.29,3133.45,208.00,13618.76
2000-05-26,170.88,3133.38,174.00,13570.98
2000-05-27,163.42,3133.37,147.00,13563.82
2000-05-28,205.38,3133.38,180.00,13570.98
2000-05-29,215.37,3133.40,187.00,13584.12
2000-05-30,213.54,3133.43,181.00,13605.62
2000-05-31,201.16,3133.43,180.00,13605.62
2000-06-01,177.98,3133.40,168.00,13584.12
2000-06-02,115.60,3133.35,139.00,13549.48
2000-06-03,102.45,3133.34,114.00,13542.32
2000-06-04,101.58,3133.34,109.00,13542.32
2000-06-05,114.61,3133.34,123.00,13542.32
2000-06-06,106.76,3133.32,122.00,13529.18
2000-06-07,115.54,3133.32,124.00,13529.18
2000-06-08,160.01,3133.40,142.00,13584.12
2000-06-09,239.37,3133.50,220.00,13653.40
2000-06-10,230.49,3133.46,263.00,13625.93
2000-06-11,221.88,3133.47,235.00,13633.10
2000-06-12,220.56,3133.48,233.00,13640.26
2000-06-13,303.71,3133.58,290.00,13709.54
2000-06-14,235.38,3133.47,295.00,13633.10
2000-06-15,198.42,3133.43,228.00,13605.62
2000-06-16,213.44,3133.45,222.00,13618.76
2000-06-17,155.08,3133.40,185.00,13584.12
2000-06-18,112.89,3133.32,151.00,13529.18
2000-06-19,78.00,3133.26,110.00,13487.37
2000-06-20,73.14,3133.25,90.00,13480.20
2000-06-21,58.77,3133.21,86.00,13452.73
2000-06-22,42.78,3133.12,87.00,13390.61
2000-06-23,61.95,3133.06,97.00,13348.81
2000-06-24,74.09,3133.05,91.00,13341.64
2000-06-25,20.86,3132.91,82.00,13245.26
2000-06-26,11.28,3132.75,78.00,13136.92
2000-06-27,27.31,3132.59,96.00,13028.58
2000-06-28,12.80,3132.35,109.00,12866.65
2000-06-29,49.51,3132.22,109.00,12778.11
2000-06-30,32.48,3132.01,108.00,12635.99
2000-07-01,48.64,3131.83,108.00,12517.57
2000-07-02,9.58,3131.53,108.00,12321.73
2000-07-03,12.42,3131.24,108.00,12131.51
2000-07-04,26.04,3130.99,108.00,11968.31
2000-07-05,19.23,3130.72,108.00,11791.60
2000-07-06,55.55,3130.56,108.00,11686.92
2000-07-07,18.50,3130.29,108.00,11509.09
2000-07-08,35.55,3130.07,108.00,11365.02
2000-07-09,17.74,3129.79,107.00,11187.60
2000-07-10,12.18,3129.49,106.00,11000.31
2000-07-11,18.15,3129.21,106.00,10824.86
2000-07-12,30.64,3128.97,106.00,10674.16
2000-07-13,11.58,3128.67,106.00,10485.79
2000-07-14,28.46,3128.60,52.00,10442.74
2000-07-15,0.02,3128.53,24.00,10398.61
2000-07-16,-9.68,3128.43,24.00,10336.17
2000-07-17,-2.35,3128.15,86.00,10160.72
2000-07-18,10.32,3127.86,100.00,9982.29
2000-07-19,24.16,3127.58,109.00,9813.83
2000-07-20,14.03,3127.27,108.00,9626.77
2000-07-21,11.41,3126.95,108.00,9434.55
2000-07-22,41.58,3126.73,108.00,9302.26
2000-07-23,-5.28,3126.36,107.00,9079.03
2000-07-24,12.30,3126.05,106.00,8891.97
2000-07-25,-1.68,3125.68,106.00,8677.75
2000-07-26,12.63,3125.33,114.00,8475.68
2000-07-27,-1.78,3124.89,125.00,8221.10
2000-07-28,1.54,3124.46,124.00,7973.46
2000-07-29,-2.12,3124.02,124.00,7718.89
2000-07-30,14.95,3123.63,122.00,7501.59
2000-07-31,14.68,3123.24,122.00,7283.76
2000-08-01,3.42,3122.81,120.00,7046.62
2000-08-02,-0.52,3122.36,120.00,6802.59
2000-08-03,22.31,3122.00,118.00,6607.00
2000-08-04,40.85,3121.70,118.00,6448.48
2000-08-05,28.71,3121.36,117.00,6268.22
2000-08-06,23.05,3121.00,117.00,6078.00
2000-08-07,33.11,3120.67,116.00,5908.39
2000-08-08,20.94,3120.30,115.00,5717.59
2000-08-09,31.43,3119.97,115.00,5547.59
2000-08-10,25.34,3119.61,114.00,5367.79
2000-08-11,26.98,3119.26,113.00,5193.14
2000-08-12,28.51,3118.92,111.00,5024.37
2000-08-13,16.27,3118.52,111.00,4832.04
2000-08-14,2.89,3118.07,110.00,4615.88
2000-08-15,7.73,3117.63,109.00,4411.25
2000-08-16,3.03,3117.17,108.00,4199.15
2000-08-17,12.47,3116.75,106.00,4009.25
2000-08-18,6.03,3116.30,105.00,3809.75
2000-08-19,20.43,3116.01,84.00,3681.55
2000-08-20,24.36,3115.79,71.00,3587.43
2000-08-21,20.14,3115.55,71.00,3485.48
2000-08-22,11.28,3115.24,77.00,3352.95
2000-08-23,30.65,3114.91,99.00,3214.67
2000-08-24,20.93,3114.49,104.00,3046.73
2000-08-25,14.63,3114.05,102.00,2869.88
2000-08-26,6.94,3113.54,101.00,2679.40
2000-08-27,5.84,3113.03,99.00,2490.42
2000-08-28,16.16,3112.55,98.00,2325.25
2000-08-29,11.18,3112.05,96.00,2153.95
2000-08-30,10.53,3111.49,98.00,1977.30
2000-08-31,23.49,3110.99,100.00,1821.59
2000-09-01,15.43,3110.40,98.00,1654.80
2000-09-02,18.68,3109.83,96.00,1498.31
2000-09-03,22.23,3109.26,94.00,1352.40
2000-09-04,37.99,3108.81,92.00,1242.43
2000-09-05,68.43,3108.75,75.00,1228.70
2000-09-06,86.55,3108.98,60.00,1281.29
2000-09-07,98.32,3109.24,65.00,1347.60
2000-09-08,110.25,3109.55,70.00,1426.67
2000-09-09,85.15,3109.52,88.00,1419.24
2000-09-10,79.86,3109.45,88.00,1401.33
2000-09-11,75.82,3109.47,73.00,1406.14
2000-09-12,60.58,3109.50,57.00,1414.00
2000-09-13,49.47,3109.50,50.00,1414.00
2000-09-14,42.57,3109.45,50.00,1401.33
2000-09-15,46.71,3109.44,49.00,1398.71
2000-09-16,35.43,3109.35,48.00,1375.56
2000-09-17,42.94,3109.32,47.00,1368.13
2000-09-18,39.86,3109.27,47.00,1355.02
2000-09-19,46.32,3109.27,47.00,1355.02
2000-09-20,55.44,3109.34,47.00,1372.94
2000-09-21,56.73,3109.42,47.00,1393.47
2000-09-22,37.33,3109.35,47.00,1375.56
2000-09-23,37.12,3109.28,47.00,1357.65
2000-09-24,38.42,3109.22,47.00,1342.35
2000-09-25,39.74,3109.17,47.00,1329.69
2000-09-26,39.02,3109.12,46.00,1316.58
2000-09-27,58.31,3109.21,47.00,1339.73
2000-09-28,43.18,3109.18,47.00,1331.87
2000-09-29,43.40,3109.15,47.00,1324.44
2000-09-30,,3109.11,47.00,1314.40
2000-10-01,44.51,3109.09,47.00,1309.15
2000-10-02,57.60,3109.27,33.00,1355.02
2000-10-03,51.81,3109.56,13.00,1429.29
2000-10-04,39.89,3109.80,8.10,1490.89
2000-10-05,40.06,3110.04,8.00,1553.09
2000-10-06,40.32,3110.27,7.00,1618.16
2000-10-07,40.69,3110.50,7.30,1683.24
2000-10-08,40.31,3110.72,8.20,1745.43
2000-10-09,38.61,3110.93,8.20,1804.24
2000-10-10,49.20,3111.19,8.30,1883.82
2000-10-11,62.70,3111.53,8.30,1990.11
2000-10-12,69.20,3111.91,8.60,2108.69
2000-10-13,67.37,3112.25,9.10,2222.35
2000-10-14,72.67,3112.61,9.50,2345.71
2000-10-15,72.82,3112.97,9.60,2469.06
2000-10-16,62.47,3113.25,9.70,2571.59
2000-10-17,67.17,3113.55,9.80,2683.21
2000-10-18,57.69,3113.79,12.00,2771.99
2000-10-19,68.76,3114.01,24.00,2854.11
2000-10-20,65.55,3114.21,22.00,2934.31
2000-10-21,67.55,3114.42,22.00,3018.63
2000-10-22,75.64,3114.67,22.00,3118.70
2000-10-23,74.09,3114.91,23.00,3214.67
2000-10-24,74.14,3115.14,23.00,3310.71
2000-10-25,75.63,3115.38,23.00,3412.66
2000-10-26,85.73,3115.50,60.00,3463.64
2000-10-27,105.75,3115.87,25.00,3621.66
2000-10-28,114.15,3116.27,25.00,3796.85
2000-10-29,101.55,3116.61,25.00,3947.05
2000-10-30,97.85,3116.93,26.00,4088.90
2000-10-31,77.21,3117.15,26.00,4189.65
2000-11-01,79.89,3117.38,26.00,4295.70
2000-11-02,84.98,3117.63,26.00,4411.25
2000-11-03,73.82,3117.83,26.00,4503.85
2000-11-04,88.53,3118.09,26.00,4625.74
2000-11-05,83.08,3118.32,26.00,4736.70
2000-11-06,85.15,3118.56,26.00,4851.77
2000-11-07,77.69,3118.77,26.00,4952.04
2000-11-08,93.64,3119.04,27.00,5082.69
2000-11-09,103.41,3119.34,27.00,5232.52
2000-11-10,108.59,3119.66,27.00,5392.62
2000-11-11,73.30,3119.84,27.00,5482.52
2000-11-12,82.10,3120.05,28.00,5588.62
2000-11-13,90.95,3120.29,28.00,5712.29
2000-11-14,101.21,3120.57,28.00,5856.28
2000-11-15,86.06,3120.79,28.00,5970.23
2000-11-16,67.36,3120.94,28.00,6047.08
2000-11-17,58.25,3121.05,28.00,6105.17
2000-11-18,71.81,3121.21,28.00,6189.42
2000-11-19,66.81,3121.35,28.00,6263.69
2000-11-20,103.80,3121.63,28.00,6411.34
2000-11-21,71.83,3121.79,28.00,6495.58
2000-11-22,85.54,3122.00,28.00,6607.00
2000-11-23,53.78,3122.09,28.00,6655.43
2000-11-24,106.38,3122.37,28.00,6808.18
2000-11-25,84.24,3122.57,29.00,6916.22
2000-11-26,98.68,3122.82,29.00,7052.20
2000-11-27,93.41,3123.05,29.00,7177.71
2000-11-28,78.30,3123.22,29.00,7273.25
2000-11-29,83.13,3123.41,29.00,7378.34
2000-11-30,92.95,3123.63,29.00,7501.59
2000-12-01,87.19,3123.83,30.00,7612.42
2000-12-02,94.29,3124.05,30.00,7736.72
2000-12-03,81.15,3124.22,30.00,7834.78
2000-12-04,84.16,3124.40,30.00,7938.79
2000-12-05,78.26,3124.56,30.00,8030.92
2000-12-06,73.33,3124.70,31.00,8112.14
2000-12-07,78.95,3124.86,31.00,8204.26
2000-12-08,78.95,3125.02,31.00,8296.39
2000-12-09,102.43,3125.26,31.00,8435.07
2000-12-10,87.94,3125.45,31.00,8545.02
2000-12-11,43.99,3125.49,31.00,8567.80
2000-12-12,64.47,3125.60,31.00,8631.20
2000-12-13,84.95,3125.78,31.00,8735.21
2000-12-14,73.51,3125.92,31.00,8816.43
2000-12-15,98.22,3126.14,31.00,8946.75
2000-12-16,65.97,3126.25,31.00,9012.89
2000-12-17,92.95,3126.45,31.00,9132.77
2000-12-18,50.81,3126.51,31.00,9168.94
2000-12-19,75.58,3126.65,31.00,9253.69
2000-12-20,81.73,3126.81,32.00,9349.80
2000-12-21,87.69,3126.99,32.00,9458.32
2000-12-22,93.62,3127.19,32.00,9578.20
2000-12-23,91.20,3127.38,32.00,9692.92
2000-12-24,100.02,3127.60,32.00,9825.20
2000-12-25,76.05,3127.74,32.00,9909.95
2000-12-26,96.98,3127.95,32.00,10036.03
2000-12-27,74.01,3128.08,33.00,10116.59
2000-12-28,64.96,3128.18,33.00,10179.02
2000-12-29,80.95,3128.33,33.00,10272.67
2000-12-30,91.11,3128.51,34.00,10385.69
2000-12-31,78.58,3128.65,34.00,10473.95
2001-01-01,87.88,3128.82,34.00,10580.52
2001-01-02,74.80,3128.95,34.00,10661.25
2001-01-03,47.11,3128.99,34.00,10687.08
2001-01-04,78.11,3129.13,34.00,10774.27
2001-01-05,56.40,3129.20,34.00,10818.40
2001-01-06,84.62,3129.36,34.00,10918.50
2001-01-07,40.64,3129.38,34.00,10931.42
2001-01-08,62.36,3129.47,34.00,10987.39
2001-01-09,81.94,3129.62,34.00,11082.12
2001-01-10,74.88,3129.75,34.00,11162.85
2001-01-11,88.24,3129.92,35.00,11269.41
2001-01-12,85.76,3130.08,35.00,11371.77
2001-01-13,70.47,3130.19,35.00,11443.81
2001-01-14,73.88,3130.31,35.00,11522.60
2001-01-15,67.07,3130.41,35.00,11587.88
2001-01-16,50.61,3130.46,35.00,11620.52
2001-01-17,50.61,3130.51,35.00,11653.16
2001-01-18,73.88,3130.63,35.00,11731.95
2001-01-19,97.14,3130.82,35.00,11856.88
2001-01-20,56.65,3130.89,34.00,11901.90
2001-01-21,87.32,3131.05,34.00,12007.70
2001-01-22,67.07,3131.15,35.00,12072.98
2001-01-23,93.14,3131.33,35.00,12190.04
2001-01-24,54.01,3131.39,35.00,12229.43
2001-01-25,77.25,3131.52,35.00,12314.97
2001-01-26,63.66,3131.61,35.00,12373.50
2001-01-27,44.37,3131.64,35.00,12393.76
2001-01-28,86.93,3131.80,35.00,12498.44
2001-01-29,64.16,3131.89,35.00,12556.97
2001-01-30,67.91,3131.99,35.00,12622.25
2001-01-31,89.50,3132.15,35.00,12730.35
2001-02-01,55.55,3132.21,35.00,12771.12
2001-02-02,76.11,3132.33,35.00,12852.67
2001-02-03,72.27,3132.44,34.00,12927.23
2001-02-04,79.48,3132.57,34.00,13015.76
2001-02-05,82.57,3132.71,35.00,13110.12
2001-02-06,99.60,3132.90,35.00,13238.27
2001-02-07,25.01,3132.87,35.00,13218.46
2001-02-08,76.11,3132.99,35.00,13300.01
2001-02-09,66.22,3133.08,35.00,13361.95
2001-02-10,68.94,3133.16,41.00,13418.09
2001-02-11,78.85,3133.21,64.00,13452.73
2001-02-12,71.86,3133.21,76.00,13452.73
2001-02-13,64.77,3133.19,76.00,13438.39
2001-02-14,64.30,3133.18,71.00,13431.23
2001-02-15,76.49,3133.21,68.00,13452.73
2001-02-16,67.57,3133.20,75.00,13445.56
2001-02-17,87.69,3133.24,78.00,13473.03
2001-02-18,57.42,3133.19,79.00,13438.39
2001-02-19,84.18,3133.21,81.00,13452.73
2001-02-20,88.48,3133.23,87.00,13465.87
2001-02-21,93.44,3133.24,96.00,13473.03
2001-02-22,144.38,3133.32,123.00,13529.18
2001-02-23,174.10,3133.37,165.00,13563.82
2001-02-24,152.14,3133.35,168.00,13549.48
2001-02-25,161.70,3133.36,167.00,13556.65
2001-02-26,173.46,3133.40,169.00,13584.12
2001-02-27,135.43,3133.36,158.00,13556.65
2001-02-28,131.96,3133.34,147.00,13542.32
2001-03-01,144.75,3133.34,146.00,13542.32
2001-03-02,150.32,3133.35,146.00,13549.48
2001-03-03,144.73,3133.35,144.00,13549.48
2001-03-04,138.00,3133.34,141.00,13542.32
2001-03-05,192.15,3133.43,160.00,13605.62
2001-03-06,233.14,3133.48,218.00,13640.26
2001-03-07,236.46,3133.49,236.00,13647.43
2001-03-08,238.36,3133.48,245.00,13640.26
2001-03-09,245.21,3133.49,245.00,13647.43
2001-03-10,212.18,3133.43,236.00,13605.62
2001-03-11,210.24,3133.42,216.00,13598.46
2001-03-12,172.72,3133.37,191.00,13563.82
2001-03-13,195.96,3133.41,183.00,13591.29
2001-03-14,147.87,3133.35,169.00,13549.48
2001-03-15,160.79,3133.35,161.00,13549.48
2001-03-16,159.81,3133.36,156.00,13556.65
2001-03-17,142.86,3133.35,146.00,13549.48
2001-03-18,144.55,3133.35,144.00,13549.48
2001-03-19,121.32,3133.29,142.00,13507.67
2001-03-20,155.92,3133.34,138.00,13542.32
2001-03-21,128.21,3133.29,145.00,13507.67
2001-03-22,139.82,3133.30,136.00,13514.84
2001-03-23,139.32,3133.33,128.00,13536.34
2001-03-24,117.44,3133.31,124.00,13522.01
2001-03-25,130.76,3133.32,126.00,13529.18
2001-03-26,95.94,3133.25,120.00,13480.20
2001-03-27,114.10,3133.27,106.00,13494.54
2001-03-28,103.89,3133.24,114.00,13473.03
2001-03-29,109.13,3133.25,105.00,13480.20
2001-03-30,80.11,3133.19,101.00,13438.39
2001-03-31,110.85,3133.24,93.00,13473.03
2001-04-01,101.76,3133.24,101.00,13473.03
2001-04-02,83.51,3133.20,97.00,13445.56
2001-04-03,107.98,3133.26,86.00,13487.37
2001-04-04,78.01,3133.25,80.00,13480.20
2001-04-05,60.20,3133.21,72.00,13452.73
2001-04-06,85.05,3133.24,73.00,13473.03
2001-04-07,67.23,3133.20,80.00,13445.56
2001-04-08,73.75,3133.20,72.00,13445.56
2001-04-09,80.85,3133.22,72.00,13459.89
2001-04-10,66.58,3133.21,68.00,13452.73
2001-04-11,72.95,3133.19,78.00,13438.39
2001-04-12,93.95,3133.24,75.00,13473.03
2001-04-13,92.42,3133.25,88.00,13480.20
2001-04-14,98.40,3133.28,88.00,13500.51
2001-04-15,76.16,3133.25,86.00,13480.20
2001-04-16,66.35,3133.21,79.00,13452.73
2001-04-17,74.64,3133.21,73.00,13452.73
2001-04-18,75.36,3133.22,73.00,13459.89
2001-04-19,47.64,3133.18,63.00,13431.23
2001-04-20,47.01,3133.13,66.00,13396.59
2001-04-21,65.54,3133.14,63.00,13403.75
2001-04-22,70.21,3133.19,53.00,13438.39
2001-04-23,33.53,3133.13,55.00,13396.59
2001-04-24,54.41,3133.14,50.00,13403.75
2001-04-25,44.34,3133.13,48.00,13396.59
2001-04-26,40.56,3133.12,43.00,13390.61
2001-04-27,11.46,3133.03,43.00,13327.31
2001-04-28,10.46,3132.93,44.00,13259.24
2001-04-29,59.28,3132.98,41.00,13293.02
2001-04-30,43.30,3132.98,42.00,13293.02
2001-05-01,34.80,3132.90,58.00,13238.27
2001-05-02,32.24,3132.75,76.00,13136.92
2001-05-03,40.38,3132.63,74.00,13055.37
2001-05-04,44.49,3132.52,74.00,12981.98
2001-05-05,30.02,3132.37,74.00,12879.46
2001-05-06,22.59,3132.16,86.00,12737.34
2001-05-07,33.91,3131.93,102.00,12582.85
2001-05-08,38.24,3131.74,92.00,12459.04
2001-05-09,21.64,3131.55,77.00,12334.11
2001-05-10,23.14,3131.36,78.00,12210.30
2001-05-11,39.45,3131.20,84.00,12105.63
2001-05-12,6.54,3130.92,90.00,11922.16
2001-05-13,52.49,3130.78,90.00,11829.87
2001-05-14,49.01,3130.64,91.00,11738.70
2001-05-15,76.56,3130.62,81.00,11725.19
2001-05-16,82.64,3130.64,74.00,11738.70
2001-05-17,52.59,3130.57,74.00,11692.55
2001-05-18,36.14,3130.45,74.00,11613.77
2001-05-19,19.96,3130.27,77.00,11496.71
2001-05-20,19.64,3130.07,84.00,11365.02
2001-05-21,21.65,3129.87,83.00,11238.19
2001-05-22,33.74,3129.71,82.00,11138.09
2001-05-23,13.47,3129.49,81.00,11000.31
2001-05-24,9.23,3129.26,80.00,10856.07
2001-05-25,51.69,3129.17,78.00,10799.03
2001-05-26,89.57,3129.20,78.00,10818.40
2001-05-27,59.66,3129.14,77.00,10780.73
2001-05-28,46.37,3129.04,76.00,10718.29
2001-05-29,-1.99,3128.79,75.00,10561.14
2001-05-30,18.39,3128.72,40.00,10518.09
2001-05-31,15.68,3128.70,22.00,10505.17
2001-06-01,-3.73,3128.62,22.00,10454.58
2001-06-02,-2.17,3128.53,26.00,10398.61
2001-06-03,6.20,3128.35,62.00,10285.58
2001-06-04,-7.96,3128.08,75.00,10116.59
2001-06-05,-2.45,3127.82,75.00,9958.52
2001-06-06,22.52,3127.64,75.00,9850.00
2001-06-07,-10.84,3127.35,75.00,9675.35
2001-06-08,24.84,3127.18,74.00,9573.03
2001-06-09,-0.14,3126.93,74.00,9422.14
2001-06-10,-0.20,3126.68,74.00,9271.26
2001-06-11,15.49,3126.48,74.00,9151.37
2001-06-12,-0.15,3126.23,74.00,9000.49
2001-06-13,24.27,3126.06,74.00,8898.17
2001-06-14,14.22,3125.85,74.00,8775.82
2001-06-15,5.95,3125.61,74.00,8637.14
2001-06-16,0.89,3125.33,80.00,8475.68
2001-06-17,-0.04,3125.03,85.00,8302.33
2001-06-18,2.98,3124.74,85.00,8134.92
2001-06-19,-0.02,3124.44,85.00,7961.58
2001-06-20,2.98,3124.15,85.00,7794.17
2001-06-21,-4.32,3123.81,90.00,7601.91
2001-06-22,8.45,3123.49,96.00,7423.25
2001-06-23,3.26,3123.15,96.00,7234.08
2001-06-24,-4.15,3122.78,96.00,7030.78
2001-06-25,8.57,3122.45,96.00,6851.02
2001-06-26,6.11,3122.13,90.00,6677.79
2001-06-27,31.95,3121.95,77.00,6580.73
2001-06-28,9.33,3121.83,40.00,6517.32
2001-06-29,6.74,3121.70,40.00,6448.48
2001-06-30,14.90,3121.57,48.00,6379.64
2001-07-01,-1.33,3121.27,75.00,6221.12
2001-07-02,7.41,3120.96,86.00,6057.68
2001-07-03,12.40,3120.61,99.00,5877.48
2001-07-04,9.76,3120.25,99.00,5691.97
2001-07-05,15.34,3119.91,99.00,5517.62
2001-07-06,4.35,3119.52,99.00,5322.42
2001-07-07,10.93,3119.16,98.00,5142.62
2001-07-08,7.98,3118.78,98.00,4956.97
2001-07-09,4.46,3118.35,104.00,4750.67
2001-07-10,14.84,3117.91,111.00,4541.05
2001-07-11,24.22,3117.53,100.00,4365.35
2001-07-12,23.15,3117.15,98.00,4189.65
