date,gain,id,qu,fb,qd,qt,qsd,af
2017-01-28,,263.17,802.63,2952.14,249.00,249.08,5.63,52083.79
2017-01-29,,255.17,759.34,2952.15,248.00,248.49,5.49,52098.01
2017-01-30,,263.34,897.59,2952.17,249.00,249.07,6.33,52126.46
2017-01-31,,155.95,870.35,2952.04,249.00,248.81,6.44,51941.89
2017-02-01,,276.69,1101.00,2952.08,248.00,248.43,5.33,51998.79
2017-02-02,,262.34,925.32,2952.10,248.00,248.37,5.99,52027.24
2017-02-03,,277.51,989.39,2952.14,249.00,248.74,6.43,52083.79
2017-02-04,,170.29,1309.20,2952.03,249.00,248.73,6.04,51927.67
2017-02-05,,298.20,1504.17,2952.10,248.00,248.24,5.28,52027.24
2017-02-06,,313.37,1548.58,2952.19,249.00,249.01,6.17,52154.91
2017-02-07,,377.08,1765.56,2952.37,248.00,248.16,6.23,52410.94
2017-02-08,,434.10,1899.21,2952.63,248.00,248.26,5.78,52780.06
2017-02-09,,910.83,3382.76,2953.55,248.00,248.28,5.27,54094.77
2017-02-10,,4041.05,8857.86,2958.68,249.00,249.29,5.93,61616.18
2017-02-11,,4378.59,6921.11,2964.03,250.00,249.68,6.76,69805.12
2017-02-12,,2858.30,4653.64,2967.30,248.00,248.28,5.52,74982.58
2017-02-13,,2721.37,3742.31,2969.93,576.00,578.53,9.29,79237.86
2017-02-14,,2888.99,3090.66,2972.50,751.00,750.64,10.75,83478.50
2017-02-15,,3190.69,2793.91,2974.98,1090.00,1089.03,6.86,87645.16
2017-02-16,,3703.58,2975.06,2977.44,1580.00,1580.07,8.70,91857.22
2017-02-17,,3015.33,3229.09,2978.51,2080.00,2087.10,11.13,93712.41
2017-02-18,,2486.88,3786.62,2978.78,2250.00,2252.92,8.72,94182.25
2017-02-19,,2780.27,4672.91,2979.37,2260.00,2256.99,8.19,95214.19
2017-02-20,,3501.98,4349.99,2980.41,2580.00,2587.26,9.73,97042.91
2017-02-21,,4231.81,6486.95,2981.42,3330.00,3329.93,15.31,98831.63
2017-02-22,,4631.02,6017.98,2981.70,4380.00,4385.44,25.39,99329.52
2017-02-23,,5429.23,4847.42,2981.90,5250.00,5258.15,23.67,99685.02
2017-02-24,,5877.95,4003.96,2981.92,5860.00,5856.04,20.84,99720.63
2017-02-25,,5723.31,3318.93,2981.60,6010.00,6010.63,24.40,99151.98
2017-02-26,,5642.33,3026.71,2981.19,6010.00,6008.04,26.70,98422.72
2017-02-27,,6032.79,2895.36,2980.79,6390.00,6389.07,22.43,97714.21
2017-02-28,,6244.82,2549.27,2980.38,6610.00,6613.09,20.34,96989.88
2017-03-01,,6525.21,2353.23,2979.97,6890.00,6946.61,65.79,96266.33
2017-03-02,,6978.11,2265.66,2979.64,7270.00,7273.78,30.58,95687.38
2017-03-03,,6874.95,2165.52,2979.08,7370.00,7375.95,25.99,94705.46
2017-03-04,,6922.03,2409.23,2978.57,7370.00,7370.28,30.89,93816.92
2017-03-05,,6888.68,2414.71,2978.01,7380.00,7383.97,35.34,92842.41
2017-03-06,,6805.50,2274.05,2977.19,7520.00,7467.40,31.52,91425.22
2017-03-07,,6754.98,2357.63,2975.82,7940.00,7534.98,37.48,89074.76
2017-03-08,,6709.04,2284.98,2974.17,8120.00,7539.67,30.39,86276.17
2017-03-09,,6894.72,3201.19,2972.53,8280.00,7523.28,27.32,83528.50
2017-03-10,,7665.02,6518.54,2971.70,8360.00,7516.44,31.63,82150.02
2017-03-11,,8045.06,7923.56,2971.31,8370.00,7528.16,30.81,81505.52
2017-03-12,,7757.62,6821.38,2970.56,8380.00,7529.43,33.55,80271.05
2017-03-13,,8106.92,6705.33,2970.23,8380.00,7539.20,30.72,79729.40
2017-03-14,,9032.09,6918.62,2971.03,8370.00,7530.08,32.67,81042.64
2017-03-15,,9389.82,8688.53,2972.24,8380.00,7532.66,28.09,83045.59
2017-03-16,,10595.35,13266.42,2974.87,8370.00,7523.22,29.29,87459.50
2017-03-17,,10997.90,15106.86,2977.90,8380.00,7523.17,33.61,92652.03
2017-03-18,,10646.12,14197.47,2980.48,8370.00,7501.03,28.57,97166.65
2017-03-19,,10878.47,16126.85,2983.27,8370.00,7492.20,27.91,102142.12
2017-03-20,,11698.74,18299.80,2986.88,8380.00,7494.68,33.93,108724.74
2017-03-21,,10853.82,16122.37,2989.44,8450.00,7440.88,32.07,113492.65
2017-03-22,,11323.23,17644.98,2992.33,8560.00,7350.47,31.23,118973.43
2017-03-23,,10838.62,15654.93,2994.53,8700.00,7367.75,32.34,123215.32
2017-03-24,,10483.47,14279.85,2996.20,8840.00,7347.13,30.57,126475.10
2017-03-25,,10291.72,12693.57,2997.62,8880.00,7322.40,29.03,129275.21
2017-03-26,,10012.25,11171.84,2998.75,8880.00,7301.93,31.04,131521.00
2017-03-27,,9818.04,10076.68,2999.68,8880.00,7267.03,33.38,133381.58
2017-03-28,,9640.37,9389.29,3000.43,8880.00,7270.54,33.76,134889.75
2017-03-29,,9459.65,9098.67,3001.01,8870.00,7263.78,32.38,136059.31
2017-03-30,,10263.95,12587.66,3002.36,8880.00,7258.28,29.87,138804.34
2017-03-31,,10222.82,12397.29,3003.66,8880.00,7227.89,33.61,141467.78
2017-04-01,,10056.23,12232.22,3004.79,8880.00,7202.52,30.26,143800.80
2017-04-02,,9991.24,12770.21,3005.85,8880.00,7197.37,36.15,146004.91
2017-04-03,,9840.27,12776.54,3006.77,8870.00,7161.18,31.22,147929.42
2017-04-04,,9594.87,11351.89,3007.35,8980.00,7122.68,32.07,149149.00
2017-04-05,,9356.34,10157.96,3007.61,9080.00,7121.75,29.40,149697.11
2017-04-06,,9356.33,10581.96,3007.87,9080.00,7108.32,28.89,150245.20
2017-04-07,,9421.05,12094.15,3008.19,9080.00,7115.40,30.49,150921.67
2017-04-08,,9390.71,12598.22,3008.49,9070.00,7097.53,29.22,151557.78
2017-04-09,,9315.12,11040.88,3008.71,9080.00,7093.18,28.86,152024.13
2017-04-10,,9476.92,9758.25,3009.09,9070.00,7087.55,30.40,152831.25
2017-04-11,,9616.40,8578.32,3009.44,9240.00,7067.90,26.32,153577.83
2017-04-12,,9522.31,8101.07,3009.47,9490.00,7105.10,30.91,153641.92
2017-04-13,,9623.84,8946.25,3009.52,9570.00,7155.19,33.06,153748.72
2017-04-14,,9666.16,8951.75,3009.60,9580.00,7171.36,27.73,153919.61
2017-04-15,,9536.92,7985.10,3009.56,9580.00,7177.21,24.56,153834.17
2017-04-16,,9124.87,7625.98,3009.23,9480.00,7168.09,27.46,153129.78
2017-04-17,,9550.51,9085.17,3009.50,9260.00,7198.36,34.37,153706.00
2017-04-18,,9681.02,10417.10,3009.91,9240.00,7184.13,32.36,154580.75
2017-04-19,,9767.37,10575.05,3010.37,9270.00,7151.97,34.33,155567.27
2017-04-20,,9724.33,10682.25,3010.79,9270.00,7151.05,30.88,156468.42
2017-04-21,,9614.68,10131.95,3010.97,9420.00,7125.72,28.89,156854.56
2017-04-22,,9606.99,10097.55,3011.05,9520.00,7712.36,571.98,157027.11
2017-04-23,,9595.40,10484.25,3011.11,9530.00,7747.98,634.72,157156.83
2017-04-24,,9715.04,11229.06,3011.28,9530.00,7136.48,27.81,157523.86
2017-04-25,,9704.15,10738.70,3011.44,9530.00,7136.09,30.62,157869.28
2017-04-26,,9747.75,10661.80,3011.64,9530.00,7114.44,31.70,158301.17
2017-04-27,,9726.21,10193.57,3011.82,9530.00,7093.31,30.19,158690.34
2017-04-28,,9563.61,9082.63,3011.86,9520.00,7100.89,27.80,158776.83
2017-04-29,,9564.60,8790.70,3011.80,9630.00,7096.79,31.80,158647.11
2017-04-30,,9480.45,8765.04,3011.58,9720.00,7095.89,25.95,158171.97
2017-05-01,,9350.99,9044.46,3011.03,9950.00,7113.61,24.28,156983.86
2017-05-02,,9604.67,9482.66,3010.48,10200.00,7149.86,30.80,155803.03
2017-05-03,,9662.23,10590.90,3009.89,10300.00,7164.98,30.86,154538.03
2017-05-04,,9743.85,11810.94,3009.28,10400.00,7189.65,33.53,153236.58
2017-05-05,,10567.69,15224.68,3009.25,10600.00,7192.16,36.80,153172.50
2017-05-06,,10764.62,21039.54,3009.31,10700.00,7194.04,33.53,153300.67
2017-05-07,,11033.59,24109.16,3009.62,10700.00,7195.39,33.30,153962.33
2017-05-08,,11133.33,20694.85,3009.93,10800.00,7171.46,32.32,154623.47
2017-05-09,,11235.04,19330.45,3010.24,10900.00,7185.52,32.82,155288.02
2017-05-10,,10986.64,18697.87,3010.32,10900.00,7178.29,30.08,155459.86
2017-05-11,,11465.17,19162.79,3010.75,11000.00,7181.03,34.01,156382.50
2017-05-12,,11444.63,20132.44,3011.16,11000.00,7165.83,30.30,157264.41
2017-05-13,,11816.75,18206.56,3011.91,11000.00,7170.77,38.72,158884.41
2017-05-14,,14692.63,14930.09,3015.26,11000.00,7105.57,37.93,166208.63
2017-05-15,,14646.68,12961.25,3018.33,11200.00,7005.58,31.92,173045.02
2017-05-16,,13011.51,11982.00,3019.66,11500.00,6947.12,30.67,176043.06
2017-05-17,,12369.11,11049.70,3020.42,11500.00,6941.69,36.89,177766.91
2017-05-18,,10670.51,9461.51,3019.87,11300.00,6922.25,30.96,176518.33
2017-05-19,,10285.45,8864.71,3018.98,11300.00,6935.23,31.60,174506.00
2017-05-20,,10280.08,8403.07,3018.08,11300.00,6969.94,38.04,172483.02
2017-05-21,,10250.91,8676.91,3017.15,11300.00,6986.17,30.96,170402.19
2017-05-22,,9319.31,10239.92,3015.38,11300.00,7020.06,36.21,166473.55
2017-05-23,,10367.01,12331.75,3014.54,11300.00,7067.25,37.99,164623.00
2017-05-24,,10635.39,14877.45,3013.94,11300.00,7080.47,34.11,163304.77
2017-05-25,,13131.80,16005.05,3015.59,11300.00,7074.55,33.07,166938.09
2017-05-26,,13328.31,13893.99,3017.40,11300.00,7018.78,29.57,170961.19
2017-05-27,,12781.15,11952.80,3018.71,11300.00,6996.17,34.77,173899.00
2017-05-28,,12483.66,11814.12,3019.75,11300.00,6964.35,27.38,176246.75
2017-05-29,,12800.68,13241.82,3021.06,11300.00,6944.95,32.83,179223.30
2017-05-30,,13565.72,14366.84,3023.02,11300.00,6909.03,35.98,183717.28
2017-05-31,,14770.49,16610.19,3026.15,11100.00,6836.61,32.17,190997.58
2017-06-01,,14972.27,17633.26,3029.06,11500.00,6768.91,36.55,197884.72
2017-06-02,,15508.66,16850.75,3031.87,12100.00,6708.07,31.34,204645.69
2017-06-03,,15390.46,15629.43,3034.38,12300.00,6621.56,37.63,210775.52
2017-06-04,,15144.18,14770.59,3036.66,12300.00,6552.14,31.05,216416.86
2017-06-05,,15675.69,17694.38,3039.33,12300.00,6497.24,30.03,223112.44
2017-06-06,,14744.57,14482.40,3041.24,12300.00,6726.11,362.71,227961.17
2017-06-07,,14094.52,15759.79,3042.63,12300.00,7398.58,1067.19,231520.55
2017-06-08,,14748.45,15690.74,3044.51,12300.00,7365.98,1069.43,236376.98
2017-06-09,,14693.19,14292.88,3046.33,12300.00,7325.92,1080.20,241123.80
2017-06-10,,13464.95,12343.69,3047.21,12300.00,7295.46,1083.27,243434.45
2017-06-11,,11788.59,10213.58,3046.90,12200.00,7298.04,1079.19,242618.44
2017-06-12,,10578.28,9348.11,3045.90,11900.00,6704.75,472.81,239996.84
2017-06-13,,10474.30,9573.86,3045.12,11500.00,6262.29,30.11,237962.39
2017-06-14,,9704.50,8273.17,3044.36,10700.00,6269.34,29.56,235987.84
2017-06-15,,9218.39,7622.20,3043.80,9950.00,6295.99,27.83,234536.72
2017-06-16,,8893.05,8015.80,3043.38,9440.00,6289.47,28.40,233451.86
2017-06-17,,8611.84,9114.00,3043.12,8950.00,6307.78,29.24,232781.14
2017-06-18,,8583.02,9328.68,3043.23,8440.00,6306.68,27.69,233064.81
2017-06-19,,8958.58,10049.09,3044.02,7930.00,6301.49,27.52,235104.97
2017-06-20,,9564.31,11008.75,3045.64,7440.00,6272.32,30.90,239318.48
2017-06-21,,9607.57,12005.39,3047.40,7280.00,6238.69,29.90,243935.14
2017-06-22,,9192.65,10964.79,3048.61,7580.00,6175.60,26.06,247133.78
2017-06-23,,9480.35,9283.73,3049.64,8100.00,6161.87,31.58,249871.67
2017-06-24,,9384.91,8286.33,3050.46,8280.00,6130.94,25.99,252063.23
2017-06-25,,9121.73,7977.77,3051.09,8270.00,6107.43,26.01,253752.61
2017-06-26,,8795.77,7951.29,3051.47,8280.00,6104.46,34.05,254775.63
2017-06-27,,8632.45,8348.61,3051.98,7940.00,6068.76,27.82,256149.09
2017-06-28,,8044.16,7717.96,3052.43,7430.00,6052.29,26.69,257367.25
2017-06-29,,7212.99,6830.83,3052.63,6940.00,6037.03,30.06,257908.72
2017-06-30,,7133.63,6121.76,3053.13,6450.00,6029.39,30.20,259264.67
2017-07-01,,6983.91,5753.74,3053.65,6270.00,6008.33,34.61,260680.69
2017-07-02,,6466.12,5575.26,3053.80,6260.00,6016.67,24.50,261089.53
2017-07-03,,6580.92,5353.78,3054.28,5920.00,5847.02,27.76,262400.44
2017-07-04,,6042.10,5383.66,3054.47,5780.00,5775.21,27.23,262920.31
2017-07-05,,5440.00,5260.01,3054.47,5440.00,5438.98,24.58,262920.31
2017-07-06,,4847.13,4882.93,3054.41,4930.00,4929.46,23.24,262755.94
2017-07-07,,4787.62,4617.21,3054.43,4760.00,4764.93,22.24,262810.72
2017-07-08,,4842.87,4268.62,3054.49,4760.00,4760.93,21.74,262975.09
2017-07-09,,4884.33,4226.39,3054.58,4760.00,4762.87,23.62,263221.69
2017-07-10,,4801.44,3746.72,3054.61,4760.00,4760.30,21.72,263303.88
2017-07-11,,4828.72,3619.23,3054.66,4760.00,4763.22,21.22,263440.19
2017-07-12,,4815.25,3368.29,3054.70,4760.00,4757.26,21.16,263549.78
2017-07-13,,4825.24,3026.37,3054.74,4770.00,4765.47,23.23,263659.34
2017-07-14,,4756.20,2857.00,3054.73,4770.00,4767.67,22.70,263631.97
2017-07-15,,4756.18,2704.73,3054.72,4770.00,4766.12,23.79,263604.56
2017-07-16,,4760.00,2690.90,3054.72,4760.00,4761.91,19.26,263604.56
2017-07-17,,4742.38,2548.75,3054.70,4770.00,4766.59,19.68,263549.78
2017-07-18,,4884.31,2534.89,3054.79,4760.00,4763.70,23.83,263796.34
2017-07-19,,4718.57,2290.50,3054.76,4760.00,4760.11,19.50,263714.16
2017-07-20,,4673.31,2024.42,3054.69,4770.00,4764.68,20.09,263522.38
2017-07-21,,4777.62,2029.40,3054.71,4750.00,4751.60,20.13,263577.16
2017-07-22,,4878.13,1923.20,3054.81,4740.00,4736.94,18.29,263851.13
2017-07-23,,4905.41,1864.78,3054.93,4740.00,4742.41,26.47,264179.22
2017-07-24,,4809.07,1812.30,3054.98,4740.00,4740.39,24.09,264316.22
2017-07-25,,4623.31,1922.99,3054.91,4720.00,4717.26,21.14,264124.44
2017-07-26,,4326.02,1902.49,3054.82,4450.00,4443.99,19.25,263878.53
2017-07-27,,3911.87,1761.60,3054.72,4050.00,4044.40,19.03,263604.56
2017-07-28,,3886.19,1744.99,3054.71,3900.00,3897.53,18.59,263577.16
2017-07-29,,3903.81,1769.68,3054.72,3890.00,3891.86,20.80,263604.56
2017-07-30,,3852.38,1516.07,3054.70,3880.00,3880.78,22.96,263549.78
2017-07-31,,3907.62,1555.18,3054.72,3880.00,3884.31,19.91,263604.56
2017-08-01,,3891.95,1418.50,3054.83,3740.00,3734.73,18.58,263905.94
2017-08-02,,3718.72,1519.55,3054.88,3650.00,3645.53,18.24,264042.25
2017-08-03,,3702.88,1241.03,3054.94,3620.00,3625.17,17.29,264206.63
2017-08-04,,3602.46,1254.05,3054.92,3630.00,3634.67,18.52,264152.00
2017-08-05,,3580.93,1260.25,3054.87,3650.00,3652.43,20.99,264015.00
2017-08-06,,3576.81,1363.52,3054.81,3660.00,3661.05,16.35,263850.00
2017-08-07,,3563.70,1292.43,3054.74,3660.00,3660.36,16.89,263659.00
2017-08-08,,3246.08,1342.34,3054.44,3660.00,3657.34,19.94,262838.00
2017-08-09,,3646.39,1255.63,3054.43,3660.00,3657.69,17.03,262811.00
2017-08-10,,4040.31,1345.03,3054.72,3640.00,3644.45,20.83,263605.00
2017-08-11,,3667.23,1151.94,3054.74,3640.00,3639.32,15.44,263659.00
2017-08-12,,3736.30,1312.77,3054.81,3640.00,3637.89,20.87,263850.00
2017-08-13,,3736.80,1112.61,3054.88,3640.00,3637.86,15.21,264042.00
2017-08-14,,3733.19,1320.24,3054.94,3650.00,3646.93,18.42,264207.00
2017-08-15,,3681.34,1266.89,3054.97,3640.00,3640.68,17.89,264289.00
2017-08-16,,3643.61,1128.32,3054.98,3630.00,3629.80,16.89,264316.00
2017-08-17,,3657.73,1137.40,3055.00,3630.00,3628.67,19.15,264371.00
2017-08-18,,3560.93,1159.58,3054.95,3630.00,3632.70,20.27,264234.00
2017-08-19,,3478.25,1027.99,3054.84,3630.00,3627.32,20.59,263933.00
2017-08-20,,3491.86,1027.99,3054.74,3630.00,3627.35,18.73,263659.00
2017-08-21,,3622.77,1071.69,3054.72,3650.00,3650.01,23.58,263605.00
2017-08-22,,3691.34,1042.45,3054.75,3650.00,3650.60,17.94,263687.00
2017-08-23,,3663.61,1239.07,3054.76,3650.00,3647.27,20.00,263714.00
2017-08-24,,3630.00,1163.11,3054.76,3630.00,3625.78,19.56,263714.00
2017-08-25,,3651.34,1178.91,3054.79,3610.00,3613.69,20.08,263796.00
2017-08-26,,3555.05,976.23,3054.75,3610.00,3606.94,21.53,263687.00
2017-08-27,,3540.93,1007.99,3054.70,3610.00,3607.57,17.71,263550.00
2017-08-28,,3562.27,681.62,3054.68,3590.00,3591.19,18.08,263495.00
2017-08-29,,3621.34,829.61,3054.71,3580.00,3578.30,18.44,263577.00
2017-08-30,,3345.56,1072.78,3054.54,3580.00,3575.69,19.87,263112.00
2017-08-31,,3518.66,900.02,3054.51,3560.00,3561.77,16.27,263030.00
2017-09-01,,3922.58,918.75,3054.78,3550.00,3546.33,1209.89,263769.00
2017-09-02,,3604.95,976.73,3054.82,3550.00,3546.12,49.49,263878.00
2017-09-03,,3326.90,918.50,3054.68,3520.00,3522.44,21.36,263495.00
2017-09-04,,3423.20,938.16,3054.61,3520.00,3516.79,16.81,263303.00
2017-09-05,,1536.35,890.01,3053.19,3490.00,3492.91,21.22,259428.00
2017-09-06,,219.72,888.75,3050.81,3460.00,3460.97,19.66,253001.00
2017-09-07,,114.18,901.69,3048.35,3420.00,3425.71,21.70,246444.00
2017-09-08,,136.53,972.44,3045.89,3400.00,3403.60,20.19,239971.00
2017-09-09,,165.26,931.09,3043.42,3400.00,3400.72,16.20,233555.00
2017-09-10,,129.47,944.20,3040.89,3400.00,3398.92,16.31,227068.00
2017-09-11,,163.84,936.72,3038.36,3390.00,3390.19,20.22,220669.00
2017-09-12,,19.14,779.93,3035.68,3390.00,3387.41,17.45,213983.00
2017-09-13,,146.36,884.96,3033.08,3370.00,3372.18,26.89,207589.00
2017-09-14,,149.55,998.06,3030.46,3350.00,3338.51,12.46,201241.00
2017-09-15,,332.31,769.92,3027.98,3320.00,3332.71,19.29,195315.00
2017-09-16,,150.72,1114.19,3025.30,3330.00,3330.75,17.32,189009.00
2017-09-17,,163.33,1019.91,3022.59,3330.00,3334.89,21.23,182728.00
2017-09-18,,159.12,1095.36,3019.87,3290.00,3280.96,17.26,176518.00
2017-09-19,,457.50,1280.30,3017.47,3180.00,3181.66,16.79,171118.00
2017-09-20,,169.87,1207.44,3014.86,3090.00,3092.41,21.34,165326.00
2017-09-21,,88.69,1222.56,3012.19,3030.00,3032.68,15.82,159492.00
2017-09-22,,408.41,1172.73,3009.84,2960.00,2958.24,13.60,154431.00
2017-09-23,,194.14,1258.43,3007.31,2900.00,2900.11,14.04,149064.00
2017-09-24,,153.47,1043.82,3004.72,2880.00,2882.33,14.41,143656.00
2017-09-25,,166.82,1054.16,3002.13,2850.00,2853.97,14.77,138334.00
2017-09-26,,403.87,1132.39,2999.74,2840.00,2840.68,22.04,133502.00
2017-09-27,,160.02,1011.55,2997.09,2820.00,2819.86,14.39,128226.00
2017-09-28,,341.77,1030.46,2994.61,2790.00,2787.49,14.28,123370.00
2017-09-29,,148.25,1000.29,2991.90,2780.00,2780.91,14.25,118150.00
2017-09-30,,147.74,1104.15,2989.14,2780.00,2783.44,13.87,112929.00
2017-10-01,,149.76,981.13,2986.33,2780.00,2782.55,14.48,107712.00
2017-10-02,,399.32,1156.08,2983.74,2780.00,2776.99,14.26,102990.00
2017-10-03,,0.78,876.52,2980.69,2750.00,2753.32,13.27,97537.00
2017-10-04,,364.37,1103.98,2978.00,2740.00,2744.70,16.98,92825.00
2017-10-05,,189.84,1033.31,2975.04,2750.00,2747.26,16.19,87747.00
2017-10-06,,397.38,1156.15,2972.38,2650.00,2651.63,12.78,83279.00
2017-10-07,,133.70,985.74,2969.42,2590.00,2587.90,12.18,78407.00
2017-10-08,,162.94,975.66,2966.43,2590.00,2588.55,10.69,73593.00
2017-10-09,,154.95,984.31,2963.45,2520.00,2519.92,9.68,68902.00
2017-10-10,,312.42,965.82,2960.71,2440.00,2444.66,9.70,64682.00
2017-10-11,,103.93,885.89,2957.91,2230.00,2228.87,10.97,60465.00
2017-10-12,,650.94,1050.75,2955.95,2110.00,2106.53,9.73,57571.00
2017-10-13,,100.80,895.37,2953.43,1940.00,1940.79,7.68,53923.00
2017-10-14,,133.82,1094.76,2951.03,1850.00,1852.85,5.78,50519.00
2017-10-15,,119.11,955.02,2948.54,1860.00,1856.29,8.18,47066.00
2017-10-16,,527.44,916.15,2947.65,1140.00,1137.48,10.72,45851.00
2017-10-17,,139.76,1001.89,2947.52,229.00,197.38,7.54,45674.00
2017-10-18,,629.38,1127.49,2947.94,342.00,2.58,2.58,46244.00
2017-10-19,,175.91,1070.30,2947.57,429.00,164.24,8.70,45742.00
2017-10-20,,506.09,1080.34,2947.94,253.00,252.67,8.52,46244.00
2017-10-21,,162.27,1119.68,2947.81,251.00,251.40,8.20,46068.00
2017-10-22,,113.87,1070.78,2947.61,251.00,251.29,7.54,45796.00
2017-10-23,,518.21,1348.57,2948.00,251.00,249.30,7.47,46326.00
2017-10-24,,87.64,1233.61,2947.76,252.00,252.16,8.34,46000.00
2017-10-25,,108.31,1038.50,2947.55,252.00,251.75,9.36,45715.00
2017-10-26,,531.82,1133.29,2947.96,251.00,251.09,6.53,46272.00
2017-10-27,,93.20,1198.83,2947.73,251.00,250.63,6.16,45959.00
2017-10-28,,101.76,1039.00,2947.51,252.00,252.22,6.23,45661.00
2017-10-29,,94.20,919.01,2947.28,252.00,251.63,6.27,45348.00
2017-10-30,,505.60,1003.71,2947.65,252.00,251.59,6.49,45851.00
2017-10-31,,58.91,1036.49,2947.37,251.00,251.34,5.59,45470.00
2017-11-01,,463.25,906.92,2947.68,251.00,250.84,4.91,45891.00
2017-11-02,,87.64,1068.25,2947.44,252.00,251.50,5.82,45565.00
2017-11-03,,505.60,1090.93,2947.81,252.00,251.84,5.95,46068.00
2017-11-04,,107.31,1196.82,2947.60,251.00,250.59,4.57,45783.00
2017-11-05,,93.20,1223.03,2947.37,251.00,250.78,5.27,45470.00
2017-11-06,,504.60,1073.30,2947.74,251.00,251.19,5.24,45973.00
2017-11-07,,388.63,1018.33,2947.94,252.00,251.59,5.48,46244.00
2017-11-08,,251.00,861.04,2947.94,251.00,251.31,5.61,46244.00
2017-11-09,,354.35,1191.78,2948.09,251.00,251.13,5.48,46449.00
2017-11-10,,382.59,1094.98,2948.28,251.00,,,46710.00
2017-11-11,,388.14,1275.48,2948.48,250.00,,,46984.00
2017-11-12,,360.41,1131.79,2948.64,250.00,,,47203.00
2017-11-13,,339.74,1087.42,2948.77,250.00,,,47381.00
2017-11-14,,388.14,1185.73,2948.97,250.00,,,47655.00
2017-11-15,,370.48,1275.46,2949.14,252.00,252.50,5.52,47890.00
2017-11-16,,432.50,1971.22,2949.40,251.00,249.66,5.39,48250.00
2017-11-17,,460.23,1804.84,2949.70,251.00,251.47,6.33,48665.00
2017-11-18,,377.04,1330.93,2949.88,251.00,250.97,6.03,48915.00
2017-11-19,,320.58,1096.49,2949.98,251.00,251.00,6.00,49053.00
2017-11-20,,377.55,1432.26,2950.16,251.00,251.19,5.61,49304.00
2017-11-21,,405.78,1544.19,2950.38,251.00,250.66,5.35,49611.00
2017-11-22,,426.95,2196.58,2950.63,251.00,250.81,5.91,49960.00
2017-11-23,,1235.64,2321.61,2952.02,251.00,251.22,5.99,51913.00
2017-11-24,,616.52,3146.93,2952.53,251.00,251.06,5.89,52638.00
2017-11-25,,202.09,2766.78,2952.46,252.00,251.81,5.82,52539.00
2017-11-26,,158.73,2265.14,2952.33,252.00,252.00,6.00,52354.00
2017-11-27,,150.67,2542.44,2952.19,251.00,250.88,5.60,52155.00
2017-11-28,,408.30,2183.47,2952.41,251.00,251.22,5.84,52467.00
2017-11-29,,388.13,2056.92,2952.60,252.00,252.09,6.56,52737.00
2017-11-30,,360.89,1811.88,2952.75,253.00,253.09,21.22,52951.00
2017-12-01,,373.50,1810.38,2952.92,252.00,251.53,6.52,53192.00
2017-12-02,,373.51,1660.15,2953.09,251.00,251.44,6.65,53435.00
2017-12-03,,352.34,1566.37,2953.23,251.00,251.06,7.27,53636.00
2017-12-04,,389.13,1456.96,2953.42,252.00,251.97,7.89,53908.00
2017-12-05,,454.68,1247.23,2953.70,252.00,251.56,6.81,54310.00
2017-12-06,,440.05,1102.03,2953.96,252.00,251.53,7.24,54683.00
2017-12-07,,447.63,1062.20,2954.23,251.00,250.69,5.73,55073.00
2017-12-08,,447.63,1064.22,2954.50,251.00,251.44,6.61,55463.00
2017-12-09,,484.93,1158.49,2954.82,252.00,252.13,7.68,55925.00
2017-12-10,,457.20,1028.92,2955.10,252.00,251.63,6.61,56332.00
2017-12-11,,434.52,1057.16,2955.35,251.00,251.16,7.35,56696.00
2017-12-12,,456.70,1026.41,2955.63,251.00,251.06,7.06,57104.00
2017-12-13,,443.08,1116.14,2955.89,252.00,251.72,7.05,57483.00
2017-12-14,,1014.31,1325.88,2956.92,251.00,250.84,6.52,58997.00
2017-12-15,,1014.80,1144.88,2957.94,252.00,251.59,7.20,60510.00
2017-12-16,,1012.29,1234.13,2958.95,251.00,250.53,6.09,62020.00
2017-12-17,,1003.22,1092.96,2959.94,251.00,250.78,6.63,63512.00
2017-12-18,,1017.33,1169.09,2960.94,251.00,251.34,7.03,65032.00
2017-12-19,,939.18,1115.13,2961.83,252.00,251.81,6.45,66395.00
2017-12-20,,951.29,1201.86,2962.73,251.00,251.22,6.25,67784.00
2017-12-21,,1010.78,1046.07,2963.70,251.00,250.53,5.86,69291.00
2017-12-22,,1143.87,1104.04,2964.83,252.00,252.22,6.90,71060.00
2017-12-23,,999.18,1084.89,2965.77,251.00,251.00,5.79,72544.00
2017-12-24,,917.50,829.27,2966.60,252.00,251.63,6.58,73864.00
2017-12-25,,977.00,1037.00,2967.50,251.00,250.75,5.84,75304.00
2017-12-26,,971.97,997.68,2968.39,250.00,249.81,5.65,76736.00
2017-12-27,,1011.28,1116.65,2969.32,251.00,250.72,6.60,78244.00
2017-12-28,,1008.26,1083.88,2970.24,251.00,250.88,6.07,79746.00
2017-12-29,,996.16,1027.42,2971.14,251.00,250.94,6.02,81224.00
2017-12-30,,994.13,1154.96,2972.03,252.00,251.59,6.31,82696.00
2017-12-31,,973.97,920.53,2972.89,252.00,251.75,7.16,84128.00
2018-01-01,,935.66,768.78,2973.70,251.00,250.88,5.72,85486.00
2018-01-02,,947.76,727.44,2974.52,251.00,250.56,5.96,86868.00
2018-01-03,,951.29,921.54,2975.34,251.00,251.06,6.59,88257.00
2018-01-04,,955.83,786.43,2976.16,251.00,251.28,6.57,89655.00
