date,gain,id,fb,af
1982-07-07,16853.59,22593.59,5616.16,1138379.13
1982-07-08,16052.56,21712.56,5616.63,1145742.88
1982-07-09,18051.60,23261.60,5617.39,1157765.88
1982-07-10,18022.83,23502.83,5618.16,1170069.00
1982-07-11,16856.81,23176.81,5618.76,1179742.00
1982-07-12,16256.99,22996.99,5619.26,1187868.25
1982-07-13,16162.08,22682.08,5619.67,1194576.50
1982-07-14,15727.07,21357.07,5619.87,1197863.25
1982-07-15,16094.43,20764.43,5619.95,1199181.13
1982-07-16,16000.73,20580.73,5619.96,1199341.25
1982-07-17,15515.90,20585.90,5619.97,1199511.63
1982-07-18,14401.32,19901.32,5619.91,1198522.50
1982-07-19,12572.06,17932.06,5619.95,1199181.13
1982-07-20,13093.54,17213.54,5620.00,1200001.38
1982-07-21,12603.88,16533.88,5619.98,1199671.88
1982-07-22,12299.21,15919.21,5619.97,1199511.63
1982-07-23,12515.94,16125.94,5620.01,1200158.13
1982-07-24,13041.26,16651.26,5620.09,1201449.88
1982-07-25,13016.16,16646.16,5620.12,1201938.13
1982-07-26,12723.84,16353.84,5620.09,1201449.88
1982-07-27,11868.92,15488.92,5619.99,1199841.13
1982-07-28,11229.93,14449.93,5619.90,1198353.38
1982-07-29,12588.05,15398.05,5619.96,1199341.25
1982-07-30,12285.90,14985.90,5619.97,1199511.63
1982-07-31,10877.31,13567.31,5619.87,1197860.00
1982-08-01,10189.96,12869.96,5619.83,1197205.38
1982-08-02,9694.25,12134.25,5619.81,1196876.63
1982-08-03,9581.91,11721.91,5619.74,1195730.00
1982-08-04,8777.14,10687.14,5619.63,1193919.38
1982-08-05,8248.89,9968.89,5619.59,1193262.63
1982-08-06,7939.58,9529.58,5619.55,1192607.25
1982-08-07,7368.82,8888.82,5619.49,1191633.00
1982-08-08,7465.32,8935.32,5619.44,1190810.50
1982-08-09,7389.04,8729.04,5619.39,1189995.38
1982-08-10,7352.49,8752.49,5619.40,1190159.00
1982-08-11,6722.31,8282.31,5619.41,1190322.25
1982-08-12,6560.52,8420.52,5619.46,1191136.50
1982-08-13,6330.54,8330.54,5619.50,1191792.13
1982-08-14,6351.03,8661.03,5619.58,1193103.25
1982-08-15,5810.54,8330.54,5619.62,1193758.88
1982-08-16,5976.67,8496.67,5619.68,1194744.00
1982-08-17,5715.91,8245.91,5619.71,1195231.75
1982-08-18,5397.95,7927.95,5619.70,1195069.00
1982-08-19,5588.33,7918.33,5619.69,1194907.00
1982-08-20,5807.82,7917.82,5619.68,1194744.00
1982-08-21,5318.95,7418.95,5619.61,1193591.50
1982-08-22,5403.77,7493.77,5619.55,1192607.25
1982-08-23,5113.26,7203.26,5619.47,1191304.63
1982-08-24,4939.92,7029.92,5619.39,1189995.38
1982-08-25,4819.96,6909.96,5619.35,1189340.75
1982-08-26,4626.67,6716.67,5619.29,1188362.25
1982-08-27,4790.49,6790.49,5619.24,1187550.00
1982-08-28,4457.20,6397.20,5619.14,1185918.00
1982-08-29,4603.51,6533.51,5619.06,1184615.88
1982-08-30,5105.39,7035.39,5619.04,1184289.38
1982-08-31,5108.44,7038.44,5619.09,1185099.50
1982-09-01,4744.32,6674.32,5619.10,1185266.75
1982-09-02,4670.00,6600.00,5619.10,1185266.75
1982-09-03,4605.68,6535.68,5619.09,1185099.50
1982-09-04,4377.58,6297.58,5619.02,1183964.13
1982-09-05,4234.42,6154.42,5618.93,1182505.13
1982-09-06,4087.23,6007.23,5618.82,1180714.50
1982-09-07,4235.87,6155.87,5618.73,1179258.38
1982-09-08,4084.79,5994.79,5618.62,1177482.75
1982-09-09,3963.43,5863.43,5618.58,1176835.00
1982-09-10,4099.22,5999.22,5618.59,1176992.13
1982-09-11,4113.75,6013.75,5618.60,1177158.25
1982-09-12,4406.25,6296.25,5618.59,1176992.13
1982-09-13,4510.00,6400.00,5618.59,1176992.13
1982-09-14,4836.64,6726.64,5618.63,1177640.00
1982-09-15,4663.10,6543.10,5618.65,1177963.50
1982-09-16,4746.98,6626.98,5618.68,1178453.38
1982-09-17,4596.45,6476.45,5618.72,1179100.88
1982-09-18,4436.61,6306.61,5618.77,1179907.38
1982-09-19,4367.46,6237.46,5618.81,1180556.88
1982-09-20,4203.48,6073.48,5618.83,1180881.13
1982-09-21,4365.69,6235.69,5618.76,1179742.00
1982-09-22,4043.49,5903.49,5618.64,1177805.13
1982-09-23,4051.66,5911.66,5618.52,1175864.63
1982-09-24,3890.71,5750.71,5618.38,1173604.88
1982-09-25,4138.00,5998.00,5618.27,1171835.63
1982-09-26,5578.96,7428.96,5618.36,1173281.50
1982-09-27,5691.38,7541.38,5618.44,1174573.50
1982-09-28,6268.10,8108.10,5618.50,1175541.63
1982-09-29,5742.57,7852.57,5618.53,1176022.75
1982-09-30,6011.76,8301.76,5618.61,1177315.50
1982-10-01,5759.95,8049.95,5618.66,1178128.63
1982-10-02,5319.85,7729.85,5618.67,1178287.00
1982-10-03,5213.88,7713.88,5618.68,1178453.38
1982-10-04,4566.32,7066.32,5618.61,1177315.50
1982-10-05,5048.52,6918.52,5618.52,1175864.63
1982-10-06,4733.37,6043.37,5618.32,1172638.25
1982-10-07,4761.94,5716.94,5618.08,1168784.25
1982-10-08,4699.63,5608.63,5617.82,1164616.25
1982-10-09,4571.26,5448.26,5617.54,1160150.00
1982-10-10,4414.72,5215.72,5617.23,1155222.50
1982-10-11,4208.63,5009.63,5617.13,1153635.00
1982-10-12,4011.62,4812.62,5617.14,1153798.88
1982-10-13,4100.16,4806.16,5617.28,1156012.75
1982-10-14,4111.21,4745.21,5617.50,1159514.00
1982-10-15,4090.37,4719.37,5617.72,1163023.50
1982-10-16,4092.96,4721.96,5617.94,1166538.13
1982-10-17,4018.47,4647.47,5618.15,1169905.00
1982-10-18,3860.85,4489.85,5618.34,1172959.25
1982-10-19,4023.79,4646.79,5618.55,1176344.63
1982-10-20,3885.46,4503.46,5618.74,1179425.88
1982-10-21,3710.16,4328.16,5618.91,1182179.25
1982-10-22,4009.24,4627.24,5619.10,1185506.00
1982-10-23,3794.59,4412.59,5619.28,1188407.00
1982-10-24,3698.12,4316.12,5619.46,1191136.50
1982-10-25,3895.40,4518.40,5619.65,1194247.38
1982-10-26,4328.97,4957.97,5619.75,1195889.63
1982-10-27,3966.68,4595.68,5619.77,1196218.25
1982-10-28,4112.93,4741.93,5619.81,1196876.63
1982-10-29,3996.75,4625.75,5619.83,1197205.38
1982-10-30,4423.55,5057.55,5619.89,1198192.25
1982-10-31,4243.80,4877.80,5619.92,1198683.75
1982-11-01,4066.00,4700.00,5619.92,1198683.75
1982-11-02,3880.50,4547.50,5619.88,1198024.25
1982-11-03,3710.15,4487.15,5619.83,1197205.38
1982-11-04,3530.75,4307.75,5619.76,1196050.50
1982-11-05,3629.80,4406.80,5619.70,1195072.25
1982-11-06,3531.76,4308.76,5619.63,1193919.38
1982-11-07,3636.65,4413.65,5619.57,1192934.88
1982-11-08,3612.71,4389.71,5619.56,1192775.63
1982-11-09,3685.00,4420.00,5619.56,1192775.63
1982-11-10,3678.89,4254.89,5619.54,1192448.13
1982-11-11,3368.28,3944.28,5619.48,1191464.88
1982-11-12,3688.44,4264.44,5619.46,1191136.50
1982-11-13,3244.78,3820.78,5619.42,1190483.50
1982-11-14,3373.57,3954.57,5619.40,1190155.38
1982-11-15,3044.22,3625.22,5619.34,1189174.00
1982-11-16,3099.35,3675.35,5619.31,1188688.75
1982-11-17,3215.39,3765.39,5619.29,1188362.25
1982-11-18,3668.56,4154.56,5619.36,1189501.88
1982-11-19,3913.12,4394.12,5619.46,1191136.50
1982-11-20,3484.56,3965.56,5619.48,1191464.88
1982-11-21,3503.99,3984.99,5619.50,1191792.13
1982-11-22,3258.77,3739.77,5619.49,1191633.00
1982-11-23,3168.44,3654.44,5619.47,1191304.63
1982-11-24,2673.92,3159.92,5619.39,1189995.38
1982-11-25,2685.24,3171.24,5619.31,1188688.75
1982-11-26,2930.33,3416.33,5619.26,1187868.25
1982-11-27,2719.04,3205.04,5619.23,1187382.38
1982-11-28,2934.00,3420.00,5619.23,1187382.38
1982-11-29,3408.02,3894.02,5619.29,1188362.25
1982-11-30,3328.26,3819.26,5619.34,1189174.00
1982-12-01,3433.78,3924.78,5619.40,1190155.38
1982-12-02,3423.65,3914.65,5619.46,1191136.50
1982-12-03,3105.32,3670.32,5619.49,1191633.00
1982-12-04,3389.07,3986.07,5619.56,1192775.63
1982-12-05,3245.34,3831.34,5619.61,1193591.50
1982-12-06,3495.53,4081.53,5619.69,1194903.63
1982-12-07,3095.08,3681.08,5619.72,1195401.63
1982-12-08,2999.56,3585.56,5619.74,1195730.00
1982-12-09,2506.89,3092.89,5619.68,1194744.00
1982-12-10,2632.64,3218.64,5619.64,1194086.75
1982-12-11,2633.96,3219.96,5619.60,1193432.13
1982-12-12,2341.38,2927.38,5619.47,1191304.63
1982-12-13,2864.59,3450.59,5619.40,1190155.38
1982-12-14,3183.60,3774.60,5619.37,1189668.63
1982-12-15,3344.93,3935.93,5619.36,1189501.88
1982-12-16,3423.07,4014.07,5619.37,1189668.63
1982-12-17,3174.93,3765.93,5619.36,1189501.88
1982-12-18,3147.77,3738.77,5619.35,1189340.75
1982-12-19,3000.32,3591.32,5619.32,1188847.50
1982-12-20,2899.27,3490.27,5619.28,1188193.50
1982-12-21,3643.30,4234.30,5619.33,1189015.25
1982-12-22,3409.34,4065.34,5619.36,1189501.88
1982-12-23,2961.77,3738.77,5619.35,1189340.75
1982-12-24,2878.89,3655.89,5619.33,1189015.25
1982-12-25,2888.39,3665.39,5619.31,1188688.75
1982-12-26,2159.53,2936.53,5619.20,1186896.75
1982-12-27,2879.55,3656.55,5619.14,1185918.00
1982-12-28,2557.92,3336.92,5618.97,1183154.88
1982-12-29,1833.70,2616.70,5618.60,1177158.25
1982-12-30,1962.39,2745.39,5618.24,1171357.38
1982-12-31,2085.28,2868.28,5617.89,1165740.75
1983-01-01,1996.34,2779.34,5617.53,1159987.38
1983-01-02,2024.49,2807.49,5617.17,1154270.00
1983-01-03,2272.19,3049.19,5616.84,1149051.88
1983-01-04,3019.01,3796.01,5616.60,1145275.38
1983-01-05,3396.02,4173.02,5616.53,1144170.63
1983-01-06,3478.68,4255.68,5616.48,1143388.50
1983-01-07,3508.93,4285.93,5616.43,1142606.88
1983-01-08,3347.28,4124.28,5616.36,1141504.63
1983-01-09,3195.83,3960.83,5616.27,1140098.00
1983-01-10,2967.99,3732.99,5616.15,1138219.63
1983-01-11,2958.99,3723.99,5616.03,1136343.25
1983-01-12,2807.30,3572.30,5615.89,1134166.00
1983-01-13,2563.24,3328.24,5615.72,1131524.50
1983-01-14,2581.48,3346.48,5615.55,1128879.50
1983-01-15,2508.53,3267.53,5615.37,1126097.75
1983-01-16,2287.12,3046.12,5615.16,1122857.00
1983-01-17,2438.31,3197.31,5614.97,1119916.13
1983-01-18,2865.74,3624.74,5614.84,1117842.88
1983-01-19,2871.41,3630.41,5614.71,1115780.88
1983-01-20,2723.23,3482.23,5614.56,1113405.13
1983-01-21,2726.88,3485.88,5614.41,1111036.63
1983-01-22,2559.52,3318.52,5614.24,1108356.00
1983-01-23,3003.38,3558.38,5614.10,1106151.13
1983-01-24,2789.44,3344.44,5613.93,1103482.25
1983-01-25,2901.89,3456.89,5613.85,1102226.50
1983-01-26,2653.08,3203.08,5613.74,1100507.00
1983-01-27,2639.74,3189.74,5613.63,1098780.88
1983-01-28,2880.11,3430.11,5613.55,1097531.50
1983-01-29,2574.35,3119.35,5613.43,1095665.75
1983-01-30,2710.08,3255.08,5613.33,1094108.88
1983-01-31,2553.66,3098.66,5613.21,1092241.75
1983-02-01,2565.74,3110.74,5613.09,1090378.75
1983-02-02,2597.57,3142.57,5612.99,1088836.75
1983-02-03,2358.22,2903.22,5612.86,1086820.00
1983-02-04,2111.87,2656.87,5612.70,1084314.63
1983-02-05,2157.71,2707.71,5612.54,1081890.25
1983-02-06,1899.34,2449.34,5612.35,1078973.25
1983-02-07,2722.17,3272.17,5612.26,1077589.13
1983-02-08,2576.49,3126.49,5612.14,1075757.38
1983-02-09,2698.81,3248.81,5612.04,1074227.75
1983-02-10,2799.16,3344.16,5611.96,1073006.25
1983-02-11,2560.58,3105.58,5611.85,1071331.38
1983-02-12,2493.76,3038.76,5611.73,1069504.13
1983-02-13,2625.00,3170.00,5611.73,1069504.13
1983-02-14,2615.00,3160.00,5611.73,1069504.13
1983-02-15,2615.00,3160.00,5611.73,1069504.13
1983-02-16,2540.45,3085.45,5611.72,1069356.25
1983-02-17,2709.55,3254.55,5611.73,1069504.13
1983-02-18,2625.00,3170.00,5611.73,1069504.13
1983-02-19,2702.71,3248.71,5611.74,1069660.25
1983-02-20,2393.08,2938.08,5611.71,1069200.25
1983-02-21,2283.65,2828.65,5611.72,1069356.25
1983-02-22,2488.45,3033.45,5611.76,1069958.13
1983-02-23,2407.04,2952.04,5611.79,1070418.38
1983-02-24,2350.39,2873.39,5611.81,1070722.63
1983-02-25,2401.46,2883.46,5611.83,1071027.00
1983-02-26,2468.21,2949.21,5611.86,1071481.63
1983-02-27,2470.85,2951.85,5611.89,1071941.50
1983-02-28,2477.89,2958.89,5611.92,1072395.50
1983-03-01,2646.92,3127.92,5611.96,1073006.25
1983-03-02,2461.74,2942.74,5611.99,1073467.88
1983-03-03,2703.04,3189.04,5612.05,1074378.38
1983-03-04,2477.05,2963.05,5612.08,1074840.63
1983-03-05,2629.04,3113.04,5612.13,1075600.38
1983-03-06,2528.37,3009.37,5612.17,1076214.00
1983-03-07,2656.70,3137.70,5612.22,1076983.00
1983-03-08,2413.84,2894.84,5612.24,1077290.13
1983-03-09,2554.21,3035.21,5612.28,1077895.50
1983-03-10,2502.74,2983.74,5612.31,1078359.13
1983-03-11,2859.28,3340.28,5612.54,1081890.25
1983-03-12,2960.67,3441.67,5612.79,1085741.50
1983-03-13,3437.17,3918.17,5613.10,1090537.88
1983-03-14,3523.27,4005.27,5613.42,1095507.00
1983-03-15,2981.06,3466.06,5613.67,1099406.63
1983-03-16,3147.74,3631.74,5613.94,1103634.88
1983-03-17,2760.29,3244.29,5614.16,1107094.63
1983-03-18,3057.88,3564.88,5614.42,1111190.25
1983-03-19,2970.80,3504.80,5614.67,1115146.88
1983-03-20,2876.77,3411.77,5614.62,1114357.00
1983-03-21,2401.86,2935.86,5614.20,1107724.00
1983-03-22,2543.19,3078.19,5613.75,1100659.25
1983-03-23,2595.31,3130.31,5613.30,1093638.38
1983-03-24,2463.42,3000.42,5612.83,1086359.88
1983-03-25,2625.56,3160.56,5612.37,1079280.00
1983-03-26,2649.32,3184.32,5611.91,1072247.25
1983-03-27,2727.18,3261.18,5611.46,1065406.63
1983-03-28,2582.81,3117.81,5610.98,1058162.63
1983-03-29,2537.35,3069.35,5610.49,1050822.50
1983-03-30,3040.21,3570.21,5610.06,1044416.31
1983-03-31,3259.09,3799.09,5609.67,1038483.94
1983-04-01,2807.61,3347.61,5609.22,1031656.06
1983-04-02,2826.30,3366.30,5608.77,1024865.25
1983-04-03,2879.80,3419.80,5608.32,1018121.06
1983-04-04,2742.86,3284.86,5607.85,1011129.06
1983-04-05,2552.58,3094.58,5607.35,1003739.81
1983-04-06,2539.44,3079.44,5606.87,996697.38
1983-04-07,2609.94,3149.94,5606.79,995527.00
1983-04-08,2548.38,3088.38,5606.73,994651.06
1983-04-09,2623.34,3163.34,5606.68,993923.81
1983-04-10,2924.50,3464.50,5606.67,993774.06
1983-04-11,2781.66,3321.66,5606.64,993341.00
1983-04-12,2892.43,3432.43,5606.56,992175.56
1983-04-13,2756.35,3296.35,5606.34,988974.94
1983-04-14,2658.85,3198.85,5605.96,983478.44
1983-04-15,2690.90,3230.90,5605.57,977867.00
1983-04-16,2733.42,3273.42,5604.94,968849.00
1983-04-17,2977.77,3517.77,5604.34,960117.31
1983-04-18,3266.22,3806.22,5603.77,951898.25
1983-04-19,3759.77,4299.77,5603.26,944598.63
1983-04-20,4417.46,4962.46,5602.84,938633.25
1983-04-21,5348.48,5893.48,5602.55,934534.38
1983-04-22,6641.08,7191.08,5602.43,932850.56
1983-04-23,7190.27,7745.27,5602.39,932285.81
1983-04-24,8112.83,8667.83,5602.48,933550.94
1983-04-25,8615.00,9170.00,5602.48,933550.94
1983-04-26,7416.81,7966.81,5602.21,929756.19
1983-04-27,6876.99,7426.99,5601.76,923462.63
1983-04-28,7336.15,7886.15,5601.20,915699.63
1983-04-29,6979.91,7529.91,5600.57,907031.69
1983-04-30,8424.02,9201.02,5600.09,900488.25
1983-05-01,8529.55,9879.55,5599.67,894695.63
1983-05-02,9628.45,10978.45,5599.35,890289.25
1983-05-03,9616.24,10966.24,5598.94,884668.56
1983-05-04,9430.45,10780.45,5598.50,878679.38
1983-05-05,10188.01,11548.01,5598.17,874212.63
1983-05-06,9756.12,11116.12,5597.73,868294.19
1983-05-07,8979.19,10329.19,5597.08,859624.81
1983-05-08,10149.99,11499.99,5596.60,853277.69
1983-05-09,10624.05,11984.05,5596.19,847890.69
1983-05-10,9407.70,10757.70,5595.59,840071.25
1983-05-11,8927.77,10267.77,5594.91,831280.06
1983-05-12,8317.32,9657.32,5594.14,821278.06
1983-05-13,7679.00,9009.00,5593.26,809990.13
1983-05-14,7253.95,8583.95,5592.30,797859.13
1983-05-15,7159.70,8489.70,5591.31,785541.19
1983-05-16,7070.02,8400.02,5590.29,773045.38
1983-05-17,7052.40,8392.40,5589.27,760534.44
1983-05-18,7417.66,8817.66,5588.31,748867.00
1983-05-19,7866.16,9206.16,5587.40,737970.13
1983-05-20,10375.90,11715.90,5586.90,732051.25
1983-05-21,7616.52,8956.52,5586.05,722246.00
1983-05-22,11045.07,12385.07,5585.98,721423.00
