date,qu,qt,fb,mm,mx,mn,qd,af
1982-12-24,679.67,3.30,2656.39,,42.57,23.55,3.30,551450.50
1982-12-25,683.17,3.30,2656.51,,31.57,18.52,3.30,552799.00
1982-12-26,627.81,3.30,2656.62,,31.02,19.07,3.30,554037.69
1982-12-27,571.02,3.30,2656.72,,32.28,8.30,3.30,555163.75
1982-12-28,345.16,3.30,2656.78,,21.90,10.34,3.30,555841.81
1982-12-29,459.61,3.30,2656.86,,20.48,4.52,3.30,556746.88
1982-12-30,402.19,3.30,2656.93,,18.12,3.19,3.30,557538.06
1982-12-31,289.48,3.30,2656.98,,19.15,12.54,3.30,558105.69
1983-01-01,404.49,3.30,2657.05,,18.52,3.42,3.30,558901.44
1983-01-02,518.37,3.30,2657.14,,18.36,-0.59,3.30,559923.06
1983-01-03,233.04,3.30,2657.18,,28.74,13.56,3.30,560378.75
1983-01-04,751.71,3.30,2657.31,,31.96,19.62,3.30,561863.19
1983-01-05,983.75,3.30,2657.48,,50.12,27.56,3.30,563807.88
1983-01-06,1452.53,4.50,2657.73,,48.71,32.20,4.50,566680.00
1983-01-07,2266.28,6.00,2658.12,,52.87,31.49,6.00,571163.19
1983-01-08,2364.69,6.80,2658.53,,49.41,31.10,6.80,575840.00
1983-01-09,2208.98,6.50,2658.91,,48.08,35.26,6.50,580208.56
1983-01-10,2402.74,5.80,2659.32,,56.65,32.51,5.80,584962.81
1983-01-11,1475.80,5.40,2659.57,,47.21,22.92,5.40,587879.31
1983-01-12,1246.32,5.40,2659.78,,37.54,19.15,5.40,590340.63
1983-01-13,1132.12,5.40,2659.97,,43.60,22.29,5.40,592575.44
1983-01-14,999.71,5.40,2660.14,,38.57,18.60,5.40,594547.63
1983-01-15,824.92,5.40,2660.28,,37.94,16.00,5.40,596173.13
1983-01-16,649.35,5.40,2660.39,,39.12,23.47,5.40,597450.38
1983-01-17,593.41,5.40,2660.49,,42.89,27.79,5.40,598616.69
1983-01-18,771.39,5.40,2660.62,,36.76,30.00,5.40,600136.00
1983-01-19,1008.63,5.40,2660.79,,38.88,32.04,5.40,602125.88
1983-01-20,956.09,8.80,2660.95,,43.28,34.32,8.80,604004.81
1983-01-21,662.14,8.30,2661.06,,46.98,30.78,8.30,605301.69
1983-01-22,781.69,8.30,2661.19,,41.63,30.86,8.30,606835.69
1983-01-23,605.25,8.00,2661.29,,48.16,32.98,8.00,608020.31
1983-01-24,904.47,8.00,2661.44,,44.38,32.04,8.00,609798.44
1983-01-25,-112.68,7.50,2661.42,,35.03,27.95,7.50,609560.06
1983-01-26,667.95,7.80,2661.53,,43.60,34.40,7.80,610869.44
1983-01-27,909.46,8.80,2661.68,,54.76,33.30,8.80,612655.88
1983-01-28,612.28,9.30,2661.78,,51.07,28.74,9.30,613851.88
1983-01-29,853.67,9.00,2661.92,,43.99,34.40,9.00,615527.25
1983-01-30,731.09,9.00,2662.04,,47.45,27.01,9.00,616959.50
1983-01-31,840.70,9.30,2662.18,,36.21,27.87,9.30,618608.56
1983-02-01,546.52,9.80,2662.27,,33.93,31.10,9.80,619673.13
1983-02-02,665.69,9.80,2662.38,,35.97,24.41,9.80,620974.06
1983-02-03,549.49,11.00,2662.47,,41.16,18.52,11.00,622042.13
1983-02-04,708.19,12.00,2662.56,,38.17,15.77,12.00,623423.00
1983-02-05,394.66,12.00,2662.65,,37.54,14.59,12.00,624182.00
1983-02-06,673.85,12.00,2662.76,,35.03,25.28,12.00,625494.75
1983-02-07,494.46,12.00,2662.84,,45.80,22.13,12.00,626451.69
1983-02-08,1038.48,13.00,2663.01,,44.46,30.47,13.00,628485.69
1983-02-09,436.23,12.00,2663.08,,50.83,32.43,12.00,629327.13
1983-02-10,495.62,12.00,2663.16,,55.00,33.06,12.00,630286.38
1983-02-11,559.86,13.00,2663.25,,49.89,34.71,13.00,631371.06
1983-02-12,1168.96,13.00,2663.44,,59.24,36.91,13.00,633663.88
1983-02-13,2953.51,14.00,2663.92,,47.61,33.06,14.00,639494.31
1983-02-14,3114.63,14.00,2664.43,,55.23,32.35,14.00,645644.31
1983-02-15,4674.99,14.00,2665.19,,41.87,30.47,14.00,654889.25
1983-02-16,3054.22,14.00,2665.68,,57.83,38.80,14.00,660919.44
1983-02-17,2537.99,229.00,2666.05,,51.46,39.04,229.00,665499.25
1983-02-18,2690.93,1520.00,2666.24,,54.37,35.42,1520.00,667821.75
1983-02-19,2874.53,2380.00,2666.32,,58.30,36.68,2380.00,668802.63
1983-02-20,3344.15,3220.00,2666.34,,53.35,33.61,3220.00,669048.88
1983-02-21,2830.32,3820.00,2666.18,,55.47,39.59,3820.00,667085.88
1983-02-22,2848.31,3710.00,2666.04,,48.94,38.09,3710.00,665376.75
1983-02-23,3149.97,3710.00,2665.95,,51.30,35.97,3710.00,664265.94
1983-02-24,3045.24,3670.00,2665.85,,61.21,33.14,3670.00,663026.75
1983-02-25,3544.71,3670.00,2665.83,,57.04,38.64,3670.00,662778.25
1983-02-26,4344.54,3720.00,2665.93,,56.65,34.08,3720.00,664017.00
1983-02-27,4578.75,3770.00,2666.06,,53.90,34.40,3770.00,665621.13
1983-02-28,4305.02,3690.00,2666.16,,55.70,39.27,3690.00,666841.00
1983-03-01,3991.57,3930.00,2666.17,,56.49,39.51,3930.00,666963.13
1983-03-02,4338.96,4030.00,2666.22,,62.31,42.02,4030.00,667575.94
1983-03-03,6730.12,4500.00,2666.58,,57.67,36.21,4500.00,671999.31
1983-03-04,9899.48,6590.00,2667.11,,51.22,38.17,6590.00,678563.56
1983-03-05,11320.14,7980.00,2667.64,,56.18,35.97,7980.00,685188.63
1983-03-06,9531.18,7880.00,2667.90,,58.69,33.69,7880.00,688463.69
1983-03-07,7832.88,7960.00,2667.88,,58.53,40.69,7960.00,688211.56
1983-03-08,7603.17,7920.00,2667.83,,60.03,41.24,7920.00,687583.13
1983-03-09,8106.95,7980.00,2667.85,,68.68,40.77,7980.00,687834.94
1983-03-10,7765.46,8020.00,2667.81,,71.98,43.05,8020.00,687330.06
1983-03-11,9250.46,8360.00,2667.95,,51.69,35.58,8360.00,689096.25
1983-03-12,10443.73,8620.00,2668.24,,51.30,32.98,8620.00,692713.56
1983-03-13,11902.33,9000.00,2668.70,,62.15,42.42,9000.00,698470.25
1983-03-14,14032.57,9120.00,2669.47,,55.47,39.43,9120.00,708214.19
1983-03-15,14085.43,10600.00,2670.01,,55.00,32.75,10600.00,715127.44
1983-03-16,10781.84,11300.00,2669.93,,77.32,27.32,11300.00,714099.69
1983-03-17,7947.13,11300.00,2669.41,,77.09,33.61,11300.00,707449.38
1983-03-18,5951.20,11300.00,2668.57,,61.84,30.94,11300.00,696840.19
1983-03-19,5797.08,11100.00,2667.73,,52.95,31.73,11100.00,686322.00
1983-03-20,5042.85,9080.00,2667.09,,61.99,26.85,9080.00,678314.44
1983-03-21,4743.51,5120.00,2667.03,,79.60,32.43,5120.00,677567.69
1983-03-22,4201.03,4890.00,2666.92,,55.78,36.36,4890.00,676201.13
1983-03-23,3581.71,4580.00,2666.76,,57.36,38.01,4580.00,674221.06
1983-03-24,3878.77,4750.00,2666.62,,50.67,34.87,4750.00,672493.00
1983-03-25,3593.71,4960.00,2666.40,,53.19,34.71,4960.00,669783.00
1983-03-26,3371.46,5040.00,2666.13,,59.95,32.90,5040.00,666473.50
1983-03-27,3438.80,4990.00,2665.88,,53.11,36.36,4990.00,663396.75
1983-03-28,3865.93,4990.00,2665.70,,56.73,31.49,4990.00,661167.19
1983-03-29,3825.21,5070.00,2665.50,,51.62,36.68,5070.00,658698.19
1983-03-30,5346.92,5160.00,2665.53,,54.52,44.15,5160.00,659068.94
1983-03-31,6887.34,5080.00,2665.82,,58.85,35.11,5080.00,662653.75
1983-04-01,10014.08,5240.00,2666.59,,59.01,33.06,5240.00,672123.00
1983-04-02,8978.29,5230.00,2667.19,,49.26,35.34,5230.00,679557.63
1983-04-03,7070.19,5432.60,2667.45,,47.37,-45.40,5420.00,682805.75
1983-04-04,6183.58,5993.76,2667.48,,53.97,32.98,5780.00,683182.25
1983-04-05,5431.94,5747.80,2667.43,,56.65,26.22,5530.00,682555.75
1983-04-06,4297.92,5557.80,2667.23,,61.92,33.14,5340.00,680056.81
1983-04-07,3639.83,5395.78,2666.95,,69.07,36.21,5180.00,676573.94
1983-04-08,3770.01,5205.78,2666.72,,64.75,35.97,4990.00,673726.13
1983-04-09,3676.02,5105.78,2666.49,,53.19,38.41,4890.00,670890.25
1983-04-10,3893.74,5255.78,2666.27,,54.37,33.45,5040.00,668188.69
1983-04-11,3827.25,5429.81,2666.01,,55.15,28.34,5210.00,665010.06
1983-04-12,3552.44,5489.89,2665.70,,52.40,31.96,5200.00,661167.19
1983-04-13,3100.58,5275.18,2665.35,,58.46,34.95,4950.00,656853.94
1983-04-14,3188.80,5473.75,2664.98,,65.61,32.59,5080.00,652321.81
1983-04-15,2392.46,3559.04,2664.79,,68.36,34.01,3130.00,650007.94
1983-04-16,2726.10,2603.24,2664.81,,73.16,32.20,2150.00,650251.63
1983-04-17,2950.40,2643.24,2664.86,,70.09,31.25,2190.00,650860.88
1983-04-18,3785.03,3109.95,2664.97,,73.16,43.05,2570.00,652199.88
1983-04-19,4096.60,3603.90,2665.05,,70.72,44.62,3010.00,653177.13
1983-04-20,4782.38,4042.89,2665.17,,69.23,40.53,3390.00,654643.88
1983-04-21,4863.52,4245.07,2665.27,,67.10,45.40,3570.00,655870.56
1983-04-22,6298.88,4562.12,2665.55,,68.83,42.57,3820.00,659315.38
1983-04-23,6256.37,5073.13,2665.74,,67.18,49.73,4330.00,661662.31
1983-04-24,6356.64,5357.16,2665.90,,67.65,41.87,4550.00,663644.75
1983-04-25,6707.98,5588.00,2666.08,,59.40,38.80,4740.00,665866.19
1983-04-26,6484.66,5807.82,2666.19,,61.76,34.87,4920.00,667208.69
1983-04-27,6299.19,5866.81,2666.26,,65.85,33.30,4920.00,668066.31
1983-04-28,6053.46,5929.75,2666.28,,62.54,36.52,4930.00,668311.69
1983-04-29,5698.73,5884.11,2666.25,,72.69,41.00,4840.00,667944.00
1983-04-30,5608.55,5794.11,2666.22,,70.56,47.37,4750.00,667575.94
1983-05-01,5697.76,5636.13,2666.23,,65.53,48.39,4590.00,667698.19
1983-05-02,8400.19,5859.91,2666.64,,68.05,43.05,4840.00,672736.75
1983-05-03,9817.37,6000.92,2667.25,,75.44,40.37,4980.00,680306.56
1983-05-04,7682.65,5663.11,2667.57,,74.26,38.96,4620.00,684312.25
1983-05-05,6498.12,5484.87,2667.73,,57.98,45.09,4410.00,686322.00
1983-05-06,7093.91,5567.98,2667.97,,68.68,42.65,4540.00,689348.63
1983-05-07,8068.01,5615.96,2668.36,,73.08,41.71,4590.00,694212.19
1983-05-08,7569.04,5865.96,2668.63,,59.64,37.39,4840.00,697590.19
1983-05-09,6753.58,5865.96,2668.77,,60.03,38.09,4840.00,699350.75
1983-05-10,6007.84,5817.14,2668.80,,58.06,37.78,4830.00,699729.00
1983-05-11,5626.44,5817.14,2668.77,,62.47,41.95,4830.00,699350.75
1983-05-12,5783.93,5847.14,2668.76,,69.54,33.45,4860.00,699225.38
1983-05-13,5736.73,5863.78,2668.74,,72.29,32.51,4860.00,698973.38
1983-05-14,5724.91,5851.93,2668.72,,77.40,40.22,4830.00,698721.44
1983-05-15,4619.25,5883.86,2668.52,,65.69,42.10,4810.00,696213.13
1983-05-16,4418.98,5805.79,2668.30,,66.63,40.06,4680.00,693462.44
1983-05-17,4217.54,5410.49,2668.11,,82.28,40.77,4260.00,691096.25
1983-05-18,3922.38,5122.17,2667.92,,69.23,48.86,3890.00,688716.50
1983-05-19,4103.31,4865.77,2667.80,,74.97,42.97,3560.00,687204.19
1983-05-20,4105.37,4550.14,2667.73,,86.60,42.89,3200.00,686322.00
1983-05-21,3870.22,4251.15,2667.67,,79.53,52.64,2900.00,685566.44
1983-05-22,3899.13,3136.86,2667.79,,88.33,45.40,1760.00,687078.38
1983-05-23,4420.28,2018.90,2668.17,,90.38,53.27,576.00,691841.44
1983-05-24,4641.41,1804.78,2668.62,,96.98,51.30,316.00,697467.81
1983-05-25,4510.57,1780.00,2669.05,,96.74,52.09,265.00,702883.81
1983-05-26,5012.48,1810.17,2669.55,,98.63,51.14,274.00,709235.50
1983-05-27,4817.25,1846.95,2670.01,,,,277.00,715127.00
1983-05-28,5428.66,2730.96,2670.43,,101.62,49.96,1160.00,720477.81
1983-05-29,5814.41,5362.05,2670.50,,93.60,54.76,3780.00,721375.06
1983-05-30,5058.60,5382.05,2670.45,,97.92,59.40,3800.00,720733.50
1983-05-31,5358.85,5422.98,2670.44,,76.62,56.65,3850.00,720606.31
1983-06-01,5749.99,5621.05,2670.46,,82.59,53.82,4100.00,720862.06
1983-06-02,5886.93,5886.93,2670.46,,89.12,51.46,4380.00,720862.06
1983-06-03,7056.34,6215.92,2670.59,,89.04,51.54,4710.00,722529.00
1983-06-04,6266.01,6266.01,2670.59,,90.30,48.86,4750.00,722529.00
1983-06-05,7231.78,6326.01,2670.73,,86.05,48.79,4810.00,724325.56
1983-06-06,5464.44,6370.21,2670.59,,90.30,51.07,4830.00,722529.00
1983-06-07,4751.97,6364.83,2670.34,,93.91,50.44,4810.00,719329.94
1983-06-08,4121.30,5983.82,2670.05,,93.13,58.22,4430.00,715635.69
1983-06-09,3679.82,3743.82,2670.04,,91.40,56.88,2190.00,715508.75
1983-06-10,3376.60,3632.81,2670.00,,82.99,50.83,2080.00,715000.56
1983-06-11,3428.88,3493.82,2669.99,,69.23,45.09,1940.00,714871.75
1983-06-12,2984.23,3049.20,2669.98,,72.69,44.07,1510.00,714742.88
1983-06-13,2687.03,2622.06,2669.99,,83.38,43.36,1100.00,714871.75
1983-06-14,2899.32,2385.80,2670.07,,91.00,45.09,895.00,715890.31
1983-06-15,2456.77,2520.80,2670.06,,85.66,57.67,1030.00,715763.31
1983-06-16,2345.45,2473.79,2670.04,,89.04,47.06,984.00,715508.75
1983-06-17,1991.62,2312.77,2669.99,,94.62,51.30,765.00,714871.75
1983-06-18,2024.78,2024.78,2669.99,,78.11,48.24,476.00,714871.75
1983-06-19,1620.35,1814.86,2669.96,,78.98,43.83,256.00,714485.94
1983-06-20,1797.94,1797.94,2669.96,,76.15,40.61,229.00,714485.94
1983-06-21,1256.24,1774.93,2669.88,,85.34,44.54,208.00,713457.13
1983-06-22,1196.59,1777.93,2669.79,,101.15,47.84,211.00,712304.06
1983-06-23,1325.48,1777.93,2669.72,,92.11,53.03,211.00,711406.63
1983-06-24,1019.49,1792.04,2669.60,,85.66,49.10,211.00,709874.31
1983-06-25,1273.00,1788.04,2669.52,,94.23,43.75,208.00,708852.75
1983-06-26,834.22,1797.11,2669.37,,94.54,47.61,208.00,706942.88
1983-06-27,1208.09,1785.11,2669.28,,79.92,52.72,196.00,705798.38
1983-06-28,941.65,1774.13,2669.15,,89.59,48.08,183.00,704147.19
1983-06-29,819.30,1775.14,2669.00,,77.95,53.19,183.00,702251.31
1983-06-30,1240.13,1749.93,2668.92,,78.98,48.31,183.00,701240.13
1983-07-01,1329.96,1710.10,2668.86,,69.31,53.50,183.00,700486.13
1983-07-02,1098.46,1543.77,2668.79,,72.69,49.73,178.00,699602.88
1983-07-03,752.63,1514.02,2668.67,,83.38,41.24,178.00,698092.69
1983-07-04,1073.23,1515.01,2668.60,,89.51,44.70,180.00,697216.44
1983-07-05,1027.30,1533.14,2668.52,,97.29,49.02,183.00,696213.13
1983-07-06,728.03,1549.23,2668.39,,99.65,55.15,188.00,694584.31
1983-07-07,941.65,1632.92,2668.28,,94.86,50.75,188.00,693213.19
1983-07-08,796.28,1676.78,2668.14,,84.56,54.76,188.00,691466.75
1983-07-09,736.86,1676.78,2667.99,,72.29,48.86,188.00,689602.44
1983-07-10,799.78,1690.90,2667.85,,87.07,45.33,188.00,687834.94
1983-07-11,448.57,1719.17,2667.65,,91.95,45.17,183.00,685314.75
1983-07-12,650.63,1725.77,2667.48,,98.08,47.61,178.00,683182.25
1983-07-13,664.37,1735.85,2667.31,,102.88,56.73,178.00,681057.00
1983-07-14,749.57,1756.99,2667.15,,77.32,52.09,183.00,679058.81
1983-07-15,471.38,1724.17,2666.95,,82.59,45.09,188.00,676573.94
1983-07-16,497.63,1683.87,2666.76,,83.93,44.07,185.00,674221.06
1983-07-17,733.93,1667.23,2666.61,,89.90,49.96,185.00,672369.88
1983-07-18,506.56,1624.90,2666.43,,98.16,48.63,183.00,670151.69
1983-07-19,522.97,1636.01,2666.25,,98.71,59.08,180.00,667944.00
1983-07-20,635.31,1682.87,2666.08,,92.18,57.51,183.00,665866.19
1983-07-21,510.17,1692.98,2665.89,,94.31,46.90,180.00,663520.13
1983-07-22,219.87,1718.19,2665.65,,101.30,49.49,180.00,660548.25
1983-07-23,598.28,1717.18,2665.47,,103.43,56.02,180.00,658328.94
1983-07-24,539.88,1717.18,2665.28,,100.52,53.82,180.00,655993.81
1983-07-25,158.91,1702.07,2665.03,,95.25,57.51,178.00,652933.00
1983-07-26,525.35,1693.00,2664.84,,95.33,53.11,178.00,650617.00
1983-07-27,447.72,1673.88,2664.64,,95.64,49.65,173.00,648184.94
1983-07-28,451.14,1670.88,2664.44,,95.56,55.39,170.00,645765.63
1983-07-29,453.10,1668.87,2664.24,,100.75,55.00,170.00,643354.19
1983-07-30,336.80,1668.84,2664.02,,105.55,55.55,173.00,640712.13
1983-07-31,338.53,1689.01,2663.80,,89.90,63.02,173.00,638033.50
1983-08-01,405.66,1692.14,2663.59,,101.07,55.23,160.00,635481.81
1983-08-02,729.30,1706.78,2663.43,,101.78,55.70,158.00,633543.00
1983-08-03,183.12,1703.78,2663.18,,99.73,55.55,155.00,630526.81
1983-08-04,475.77,1686.11,2662.98,,109.56,55.47,158.00,628126.13
1983-08-05,364.52,1691.17,2662.76,,107.83,57.04,155.00,625494.75
1983-08-06,368.06,1689.16,2662.54,,110.03,56.33,155.00,622874.38
1983-08-07,489.19,1685.14,2662.34,,107.04,58.22,153.00,620502.25
1983-08-08,371.54,1682.12,2662.12,,106.73,60.74,153.00,617902.75
1983-08-09,724.64,1680.10,2661.96,,98.87,64.20,153.00,616007.63
1983-08-10,171.16,1680.10,2661.71,,92.11,62.31,153.00,613014.69
1983-08-11,232.31,1674.07,2661.47,,92.89,57.91,150.00,610155.00
1983-08-12,297.64,1673.07,2661.24,,92.97,48.00,150.00,607426.88
1983-08-13,483.30,1674.05,2661.04,,98.24,49.57,153.00,605065.06
1983-08-14,427.12,1672.03,2660.83,,98.79,57.91,153.00,602595.81
1983-08-15,300.51,1658.92,2660.60,,84.95,59.95,153.00,599901.44
1983-08-16,760.43,1643.80,2660.45,,96.51,55.31,153.00,598149.31
1983-08-17,417.22,1648.20,2660.24,,96.98,52.72,170.00,595707.69
1983-08-18,412.05,1638.00,2660.03,,103.43,58.69,183.00,593276.06
1983-08-19,645.75,1628.91,2659.84,,70.01,54.76,185.00,591326.00
1983-08-20,639.74,1617.82,2659.72,,91.08,56.80,185.00,589386.00
1983-08-21,626.13,1604.21,2659.58,,73.79,55.55,185.00,587446.00
1983-08-22,563.08,1541.16,2659.38,,88.96,51.85,188.00,585506.00
1983-08-23,429.96,1408.07,2659.20,,87.78,54.84,188.00,583565.94
1983-08-24,665.61,1366.25,2659.08,,78.82,48.79,185.00,582176.25
1983-08-25,583.06,1342.05,2658.95,,89.35,53.97,185.00,580670.81
1983-08-26,552.39,1307.76,2658.82,,97.77,53.11,185.00,579172.56
1983-08-27,537.05,1292.13,2658.69,,96.67,49.41,185.00,577674.88
1983-08-28,539.42,1291.13,2658.56,,99.65,50.59,185.00,576183.88
1983-08-29,511.21,1319.86,2658.42,,97.53,54.05,185.00,574579.94
1983-08-30,293.98,1328.94,2658.24,,92.58,51.46,185.00,572527.13
1983-08-31,326.34,1358.18,2658.06,,93.44,52.17,185.00,570480.50
1983-09-01,627.61,1379.83,2657.93,,68.91,52.80,188.00,568988.50
1983-09-02,426.07,1357.17,2657.77,,78.66,46.90,185.00,567141.69
1983-09-03,362.11,1348.07,2657.60,,90.61,45.80,188.00,565186.06
1983-09-04,348.02,1331.96,2657.43,,92.18,46.98,185.00,563234.44
1983-09-05,237.57,1331.96,2657.24,,88.41,44.93,185.00,561063.75
1983-09-06,219.61,1309.78,2657.05,,93.52,40.69,185.00,558901.44
1983-09-07,214.95,1301.21,2656.86,,88.65,46.51,185.00,556746.88
1983-09-08,131.40,1271.04,2656.66,,81.18,48.00,175.00,554486.44
1983-09-09,681.93,1248.96,2656.56,,75.52,40.53,163.00,553361.75
1983-09-10,0.19,1244.95,2656.34,,84.24,35.58,160.00,550892.81
1983-09-11,510.12,1243.94,2656.21,,85.82,45.72,160.00,549437.31
1983-09-12,707.72,1213.15,2656.12,,87.94,46.19,165.00,548434.81
1983-09-13,302.10,1206.13,2655.96,,94.31,46.35,160.00,546641.69
1983-09-14,330.98,1188.06,2655.81,,56.80,47.68,150.00,544941.69
1983-09-15,154.07,1181.06,2655.63,,91.63,44.93,143.00,542904.69
1983-09-16,361.43,1155.90,2655.49,,95.49,46.51,138.00,541328.88
1983-09-17,123.85,1142.77,2655.31,,81.96,44.54,140.00,539307.88
1983-09-18,294.65,1141.78,2655.16,,89.35,39.43,138.00,537627.63
1983-09-19,5.27,1129.18,2654.96,,63.49,41.47,138.00,535398.38
1983-09-20,124.45,1132.19,2654.78,,65.06,29.68,140.00,533399.56
1983-09-21,357.18,1139.05,2654.64,,76.70,27.87,163.00,531848.75
1983-09-22,489.19,1100.93,2654.53,,82.12,35.18,140.00,530635.38
1983-09-23,216.58,1050.09,2654.38,,80.31,52.32,130.00,528982.13
1983-09-24,262.93,1037.02,2654.24,,91.08,50.59,126.00,527446.75
1983-09-25,429.31,1037.02,2654.13,,90.93,48.63,126.00,526241.38
1983-09-26,292.39,1064.24,2653.99,,88.02,47.84,126.00,524710.44
1983-09-27,223.45,1065.25,2653.84,,77.09,51.30,126.00,523040.75
1983-09-28,490.66,1051.12,2653.74,,71.66,33.77,128.00,521929.09
1983-09-29,113.39,1006.75,2653.58,,71.43,31.88,128.00,520157.13
1983-09-30,217.27,941.81,2653.45,,72.61,43.36,116.00,518720.03
1983-10-01,468.12,936.00,2653.36,,72.06,39.59,110.00,517792.00
1983-10-02,332.01,936.00,2653.25,,70.33,45.72,110.00,516594.00
1983-10-03,380.41,936.00,2653.15,,78.35,41.47,110.00,515492.00
1983-10-04,393.44,885.00,2653.06,,81.18,37.39,112.00,514517.00
1983-10-05,301.92,856.00,2652.96,,84.24,38.57,112.00,513418.00
1983-10-06,408.47,856.00,2652.88,,85.97,45.56,112.00,512530.34
1983-10-07,466.40,842.00,2652.81,,75.91,37.78,112.00,511785.34
1983-10-08,345.51,841.00,2652.72,,73.24,39.59,112.00,510802.56
1983-10-09,457.39,841.00,2652.65,,76.30,49.34,112.00,510041.69
1983-10-10,514.34,842.00,2652.59,,69.62,43.68,116.00,509391.78
1983-10-11,443.39,827.00,2652.52,,75.91,35.66,118.00,508630.91
1983-10-12,256.58,808.00,2652.42,,68.36,39.04,118.00,507537.19
1983-10-13,567.23,791.00,2652.38,,53.82,46.19,120.00,507093.34
1983-10-14,550.22,766.00,2652.34,,63.02,41.08,118.00,506665.34
1983-10-15,348.18,508.00,2652.31,,66.95,34.87,118.00,506348.34
1983-10-16,395.11,507.00,2652.29,,61.92,29.60,118.00,506126.41
1983-10-17,493.00,493.00,2652.29,,72.61,34.87,118.00,506126.41
1983-10-18,309.17,477.00,2652.26,,70.96,36.44,118.00,505793.53
1983-10-19,421.05,477.00,2652.25,,69.31,29.52,118.00,505682.56
1983-10-20,477.00,477.00,2652.25,,68.83,41.87,118.00,505682.56
1983-10-21,443.00,443.00,2652.25,,76.54,40.69,84.00,505682.56
1983-10-22,401.66,66.00,2652.31,,73.71,42.02,66.00,506348.34
1983-10-23,441.60,66.00,2652.38,,58.14,37.31,66.00,507093.34
1983-10-24,344.71,65.00,2652.43,,56.25,34.01,65.00,507648.13
1983-10-25,504.55,65.00,2652.51,,65.45,29.60,65.00,508519.97
1983-10-26,344.70,65.00,2652.56,,66.71,31.41,65.00,509074.75
1983-10-27,461.55,30.00,2652.64,,68.76,33.61,30.00,509930.72
1983-10-28,445.55,6.00,2652.72,,64.90,37.07,6.00,510802.56
1983-10-29,277.92,6.20,2652.77,,68.28,39.12,6.20,511341.50
1983-10-30,557.42,6.00,2652.87,,71.19,40.77,6.00,512435.22
1983-10-31,333.86,6.20,2652.93,,67.10,42.50,6.20,513085.13
1983-11-01,694.53,29.00,2653.05,,58.06,37.86,29.00,514405.19
1983-11-02,170.39,114.00,2653.06,,57.67,43.20,114.00,514517.03
1983-11-03,462.95,28.00,2653.14,,68.68,45.33,28.00,515379.75
1983-11-04,392.25,5.60,2653.21,,62.86,49.02,5.60,516146.66
1983-11-05,561.18,5.40,2653.31,,66.87,44.54,5.40,517249.03
1983-11-06,440.37,5.40,2653.39,,67.73,45.09,5.40,518111.78
1983-11-07,287.13,5.20,2653.44,,52.01,36.91,5.20,518670.97
1983-11-08,287.33,5.40,2653.49,,56.18,28.50,5.40,519230.16
1983-11-09,392.23,5.60,2653.56,,43.12,31.25,5.60,519997.03
1983-11-10,722.50,5.60,2653.69,,55.23,39.59,5.60,521418.97
1983-11-11,449.22,6.20,2653.77,,61.52,41.95,6.20,522297.69
1983-11-12,448.82,5.80,2653.85,,50.52,33.53,5.80,523176.41
1983-11-13,279.45,5.60,2653.90,,45.88,35.58,5.60,523719.59
1983-11-14,167.12,6.00,2653.93,,52.17,39.74,6.00,524039.16
1983-11-15,563.42,5.80,2654.03,,52.40,33.85,5.80,525145.19
1983-11-16,567.72,5.60,2654.13,,58.93,34.01,5.60,526260.13
1983-11-17,558.98,5.00,2654.23,,58.61,42.73,5.00,527358.94
1983-11-18,403.90,4.70,2654.30,,52.24,34.40,4.70,528150.75
1983-11-19,508.78,3.70,2654.39,,41.47,34.16,3.70,529152.56
1983-11-20,329.48,3.60,2654.45,,48.08,26.85,3.60,529798.94
1983-11-21,850.65,3.40,2654.60,,45.56,25.75,3.40,531479.44
1983-11-22,720.33,3.40,2654.73,,40.29,24.65,3.40,532901.44
1983-11-23,679.58,3.40,2654.85,,38.64,30.39,3.40,534242.63
1983-11-24,1180.69,3.90,2655.06,,45.09,33.77,3.90,536576.75
1983-11-25,399.03,3.70,2655.13,,44.46,33.61,3.70,537360.88
1983-11-26,794.26,3.60,2655.27,,44.70,27.01,3.60,538929.13
1983-11-27,629.52,3.60,2655.38,,50.04,34.87,3.60,540170.63
1983-11-28,1131.93,3.60,2655.58,,47.76,33.53,3.60,542408.63
1983-11-29,901.13,3.40,2655.74,,44.38,23.39,3.40,544189.25
1983-11-30,967.29,3.70,2655.91,,30.39,24.96,3.70,546100.50
1983-12-01,912.63,4.00,2656.07,,41.40,21.82,4.00,547902.75
1983-12-02,683.54,3.70,2656.19,,37.62,22.37,3.70,549251.19
1983-12-03,1081.45,3.70,2656.38,,33.45,25.75,3.70,551388.88
1983-12-04,633.78,3.70,2656.49,,45.56,20.25,3.70,552638.63
1983-12-05,683.50,3.70,2656.61,,37.62,20.80,3.70,553987.00
1983-12-06,809.38,5.20,2656.75,,44.93,21.50,5.20,555582.06
1983-12-07,1250.59,7.00,2656.97,,45.09,32.43,7.00,558048.69
1983-12-08,357.37,7.00,2657.03,,44.38,30.55,7.00,558743.63
1983-12-09,1325.19,7.30,2657.26,,41.16,30.55,7.30,561357.63
1983-12-10,1383.96,7.30,2657.50,,52.64,34.08,7.30,564088.19
1983-12-11,1795.76,7.80,2657.81,,39.82,32.51,7.80,567634.56
1983-12-12,2378.66,8.00,2658.22,,46.11,30.47,8.00,572336.69
