date,qu,qt,fb,mm,mx,mn,qd,af
1994-08-25,249.71,1549.00,2610.72,74.92,91.87,54.60,195.00,133836.13
1994-08-26,170.96,1536.00,2610.35,79.28,90.93,64.51,195.00,131128.61
1994-08-27,76.36,1514.00,2609.96,76.83,92.97,62.07,194.00,128277.09
1994-08-28,199.23,1514.00,2609.60,78.89,94.31,60.26,194.00,125669.28
1994-08-29,69.99,1500.00,2609.21,75.48,87.39,64.04,194.00,122832.89
1994-08-30,175.92,1485.00,2608.85,70.87,86.44,52.40,194.00,120236.37
1994-08-31,123.54,1461.00,2608.48,72.13,87.31,54.29,194.00,117583.55
1994-09-01,92.35,1435.00,2608.11,73.78,91.24,53.97,194.00,114920.45
1994-09-02,391.36,1395.00,2607.83,74.38,88.80,59.64,194.00,112929.77
1994-09-03,381.86,1386.00,2607.55,72.18,81.18,60.81,193.00,110938.08
1994-09-04,-269.54,1375.00,2607.09,64.43,78.90,49.26,193.00,107676.19
1994-09-05,38.84,1355.00,2606.72,65.49,83.06,47.21,192.00,105065.63
1994-09-06,315.19,1339.00,2606.43,69.01,90.22,48.31,192.00,103034.93
1994-09-07,116.21,1287.00,2606.10,74.62,94.78,56.33,192.00,100712.70
1994-09-08,125.03,1252.00,2605.78,76.40,92.18,59.71,192.00,98477.38
1994-09-09,63.72,1217.00,2605.45,68.64,77.80,52.24,192.00,96189.88
1994-09-10,218.20,1201.00,2605.17,64.40,75.36,52.56,192.00,94240.53
1994-09-11,-44.50,1177.00,2604.82,62.84,77.01,47.37,192.00,91817.73
1994-09-12,236.80,1174.00,2604.55,66.90,76.85,56.96,192.00,89958.82
1994-09-13,30.25,1141.00,2604.23,64.06,73.08,53.90,190.00,87755.68
1994-09-14,258.05,1120.00,2603.98,64.84,78.58,49.65,190.00,86046.02
1994-09-15,183.49,1109.00,2603.71,65.43,81.26,50.12,190.00,84210.29
1994-09-16,161.49,1087.00,2603.44,68.02,83.61,54.76,190.00,82374.56
1994-09-17,188.76,1080.00,2603.18,69.52,89.59,51.38,190.00,80606.82
1994-09-18,221.83,1076.00,2602.93,72.26,91.00,55.39,190.00,78912.60
1994-09-19,-84.92,1067.00,2602.59,73.28,90.45,59.56,190.00,76627.80
1994-09-20,298.76,1078.00,2602.36,73.89,89.04,56.96,190.00,75082.20
1994-09-21,158.24,1073.00,2602.09,72.61,88.88,56.02,190.00,73267.80
1994-09-22,27.59,1069.00,2601.78,67.19,85.97,51.22,191.00,71202.20
1994-09-23,356.99,1060.00,2601.57,69.09,89.59,50.59,192.00,69807.80
1994-09-24,246.56,1050.00,2601.33,69.73,85.03,53.97,192.00,68214.20
1994-09-25,-133.77,1037.00,2600.98,70.42,89.20,54.60,192.00,65892.01
1994-09-26,733.81,1031.00,2600.89,72.71,92.26,57.04,192.00,65302.54
1994-09-27,-318.86,1035.00,2600.48,72.46,90.85,58.38,191.00,62617.19
1994-09-28,-100.44,1027.00,2600.14,70.57,85.82,50.99,190.00,60380.95
1994-09-29,846.90,1012.00,2600.09,64.66,72.84,57.59,190.00,60053.47
1994-09-30,-137.93,975.00,2599.75,65.56,78.11,53.74,190.00,57846.00
1994-10-01,-184.04,958.00,2599.40,67.22,81.73,53.66,190.00,55580.80
1994-10-02,383.30,938.00,2599.23,58.75,66.71,51.77,177.00,54480.56
1994-10-03,518.81,943.00,2599.10,51.95,57.75,45.56,189.00,53639.20
1994-10-04,-424.23,903.00,2598.69,50.00,59.79,37.15,189.00,51006.68
1994-10-05,849.86,882.00,2598.68,52.49,59.40,47.45,190.00,50942.93
1994-10-06,210.34,821.00,2598.49,55.05,68.52,44.78,188.00,49731.70
1994-10-07,11.92,719.00,2598.27,54.77,71.90,43.68,176.00,48329.22
1994-10-08,209.04,659.00,2598.13,56.39,72.69,39.74,169.00,47436.73
1994-10-09,335.60,657.00,2598.03,55.28,73.79,39.59,167.00,46799.25
1994-10-10,485.31,645.00,2597.98,63.39,78.27,50.52,168.00,46482.50
1994-10-11,-156.44,639.00,2597.73,55.60,67.73,45.17,169.00,44904.77
1994-10-12,227.72,639.00,2597.60,49.96,61.29,38.17,169.00,44089.01
1994-10-13,195.08,638.00,2597.46,52.87,68.13,41.40,169.00,43210.50
1994-10-14,373.90,627.00,2597.38,53.09,58.85,42.65,169.00,42708.49
1994-10-15,113.63,430.00,2597.28,47.67,55.15,38.57,162.00,42080.98
1994-10-16,302.45,429.00,2597.24,53.67,64.04,45.17,163.00,41829.98
1994-10-17,301.45,428.00,2597.20,53.03,63.88,43.05,164.00,41578.98
1994-10-18,166.90,420.00,2597.12,52.72,65.61,43.05,164.00,41076.97
1994-10-19,214.66,409.00,2597.06,49.32,67.65,35.11,164.00,40691.50
1994-10-20,273.45,400.00,2597.02,56.42,69.38,43.28,164.00,40440.50
1994-10-21,287.36,319.00,2597.01,58.67,66.95,42.57,83.00,40377.75
1994-10-22,66.47,3.20,2597.03,45.69,59.56,33.77,3.20,40503.25
1994-10-23,639.26,2.00,2597.23,46.89,62.07,33.61,2.00,41767.23
1994-10-24,191.62,1.80,2597.29,44.86,63.17,31.49,1.80,42143.73
1994-10-25,444.62,1.70,2597.43,46.39,63.02,31.10,1.70,43022.25
1994-10-26,128.15,1.60,2597.47,56.74,68.13,42.89,1.60,43273.25
1994-10-27,476.05,1.50,2597.62,68.29,74.57,56.41,1.50,44214.51
1994-10-28,191.32,1.50,2597.68,50.83,57.12,36.99,1.50,44591.01
1994-10-29,191.32,1.50,2597.74,41.05,55.31,29.52,1.50,44967.52
1994-10-30,33.14,1.50,2597.75,42.19,55.08,31.57,1.50,45030.27
1994-10-31,893.36,1.50,2598.03,45.82,68.83,33.61,1.50,46799.25
1994-11-01,1.40,1.40,2598.03,51.77,68.28,36.36,1.40,46799.25
1994-11-02,194.24,1.40,2598.09,38.67,45.56,29.92,1.40,47181.74
1994-11-03,419.12,1.30,2598.22,35.50,46.98,23.39,1.30,48010.48
1994-11-04,65.68,1.40,2598.24,36.99,42.89,33.45,1.40,48137.97
1994-11-05,290.76,1.50,2598.33,41.28,49.34,34.56,1.50,48711.71
1994-11-06,547.79,1.40,2598.50,44.08,50.67,38.64,1.40,49795.45
1994-11-07,515.64,1.40,2598.66,39.71,48.79,28.82,1.40,50815.43
1994-11-08,65.58,1.30,2598.68,39.16,47.06,28.42,1.30,50942.93
1994-11-09,33.54,1.40,2598.69,43.95,47.45,39.74,1.40,51006.68
1994-11-10,130.06,1.50,2598.73,44.19,49.96,35.11,1.50,51261.67
1994-11-11,777.45,1.50,2598.97,39.34,46.58,31.02,1.50,52800.75
1994-11-12,456.85,1.50,2599.11,40.25,46.43,35.89,1.50,53703.92
1994-11-13,66.56,1.30,2599.13,38.89,46.82,30.47,1.30,53833.36
1994-11-14,327.70,1.40,2599.23,37.58,46.51,29.05,1.40,54480.56
1994-11-15,490.85,1.40,2599.38,37.50,45.80,28.97,1.40,55451.36
1994-11-16,66.66,1.40,2599.40,40.62,43.75,36.44,1.40,55580.80
1994-11-17,198.98,3.20,2599.46,32.72,40.22,28.34,3.20,55969.12
1994-11-18,529.07,7.00,2599.62,30.67,38.64,22.13,7.00,57004.64
1994-11-19,398.56,7.00,2599.74,30.78,39.59,22.29,7.00,57781.28
1994-11-20,72.16,6.90,2599.76,33.02,45.17,21.74,6.90,57910.72
1994-11-21,202.68,6.90,2599.82,27.18,40.14,19.77,6.90,58299.04
1994-11-22,137.42,6.90,2599.86,17.26,23.78,11.44,6.90,58557.92
1994-11-23,-25.53,7.10,2599.85,20.21,28.11,11.05,7.10,58493.20
1994-11-24,203.08,7.30,2599.91,27.47,30.86,25.04,7.30,58881.52
1994-11-25,1725.69,7.40,2600.43,34.12,45.88,23.86,7.40,62289.70
1994-11-26,40.52,7.50,2600.44,34.12,37.23,29.52,7.50,62355.20
1994-11-27,139.59,7.50,2600.48,32.84,37.31,27.79,7.50,62617.19
1994-11-28,40.42,7.40,2600.49,36.97,42.89,29.21,7.40,62682.68
1994-11-29,139.79,7.70,2600.53,32.80,36.21,28.97,7.70,62944.67
1994-11-30,238.85,7.70,2600.60,39.75,53.11,33.30,7.70,63403.14
1994-12-01,73.65,7.60,2600.62,49.52,53.27,41.47,7.60,63534.14
1994-12-02,40.12,7.10,2600.63,40.10,48.00,32.04,7.10,63599.63
1994-12-03,40.22,7.20,2600.64,36.04,42.18,30.78,7.20,63665.13
1994-12-04,40.12,7.10,2600.65,27.52,34.24,21.90,7.10,63730.63
1994-12-05,1129.61,6.90,2600.99,26.31,28.66,21.11,6.90,65957.50
1994-12-06,374.29,6.50,2601.10,31.67,39.27,27.72,6.50,66687.00
1994-12-07,341.27,6.50,2601.20,29.89,38.57,20.09,6.50,67351.00
1994-12-08,73.45,6.50,2601.22,22.95,32.43,17.26,6.50,67483.80
1994-12-09,709.51,6.50,2601.43,26.28,32.43,22.68,6.50,68878.20
1994-12-10,106.73,6.30,2601.46,23.54,26.54,18.67,6.30,69077.40
1994-12-11,910.27,6.40,2601.73,24.29,27.17,17.18,6.40,70870.20
1994-12-12,241.04,6.70,2601.80,29.40,34.48,25.36,6.70,71335.00
1994-12-13,777.77,6.60,2602.03,32.05,38.41,22.21,6.60,72864.60
1994-12-14,6.90,6.90,2602.03,23.03,27.64,13.41,6.90,72864.60
1994-12-15,718.88,7.40,2602.24,25.05,35.18,15.84,7.40,74275.80
1994-12-16,515.90,7.70,2602.39,35.55,48.86,25.91,7.70,75283.80
1994-12-17,245.06,7.90,2602.46,36.05,44.54,30.23,7.90,75754.20
1994-12-18,414.46,7.90,2602.58,39.87,49.34,30.47,7.90,76560.60
1994-12-19,75.66,7.90,2602.60,36.55,42.18,25.75,7.90,76695.00
1994-12-20,482.22,7.90,2602.74,28.31,35.89,23.16,7.90,77635.80
1994-12-21,380.58,7.90,2602.85,26.96,39.43,20.33,7.90,78375.00
1994-12-22,380.58,7.90,2602.96,24.24,35.81,18.83,7.90,79114.20
1994-12-23,383.27,7.80,2603.07,20.04,25.67,14.98,7.80,79858.93
1994-12-24,316.10,7.60,2603.16,27.97,35.58,20.80,7.60,80470.84
1994-12-25,384.66,7.60,2603.27,38.32,47.61,32.04,7.60,81218.73
1994-12-26,316.20,7.70,2603.36,35.06,39.43,30.39,7.70,81830.64
1994-12-27,453.52,7.90,2603.49,35.45,39.19,32.35,7.90,82714.51
1994-12-28,350.68,7.90,2603.59,39.62,48.47,29.92,7.90,83394.41
1994-12-29,179.29,7.90,2603.64,28.79,40.22,20.40,7.90,83734.36
1994-12-30,384.96,7.90,2603.75,26.23,35.34,17.26,7.90,84482.25
1994-12-31,384.96,7.90,2603.86,21.48,30.31,14.59,7.90,85230.14
1995-01-01,453.22,7.60,2603.99,17.00,28.89,9.63,7.60,86114.01
1995-01-02,180.52,7.40,2604.04,14.75,25.12,7.59,7.40,86457.39
1995-01-03,627.24,7.40,2604.22,13.03,23.71,4.92,7.40,87686.83
1995-01-04,77.02,7.60,2604.24,17.76,25.59,12.15,7.60,87824.52
1995-01-05,632.40,7.60,2604.42,24.11,31.57,13.25,7.60,89063.80
1995-01-06,77.02,7.60,2604.44,28.00,37.46,24.26,7.60,89201.49
1995-01-07,666.81,7.30,2604.63,31.73,39.90,27.64,7.30,90509.61
1995-01-08,389.43,7.60,2604.74,36.00,43.36,28.11,7.60,91266.95
1995-01-09,320.00,7.60,2604.83,39.26,44.70,35.42,7.60,91886.58
1995-01-10,1054.18,7.80,2605.13,47.10,56.25,38.49,7.80,93962.05
1995-01-11,288.70,7.90,2605.21,45.06,53.27,37.23,7.90,94519.01
1995-01-12,710.20,8.20,2605.41,41.14,49.89,34.32,8.20,95911.40
1995-01-13,810.58,8.30,2605.64,40.02,49.34,36.68,8.30,97502.70
1995-01-14,1839.45,8.20,2606.16,41.65,52.95,33.93,8.20,101134.93
1995-01-15,2770.25,8.00,2606.94,43.70,49.57,37.54,8.00,106613.77
1995-01-16,2403.45,8.10,2607.61,38.14,44.62,31.02,8.10,111364.87
1995-01-17,3900.11,8.00,2608.69,35.92,43.12,27.64,8.00,119084.76
1995-01-18,1970.72,7.70,2609.23,36.84,39.98,33.93,7.70,122978.35
1995-01-19,1327.61,7.60,2609.59,38.06,41.40,33.69,7.60,125596.55
1995-01-20,1065.71,7.60,2609.88,38.09,42.42,31.57,7.60,127695.27
1995-01-21,1077.22,7.60,2610.17,32.13,40.84,25.67,7.60,129816.82
1995-01-22,743.03,7.60,2610.37,28.01,37.31,20.64,7.60,131275.52
1995-01-23,933.50,7.60,2610.62,34.62,42.42,25.20,7.60,133112.02
1995-01-24,780.07,7.60,2610.83,42.10,49.18,33.85,7.60,134644.19
1995-01-25,600.38,7.80,2610.99,40.23,48.55,32.98,7.80,135819.55
1995-01-26,751.39,7.80,2611.19,44.78,51.93,37.94,7.80,137294.44
1995-01-27,607.20,7.70,2611.35,42.99,51.14,33.22,7.70,138483.53
1995-01-28,901.60,7.70,2611.59,36.34,40.29,30.78,7.70,140256.56
1995-01-29,906.95,7.70,2611.83,40.32,44.78,37.78,7.70,142040.20
1995-01-30,1017.65,7.60,2612.10,41.20,46.82,37.31,7.60,144043.61
1995-01-31,1440.55,7.90,2612.48,45.35,53.35,40.69,7.90,146885.23
1995-02-01,6349.08,8.10,2614.15,53.08,62.39,44.85,8.10,159462.38
1995-02-02,10951.75,9.20,2616.97,49.09,56.41,40.06,9.20,181166.59
1995-02-03,15063.56,9.20,2620.73,40.06,52.24,31.10,9.20,211026.47
1995-02-04,7652.20,9.10,2622.59,40.69,52.09,31.73,9.10,226186.33
1995-02-05,5124.27,9.40,2623.82,38.23,47.92,30.47,9.40,236331.52
1995-02-06,3785.94,9.30,2624.72,40.71,51.62,36.13,9.30,243822.38
1995-02-07,3442.55,8.70,2625.53,41.66,47.68,34.56,8.70,250633.31
1995-02-08,2429.32,8.70,2626.10,43.13,55.15,33.69,8.70,255434.53
1995-02-09,3264.62,8.80,2626.86,42.25,57.98,32.04,8.80,261892.36
1995-02-10,3156.92,9.10,2627.59,44.19,55.15,32.59,9.10,268135.97
1995-02-11,2608.07,9.10,2628.19,33.46,41.32,29.13,9.10,273290.94
1995-02-12,2145.16,9.00,2628.68,31.57,35.73,29.37,9.00,277527.94
1995-02-13,2056.37,9.00,2629.15,32.04,37.62,28.50,9.00,281588.84
1995-02-14,1503.89,8.80,2629.49,30.82,36.84,25.12,8.80,284554.31
1995-02-15,1326.22,8.50,2629.79,34.42,46.66,27.95,8.50,287167.97
1995-02-16,1284.34,7.90,2630.08,34.00,42.97,26.30,7.90,289699.75
1995-02-17,889.67,7.90,2630.28,42.58,55.86,30.86,7.90,291448.72
1995-02-18,1336.78,7.70,2630.58,52.07,61.05,40.61,7.70,294084.91
1995-02-19,1068.29,7.60,2630.82,53.41,69.54,39.98,7.60,296188.75
1995-02-20,1380.77,7.80,2631.13,46.78,61.92,35.18,7.80,298912.00
1995-02-21,2556.51,7.90,2631.70,48.49,63.64,37.70,7.90,303967.09
1995-02-22,2788.47,8.10,2632.32,48.85,64.27,38.01,8.10,309481.88
1995-02-23,2754.69,8.20,2632.93,49.31,63.49,38.80,8.20,314929.47
1995-02-24,2602.17,8.20,2633.50,46.99,64.59,34.01,8.20,320074.53
1995-02-25,2873.15,8.30,2634.13,50.66,67.89,38.09,8.30,325756.88
1995-02-26,3261.72,8.20,2634.84,52.14,61.36,39.04,8.20,332210.13
1995-02-27,2779.89,8.00,2635.44,44.02,54.84,31.65,8.00,337708.09
1995-02-28,2695.17,8.10,2636.02,36.11,52.40,23.78,8.10,343037.81
1995-03-01,2483.47,8.00,2636.55,35.05,49.65,21.82,8.00,347947.84
1995-03-02,2439.40,8.10,2637.07,38.25,45.72,30.62,8.10,352770.25
1995-03-03,2276.16,8.60,2637.55,42.06,50.28,36.52,8.60,357267.88
1995-03-04,1565.53,8.30,2637.88,45.52,52.40,41.24,8.30,360356.59
1995-03-05,2433.40,8.10,2638.39,39.26,44.62,29.21,8.10,365167.09
1995-03-06,2294.63,7.90,2638.87,38.10,47.76,29.05,7.90,369702.75
1995-03-07,1788.47,8.00,2639.24,36.67,52.80,22.13,8.00,373234.25
1995-03-08,1453.20,8.30,2639.54,41.87,50.83,34.24,8.30,376100.16
1995-03-09,1983.49,8.10,2639.95,55.56,67.50,40.69,8.10,380018.28
1995-03-10,731.74,7.90,2640.10,57.30,65.45,44.70,7.90,381454.00
1995-03-11,1664.89,7.90,2640.44,54.47,60.81,46.51,7.90,384740.59
1995-03-12,5091.50,8.30,2641.48,49.08,57.20,42.81,8.30,394822.97
1995-03-13,4154.11,8.60,2642.32,49.77,58.38,42.89,8.60,403045.47
1995-03-14,3684.54,8.70,2643.06,53.85,63.49,45.25,8.70,410336.38
1995-03-15,2871.69,8.90,2643.63,49.98,63.57,37.07,8.90,416014.63
1995-03-16,2977.53,9.00,2644.22,42.81,55.39,34.87,9.00,421902.63
1995-03-17,4324.80,9.20,2645.07,46.97,62.23,31.49,9.20,430462.50
1995-03-18,2465.72,10.00,2645.55,50.18,56.88,43.83,10.00,435333.34
1995-03-19,2264.81,10.00,2645.99,50.29,57.98,43.75,10.00,439805.69
1995-03-20,2598.42,10.00,2646.49,53.09,63.49,44.30,10.00,444939.75
1995-03-21,3158.69,8.80,2647.10,45.77,54.45,38.25,8.80,451187.47
1995-03-22,2361.32,9.00,2647.55,44.76,56.73,32.90,9.00,455853.22
1995-03-23,2622.77,9.50,2648.05,42.38,47.06,37.31,9.50,461036.56
1995-03-24,1805.21,9.30,2648.39,40.33,47.06,33.77,9.30,464598.69
1995-03-25,1858.51,8.90,2648.74,38.89,49.18,29.52,8.90,468267.34
1995-03-26,1754.38,8.90,2649.07,39.98,52.56,27.87,8.90,471729.44
1995-03-27,1549.67,9.00,2649.36,44.23,56.10,30.78,9.00,474785.31
1995-03-28,1023.21,9.00,2649.55,42.28,53.97,30.07,9.00,476796.97
1995-03-29,1712.65,9.40,2649.87,42.90,56.02,25.99,9.40,480175.31
1995-03-30,1340.63,9.80,2650.12,48.82,64.20,29.60,9.80,482814.97
1995-03-31,1410.98,10.00,2650.38,50.78,69.23,30.39,10.00,485593.78
1995-04-01,1091.08,11.00,2650.58,52.01,60.89,41.87,11.00,487736.09
1995-04-02,1669.26,10.00,2650.89,49.01,63.25,37.86,10.00,491027.19
1995-04-03,1585.43,11.00,2651.18,54.57,71.66,38.57,11.00,494150.03
1995-04-04,1230.91,38.00,2651.40,57.44,74.65,37.39,38.00,496516.13
1995-04-05,1383.22,135.00,2651.63,58.46,68.99,45.17,135.00,498991.94
1995-04-06,1609.51,148.00,2651.90,51.92,57.28,48.31,148.00,501890.81
1995-04-07,1452.18,141.00,2652.14,54.44,66.87,46.43,141.00,504491.50
1995-04-08,869.22,151.00,2652.27,45.43,50.59,41.63,151.00,505916.06
1995-04-09,1244.27,151.00,2652.47,45.62,51.93,40.53,151.00,508084.53
1995-04-10,1514.99,310.00,2652.69,40.78,55.94,30.78,151.00,510474.59
1995-04-11,2119.75,420.00,2653.00,49.83,57.75,42.50,151.00,513846.00
1995-04-12,1411.20,419.00,2653.18,51.20,65.06,38.88,150.00,515814.00
1995-04-13,1502.20,389.00,2653.38,49.40,57.43,42.34,149.00,518022.00
1995-04-14,1106.93,389.00,2653.51,43.02,51.69,32.35,149.00,519446.00
1995-04-15,1332.80,389.00,2653.68,41.79,53.66,27.48,149.00,521318.00
1995-04-16,1381.20,389.00,2653.86,44.43,59.48,30.00,149.00,523286.00
1995-04-17,1338.22,393.00,2654.03,48.33,59.87,34.79,149.00,525160.81
1995-04-18,1169.02,445.00,2654.16,49.37,56.25,42.34,149.00,526596.88
1995-04-19,1018.38,514.00,2654.25,45.98,55.86,35.34,149.00,527597.31
1995-04-20,1338.92,558.00,2654.39,44.71,48.86,40.84,149.00,529146.25
1995-04-21,959.48,569.00,2654.46,49.73,59.71,40.14,148.00,529920.75
1995-04-22,902.54,569.00,2654.52,52.49,64.20,39.43,148.00,530582.31
1995-04-23,1187.27,569.00,2654.63,53.98,68.52,37.94,148.00,531808.63
1995-04-24,1209.23,713.00,2654.72,60.59,77.09,41.24,149.00,532792.88
1995-04-25,1275.41,828.00,2654.80,57.29,67.42,45.88,149.00,533680.31
1995-04-26,1151.79,924.00,2654.84,56.16,69.31,38.41,149.00,534132.13
1995-04-27,450.67,1012.00,2654.74,57.61,74.57,42.65,149.00,533018.75
1995-04-28,1094.94,1038.00,2654.75,53.91,61.36,45.88,149.00,533131.69
1995-04-29,1236.85,1066.00,2654.78,49.86,58.30,44.70,149.00,533470.56
1995-04-30,1246.69,1084.00,2654.81,54.74,64.35,44.70,149.00,533793.25
1995-05-01,2199.09,1084.00,2655.01,53.56,61.60,49.34,149.00,536005.00
1995-05-02,2814.21,887.00,2655.35,55.26,63.41,48.94,149.00,539827.56
1995-05-03,2920.28,886.00,2655.71,53.88,63.57,42.50,149.00,543862.50
1995-05-04,3311.79,884.00,2656.14,53.67,65.92,47.13,148.00,548677.94
1995-05-05,3145.22,862.00,2656.54,51.48,56.25,47.68,149.00,553206.63
1995-05-06,4141.99,831.00,2657.12,52.69,58.38,48.39,150.00,559773.88
1995-05-07,13880.55,799.00,2659.38,56.37,66.79,49.89,152.00,585720.75
1995-05-08,13936.30,811.00,2661.60,56.80,65.45,49.02,193.00,611754.38
1995-05-09,11786.67,895.00,2663.41,57.20,71.04,43.28,232.00,633357.69
1995-05-10,8862.06,930.00,2664.71,62.00,70.09,53.74,237.00,649090.69
1995-05-11,6799.72,935.00,2665.66,55.54,62.23,46.43,242.00,660723.19
1995-05-12,6466.94,935.00,2666.55,50.79,61.68,38.41,242.00,671695.63
1995-05-13,6943.96,937.00,2667.51,53.94,63.09,43.44,242.00,683610.25
1995-05-14,6307.79,938.00,2668.36,57.03,69.15,42.26,243.00,694261.06
1995-05-15,5743.49,981.00,2669.11,58.25,75.75,41.71,248.00,703707.31
1995-05-16,4086.13,1019.00,2669.59,61.53,73.08,52.95,245.00,709790.88
1995-05-17,4417.23,1081.00,2670.11,63.26,75.83,49.49,237.00,716408.19
1995-05-18,3679.70,1228.00,2670.49,60.50,74.57,42.89,294.00,721271.06
1995-05-19,3333.28,1459.00,2670.78,60.41,74.89,41.63,466.00,724988.63
1995-05-20,3510.08,2412.00,2670.95,61.52,81.73,42.26,1390.00,727166.63
1995-05-21,3189.57,3767.00,2670.86,64.61,80.94,49.96,2660.00,726021.31
1995-05-22,2776.51,3619.00,2670.73,63.49,76.38,50.36,2360.00,724350.25
1995-05-23,2825.19,3147.00,2670.68,62.00,75.60,51.54,1830.00,723711.94
1995-05-24,2592.05,2469.00,2670.70,61.85,76.54,45.88,1130.00,723956.00
1995-05-25,2537.88,1951.00,2670.79,62.57,78.35,46.35,575.00,725120.06
1995-05-26,2351.00,2351.00,2670.79,62.49,72.76,50.59,957.00,725120.06
1995-05-27,2192.97,2458.00,2670.75,60.89,75.67,43.60,1110.00,724594.38
1995-05-28,2228.42,2484.00,2670.71,66.12,82.20,48.31,1070.00,724087.44
1995-05-29,2210.42,2466.00,2670.67,72.80,87.86,58.38,1020.00,723580.50
1995-05-30,1732.04,2442.00,2670.56,72.31,89.27,54.60,925.00,722172.31
1995-05-31,1550.77,2327.00,2670.44,72.05,86.76,59.64,778.00,720632.69
1995-06-01,1499.04,2209.00,2670.33,68.96,82.91,55.23,657.00,719224.50
1995-06-02,1530.39,2051.00,2670.25,68.87,82.67,55.08,499.00,718191.88
1995-06-03,1429.84,1941.00,2670.17,71.10,82.99,61.13,386.00,717178.00
1995-06-04,1788.73,1855.00,2670.16,70.87,86.05,52.24,296.00,717046.56
1995-06-05,1089.04,1799.00,2670.05,55.92,68.76,45.72,241.00,715638.38
1995-06-06,1435.15,1757.00,2670.00,49.84,58.22,42.97,237.00,715000.00
1995-06-07,1472.75,1726.00,2669.96,55.38,68.99,42.26,229.00,714497.69
1995-06-08,1590.69,1722.00,2669.94,62.05,72.45,49.34,225.00,714237.25
1995-06-09,1659.33,1725.00,2669.93,62.19,71.19,52.40,217.00,714107.00
1995-06-10,1291.78,1742.00,2669.86,65.50,83.06,42.57,233.00,713214.00
1995-06-11,1737.00,1737.00,2669.86,71.88,84.79,53.82,204.00,713214.00
1995-06-12,1437.08,1756.00,2669.81,73.04,90.30,53.58,218.00,712581.44
1995-06-13,986.89,1756.00,2669.69,72.62,83.46,57.59,203.00,711055.94
1995-06-14,1126.20,1764.00,2669.59,66.91,79.60,56.73,211.00,709790.88
1995-06-15,938.19,1773.00,2669.46,63.06,68.83,55.47,220.00,708135.06
1995-06-16,1053.53,1757.00,2669.35,64.51,76.30,54.37,218.00,706739.75
1995-06-17,995.89,1765.00,2669.23,63.50,72.53,56.18,223.00,705214.25
1995-06-18,1383.08,1702.00,2669.18,59.58,68.60,51.54,224.00,704581.69
1995-06-19,1215.11,1534.00,2669.13,56.48,64.98,50.04,224.00,703949.19
1995-06-20,973.50,1480.00,2669.05,56.34,70.33,40.61,225.00,702944.56
1995-06-21,1141.36,1404.00,2669.01,61.09,72.45,46.58,225.00,702423.63
1995-06-22,1022.63,1404.00,2668.95,67.04,80.08,49.34,225.00,701667.19
1995-06-23,967.45,1404.00,2668.88,70.00,85.74,50.36,225.00,700801.31
1995-06-24,838.12,1414.00,2668.79,75.48,92.18,55.23,225.00,699659.06
1995-06-25,752.37,1514.00,2668.67,77.40,94.15,56.73,226.00,698148.38
1995-06-26,551.52,1694.00,2668.49,78.48,96.67,59.71,227.00,695882.31
1995-06-27,704.57,1782.00,2668.32,74.90,87.39,60.97,227.00,693745.25
1995-06-28,481.77,1810.00,2668.11,72.52,84.79,56.73,227.00,691110.75
1995-06-29,546.43,1814.00,2667.91,70.08,83.77,51.30,230.00,688596.56
1995-06-30,725.80,1794.00,2667.74,68.75,88.96,49.02,220.00,686477.81
1995-07-01,617.09,1805.00,2667.55,76.85,93.05,58.46,229.00,684121.63
1995-07-02,615.89,1813.00,2667.36,69.96,88.33,57.75,234.00,681747.19
1995-07-03,268.80,1779.00,2667.12,69.08,79.37,55.63,204.00,678751.75
1995-07-04,499.83,1757.00,2666.92,71.00,85.66,53.11,180.00,676258.19
1995-07-05,641.25,1764.00,2666.74,73.47,90.06,52.48,185.00,674031.25
1995-07-06,81.40,1761.00,2666.47,78.03,91.32,61.60,190.00,670699.81
1995-07-07,1142.31,1763.00,2666.37,74.63,95.56,56.73,193.00,669468.69
1995-07-08,-106.28,1765.00,2666.07,78.66,93.83,63.09,195.00,665757.06
1995-07-09,766.71,1766.00,2665.91,76.19,89.75,64.59,196.00,663775.00
1995-07-10,214.38,1753.00,2665.66,76.59,87.86,60.81,206.00,660723.19
1995-07-11,258.70,1743.00,2665.42,74.28,87.15,58.14,220.00,657779.13
1995-07-12,629.76,1743.00,2665.24,64.74,74.26,55.70,225.00,655571.06
1995-07-13,667.43,1663.00,2665.08,65.71,78.43,53.35,224.00,653596.38
1995-07-14,301.19,1650.00,2664.86,70.94,85.82,53.42,223.00,650921.06
1995-07-15,377.58,1605.00,2664.66,74.30,90.22,55.23,223.00,648486.50
1995-07-16,528.99,1631.00,2664.48,75.46,91.48,58.46,223.00,646300.69
1995-07-17,224.40,1631.00,2664.25,88.09,94.07,71.04,223.00,643510.75
1995-07-18,524.28,1689.00,2664.06,80.86,97.22,65.06,223.00,641200.56
1995-07-19,522.39,1742.00,2663.86,78.78,94.23,67.65,218.00,638781.50
1995-07-20,-6.90,1751.00,2663.57,76.93,93.52,62.62,210.00,635294.75
1995-07-21,459.56,1738.00,2663.36,78.72,94.94,60.81,215.00,632759.00
1995-07-22,163.66,1744.00,2663.10,77.50,91.71,60.34,222.00,629624.44
1995-07-23,541.87,1744.00,2662.90,79.52,93.99,63.41,222.00,627240.06
1995-07-24,200.59,1767.00,2662.64,79.49,94.15,60.26,223.00,624133.13
