date,qu,af,fb,aqd,mm,mn,mx
1999-05-25,2112.02,139240.00,2900.17,,58.42,49.30,64.43
1999-05-26,1993.54,141895.00,2901.45,,55.15,34.31,76.06
1999-05-27,1778.22,144111.00,2902.51,,58.61,38.51,77.46
1999-05-28,1763.25,146297.31,2903.55,,58.41,50.98,68.49
1999-05-29,1654.54,148268.00,2904.48,,54.84,36.13,71.15
1999-05-30,1523.07,149968.00,2905.28,,55.86,35.99,71.29
1999-05-31,1422.24,151468.00,2905.98,,59.04,55.32,64.15
1999-06-01,2126.10,154364.11,2907.32,,48.76,40.05,53.92
1999-06-02,1648.50,156301.00,2908.21,,46.71,30.80,59.66
1999-06-03,1367.35,157680.22,2908.83,,59.60,42.43,75.08
1999-06-04,1397.88,159120.00,2909.50,,57.39,50.56,66.53
1999-06-05,1547.18,160846.00,2910.28,,53.30,42.01,57.70
1999-06-06,1707.50,162890.00,2911.20,,46.23,40.75,54.34
1999-06-07,1236.03,163986.94,2911.69,,45.65,41.03,55.18
1999-06-08,1334.46,165291.00,2912.27,,45.45,33.05,55.04
1999-06-09,1022.39,165986.00,2912.58,,50.92,34.17,67.51
1999-06-10,932.68,166503.06,2912.81,,53.99,36.41,69.47
1999-06-11,1223.52,167597.00,2913.29,,59.47,41.03,77.18
1999-06-12,1148.93,168543.00,2913.71,,63.50,44.39,81.52
1999-06-13,1541.63,170258.00,2914.46,,67.21,54.20,84.18
1999-06-14,1964.12,172811.00,2915.57,,69.68,52.24,89.65
1999-06-15,2348.72,175876.94,2916.89,,68.98,52.94,89.79
1999-06-16,2596.70,179262.17,2918.33,,63.67,58.12,72.13
1999-06-17,2404.37,182256.00,2919.59,,63.33,44.81,80.68
1999-06-18,2060.09,184200.00,2920.40,,61.15,56.30,65.83
1999-06-19,1845.79,185112.00,2920.78,,60.08,53.08,71.29
1999-06-20,1903.37,185914.06,2921.11,,58.28,48.88,69.47
1999-06-21,1504.27,186226.00,2921.24,,58.48,54.90,64.01
1999-06-22,1950.17,187950.00,2921.95,,58.91,53.78,66.67
1999-06-23,1839.61,189540.00,2922.60,,63.87,54.20,74.93
1999-06-24,2090.59,191435.42,2923.37,,59.39,52.24,68.49
1999-06-25,1911.09,192350.00,2923.74,,53.20,49.16,57.84
1999-06-26,1571.94,191975.00,2923.59,,52.54,45.23,61.63
1999-06-27,1423.80,191310.13,2923.32,,55.99,41.03,68.35
1999-06-28,1255.17,190913.77,2923.16,,56.37,42.57,68.07
1999-06-29,1435.10,191630.00,2923.45,,61.74,53.08,72.55
1999-06-30,1410.40,192644.36,2923.86,,62.91,58.12,70.73
1999-07-01,1508.57,193665.00,2924.27,,55.90,50.00,59.24
1999-07-02,1297.62,194055.00,2924.43,,50.57,45.79,57.42
1999-07-03,1084.01,193980.00,2924.40,,50.88,43.83,60.78
1999-07-04,1061.16,193860.30,2924.35,,51.52,39.49,61.49
1999-07-05,1067.98,193764.06,2924.31,,58.22,38.23,79.98
1999-07-06,1144.74,193955.94,2924.39,,66.46,43.97,88.52
1999-07-07,1196.61,194455.00,2924.59,,56.57,52.94,65.13
1999-07-08,1192.59,195055.19,2924.83,,59.81,39.07,78.72
1999-07-09,1166.19,195605.00,2925.05,,65.87,43.97,90.35
1999-07-10,1426.90,196662.00,2925.47,,71.43,51.12,92.87
1999-07-11,1311.61,197290.00,2925.72,,71.79,51.12,93.15
1999-07-12,1395.02,197415.00,2925.77,,71.35,50.28,91.47
1999-07-13,1642.38,197265.00,2925.71,,67.19,49.44,82.92
1999-07-14,1156.38,196155.00,2925.27,,54.95,49.30,59.52
1999-07-15,1002.86,195280.00,2924.92,,59.06,42.01,73.67
1999-07-16,972.93,195105.31,2924.85,,60.19,50.70,73.95
1999-07-17,1213.58,195755.06,2925.11,,52.35,47.06,54.06
1999-07-18,1011.01,196005.00,2925.21,,59.62,42.85,80.54
1999-07-19,1355.39,196940.00,2925.58,,64.45,47.06,86.00
1999-07-20,1235.91,197640.00,2925.86,,66.32,51.82,86.70
1999-07-21,1102.63,197792.00,2925.92,,64.54,56.44,81.80
1999-07-22,1121.55,197640.36,2925.86,,63.52,49.02,87.12
1999-07-23,919.35,197089.64,2925.64,,64.12,49.30,75.92
1999-07-24,920.97,196558.00,2925.43,,58.60,53.89,63.84
1999-07-25,895.60,195980.00,2925.20,,61.12,47.66,74.88
1999-07-26,775.52,195505.00,2925.01,,65.26,49.61,80.68
1999-07-27,868.02,195630.00,2925.06,,69.76,54.99,86.30
1999-07-28,974.27,196055.00,2925.23,,70.57,57.65,84.45
1999-07-29,932.50,196280.13,2925.32,,67.30,56.92,75.18
1999-07-30,878.64,196305.19,2925.33,,64.82,58.26,72.99
1999-07-31,811.47,196080.00,2925.24,,63.51,48.04,76.08
1999-08-01,719.92,195580.00,2925.04,,67.90,52.20,82.64
1999-08-02,719.05,195080.25,2924.84,,70.00,57.10,85.41
1999-08-03,784.44,194855.00,2924.75,,70.58,58.75,86.02
1999-08-04,859.81,194930.00,2924.78,,71.75,59.22,83.21
1999-08-05,871.75,195080.25,2924.84,,66.76,59.63,80.01
1999-08-06,883.31,195305.00,2924.93,,65.47,58.47,77.65
1999-08-07,798.62,195455.00,2924.99,,59.64,54.82,67.55
1999-08-08,774.42,195555.00,2925.03,,60.82,48.21,72.44
1999-08-09,662.98,195430.00,2924.98,,66.05,53.27,80.21
1999-08-10,653.79,195380.00,2924.96,,69.26,55.96,80.84
1999-08-11,603.62,195530.00,2925.02,,62.15,57.16,66.51
1999-08-12,530.42,195630.00,2925.06,,58.28,52.97,63.90
1999-08-13,518.81,195705.00,2925.09,,48.90,0.00,64.43
1999-08-14,483.00,195705.00,2925.09,,55.68,52.28,59.45
1999-08-15,434.58,195605.00,2925.05,,57.17,52.20,62.26
1999-08-16,498.60,195630.00,2925.06,,62.86,51.71,74.70
1999-08-17,513.21,195680.00,2925.08,,66.90,53.42,80.99
1999-08-18,540.48,195780.13,2925.12,,66.31,57.12,82.29
1999-08-19,541.23,195879.75,2925.16,,66.09,51.03,79.83
1999-08-20,543.54,195980.00,2925.20,,67.31,53.97,81.99
1999-08-21,418.19,195829.64,2925.14,,61.81,56.41,66.43
1999-08-22,458.40,195755.06,2925.11,,62.15,47.23,77.40
1999-08-23,434.95,195630.00,2925.06,,67.29,50.85,85.12
1999-08-24,448.58,195530.00,2925.02,,70.52,61.50,79.91
1999-08-25,470.58,195430.00,2924.98,,66.24,59.30,69.42
1999-08-26,524.58,195330.00,2924.94,,65.42,51.10,81.07
1999-08-27,488.98,195155.42,2924.87,,70.31,56.53,85.33
1999-08-28,421.54,194855.00,2924.75,,69.49,61.93,80.01
1999-08-29,537.19,194780.00,2924.72,,61.75,54.72,67.67
1999-08-30,387.94,194405.00,2924.57,,49.97,46.58,54.27
1999-08-31,377.34,194005.00,2924.41,,49.52,45.07,55.13
1999-09-01,365.45,193414.81,2924.17,,49.05,36.84,59.63
1999-09-02,363.92,192524.06,2923.81,,53.02,42.20,64.15
1999-09-03,352.54,190985.94,2923.19,,53.51,43.58,64.39
1999-09-04,152.71,188145.00,2922.03,,58.12,46.52,67.96
1999-09-05,724.25,185914.06,2921.11,,57.65,51.93,67.47
1999-09-06,467.75,182928.41,2919.87,,52.40,49.47,54.99
1999-09-07,453.50,179732.00,2918.53,,52.08,39.04,63.64
1999-09-08,482.37,176696.00,2917.24,,54.84,40.16,69.08
1999-09-09,471.61,173718.00,2915.96,,56.81,46.41,67.47
1999-09-10,468.97,170465.00,2914.55,,56.56,40.78,70.93
1999-09-11,480.96,167251.66,2913.14,,53.39,40.06,64.13
1999-09-12,470.78,164032.00,2911.71,,55.67,42.51,69.32
1999-09-13,457.57,160802.00,2910.26,,59.09,44.82,75.12
1999-09-14,492.27,157502.00,2908.76,,61.34,46.68,79.44
1999-09-15,455.14,153967.67,2907.14,,58.14,0.00,77.30
1999-09-16,476.14,150356.00,2905.46,,59.15,47.57,72.54
1999-09-17,465.36,146715.00,2903.75,,59.56,45.42,75.63
1999-09-18,472.39,143082.00,2902.02,,61.53,48.72,77.30
1999-09-19,484.56,139489.00,2900.29,,61.27,47.55,76.16
1999-09-20,478.57,135900.00,2898.54,,62.04,48.82,79.11
1999-09-21,509.19,132340.00,2896.78,,62.34,48.80,80.36
1999-09-22,503.11,128760.00,2894.99,,62.74,50.53,79.42
1999-09-23,510.21,125209.95,2893.19,,56.51,48.35,67.67
1999-09-24,455.92,121568.09,2891.32,,50.27,41.55,56.35
1999-09-25,507.87,118061.00,2889.49,,48.37,44.46,53.46
1999-09-26,480.85,114528.09,2887.62,,45.44,40.30,51.20
1999-09-27,455.12,111083.00,2885.77,,42.55,30.55,53.01
1999-09-28,452.64,107750.00,2883.95,,44.52,30.25,57.82
1999-09-29,422.46,104734.00,2882.28,,54.16,41.87,66.57
1999-09-30,406.41,102168.16,2880.84,,49.17,36.42,62.30
1999-10-01,396.00,99878.00,2879.54,,47.97,37.31,60.46
1999-10-02,375.58,97618.00,2878.24,,45.57,33.51,57.27
1999-10-03,362.10,95361.00,2876.93,,47.24,35.60,61.75
1999-10-04,343.36,93287.00,2875.71,,49.98,38.51,63.88
1999-10-05,317.25,91308.00,2874.53,,49.08,0.00,55.31
1999-10-06,318.98,89356.23,2873.36,,49.46,44.64,53.72
1999-10-07,295.57,87381.84,2872.16,,52.15,49.35,54.80
1999-10-08,391.48,85558.00,2871.04,,51.72,45.41,56.72
1999-10-09,447.41,83736.00,2869.91,,44.72,38.45,51.38
1999-10-10,356.72,81761.88,2868.67,,42.06,31.51,51.99
1999-10-11,320.05,79600.00,2867.30,,44.53,34.13,53.87
1999-10-12,327.51,77308.12,2865.83,,51.41,42.61,60.36
1999-10-13,316.59,74945.00,2864.29,,55.46,45.23,60.46
1999-10-14,318.54,72675.00,2862.79,,43.57,39.37,47.15
1999-10-15,269.93,70485.11,2861.33,,37.83,0.00,50.91
1999-10-16,276.12,68335.26,2859.87,,37.77,26.20,50.45
1999-10-17,255.49,66172.27,2858.38,,44.40,33.30,61.05
1999-10-18,233.95,64274.00,2857.06,,43.85,35.46,54.15
1999-10-19,248.30,62906.00,2856.09,,43.83,32.88,60.89
1999-10-20,227.96,62057.00,2855.49,,45.45,33.77,63.52
1999-10-21,209.20,61744.00,2855.26,,46.45,34.97,62.56
1999-10-22,222.12,61772.00,2855.28,,46.49,36.52,63.37
1999-10-23,215.65,61898.24,2855.37,,47.69,36.62,64.31
1999-10-24,201.83,62005.00,2855.45,,45.41,36.84,52.42
1999-10-25,222.02,62130.00,2855.54,,43.16,33.46,54.34
1999-10-26,230.81,62205.00,2855.59,,39.49,27.64,46.19
1999-10-27,262.07,62345.96,2855.69,,30.74,26.01,35.54
1999-10-28,331.17,62625.96,2855.89,,37.53,31.81,44.38
1999-10-29,231.48,62738.00,2855.97,,41.36,38.06,46.11
1999-10-30,267.96,62989.83,2856.15,,44.07,33.99,59.02
1999-10-31,289.42,63284.21,2856.36,,39.10,27.92,47.49
1999-11-01,232.65,63466.00,2856.49,,32.18,0.00,40.65
1999-11-02,226.22,63635.04,2856.61,,34.59,26.32,43.01
1999-11-03,286.70,63924.04,2856.81,,39.29,27.62,51.52
1999-11-04,202.51,64050.00,2856.90,,35.93,26.46,44.64
1999-11-05,273.11,64316.00,2857.09,,32.65,25.64,40.90
1999-11-06,384.03,64802.00,2857.43,,37.14,32.99,41.45
1999-11-07,431.47,65382.10,2857.83,,38.42,34.09,43.36
1999-11-08,314.00,65755.00,2858.09,,42.66,36.89,49.77
1999-11-09,326.35,66200.00,2858.40,,39.36,36.60,41.67
1999-11-10,363.73,66735.00,2858.77,,40.85,34.83,47.41
1999-11-11,471.27,67515.04,2859.31,,43.53,38.29,55.41
1999-11-12,2368.43,72065.97,2862.39,,51.85,48.12,56.92
1999-11-13,2305.61,76520.07,2865.32,,50.90,46.94,57.10
1999-11-14,1146.95,78676.00,2866.71,,45.24,39.79,55.03
1999-11-15,765.98,80102.08,2867.62,,42.36,39.68,48.84
1999-11-16,612.84,81250.20,2868.35,,42.80,39.41,46.82
1999-11-17,523.86,82200.00,2868.95,,40.01,31.23,42.73
1999-11-18,448.33,83000.00,2869.45,,35.25,28.55,41.51
1999-11-19,441.27,83784.00,2869.94,,36.39,34.54,38.13
1999-11-20,433.20,84552.00,2870.42,,37.22,32.12,40.63
1999-11-21,389.92,85234.16,2870.84,,36.11,33.54,39.29
1999-11-22,343.36,85820.00,2871.20,,33.26,30.35,39.86
1999-11-23,325.28,86368.00,2871.54,,35.00,30.76,43.75
1999-11-24,462.40,87184.00,2872.04,,36.50,29.96,42.75
1999-11-25,1780.28,90606.04,2874.11,,44.63,0.00,51.52
1999-11-26,2353.87,95140.00,2876.80,,37.89,29.98,46.11
1999-11-27,1983.83,98940.00,2879.00,,31.14,25.87,34.48
1999-11-28,1471.67,101740.00,2880.60,,34.60,29.06,41.73
1999-11-29,989.58,103591.73,2881.64,,38.17,31.98,44.52
1999-11-30,694.53,104860.22,2882.35,,38.37,32.67,43.75
1999-12-01,683.26,106104.37,2883.04,,35.57,33.14,38.65
1999-12-02,572.11,107128.05,2883.61,,33.80,31.38,39.92
1999-12-03,560.05,108127.82,2884.16,,31.92,26.38,39.84
1999-12-04,471.04,108949.05,2884.61,,29.18,24.93,34.89
1999-12-05,492.07,109812.00,2885.08,,32.81,28.11,39.72
1999-12-06,521.83,110732.00,2885.58,,36.63,30.25,42.20
1999-12-07,392.77,111396.00,2885.94,,32.11,27.52,37.35
1999-12-08,404.69,112042.00,2886.29,,29.81,27.72,31.57
1999-12-09,417.61,112658.09,2886.62,,32.97,28.94,38.66
1999-12-10,370.13,113180.00,2886.90,,34.81,31.57,38.57
1999-12-11,400.91,113759.00,2887.21,,43.95,39.08,46.47
1999-12-12,487.15,114509.05,2887.61,,37.39,30.12,42.97
1999-12-13,477.52,115240.00,2888.00,,29.71,27.52,31.89
1999-12-14,468.16,115952.38,2888.38,,35.53,31.08,40.73
1999-12-15,717.30,117149.00,2889.01,,42.85,35.78,48.98
1999-12-16,972.94,118820.95,2889.89,,44.56,36.97,48.63
1999-12-17,1009.81,120570.00,2890.80,,35.09,32.36,41.51
1999-12-18,1058.71,122420.00,2891.76,,37.78,0.00,42.63
1999-12-19,823.75,123800.00,2892.47,,36.68,31.10,41.06
1999-12-20,752.23,125050.05,2893.11,,37.85,29.45,47.94
1999-12-21,652.27,126109.76,2893.65,,35.69,29.43,45.13
1999-12-22,584.04,127038.09,2894.12,,30.04,25.26,38.80
1999-12-23,512.24,127828.00,2894.52,,26.70,24.63,28.25
1999-12-24,501.22,128600.00,2894.91,,27.70,26.07,29.43
1999-12-25,454.83,129280.00,2895.25,,27.87,27.03,29.07
1999-12-26,429.63,129910.00,2895.57,,26.89,24.89,32.87
1999-12-27,406.57,130490.30,2895.86,,25.26,23.28,29.23
1999-12-28,392.18,131030.15,2896.13,,23.88,22.10,28.48
1999-12-29,392.18,131570.00,2896.40,,22.65,20.14,26.03
1999-12-30,366.89,132059.70,2896.64,,23.09,19.43,28.84
1999-12-31,392.40,132600.00,2896.91,,32.03,22.98,39.13
2000-01-01,380.10,133119.86,2897.17,,32.75,29.98,37.58
2000-01-02,377.20,133630.00,2897.42,,29.44,28.39,31.14
2000-01-03,351.79,134089.75,2897.65,,27.08,24.62,28.78
2000-01-04,419.89,134684.58,2897.94,,35.41,27.01,38.61
2000-01-05,341.58,135124.08,2898.15,,32.97,24.98,35.97
2000-01-06,341.58,135563.58,2898.36,,29.23,22.49,37.21
2000-01-07,341.58,136003.08,2898.57,,36.92,29.61,43.69
2000-01-08,341.58,136442.58,2898.79,,35.74,31.22,40.45
2000-01-09,341.58,136882.08,2899.00,,30.50,27.33,34.93
2000-01-10,341.58,137321.58,2899.22,,26.41,25.56,27.37
2000-01-11,341.58,137761.08,2899.44,,24.70,0.00,27.80
2000-01-12,317.94,138153.69,2899.64,,25.81,23.71,28.44
2000-01-13,369.22,138648.00,2899.88,,27.82,25.44,29.65
2000-01-14,294.95,138995.00,2900.05,,30.29,26.90,34.91
2000-01-15,263.66,139279.95,2900.19,,26.07,20.06,31.10
2000-01-16,372.11,139780.00,2900.43,,30.43,24.83,37.98
2000-01-17,222.35,139983.00,2900.53,,29.69,22.14,39.12
2000-01-18,260.34,140172.11,2900.62,,22.91,17.11,30.43
2000-01-19,271.41,140297.89,2900.68,,20.50,13.26,24.85
2000-01-20,316.98,140520.00,2900.79,,22.64,17.67,28.70
2000-01-21,297.99,140708.41,2900.87,,23.84,20.33,28.90
2000-01-22,275.40,140852.00,2900.94,,23.47,20.96,30.45
2000-01-23,268.04,140981.00,2901.01,,22.64,21.00,24.51
2000-01-24,281.76,141044.00,2901.04,,27.59,23.22,30.43
2000-01-25,275.41,141023.00,2901.03,,30.27,25.36,35.11
2000-01-26,245.16,140942.00,2900.99,,32.17,26.70,35.09
2000-01-27,267.85,140906.00,2900.97,,29.69,19.39,39.55
2000-01-28,249.70,140834.00,2900.93,,20.65,12.83,31.69
2000-01-29,234.81,140732.47,2900.88,,21.30,14.67,26.70
2000-01-30,188.96,140540.00,2900.80,,23.10,21.17,24.85
2000-01-31,245.67,140460.00,2900.76,,22.94,16.01,30.76
2000-02-01,411.24,140708.41,2900.87,,31.90,24.12,36.89
2000-02-02,367.47,140870.00,2900.95,,34.44,31.43,36.93
2000-02-03,322.30,140942.00,2900.99,,33.70,29.61,37.78
2000-02-04,305.66,140981.00,2901.01,,31.20,26.27,41.69
2000-02-05,296.59,141002.00,2901.02,,29.90,22.31,34.69
2000-02-06,296.59,141023.00,2901.03,,31.87,28.19,36.13
2000-02-07,338.94,141128.00,2901.08,,33.58,32.12,36.25
2000-02-08,272.06,141023.00,2901.03,,34.75,32.16,38.65
2000-02-09,284.94,140888.00,2900.96,,32.36,25.06,39.75
2000-02-10,326.59,140732.47,2900.88,,27.36,19.36,37.21
2000-02-11,313.71,140480.00,2900.77,,30.80,27.01,41.63
2000-02-12,327.96,140255.80,2900.66,,30.60,28.58,35.58
2000-02-13,324.64,140025.00,2900.55,,26.44,17.82,29.35
2000-02-14,327.56,139800.00,2900.44,,30.51,28.43,34.28
2000-02-15,302.86,139615.25,2900.35,,33.12,26.42,39.43
2000-02-16,287.65,139321.00,2900.21,,23.79,10.94,38.62
2000-02-17,271.64,138995.00,2900.05,,18.76,2.37,37.62
2000-02-18,261.26,138648.41,2899.88,,19.53,5.63,36.48
2000-02-19,290.60,138360.00,2899.74,,25.69,0.00,31.22
2000-02-20,247.44,137986.00,2899.56,,25.11,14.29,30.59
2000-02-21,301.89,137720.00,2899.43,,32.66,26.79,41.91
2000-02-22,305.76,137902.00,2899.52,,34.92,31.38,40.67
2000-02-23,272.96,138258.95,2899.69,,32.22,26.40,38.78
2000-02-24,269.74,138627.36,2899.87,,29.71,24.03,37.03
2000-02-25,269.59,138932.00,2900.02,,26.02,16.64,36.01
2000-02-26,287.99,139199.75,2900.15,,30.69,26.79,33.65
2000-02-27,264.07,139426.00,2900.26,,33.83,28.25,43.68
2000-02-28,277.25,139678.41,2900.38,,35.08,28.15,39.55
2000-02-29,280.39,139941.00,2900.51,,34.49,0.00,39.84
2000-03-01,264.52,140172.11,2900.62,,33.26,27.05,39.16
2000-03-02,262.89,140400.00,2900.73,,35.26,29.80,44.44
2000-03-03,267.10,140636.23,2900.84,,33.19,26.46,42.10
2000-03-04,293.08,140924.00,2900.98,,34.88,31.73,39.12
2000-03-05,261.44,141149.00,2901.09,,33.79,27.84,40.75
2000-03-06,264.46,141380.00,2901.20,,31.84,26.38,35.23
2000-03-07,190.33,141460.00,2901.24,,30.42,20.37,38.37
2000-03-08,274.18,141706.31,2901.36,,32.70,30.35,36.17
2000-03-09,274.89,141958.00,2901.48,,35.03,29.25,43.48
2000-03-10,253.88,142168.00,2901.58,,32.96,25.24,41.24
2000-03-11,285.13,142440.00,2901.71,,34.17,30.04,38.33
2000-03-12,259.98,142662.11,2901.82,,33.14,27.56,40.34
2000-03-13,391.46,143145.00,2902.05,,36.75,31.16,44.32
2000-03-14,190.35,143229.00,2902.09,,35.31,31.89,39.55
2000-03-15,266.46,143460.00,2902.20,,34.25,23.48,44.11
2000-03-16,351.14,143858.95,2902.39,,33.95,30.90,39.61
2000-03-17,255.90,144069.00,2902.49,,36.61,32.40,40.57
2000-03-18,322.27,144404.75,2902.65,,34.75,29.41,42.14
2000-03-19,290.76,144678.00,2902.78,,31.65,0.00,36.34
2000-03-20,287.64,144951.00,2902.91,,32.56,21.43,44.46
2000-03-21,266.46,145182.00,2903.02,,38.83,30.00,50.12
2000-03-22,372.34,145623.00,2903.23,,36.13,29.45,46.11
2000-03-23,266.56,145854.20,2903.34,,34.97,29.15,39.24
2000-03-24,322.30,146190.00,2903.50,,35.00,25.56,45.01
2000-03-25,322.30,146525.80,2903.66,,37.02,29.29,47.94
2000-03-26,334.68,146886.16,2903.83,,38.53,27.84,51.83
2000-03-27,344.03,147271.00,2904.01,,37.52,30.29,46.31
2000-03-28,340.55,147648.95,2904.19,,35.74,32.91,39.31
2000-03-29,333.20,148012.33,2904.36,,37.19,31.85,45.29
2000-03-30,331.84,148373.00,2904.53,,39.15,29.25,52.40
2000-03-31,352.17,148774.00,2904.72,,43.92,31.45,64.47
2000-04-01,418.72,149307.00,2904.97,,51.83,36.89,62.54
2000-04-02,571.14,150142.33,2905.36,,48.65,35.95,64.66
2000-04-03,692.46,151212.33,2905.86,,46.49,33.34,67.37
2000-04-04,836.48,152568.00,2906.49,,41.19,35.32,48.65
2000-04-05,836.71,153924.11,2907.12,,36.02,27.68,40.53
2000-04-06,746.74,155101.78,2907.66,,36.54,31.86,41.20
2000-04-07,682.30,156147.67,2908.14,,39.48,0.00,52.68
2000-04-08,652.25,157128.00,2908.59,,43.37,30.55,59.67
2000-04-09,665.70,158135.00,2909.05,,45.81,34.85,58.14
2000-04-10,687.88,159186.00,2909.53,,46.37,31.38,66.31
2000-04-11,761.99,160384.00,2910.07,,49.25,35.01,67.33
2000-04-12,872.91,161802.00,2910.71,,51.06,42.73,61.87
2000-04-13,1110.88,163692.00,2911.56,,45.34,42.65,49.26
2000-04-14,1144.65,165649.00,2912.43,,44.94,41.63,49.53
2000-04-15,1153.71,167620.00,2913.30,,42.96,38.41,48.94
2000-04-16,1031.20,169348.00,2914.06,,42.19,36.17,52.24
2000-04-17,943.48,170902.00,2914.74,,44.45,34.28,58.18
2000-04-18,902.36,172374.45,2915.38,,46.37,36.68,57.63
2000-04-19,984.52,173994.00,2916.08,,47.39,40.23,55.54
2000-04-20,954.48,175550.00,2916.75,,49.27,40.51,60.81
2000-04-21,984.73,177166.00,2917.44,,48.87,36.05,63.29
2000-04-22,1057.81,178926.94,2918.19,,41.94,38.21,48.25
2000-04-23,961.19,180490.30,2918.85,,38.90,33.42,45.05
2000-04-24,823.18,181775.94,2919.39,,39.42,30.49,49.61
2000-04-25,809.17,182952.47,2919.88,,39.44,34.83,45.56
2000-04-26,714.66,183888.00,2920.27,,42.73,31.81,52.05
2000-04-27,759.30,184920.00,2920.70,,44.85,37.52,56.86
2000-04-28,661.02,185765.00,2921.05,,39.46,36.52,43.20
2000-04-29,648.89,186585.94,2921.39,,43.35,30.21,53.68
2000-04-30,602.04,187315.94,2921.69,,51.48,38.41,65.33
2000-05-01,765.48,188368.13,2922.12,,51.82,45.56,59.24
2000-05-02,735.59,189365.00,2922.53,,51.13,45.17,57.49
2000-05-03,877.33,190645.00,2923.05,,44.89,40.41,50.79
2000-05-04,858.71,191775.00,2923.51,,42.67,37.47,48.86
2000-05-05,765.30,192644.36,2923.86,,39.47,33.32,44.66
2000-05-06,690.17,193364.69,2924.15,,42.01,30.94,51.71
2000-05-07,661.43,194030.00,2924.42,,45.40,31.61,58.30
2000-05-08,640.01,194654.81,2924.67,,46.33,41.51,50.67
2000-05-09,715.82,195430.00,2924.98,,40.91,37.29,44.95
2000-05-10,661.38,195904.81,2925.17,,38.83,31.16,43.05
2000-05-11,596.73,195854.69,2925.15,,40.78,37.15,44.97
2000-05-12,554.32,195655.00,2925.07,,43.46,34.34,55.23
2000-05-13,578.37,195505.00,2925.01,,47.84,37.62,56.53
2000-05-14,590.98,195380.00,2924.96,,51.28,42.61,64.27
2000-05-15,666.60,195405.00,2924.97,,50.86,40.10,65.53
2000-05-16,792.65,195680.00,2925.08,,52.43,41.10,63.40
2000-05-17,945.27,196105.00,2925.25,,46.52,42.77,49.63
2000-05-18,918.02,196230.00,2925.30,,52.12,42.73,63.39
2000-05-19,1110.37,196558.00,2925.43,,54.09,49.65,59.51
2000-05-20,1306.21,197214.94,2925.69,,53.76,45.33,64.66
2000-05-21,1296.04,197818.00,2925.93,,58.96,51.85,67.35
2000-05-22,1600.57,198449.88,2926.18,,54.51,48.71,61.85
2000-05-23,1463.21,198125.00,2926.05,,54.36,45.03,64.70
2000-05-24,1386.00,197766.00,2925.91,,51.83,0.00,60.63
2000-05-25,1251.85,197490.00,2925.80,,51.37,45.25,57.90
2000-05-26,1086.05,197164.81,2925.67,,51.77,44.38,58.37
2000-05-27,1224.73,197114.69,2925.65,,50.12,39.59,57.73
2000-05-28,1199.77,197015.06,2925.61,,47.44,41.36,52.40
2000-05-29,1079.00,196662.00,2925.47,,48.00,36.88,55.05
2000-05-30,1019.60,196205.00,2925.29,,43.12,36.38,45.92
2000-05-31,852.92,195705.00,2925.09,,47.10,43.38,52.34
2000-06-01,826.58,195605.00,2925.05,,48.81,41.59,57.75
2000-06-02,817.29,195780.13,2925.12,,53.54,41.04,64.17
2000-06-03,883.72,196305.19,2925.33,,54.80,0.00,70.87
2000-06-04,1007.17,197065.19,2925.63,,61.21,46.68,75.33
2000-06-05,1193.98,197922.00,2925.97,,55.20,50.71,59.32
2000-06-06,1227.11,197948.00,2925.98,,53.89,48.29,60.06
2000-06-07,1200.53,197665.42,2925.87,,53.29,48.90,59.28
2000-06-08,1255.83,197540.13,2925.82,,49.92,45.41,52.32
2000-06-09,1088.31,197390.00,2925.76,,47.25,43.24,52.75
2000-06-10,934.19,197315.00,2925.73,,44.42,40.30,48.39
2000-06-11,890.28,197164.81,2925.67,,43.99,39.00,48.67
2000-06-12,1363.35,197714.94,2925.89,,50.53,44.58,54.86
2000-06-13,1499.59,197490.00,2925.80,,55.34,48.63,62.03
2000-06-14,1540.69,197189.88,2925.68,,57.20,50.71,62.54
2000-06-15,1878.44,197520.00,2925.81,,53.32,49.39,57.17
2000-06-16,1465.62,197190.00,2925.68,,57.25,40.89,74.37
2000-06-17,1215.96,196940.00,2925.58,,59.61,0.00,77.61
2000-06-18,1174.62,196610.00,2925.45,,56.74,49.49,61.48
2000-06-19,1174.46,196480.00,2925.40,,51.96,45.38,60.52
2000-06-20,1035.79,196430.00,2925.38,,59.94,44.40,72.17
2000-06-21,1168.13,196940.00,2925.58,,61.97,54.82,68.04
2000-06-22,1116.46,197290.00,2925.72,,59.00,49.94,68.46
2000-06-23,1000.46,197160.00,2925.67,,58.09,43.99,66.96
2000-06-24,980.29,196990.00,2925.60,,57.15,51.97,61.26
2000-06-25,959.17,196790.00,2925.52,,60.23,44.27,74.45
2000-06-26,958.36,196636.00,2925.46,,64.30,48.00,80.46
2000-06-27,932.89,196610.00,2925.45,,67.55,51.65,83.45
2000-06-28,974.54,196740.00,2925.50,,68.26,54.52,79.67
2000-06-29,984.63,196890.00,2925.56,,67.04,53.58,77.95
2000-06-30,901.40,196865.00,2925.55,,60.95,55.60,66.18
2000-07-01,824.76,196688.00,2925.48,,55.39,50.47,60.93
2000-07-02,728.67,196610.00,2925.45,,51.73,46.62,56.76
2000-07-03,668.17,196890.00,2925.56,,46.96,42.75,50.06
2000-07-04,542.65,197089.64,2925.64,,51.40,45.80,57.98
2000-07-05,527.83,197365.00,2925.75,,53.74,43.05,65.53
