date,fb,mm,mx,mn,af
1982-06-12,5336.25,,64.04,42.10,168692.27
1982-06-13,5336.40,,64.51,40.29,169152.84
1982-06-14,5336.62,,65.77,35.81,169831.89
1982-06-15,5336.78,,72.29,37.54,170325.80
1982-06-16,5336.94,,72.69,36.36,170822.59
1982-06-17,5337.09,,73.08,36.13,171288.98
1982-06-18,5337.20,,74.89,38.17,171633.19
1982-06-19,5337.23,,76.77,37.54,171726.19
1982-06-20,5337.28,,77.25,37.31,171881.84
1982-06-21,5337.23,,75.28,39.82,171726.19
1982-06-22,5337.20,,70.33,41.24,171633.19
1982-06-23,5337.28,,68.20,44.07,171881.84
1982-06-24,5337.20,,68.99,39.74,171633.19
1982-06-25,5337.13,,61.99,45.64,171413.67
1982-06-26,5337.00,,75.12,38.64,171009.39
1982-06-27,5337.01,,68.13,46.27,171039.73
1982-06-28,5336.98,,59.48,43.68,170947.11
1982-06-29,5336.79,,63.33,44.15,170357.64
1982-06-30,5336.71,,72.69,36.99,170109.56
1982-07-01,5336.61,,60.74,41.79,169800.16
1982-07-02,5336.54,,62.94,40.45,169584.59
1982-07-03,5336.45,,57.59,40.37,169307.78
1982-07-04,5336.32,,52.24,39.35,168906.69
1982-07-05,5336.21,,52.87,36.21,168569.56
1982-07-06,5336.11,,63.64,33.69,168262.80
1982-07-07,5336.03,,54.13,38.09,168017.94
1982-07-08,5335.97,,54.76,41.40,167836.02
1982-07-09,5335.89,,63.17,40.84,167591.61
1982-07-10,5335.83,,71.27,33.93,167408.55
1982-07-11,5335.76,,76.38,39.59,167194.75
1982-07-12,5335.72,,79.76,40.77,167074.41
1982-07-13,5335.65,,78.66,44.07,166861.05
1982-07-14,5335.61,,66.95,43.12,166739.50
1982-07-15,5335.55,,65.61,33.77,166557.38
1982-07-16,5335.52,,64.04,27.95,166467.17
1982-07-17,5335.47,,68.83,32.20,166316.59
1982-07-18,5335.39,,74.34,33.30,166074.41
1982-07-19,5335.34,,78.27,38.09,165934.00
1982-07-20,5335.33,,81.10,38.33,165903.00
1982-07-21,5335.32,,80.71,39.82,165876.00
1982-07-22,5335.30,,75.12,38.33,165788.00
1982-07-23,5335.23,,75.12,38.64,165603.00
1982-07-24,5335.13,,75.44,43.12,165296.00
1982-07-25,5335.03,,77.95,41.24,164994.00
1982-07-26,5334.96,,81.65,41.79,164783.00
1982-07-27,5334.86,,80.47,46.66,164484.00
1982-07-28,5334.78,,62.47,51.30,164245.00
1982-07-29,5334.58,,,42.57,163648.00
1982-07-30,5334.27,,79.05,44.00,162696.00
1982-07-31,5333.80,,75.60,40.45,161294.00
1982-08-01,5333.17,,69.46,39.04,159320.77
1982-08-02,5332.67,,64.43,29.21,157829.81
1982-08-03,5331.99,,64.59,32.04,155824.95
1982-08-04,5331.37,,71.19,29.68,154018.20
1982-08-05,5330.77,,73.87,31.25,152289.63
1982-08-06,5329.73,,80.08,34.01,149278.72
1982-08-07,5328.69,,69.86,36.84,146319.00
1982-08-08,5327.84,,73.16,47.84,143844.00
1982-08-09,5326.90,,73.55,46.19,141099.00
1982-08-10,5325.96,,73.71,39.98,138396.00
1982-08-11,5325.02,,63.33,34.32,135664.00
1982-08-12,5324.07,,60.66,32.35,132917.00
1982-08-13,5323.00,,74.97,31.88,129800.00
1982-08-14,5322.08,,70.09,34.40,127217.00
1982-08-15,5321.11,,73.71,33.30,124511.00
1982-08-16,5320.04,,77.01,35.66,121524.00
1982-08-17,5318.93,,77.56,35.11,118413.00
1982-08-18,5317.81,,73.00,38.49,115271.00
1982-08-19,5316.73,,78.43,39.82,112284.00
1982-08-20,5315.50,,79.13,44.62,108959.00
1982-08-21,5314.56,,82.36,39.67,106011.00
1982-08-22,5313.30,,78.43,41.71,102740.00
1982-08-23,5312.06,,74.10,31.73,99755.00
1982-08-24,5310.96,,72.84,32.35,96895.00
1982-08-25,5310.06,,77.32,31.17,94555.00
1982-08-26,5309.12,,77.25,34.56,92212.00
1982-08-27,5308.24,,73.87,34.48,89993.00
1982-08-28,5307.51,,73.79,38.80,88231.00
1982-08-29,5306.83,,67.34,40.53,86582.00
1982-08-30,5306.06,,64.27,36.99,84755.00
1982-08-31,5305.70,,67.26,29.68,83877.72
1982-09-01,5305.19,,69.62,27.79,82656.73
1982-09-02,5304.53,,73.00,32.75,81112.00
1982-09-03,5303.77,,73.47,39.43,79360.00
1982-09-04,5303.14,,64.51,38.33,77928.00
1982-09-05,5302.50,,69.86,27.01,76497.00
1982-09-06,5301.91,,73.39,26.77,75208.00
1982-09-07,5301.26,,75.52,30.78,73765.00
1982-09-08,5300.60,,77.95,31.25,72322.35
1982-09-09,5300.26,,75.04,31.49,71563.88
1982-09-10,5299.86,,51.85,32.51,70714.62
1982-09-11,5299.50,,51.38,20.72,69950.84
1982-09-12,5299.14,,45.88,29.52,69195.39
1982-09-13,5298.77,,45.72,25.83,68427.21
1982-09-14,5298.42,,43.05,28.03,67688.21
1982-09-15,5298.34,,44.93,23.23,67520.33
1982-09-16,5298.32,,59.95,27.56,67478.35
1982-09-17,5298.42,,62.47,33.53,67688.21
1982-09-18,5298.53,,69.46,36.68,67919.31
1982-09-19,5298.68,,66.95,39.27,68236.80
1982-09-20,5298.87,,54.84,35.34,68618.23
1982-09-21,5298.99,,61.13,34.01,68874.38
1982-09-22,5299.10,,65.92,32.04,69109.46
1982-09-23,5299.19,,69.15,27.87,69303.44
1982-09-24,5299.30,,52.01,31.96,69539.92
1982-09-25,5299.44,,62.31,40.92,69820.68
1982-09-26,5299.62,,51.93,36.52,70211.97
1982-09-27,5299.74,,45.64,34.87,70451.63
1982-09-28,5299.85,,38.57,29.52,70692.09
1982-09-29,5299.97,,46.82,28.97,70934.54
1982-09-30,5300.00,,48.24,26.06,71000.00
1982-10-01,5300.06,,44.46,26.54,71132.00
1982-10-02,5300.11,,55.94,25.51,71250.34
1982-10-03,5300.19,,49.10,26.77,71417.63
1982-10-04,5300.34,,36.99,27.01,71752.55
1982-10-05,5300.44,,45.56,24.73,71963.22
1982-10-06,5300.55,,45.80,24.02,72216.91
1982-10-07,5300.66,,40.29,29.52,72449.79
1982-10-08,5300.76,,40.29,24.96,72662.42
1982-10-09,5300.84,,48.71,20.09,72854.00
1982-10-10,5300.94,,56.73,21.27,73067.90
1982-10-11,5300.98,,59.64,24.65,73153.73
1982-10-12,5301.14,,61.13,26.06,73497.70
1982-10-13,5301.23,,66.48,26.85,73712.43
1982-10-14,5301.32,,65.92,27.40,73907.84
1982-10-15,5301.43,,60.03,29.84,74146.10
1982-10-16,5301.50,,57.91,29.84,74297.86
1982-10-17,5301.56,,44.38,23.55,74428.71
1982-10-18,5301.62,,35.97,19.54,74559.78
1982-10-19,5301.70,,46.43,12.38,74734.91
1982-10-20,5301.78,,48.86,13.80,74910.45
1982-10-21,5301.88,,55.15,26.46,75130.45
1982-10-22,5301.99,,51.22,34.71,75372.59
1982-10-23,5302.19,,46.74,35.66,75816.02
1982-10-24,5302.30,,51.46,36.68,76070.00
1982-10-25,5302.40,,41.95,33.45,76280.00
1982-10-26,5302.55,,37.23,26.38,76620.00
1982-10-27,5302.70,,34.08,24.02,76930.00
1982-10-28,5302.81,,35.26,22.53,77190.00
1982-10-29,5302.96,,32.20,28.27,77510.00
1982-10-30,5303.09,,37.15,27.79,77800.00
1982-10-31,5303.21,,35.58,24.81,78080.00
1982-11-01,5303.31,,37.31,19.70,78310.00
1982-11-02,5303.41,,38.25,12.86,78540.00
1982-11-03,5303.50,,37.54,15.06,78750.00
1982-11-04,5303.59,,38.64,17.34,78960.00
1982-11-05,5303.69,,43.20,27.32,79180.00
1982-11-06,5303.77,,34.79,17.49,79370.00
1982-11-07,5303.86,,31.88,15.29,79570.00
1982-11-08,5303.94,,32.51,17.89,79760.00
1982-11-09,5304.04,,34.01,21.90,79990.00
1982-11-10,5304.12,,28.50,16.63,80180.00
1982-11-11,5304.20,,33.61,12.86,80360.00
1982-11-12,5304.27,,26.06,11.60,80530.00
1982-11-13,5304.35,,29.68,6.80,80710.00
1982-11-14,5304.42,,31.88,1.30,80860.00
1982-11-15,5304.47,,33.61,5.94,80990.00
1982-11-16,5304.54,,36.29,14.66,81140.00
1982-11-17,5304.65,,31.02,25.83,81390.00
1982-11-18,5304.79,,30.86,27.79,81720.00
1982-11-19,5304.92,,28.42,23.23,82020.00
1982-11-20,5305.01,,27.32,21.03,82230.00
1982-11-21,5305.10,,27.56,5.39,82430.00
1982-11-22,5305.18,,19.46,0.59,82620.00
1982-11-23,5305.23,,19.46,-9.55,82740.00
1982-11-24,5305.27,,21.43,-7.58,82850.00
1982-11-25,5305.33,,23.94,2.16,82990.00
1982-11-26,5305.39,,22.68,2.24,83140.00
1982-11-27,5305.46,,24.96,9.55,83300.00
1982-11-28,5305.55,,33.06,24.96,83530.00
1982-11-29,5305.68,,30.00,26.54,83820.00
1982-11-30,5305.77,,29.37,15.69,84040.00
1982-12-01,5305.85,,28.11,8.22,84250.00
1982-12-02,5305.94,,21.98,2.09,84450.00
1982-12-03,5306.03,,29.37,21.35,84660.00
1982-12-04,5306.12,,32.59,27.24,84890.00
1982-12-05,5306.22,,28.66,25.44,85120.00
1982-12-06,5306.35,,29.84,16.00,85430.00
1982-12-07,5306.45,,25.36,3.58,85680.00
1982-12-08,5306.53,,19.15,-7.90,85870.00
1982-12-09,5306.60,,23.08,-4.44,86050.00
1982-12-10,5306.68,,26.38,-2.79,86230.00
1982-12-11,5306.76,,25.44,-2.63,86420.00
1982-12-12,5306.84,,23.55,1.46,86610.00
1982-12-13,5306.94,,27.09,13.41,86850.00
1982-12-14,5307.03,,23.08,8.22,87070.00
1982-12-15,5307.16,,28.97,23.55,87390.00
1982-12-16,5307.25,,33.38,24.18,87610.00
1982-12-17,5307.36,,29.76,21.98,87860.00
1982-12-18,5307.46,,26.14,12.46,88110.00
1982-12-19,5307.56,,29.45,20.40,88350.00
1982-12-20,5307.67,,29.13,12.70,88600.00
1982-12-21,5307.85,,30.23,28.82,89040.00
1982-12-22,5308.06,,28.97,20.95,89560.00
1982-12-23,5308.24,,23.23,10.65,90000.00
1982-12-24,5308.38,,22.92,-6.25,90350.00
1982-12-25,5308.49,,11.05,-17.33,90620.00
1982-12-26,5308.60,,20.56,5.31,90890.00
1982-12-27,5308.71,,14.74,-13.32,91170.00
1982-12-28,5308.78,,3.42,-20.24,91360.00
1982-12-29,5308.86,,1.30,-21.50,91540.00
1982-12-30,5308.93,,11.60,-20.87,91720.00
1982-12-31,5309.00,,12.23,-18.12,91900.00
1983-01-01,5309.05,,12.93,-17.88,92020.00
1983-01-02,5309.10,,12.38,-14.90,92140.00
1983-01-03,5309.15,,26.46,12.46,92270.00
1983-01-04,5309.23,,29.21,17.57,92470.00
1983-01-05,5309.31,,30.07,28.50,92670.00
1983-01-06,5309.40,,32.98,28.89,92890.00
1983-01-07,5309.52,,32.28,28.42,93200.00
1983-01-08,5309.68,,33.53,20.64,93590.00
1983-01-09,5309.81,,26.06,18.05,93930.00
1983-01-10,5309.95,,23.16,10.58,94280.00
1983-01-11,5310.06,,28.34,-0.12,94560.00
1983-01-12,5310.15,,25.67,-2.00,94800.00
1983-01-13,5310.24,,28.19,-3.81,95020.00
1983-01-14,5310.32,,28.11,-4.13,95220.00
1983-01-15,5310.39,,26.54,-9.47,95420.00
1983-01-16,5310.47,,24.26,0.28,95610.00
1983-01-17,5310.54,,28.50,18.99,95810.00
1983-01-18,5310.62,,33.53,22.29,96020.00
1983-01-19,5310.70,,28.42,19.54,96220.00
1983-01-20,5310.78,,31.73,23.23,96420.00
1983-01-21,5310.85,,29.37,22.21,96610.00
1983-01-22,5310.92,,25.67,16.55,96790.00
1983-01-23,5310.99,,29.37,19.15,96980.00
1983-01-24,5311.06,,19.30,18.52,97160.00
1983-01-25,5311.13,,,,97350.00
1983-01-26,5311.20,,,,97520.00
1983-01-27,5311.27,,,,97690.00
1983-01-28,5311.34,,,,97890.00
1983-01-29,5311.41,,,,98060.00
1983-01-30,5311.48,,,,98250.00
1983-01-31,5311.55,,,,98440.00
1983-02-01,5311.62,,,,98600.00
1983-02-02,5311.69,,,,98800.00
1983-02-03,5311.75,,,,98960.00
1983-02-04,5311.82,,,,99120.00
1983-02-05,5311.88,,,,99290.00
1983-02-06,5311.95,,,,99480.00
1983-02-07,5312.05,,,,99730.00
1983-02-08,5312.13,,,,99950.00
1983-02-09,5312.22,,,,100180.00
1983-02-10,5312.30,,,,100390.00
1983-02-11,5312.38,,34.87,22.76,100600.20
1983-02-12,5312.48,,37.15,28.03,100837.05
1983-02-13,5312.54,,36.99,28.58,100995.66
1983-02-14,5312.57,,37.86,21.50,101074.38
1983-02-15,5312.68,,35.58,18.05,101366.78
1983-02-16,5312.75,,38.01,21.11,101552.27
1983-02-17,5312.89,,32.59,18.67,101925.43
1983-02-18,5312.98,,35.03,30.31,102137.95
1983-02-19,5313.00,,35.97,17.57,102191.53
1983-02-20,5313.19,,32.35,16.94,102540.83
1983-02-21,5313.29,,37.31,28.82,102728.46
1983-02-22,5313.40,,40.06,30.00,102916.45
1983-02-23,5313.49,,44.93,27.87,103078.22
1983-02-24,5313.59,,49.65,25.91,103268.22
1983-02-25,5313.74,,40.53,26.06,103537.73
1983-02-26,5313.82,,42.50,28.19,103674.08
1983-02-27,5313.95,,34.08,26.38,103918.18
1983-02-28,5314.05,,41.47,28.42,104190.98
1983-03-01,5314.13,,40.37,33.61,104464.29
1983-03-02,5314.22,,44.15,33.14,104793.27
1983-03-03,5314.29,,44.93,30.62,105040.01
1983-03-04,5314.36,,43.05,33.93,105287.33
1983-03-05,5314.43,,42.57,31.88,105535.23
1983-03-06,5314.50,,39.19,29.68,105785.03
1983-03-07,5314.59,,41.71,30.55,106118.16
1983-03-08,5314.65,,42.42,33.22,106339.42
1983-03-09,5314.72,,52.32,31.49,106591.23
1983-03-10,5314.80,,56.10,28.03,106870.84
1983-03-11,5314.94,,36.21,32.51,107374.69
1983-03-12,5315.06,,36.05,30.15,107756.09
1983-03-13,5315.23,,41.16,33.38,108225.71
1983-03-14,5315.37,,36.91,26.69,108590.98
1983-03-15,5315.46,,40.45,18.99,108853.61
1983-03-16,5315.57,,43.28,11.99,109142.59
1983-03-17,5315.69,,39.51,19.30,109459.58
1983-03-18,5315.79,,38.41,24.65,109724.31
1983-03-19,5315.87,,38.25,17.49,109936.52
1983-03-20,5315.95,,42.34,9.16,110175.20
1983-03-21,5316.05,,45.72,13.17,110441.66
1983-03-22,5316.14,,43.44,28.82,110681.43
1983-03-23,5316.23,,39.98,24.41,110921.62
1983-03-24,5316.33,,36.99,22.53,111189.88
1983-03-25,5316.40,,41.32,23.39,111378.80
1983-03-26,5316.49,,45.01,14.59,111620.60
1983-03-27,5316.57,,35.97,22.53,111836.48
1983-03-28,5316.67,,38.49,20.40,112106.96
1983-03-29,5316.79,,40.22,26.46,112431.16
1983-03-30,5316.96,,41.32,33.77,112894.46
1983-03-31,5317.06,,41.63,23.86,113166.21
1983-04-01,5317.15,,43.91,14.98,113413.09
1983-04-02,5317.26,,39.82,21.74,113714.27
1983-04-03,5317.33,,36.13,16.24,113934.30
1983-04-04,5317.40,,39.43,17.65,114126.35
1983-04-05,5317.48,,43.05,10.34,114347.30
1983-04-06,5317.56,,46.27,11.44,114568.45
1983-04-07,5317.64,,47.29,20.72,114790.02
1983-04-08,5317.72,,44.85,21.11,115010.71
1983-04-09,5317.82,,39.19,26.38,115288.98
1983-04-10,5317.91,,35.58,18.83,115540.48
1983-04-11,5317.97,,41.24,10.42,115706.77
1983-04-12,5318.07,,41.63,20.25,115986.62
1983-04-13,5318.14,,44.07,16.79,116183.56
1983-04-14,5318.21,,46.98,20.09,116379.52
1983-04-15,5318.29,,48.71,18.20,116604.59
1983-04-16,5318.38,,52.09,20.09,116857.74
1983-04-17,5318.49,,57.04,21.03,117167.97
1983-04-18,5318.62,,56.80,28.58,117537.30
1983-04-19,5318.77,,53.90,32.67,117963.34
1983-04-20,5318.95,,53.58,33.85,118448.08
1983-04-21,5319.15,,56.65,31.49,119021.61
1983-04-22,5319.42,,56.57,29.76,119770.16
1983-04-23,5319.78,,56.65,35.26,120786.56
1983-04-24,5320.22,,42.73,30.15,122019.37
1983-04-25,5320.58,,43.05,28.97,123022.59
1983-04-26,5320.87,,44.62,25.59,123841.29
1983-04-27,5321.15,,46.51,23.39,124611.59
1983-04-28,5321.39,,54.29,23.71,125302.77
1983-04-29,5321.69,,52.80,33.77,126136.63
1983-04-30,5321.99,,52.87,30.78,126976.05
1983-05-01,5322.34,,48.94,35.03,127963.27
1983-05-02,5322.73,,50.91,33.30,129043.30
1983-05-03,5323.12,,52.48,33.30,130161.87
1983-05-04,5323.52,,58.14,26.77,131318.55
1983-05-05,5324.07,,42.02,34.79,132897.03
1983-05-06,5324.49,,48.63,31.41,134108.33
1983-05-07,5324.92,,53.66,28.42,135359.97
1983-05-08,5325.30,,44.78,29.29,136457.00
1983-05-09,5325.64,,39.82,28.89,137458.41
1983-05-10,5325.95,,44.93,26.77,138356.02
1983-05-11,5326.19,,43.20,31.10,139060.55
1983-05-12,5326.48,,52.01,24.65,139881.08
1983-05-13,5326.74,,52.95,24.96,140650.52
1983-05-14,5327.04,,53.50,25.75,141511.47
1983-05-15,5327.38,,41.87,33.06,142492.06
1983-05-16,5327.67,,47.84,31.02,143334.22
1983-05-17,5327.98,,58.77,27.48,144240.06
1983-05-18,5328.36,,48.16,37.70,145357.63
1983-05-19,5328.80,,58.61,29.68,146633.69
1983-05-20,5329.34,,65.06,35.58,148191.34
1983-05-21,5329.98,,62.39,31.73,150039.02
1983-05-22,5330.71,,69.93,30.15,152147.06
1983-05-23,5331.51,,74.97,31.17,154481.44
1983-05-24,5332.46,,78.90,32.67,157266.83
1983-05-25,5333.46,,78.98,34.24,160283.47
1983-05-26,5334.53,,80.08,36.05,163479.70
1983-05-27,5335.37,,82.51,34.40,166014.08
1983-05-28,5336.12,,84.64,35.26,168262.80
1983-05-29,5336.63,,84.32,38.09,169861.86
1983-05-30,5336.93,,78.03,39.74,170792.30
1983-05-31,5337.01,,59.16,44.38,171039.73
1983-06-01,5337.00,,65.69,44.78,171009.39
1983-06-02,5336.92,,69.23,41.32,170760.38
1983-06-03,5336.87,,70.88,37.94,170605.73
1983-06-04,5336.86,,70.17,38.41,170574.02
1983-06-05,5336.80,,68.52,34.71,170387.69
1983-06-06,5336.71,,69.70,36.21,170109.56
1983-06-07,5336.71,,74.18,36.99,170109.56
1983-06-08,5336.70,,67.18,40.37,170080.00
1983-06-09,5336.78,,,,170330.00
1983-06-10,5336.78,,65.61,37.54,170320.00
1983-06-11,5336.76,,43.91,31.02,170270.00
1983-06-12,5336.63,,43.68,27.24,169861.86
1983-06-13,5336.49,,56.65,26.06,169431.02
1983-06-14,5336.32,,67.26,27.32,168906.69
1983-06-15,5336.24,,59.87,38.80,168630.83
1983-06-16,5336.21,,60.66,28.19,168539.50
1983-06-17,5336.17,,70.09,32.12,168416.91
1983-06-18,5336.16,,52.32,33.61,168385.44
1983-06-19,5336.10,,49.10,24.81,168201.67
1983-06-20,5336.01,,52.64,25.28,167926.78
1983-06-21,5335.91,,57.43,36.21,167621.50
1983-06-22,5335.84,,70.80,27.87,167408.55
1983-06-23,5335.80,,72.92,37.07,167286.78
