date,id,qu,fb,af,qv,qd
2019-10-27,917.98,822.19,2486.55,20236.00,941.24,1130.00
2019-10-28,894.28,965.88,2486.12,19894.00,860.57,1060.00
2019-10-29,914.74,520.99,2486.16,19926.00,732.52,892.00
2019-10-30,821.78,774.90,2485.79,19651.00,638.75,954.00
2019-10-31,711.60,912.26,2485.15,19203.00,638.75,931.00
2019-11-01,860.74,991.32,2484.71,18894.00,631.69,1010.00
2019-11-02,893.93,898.47,2484.22,18552.00,618.59,1060.00
2019-11-03,926.31,1167.30,2483.76,18254.00,625.14,1070.00
2019-11-04,899.57,1047.80,2483.14,17883.00,215.27,1080.00
2019-11-05,859.72,1292.29,2481.79,17194.00,26.72,1200.00
2019-11-06,-647.76,1296.31,2480.21,13416.00,26.72,1250.00
2019-11-07,-104.38,999.24,2479.21,10995.00,20.17,1110.00
2019-11-08,1087.77,839.22,2479.31,11216.00,26.72,970.00
2019-11-09,925.31,957.07,2479.27,11127.00,20.17,964.00
2019-11-10,1109.38,1125.51,2479.40,11419.00,26.72,956.00
2019-11-11,848.43,973.47,2479.30,11194.00,20.17,956.00
2019-11-12,1178.60,819.12,2479.49,11625.00,26.72,956.00
2019-11-13,718.95,933.22,2479.28,11150.00,26.72,953.00
2019-11-14,1103.65,942.82,2479.41,11442.00,26.72,951.00
2019-11-15,864.06,967.41,2479.33,11261.00,20.17,950.00
2019-11-16,710.59,864.36,2479.11,10778.00,26.12,949.00
2019-11-17,1073.44,1119.32,2479.22,11017.00,20.17,948.00
2019-11-18,886.50,835.08,2479.16,10886.00,60.50,948.00
2019-11-19,1478.14,1296.13,2479.69,12097.00,20.17,863.00
2019-11-20,1976.18,660.81,2480.56,14384.00,26.72,819.00
2019-11-21,1722.52,745.44,2481.14,16143.00,26.72,832.00
2019-11-22,1297.25,705.86,2481.54,17070.00,26.72,827.00
2019-11-23,895.30,698.67,2481.81,17204.00,26.72,825.00
2019-11-24,904.87,1132.75,2482.12,17359.00,20.17,824.00
2019-11-25,1039.22,611.69,2483.34,18002.00,26.72,713.00
2019-11-26,948.44,665.10,2483.48,18086.00,26.72,904.00
2019-11-27,895.83,1477.13,2483.44,18062.00,26.72,906.00
2019-11-28,883.84,989.21,2483.38,18026.00,26.72,900.00
2019-11-29,889.56,841.66,2483.41,18044.00,26.72,878.00
2019-11-30,915.80,691.94,2483.48,18086.00,26.72,893.00
2019-12-01,840.08,1385.59,2483.34,18002.00,26.72,881.00
2019-12-02,704.80,831.85,2482.56,17578.00,33.77,917.00
2019-12-03,945.78,1322.39,2481.50,17050.00,26.72,1210.00
2019-12-04,-1469.22,1299.16,2479.45,11533.00,26.72,1310.00
2019-12-05,492.69,986.77,2478.98,10503.00,26.72,1010.00
2019-12-06,2522.98,706.97,2480.47,14128.00,26.72,693.00
2019-12-07,2234.53,1298.80,2481.76,17179.00,26.72,694.00
2019-12-08,1103.35,1260.65,2482.99,17795.00,26.72,790.00
2019-12-09,1060.36,1034.64,2482.94,17770.00,26.72,1070.00
2019-12-10,964.69,831.08,2482.83,17714.00,33.78,990.00
2019-12-11,834.95,1062.33,2482.71,17654.00,20.17,863.00
2019-12-12,1112.04,1951.48,2483.12,17871.00,26.71,1000.00
2019-12-13,1129.97,1207.11,2483.11,17865.00,26.71,1130.00
2019-12-14,1022.75,975.35,2482.97,17785.00,26.71,1060.00
2019-12-15,974.63,1078.99,2482.90,17749.00,26.72,989.00
2019-12-16,865.32,906.16,2482.64,17618.00,33.78,929.00
2019-12-17,779.86,690.62,2482.50,17548.00,33.78,813.00
2019-12-18,582.79,473.39,2482.22,17409.00,33.78,651.00
2019-12-19,930.74,1435.92,2483.44,18062.00,26.72,600.00
2019-12-20,1300.87,732.17,2485.53,19468.00,33.78,590.00
2019-12-21,1389.70,253.82,2487.55,21036.00,33.78,596.00
2019-12-22,1333.34,769.68,2489.23,22481.00,26.72,602.00
2019-12-23,1229.60,704.76,2490.62,23654.00,255.60,636.00
2019-12-24,1201.11,790.22,2491.74,24663.00,618.58,690.00
2019-12-25,1129.58,765.07,2492.57,25409.00,672.02,751.00
2019-12-26,934.33,845.09,2492.71,25536.00,705.80,868.00
2019-12-27,932.13,805.58,2492.85,25663.00,725.37,866.00
2019-12-28,868.34,908.16,2492.87,25681.00,725.97,857.00
2019-12-29,920.61,867.67,2493.01,25810.00,732.52,854.00
2019-12-30,1028.69,890.04,2493.42,26215.00,699.25,823.00
2019-12-31,1057.68,1119.69,2493.97,26769.00,699.25,777.00
2020-01-01,1096.30,1362.50,2494.60,27395.00,672.02,779.00
2020-01-02,1177.04,862.95,2495.37,28166.00,685.64,786.00
2020-01-03,1058.02,665.78,2495.92,28719.00,692.19,777.00
2020-01-04,1011.43,902.53,2496.35,29180.00,699.25,777.00
2020-01-05,1002.79,902.97,2496.74,29610.00,712.36,784.00
2020-01-06,965.98,1102.61,2497.06,29965.00,705.80,785.00
2020-01-07,1007.58,822.05,2497.42,30357.00,725.97,808.00
2020-01-08,1004.77,1094.01,2497.64,30599.00,772.85,881.00
2020-01-09,1003.96,1087.15,2497.81,30788.00,786.47,907.00
2020-01-10,844.03,1329.04,2497.51,30456.00,887.29,1010.00
2020-01-11,804.82,1166.30,2497.29,30215.00,826.79,925.00
2020-01-12,978.69,1819.64,2497.52,30467.00,766.30,850.00
2020-01-13,921.95,1163.96,2497.34,30269.00,907.46,1020.00
2020-01-14,846.26,1082.21,2497.25,30171.00,799.91,894.00
2020-01-15,889.70,1087.84,2497.43,30368.00,712.36,789.00
2020-01-16,919.26,955.56,2497.59,30544.00,752.69,829.00
2020-01-17,1004.28,1019.41,2497.63,30588.00,873.69,981.00
2020-01-18,942.96,1190.51,2497.53,30478.00,887.29,998.00
2020-01-19,972.69,781.11,2497.48,30423.00,900.91,1000.00
2020-01-20,,,2497.37,30302.00,893.85,1000.00
2020-01-21,,,2497.45,30390.00,846.96,967.00
2020-01-22,1005.28,985.62,2497.44,30379.00,907.46,1010.00
2020-01-23,987.40,1119.50,2497.38,30313.00,921.07,1020.00
2020-01-24,1093.86,1266.28,2497.53,30478.00,900.91,1010.00
2020-01-25,1137.29,1207.87,2497.65,30610.00,994.68,1070.00
2020-01-26,1239.78,1658.24,2497.79,30766.00,1095.51,1160.00
2020-01-27,1366.55,1755.77,2497.53,30478.00,1438.32,1510.00
2020-01-28,1363.09,2039.68,2497.73,30699.00,1223.56,1250.00
2020-01-29,1258.14,1716.93,2497.58,30533.00,1330.94,1340.00
2020-01-30,1213.25,1188.54,2497.51,30456.00,1223.56,1250.00
2020-01-31,1161.06,1234.16,,30434.00,1129.28,1170.00
2020-02-01,1139.73,1281.40,2497.54,30489.00,1082.40,1110.00
2020-02-02,1104.16,1174.24,2497.58,30533.00,1048.62,1080.00
2020-02-03,1062.83,1208.54,2497.60,30555.00,1008.29,1050.00
2020-02-04,829.73,641.68,2497.59,30544.00,786.47,834.00
2020-02-05,940.79,1303.28,2497.70,30666.00,813.18,878.00
2020-02-06,1143.49,1549.35,,30710.00,1068.79,1120.00
2020-02-07,1638.68,1891.27,2497.77,30743.00,1478.66,1620.00
2020-02-08,1604.23,2070.08,2497.54,30489.00,1559.32,1730.00
2020-02-09,1359.11,1331.88,2497.59,30544.00,1344.55,1330.00
2020-02-10,1197.08,1146.66,2497.60,30555.00,1169.61,1190.00
2020-02-11,1109.33,1132.01,2497.56,30511.00,1095.51,1130.00
2020-02-12,1118.12,1076.27,2497.59,30544.00,1062.23,1100.00
2020-02-13,1133.64,1167.42,2497.63,30588.00,1068.79,1110.00
2020-02-14,1062.56,1087.77,2497.56,30511.00,1062.23,1100.00
2020-02-15,1086.73,1275.79,2497.57,30522.00,1035.01,1080.00
2020-02-16,1194.81,1286.56,2497.63,30588.00,1129.28,1160.00
2020-02-17,1109.09,1426.72,2497.50,30445.00,1156.00,1180.00
2020-02-18,981.11,1112.19,2497.41,30346.00,967.96,1030.00
2020-02-19,882.66,793.42,2497.48,30423.00,772.85,843.00
2020-02-20,903.52,696.30,2497.74,30710.00,725.97,758.00
2020-02-21,919.57,835.37,,30777.00,793.02,885.00
2020-02-22,1009.65,1096.87,2497.78,30755.00,786.46,1020.00
2020-02-23,1042.29,1316.05,2497.73,30699.00,786.47,1070.00
2020-02-24,1121.61,1060.10,2497.75,30721.00,947.79,1110.00
2020-02-25,994.56,936.07,2497.65,30610.00,954.35,1050.00
2020-02-26,1007.24,1211.43,2497.59,30544.00,961.40,1040.00
2020-02-27,1018.34,1015.31,2497.55,30500.00,947.79,1040.00
2020-02-28,1033.88,968.84,2497.52,30467.00,974.51,1050.00
2020-02-29,1115.98,1091.78,2497.62,30577.00,994.68,1060.00
2020-03-01,1107.16,1141.95,2497.65,30610.00,1001.73,1090.00
2020-03-02,1047.24,1105.73,2497.59,30544.00,988.12,1080.00
2020-03-03,1056.07,1037.41,2497.60,30555.00,947.79,1050.00
2020-03-04,1119.85,1067.41,2497.67,30633.00,994.68,1080.00
2020-03-05,1161.61,1036.58,2497.69,30655.00,1075.34,1150.00
2020-03-06,1223.80,1316.06,2497.75,30721.00,1129.28,1190.00
2020-03-07,1345.39,1766.87,2497.83,30810.00,1270.44,1300.00
2020-03-08,1490.10,1679.67,2497.74,30710.00,1431.77,1540.00
2020-03-09,1481.61,1986.28,2497.76,30732.00,1445.38,1470.00
2020-03-10,1409.43,1395.31,2497.74,30710.00,376.60,1420.00
2020-03-11,1390.52,1599.75,2497.74,30710.00,450.20,1390.00
2020-03-12,1427.16,1421.11,,30743.00,1397.99,1410.00
2020-03-13,1463.88,1562.20,,30710.00,1465.55,1480.00
2020-03-14,1481.61,2177.36,2497.76,30732.00,1451.94,1470.00
2020-03-15,1827.66,2264.77,2497.79,30766.00,1542.21,1810.00
2020-03-16,1889.01,2255.04,2497.68,30644.00,1542.21,1950.00
2020-03-17,1766.48,1994.37,2497.78,30755.00,1552.76,1710.00
2020-03-18,1871.61,2093.95,2497.80,30777.00,1552.76,1860.00
2020-03-19,1810.10,1975.47,2497.71,30677.00,1546.21,1860.00
2020-03-20,1773.80,2077.30,2497.77,30743.00,1552.76,1740.00
2020-03-21,1857.66,2074.96,2497.80,30777.00,1552.76,1840.00
2020-03-22,1873.38,2124.45,2497.77,30743.00,1552.76,1890.00
2020-03-23,1944.97,2470.32,2497.76,30732.00,1546.21,1950.00
2020-03-24,1930.52,2376.20,2497.76,30732.00,1546.21,1930.00
2020-03-25,1886.07,2402.84,2497.77,30743.00,1552.76,1880.00
2020-03-26,1711.70,1974.37,,30666.00,1552.76,1750.00
2020-03-27,1602.20,1630.43,2497.81,30788.00,1357.66,1380.00
2020-03-28,1532.93,1824.84,2497.69,30655.00,1236.67,1240.00
2020-03-29,1592.63,1997.98,,30788.00,1142.89,1180.00
2020-03-30,1667.81,3042.17,2497.83,30810.00,1284.05,1310.00
2020-03-31,3231.73,4578.36,2497.82,30799.00,1518.99,2890.00
2020-04-01,3224.22,3563.52,2497.78,30755.00,1397.99,2900.00
2020-04-02,2607.17,2960.09,2497.77,30743.00,1405.05,2170.00
2020-04-03,2277.44,2604.14,2497.73,30699.00,1364.72,1860.00
2020-04-04,2130.75,2439.80,2497.80,30777.00,1337.49,1620.00
2020-04-05,2032.30,2614.61,2497.80,30777.00,1317.33,1560.00
2020-04-06,2152.40,2773.03,2497.84,30821.00,1351.11,1640.00
2020-04-07,2336.69,2952.78,2497.76,30732.00,1364.72,1860.00
2020-04-08,2644.27,3556.31,2497.80,30777.00,1364.64,2060.00
2020-04-09,2997.41,3897.85,2497.81,30788.00,1357.66,2400.00
2020-04-10,3470.34,5049.39,2497.65,30610.00,1317.33,2900.00
2020-04-11,3971.96,5373.04,2497.77,30743.00,1236.67,3250.00
2020-04-12,3749.68,4914.30,,30788.00,1230.11,3040.00
2020-04-13,3170.63,4202.66,2497.81,30788.00,1223.56,2440.00
2020-04-14,2809.28,3588.22,2497.81,30788.00,1196.33,1960.00
2020-04-15,2725.74,4050.19,2497.73,30699.00,1189.78,1870.00
2020-04-16,2713.57,3767.79,2497.67,30633.00,1102.56,1770.00
2020-04-17,2605.26,3600.99,2497.66,30621.00,1008.29,1610.00
2020-04-18,2676.07,3685.41,,30710.00,974.51,1600.00
2020-04-19,2748.96,3728.05,2497.72,30688.00,1021.90,1680.00
2020-04-20,2908.05,4256.69,2497.73,30699.00,1035.01,1790.00
2020-04-21,3192.02,4587.56,2497.78,30755.00,1048.62,2030.00
2020-04-22,3554.21,4959.83,2497.83,30810.00,1008.29,2350.00
2020-04-23,3942.15,6676.25,,30710.00,1001.73,2810.00
2020-04-24,4442.78,6311.73,2497.71,30677.00,994.68,3300.00
2020-04-25,3999.38,5624.81,2497.77,30743.00,1001.73,2770.00
2020-04-26,3938.02,6099.38,2497.75,30721.00,1008.29,2750.00
2020-04-27,4579.20,6909.46,2497.75,30721.00,988.12,3380.00
2020-04-28,4755.04,7338.89,2497.73,30699.00,994.68,3560.00
2020-04-29,4805.71,7469.23,,30688.00,981.57,3580.00
2020-04-30,5436.26,9472.62,2497.73,30699.00,974.51,4200.00
2020-05-01,6560.25,9715.83,2497.78,30755.00,1512.43,5290.00
2020-05-02,5929.84,9333.47,2497.67,30633.00,1512.43,4760.00
2020-05-03,5699.76,8920.37,2497.87,30855.00,1512.43,4380.00
2020-05-04,5404.40,8334.62,2497.78,30755.00,1518.99,4280.00
2020-05-05,4980.49,7897.60,2497.81,30788.00,1526.04,3780.00
2020-05-06,4919.13,8110.00,,30699.00,1518.99,3740.00
2020-05-07,4792.24,7401.30,2497.69,30655.00,1532.60,3590.00
2020-05-08,4553.86,7264.77,,30699.00,1532.98,3310.00
2020-05-09,4493.72,7671.49,2497.77,30743.00,1532.98,3250.00
2020-05-10,4694.41,8065.78,2497.74,30710.00,1526.04,3480.00
2020-05-11,5114.69,9386.50,2497.80,30777.00,1526.04,3850.00
2020-05-12,5588.67,10244.14,2497.75,30721.00,1512.43,4370.00
2020-05-13,5493.69,9549.71,2497.82,30799.00,1518.99,4190.00
2020-05-14,5144.45,8874.28,2497.79,30766.00,1518.99,3900.00
2020-05-15,4875.17,8511.73,,30677.00,1526.04,3720.00
2020-05-16,4595.79,7699.44,2497.82,30799.00,1551.25,3400.00
2020-05-17,4218.94,7233.86,2497.75,30721.00,1539.15,3130.00
2020-05-18,4779.83,9989.39,2497.81,30788.00,1532.60,3650.00
2020-05-19,5825.93,10359.40,,30710.00,1518.99,4840.00
2020-05-20,6222.29,10675.09,2497.80,30777.00,1505.88,5310.00
2020-05-21,6096.72,9939.98,2497.78,30755.00,1518.99,5350.00
2020-05-22,5859.66,8982.97,2497.77,30743.00,1512.43,5150.00
2020-05-23,5599.19,7883.07,2497.78,30755.00,1512.43,4860.00
2020-05-24,5188.02,7158.30,2497.79,30766.00,1518.99,4450.00
2020-05-25,5032.18,7176.91,2497.83,30810.00,1526.04,4260.00
2020-05-26,5087.77,8267.55,,30743.00,1539.15,4310.00
2020-05-27,5355.66,8410.91,,30788.00,1518.99,4480.00
2020-05-28,5778.16,9349.18,2497.74,30710.00,1505.88,4840.00
2020-05-29,6526.54,11377.13,2497.73,30699.00,1505.88,5410.00
2020-05-30,7663.05,12772.78,2497.69,30655.00,1485.71,6440.00
2020-05-31,8445.06,13288.09,2497.79,30766.00,1498.92,7140.00
2020-06-01,8532.79,12348.83,2497.79,30766.00,1492.27,7290.00
2020-06-02,8902.28,9982.71,2497.76,30732.00,1492.27,7660.00
2020-06-03,9412.67,10506.72,2497.75,30721.00,1512.43,8080.00
2020-06-04,9541.01,8990.46,2497.74,30710.00,1505.88,8190.00
2020-06-05,10081.55,9369.66,2497.78,30755.00,1505.88,8690.00
2020-06-06,10493.44,9729.13,2497.82,30799.00,1512.43,9070.00
2020-06-07,11026.16,12283.05,2497.73,30699.00,1512.43,9680.00
2020-06-08,10081.89,9586.79,2497.74,30710.00,1512.43,8720.00
2020-06-09,9230.27,8717.02,2497.75,30721.00,1485.71,7960.00
2020-06-10,8289.17,7576.27,2497.76,30732.00,1498.82,7100.00
2020-06-11,7708.51,6743.53,2497.80,30777.00,1498.82,6540.00
2020-06-12,7589.54,6779.85,2497.77,30743.00,1498.82,6440.00
2020-06-13,7977.20,7339.94,2497.82,30799.00,1505.97,6720.00
2020-06-14,8375.15,8512.79,2497.80,30777.00,1498.92,7180.00
2020-06-15,7909.51,7857.08,2497.77,30743.00,1498.82,6760.00
2020-06-16,7946.70,8458.43,2497.68,30644.00,1498.82,6930.00
2020-06-17,8376.08,7946.52,2497.74,30710.00,1498.82,7360.00
2020-06-18,8679.43,8314.42,2497.73,30699.00,1505.88,7780.00
2020-06-19,7947.14,7064.35,2497.77,30743.00,1492.27,7000.00
2020-06-20,7396.83,6835.69,2497.73,30699.00,1492.27,6440.00
2020-06-21,6816.31,6229.97,2497.72,30688.00,1498.82,5750.00
2020-06-22,6301.86,5809.79,2497.80,30777.00,1505.88,5080.00
2020-06-23,6094.55,5695.76,2497.79,30766.00,1512.43,4750.00
2020-06-24,6008.35,5577.29,2497.77,30743.00,1518.99,4600.00
2020-06-25,5873.60,5220.71,2497.80,30777.00,1532.60,4390.00
2020-06-26,5656.68,4890.85,2497.75,30721.00,1526.04,4190.00
2020-06-27,5464.80,4608.73,2497.80,30777.00,1532.60,3940.00
2020-06-28,5258.78,4504.04,2497.67,30633.00,1539.15,3840.00
2020-06-29,5313.23,4973.42,2497.81,30788.00,1532.60,3750.00
2020-06-30,5467.08,4894.35,2497.70,30666.00,1532.60,4040.00
2020-07-01,5268.81,4312.90,2497.76,30732.00,1472.10,3770.00
2020-07-02,4890.68,3926.71,2497.79,30766.00,1532.60,3490.00
2020-07-03,4693.91,3145.61,2497.74,30710.00,1526.04,3360.00
2020-07-04,4571.56,3083.76,2497.80,30777.00,1492.27,3180.00
2020-07-05,4434.33,2680.33,2497.78,30755.00,1505.88,3080.00
2020-07-06,4368.95,2728.40,2497.76,30732.00,1566.38,2990.00
2020-07-07,4296.69,2759.48,2497.83,30810.00,1505.88,2810.00
2020-07-08,4173.49,2488.06,2497.80,30777.00,1512.43,2730.00
2020-07-09,4053.25,2388.49,2497.75,30721.00,1505.88,2610.00
2020-07-10,4077.74,1954.19,2497.79,30766.00,1472.10,2560.00
2020-07-11,3993.76,2136.41,2497.81,30788.00,1478.66,2500.00
2020-07-12,3909.06,2170.69,2497.79,30766.00,1485.71,2440.00
2020-07-13,3886.01,1682.80,2497.81,30788.00,1546.21,2370.00
2020-07-14,3804.57,2009.74,2497.81,30788.00,1552.76,2280.00
2020-07-15,3781.19,1584.04,2497.74,30710.00,1539.15,2300.00
2020-07-16,3717.24,1507.48,2497.73,30699.00,1572.93,2200.00
2020-07-17,3744.69,1699.79,2497.81,30788.00,1572.93,2170.00
2020-07-18,3688.49,1600.74,2497.72,30688.00,1572.93,2200.00
2020-07-19,3665.25,1450.94,2497.79,30766.00,1546.21,2090.00
2020-07-20,3597.95,1386.17,2497.79,30766.00,1579.48,2060.00
2020-07-21,3574.92,1312.72,2497.79,30766.00,1552.76,2040.00
2020-07-22,3651.74,1381.47,2497.85,30832.00,1539.15,2080.00
2020-07-23,3587.59,1520.00,2497.78,30755.00,1579.48,2090.00
2020-07-24,3769.13,1789.27,2497.80,30777.00,1572.93,2210.00
2020-07-25,3715.17,1477.18,2497.73,30699.00,,2200.00
2020-07-26,3598.69,1287.09,2497.81,30788.00,,2010.00
2020-07-27,3533.97,1508.22,2497.71,30677.00,1451.94,2050.00
2020-07-28,3568.77,706.61,2497.80,30777.00,1438.32,1980.00
2020-07-29,3620.93,1844.75,2497.76,30732.00,1451.94,2100.00
2020-07-30,3614.39,1079.94,2497.77,30743.00,,2070.00
2020-07-31,3533.36,1215.20,2497.76,30732.00,1552.76,2000.00
2020-08-01,3456.43,1293.05,2497.78,30755.00,1579.48,1910.00
2020-08-02,3468.63,1273.49,2497.78,30755.00,1579.48,1930.00
2020-08-03,3427.50,712.56,2497.81,30788.00,1566.38,1870.00
2020-08-04,3376.89,1179.73,2497.77,30743.00,1566.38,1850.00
2020-08-05,3389.47,1011.32,2497.80,30777.00,1579.48,1820.00
2020-08-06,3352.58,1138.28,2497.75,30721.00,1572.93,1840.00
2020-08-07,3361.90,640.91,2497.80,30777.00,1559.32,1790.00
2020-08-08,3296.51,716.18,2497.74,30710.00,1546.21,1780.00
2020-08-09,3326.06,1165.20,2497.75,30721.00,1546.21,1770.00
2020-08-10,3336.65,566.76,2497.80,30777.00,1546.21,1760.00
2020-08-11,3293.33,456.38,2497.77,30743.00,1546.21,1760.00
2020-08-12,3332.41,1222.47,2497.79,30766.00,1546.21,1760.00
2020-08-13,3310.35,801.61,2497.85,30832.00,1512.43,1730.00
2020-08-14,3266.98,905.46,2497.75,30721.00,1149.88,1770.00
2020-08-15,3295.74,832.89,2497.77,30743.00,1152.95,1740.00
2020-08-16,3283.37,607.75,2497.73,30699.00,1149.64,1740.00
2020-08-17,3262.32,1079.78,2497.73,30699.00,1150.93,1710.00
2020-08-18,3274.97,1166.54,2497.71,30677.00,1148.11,1750.00
2020-08-19,3311.35,912.02,2497.71,30677.00,1156.44,1760.00
2020-08-20,3344.91,786.76,2497.78,30755.00,1157.61,1750.00
2020-08-21,3417.52,962.23,2497.75,30721.00,1162.85,1860.00
2020-08-22,3418.86,892.48,2497.78,30755.00,1164.48,1830.00
2020-08-23,3395.22,963.12,2497.78,30755.00,1166.40,1830.00
2020-08-24,3378.96,779.48,2497.78,30755.00,1579.48,1810.00
2020-08-25,3389.65,985.28,2497.81,30788.00,1579.48,1820.00
2020-08-26,3375.24,972.89,2497.80,30777.00,1586.54,1830.00
2020-08-27,3371.84,828.32,2497.79,30766.00,1572.93,1830.00
2020-08-28,3351.75,836.96,2497.82,30799.00,1586.54,1850.00
2020-08-29,3313.73,810.54,2497.74,30710.00,1579.48,1920.00
2020-08-30,3327.83,645.66,2497.81,30788.00,1566.38,1840.00
2020-08-31,3330.76,908.74,2497.86,30843.00,1552.76,1880.00
2020-09-01,2846.63,1423.87,2497.69,30655.00,1351.11,1570.00
2020-09-02,2416.38,951.78,2497.73,30699.00,779.91,1040.00
2020-09-03,2307.98,872.62,2497.70,30666.00,725.97,978.00
2020-09-04,2239.98,944.27,2497.64,30599.00,725.97,962.00
2020-09-05,2164.57,831.05,2497.61,30566.00,651.86,892.00
2020-09-06,2150.62,731.89,2497.74,30710.00,578.25,835.00
2020-09-07,2050.52,835.98,2497.76,30732.00,544.48,801.00
2020-09-08,2065.50,275.70,2497.77,30743.00,604.97,859.00
2020-09-09,2080.75,476.49,2497.78,30755.00,705.80,933.00
2020-09-10,2119.30,682.43,2497.80,30777.00,705.80,999.00
2020-09-11,2107.78,876.60,2497.81,30788.00,772.85,1010.00
2020-09-12,2003.43,837.80,2497.72,30688.00,779.91,984.00
2020-09-13,2009.23,779.57,2497.76,30732.00,759.75,919.00
2020-09-14,1920.30,837.85,2497.72,30688.00,672.02,880.00
2020-09-15,1923.71,893.19,2497.78,30755.00,651.86,858.00
2020-09-16,1851.56,874.48,2497.75,30721.00,692.19,887.00
2020-09-17,1797.83,735.55,2497.82,30799.00,625.14,808.00
2020-09-18,1743.50,948.43,2497.81,30788.00,712.36,885.00
2020-09-19,1735.24,933.61,2497.81,30788.00,746.13,912.00
2020-09-20,1679.13,936.49,2497.71,30677.00,746.13,906.00
2020-09-21,1658.65,899.87,2497.78,30755.00,625.14,786.00
2020-09-22,1568.95,863.62,2497.75,30721.00,598.42,755.00
2020-09-23,1576.46,592.83,2497.73,30699.00,604.97,761.00
2020-09-24,1565.22,928.45,2497.80,30777.00,591.36,719.00
2020-09-25,1556.22,1184.65,2497.76,30732.00,625.14,767.00
2020-09-26,1669.42,1303.90,2497.74,30710.00,712.36,859.00
2020-09-27,1719.29,882.88,2497.82,30799.00,705.80,850.00
2020-09-28,1538.20,987.14,2497.74,30710.00,638.75,765.00
2020-09-29,1507.04,935.32,2497.73,30699.00,578.25,709.00
2020-09-30,1480.88,789.67,2497.77,30743.00,537.92,655.00
2020-10-01,1453.69,863.31,2497.74,30710.00,544.48,667.00
2020-10-02,1458.95,888.23,2497.75,30721.00,530.86,653.00
2020-10-03,1458.64,785.07,2497.78,30755.00,530.86,645.00
2020-10-04,1462.29,883.51,2497.78,30755.00,537.92,669.00
2020-10-05,1412.51,780.28,2497.68,30644.00,544.47,680.00
2020-10-06,1422.69,839.88,2497.64,30599.00,517.76,649.00
2020-10-07,1333.94,1128.75,2497.51,30456.00,463.81,606.00
2020-10-08,1103.47,886.68,2496.99,29889.00,463.81,606.00
2020-10-09,1019.36,977.01,2496.44,29279.00,450.20,581.00
2020-10-10,1126.14,2364.88,2496.00,28800.00,510.70,661.00
2020-10-11,1354.00,1311.15,2495.56,28356.00,712.36,880.00
2020-10-12,1289.11,1939.99,2494.92,27719.00,779.91,982.00
2020-10-13,1051.87,1543.94,2494.44,27235.00,846.96,1060.00
2020-10-14,1065.92,1156.17,2494.07,26869.00,893.85,1100.00
2020-10-15,1007.28,1310.29,2493.41,26205.00,1035.01,1200.00
2020-10-16,971.37,1370.16,2492.96,25763.00,826.80,1050.00
2020-10-17,932.43,834.62,2492.48,25328.00,759.75,1010.00
2020-10-18,915.97,1040.50,2492.01,24909.00,725.97,982.00
2020-10-19,870.79,864.74,2491.49,24437.00,672.02,960.00
2020-10-20,903.75,1098.86,2491.03,24027.00,658.92,968.00
2020-10-21,848.89,862.50,2490.56,23600.00,618.59,925.00
2020-10-22,850.74,927.88,2490.02,23118.00,833.35,1040.00
2020-10-23,851.48,375.54,2489.49,22688.00,893.85,1060.00
2020-10-24,844.13,1722.89,2488.96,22263.00,880.74,1050.00
2020-10-25,941.35,577.85,2488.60,21935.00,927.63,1100.00
2020-10-26,793.12,832.44,2487.99,21392.00,887.29,1060.00
2020-10-27,791.89,871.05,2487.48,20980.00,800.08,992.00
2020-10-28,875.95,1153.24,2487.00,20600.00,887.29,1060.00
2020-10-29,844.09,992.31,2486.45,20156.00,880.74,1060.00
2020-10-30,893.37,895.39,2486.01,19808.00,867.13,1060.00
2020-10-31,826.80,993.68,2485.39,19370.00,846.96,1040.00
2020-11-01,846.18,996.42,2484.82,18972.00,873.68,1040.00
2020-11-02,869.63,1068.77,2484.32,18621.00,712.36,1040.00
2020-11-03,749.89,1018.10,2482.99,17795.00,578.25,1160.00
2020-11-04,910.37,758.62,2482.83,17714.00,558.09,944.00
2020-11-05,941.10,900.76,2482.89,17744.00,544.48,919.00
2020-11-06,939.49,1085.20,2482.91,17754.00,551.03,928.00
2020-11-07,932.20,1524.60,2482.90,17749.00,564.64,930.00
2020-11-08,962.06,435.20,2482.93,17765.00,571.20,949.00
2020-11-09,949.53,642.99,2482.84,17719.00,578.25,968.00
2020-11-10,956.62,767.56,2482.88,17739.00,578.25,942.00
2020-11-11,955.91,1144.97,2482.87,17734.00,584.81,954.00
2020-11-12,,,2482.79,17694.00,578.25,971.00
2020-11-13,,,2482.88,17739.00,571.20,895.00
2020-11-14,,,2482.94,17770.00,571.20,951.00
2020-11-15,,,2483.03,17818.00,578.25,1060.00
2020-11-16,,,2483.08,17847.00,571.20,1090.00
2020-11-17,,,2483.13,17877.00,578.25,1110.00
2020-11-18,,,2483.13,17877.00,685.64,1260.00
2020-11-19,,,2482.78,17689.00,1109.12,1730.00
2020-11-20,,,2481.95,17275.00,1169.61,1510.00
2020-11-21,,,2480.01,12893.00,1095.51,1410.00
2020-11-22,,,2478.90,10337.00,840.41,1130.00
2020-11-23,,,2477.13,7269.00,302.49,1170.00
2020-11-24,,,2476.26,6113.00,0.00,1140.00
2020-11-25,,,2475.05,4805.00,0.00,1190.00
2020-11-26,,,2473.65,3637.00,0.00,1200.00
2020-11-27,,,2471.85,2542.00,0.00,1190.00
