date,qu,gain,qd
1983-10-16,5591.65,440.00,5380.00
1983-10-17,6072.03,920.00,5940.00
1983-10-18,5652.11,930.00,5920.00
1983-10-19,5897.35,910.00,5930.00
1983-10-20,5398.05,890.00,5910.00
1983-10-21,5869.08,930.00,5950.00
1983-10-22,5580.48,930.00,5950.00
1983-10-23,5630.84,970.00,5990.00
1983-10-24,5892.63,250.00,6550.00
1983-10-25,5902.76,1180.00,8700.00
1983-10-26,5760.70,1170.00,8690.00
1983-10-27,5707.82,1180.00,8630.00
1983-10-28,5687.81,1930.00,5470.00
1983-10-29,4519.69,670.00,3970.00
1983-10-30,5139.05,620.00,3940.00
1983-10-31,4896.04,650.00,3970.00
1983-11-01,5469.32,640.00,3940.00
1983-11-02,5320.97,670.00,3990.00
1983-11-03,5883.98,670.00,3970.00
1983-11-04,5032.26,600.00,3940.00
1983-11-05,5395.60,190.00,5030.00
1983-11-06,5813.63,780.00,5700.00
1983-11-07,6229.12,840.00,5760.00
1983-11-08,8032.85,870.00,5790.00
1983-11-09,5974.67,690.00,6060.00
1983-11-10,5815.79,920.00,6310.00
1983-11-11,6350.48,950.00,6370.00
1983-11-12,6420.79,920.00,6340.00
1983-11-13,6306.07,740.00,6460.00
1983-11-14,7036.89,990.00,6650.00
1983-11-15,5843.50,860.00,6490.00
1983-11-16,5613.78,820.00,6430.00
1983-11-17,6554.26,1080.00,6370.00
1983-11-18,6504.96,830.00,5820.00
1983-11-19,5530.72,750.00,5790.00
1983-11-20,5653.42,710.00,6000.00
1983-11-21,6096.56,870.00,6370.00
1983-11-22,5426.00,840.00,6310.00
1983-11-23,4947.34,840.00,6310.00
1983-11-24,5761.53,840.00,6340.00
1983-11-25,5408.82,870.00,6370.00
1983-11-26,6169.53,960.00,6000.00
1983-11-27,4611.35,770.00,5790.00
1983-11-28,5163.57,800.00,5820.00
1983-11-29,5480.04,1010.00,5280.00
1983-11-30,4564.52,680.00,4930.00
1983-12-01,4608.10,710.00,5500.00
1983-12-02,5746.39,780.00,5820.00
1983-12-03,5207.80,810.00,5850.00
1983-12-04,5738.62,810.00,5850.00
1983-12-05,5221.41,620.00,5940.00
1983-12-06,4949.57,810.00,6340.00
1983-12-07,6171.31,840.00,6370.00
1983-12-08,5663.51,810.00,6340.00
1983-12-09,5030.85,820.00,6370.00
1983-12-10,5706.93,820.00,6370.00
1983-12-11,5598.07,820.00,6370.00
1983-12-12,5515.49,850.00,6400.00
1983-12-13,5740.60,850.00,6400.00
1983-12-14,5208.34,820.00,6370.00
1983-12-15,4954.36,820.00,6400.00
1983-12-16,5196.30,820.00,6400.00
1983-12-17,4569.92,790.00,6370.00
1983-12-18,4546.56,760.00,6340.00
1983-12-19,4660.22,820.00,6370.00
1983-12-20,4781.18,790.00,6370.00
1983-12-21,4050.99,760.00,6340.00
1983-12-22,3475.67,730.00,6310.00
1983-12-23,3919.62,730.00,6310.00
1983-12-24,3344.44,730.00,6310.00
1983-12-25,4194.42,730.00,6340.00
1983-12-26,4801.66,820.00,6400.00
1983-12-27,4949.79,820.00,6400.00
1983-12-28,4384.11,760.00,6340.00
1983-12-29,3764.71,700.00,6310.00
1983-12-30,5130.70,820.00,6400.00
1983-12-31,4858.89,760.00,6370.00
1984-01-01,4452.68,730.00,6340.00
1984-01-02,4923.79,760.00,6340.00
1984-01-03,4267.81,730.00,6340.00
1984-01-04,4630.84,700.00,6310.00
1984-01-05,4594.12,700.00,6310.00
1984-01-06,4834.74,700.00,6310.00
1984-01-07,4762.96,700.00,6310.00
1984-01-08,3845.32,670.00,6280.00
1984-01-09,4540.15,700.00,6310.00
1984-01-10,4089.02,630.00,6240.00
1984-01-11,4525.58,600.00,6210.00
1984-01-12,4224.43,600.00,6210.00
1984-01-13,4033.68,630.00,6240.00
1984-01-14,4347.42,630.00,6240.00
1984-01-15,3857.07,630.00,6240.00
1984-01-16,3369.87,580.00,6210.00
1984-01-17,3932.21,600.00,6210.00
1984-01-18,3302.15,600.00,6180.00
1984-01-19,2477.06,510.00,6120.00
1984-01-20,2729.15,540.00,6150.00
1984-01-21,2785.71,540.00,6150.00
1984-01-22,3469.55,550.00,6180.00
1984-01-23,3791.12,580.00,6210.00
1984-01-24,4121.21,610.00,6240.00
1984-01-25,4180.66,550.00,6180.00
1984-01-26,4541.46,550.00,6210.00
1984-01-27,4461.46,540.00,6200.00
1984-01-28,3802.32,570.00,6200.00
1984-01-29,4145.87,510.00,6170.00
1984-01-30,3369.05,520.00,6180.00
1984-01-31,3447.15,540.00,6200.00
1984-02-01,3681.02,530.00,6220.00
1984-02-02,3272.21,540.00,6230.00
1984-02-03,3919.31,550.00,6240.00
1984-02-04,4039.15,1090.00,5110.00
1984-02-05,3499.35,440.00,4300.00
1984-02-06,3588.45,670.00,3950.00
1984-02-07,3558.04,480.00,3720.00
1984-02-08,4616.12,470.00,3690.00
1984-02-09,3379.60,430.00,3670.00
1984-02-10,4010.40,480.00,3720.00
1984-02-11,4593.48,1020.00,3150.00
1984-02-12,3811.35,590.00,2650.00
1984-02-13,4013.44,610.00,2640.00
1984-02-14,4652.14,650.00,2650.00
1984-02-15,4008.41,570.00,2600.00
1984-02-16,4092.47,600.00,2610.00
1984-02-17,3867.22,590.00,2590.00
1984-02-18,3731.39,570.00,2580.00
1984-02-19,3302.96,570.00,2570.00
1984-02-20,3470.38,560.00,2560.00
1984-02-21,3424.87,560.00,2560.00
1984-02-22,3810.83,570.00,2580.00
1984-02-23,3597.38,570.00,2580.00
1984-02-24,3735.82,570.00,2570.00
1984-02-25,4057.78,570.00,2570.00
1984-02-26,3115.23,580.00,2560.00
1984-02-27,3549.08,570.00,2550.00
1984-02-28,3291.53,550.00,2530.00
1984-02-29,3570.17,560.00,2540.00
1984-03-01,3530.58,560.00,2540.00
1984-03-02,3498.20,560.00,2540.00
1984-03-03,4163.60,560.00,2560.00
1984-03-04,3430.08,560.00,2540.00
1984-03-05,2926.74,550.00,2530.00
1984-03-06,3536.43,560.00,2540.00
1984-03-07,3387.92,550.00,2530.00
1984-03-08,3459.43,550.00,2530.00
1984-03-09,3616.52,530.00,2650.00
1984-03-10,3442.60,530.00,2650.00
1984-03-11,3591.59,560.00,2660.00
1984-03-12,4098.26,560.00,2660.00
1984-03-13,4214.18,550.00,2650.00
1984-03-14,3541.98,580.00,2680.00
1984-03-15,4135.22,590.00,2690.00
1984-03-16,4351.96,610.00,2710.00
1984-03-17,3859.78,580.00,2680.00
1984-03-18,3624.23,570.00,2670.00
1984-03-19,3573.49,560.00,2660.00
1984-03-20,3825.54,550.00,2640.00
1984-03-21,3446.14,30.00,3020.00
1984-03-22,2815.26,-430.00,4500.00
1984-03-23,3142.83,270.00,5320.00
1984-03-24,3451.06,270.00,5350.00
1984-03-25,2795.00,-500.00,7170.00
1984-03-26,3692.88,410.00,8260.00
1984-03-27,4237.08,380.00,8260.00
1984-03-28,3172.47,380.00,8290.00
1984-03-29,3560.31,350.00,8290.00
1984-03-30,3482.65,390.00,8330.00
1984-03-31,3603.77,370.00,8370.00
1984-04-01,4699.39,1440.00,6270.00
1984-04-02,2726.03,-760.00,6040.00
1984-04-03,3806.04,460.00,8490.00
1984-04-04,3531.55,460.00,8520.00
1984-04-05,4168.79,530.00,8590.00
1984-04-06,3910.15,-20.00,9270.00
1984-04-07,4947.23,700.00,10900.00
1984-04-08,4626.68,700.00,10900.00
1984-04-09,4986.75,700.00,10900.00
1984-04-10,4974.01,700.00,10900.00
1984-04-11,4932.42,700.00,10900.00
1984-04-12,4354.09,100.00,11500.00
1984-04-13,4961.46,700.00,12900.00
1984-04-14,4701.02,700.00,12900.00
1984-04-15,4794.42,800.00,13000.00
1984-04-16,6252.23,900.00,13100.00
1984-04-17,7773.62,1200.00,13400.00
1984-04-18,9524.41,1400.00,13600.00
1984-04-19,11807.37,1700.00,13800.00
1984-04-20,11113.43,1500.00,13700.00
1984-04-21,10267.23,1400.00,13600.00
1984-04-22,9625.04,1300.00,13500.00
1984-04-23,10744.42,1500.00,13700.00
1984-04-24,10838.05,1500.00,13700.00
1984-04-25,10193.93,1500.00,13700.00
1984-04-26,8999.82,1400.00,13600.00
1984-04-27,8362.91,1400.00,13600.00
1984-04-28,8148.01,1300.00,13600.00
1984-04-29,8196.14,1400.00,13700.00
1984-04-30,8323.21,1100.00,14000.00
1984-05-01,7574.97,1100.00,14900.00
1984-05-02,8817.13,1500.00,15800.00
1984-05-03,9729.07,1500.00,15800.00
1984-05-04,9879.90,1500.00,15800.00
1984-05-05,9453.87,1500.00,15800.00
1984-05-06,9564.87,1500.00,15800.00
1984-05-07,8607.66,1400.00,15700.00
1984-05-08,9945.20,2630.00,9780.00
1984-05-09,8630.48,100.00,14400.00
1984-05-10,11440.68,1400.00,15700.00
1984-05-11,12819.73,1600.00,15900.00
1984-05-12,14966.60,1800.00,16100.00
1984-05-13,18253.84,2000.00,16300.00
1984-05-14,24328.06,2600.00,16900.00
1984-05-15,32599.04,3300.00,17600.00
1984-05-16,35776.07,3800.00,17400.00
1984-05-17,30678.78,2200.00,14500.00
1984-05-18,25840.33,1800.00,14100.00
1984-05-19,26357.16,1800.00,14100.00
1984-05-20,29433.26,2200.00,14500.00
1984-05-21,32565.48,2200.00,14500.00
1984-05-22,29263.95,1800.00,14100.00
1984-05-23,27019.12,1700.00,14000.00
1984-05-24,33112.39,2000.00,14300.00
1984-05-25,33571.57,1700.00,14000.00
1984-05-26,28198.77,1600.00,13900.00
1984-05-27,27292.80,1700.00,14000.00
1984-05-28,24440.19,700.00,14700.00
1984-05-29,25547.84,700.00,17800.00
1984-05-30,29748.00,900.00,20300.00
1984-05-31,37354.57,1800.00,22200.00
1984-06-01,41534.07,1700.00,22000.00
1984-06-02,35885.26,1300.00,21600.00
1984-06-03,32227.21,1300.00,21600.00
1984-06-04,30974.18,1400.00,21700.00
1984-06-05,28313.04,1600.00,21900.00
1984-06-06,28118.08,1900.00,21700.00
1984-06-07,26264.14,1600.00,20300.00
1984-06-08,24982.17,1800.00,19800.00
1984-06-09,22480.20,1400.00,18800.00
1984-06-10,20865.23,1400.00,18800.00
1984-06-11,21266.30,1600.00,19000.00
1984-06-12,21923.54,2600.00,18300.00
1984-06-13,20086.38,1800.00,16100.00
1984-06-14,20646.31,1700.00,16000.00
1984-06-15,23622.41,1800.00,16200.00
1984-06-16,26605.41,1800.00,16200.00
1984-06-17,27785.12,1300.00,16900.00
1984-06-18,29173.48,1500.00,18400.00
1984-06-19,28727.79,1600.00,18900.00
1984-06-20,27099.23,1600.00,18900.00
1984-06-21,26987.83,1400.00,18800.00
1984-06-22,27440.85,1000.00,18600.00
1984-06-23,26102.21,700.00,19600.00
1984-06-24,24241.09,500.00,21100.00
1984-06-25,24979.24,800.00,21600.00
1984-06-26,26142.63,800.00,21600.00
1984-06-27,26088.93,400.00,21900.00
1984-06-28,25952.15,700.00,23000.00
1984-06-29,25512.48,1200.00,22800.00
1984-06-30,25596.57,900.00,20900.00
1984-07-01,25190.85,700.00,20400.00
1984-07-02,22362.69,600.00,20400.00
1984-07-03,21216.33,700.00,20500.00
1984-07-04,20631.56,700.00,20500.00
1984-07-05,19482.84,500.00,20500.00
1984-07-06,19160.01,500.00,21000.00
1984-07-07,19274.77,600.00,21200.00
1984-07-08,17828.85,600.00,21000.00
1984-07-09,18304.97,400.00,20800.00
1984-07-10,16769.88,400.00,20800.00
1984-07-11,15722.42,800.00,20500.00
1984-07-12,15041.44,600.00,19000.00
1984-07-13,13716.95,400.00,18800.00
1984-07-14,13374.16,300.00,18800.00
1984-07-15,12785.50,400.00,19100.00
1984-07-16,12554.54,700.00,18800.00
1984-07-17,12158.23,500.00,17900.00
1984-07-18,11410.89,300.00,17500.00
1984-07-19,11134.84,1000.00,16300.00
1984-07-20,11573.32,1400.00,14400.00
1984-07-21,12348.90,700.00,12100.00
1984-07-22,12249.44,300.00,12200.00
1984-07-23,12760.24,-300.00,13400.00
1984-07-24,13558.00,500.00,14700.00
1984-07-25,12413.51,1500.00,14000.00
1984-07-26,11504.06,1000.00,12400.00
1984-07-27,12122.36,1000.00,11500.00
1984-07-28,11040.15,200.00,11200.00
1984-07-29,11476.44,600.00,11600.00
1984-07-30,11566.00,600.00,11600.00
1984-07-31,10137.29,1100.00,11600.00
1984-08-01,11384.29,800.00,11100.00
1984-08-02,10133.25,700.00,10900.00
1984-08-03,10175.04,950.00,10700.00
1984-08-04,9343.83,800.00,10400.00
1984-08-05,9069.22,1140.00,10200.00
1984-08-06,8870.13,950.00,9630.00
1984-08-07,8578.17,670.00,9340.00
1984-08-08,8020.33,630.00,9300.00
1984-08-09,7641.03,610.00,9290.00
1984-08-10,7424.45,660.00,9320.00
1984-08-11,7541.85,590.00,9270.00
1984-08-12,6786.61,610.00,9280.00
1984-08-13,6921.64,1020.00,9260.00
1984-08-14,7290.76,1280.00,9010.00
1984-08-15,6811.06,460.00,8240.00
1984-08-16,7196.43,580.00,8370.00
1984-08-17,7580.96,540.00,8330.00
1984-08-18,7252.96,580.00,8320.00
1984-08-19,6710.58,540.00,8290.00
1984-08-20,6652.07,530.00,8280.00
1984-08-21,6267.05,490.00,8250.00
1984-08-22,6363.74,480.00,8230.00
1984-08-23,6304.38,490.00,8250.00
1984-08-24,6388.30,500.00,8250.00
1984-08-25,7166.56,540.00,8320.00
1984-08-26,6237.74,600.00,8360.00
1984-08-27,6395.96,560.00,8330.00
1984-08-28,6375.67,530.00,8280.00
1984-08-29,5482.02,530.00,8300.00
1984-08-30,5694.72,510.00,8280.00
1984-08-31,6110.41,540.00,8330.00
1984-09-01,6439.03,520.00,8330.00
1984-09-02,6377.81,500.00,8280.00
1984-09-03,5207.75,480.00,8280.00
1984-09-04,5118.07,480.00,8270.00
1984-09-05,6081.26,490.00,8290.00
1984-09-06,5892.71,500.00,8320.00
1984-09-07,6474.31,240.00,8490.00
1984-09-08,5107.35,390.00,9880.00
1984-09-09,6068.26,670.00,10200.00
1984-09-10,6011.35,570.00,10100.00
1984-09-11,6001.51,650.00,10200.00
1984-09-12,6255.07,650.00,10200.00
1984-09-13,5194.08,780.00,10200.00
1984-09-14,5992.83,630.00,9620.00
1984-09-15,5774.50,600.00,9590.00
1984-09-16,5670.62,580.00,9580.00
1984-09-17,5582.13,570.00,9570.00
1984-09-18,5287.84,540.00,9560.00
1984-09-19,5056.58,500.00,9850.00
1984-09-20,5049.20,590.00,9950.00
1984-09-21,6496.04,650.00,9990.00
1984-09-22,6784.03,440.00,10100.00
1984-09-23,6112.03,300.00,10800.00
1984-09-24,7255.99,500.00,11800.00
1984-09-25,6376.06,700.00,12800.00
1984-09-26,6186.16,900.00,12500.00
1984-09-27,6228.99,700.00,12000.00
1984-09-28,6013.16,700.00,12000.00
1984-09-29,6193.23,900.00,11800.00
1984-09-30,5383.82,1210.00,10300.00
1984-10-01,6081.74,800.00,8580.00
1984-10-02,6668.21,870.00,7670.00
1984-10-03,5894.51,810.00,6710.00
1984-10-04,5436.32,710.00,5890.00
1984-10-05,5120.91,460.00,5570.00
1984-10-06,5001.20,540.00,5370.00
1984-10-07,4756.31,430.00,5210.00
1984-10-08,5102.11,400.00,5210.00
1984-10-09,4603.43,410.00,5210.00
1984-10-10,5171.81,410.00,5210.00
1984-10-11,4800.10,320.00,5400.00
1984-10-12,5203.24,470.00,5590.00
1984-10-13,5315.88,470.00,5580.00
1984-10-14,4771.69,470.00,5580.00
1984-10-15,5891.10,830.00,5070.00
1984-10-16,4618.45,500.00,4420.00
1984-10-17,5299.83,510.00,4360.00
1984-10-18,5241.64,470.00,4370.00
1984-10-19,4319.19,240.00,4780.00
1984-10-20,4536.32,430.00,5050.00
1984-10-21,4648.83,430.00,5040.00
1984-10-22,4485.88,420.00,5060.00
1984-10-23,4452.42,430.00,5030.00
1984-10-24,4425.48,440.00,5040.00
1984-10-25,4623.91,670.00,4650.00
1984-10-26,4544.23,480.00,4380.00
1984-10-27,4859.86,470.00,4370.00
1984-10-28,5062.94,590.00,4230.00
1984-10-29,4943.62,500.00,4120.00
1984-10-30,4651.22,500.00,4110.00
1984-10-31,4204.34,490.00,4110.00
1984-11-01,4820.86,470.00,4090.00
1984-11-02,4595.85,480.00,4100.00
1984-11-03,5147.26,500.00,4110.00
1984-11-04,4576.92,460.00,4080.00
1984-11-05,4597.30,360.00,4220.00
1984-11-06,4330.00,430.00,4330.00
1984-11-07,4561.75,440.00,4350.00
1984-11-08,5255.72,470.00,4360.00
1984-11-09,5174.54,450.00,4360.00
1984-11-10,4790.46,350.00,4440.00
1984-11-11,4804.96,440.00,4530.00
1984-11-12,4549.01,420.00,4510.00
1984-11-13,4638.23,320.00,4580.00
1984-11-14,4855.12,410.00,4810.00
1984-11-15,4731.08,290.00,4910.00
1984-11-16,4037.07,390.00,5020.00
1984-11-17,4183.00,380.00,5030.00
1984-11-18,4256.19,380.00,5020.00
1984-11-19,4005.47,400.00,5030.00
1984-11-20,4233.84,790.00,4480.00
1984-11-21,3811.13,450.00,4060.00
1984-11-22,4354.60,440.00,4040.00
1984-11-23,3901.20,430.00,4020.00
1984-11-24,4076.64,440.00,4030.00
1984-11-25,4144.57,470.00,4060.00
1984-11-26,4020.00,420.00,4020.00
1984-11-27,3917.15,430.00,4020.00
1984-11-28,4524.15,430.00,4030.00
1984-11-29,4435.27,430.00,4040.00
1984-11-30,4544.65,450.00,4050.00
1984-12-01,5022.96,440.00,4030.00
1984-12-02,3667.23,410.00,4010.00
1984-12-03,3391.84,100.00,4160.00
1984-12-04,2708.68,100.00,4940.00
1984-12-05,2399.05,70.00,5910.00
1984-12-06,3520.23,410.00,6260.00
1984-12-07,3296.23,390.00,6300.00
1984-12-08,3638.19,450.00,6330.00
1984-12-09,3738.39,470.00,6360.00
1984-12-10,3838.71,480.00,6400.00
1984-12-11,5542.92,1120.00,5250.00
1984-12-12,4260.05,410.00,4420.00
1984-12-13,3736.81,370.00,4350.00
1984-12-14,2842.67,-240.00,4380.00
1984-12-15,2861.44,200.00,5750.00
1984-12-16,4285.14,460.00,6030.00
1984-12-17,3497.43,340.00,6130.00
1984-12-18,3586.18,450.00,6370.00
1984-12-19,3709.83,440.00,6370.00
1984-12-20,3603.62,480.00,6410.00
1984-12-21,4431.44,510.00,6450.00
1984-12-22,4533.45,490.00,6430.00
1984-12-23,3897.13,480.00,6420.00
1984-12-24,4137.82,470.00,6410.00
1984-12-25,3711.73,480.00,6450.00
1984-12-26,3837.57,490.00,6430.00
1984-12-27,4049.43,480.00,6440.00
1984-12-28,4348.72,490.00,6470.00
1984-12-29,4035.02,490.00,6460.00
1984-12-30,4282.00,500.00,6490.00
1984-12-31,4515.43,490.00,6490.00
1985-01-01,3949.63,490.00,6490.00
1985-01-02,3785.20,460.00,6460.00
1985-01-03,3870.89,470.00,6470.00
1985-01-04,3177.86,460.00,6470.00
1985-01-05,3615.27,560.00,6460.00
1985-01-06,3648.73,440.00,6120.00
1985-01-07,3380.63,480.00,6140.00
1985-01-08,3745.95,490.00,6160.00
1985-01-09,4117.72,490.00,6160.00
1985-01-10,4264.71,480.00,6160.00
1985-01-11,3922.82,480.00,6160.00
1985-01-12,3654.82,440.00,6120.00
1985-01-13,3697.30,490.00,6160.00
1985-01-14,2925.64,490.00,6160.00
1985-01-15,3738.10,450.00,6100.00
1985-01-16,3119.90,420.00,6100.00
1985-01-17,3363.03,450.00,6120.00
1985-01-18,3743.02,450.00,6120.00
1985-01-19,3973.63,450.00,6130.00
1985-01-20,4002.10,480.00,6160.00
1985-01-21,4074.42,650.00,5830.00
1985-01-22,3878.25,580.00,5260.00
1985-01-23,3495.02,370.00,5020.00
1985-01-24,3089.47,370.00,5010.00
1985-01-25,3117.53,360.00,5000.00
1985-01-26,3072.02,370.00,5020.00
1985-01-27,3229.91,380.00,5030.00
1985-01-28,3163.89,390.00,5030.00
1985-01-29,3668.18,400.00,5030.00
1985-01-30,3336.38,350.00,4950.00
1985-01-31,2525.25,350.00,4900.00
1985-02-01,2644.32,320.00,4950.00
1985-02-02,2671.07,340.00,5000.00
1985-02-03,2719.04,410.00,5070.00
1985-02-04,3083.06,410.00,5080.00
1985-02-05,2911.13,390.00,5070.00
1985-02-06,3146.62,390.00,5090.00
1985-02-07,3374.11,610.00,4930.00
1985-02-08,3730.22,480.00,4800.00
1985-02-09,3889.15,640.00,4710.00
1985-02-10,3829.47,620.00,4650.00
1985-02-11,3756.99,610.00,4650.00
1985-02-12,4212.55,640.00,4660.00
1985-02-13,4253.18,500.00,4110.00
1985-02-14,3208.99,370.00,4020.00
1985-02-15,3713.15,370.00,4020.00
1985-02-16,3141.77,380.00,4020.00
1985-02-17,3344.35,380.00,4040.00
1985-02-18,3452.52,360.00,4010.00
1985-02-19,3117.32,360.00,4020.00
1985-02-20,4062.25,640.00,3820.00
1985-02-21,3600.00,450.00,3600.00
1985-02-22,3239.35,450.00,3590.00
1985-02-23,3838.09,450.00,3590.00
1985-02-24,3240.36,450.00,3590.00
1985-02-25,3450.78,450.00,3590.00
1985-02-26,3880.81,420.00,3700.00
1985-02-27,3113.92,430.00,3570.00
1985-02-28,3121.70,440.00,3570.00
1985-03-01,3301.67,440.00,3580.00
1985-03-02,4173.35,460.00,3610.00
1985-03-03,4432.00,700.00,3350.00
1985-03-04,3489.77,530.00,3140.00
1985-03-05,3339.58,520.00,3130.00
1985-03-06,3844.90,530.00,3150.00
1985-03-07,3660.48,510.00,3130.00
1985-03-08,3480.08,520.00,3130.00
1985-03-09,2666.33,500.00,3130.00
1985-03-10,3176.49,530.00,3140.00
1985-03-11,3490.80,520.00,3110.00
1985-03-12,3434.82,520.00,3120.00
1985-03-13,3151.13,520.00,3120.00
1985-03-14,3249.56,510.00,3110.00
1985-03-15,3210.87,520.00,3140.00
1985-03-16,3347.53,520.00,3140.00
1985-03-17,3176.02,530.00,3140.00
1985-03-18,2857.79,-120.00,3900.00
1985-03-19,3211.02,390.00,4540.00
1985-03-20,3042.78,400.00,4560.00
1985-03-21,3676.33,440.00,4600.00
1985-03-22,3532.77,440.00,4600.00
1985-03-23,3440.23,440.00,4600.00
1985-03-24,3339.38,440.00,4590.00
1985-03-25,3612.99,470.00,4650.00
1985-03-26,4336.27,440.00,4640.00
1985-03-27,3793.03,440.00,4580.00
1985-03-28,3157.09,400.00,4560.00
1985-03-29,3212.57,410.00,4580.00
1985-03-30,3323.80,400.00,4550.00
1985-03-31,3705.97,430.00,4580.00
1985-04-01,2996.92,450.00,4350.00
1985-04-02,3657.09,470.00,4620.00
1985-04-03,2810.79,-630.00,7150.00
1985-04-04,4542.75,950.00,9230.00
1985-04-05,4318.50,890.00,9160.00
1985-04-06,5655.49,940.00,9230.00
1985-04-07,5528.82,1000.00,9290.00
1985-04-08,5690.78,1100.00,9400.00
1985-04-09,6821.20,1210.00,9500.00
1985-04-10,7662.40,1310.00,9580.00
1985-04-11,8930.94,1400.00,9710.00
1985-04-12,8923.48,1950.00,8260.00
1985-04-13,9926.38,1240.00,7400.00
1985-04-14,10640.86,1340.00,7500.00
1985-04-15,12125.06,1470.00,7630.00
1985-04-16,16340.25,1560.00,7720.00
1985-04-17,15585.44,1780.00,7890.00
1985-04-18,15847.46,1660.00,7720.00
1985-04-19,16394.89,1630.00,7730.00
1985-04-20,11905.56,1440.00,7520.00
1985-04-21,10939.38,1270.00,7310.00
1985-04-22,10001.64,1140.00,7160.00
1985-04-23,8692.93,1040.00,7030.00
1985-04-24,8902.06,970.00,6950.00
1985-04-25,8051.12,920.00,6850.00
1985-04-26,8294.32,810.00,6790.00
1985-04-27,8140.18,820.00,6780.00
1985-04-28,6969.61,830.00,6790.00
1985-04-29,9576.01,940.00,6890.00
1985-04-30,11473.13,1170.00,7110.00
1985-05-01,12912.66,830.00,8590.00
1985-05-02,14914.51,1270.00,9900.00
1985-05-03,18526.83,1000.00,11900.00
1985-05-04,22549.91,2400.00,15400.00
1985-05-05,21318.42,1800.00,15400.00
1985-05-06,21625.30,2000.00,16000.00
1985-05-07,18671.88,1700.00,16100.00
1985-05-08,18918.31,1700.00,17300.00
1985-05-09,21434.49,2000.00,18100.00
1985-05-10,23979.90,2100.00,18200.00
1985-05-11,25679.94,2200.00,18300.00
1985-05-12,22009.65,1900.00,17900.00
1985-05-13,17710.15,1700.00,17700.00
1985-05-14,16256.70,1700.00,17200.00
1985-05-15,15618.95,2600.00,15300.00
1985-05-16,15512.38,1930.00,11700.00
1985-05-17,14594.63,1070.00,10700.00
1985-05-18,16878.28,1100.00,11800.00
1985-05-19,18686.54,1300.00,12300.00
1985-05-20,18919.63,1100.00,12400.00
1985-05-21,19289.54,1200.00,13500.00
1985-05-22,17307.62,900.00,14200.00
1985-05-23,20509.46,700.00,16000.00
1985-05-24,22514.14,1300.00,17400.00
1985-05-25,23478.09,1500.00,17500.00
1985-05-26,23836.39,800.00,17800.00
1985-05-27,23855.67,1000.00,19600.00
1985-05-28,25979.11,900.00,20400.00
1985-05-29,23592.17,1300.00,21000.00
1985-05-30,21074.44,1900.00,19600.00
1985-05-31,18701.85,1400.00,16300.00
1985-06-01,16165.28,1100.00,16200.00
1985-06-02,16366.37,1400.00,15800.00
1985-06-03,15497.71,1700.00,14300.00
1985-06-04,15231.06,1100.00,13000.00
1985-06-05,14449.73,900.00,13000.00
1985-06-06,15243.05,600.00,14700.00
1985-06-07,15785.73,100.00,16000.00
1985-06-08,19087.72,400.00,19000.00
1985-06-09,21747.57,300.00,21800.00
1985-06-10,20495.15,2100.00,20900.00
1985-06-11,17031.83,900.00,18300.00
1985-06-12,15895.41,1600.00,16300.00
1985-06-13,15049.90,600.00,14600.00
1985-06-14,14917.63,600.00,14600.00
1985-06-15,14462.31,500.00,14500.00
1985-06-16,14205.31,500.00,14500.00
1985-06-17,14321.90,600.00,14500.00
1985-06-18,13907.15,700.00,14600.00
1985-06-19,12335.41,700.00,14600.00
1985-06-20,12845.66,1200.00,13000.00
1985-06-21,12860.48,800.00,12500.00
1985-06-22,10969.21,700.00,12100.00
1985-06-23,10632.56,700.00,12100.00
1985-06-24,10154.61,700.00,12100.00
1985-06-25,11197.61,700.00,12100.00
1985-06-26,10912.64,800.00,12000.00
1985-06-27,9707.92,600.00,11600.00
1985-06-28,8959.14,800.00,11400.00
1985-06-29,8321.16,700.00,11100.00
1985-06-30,8063.84,700.00,11100.00
1985-07-01,7896.71,700.00,11100.00
1985-07-02,8370.74,500.00,11200.00
1985-07-03,7724.12,300.00,11800.00
1985-07-04,7744.62,400.00,12600.00
1985-07-05,7662.95,600.00,13000.00
1985-07-06,7594.51,600.00,13000.00
1985-07-07,7346.52,600.00,13000.00
1985-07-08,7026.65,300.00,13300.00
1985-07-09,7294.08,500.00,13500.00
1985-07-10,6692.88,500.00,13400.00
1985-07-11,7225.30,500.00,13200.00
1985-07-12,6570.44,600.00,13100.00
1985-07-13,6295.15,400.00,12800.00
