date,qu,gain,qd
1999-09-06,5676.00,560.00,8410.00
1999-09-07,5721.93,540.00,8400.00
1999-09-08,4583.89,530.00,8420.00
1999-09-09,5315.91,530.00,8450.00
1999-09-10,5166.47,530.00,8440.00
1999-09-11,5004.19,540.00,8380.00
1999-09-12,4677.63,510.00,8420.00
1999-09-13,4759.91,500.00,8400.00
1999-09-14,4856.77,500.00,8390.00
1999-09-15,4828.37,490.00,8380.00
1999-09-16,4911.23,480.00,8400.00
1999-09-17,4587.32,480.00,8390.00
1999-09-18,4568.22,470.00,8390.00
1999-09-19,5043.93,490.00,8410.00
1999-09-20,5244.11,500.00,8410.00
1999-09-21,4692.59,470.00,8380.00
1999-09-22,4853.96,450.00,8360.00
1999-09-23,4567.50,460.00,8390.00
1999-09-24,4434.86,440.00,8380.00
1999-09-25,4108.04,440.00,8380.00
1999-09-26,4551.51,450.00,8380.00
1999-09-27,4652.56,770.00,8200.00
1999-09-28,4781.83,550.00,7460.00
1999-09-29,4493.90,710.00,7130.00
1999-09-30,4608.26,760.00,6910.00
1999-10-01,4951.57,810.00,6210.00
1999-10-02,4208.89,830.00,5780.00
1999-10-03,4565.23,730.00,5630.00
1999-10-04,4255.45,810.00,5290.00
1999-10-05,4319.28,690.00,5120.00
1999-10-06,4253.70,630.00,5100.00
1999-10-07,4745.77,670.00,5160.00
1999-10-08,4455.13,680.00,5150.00
1999-10-09,4346.66,670.00,5140.00
1999-10-10,4401.67,670.00,5130.00
1999-10-11,4237.52,660.00,5120.00
1999-10-12,4332.90,780.00,5070.00
1999-10-13,4221.97,670.00,4830.00
1999-10-14,4093.95,660.00,4830.00
1999-10-15,4146.64,790.00,4750.00
1999-10-16,4107.13,670.00,4500.00
1999-10-17,3731.07,680.00,4510.00
1999-10-18,4174.31,690.00,4500.00
1999-10-19,4174.64,750.00,4430.00
1999-10-20,4068.95,690.00,4260.00
1999-10-21,3994.67,670.00,4250.00
1999-10-22,4200.00,740.00,4200.00
1999-10-23,4072.67,670.00,4060.00
1999-10-24,4080.00,670.00,4080.00
1999-10-25,4058.65,780.00,4040.00
1999-10-26,3930.04,700.00,3850.00
1999-10-27,4076.21,700.00,3850.00
1999-10-28,4429.07,730.00,3880.00
1999-10-29,4383.93,710.00,3870.00
1999-10-30,4145.44,720.00,3870.00
1999-10-31,3963.78,740.00,3880.00
1999-11-01,4444.31,820.00,3840.00
1999-11-02,3556.44,790.00,3510.00
1999-11-03,3823.87,660.00,3390.00
1999-11-04,4063.61,690.00,3430.00
1999-11-05,3524.87,700.00,3420.00
1999-11-06,4011.73,680.00,3390.00
1999-11-07,3944.49,670.00,3390.00
1999-11-08,3776.09,700.00,3410.00
1999-11-09,3894.44,680.00,3410.00
1999-11-10,3692.92,700.00,3400.00
1999-11-11,3636.32,680.00,3390.00
1999-11-12,3866.43,690.00,3380.00
1999-11-13,3670.04,680.00,3370.00
1999-11-14,3857.37,650.00,3370.00
1999-11-15,3565.19,680.00,3410.00
1999-11-16,3638.62,680.00,3390.00
1999-11-17,3888.22,780.00,3400.00
1999-11-18,3753.01,710.00,3170.00
1999-11-19,3625.64,650.00,3120.00
1999-11-20,3689.28,680.00,3160.00
1999-11-21,4001.46,660.00,3140.00
1999-11-22,3854.80,670.00,3150.00
1999-11-23,3228.84,650.00,3120.00
1999-11-24,3560.77,640.00,3120.00
1999-11-25,4111.63,690.00,3170.00
1999-11-26,4748.67,710.00,3170.00
1999-11-27,5840.44,690.00,3160.00
1999-11-28,4209.02,690.00,3160.00
1999-11-29,3780.86,660.00,3140.00
1999-11-30,3997.59,680.00,3140.00
1999-12-01,3618.30,710.00,3170.00
1999-12-02,4001.48,690.00,3160.00
1999-12-03,3852.51,680.00,3160.00
1999-12-04,3452.67,660.00,3140.00
1999-12-05,3146.39,640.00,3130.00
1999-12-06,3885.19,750.00,3140.00
1999-12-07,3595.43,650.00,2900.00
1999-12-08,3611.55,640.00,2910.00
1999-12-09,3249.28,640.00,2890.00
1999-12-10,3661.47,640.00,2890.00
1999-12-11,3539.81,650.00,2890.00
1999-12-12,3773.82,650.00,2880.00
1999-12-13,3679.51,630.00,2900.00
1999-12-14,3846.55,630.00,2880.00
1999-12-15,3655.47,630.00,2880.00
1999-12-16,4207.24,650.00,2900.00
1999-12-17,3934.98,650.00,2890.00
1999-12-18,3465.34,640.00,2880.00
1999-12-19,4331.11,630.00,2870.00
1999-12-20,3128.48,630.00,2880.00
1999-12-21,3768.76,640.00,2890.00
1999-12-22,3448.87,610.00,2860.00
1999-12-23,3155.26,600.00,2860.00
1999-12-24,3220.50,610.00,2850.00
1999-12-25,3256.83,610.00,2820.00
1999-12-26,3087.31,590.00,2800.00
1999-12-27,3117.47,570.00,2830.00
1999-12-28,3137.66,600.00,2850.00
1999-12-29,3252.09,600.00,2840.00
1999-12-30,2913.71,580.00,2820.00
1999-12-31,3098.03,580.00,2830.00
2000-01-01,3362.72,610.00,2860.00
2000-01-02,3363.22,600.00,2860.00
2000-01-03,3535.65,600.00,2860.00
2000-01-04,3448.25,620.00,2870.00
2000-01-05,4429.49,630.00,2880.00
2000-01-06,3082.77,610.00,2820.00
2000-01-07,3292.64,590.00,2810.00
2000-01-08,3585.53,650.00,2810.00
2000-01-09,3821.43,610.00,2760.00
2000-01-10,4002.90,630.00,2740.00
2000-01-11,4429.92,620.00,2730.00
2000-01-12,3888.23,650.00,2700.00
2000-01-13,3219.06,610.00,2660.00
2000-01-14,3417.20,600.00,2660.00
2000-01-15,3246.38,610.00,2660.00
2000-01-16,3750.63,630.00,2680.00
2000-01-17,4257.24,630.00,2670.00
2000-01-18,3793.24,640.00,2690.00
2000-01-19,3900.23,650.00,2700.00
2000-01-20,3661.83,630.00,2680.00
2000-01-21,3697.14,630.00,2690.00
2000-01-22,3512.13,620.00,2680.00
2000-01-23,3516.73,620.00,2680.00
2000-01-24,3582.44,630.00,2690.00
2000-01-25,3816.64,630.00,2680.00
2000-01-26,3592.07,630.00,2680.00
2000-01-27,3510.32,620.00,2670.00
2000-01-28,3098.43,600.00,2650.00
2000-01-29,3131.06,590.00,2640.00
2000-01-30,2856.18,570.00,2630.00
2000-01-31,2862.97,570.00,2640.00
2000-02-01,2939.82,590.00,2640.00
2000-02-02,3374.49,600.00,2650.00
2000-02-03,3250.94,600.00,2650.00
2000-02-04,3050.28,600.00,2650.00
2000-02-05,3174.52,600.00,2650.00
2000-02-06,3344.99,600.00,2650.00
2000-02-07,3367.67,590.00,2640.00
2000-02-08,3137.64,580.00,2640.00
2000-02-09,3188.93,630.00,2680.00
2000-02-10,3677.12,610.00,2660.00
2000-02-11,3492.14,620.00,2670.00
2000-02-12,4257.28,640.00,2700.00
2000-02-13,3797.13,620.00,2670.00
2000-02-14,4498.93,720.00,2690.00
2000-02-15,3934.19,550.00,2610.00
2000-02-16,3436.73,610.00,2660.00
2000-02-17,3332.63,610.00,2670.00
2000-02-18,3193.88,610.00,2660.00
2000-02-19,3178.01,590.00,2640.00
2000-02-20,3225.66,590.00,2650.00
2000-02-21,3045.66,600.00,2660.00
2000-02-22,3379.38,640.00,2690.00
2000-02-23,3365.84,650.00,2700.00
2000-02-24,3439.67,680.00,2720.00
2000-02-25,3871.43,670.00,2730.00
2000-02-26,3416.25,650.00,2690.00
2000-02-27,3226.13,650.00,2700.00
2000-02-28,3358.42,670.00,2710.00
2000-02-29,3346.44,660.00,2700.00
2000-03-01,3147.07,650.00,2700.00
2000-03-02,3151.17,540.00,2850.00
2000-03-03,2990.76,550.00,3110.00
2000-03-04,3229.66,520.00,3380.00
2000-03-05,3112.09,550.00,3710.00
2000-03-06,3794.29,670.00,3850.00
2000-03-07,3762.20,680.00,3870.00
2000-03-08,3524.90,690.00,3850.00
2000-03-09,3317.96,470.00,4140.00
2000-03-10,3552.92,660.00,4360.00
2000-03-11,3360.52,650.00,4360.00
2000-03-12,3681.52,650.00,4360.00
2000-03-13,3174.39,660.00,4370.00
2000-03-14,3291.23,440.00,4670.00
2000-03-15,4157.19,620.00,4890.00
2000-03-16,3272.23,600.00,4870.00
2000-03-17,3630.02,630.00,4920.00
2000-03-18,3567.94,610.00,4880.00
2000-03-19,3575.53,640.00,4910.00
2000-03-20,4109.70,610.00,4880.00
2000-03-21,3237.59,590.00,4860.00
2000-03-22,3193.29,590.00,4890.00
2000-03-23,3289.70,610.00,4880.00
2000-03-24,3626.02,610.00,4890.00
2000-03-25,3365.35,600.00,4900.00
2000-03-26,3616.36,620.00,4900.00
2000-03-27,3656.20,650.00,4910.00
2000-03-28,4202.46,690.00,4940.00
2000-03-29,4209.66,650.00,4920.00
2000-03-30,3964.92,590.00,4870.00
2000-03-31,3568.01,590.00,4860.00
2000-04-01,3891.22,580.00,4840.00
2000-04-02,3773.99,580.00,4850.00
2000-04-03,3659.04,410.00,4940.00
2000-04-04,3852.10,400.00,5450.00
2000-04-05,4555.38,520.00,6000.00
2000-04-06,4862.33,590.00,6690.00
2000-04-07,4579.09,540.00,7090.00
2000-04-08,4908.70,800.00,7800.00
2000-04-09,5242.99,890.00,7890.00
2000-04-10,5708.38,870.00,7860.00
2000-04-11,6222.65,920.00,7910.00
2000-04-12,7061.67,980.00,7990.00
2000-04-13,7533.80,1040.00,8030.00
2000-04-14,9390.73,1170.00,8180.00
2000-04-15,9198.55,1040.00,8050.00
2000-04-16,8520.55,1010.00,8020.00
2000-04-17,7929.59,990.00,7990.00
2000-04-18,8418.45,990.00,7990.00
2000-04-19,8555.55,980.00,7990.00
2000-04-20,8581.70,980.00,7960.00
2000-04-21,9521.92,1030.00,8030.00
2000-04-22,10836.12,1130.00,8160.00
2000-04-23,12038.53,1220.00,8220.00
2000-04-24,11419.65,1130.00,8150.00
2000-04-25,10287.06,1020.00,8030.00
2000-04-26,9750.76,1020.00,8010.00
2000-04-27,10425.87,940.00,8370.00
2000-04-28,12452.25,1180.00,8830.00
2000-04-29,14294.59,1340.00,9100.00
2000-04-30,13903.21,1140.00,8890.00
2000-05-01,12547.13,1110.00,8860.00
2000-05-02,14308.32,1190.00,8920.00
2000-05-03,15976.99,850.00,9410.00
2000-05-04,18008.80,1000.00,11000.00
2000-05-05,19889.11,1300.00,12000.00
2000-05-06,18581.05,1300.00,12000.00
2000-05-07,17510.32,1300.00,12000.00
2000-05-08,16160.87,1200.00,11900.00
2000-05-09,14495.46,1200.00,11900.00
2000-05-10,14402.85,1100.00,11800.00
2000-05-11,12458.38,1100.00,11800.00
2000-05-12,11476.83,1100.00,11800.00
2000-05-13,10579.04,1000.00,11700.00
2000-05-14,9930.28,1000.00,11700.00
2000-05-15,9786.44,900.00,11600.00
2000-05-16,10014.64,1000.00,11700.00
2000-05-17,11680.71,1000.00,11700.00
2000-05-18,12282.17,900.00,11600.00
2000-05-19,12150.09,800.00,11500.00
2000-05-20,14418.83,1000.00,11600.00
2000-05-21,15844.49,900.00,11600.00
2000-05-22,17105.94,900.00,11600.00
2000-05-23,20271.12,1000.00,11700.00
2000-05-24,22540.73,1000.00,11700.00
2000-05-25,23301.53,800.00,12000.00
2000-05-26,24164.69,100.00,13200.00
2000-05-27,26772.72,700.00,14900.00
2000-05-28,22070.29,700.00,14900.00
2000-05-29,25373.93,800.00,15000.00
2000-05-30,24823.46,400.00,15500.00
2000-05-31,23141.72,500.00,15700.00
2000-06-01,20169.25,500.00,15700.00
2000-06-02,18264.30,400.00,15600.00
2000-06-03,17847.41,400.00,15600.00
2000-06-04,18468.77,400.00,15600.00
2000-06-05,18863.48,500.00,15600.00
2000-06-06,18739.74,600.00,15300.00
2000-06-07,18463.08,500.00,15100.00
2000-06-08,17709.13,400.00,15100.00
2000-06-09,18316.87,600.00,14900.00
2000-06-10,16028.66,500.00,14300.00
2000-06-11,14033.52,500.00,14300.00
2000-06-12,13972.10,500.00,14300.00
2000-06-13,14686.95,800.00,13600.00
2000-06-14,14780.33,500.00,13300.00
2000-06-15,12768.32,500.00,13300.00
2000-06-16,12971.35,500.00,13300.00
2000-06-17,11558.07,500.00,13300.00
2000-06-18,10486.34,500.00,13300.00
2000-06-19,11292.95,800.00,12600.00
2000-06-20,12839.48,500.00,12300.00
2000-06-21,10192.52,500.00,12300.00
2000-06-22,9985.72,500.00,12300.00
2000-06-23,9874.89,500.00,12300.00
2000-06-24,10014.14,500.00,12300.00
2000-06-25,9493.37,200.00,12500.00
2000-06-26,9463.93,200.00,13000.00
2000-06-27,8325.56,100.00,13400.00
2000-06-28,8244.06,100.00,13700.00
2000-06-29,7864.91,0.00,14100.00
2000-06-30,7486.03,0.00,14200.00
2000-07-01,8157.56,0.00,14200.00
2000-07-02,6861.19,0.00,14200.00
2000-07-03,7460.93,0.00,14200.00
2000-07-04,6653.13,0.00,13900.00
2000-07-05,6303.19,-100.00,13800.00
2000-07-06,6061.76,0.00,13800.00
2000-07-07,6089.34,0.00,13800.00
2000-07-08,5842.07,0.00,13800.00
2000-07-09,5951.42,0.00,13800.00
2000-07-10,6326.01,0.00,13800.00
2000-07-11,6109.51,200.00,13500.00
2000-07-12,5541.00,0.00,13300.00
2000-07-13,5416.07,100.00,13400.00
2000-07-14,5307.54,200.00,13100.00
2000-07-15,5116.02,200.00,13000.00
2000-07-16,4987.09,200.00,13000.00
2000-07-17,5159.51,200.00,13000.00
2000-07-18,4821.10,300.00,12700.00
2000-07-19,6052.08,500.00,12300.00
2000-07-20,5129.22,600.00,11500.00
2000-07-21,5128.97,670.00,10400.00
2000-07-22,4551.45,410.00,10100.00
2000-07-23,4597.90,410.00,10100.00
2000-07-24,4141.48,410.00,10100.00
2000-07-25,4386.84,420.00,10100.00
2000-07-26,4409.96,320.00,10200.00
2000-07-27,4042.37,330.00,10300.00
2000-07-28,4203.77,320.00,10300.00
2000-07-29,4277.79,330.00,10300.00
2000-07-30,4288.94,330.00,10300.00
2000-07-31,4056.02,350.00,10300.00
2000-08-01,4123.55,330.00,10300.00
2000-08-02,3772.71,350.00,10300.00
2000-08-03,3494.03,330.00,10300.00
2000-08-04,4006.96,330.00,10300.00
2000-08-05,4460.26,510.00,10100.00
2000-08-06,3913.84,310.00,9960.00
2000-08-07,3895.64,460.00,9940.00
2000-08-08,3644.21,370.00,9740.00
2000-08-09,3549.15,400.00,9380.00
2000-08-10,3766.77,230.00,9190.00
2000-08-11,3519.75,210.00,9160.00
2000-08-12,3454.60,200.00,9160.00
2000-08-13,3489.64,200.00,9170.00
2000-08-14,3024.98,210.00,9160.00
2000-08-15,3195.65,200.00,9140.00
2000-08-16,3330.91,210.00,9150.00
2000-08-17,3008.37,130.00,9350.00
2000-08-18,3119.18,410.00,9760.00
2000-08-19,3546.64,420.00,9760.00
2000-08-20,3329.87,420.00,9740.00
2000-08-21,3226.98,420.00,9710.00
2000-08-22,3140.10,410.00,9680.00
2000-08-23,2975.91,420.00,9660.00
2000-08-24,3600.65,440.00,9660.00
2000-08-25,2975.58,470.00,9620.00
2000-08-26,3126.59,560.00,9600.00
2000-08-27,3193.46,570.00,9590.00
2000-08-28,3099.42,570.00,9570.00
2000-08-29,3306.10,540.00,9530.00
2000-08-30,3011.39,570.00,9540.00
2000-08-31,3605.63,540.00,9540.00
2000-09-01,4114.04,480.00,9250.00
2000-09-02,4108.57,570.00,8820.00
2000-09-03,3441.87,390.00,8630.00
2000-09-04,3531.24,560.00,8330.00
2000-09-05,3018.97,420.00,8180.00
2000-09-06,3588.78,630.00,7880.00
2000-09-07,3400.05,600.00,7370.00
2000-09-08,3398.60,430.00,7160.00
2000-09-09,3387.67,410.00,7150.00
2000-09-10,2822.85,410.00,7140.00
2000-09-11,3731.62,420.00,7140.00
2000-09-12,3156.14,500.00,6960.00
2000-09-13,3335.41,400.00,6850.00
2000-09-14,3078.18,380.00,6820.00
2000-09-15,2939.64,300.00,7020.00
2000-09-16,2995.91,330.00,7360.00
2000-09-17,3066.64,360.00,7580.00
2000-09-18,3172.05,460.00,7820.00
2000-09-19,3104.04,490.00,7860.00
2000-09-20,3215.42,490.00,7840.00
2000-09-21,2848.88,510.00,7870.00
2000-09-22,3754.04,490.00,7880.00
2000-09-23,3522.26,690.00,7590.00
2000-09-24,3645.17,490.00,7330.00
2000-09-25,3561.73,640.00,7190.00
2000-09-26,3532.33,590.00,6450.00
2000-09-27,3531.72,540.00,6060.00
2000-09-28,3499.43,430.00,5610.00
2000-09-29,3566.74,340.00,5390.00
2000-09-30,3015.19,330.00,5390.00
2000-10-01,3534.44,320.00,5370.00
2000-10-02,3905.26,330.00,5400.00
2000-10-03,3481.21,340.00,5400.00
2000-10-04,3459.44,340.00,5390.00
2000-10-05,3361.49,340.00,5390.00
2000-10-06,3444.28,340.00,5400.00
2000-10-07,3420.20,340.00,5400.00
2000-10-08,3121.93,340.00,5390.00
2000-10-09,3182.13,330.00,5370.00
2000-10-10,3339.85,360.00,5420.00
2000-10-11,3986.87,390.00,5440.00
2000-10-12,4104.84,570.00,5310.00
2000-10-13,3900.20,660.00,4900.00
2000-10-14,5199.10,690.00,4490.00
2000-10-15,4055.77,540.00,4200.00
2000-10-16,3749.07,610.00,4120.00
2000-10-17,3678.96,530.00,3940.00
2000-10-18,3559.52,500.00,3930.00
2000-10-19,3636.21,570.00,3930.00
2000-10-20,3606.33,550.00,3680.00
2000-10-21,3483.90,520.00,3640.00
2000-10-22,3584.01,510.00,3620.00
2000-10-23,3255.99,490.00,3610.00
2000-10-24,3574.18,490.00,3610.00
2000-10-25,3995.18,520.00,3620.00
2000-10-26,3772.05,510.00,3610.00
2000-10-27,3505.72,520.00,3630.00
2000-10-28,3663.70,650.00,3480.00
2000-10-29,3507.97,550.00,3360.00
2000-10-30,3572.27,690.00,3320.00
2000-10-31,3786.56,820.00,2850.00
2000-11-01,3524.04,610.00,2320.00
2000-11-02,3280.23,640.00,2040.00
2000-11-03,3003.30,420.00,1810.00
2000-11-04,3114.66,480.00,1600.00
2000-11-05,2923.34,430.00,1500.00
2000-11-06,3155.29,440.00,1500.00
2000-11-07,3056.10,430.00,1500.00
2000-11-08,2578.37,440.00,1500.00
2000-11-09,2750.82,430.00,1500.00
2000-11-10,3130.58,440.00,1500.00
2000-11-11,2875.09,420.00,1500.00
2000-11-12,2690.87,420.00,1500.00
2000-11-13,2864.45,430.00,1500.00
2000-11-14,2524.30,440.00,1500.00
2000-11-15,2749.24,440.00,1510.00
2000-11-16,2809.12,430.00,1510.00
2000-11-17,2818.71,430.00,1510.00
2000-11-18,2590.24,430.00,1510.00
2000-11-19,2750.53,410.00,1490.00
2000-11-20,2640.54,430.00,1490.00
2000-11-21,2650.55,430.00,1490.00
2000-11-22,2485.86,420.00,1480.00
2000-11-23,2649.76,420.00,1480.00
2000-11-24,2435.14,420.00,1490.00
2000-11-25,2817.09,430.00,1500.00
2000-11-26,2760.63,450.00,1510.00
2000-11-27,3035.54,440.00,1490.00
2000-11-28,3270.14,420.00,1470.00
2000-11-29,2554.42,410.00,1470.00
2000-11-30,3016.35,440.00,1510.00
2000-12-01,2949.85,410.00,1480.00
2000-12-02,2565.92,410.00,1490.00
2000-12-03,2535.32,420.00,1500.00
2000-12-04,2669.36,420.00,1490.00
2000-12-05,2676.59,420.00,1490.00
2000-12-06,2825.20,420.00,1490.00
2000-12-07,2533.66,410.00,1480.00
2000-12-08,2556.60,420.00,1490.00
2000-12-09,2735.02,430.00,1500.00
2000-12-10,3564.04,430.00,1500.00
2000-12-11,2839.84,430.00,1500.00
2000-12-12,2578.66,420.00,1480.00
2000-12-13,2769.58,440.00,1490.00
2000-12-14,2989.72,440.00,1490.00
2000-12-15,3238.25,420.00,1480.00
2000-12-16,2968.19,420.00,1480.00
2000-12-17,3104.05,420.00,1500.00
2000-12-18,2982.77,440.00,1500.00
2000-12-19,2325.23,430.00,1500.00
2000-12-20,2700.56,320.00,1400.00
2000-12-21,2413.85,420.00,1500.00
2000-12-22,2817.99,440.00,1500.00
2000-12-23,3314.31,450.00,1500.00
2000-12-24,3035.55,440.00,1510.00
2000-12-25,3022.57,430.00,1490.00
2000-12-26,2603.24,410.00,1480.00
2000-12-27,2500.19,420.00,1500.00
2000-12-28,2520.00,430.00,1500.00
2000-12-29,2511.85,440.00,1500.00
2000-12-30,2606.22,430.00,1500.00
2000-12-31,2692.03,440.00,1490.00
2001-01-01,2609.51,400.00,1480.00
2001-01-02,2653.59,420.00,1480.00
2001-01-03,2604.27,400.00,1470.00
2001-01-04,2215.06,420.00,1500.00
2001-01-05,2691.58,430.00,1500.00
2001-01-06,2598.35,420.00,1490.00
2001-01-07,2348.69,330.00,1400.00
2001-01-08,2213.49,430.00,1500.00
2001-01-09,2389.54,440.00,1500.00
2001-01-10,2747.52,430.00,1500.00
2001-01-11,2678.09,400.00,1470.00
2001-01-12,2671.69,420.00,1480.00
2001-01-13,2873.77,400.00,1470.00
2001-01-14,2693.89,410.00,1480.00
2001-01-15,2647.04,400.00,1470.00
2001-01-16,2307.82,330.00,1400.00
2001-01-17,1843.43,310.00,1400.00
2001-01-18,2269.97,330.00,1400.00
2001-01-19,2439.93,430.00,1500.00
2001-01-20,2579.06,420.00,1490.00
2001-01-21,2357.10,430.00,1500.00
2001-01-22,2292.52,420.00,1500.00
2001-01-23,2359.12,420.00,1500.00
2001-01-24,2771.59,430.00,1500.00
2001-01-25,2558.75,410.00,1470.00
2001-01-26,2221.69,380.00,1460.00
2001-01-27,2372.66,310.00,1400.00
2001-01-28,2126.25,310.00,1400.00
2001-01-29,2383.10,300.00,1400.00
2001-01-30,2200.65,330.00,1400.00
2001-01-31,2472.87,430.00,1500.00
2001-02-01,2542.56,390.00,1470.00
2001-02-02,2473.77,380.00,1470.00
2001-02-03,2728.29,380.00,1470.00
2001-02-04,2644.37,380.00,1460.00
2001-02-05,2362.73,380.00,1460.00
2001-02-06,2940.38,370.00,1450.00
2001-02-07,2631.21,310.00,1400.00
2001-02-08,2168.32,210.00,1300.00
2001-02-09,2016.28,310.00,1400.00
2001-02-10,2477.60,320.00,1400.00
2001-02-11,2272.72,380.00,1440.00
2001-02-12,2632.49,350.00,1450.00
2001-02-13,2637.24,370.00,1460.00
2001-02-14,2396.26,360.00,1450.00
2001-02-15,2374.28,370.00,1450.00
2001-02-16,2468.26,370.00,1440.00
2001-02-17,2419.83,350.00,1440.00
2001-02-18,2436.26,370.00,1450.00
2001-02-19,2488.91,370.00,1450.00
2001-02-20,2722.66,400.00,1480.00
2001-02-21,3151.24,370.00,1450.00
2001-02-22,2696.95,370.00,1450.00
2001-02-23,2507.93,360.00,1450.00
2001-02-24,2640.87,370.00,1460.00
2001-02-25,2506.85,360.00,1440.00
2001-02-26,2612.21,360.00,1450.00
2001-02-27,2344.60,350.00,1440.00
2001-02-28,2316.27,360.00,1440.00
2001-03-01,2307.08,350.00,1420.00
2001-03-02,2257.25,360.00,1430.00
2001-03-03,2536.17,380.00,1460.00
2001-03-04,2313.90,340.00,1430.00
2001-03-05,2395.04,380.00,1460.00
2001-03-06,2388.49,360.00,1450.00
2001-03-07,2351.29,370.00,1460.00
2001-03-08,2436.36,360.00,1440.00
2001-03-09,2350.16,360.00,1450.00
2001-03-10,2287.95,380.00,1460.00
2001-03-11,2608.01,370.00,1450.00
2001-03-12,2360.40,350.00,1450.00
2001-03-13,2483.17,380.00,1470.00
2001-03-14,2309.05,370.00,1460.00
2001-03-15,2601.53,370.00,1460.00
2001-03-16,2424.46,380.00,1450.00
2001-03-17,2289.98,360.00,1430.00
2001-03-18,2474.74,360.00,1440.00
2001-03-19,2658.07,390.00,1450.00
2001-03-20,2648.63,370.00,1450.00
2001-03-21,3143.43,430.00,1500.00
2001-03-22,3303.85,430.00,1500.00
2001-03-23,3270.19,460.00,1520.00
2001-03-24,3356.94,460.00,1530.00
2001-03-25,3430.77,460.00,1530.00
2001-03-26,3610.32,460.00,1530.00
2001-03-27,3571.24,430.00,1500.00
2001-03-28,3332.29,450.00,1520.00
2001-03-29,3741.68,440.00,1500.00
2001-03-30,3213.34,400.00,1470.00
2001-03-31,3334.79,400.00,1470.00
2001-04-01,3609.98,430.00,1510.00
2001-04-02,4027.04,460.00,1530.00
2001-04-03,3723.74,430.00,1490.00
2001-04-04,3799.97,420.00,1490.00
2001-04-05,3511.75,380.00,1470.00
2001-04-06,3383.85,370.00,1560.00
2001-04-07,3484.23,410.00,1570.00
2001-04-08,3489.91,410.00,1580.00
2001-04-09,3232.01,390.00,1560.00
2001-04-10,3171.92,390.00,1560.00
2001-04-11,3047.91,390.00,1550.00
2001-04-12,2918.24,390.00,1540.00
2001-04-13,2992.76,370.00,1520.00
2001-04-14,3374.14,390.00,1550.00
2001-04-15,3034.38,370.00,1540.00
2001-04-16,2906.48,380.00,1540.00
2001-04-17,3032.34,390.00,1550.00
2001-04-18,3754.47,440.00,1600.00
2001-04-19,4503.69,490.00,1690.00
2001-04-20,4758.86,490.00,1860.00
2001-04-21,4409.54,510.00,1890.00
2001-04-22,4153.54,470.00,1850.00
2001-04-23,3570.08,230.00,1900.00
2001-04-24,3840.62,290.00,2540.00
2001-04-25,3749.68,-10.00,3410.00
2001-04-26,4594.77,390.00,4690.00
2001-04-27,5649.04,450.00,5380.00
2001-04-28,6554.44,630.00,5560.00
2001-04-29,8025.28,720.00,5670.00
2001-04-30,8436.28,500.00,5930.00
2001-05-01,9441.64,650.00,6090.00
2001-05-02,8952.88,430.00,6170.00
2001-05-03,7062.08,230.00,6950.00
2001-05-04,6558.65,280.00,8030.00
2001-05-05,6619.61,390.00,9370.00
2001-05-06,8200.38,1020.00,10200.00
2001-05-07,7577.76,800.00,10500.00
2001-05-08,8042.87,1000.00,11000.00
2001-05-09,9320.20,1000.00,11300.00
2001-05-10,11426.98,1100.00,11400.00
2001-05-11,11725.84,1100.00,11400.00
2001-05-12,11745.56,1000.00,11300.00
2001-05-13,12728.55,1100.00,11400.00
2001-05-14,14027.99,1100.00,11500.00
2001-05-15,17370.79,1200.00,11800.00
2001-05-16,26547.91,1500.00,12100.00
2001-05-17,24233.17,1500.00,11800.00
2001-05-18,17877.52,1200.00,11300.00
2001-05-19,16168.50,1100.00,11200.00
2001-05-20,13347.59,1100.00,11200.00
2001-05-21,12828.61,900.00,11500.00
2001-05-22,10933.40,1000.00,11600.00
2001-05-23,10191.80,800.00,11600.00
2001-05-24,10754.86,800.00,12000.00
2001-05-25,12268.90,1000.00,12500.00
2001-05-26,13017.87,1000.00,12500.00
2001-05-27,13415.51,1000.00,12500.00
2001-05-28,13456.00,1000.00,12500.00
2001-05-29,13000.18,1200.00,12400.00
2001-05-30,11663.34,1000.00,12000.00
2001-05-31,10354.84,1000.00,12000.00
2001-06-01,9919.76,900.00,11900.00
2001-06-02,10136.15,800.00,12100.00
2001-06-03,10142.89,1000.00,12500.00
2001-06-04,9793.76,1100.00,12400.00
2001-06-05,8232.24,1000.00,12000.00
2001-06-06,8018.44,1000.00,12000.00
2001-06-07,6925.64,1100.00,11900.00
2001-06-08,6873.37,900.00,11600.00
2001-06-09,6774.02,900.00,11600.00
2001-06-10,7392.19,900.00,11600.00
2001-06-11,7551.54,900.00,11600.00
2001-06-12,8264.76,1000.00,11700.00
2001-06-13,8154.62,1200.00,11600.00
2001-06-14,7835.58,1100.00,11100.00
2001-06-15,6551.10,900.00,10800.00
2001-06-16,6698.07,890.00,10800.00
2001-06-17,6450.68,890.00,10800.00
2001-06-18,6314.93,890.00,10800.00
2001-06-19,5837.47,780.00,10700.00
2001-06-20,5684.38,500.00,11200.00
2001-06-21,5875.44,800.00,11700.00
2001-06-22,5945.88,700.00,11600.00
2001-06-23,6147.80,700.00,11900.00
2001-06-24,6045.55,700.00,11900.00
2001-06-25,6584.40,700.00,11900.00
2001-06-26,6320.60,600.00,11800.00
2001-06-27,5630.21,500.00,11700.00
2001-06-28,5395.14,300.00,11900.00
2001-06-29,5599.96,300.00,12100.00
