date,qd,qu,mm,mx,mn
1991-12-19,0.22,31.53,30.56,40.14,19.54
1991-12-20,0.06,0.06,23.23,33.69,14.27
1991-12-21,0.00,5.59,23.78,29.45,17.26
1991-12-22,0.00,42.49,27.50,38.41,19.70
1991-12-23,0.00,0.00,25.41,36.76,18.60
1991-12-24,0.00,0.00,23.39,36.29,14.66
1991-12-25,0.00,30.18,25.69,38.01,18.36
1991-12-26,0.00,42.49,28.96,36.91,20.09
1991-12-27,0.00,55.90,32.12,39.19,25.44
1991-12-28,0.00,17.89,26.87,31.96,22.13
1991-12-29,0.00,108.45,31.72,35.73,28.89
1991-12-30,0.00,79.39,33.29,40.22,29.60
1991-12-31,0.00,79.38,34.03,35.66,32.67
1992-01-01,0.00,80.50,33.04,34.71,29.13
1992-01-02,0.00,65.97,31.94,37.15,27.72
1992-01-03,0.00,0.00,28.57,32.67,24.41
1992-01-04,0.00,-60.37,31.62,34.79,28.50
1992-01-05,0.10,102.96,35.98,41.24,31.25
1992-01-06,0.10,122.05,33.92,44.15,26.14
1992-01-07,0.10,54.29,24.12,33.69,16.16
1992-01-08,0.10,24.73,20.12,31.10,10.50
1992-01-09,0.10,48.13,23.76,34.08,14.51
1992-01-10,0.10,75.22,29.03,34.95,19.54
1992-01-11,0.20,38.38,31.61,41.24,23.00
1992-01-12,0.20,61.77,25.44,35.11,14.35
1992-01-13,0.20,293.29,25.85,32.43,18.83
1992-01-14,0.20,-25.66,29.73,46.82,20.09
1992-01-15,0.20,-12.12,27.92,38.01,20.64
1992-01-16,0.20,6.36,29.63,31.57,25.91
1992-01-17,0.30,72.96,28.79,31.57,26.54
1992-01-18,0.30,69.26,27.22,31.10,23.47
1992-01-19,0.30,53.25,27.29,31.57,17.97
1992-01-20,0.30,38.48,20.92,25.28,16.08
1992-01-21,0.30,48.33,28.31,46.35,20.64
1992-01-22,0.30,61.87,33.41,47.29,25.12
1992-01-23,0.40,174.04,32.64,41.87,24.26
1992-01-24,0.40,-27.93,42.10,49.89,31.49
1992-01-25,0.40,47.20,38.02,51.38,25.20
1992-01-26,0.40,69.36,31.01,41.63,23.55
1992-01-27,0.40,107.54,32.34,39.74,24.10
1992-01-28,0.40,43.93,45.36,55.08,34.16
1992-01-29,0.50,79.27,38.57,52.32,30.39
1992-01-30,0.50,95.29,33.41,40.29,27.17
1992-01-31,0.50,123.32,35.15,39.90,30.70
1992-02-01,0.50,116.65,35.28,48.24,26.69
1992-02-02,0.50,116.64,33.94,49.49,20.95
1992-02-03,0.50,224.78,31.37,49.81,18.60
1992-02-04,0.50,81.94,32.21,48.24,19.15
1992-02-05,0.50,51.23,32.47,49.73,18.20
1992-02-06,0.50,100.63,33.79,44.46,24.65
1992-02-07,0.50,132.67,34.88,38.64,32.28
1992-02-08,0.50,116.65,36.15,39.59,34.01
1992-02-09,0.40,101.86,34.92,39.74,31.73
1992-02-10,0.40,111.84,35.94,40.92,31.57
1992-02-11,0.40,147.10,40.21,55.15,32.83
1992-02-12,0.40,108.64,35.98,42.57,28.66
1992-02-13,0.40,138.56,39.09,47.76,35.18
1992-02-14,0.40,124.31,42.82,52.48,31.25
1992-02-15,0.40,124.31,38.96,43.68,32.98
1992-02-16,0.40,128.32,33.35,41.40,27.32
1992-02-17,0.40,110.54,34.91,42.97,28.89
1992-02-18,0.40,58.45,43.33,52.48,34.08
1992-02-19,0.40,233.96,49.40,55.31,44.46
1992-02-20,0.40,242.90,48.21,56.57,39.12
1992-02-21,0.40,240.49,43.92,101.46,38.17
1992-02-22,0.40,415.57,45.49,54.84,34.24
1992-02-23,0.40,289.14,38.30,51.22,26.69
1992-02-24,0.30,184.21,45.23,59.08,35.34
1992-02-25,0.30,177.91,44.44,62.31,31.25
1992-02-26,0.30,186.06,45.09,64.98,31.10
1992-02-27,0.30,194.21,45.66,63.25,31.73
1992-02-28,0.30,177.91,46.77,63.88,32.59
1992-02-29,0.30,201.83,48.98,67.18,35.11
1992-03-01,0.30,193.68,45.61,52.24,38.41
1992-03-02,0.30,193.68,42.85,56.96,32.28
1992-03-03,0.30,203.86,47.46,58.46,39.51
1992-03-04,0.30,204.53,39.37,55.39,29.21
1992-03-05,0.30,230.67,46.01,61.84,32.28
1992-03-06,0.30,257.05,45.32,56.41,38.25
1992-03-07,0.30,228.91,43.41,52.40,38.33
1992-03-08,0.30,350.62,42.58,57.75,27.95
1992-03-09,0.20,296.23,42.19,56.57,27.40
1992-03-10,0.20,276.25,43.01,60.97,27.40
1992-03-11,0.20,256.91,44.33,64.51,26.54
1992-03-12,0.20,264.35,48.85,69.62,28.89
1992-03-13,0.20,264.35,50.61,70.01,33.30
1992-03-14,0.20,243.74,50.76,66.87,35.18
1992-03-15,0.20,265.46,47.74,58.14,35.73
1992-03-16,0.20,250.30,43.97,55.31,33.61
1992-03-17,0.20,219.51,44.56,52.56,39.51
1992-03-18,0.20,188.73,44.47,55.78,34.56
1992-03-19,0.20,177.19,42.28,61.76,23.39
1992-03-20,0.20,167.57,43.78,63.88,22.92
1992-03-21,0.20,160.76,44.49,62.07,25.75
1992-03-22,0.20,140.94,44.85,61.68,27.79
1992-03-23,0.20,-55.30,45.54,64.04,23.55
1992-03-24,0.10,140.84,47.00,63.80,27.64
1992-03-25,0.10,128.94,50.92,66.40,36.29
1992-03-26,0.10,140.84,46.80,60.34,36.52
1992-03-27,0.10,138.86,45.00,57.98,32.28
1992-03-28,0.10,107.14,46.98,60.74,29.84
1992-03-29,0.10,119.03,53.25,66.08,40.69
1992-03-30,0.10,118.87,53.16,66.08,43.99
1992-03-31,0.10,122.44,54.33,70.80,35.34
1992-04-01,0.10,110.21,55.69,72.45,36.76
1992-04-02,0.10,100.01,55.85,78.82,32.90
1992-04-03,0.10,132.64,58.79,73.71,40.61
1992-04-04,0.10,55.16,50.23,57.67,39.04
1992-04-05,0.10,77.58,41.01,53.03,29.68
1992-04-06,0.10,67.39,40.67,51.07,28.74
1992-04-07,47.00,102.06,43.80,59.79,26.14
1992-04-08,94.00,61.38,49.51,57.43,42.73
1992-04-09,108.00,95.76,53.37,60.74,46.27
1992-04-10,82.00,104.43,54.80,66.71,46.03
1992-04-11,205.00,194.81,55.41,70.48,44.07
1992-04-12,236.00,136.09,51.01,54.52,48.08
1992-04-13,191.00,135.94,53.67,63.64,43.28
1992-04-14,181.00,168.77,52.02,68.05,37.39
1992-04-15,226.00,126.09,56.32,68.99,39.59
1992-04-16,259.00,93.84,57.10,63.49,48.86
1992-04-17,263.00,97.84,53.08,58.77,45.96
1992-04-18,263.00,98.12,49.47,57.75,41.95
1992-04-19,263.00,132.17,48.43,64.90,29.92
1992-04-20,287.00,72.92,55.92,73.47,42.10
1992-04-21,312.00,64.22,52.93,62.62,47.68
1992-04-22,319.00,39.50,45.82,53.58,38.09
1992-04-23,319.00,42.07,44.02,57.91,26.77
1992-04-24,326.00,23.96,53.39,64.75,34.32
1992-04-25,330.00,27.96,61.21,76.38,43.68
1992-04-26,330.00,16.42,61.87,81.49,41.79
1992-04-27,327.00,-0.08,64.33,78.43,50.28
1992-04-28,325.00,0.90,68.28,78.98,54.84
1992-04-29,325.00,-10.34,66.41,82.51,49.41
1992-04-30,325.00,-62.20,58.85,66.08,49.18
1992-05-01,325.00,-58.20,50.69,66.40,35.50
1992-05-02,320.00,-53.11,56.46,77.48,33.85
1992-05-03,320.00,-51.06,63.46,82.51,40.37
1992-05-04,320.00,-52.81,65.07,85.58,40.22
1992-05-05,320.00,-52.52,68.00,87.86,42.26
1992-05-06,320.00,-58.28,73.24,92.58,51.85
1992-05-07,320.00,-63.16,73.51,88.65,58.93
1992-05-08,320.00,-61.30,64.91,78.50,49.10
1992-05-09,315.00,-82.60,54.78,66.95,43.52
1992-05-10,315.00,-58.78,60.15,76.30,46.19
1992-05-11,315.00,-58.03,56.37,69.15,43.28
1992-05-12,315.00,-46.23,56.37,72.76,37.07
1992-05-13,315.00,-33.29,65.08,80.31,46.19
1992-05-14,315.00,-27.71,68.24,85.03,50.75
1992-05-15,315.00,-32.53,68.40,80.63,54.68
1992-05-16,310.00,-14.65,64.73,79.76,45.01
1992-05-17,310.00,5.62,68.53,86.44,54.13
1992-05-18,310.00,4.28,66.85,81.57,53.74
1992-05-19,310.00,12.29,63.92,76.54,53.66
1992-05-20,310.00,5.61,58.67,69.46,50.99
1992-05-21,310.00,-8.59,56.29,72.61,39.27
1992-05-22,310.00,15.67,62.29,80.15,39.04
1992-05-23,305.00,9.45,69.51,88.02,47.68
1992-05-24,305.00,-10.26,73.79,92.18,49.89
1992-05-25,305.00,24.22,74.52,93.60,54.52
1992-05-26,305.00,-23.11,67.07,76.46,58.77
1992-05-27,305.00,-11.41,63.88,79.29,47.76
1992-05-28,305.00,-41.59,67.60,81.26,53.58
1992-05-29,305.00,-12.69,67.00,81.26,53.19
1992-05-30,300.00,-12.99,68.02,83.54,50.20
1992-05-31,300.00,-18.84,72.50,88.25,52.95
1992-06-01,300.00,-35.41,73.85,92.73,53.27
1992-06-02,300.00,-49.80,73.24,86.76,60.42
1992-06-03,300.00,-67.81,69.83,86.44,48.39
1992-06-04,299.00,-83.10,68.94,83.69,51.38
1992-06-05,298.00,-86.12,65.35,78.98,46.03
1992-06-06,292.00,-95.72,70.09,83.22,54.13
1992-06-07,288.00,-124.34,72.76,87.55,53.58
1992-06-08,280.00,-28.88,75.14,89.83,57.59
1992-06-09,263.00,114.89,76.52,90.45,59.71
1992-06-10,178.00,-284.28,73.44,88.88,54.37
1992-06-11,108.00,-99.19,75.96,87.31,65.14
1992-06-12,67.00,21.40,53.65,66.95,47.21
1992-06-13,38.00,10.27,52.06,62.39,44.38
1992-06-14,23.00,5.51,53.71,66.00,42.18
1992-06-15,16.00,12.40,51.32,58.53,46.90
1992-06-16,14.00,12.38,56.39,67.58,47.13
1992-06-17,12.00,10.56,64.04,79.29,45.72
1992-06-18,11.00,10.82,66.43,84.24,51.93
1992-06-19,11.00,11.18,70.23,86.68,53.42
1992-06-20,12.00,13.03,76.58,90.38,58.38
1992-06-21,13.00,13.58,80.51,96.43,59.56
1992-06-22,13.00,11.60,83.37,98.39,62.07
1992-06-23,12.00,11.37,84.01,100.05,63.02
1992-06-24,12.00,11.41,77.77,96.04,66.00
1992-06-25,11.00,10.42,70.93,82.99,61.68
1992-06-26,11.00,10.78,72.29,82.12,62.86
1992-06-27,10.00,9.81,76.92,93.13,58.61
1992-06-28,11.00,14.60,73.03,87.55,60.50
1992-06-29,14.00,16.43,61.68,72.14,54.60
1992-06-30,24.00,48.69,53.16,62.23,47.21
1992-07-01,41.00,74.38,57.93,67.65,49.34
1992-07-02,67.00,122.35,62.01,73.94,50.91
1992-07-03,48.00,87.35,67.45,82.83,51.77
1992-07-04,51.00,112.85,71.35,83.38,58.46
1992-07-05,53.00,55.81,66.00,78.98,58.30
1992-07-06,54.00,35.45,59.93,74.26,47.53
1992-07-07,37.00,43.19,62.42,77.72,45.96
1992-07-08,28.00,49.93,67.26,81.49,50.20
1992-07-09,34.00,39.62,67.33,81.65,50.67
1992-07-10,44.00,16.45,71.80,86.60,53.11
1992-07-11,48.00,17.07,68.71,78.74,59.48
1992-07-12,47.00,2.98,69.37,85.66,53.19
1992-07-13,44.00,31.19,75.03,90.77,55.47
1992-07-14,41.00,26.78,74.85,89.12,55.55
1992-07-15,36.00,20.60,73.34,88.33,54.52
1992-07-16,32.00,17.19,76.52,92.73,55.15
1992-07-17,28.00,10.61,80.57,98.47,58.30
1992-07-18,36.00,8.39,80.03,92.50,70.48
1992-07-19,24.00,-0.44,77.61,91.40,61.92
1992-07-20,21.00,33.81,68.78,79.37,59.64
1992-07-21,24.00,21.53,69.47,84.56,54.68
1992-07-22,22.00,20.70,67.35,80.08,55.94
1992-07-23,19.00,8.96,62.88,77.01,51.93
1992-07-24,14.00,10.17,66.40,79.37,52.09
1992-07-25,11.00,9.97,72.06,88.49,53.19
1992-07-26,10.00,8.79,78.33,96.43,57.04
1992-07-27,8.70,7.30,81.33,97.77,59.95
1992-07-28,6.70,4.50,80.84,96.74,60.89
1992-07-29,4.60,2.98,76.36,93.36,53.66
1992-07-30,2.70,1.08,79.88,98.47,56.49
1992-07-31,1.20,-0.01,83.35,104.06,61.92
1992-08-01,0.58,-0.20,82.69,100.05,61.13
1992-08-02,0.35,-0.68,82.10,97.84,60.89
1992-08-03,0.13,-0.46,80.34,95.56,58.38
1992-08-04,0.10,-0.71,77.19,93.28,55.70
1992-08-05,0.10,-0.71,76.27,92.11,57.43
1992-08-06,0.10,-0.30,74.73,91.16,52.64
1992-08-07,0.10,0.10,74.98,90.22,57.67
1992-08-08,0.10,-0.89,71.54,86.29,56.41
1992-08-09,0.10,-0.12,73.16,88.96,53.42
1992-08-10,0.10,0.09,77.68,97.29,53.19
1992-08-11,0.10,0.10,81.37,100.05,57.51
1992-08-12,0.10,0.10,83.09,101.30,60.03
1992-08-13,0.10,0.10,86.99,101.23,65.30
1992-08-14,0.10,0.10,89.11,100.99,71.82
1992-08-15,0.10,0.10,81.62,93.91,70.25
1992-08-16,0.10,0.10,70.29,79.92,63.80
1992-08-17,0.10,0.10,73.23,91.00,57.04
1992-08-18,0.10,0.10,79.67,99.97,60.19
1992-08-19,0.00,0.00,81.58,98.63,61.29
1992-08-20,0.00,0.00,79.24,91.55,64.12
1992-08-21,0.00,0.00,73.84,87.39,59.48
1992-08-22,0.00,0.00,59.81,69.31,49.02
1992-08-23,0.00,0.00,55.30,64.51,42.89
1992-08-24,0.00,0.00,55.13,68.44,38.72
1992-08-25,0.00,0.00,57.81,75.60,37.39
1992-08-26,0.00,0.00,62.29,83.61,38.80
1992-08-27,0.00,0.00,69.42,92.66,43.20
1992-08-28,0.00,0.00,70.31,87.31,49.65
1992-08-29,0.00,0.00,69.45,87.70,47.45
1992-08-30,0.00,0.00,69.74,87.31,48.71
1992-08-31,0.00,0.00,70.54,84.24,55.39
1992-09-01,0.00,0.00,70.49,84.79,52.87
1992-09-02,0.00,0.00,70.23,88.72,47.61
1992-09-03,0.00,0.00,67.52,76.54,58.22
1992-09-04,0.00,0.00,59.24,68.60,51.77
1992-09-05,0.00,0.00,54.49,60.97,48.55
1992-09-06,0.00,0.00,54.30,65.30,44.85
1992-09-07,0.00,0.00,53.51,71.66,31.80
1992-09-08,0.00,0.00,63.86,78.66,48.16
1992-09-09,0.00,0.00,64.11,81.18,44.54
1992-09-10,0.00,0.00,66.32,85.58,44.54
1992-09-11,0.00,0.00,70.19,88.02,53.03
1992-09-12,0.00,0.00,59.40,66.87,50.04
1992-09-13,0.00,0.00,50.19,63.88,35.58
1992-09-14,0.00,0.00,55.47,80.00,32.28
1992-09-15,0.00,0.00,62.76,78.27,47.13
1992-09-16,0.00,0.00,61.47,81.81,40.29
1992-09-17,0.00,0.00,62.58,80.78,42.81
1992-09-18,0.00,0.00,62.18,81.96,41.63
1992-09-19,0.00,0.00,61.64,77.01,47.76
1992-09-20,0.00,0.00,65.07,86.29,45.17
1992-09-21,0.00,0.01,68.52,85.03,49.10
1992-09-22,0.00,1.03,71.92,94.23,51.38
1992-09-23,0.00,0.78,74.79,83.93,61.92
1992-09-24,0.00,1.62,60.07,68.44,48.86
1992-09-25,0.00,1.84,56.63,66.95,48.31
1992-09-26,0.00,2.79,56.33,78.90,36.29
1992-09-27,0.64,2.67,59.58,78.50,39.67
1992-09-28,2.10,3.31,61.99,85.11,40.92
1992-09-29,3.20,4.42,64.40,87.70,42.42
1992-09-30,5.10,7.31,67.08,90.93,47.21
1992-10-01,6.70,7.51,69.51,89.83,49.26
1992-10-02,7.40,7.40,60.99,71.98,52.24
1992-10-03,7.50,8.31,52.99,59.08,48.63
1992-10-04,7.70,7.89,53.68,63.72,44.30
1992-10-05,5.20,8.21,52.96,70.25,39.04
1992-10-06,2.20,25.27,51.35,66.71,36.13
1992-10-07,2.00,16.81,49.27,68.36,30.70
1992-10-08,0.20,11.84,52.02,70.09,34.63
1992-10-09,0.10,12.20,54.97,70.25,37.31
1992-10-10,0.10,14.32,55.10,76.85,36.44
1992-10-11,0.10,13.61,57.53,83.54,36.52
1992-10-12,0.09,14.90,60.23,84.16,38.49
1992-10-13,0.09,15.49,58.00,68.91,46.43
1992-10-14,0.09,24.91,45.24,60.89,25.20
1992-10-15,0.08,70.92,40.91,55.70,23.71
1992-10-16,0.08,83.29,52.11,69.62,36.76
1992-10-17,0.08,104.65,53.22,68.36,40.06
1992-10-18,0.07,98.46,53.43,71.82,40.61
1992-10-19,0.07,95.09,53.17,73.00,35.03
1992-10-20,0.07,86.09,52.38,73.39,31.96
1992-10-21,0.06,67.79,54.87,64.43,46.74
1992-10-22,0.06,19.64,49.04,68.05,32.83
1992-10-23,0.06,20.18,50.81,71.35,33.69
1992-10-24,0.05,19.49,50.21,73.87,32.20
1992-10-25,0.05,21.81,49.78,72.29,31.25
1992-10-26,0.05,18.66,50.51,73.39,33.38
1992-10-27,0.04,19.48,50.04,69.38,33.22
1992-10-28,0.04,19.48,47.19,55.08,39.67
1992-10-29,0.04,21.80,46.53,55.08,42.10
1992-10-30,0.03,21.66,47.53,55.47,43.05
1992-10-31,0.03,23.98,45.61,53.50,39.35
1992-11-01,0.03,52.44,53.42,59.48,49.10
1992-11-02,0.02,69.81,47.25,53.42,37.23
1992-11-03,0.02,74.83,36.80,50.20,25.99
1992-11-04,0.02,85.30,36.50,41.24,30.62
1992-11-05,0.02,79.90,37.33,47.76,32.12
1992-11-06,0.02,85.29,40.26,58.06,29.45
1992-11-07,0.01,82.58,43.59,53.90,38.01
1992-11-08,0.01,73.41,39.53,46.90,33.53
1992-11-09,0.01,76.65,35.61,41.55,25.83
1992-11-10,0.01,76.65,28.63,41.95,18.44
1992-11-11,0.01,58.84,30.93,41.63,19.15
1992-11-12,0.01,65.44,37.72,42.50,34.40
1992-11-13,0.01,95.53,36.73,39.12,34.01
1992-11-14,0.01,85.37,39.05,42.02,36.21
1992-11-15,0.01,84.69,37.52,40.06,35.73
1992-11-16,0.01,77.92,36.63,39.27,33.61
1992-11-17,0.01,73.86,37.79,43.12,34.63
1992-11-18,0.01,77.91,38.32,50.91,29.21
1992-11-19,0.01,73.86,34.58,41.55,29.52
1992-11-20,0.01,62.34,34.61,42.42,27.79
1992-11-21,0.01,86.97,30.07,36.60,25.20
1992-11-22,0.01,67.49,38.77,42.73,36.36
1992-11-23,0.01,62.55,32.84,39.35,23.31
1992-11-24,0.00,36.20,23.02,33.06,14.98
1992-11-25,0.00,17.28,24.42,31.10,19.38
1992-11-26,0.00,0.00,20.64,30.70,11.13
1992-11-27,0.00,76.53,26.13,32.75,21.74
1992-11-28,0.00,22.22,25.74,33.61,20.33
1992-11-29,0.00,4.94,22.85,33.38,14.51
1992-11-30,0.00,89.69,29.32,33.77,25.20
1992-12-01,0.00,53.49,29.00,33.22,23.78
1992-12-02,0.00,98.74,30.33,33.69,27.17
1992-12-03,0.00,22.22,12.14,32.67,-3.73
1992-12-04,0.00,9.05,0.23,17.02,-9.08
1992-12-05,0.00,0.00,-4.85,7.67,-15.05
1992-12-06,0.00,0.00,3.08,17.57,-9.94
1992-12-07,0.00,0.00,22.40,28.27,17.18
1992-12-08,0.01,-13.15,31.07,43.05,20.40
1992-12-09,0.01,13.17,36.16,40.53,33.38
1992-12-10,0.01,9.06,36.40,48.08,29.45
1992-12-11,0.01,467.63,27.48,31.73,20.64
1992-12-12,0.00,42.90,24.56,32.04,16.63
1992-12-13,0.00,0.00,18.81,29.52,9.00
1992-12-14,0.00,0.00,27.27,35.81,17.10
1992-12-15,0.00,31.20,30.32,35.26,22.13
1992-12-16,0.00,5.85,19.64,28.89,11.05
1992-12-17,0.00,-5.85,28.44,35.66,21.74
1992-12-18,0.00,16.58,23.90,37.23,4.37
1992-12-19,0.01,9.76,13.94,27.01,2.79
1992-12-20,0.01,133.59,32.18,41.79,20.33
1992-12-21,0.01,111.16,36.85,41.71,32.83
1992-12-22,0.01,127.74,38.31,43.68,34.16
1992-12-23,0.01,52.66,31.56,41.00,20.17
1992-12-24,0.00,5.85,20.47,32.90,14.66
1992-12-25,0.00,0.00,14.93,21.35,9.63
1992-12-26,0.00,58.50,26.50,41.79,16.94
1992-12-27,0.01,206.72,39.86,46.51,31.80
1992-12-28,0.01,69.24,33.90,42.18,25.04
1992-12-29,0.01,77.97,34.30,40.61,28.27
1992-12-30,0.01,36.90,28.50,35.11,17.89
1992-12-31,0.01,49.20,31.26,39.90,26.93
1993-01-01,0.00,60.38,32.30,38.01,18.12
1993-01-02,0.00,17.89,14.21,24.89,6.25
1993-01-03,0.00,6.71,18.42,30.62,7.82
1993-01-04,0.00,-6.71,25.42,34.87,17.97
1993-01-05,0.00,6.71,14.11,22.84,4.13
1993-01-06,0.00,0.00,10.44,14.90,1.46
1993-01-07,0.00,0.00,8.52,59.64,-2.63
1993-01-08,0.00,0.00,18.76,25.67,15.45
1993-01-09,0.00,0.00,15.54,22.13,-5.54
1993-01-10,0.00,0.00,5.86,16.94,-10.49
1993-01-11,0.00,5.59,16.49,23.86,9.71
1993-01-12,0.00,0.00,11.11,19.46,5.47
1993-01-13,0.00,0.00,16.75,21.50,7.75
1993-01-14,0.00,30.19,24.53,31.65,19.22
1993-01-15,0.00,6.71,17.69,21.35,13.25
1993-01-16,0.00,17.89,22.35,34.56,14.35
1993-01-17,0.00,31.30,26.56,34.24,24.65
1993-01-18,0.00,35.78,28.23,32.83,26.77
1993-01-19,0.00,24.60,24.66,29.84,17.26
1993-01-20,0.01,79.39,38.73,47.84,27.32
1993-01-21,0.01,194.55,35.53,39.98,31.33
1993-01-22,0.01,341.02,34.68,43.05,20.25
1993-01-23,0.00,0.00,14.33,20.95,6.02
1993-01-24,0.00,17.89,23.39,29.76,18.52
1993-01-25,0.00,6.71,14.29,21.11,7.43
1993-01-26,0.00,12.30,15.21,22.61,8.69
1993-01-27,0.00,17.89,17.18,20.25,13.96
1993-01-28,0.00,12.30,19.77,26.38,15.21
1993-01-29,0.00,5.59,19.07,30.31,9.08
1993-01-30,0.00,0.00,15.93,23.63,3.74
1993-01-31,0.00,19.01,21.27,24.10,19.15
1993-02-01,0.00,5.59,17.70,25.67,6.33
1993-02-02,0.00,0.00,7.84,20.56,-1.22
1993-02-03,0.00,12.30,18.02,26.22,3.58
1993-02-04,0.00,12.30,22.87,31.49,12.93
1993-02-05,0.00,12.30,16.02,26.14,4.44
1993-02-06,0.01,182.90,30.12,35.18,25.44
1993-02-07,0.01,46.81,33.01,35.11,31.25
1993-02-08,0.01,87.45,28.20,35.81,18.99
1993-02-09,0.01,140.40,34.98,40.06,31.96
1993-02-10,0.01,126.85,36.88,47.06,30.31
1993-02-11,0.01,81.29,34.66,46.27,27.40
1993-02-12,0.01,93.60,32.45,43.12,23.47
1993-02-13,0.01,60.35,34.39,43.20,29.68
1993-02-14,0.01,66.51,32.32,39.19,28.34
1993-02-15,0.00,87.44,25.36,31.57,17.26
1993-02-16,0.00,173.64,17.60,23.55,15.14
1993-02-17,0.00,141.62,14.51,19.07,10.50
1993-02-18,0.00,66.50,18.48,25.36,15.21
1993-02-19,0.01,19.71,41.71,46.35,36.05
1993-02-20,0.01,40.65,33.23,41.87,24.26
1993-02-21,0.01,98.06,30.51,37.31,24.18
1993-02-22,0.00,65.42,29.50,33.06,25.99
1993-02-23,0.00,44.06,27.66,32.28,17.89
1993-02-24,0.00,21.36,21.87,29.84,12.54
1993-02-25,0.00,14.68,11.89,24.89,-0.04
1993-02-26,0.00,8.01,2.24,20.09,-12.22
1993-02-27,0.00,6.68,9.84,18.83,-6.01
1993-02-28,0.00,0.00,-1.89,14.98,-15.21
1993-03-01,0.00,0.00,5.55,20.40,-10.89
1993-03-02,0.00,0.00,22.01,30.70,8.61
1993-03-03,0.00,-14.69,24.55,33.69,8.45
1993-03-04,0.00,0.00,23.29,31.80,6.96
1993-03-05,0.00,210.93,30.37,36.91,23.94
1993-03-06,0.01,798.35,31.44,34.87,28.66
1993-03-07,0.01,409.81,33.81,36.60,30.86
1993-03-08,0.01,139.59,33.55,38.25,31.80
1993-03-09,0.01,139.59,33.20,37.39,29.37
1993-03-10,0.01,139.59,36.36,41.87,34.63
1993-03-11,0.01,123.92,33.36,43.05,25.83
1993-03-12,0.01,174.38,29.76,35.81,21.50
1993-03-13,0.01,186.06,34.29,38.49,30.00
1993-03-14,0.01,202.43,37.80,45.72,33.53
1993-03-15,3.00,378.22,46.56,53.19,40.84
1993-03-16,3.80,810.26,41.37,43.99,38.01
1993-03-17,3.40,1946.80,41.22,47.37,36.99
1993-03-18,3.20,3734.91,48.75,56.65,42.50
1993-03-19,3.10,3869.69,45.82,56.18,35.18
1993-03-20,3.00,3451.73,46.78,55.23,38.17
1993-03-21,3.00,3869.53,47.10,59.95,29.68
1993-03-22,2.90,3240.81,46.25,59.95,34.48
1993-03-23,2.80,3621.67,50.61,60.42,39.35
1993-03-24,2.90,9334.92,47.60,57.67,38.88
1993-03-25,2.90,6213.00,41.44,47.76,34.87
1993-03-26,2.80,3533.00,45.63,52.01,41.63
1993-03-27,2.80,3605.68,49.25,58.30,40.45
1993-03-28,2.80,3378.92,48.40,59.95,33.69
1993-03-29,3.00,2906.49,44.11,56.80,33.93
1993-03-30,3.60,2330.95,44.44,57.59,30.00
1993-03-31,4.00,2022.42,50.30,64.75,35.42
1993-04-01,3.60,2751.70,47.79,56.02,39.90
1993-04-02,3.10,3035.15,48.17,54.76,40.53
1993-04-03,3.30,2377.88,50.71,60.74,45.80
1993-04-04,3.60,4052.80,45.27,49.65,39.74
1993-04-05,3.10,3502.56,40.95,49.81,33.77
1993-04-06,3.30,2383.84,40.58,53.82,28.82
1993-04-07,3.10,2054.96,47.01,58.46,34.71
1993-04-08,2.90,1824.87,48.22,63.17,36.99
1993-04-09,11.00,1734.85,43.53,51.07,39.82
1993-04-10,660.00,1587.40,43.26,49.26,38.01
1993-04-11,1430.00,1295.06,40.44,49.02,34.79
1993-04-12,1590.00,1134.56,40.99,53.97,28.89
1993-04-13,1500.00,916.12,42.26,54.60,30.78
1993-04-14,1460.00,945.36,46.62,59.64,31.02
1993-04-15,1300.00,898.32,49.34,55.00,-44.69
1993-04-16,1150.00,970.08,46.90,59.08,33.77
1993-04-17,891.00,1070.92,44.99,51.07,39.74
1993-04-18,727.00,1241.65,43.54,50.83,36.84
1993-04-19,730.00,1064.73,43.47,55.86,29.29
1993-04-20,605.00,943.91,49.78,63.72,34.32
1993-04-21,526.00,816.82,54.07,67.03,37.94
1993-04-22,528.00,-2601.20,48.68,57.83,39.90
1993-04-23,529.00,880.79,44.21,52.17,34.71
1993-04-24,532.00,867.96,48.35,60.19,39.35
1993-04-25,534.00,889.65,55.18,64.90,46.27
1993-04-26,531.00,911.76,46.97,54.92,39.35
1993-04-27,661.00,907.86,46.28,58.85,32.12
1993-04-28,987.00,853.11,51.29,68.91,33.30
1993-04-29,1090.00,801.29,54.55,63.17,47.92
1993-04-30,718.00,1006.71,51.55,60.19,44.54
1993-05-01,521.00,1035.64,51.45,67.26,33.85
1993-05-02,523.00,970.70,59.27,68.76,50.04
1993-05-03,593.00,1041.40,52.37,59.40,43.68
1993-05-04,731.00,1275.00,46.12,54.13,39.04
1993-05-05,1130.00,1151.09,52.51,64.98,37.39
1993-05-06,1140.00,1051.44,53.48,63.17,45.80
1993-05-07,880.00,1082.42,46.57,59.24,38.33
1993-05-08,876.00,943.47,47.11,56.49,39.04
1993-05-09,923.00,923.00,52.89,71.74,33.22
1993-05-10,857.00,768.44,64.84,85.74,41.40
1993-05-11,633.00,633.00,72.72,89.51,49.81
1993-05-12,400.00,737.36,74.11,87.39,56.25
1993-05-13,327.00,799.32,65.72,76.22,51.46
1993-05-14,613.00,794.33,67.42,80.31,54.84
