date,avg gain (m3/d),outflow(m3/d)
2000-09-01,2862488.6784,6679140.2496
2000-09-02,3278405.8368,7021660.2624
2000-09-03,3107145.8304,6825934.5408
2000-09-04,2935885.824,6679140.2496
2000-09-05,2838022.9632,6581277.3888
2000-09-06,2813557.248,6532345.9584
2000-09-07,2813557.248,6532345.9584
2000-09-08,2715694.3871999998,6434483.0976
2000-09-09,2519968.6656,6214291.6608
2000-09-10,2495502.9504,6165360.2304
2000-09-11,2495502.9504,6165360.2304
2000-09-12,2519968.6656,6116428.8
2000-09-13,2495502.9504,6043031.6544
2000-09-14,2422105.8048,5969634.5088
2000-09-15,2373174.3744,5896237.3632
2000-09-16,2348708.6592,5871771.648
2000-09-17,2373174.3744,5896237.3632
2000-09-18,2422105.8048,5945168.7935999995
2000-09-19,2446571.52,5945168.7935999995
2000-09-20,2471037.2352,5969634.5088
2000-09-21,2519968.6656,6018565.9392
2000-09-22,2813557.248,6312154.5216
2000-09-23,2935885.824,6410017.3824
2000-09-24,2911420.1088,6385551.6672
2000-09-25,2886954.3936,6336620.2368
2000-09-26,2838022.9632,6287688.8064
2000-09-27,2813557.248,6263223.0912
2000-09-28,2789091.5328,6214291.6608
2000-09-29,2764625.8176,6189825.9456
2000-09-30,2935885.824,6165360.2304
2000-10-01,3302871.552,5871771.648
2000-10-02,3518169.84576,5529251.6352
2000-10-03,3598906.70592,5211197.3376
2000-10-04,3549975.27552,4868677.3248
2000-10-05,3434986.41408,4550623.0272
2000-10-06,3368928.98304,4354897.3056
2000-10-07,3170756.68992,4159171.584
2000-10-08,3070447.2576,4061308.7232
2000-10-09,2997050.1119999997,3987911.5776
2000-10-10,3021515.8272,4012377.2928
2000-10-11,3319997.55264,4330431.5904
2000-10-12,3312657.83808,4305965.8752
2000-10-13,3417860.41344,4403828.736
2000-10-14,3520616.41728,4501691.5967999995
2000-10-15,3420306.98496,4403828.736
2000-10-16,3278405.8368,4257034.4448
2000-10-17,3180542.976,4159171.584
2000-10-18,3156077.2608,4134705.8688
2000-10-19,3131611.5456,4110240.1536
2000-10-20,3075340.40064,4061308.7232
2000-10-21,3045981.5424,4036843.008
2000-10-22,2997050.1119999997,3987911.5776
2000-10-23,2972584.3967999998,3963445.8624
2000-10-24,3045981.5424,4036843.008
2000-10-25,3192775.8336,4183637.2992
2000-10-26,3168310.1184,4159171.584
2000-10-27,3094912.9728,4085774.4384
2000-10-28,3045981.5424,4036843.008
2000-10-29,2997050.1119999997,3987911.5776
2000-10-30,2972584.3967999998,3963445.8624
2000-10-31,3009282.9696,3963445.8624
2000-11-01,2928546.10944,3890048.7168
2000-11-02,2901633.82272,3865583.0016
2000-11-03,2762179.24608,3743254.4255999997
2000-11-04,2674102.67136,3669857.28
2000-11-05,2725480.6732799998,3718788.7103999997
2000-11-06,2789091.5328,3767720.1408
2000-11-07,2671656.09984,3645391.5648
2000-11-08,2576239.81056,3547528.704
2000-11-09,2578686.38208,3547528.704
2000-11-10,2676549.24288,3645391.5648
2000-11-11,2652083.52768,3620925.8496
2000-11-12,2573793.23904,3547528.704
2000-11-13,2471037.2352,3449665.8432
2000-11-14,2422105.8048,3400734.4128
2000-11-15,2568900.096,3547528.704
2000-11-16,2568900.096,3547528.704
2000-11-17,2544434.3808,3523062.9888
2000-11-18,2444124.94848,3425200.128
2000-11-19,2493056.3788799997,3474131.5584
2000-11-20,2488163.2358399997,3474131.5584
2000-11-21,2439231.80544,3425200.128
2000-11-22,2444124.94848,3425200.128
2000-11-23,2444124.94848,3425200.128
2000-11-24,2414766.09024,3400734.4128
2000-11-25,2412319.51872,3400734.4128
2000-11-26,2434338.6624,3425200.128
2000-11-27,2510182.37952,3498597.2736
2000-11-28,2517522.09408,3498597.2736
2000-11-29,2365834.65984,3351802.9824
2000-11-30,2493056.3788799997,3474131.5584
2000-12-01,2446571.52,3425200.128
2000-12-02,2373174.3744,3351802.9824
2000-12-03,2468590.6636799998,3449665.8432
2000-12-04,2444124.94848,3425200.128
2000-12-05,2446571.52,3425200.128
2000-12-06,2373174.3744,3351802.9824
2000-12-07,2348708.6592,3327337.2672
2000-12-08,2373174.3744,3351802.9824
2000-12-09,2471037.2352,3449665.8432
2000-12-10,2495502.9504,3474131.5584
2000-12-11,2422105.8048,3400734.4128
2000-12-12,2446571.52,3425200.128
2000-12-13,2490609.80736,3474131.5584
2000-12-14,2458804.3776,3449665.8432
2000-12-15,2412319.51872,3400734.4128
2000-12-16,2189681.5104,3180542.976
2000-12-17,2189681.5104,3180542.976
2000-12-18,2189681.5104,3180542.976
2000-12-19,2189681.5104,3180542.976
2000-12-20,1942577.78688,2935885.824
2000-12-21,1937684.64384,2935885.824
2000-12-22,2179895.22432,3180542.976
2000-12-23,2179895.22432,3180542.976
2000-12-24,2179895.22432,3180542.976
2000-12-25,2179895.22432,3180542.976
2000-12-26,1935238.07232,2935885.824
2000-12-27,1935238.07232,2935885.824
2000-12-28,1935238.07232,2935885.824
2000-12-29,1935238.07232,2935885.824
2000-12-30,2179895.22432,3180542.976
2000-12-31,2179895.22432,3180542.976
2001-01-01,2179895.22432,3180542.976
2001-01-02,1935238.07232,2935885.824
2001-01-03,1935238.07232,2935885.824
2001-01-04,1935238.07232,2935885.824
2001-01-05,1935238.07232,2935885.824
2001-01-06,1945024.3584,2935885.824
2001-01-07,1712600.064,2691228.672
2001-01-08,1712600.064,2691228.672
2001-01-09,1710153.49248,2691228.672
2001-01-10,1700367.2064,2691228.672
2001-01-11,1700367.2064,2691228.672
2001-01-12,1945024.3584,2935885.824
2001-01-13,1945024.3584,2935885.824
2001-01-14,1947470.92992,2935885.824
2001-01-15,1700367.2064,2691228.672
2001-01-16,1700367.2064,2691228.672
2001-01-17,1333381.4784,2324242.944
2001-01-18,1445923.76832,2446571.52
2001-01-19,1707706.92096,2691228.672
2001-01-20,1734619.20768,2691228.672
2001-01-21,1734619.20768,2691228.672
2001-01-22,1734619.20768,2691228.672
2001-01-23,1729726.06464,2691228.672
2001-01-24,1722386.35008,2691228.672
2001-01-25,1967043.50208,2935885.824
2001-01-26,1722386.35008,2691228.672
2001-01-27,1722386.35008,2691228.672
2001-01-28,1712600.064,2691228.672
2001-01-29,1712600.064,2691228.672
2001-01-30,1949917.50144,2935885.824
2001-01-31,1940131.21536,2935885.824
2001-02-01,1690580.92032,2691228.672
2001-02-02,1702813.77792,2691228.672
2001-02-03,1734619.20768,2691228.672
2001-02-04,1913218.92864,2862488.6784
2001-02-05,1937684.64384,2886954.3936
2001-02-06,1739512.35072,2691228.672
2001-02-07,1737065.7792,2691228.672
2001-02-08,1489962.05568,2446571.52
2001-02-09,1489962.05568,2446571.52
2001-02-10,1732172.63616,2691228.672
2001-02-11,1727279.49312,2691228.672
2001-02-12,1722386.35008,2691228.672
2001-02-13,1722386.35008,2691228.672
2001-02-14,1722386.35008,2691228.672
2001-02-15,1722386.35008,2691228.672
2001-02-16,1722386.35008,2691228.672
2001-02-17,1722386.35008,2691228.672
2001-02-18,1722386.35008,2691228.672
2001-02-19,1722386.35008,2691228.672
2001-02-20,1722386.35008,2691228.672
2001-02-21,1844714.92608,2813557.248
2001-02-22,1866734.0697599999,2838022.9632
2001-02-23,1834928.64,2813557.248
2001-02-24,1810462.9248,2789091.5328
2001-02-25,1810462.9248,2789091.5328
2001-02-26,1763978.06592,2740160.1023999997
2001-02-27,1712600.064,2691228.672
2001-02-28,1712600.064,2691228.672
2001-03-01,1712600.064,2691228.672
2001-03-02,1719939.77856,2691228.672
2001-03-03,1722386.35008,2691228.672
2001-03-04,1724832.9216,2691228.672
2001-03-05,1808016.35328,2764625.8176
2001-03-06,1783550.63808,2740160.1023999997
2001-03-07,1808016.35328,2764625.8176
2001-03-08,1808016.35328,2764625.8176
2001-03-09,1808016.35328,2764625.8176
2001-03-10,1810462.9248,2764625.8176
2001-03-11,1866734.0697599999,2813557.248
2001-03-12,1869180.6412799999,2813557.248
2001-03-13,1844714.92608,2789091.5328
2001-03-14,1893646.35648,2838022.9632
2001-03-15,1844714.92608,2789091.5328
2001-03-16,1820249.21088,2764625.8176
2001-03-17,1771317.78048,2715694.3871999998
2001-03-18,1830035.49696,2764625.8176
2001-03-19,1927898.35776,2862488.6784
2001-03-20,2245952.6553599997,3180542.976
2001-03-21,2686335.52896,3620925.8496
2001-03-22,2759732.67456,3694322.9952
2001-03-23,2757286.10304,3694322.9952
2001-03-24,2759732.67456,3694322.9952
2001-03-25,2806217.53344,3743254.4255999997
2001-03-26,2904080.39424,3841117.2864
2001-03-27,2808664.10496,3743254.4255999997
2001-03-28,2686335.52896,3620925.8496
2001-03-29,2588472.66816,3523062.9888
2001-03-30,2564006.95296,3498597.2736
2001-03-31,2466144.09216,3400734.4128
2001-04-01,2586026.09664,3523062.9888
2001-04-02,2735266.9593599997,3669857.28
2001-04-03,2710801.24416,3645391.5648
2001-04-04,2686335.52896,3620925.8496
2001-04-05,2586026.09664,3523062.9888
2001-04-06,2610491.81184,3547528.704
2001-04-07,2605598.6688,3547528.704
2001-04-08,2659423.24224,3596460.1344
2001-04-09,2490609.80736,3425200.128
2001-04-10,2294884.08576,3229474.4063999997
2001-04-11,2245952.6553599997,3180542.976
2001-04-12,2197021.22496,3131611.5456
2001-04-13,2197021.22496,3131611.5456
2001-04-14,2172555.50976,3107145.8304
2001-04-15,2123624.07936,3058214.4
2001-04-16,2123624.07936,3058214.4
2001-04-17,2194574.65344,3131611.5456
2001-04-18,2382960.66048,3327337.2672
2001-04-19,2745053.2454399997,3694322.9952
2001-04-20,2921206.39488,3865583.0016
2001-04-21,2825790.1056,3767720.1408
2001-04-22,2608045.24032,3547528.704
2001-04-23,2370727.80288,3449665.8432
2001-04-24,2385407.232,3645391.5648
2001-04-25,2382960.66048,3890048.7168
2001-04-26,2620278.09792,4354897.3056
2001-04-27,3011729.54112,5039937.3312
2001-04-28,3603799.84896,5896237.3632
2001-04-29,4205656.44288,6507880.243199999
2001-04-30,4403828.736,7046125.9776
2001-05-01,4624020.1728,7804563.1488
2001-05-02,4599554.4576,8465137.4592
2001-05-03,3718788.7103999997,8196014.592
2001-05-04,3229474.4063999997,8293877.4528
2001-05-05,3327337.2672,8954451.7632
2001-05-06,4036843.008,10055408.9472
2001-05-07,4428294.4512,10520257.536
2001-05-08,4697417.3184,10715983.2576
2001-05-09,5847305.9328,11865871.872
2001-05-10,6630208.8192,12746637.6192
2001-05-11,6948263.1168,13089157.632
2001-05-12,7462043.136,13627403.3664
2001-05-13,8416206.0288,14606031.9744
2001-05-14,9859683.2256,16073974.8864
2001-05-15,12110529.024,18373752.115199998
2001-05-16,17077069.2096,23364758.016
2001-05-17,17248329.216,23536018.0224
2001-05-18,13627403.3664,19915092.1728
2001-05-19,11621214.72,17908903.5264
2001-05-20,10838311.8336,17126000.64
2001-05-21,9443766.0672,15731454.8736
2001-05-22,8073686.016,14336909.1072
2001-05-23,7584371.712,13847594.803199999
2001-05-24,8196014.592,14459237.6832
2001-05-25,9150177.4848,15388934.8608
2001-05-26,9957546.0864,16196303.4624
2001-05-27,11107434.7008,17370657.792
2001-05-28,11352091.8528,17615314.944
2001-05-29,10911708.9792,17150466.3552
2001-05-30,9737354.6496,15976112.0256
2001-05-31,9027848.9088,15266606.2848
2001-06-01,8685328.896,14924086.272
2001-06-02,9223574.6304,15437866.291199999
2001-06-03,9272506.0608,15486797.7216
2001-06-04,8220480.3072,14581566.2592
2001-06-05,7070591.6928,13725266.2272
2001-06-06,6189825.9456,13015760.486399999
2001-06-07,5602648.7808,12453049.036799999
2001-06-08,5406923.0592,12257323.3152
2001-06-09,5749443.072,12575377.6128
2001-06-10,6361085.952,13162554.7776
2001-06-11,6532345.9584,13382746.214399999
2001-06-12,6654674.5344,13505074.7904
2001-06-13,6728071.68,13602937.6512
2001-06-14,6214291.6608,13089157.632
2001-06-15,5847305.9328,12697706.1888
2001-06-16,5578183.0656,12428583.3216
2001-06-17,5211197.3376,12061597.5936
2001-06-18,5064403.0464,11890337.587199999
2001-06-19,4942074.4704,11768009.0112
2001-06-20,4819745.8944,11645680.4352
2001-06-21,4819745.8944,11670146.1504
2001-06-22,4942074.4704,11792474.7264
2001-06-23,5137800.192,11988200.447999999
2001-06-24,5284594.4832,12110529.024
2001-06-25,5676045.9264,12526446.1824
2001-06-26,5431388.7743999995,12453049.036799999
2001-06-27,4966540.1855999995,12208391.8848
2001-06-28,4868677.3248,12134994.7392
2001-06-29,4550623.0272,11890337.587199999
2001-06-30,4330431.5904,11645680.4352
2001-07-01,4134705.8688,11449954.7136
2001-07-02,3914514.432,11254228.992
2001-07-03,3669857.28,11009571.84
2001-07-04,3498597.2736,10813846.1184
2001-07-05,3376268.6976,10691517.5424
2001-07-06,3302871.552,10642586.112
2001-07-07,3302871.552,10642586.112
2001-07-08,3278405.8368,10593654.6816
2001-07-09,3351802.9824,10813846.1184
2001-07-10,3376268.6976,11131900.416
2001-07-11,3156077.2608,11131900.416
2001-07-12,2984817.2544,11229763.2768
2001-07-13,3058214.4,11352091.8528
2001-07-14,3082680.1152,11352091.8528
2001-07-15,3082680.1152,11352091.8528
2001-07-16,2935885.824,11425488.998399999
2001-07-17,2642297.2416,11376557.568
2001-07-18,2544434.3808,11523351.859199999
2001-07-19,2495502.9504,11694611.8656
2001-07-20,2495502.9504,11792474.7264
2001-07-21,2446571.52,11694611.8656
2001-07-22,2348708.6592,11547817.5744
2001-07-23,2201914.368,11449954.7136
2001-07-24,2030654.3616,11498886.144
2001-07-25,1908325.7856,11621214.72
2001-07-26,1737065.7792,11694611.8656
2001-07-27,1908325.7856,11914803.3024
2001-07-28,1883860.0704,11890337.587199999
2001-07-29,1859394.3551999999,11865871.872
2001-07-30,1688134.3488,11865871.872
2001-07-31,1614737.2031999999,12061597.5936
2001-08-01,1639202.9184,12306254.7456
2001-08-02,1761531.4944,12477514.752
2001-08-03,1785997.2096,12526446.1824
2001-08-04,1859394.3551999999,12624309.0432
2001-08-05,1785997.2096,12550911.8976
2001-08-06,1785997.2096,12526446.1824
2001-08-07,1761531.4944,12477514.752
2001-08-08,1614737.2031999999,12379651.8912
2001-08-09,1712600.064,12477514.752
2001-08-10,1785997.2096,12550911.8976
2001-08-11,1688134.3488,12453049.036799999
2001-08-12,1688134.3488,12453049.036799999
2001-08-13,1639202.9184,12404117.6064
2001-08-14,1639202.9184,12404117.6064
2001-08-15,1614737.2031999999,12404117.6064
2001-08-16,1761531.4944,12526446.1824
2001-08-17,1810462.9248,12575377.6128
2001-08-18,1761531.4944,12526446.1824
2001-08-19,1688134.3488,12453049.036799999
2001-08-20,1712600.064,12477514.752
2001-08-21,1785997.2096,12526446.1824
2001-08-22,1908325.7856,12501980.4672
2001-08-23,1908325.7856,12257323.3152
2001-08-24,1883860.0704,11988200.447999999
2001-08-25,1737065.7792,11768009.0112
2001-08-26,1712600.064,11743543.296
2001-08-27,1834928.64,11694611.8656
2001-08-28,1834928.64,11449954.7136
2001-08-29,1810462.9248,11205297.5616
2001-08-30,1737065.7792,11034037.5552
2001-08-31,1834928.64,11131900.416
2001-09-01,1834928.64,11156366.1312
2001-09-02,1883860.0704,11180831.8464
2001-09-03,1785997.2096,11058503.2704
2001-09-04,1810462.9248,11107434.7008
2001-09-05,1908325.7856,11107434.7008
2001-09-06,2275311.5136,11376557.568
2001-09-07,2177448.6528,11180831.8464
2001-09-08,2152982.9376,11034037.5552
2001-09-09,2079585.792,10838311.8336
2001-09-10,2177448.6528,10642586.112
2001-09-11,2104051.5072,10202203.2384
2001-09-12,2055120.0768,9859683.2256
2001-09-13,2104051.5072,9688423.2192
2001-09-14,2030654.3616,9541628.928
2001-09-15,2177448.6528,9566094.6432
2001-09-16,2128517.2224,9419300.352
2001-09-17,2030654.3616,9223574.6304
2001-09-18,2079585.792,9150177.4848
2001-09-19,2006188.6464,8978917.4784
2001-09-20,1932791.5008,8807657.472
2001-09-21,1859394.3551999999,8636397.4656
2001-09-22,1834928.64,8489603.1744
2001-09-23,1785997.2096,8342808.8832
2001-09-24,2030654.3616,8196014.592
2001-09-25,2104051.5072,7682234.5728
2001-09-26,2030654.3616,7192920.2688
2001-09-27,1859394.3551999999,6825934.5408
2001-09-28,1761531.4944,6703605.9648
2001-09-29,1712600.064,6654674.5344
2001-09-30,1712600.064,6654674.5344
2001-10-01,2519968.6656,6728071.68
2001-10-02,2740160.1023999997,5896237.3632
2001-10-03,2593365.8112,5284594.4832
2001-10-04,2603152.09728,4795280.1792
2001-10-05,2669209.52832,4379363.0208
2001-10-06,2723034.10176,3987911.5776
2001-10-07,2749946.3884799997,3596460.1344
2001-10-08,2566453.52448,3253940.1215999997
2001-10-09,2444124.94848,3131611.5456
2001-10-10,2370727.80288,3058214.4
2001-10-11,2419659.23328,3107145.8304
2001-10-12,2444124.94848,3131611.5456
2001-10-13,2444124.94848,3131611.5456
2001-10-14,2466144.09216,3156077.2608
2001-10-15,2517522.09408,3205008.6912
2001-10-16,2424552.37632,3107145.8304
2001-10-17,2375620.94592,3058214.4
2001-10-18,2426998.94784,3107145.8304
2001-10-19,2404979.80416,3082680.1152
2001-10-20,2370727.80288,3058214.4
2001-10-21,2346262.08768,3033748.6848
2001-10-22,2321796.37248,3009282.9696
2001-10-23,2583579.52512,3278405.8368
2001-10-24,2490609.80736,3180542.976
2001-10-25,2319349.80096,3009282.9696
2001-10-26,2294884.08576,2984817.2544
2001-10-27,2270418.37056,2960351.5392
2001-10-28,2294884.08576,2984817.2544
2001-10-29,2297330.65728,2984817.2544
2001-10-30,2297330.65728,2984817.2544
2001-10-31,2370727.80288,3058214.4
2001-11-01,2370727.80288,3058214.4
2001-11-02,2346262.08768,3033748.6848
2001-11-03,2299777.2288,2984817.2544
2001-11-04,2270418.37056,2960351.5392
2001-11-05,2216593.79712,2911420.1088
2001-11-06,2407426.37568,3107145.8304
2001-11-07,2622724.66944,3327337.2672
2001-11-08,2617831.5264,3327337.2672
2001-11-09,2426998.94784,3131611.5456
2001-11-10,2289990.94272,2984817.2544
2001-11-11,2265525.22752,2960351.5392
2001-11-12,2289990.94272,2984817.2544
2001-11-13,2289990.94272,2984817.2544
2001-11-14,2265525.22752,2960351.5392
2001-11-15,2241059.5123199997,2935885.824
2001-11-16,2192128.08192,2886954.3936
2001-11-17,2167662.36672,2862488.6784
2001-11-18,2167662.36672,2862488.6784
2001-11-19,2167662.36672,2862488.6784
2001-11-20,2121177.50784,2813557.248
2001-11-21,2096711.7926399999,2789091.5328
2001-11-22,2270418.37056,2960351.5392
2001-11-23,2294884.08576,2984817.2544
2001-11-24,2236166.3692799998,2935885.824
2001-11-25,2233719.79776,2935885.824
2001-11-26,2157876.08064,2862488.6784
2001-11-27,2084478.93504,2789091.5328
2001-11-28,2011081.78944,2715694.3871999998
2001-11-29,2037994.07616,2740160.1023999997
2001-11-30,2089372.07808,2789091.5328
2001-12-01,2037994.07616,2740160.1023999997
2001-12-02,2108944.65024,2813557.248
2001-12-03,2206807.51104,2911420.1088
2001-12-04,2133410.36544,2838022.9632
2001-12-05,2108944.65024,2813557.248
2001-12-06,2277758.08512,2984817.2544
2001-12-07,2101604.93568,2813557.248
2001-12-08,2052673.50528,2764625.8176
2001-12-09,2045333.79072,2764625.8176
2001-12-10,2140750.08,2862488.6784
2001-12-11,2385407.232,3107145.8304
2001-12-12,1981722.9312,2691228.672
2001-12-13,1751745.20832,2446571.52
2001-12-14,1989062.64576,2691228.672
2001-12-15,1986616.07424,2691228.672
2001-12-16,1986616.07424,2691228.672
2001-12-17,2045333.79072,2740160.1023999997
2001-12-18,2025761.21856,2715694.3871999998
2001-12-19,2069799.50592,2764625.8176
2001-12-20,2045333.79072,2740160.1023999997
2001-12-21,2020868.07552,2715694.3871999998
2001-12-22,2045333.79072,2740160.1023999997
2001-12-23,1996402.36032,2691228.672
2001-12-24,1746852.06528,2446571.52
2001-12-25,1749298.6368,2446571.52
2001-12-26,1759084.92288,2446571.52
2001-12-27,1636756.34688,2324242.944
2001-12-28,1754191.77984,2446571.52
2001-12-29,1996402.36032,2691228.672
2001-12-30,1749298.6368,2446571.52
2001-12-31,1998848.93184,2691228.672
2002-01-01,1756638.35136,2446571.52
2002-01-02,1641649.48992,2324242.944
2002-01-03,1759084.92288,2446571.52
2002-01-04,1759084.92288,2446571.52
2002-01-05,1954810.64448,2642297.2416
2002-01-06,1986616.07424,2666762.9568
2002-01-07,2037994.07616,2715694.3871999998
2002-01-08,2037994.07616,2715694.3871999998
2002-01-09,2037994.07616,2715694.3871999998
2002-01-10,1989062.64576,2666762.9568
2002-01-11,1768871.20896,2446571.52
2002-01-12,1771317.78048,2446571.52
2002-01-13,1773764.352,2446571.52
2002-01-14,1915665.50016,2593365.8112
2002-01-15,2013528.36096,2691228.672
2002-01-16,1768871.20896,2446571.52
2002-01-17,1766424.63744,2446571.52
2002-01-18,1761531.4944,2446571.52
2002-01-19,1759084.92288,2446571.52
2002-01-20,1636756.34688,2324242.944
2002-01-21,1759084.92288,2446571.52
2002-01-22,1754191.77984,2446571.52
2002-01-23,1507088.05632,2201914.368
2002-01-24,1629416.63232,2324242.944
2002-01-25,1751745.20832,2446571.52
2002-01-26,1751745.20832,2446571.52
2002-01-27,1749298.6368,2446571.52
2002-01-28,1619630.3462399999,2324242.944
2002-01-29,1384759.48032,2079585.792
2002-01-30,1267324.04736,1957257.216
2002-01-31,1507088.05632,2201914.368
2002-02-01,1629416.63232,2324242.944
2002-02-02,1751745.20832,2446571.52
2002-02-03,1989062.64576,2691228.672
2002-02-04,1998848.93184,2691228.672
2002-02-05,1768871.20896,2446571.52
2002-02-06,1646542.63296,2324242.944
2002-02-07,1768871.20896,2446571.52
2002-02-08,1940131.21536,2617831.5264
2002-02-09,1915665.50016,2593365.8112
2002-02-10,1766424.63744,2446571.52
2002-02-11,1766424.63744,2446571.52
2002-02-12,1881413.49888,2568900.096
2002-02-13,1759084.92288,2446571.52
2002-02-14,1759084.92288,2446571.52
2002-02-15,1636756.34688,2324242.944
2002-02-16,1514427.77088,2201914.368
2002-02-17,1636756.34688,2324242.944
2002-02-18,1808016.35328,2495502.9504
2002-02-19,1859394.3551999999,2544434.3808
2002-02-20,1891199.78496,2568900.096
2002-02-21,1759084.92288,2446571.52
2002-02-22,1859394.3551999999,2544434.3808
2002-02-23,1859394.3551999999,2544434.3808
2002-02-24,1759084.92288,2446571.52
2002-02-25,1634309.77536,2324242.944
2002-02-26,1384759.48032,2079585.792
2002-02-27,1629416.63232,2324242.944
2002-02-28,1751745.20832,2446571.52
2002-03-01,1629416.63232,2324242.944
2002-03-02,1384759.48032,2079585.792
2002-03-03,1499748.34176,2201914.368
2002-03-04,1619630.3462399999,2324242.944
2002-03-05,1744405.49376,2446571.52
2002-03-06,1837375.21152,2544434.3808
2002-03-07,1859394.3551999999,2568900.096
2002-03-08,1812909.49632,2519968.6656
2002-03-09,1734619.20768,2446571.52
2002-03-10,1734619.20768,2446571.52
2002-03-11,1808016.35328,2519968.6656
2002-03-12,1881413.49888,2593365.8112
2002-03-13,1937684.64384,2642297.2416
2002-03-14,1859394.3551999999,2544434.3808
2002-03-15,1808016.35328,2495502.9504
2002-03-16,1759084.92288,2446571.52
2002-03-17,1759084.92288,2446571.52
2002-03-18,1636756.34688,2324242.944
2002-03-19,1759084.92288,2446571.52
2002-03-20,1808016.35328,2495502.9504
2002-03-21,1832482.06848,2519968.6656
2002-03-22,1881413.49888,2568900.096
2002-03-23,1954810.64448,2642297.2416
2002-03-24,2101604.93568,2789091.5328
2002-03-25,2175002.08128,2862488.6784
2002-03-26,2223933.51168,2911420.1088
2002-03-27,2297330.65728,2984817.2544
2002-03-28,2248399.22688,2935885.824
2002-03-29,2272864.94208,2960351.5392
2002-03-30,2370727.80288,3058214.4
2002-03-31,2566453.52448,3253940.1215999997
2002-04-01,2811110.67648,3498597.2736
2002-04-02,2982370.6828799997,3669857.28
2002-04-03,2908973.53728,3596460.1344
2002-04-04,2882061.25056,3571994.4192
2002-04-05,2904080.39424,3596460.1344
2002-04-06,2999496.68352,3694322.9952
2002-04-07,3195222.40512,3890048.7168
2002-04-08,3241707.264,3938980.1472
2002-04-09,3283298.97984,3987911.5776
2002-04-10,3408074.12736,4110240.1536
2002-04-11,3515723.27424,4208103.0144
2002-04-12,3371375.55456,4061308.7232
2002-04-13,3273512.69376,3963445.8624
2002-04-14,3488810.98752,4183637.2992
2002-04-15,4423401.30816,5113334.4768
2002-04-16,4824639.03744,5504785.92
2002-04-17,4264374.15936,4942074.4704
2002-04-18,3772613.28384,4452760.1663999995
2002-04-19,3496150.7020799997,4183637.2992
2002-04-20,3300424.98048,3987911.5776
2002-04-21,3202562.11968,3890048.7168
2002-04-22,3200115.54816,3890048.7168
2002-04-23,3097359.54432,3792185.856
2002-04-24,3092466.40128,3792185.856
2002-04-25,3092466.40128,3792185.856
2002-04-26,3160970.40384,3865583.0016
2002-04-27,3501043.8451199997,4208103.0144
2002-04-28,3594013.56288,4305965.8752
2002-04-29,3562208.13312,4257034.4448
2002-04-30,3748147.5686399997,4428294.4512
2002-05-01,4181190.72768,4868677.3248
2002-05-02,4254587.87328,4942074.4704
2002-05-03,4303519.30368,4991005.9008
2002-05-04,4572642.17088,5260128.768
2002-05-05,4785493.89312,5480320.2047999995
2002-05-06,4856444.4672,5553717.3504
2002-05-07,4646039.31648,5333525.9136
2002-05-08,4692524.17536,5382457.344
2002-05-09,4491905.3107199995,5186731.6224
2002-05-10,4225229.01504,4917608.7552
2002-05-11,4107793.58208,4795280.1792
2002-05-12,4080881.29536,4770814.464
2002-05-13,4450313.59488,5137800.192
2002-05-14,5406923.0592,6091963.0848
2002-05-15,6456502.24128,7143988.8384
2002-05-16,6843060.54144,7535440.2816
2002-05-17,7151328.55296,7853494.5792
2002-05-18,7733612.57472,8440671.743999999
2002-05-19,9341010.06336,10055408.9472
2002-05-20,12438369.60768,13162554.7776
2002-05-21,16066635.171839999,16807946.3424
2002-05-22,14843349.41184,15609126.2976
2002-05-23,11912356.73088,12697706.1888
2002-05-24,9681083.50464,10471326.1056
2002-05-25,8506729.17504,9296971.776
2002-05-26,8036987.4432,8832123.1872
2002-05-27,8159316.0192,8954451.7632
2002-05-28,8893287.4752,9688423.2192
2002-05-29,10473772.67712,11278694.7072
2002-05-30,13209039.63648,14018854.8096
2002-05-31,17287474.360319998,18104629.248
2002-06-01,21111465.64608,21945746.5344
2002-06-02,22094987.39712,22948840.8576
2002-06-03,20927972.78208,21798952.2432
2002-06-04,18300354.9696,19181120.7168
2002-06-05,16333311.46752,17223863.5008
2002-06-06,15978558.59712,16881343.487999998
2002-06-07,17037924.06528,17957834.9568
2002-06-08,17165145.78432,18080163.5328
2002-06-09,16585308.33408,17492986.368
2002-06-10,14280637.96224,15193209.1392
2002-06-11,12421243.60704,13333814.784
2002-06-12,10735555.82976,11792474.7264
2002-06-13,9502483.78368,10838311.8336
2002-06-14,9265166.346239999,10887243.264
2002-06-15,10248688.09728,11963734.7328
2002-06-16,11611428.43392,13333814.784
2002-06-17,12621862.47168,14606031.9744
2002-06-18,14060446.52544,16392029.184
2002-06-19,14459237.6832,17199397.7856
2002-06-20,13358280.4992,16465426.329599999
2002-06-21,12526446.1824,16000577.740799999
2002-06-22,12844500.48,16465426.329599999
2002-06-23,13040226.2016,16661152.0512
2002-06-24,12599843.328,16563289.1904
2002-06-25,12526446.1824,17126000.64
2002-06-26,12526446.1824,17713177.8048
2002-06-27,11963734.7328,17762109.2352
2002-06-28,11523351.859199999,17566383.5136
2002-06-29,11131900.416,17174932.0704
2002-06-30,11180831.8464,17199397.7856
2002-07-01,11229763.2768,17248329.216
2002-07-02,10544723.2512,16563289.1904
2002-07-03,9639491.7888,15658057.728
2002-07-04,8807657.472,14801757.696
