date,avg gain (m3/d),outflow(m3/d)
1983-02-02,2654530.0992,3987911.5776
1983-02-03,2605598.6688,3938980.1472
1983-02-04,2568900.096,3914514.432
1983-02-05,2519968.6656,3865583.0016
1983-02-06,2471037.2352,3816651.5712
1983-02-07,2519968.6656,3865583.0016
1983-02-08,2544434.3808,3890048.7168
1983-02-09,2581132.9536,3914514.432
1983-02-10,2605598.6688,3938980.1472
1983-02-11,2630064.384,3963445.8624
1983-02-12,2654530.0992,3987911.5776
1983-02-13,2654530.0992,3987911.5776
1983-02-14,2654530.0992,3987911.5776
1983-02-15,2605598.6688,3938980.1472
1983-02-16,2630064.384,3963445.8624
1983-02-17,2654530.0992,3987911.5776
1983-02-18,2652083.52768,3987911.5776
1983-02-19,2654530.0992,3987911.5776
1983-02-20,2654530.0992,3987911.5776
1983-02-21,2654530.0992,3987911.5776
1983-02-22,2654530.0992,3987911.5776
1983-02-23,2708354.67264,3987911.5776
1983-02-24,2784198.38976,3963445.8624
1983-02-25,2713247.81568,3890048.7168
1983-02-26,2713247.81568,3890048.7168
1983-02-27,2713247.81568,3890048.7168
1983-02-28,2713247.81568,3890048.7168
1983-03-01,2737713.53088,3914514.432
1983-03-02,2749946.3884799997,3938980.1472
1983-03-03,2896740.67968,4085774.4384
1983-03-04,2901633.82272,4085774.4384
1983-03-05,2860042.10688,4036843.008
1983-03-06,2811110.67648,3987911.5776
1983-03-07,2811110.67648,3987911.5776
1983-03-08,2811110.67648,3987911.5776
1983-03-09,2811110.67648,3987911.5776
1983-03-10,2811110.67648,3987911.5776
1983-03-11,2811110.67648,3987911.5776
1983-03-12,2957904.96768,4134705.8688
1983-03-13,3175649.83296,4354897.3056
1983-03-14,3486364.4159999997,4672951.6032
1983-03-15,3342016.69632,4526157.312
1983-03-16,3219688.1203199998,4403828.736
1983-03-17,3065554.11456,4305965.8752
1983-03-18,2901633.82272,4208103.0144
1983-03-19,2899187.2512,4208103.0144
1983-03-20,2828236.67712,4134705.8688
1983-03-21,2727927.2448,4036843.008
1983-03-22,2703461.5296,4012377.2928
1983-03-23,2674102.67136,3987911.5776
1983-03-24,2678995.8144,3987911.5776
1983-03-25,2678995.8144,3987911.5776
1983-03-26,2681442.38592,3987911.5776
1983-03-27,2678995.8144,3987911.5776
1983-03-28,2686335.52896,3987911.5776
1983-03-29,2715694.3871999998,4012377.2928
1983-03-30,2691228.672,4012377.2928
1983-03-31,2911420.1088,4232568.7296
1983-04-01,2911420.1088,4232568.7296
1983-04-02,2862488.6784,4183637.2992
1983-04-03,2857595.53536,4183637.2992
1983-04-04,2735266.9593599997,4061308.7232
1983-04-05,2568900.096,3890048.7168
1983-04-06,2568900.096,3890048.7168
1983-04-07,2568900.096,3890048.7168
1983-04-08,2519968.6656,3841117.2864
1983-04-09,2519968.6656,3841117.2864
1983-04-10,2666762.9568,3987911.5776
1983-04-11,2740160.1023999997,4061308.7232
1983-04-12,2789091.5328,4110240.1536
1983-04-13,2813557.248,4134705.8688
1983-04-14,2789091.5328,4110240.1536
1983-04-15,2789091.5328,4110240.1536
1983-04-16,2666762.9568,3987911.5776
1983-04-17,2935885.824,4257034.4448
1983-04-18,3180542.976,4501691.5967999995
1983-04-19,3364035.84,4697417.3184
1983-04-20,3731021.568,5064403.0464
1983-04-21,4061308.7232,5406923.0592
1983-04-22,4611787.3152,5969634.5088
1983-04-23,5125567.3344,6483414.528
1983-04-24,5565950.208,6923797.4015999995
1983-04-25,5724977.3568,7070591.6928
1983-04-26,5504785.92,6850400.256
1983-04-27,5039937.3312,6385551.6672
1983-04-28,4795280.1792,6140894.5152
1983-04-29,4190977.01376,6091963.0848
1983-04-30,3792185.856,7095057.408
1983-05-01,4721883.0336,8024754.5856
1983-05-02,4697417.3184,8000288.870399999
1983-05-03,4697417.3184,8000288.870399999
1983-05-04,4672951.6032,8000288.870399999
1983-05-05,4819745.8944,8147083.1616
1983-05-06,4991005.9008,8293877.4528
1983-05-07,4991005.9008,8293877.4528
1983-05-08,4770814.464,8098151.7312
1983-05-09,5137800.192,8440671.743999999
1983-05-10,5235663.0528,8514068.8896
1983-05-11,5064403.0464,8342808.8832
1983-05-12,4942074.4704,8196014.592
1983-05-13,4648485.888,7902426.0095999995
1983-05-14,4379363.0208,7633303.1424
1983-05-15,4232568.7296,7486508.851199999
1983-05-16,4232568.7296,7510974.5664
1983-05-17,4110240.1536,7535440.2816
1983-05-18,4428294.4512,7706700.288
1983-05-19,4379363.0208,7657768.8576
1983-05-20,4379363.0208,7657768.8576
1983-05-21,4721883.0336,8000288.870399999
1983-05-22,5480320.2047999995,8734260.3264
1983-05-23,5504785.92,9590560.3584
1983-05-24,6263223.0912,12453049.036799999
1983-05-25,8611931.7504,17737643.52
1983-05-26,11327626.1376,22997772.288
1983-05-27,11914803.3024,29114201.088
1983-05-28,17126000.64,37187887.104
1983-05-29,19572572.16,40613087.232
1983-05-30,22802046.5664,44527601.664
1983-05-31,22117006.5408,43793630.208
1983-06-01,20404406.4768,41102401.536
1983-06-02,20575666.4832,37432544.256
1983-06-03,20159749.3248,32784058.368
1983-06-04,19890626.4576,31071458.304
1983-06-05,19572572.16,30826801.152
1983-06-06,21407500.8,30337486.848
1983-06-07,21309637.9392,27156943.872
1983-06-08,20771392.2048,26667629.568
1983-06-09,22190403.6864,28135572.48
1983-06-10,23340292.3008,28869543.936
1983-06-11,27059081.0112,29603515.392
1983-06-12,26386273.8432,27646258.176
1983-06-13,22483992.268799998,23707278.0288
1983-06-14,16759014.912,19523640.7296
1983-06-15,11278694.7072,21236240.7936
1983-06-16,16294166.3232,28380229.632
1983-06-17,17982300.672,26667629.568
1983-06-18,18006766.387199998,26667629.568
1983-06-19,18691806.4128,27401601.024
1983-06-20,17444054.937599998,26178315.264
1983-06-21,15584660.5824,24318920.9088
1983-06-22,14777291.9808,23536018.0224
1983-06-23,15927180.5952,24710372.351999998
1983-06-24,17615314.944,26422972.416
1983-06-25,19792763.5968,27890915.327999998
1983-06-26,19254517.8624,26912286.72
1983-06-27,18740737.8432,26422972.416
1983-06-28,18985394.9952,26667629.568
1983-06-29,16954740.6336,25444343.808
1983-06-30,17419589.2224,26422972.416
1983-07-01,18398217.8304,27401601.024
1983-07-02,19866160.742399998,28869543.936
1983-07-03,22068075.1104,31071458.304
1983-07-04,18373752.115199998,27401601.024
1983-07-05,15364469.1456,24465715.2
1983-07-06,12550911.8976,24172126.6176
1983-07-07,15658057.728,29848172.544
1983-07-08,18422683.5456,31805429.759999998
1983-07-09,18985394.9952,30582144.0
1983-07-10,21285172.224,30826801.152
1983-07-11,18593943.552,28135572.48
1983-07-12,13505074.7904,24465715.2
1983-07-13,9566094.6432,26667629.568
1983-07-14,10275600.384,31560772.608
1983-07-15,11670146.1504,33762686.975999996
1983-07-16,11352091.8528,33273372.672
1983-07-17,10324531.8144,32050086.912
1983-07-18,9248040.3456,30826801.152
1983-07-19,8954451.7632,30337486.848
1983-07-20,8807657.472,30092829.696
1983-07-21,10887243.264,29848172.544
1983-07-22,10422394.6752,26422972.416
1983-07-23,9835217.5104,24955029.504
1983-07-24,11278694.7072,23854072.32
1983-07-25,12110529.024,19107723.5712
1983-07-26,11278694.7072,17762109.2352
1983-07-27,11621214.72,17321726.3616
1983-07-28,10128806.0928,15242140.5696
1983-07-29,9321437.4912,14043320.5248
1983-07-30,8465137.4592,12820034.7648
1983-07-31,8024754.5856,12379651.8912
1983-08-01,7926891.7248,12281789.0304
1983-08-02,7559905.9968,11914803.3024
1983-08-03,6997194.5472,11498886.144
1983-08-04,6507880.243199999,11229763.2768
1983-08-05,6410017.3824,11278694.7072
1983-08-06,6312154.5216,11229763.2768
1983-08-07,6214291.6608,11131900.416
1983-08-08,5920703.0784,10985106.1248
1983-08-09,5896237.3632,11058503.2704
1983-08-10,5871771.648,11229763.2768
1983-08-11,5700511.6416,11180831.8464
1983-08-12,5700511.6416,11278694.7072
1983-08-13,5700511.6416,11327626.1376
1983-08-14,5627114.496,11229763.2768
1983-08-15,5284594.4832,11058503.2704
1983-08-16,5309060.1984,11865871.872
1983-08-17,6605743.104,13554006.2208
1983-08-18,6948263.1168,13872060.5184
1983-08-19,7682234.5728,14581566.2592
1983-08-20,8636397.4656,15535729.152
1983-08-21,8563000.32,15780386.304
1983-08-22,8000288.870399999,15755920.5888
1983-08-23,7486508.851199999,15388934.8608
1983-08-24,6825934.5408,14703894.8352
1983-08-25,6630208.8192,14239046.2464
1983-08-26,6018565.9392,13456143.36
1983-08-27,5676045.9264,13113623.3472
1983-08-28,5455854.4896,12844500.48
1983-08-29,5284594.4832,12673240.4736
1983-08-30,5162265.9072,12526446.1824
1983-08-31,4844211.6096,12183926.1696
1983-09-01,4648485.888,11963734.7328
1983-09-02,4575088.7424,11865871.872
1983-09-03,4599554.4576,11865871.872
1983-09-04,4599554.4576,11865871.872
1983-09-05,4452760.1663999995,11694611.8656
1983-09-06,4305965.8752,11498886.144
1983-09-07,4110240.1536,11278694.7072
1983-09-08,4917608.7552,11131900.416
1983-09-09,7143988.8384,10862777.548799999
1983-09-10,5724977.3568,9003383.193599999
1983-09-11,5137800.192,8416206.0288
1983-09-12,4697417.3184,7951357.4399999995
1983-09-13,4452760.1663999995,7706700.288
1983-09-14,4232568.7296,7486508.851199999
1983-09-15,4183637.2992,7437577.4207999995
1983-09-16,4134705.8688,7364180.2752
1983-09-17,4012377.2928,7241851.6992
1983-09-18,3938980.1472,7143988.8384
1983-09-19,3938980.1472,7143988.8384
1983-09-20,3914514.432,7119523.1232
1983-09-21,3914514.432,7119523.1232
1983-09-22,3938980.1472,7119523.1232
1983-09-23,3767720.1408,6948263.1168
1983-09-24,4012377.2928,6899331.6864
1983-09-25,4061308.7232,6703605.9648
1983-09-26,4902929.32608,6458948.8127999995
1983-09-27,4428294.4512,5749443.072
1983-09-28,4416061.5936,5749443.072
1983-09-29,4672951.6032,5994100.223999999
1983-09-30,4785493.89312,6116428.8
1983-10-01,5235663.0528,6556811.6736
1983-10-02,5326186.19904,6654674.5344
1983-10-03,5414262.77376,6654674.5344
1983-10-04,5343312.19968,6581277.3888
1983-10-05,5052170.1888,6287688.8064
1983-10-06,4839318.46656,6067497.3696
1983-10-07,4646039.31648,5847305.9328
1983-10-08,4548176.45568,5724977.3568
1983-10-09,4420954.73664,5602648.7808
1983-10-10,4325538.44736,5504785.92
1983-10-11,4088221.00992,5773908.7872
1983-10-12,4217889.30048,6238757.376
1983-10-13,4487012.16768,6507880.243199999
1983-10-14,4134705.8688,6630208.8192
1983-10-15,4501691.5967999995,7266317.4144
1983-10-16,4575088.7424,7339714.56
1983-10-17,4428294.4512,7168454.5536
1983-10-18,4330431.5904,7070591.6928
1983-10-19,4281500.16,7046125.9776
1983-10-20,4134705.8688,6899331.6864
1983-10-21,4560409.31328,6874865.9712
1983-10-22,4301072.73216,6336620.2368
1983-10-23,4154278.44096,6189825.9456
1983-10-24,3718788.7103999997,6214291.6608
1983-10-25,3890048.7168,6630208.8192
1983-10-26,3963445.8624,6703605.9648
1983-10-27,3963445.8624,6703605.9648
1983-10-28,3865583.0016,6605743.104
1983-10-29,3816651.5712,6556811.6736
1983-10-30,3767720.1408,6507880.243199999
1983-10-31,3841117.2864,6507880.243199999
1983-11-01,4058862.15168,6458948.8127999995
1983-11-02,3912067.86048,6312154.5216
