date,inflow(m3/d),outflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C)
1982-05-29,1513155.5536896,1578038.6304,,15.789135200000004,1.027906000000005
1982-05-30,1378838.7772416,1477729.19808,,20.900287200000008,1.3779088000000002
1982-05-31,1099440.3096576,1189033.75872,,23.389196,9.939088400000003
1982-06-01,1061812.03968,1061812.03968,,21.3391796,9.239082800000006
1982-06-02,1083146.1433344001,1061812.03968,,22.822524800000004,4.344599200000005
1982-06-03,1090485.8578944001,949269.74976,,20.422505600000008,7.272400400000006
1982-06-04,972389.850624,924804.03456,,14.478013600000004,5.350162800000003
1982-06-05,1079378.4231936,915017.74848,,14.961350800000005,2.600140800000002
1982-06-06,1028783.32416,907678.03392,,19.15582880000001,1.9890248000000028
1982-06-07,862416.4608,983521.75104,,18.539157200000005,8.539077200000001
1982-06-08,896668.46208,1017773.75232,,22.25585360000001,1.7279116000000023
1982-06-09,798658.8069888,1052025.7536,,25.878104800000003,7.100176800000003
1982-06-10,770449.8373632,1052025.7536,,29.550356400000005,8.627966800000003
1982-06-11,711560.8608767999,941930.0352,,27.233671200000003,12.166884000000003
1982-06-12,775367.4461184001,890552.03328,,23.039193200000007,12.555776000000005
1982-06-13,944768.0581632,880765.7472,,24.52809400000001,6.966842400000004
1982-06-14,1000207.3688064,880765.7472,,26.839223600000004,9.061303600000006
1982-06-15,1042875.5761152,880765.7472,,31.250370000000004,10.594649200000003
1982-06-16,978897.7308672001,880765.7472,,31.817041200000006,16.311361600000005
1982-06-17,970359.1962624,880765.7472,,31.20592520000001,13.561339600000004
1982-06-18,995950.3343616,880765.7472,,31.472594000000008,13.433560800000002
1982-06-19,941930.0352,941930.0352,,33.61150000000001,13.166892000000004
1982-06-20,882331.5529728,976182.03648,,34.222616,16.272472400000005
1982-06-21,898136.4049920001,966395.7504,,30.20591720000001,15.700245600000002
1982-06-22,1044441.381888,976182.03648,,27.62811880000001,13.039113200000003
1982-06-23,966395.7504,966395.7504,,30.161472400000008,11.466878400000002
1982-06-24,966395.7504,966395.7504,,29.939248400000004,12.950223600000005
1982-06-25,616560.4887552,966395.7504,,28.10590040000001,15.178019200000001
1982-06-26,728686.8615167999,959056.03584,,31.68926240000001,13.389116000000005
1982-06-27,646359.7298688,949269.74976,,27.405894800000006,14.828016400000003
1982-06-28,625025.6262143999,949269.74976,,23.389196,14.000232000000004
1982-06-29,860924.0521728,959056.03584,,18.889160000000004,12.861334000000003
1982-06-30,748504.0908288,880765.7472,,26.533665600000006,11.289099200000003
1982-07-01,1123759.2305663999,829387.74528,,20.155836800000003,13.039113200000003
1982-07-02,906161.1595776,829387.74528,,21.994740400000005,10.633538400000003
1982-07-03,1005491.9632896,822048.03072,,20.550284400000002,8.800190400000005
1982-07-04,718411.2611327999,812261.7446399999,,20.855842400000007,8.711300800000004
1982-07-05,689737.4429184,804922.0300799999,,21.6447376,8.627966800000003
1982-07-06,629625.180672,702166.02624,,26.444776000000005,9.283527600000003
1982-07-07,451270.116864,592070.30784,,24.483649200000002,14.128010800000006
1982-07-08,628352.9634815999,508886.87616,,23.69475400000001,11.594657200000004
1982-07-09,577146.221568,508886.87616,,27.1447816,11.161320400000005
1982-07-10,482219.24659199995,550478.592,,30.5503644,15.222464000000002
1982-07-11,443930.402304,584730.59328,,32.605936400000004,16.005803600000007
1982-07-12,399084.74634240003,650788.02432,,33.083718000000005,17.622483200000005
1982-07-13,262908.5755392,753544.02816,,30.989256800000007,15.789135200000004
1982-07-14,334275.0667776,770670.0288,,27.0170028,10.289091200000005
1982-07-15,344061.35285759997,846513.74592,,25.311433600000008,5.305718000000002
1982-07-16,353847.63893759996,856300.032,,25.489212800000004,7.883516400000001
1982-07-17,360698.0391936,976182.03648,,29.2836876,9.977977600000003
1982-07-18,365395.456512,1044686.03904,,32.47260200000001,12.294662800000005
1982-07-19,304598.15424,1044686.03904,,33.21705240000001,12.166884000000003
1982-07-20,262590.5212416,1052025.7536,,33.43372080000001,14.216900400000007
1982-07-21,233133.8001408,1052025.7536,,32.34482320000001,14.089121600000002
1982-07-22,209353.12496639998,1052025.7536,,32.4337128,12.861334000000003
1982-07-23,226332.33131520002,1044686.03904,,32.16704400000001,11.072430800000003
1982-07-24,211114.6564608,1034899.75296,,32.389268,13.255781600000002
1982-07-25,255593.3266944,1034899.75296,,34.61706360000001,15.133574400000008
1982-07-26,141436.2995712,1027560.0384,,36.539301200000004,17.84470720000001
1982-07-27,190294.3328256,1027560.0384,,30.639254000000008,17.622483200000005
1982-07-28,207909.6477696,1017773.75232,,27.0170028,17.711372800000007
1982-07-29,259850.3611392,1017773.75232,,34.78928720000001,14.172455600000003
1982-07-30,148629.21984,1017773.75232,,36.233743200000006,16.9280332
1982-07-31,145766.7311616,993308.03712,,33.26149720000001,13.778008000000003
1982-08-01,50007.921868800004,993308.03712,,27.800342400000005,12.383552400000003
1982-08-02,107600.21544959999,983521.75104,,27.5392292,5.9168340000000015
1982-08-03,161840.70604800002,983521.75104,,26.711444800000002,9.894643600000006
1982-08-04,159027.1488,983521.75104,,29.32813240000001,10.550204400000005
1982-08-05,153864.8828928,983521.75104,,32.08371,11.3779888
1982-08-06,180385.7181696,983521.75104,,35.705961200000004,16.622475200000004
1982-08-07,115086.7243008,976182.03648,,32.255933600000006,18.7169364
1982-08-08,107306.6268672,966395.7504,,33.21705240000001,19.500276
1982-08-09,174416.0836608,924804.03456,,32.77816000000001,14.522458400000005
1982-08-10,144372.18539519998,915017.74848,,28.411458400000008,11.900215200000005
1982-08-11,107575.7497344,915017.74848,,22.994748400000006,12.166884000000003
1982-08-12,219628.7253504,915017.74848,,28.544792800000003,8.800190400000005
1982-08-13,163675.63468800002,880765.7472,,31.383704400000006,12.339107600000006
1982-08-14,143393.5567872,880765.7472,,29.900359200000004,12.205773200000003
1982-08-15,113961.3014016,890552.03328,,29.900359200000004,10.155756800000002
1982-08-16,175688.3008512,846513.74592,,31.4281492,12.122439200000002
1982-08-17,120224.5244928,795135.744,,35.05040040000001,14.350234800000003
1982-08-18,128102.4847872,795135.744,,30.944812000000006,14.000232000000004
1982-08-19,108480.98119680001,804922.0300799999,,35.13929,14.872461200000004
1982-08-20,100333.89803519999,804922.0300799999,,35.40040320000001,15.133574400000008
1982-08-21,172018.4435712,795135.744,,36.972638,14.394679600000003
1982-08-22,92529.3348864,795135.744,,36.75596960000001,15.966914400000007
1982-08-23,95269.4949888,795135.744,,34.57261880000001,12.427997200000004
1982-08-24,88223.3690112,787796.02944,,33.8726132,12.905778800000004
1982-08-25,91575.1719936,787796.02944,,35.6170716,13.039113200000003
1982-08-26,111294.5384448,778009.74336,,33.961502800000005,12.427997200000004
1982-08-27,61408.945152,778009.74336,,31.250370000000004,11.594657200000004
1982-08-28,96297.0550272,778009.74336,,30.1170276,14.739126800000001
1982-08-29,57567.827865600004,778009.74336,,26.1836628,15.044684800000006
1982-08-30,112077.44133120001,753544.02816,,24.4392044,9.977977600000003
1982-08-31,95147.1664128,736418.02752,,27.5392292,9.150193200000004
1982-09-01,101067.8694912,719292.02688,,31.99482040000001,9.805754000000004
1982-09-02,108994.76121599998,680146.8825599999,,32.4337128,12.472442000000004
1982-09-03,70705.91692799999,672807.168,,26.667,13.128002800000004
1982-09-04,136934.6079744,672807.168,,25.311433600000008,7.227955600000001
1982-09-05,126022.8989952,665467.45344,,29.37257720000001,8.583522000000006
1982-09-06,106743.9154176,665467.45344,,31.555928,10.633538400000003
1982-09-07,111685.989888,665467.45344,,31.294814800000005,10.111312000000005
1982-09-08,102340.08668159999,665467.45344,,32.16704400000001,9.761309200000003
1982-09-09,42815.001599999996,665467.45344,,29.811469600000002,9.850198800000001
1982-09-10,41738.5101312,643448.30976,,16.839143600000007,7.711292800000006
1982-09-11,110169.1155456,592070.30784,,17.316925200000007,0.7223480000000002
1982-09-12,116579.13292799999,577390.87872,,18.150265200000007,9.5890856
1982-09-13,118389.5958528,577390.87872,,19.0669392,5.044604800000002
1982-09-14,115257.9843072,545585.44896,,12.950223600000005,3.255701600000002
1982-09-15,136053.8422272,533352.59136,,18.7169364,2.0723588
1982-09-16,151785.2971008,533352.59136,,16.750254000000005,1.6390220000000042
1982-09-17,174244.82365439998,533352.59136,,25.094765200000005,5.566831200000006
1982-09-18,181853.6610816,526012.8768,,25.79477080000001,10.461314800000004
1982-09-19,215029.1708928,526012.8768,,18.805826000000003,9.283527600000003
1982-09-20,287985.93361919996,526012.8768,,18.061375600000005,5.305718000000002
1982-09-21,248840.78929919997,489314.304,,23.478085600000007,5.611276000000004
1982-09-22,306408.6171648,386558.30016,,27.233671200000003,8.016850800000004
1982-09-23,188850.8556288,254443.43808,,29.022574400000003,6.922397600000004
1982-09-24,179504.9524224,303374.86848,,21.466958400000003,13.739118800000004
1982-09-25,211090.1907456,303374.86848,,25.444768000000003,8.539077200000001
1982-09-26,167369.9576832,303374.86848,,17.666928000000006,5.566831200000006
1982-09-27,157730.4658944,318054.2976,,17.316925200000007,6.094613200000001
1982-09-28,188801.9241984,330287.1552,,14.089121600000002,4.261265200000004
1982-09-29,224130.4169472,330287.1552,,14.089121600000002,0.1945660000000018
1982-09-30,214686.65088,330287.1552,,18.7169364,-0.0665471999999987
1982-10-01,187260.58414080003,288695.43936,,20.072502800000002,-0.8054419999999958
1982-10-02,191272.96143360002,269122.8672,,21.6447376,0.5890136000000048
1982-10-03,156066.7972608,274016.01024,,17.578038400000004,8.844635200000006
1982-10-04,196166.10447360002,274016.01024,,13.166892000000004,3.4279252000000042
1982-10-05,14508.169113599999,274016.01024,,15.9224696,-2.0721187999999984
1982-10-06,167859.2719872,274016.01024,,13.605784400000005,2.994588400000005
1982-10-07,172581.1550208,274016.01024,,12.166884000000003,1.4223536000000045
1982-10-08,219751.05392639997,274016.01024,,12.511331200000004,2.339027600000005
1982-10-09,184373.6297472,274016.01024,,17.755817600000007,0.8945716000000026
1982-10-10,197487.2530944,274016.01024,,20.683618800000005,-0.0665471999999987
1982-10-11,200521.00177919999,313161.15456,,23.261417200000004,0.5890136000000048
1982-10-12,200667.79607039999,391451.4432,,24.700317599999998,2.6445856000000028
1982-10-13,190808.1128448,342520.01279999997,,23.955867200000007,0.23901080000000263
1982-10-14,203040.97044479998,278909.15327999997,,25.139210000000006,2.294582800000004
1982-10-15,211065.72503039998,259336.58112,,23.911422400000006,2.7279196
1982-10-16,206466.1705728,259336.58112,,21.555848000000005,2.3834724000000023
1982-10-17,132897.7649664,259336.58112,,12.778000000000002,2.511251200000004
1982-10-18,183468.39828479997,259336.58112,,12.600220800000002,-2.0721187999999984
1982-10-19,222564.6111744,259336.58112,,12.905778800000004,-6.311041599999998
1982-10-20,220264.8339456,259336.58112,,16.094693200000002,-5.788815199999998
1982-10-21,215958.8680704,264229.72416,,16.005803600000007,1.1167956000000032
1982-10-22,217010.893824,205512.00768,,20.5058396,9.805754000000004
1982-10-23,186771.2698368,161473.72032,,19.805834000000004,8.233519200000003
1982-10-24,172972.606464,161473.72032,,19.766944800000005,4.039041200000003
1982-10-25,84896.031744,73397.1456,,17.666928000000006,5.6557208000000045
1982-10-26,28747.21536,1174.3543296,,12.339107600000006,1.3779088000000002
1982-10-27,113325.1928064,685.0400256,,10.677983200000003,-1.3332239999999977
1982-10-28,216692.83952639997,611.64288,,11.244654400000005,-4.172135599999999
1982-10-29,204044.064768,1761.5314944,,6.705729200000004,3.9945964000000025
1982-10-30,216961.96239360003,880.7657472,,8.405742800000006,4.039041200000003
1982-10-31,201450.6989568,782.9028864,,,
1982-11-01,222540.1454592,782.9028864,,11.161320400000005,-3.9110223999999967
1982-11-02,208301.0992128,685.0400256,,10.594649200000003,-3.561019599999998
1982-11-03,222368.8854528,611.64288,,10.372425200000006,-3.7776879999999977
1982-11-04,205854.5276928,611.64288,,9.061303600000006,-3.077682399999997
1982-11-05,222368.8854528,611.64288,,10.461314800000004,-3.8665775999999976
1982-11-06,208692.55065599998,611.64288,,9.500196000000003,-2.422121599999997
1982-11-07,224008.0883712,538.2457344,,7.755737600000003,-6.094373199999998
1982-11-08,228852.29998080002,538.2457344,,8.100184800000001,-3.994356399999999
1982-11-09,216717.3052416,538.2457344,,5.222384000000002,-6.444375999999998
1982-11-10,211848.6279168,538.2457344,,7.139066000000003,-4.038801199999998
1982-11-11,226381.2627456,489.314304,,7.444624000000001,-6.483265199999998
1982-11-12,216668.3738112,489.314304,,2.950143600000004,-7.405494799999998
1982-11-13,234919.79735039998,489.314304,,7.489068800000002,-7.666607999999998
1982-11-14,234968.7287808,538.2457344,,5.2612732000000015,-10.155516799999997
1982-11-15,217500.208128,538.2457344,,7.139066000000003,-10.677743199999998
1982-11-16,232473.22583039998,538.2457344,,2.9056987999999997,-4.038801199999998
1982-11-17,222638.00832,685.0400256,,5.9168340000000015,0.37234520000000515
1982-11-18,230467.03718400002,1027.5600384,,8.277964000000004,0.5445688000000004
1982-11-19,232717.8829824,611.64288,,8.672411600000004,-2.422121599999997
1982-11-20,243140.27765759997,611.64288,,5.566831200000006,-3.427685199999999
1982-11-21,227506.6856448,611.64288,,4.5223784000000045,-5.044364799999997
1982-11-22,245758.109184,611.64288,,3.8223728000000037,-7.055491999999997
1982-11-23,232644.4858368,538.2457344,,0.9390163999999999,-8.405502799999997
1982-11-24,240473.5147008,538.2457344,,0.8501268000000017,-12.861093999999998
1982-11-25,234454.94876159998,538.2457344,,2.1168036000000043,-12.7333152
1982-11-26,280083.5076096,538.2457344,,1.155684800000003,-10.244406399999999
1982-11-27,264205.2584448,611.64288,,3.3390356000000025,-5.788815199999998
1982-11-28,277588.00465919997,685.0400256,,6.750174000000001,-1.8998951999999978
1982-11-29,277930.52467199997,1027.5600384,,5.700165600000002,-1.110999999999997
1982-11-30,279740.9875968,685.0400256,,4.083486000000004,-1.155444799999998
1982-12-01,241550.0061696,611.64288,,6.005723600000003,-0.0665471999999987
1982-12-02,236240.9459712,685.0400256,,2.0723588,-1.6387819999999955
1982-12-03,328378.8294144,782.9028864,,8.889080000000003,0.5445688000000004
1982-12-04,415011.92693759996,782.9028864,,10.811317600000002,0.06678720000000027
1982-12-05,438841.5335424,782.9028864,,4.827936400000002,-2.0721187999999984
1982-12-06,573207.2414208,733.971456,,6.222392000000006,-2.994348399999998
1982-12-07,336452.51543040003,685.0400256,,5.394607600000004,-6.005483599999998
1982-12-08,452566.7997696,685.0400256,,2.0334696,-10.461074799999999
1982-12-09,251091.6350976,685.0400256,,2.0723588,-6.616599599999999
1982-12-10,158244.24591360003,685.0400256,,5.222384000000002,-9.894403599999999
1982-12-11,149803.5741696,685.0400256,,4.827936400000002,-9.2832876
1982-12-12,237023.84885759998,685.0400256,,-0.28321559999999835,-8.799950399999998
1982-12-13,200447.6046336,685.0400256,,5.439052400000001,-7.138825999999998
1982-12-14,324244.1235456,685.0400256,,1.8556904000000038,-5.6999255999999985
1982-12-15,286713.71642879996,856.300032,,2.511251200000004,-0.022102399999997857
1982-12-16,289600.6708224,1027.5600384,,4.039041200000003,-3.3832403999999983
1982-12-17,269343.0586368,1174.3543296,,5.305718000000002,-3.5165747999999972
1982-12-18,242822.22336,880.7657472,,1.5945771999999998,-7.099936799999998
1982-12-19,239886.33753599998,880.7657472,,3.3001464000000027,-3.2999063999999994
1982-12-20,304035.4427904,880.7657472,,1.4223536000000045,-5.305477999999999
1982-12-21,520752.748032,782.9028864,,3.911262400000002,0.4612348000000033
1982-12-22,554515.435008,782.9028864,,1.6390220000000042,-4.605472399999998
1982-12-23,334201.669632,782.9028864,,4.172375600000002,-7.138825999999998
1982-12-24,191297.4271488,782.9028864,,0.41679000000000244,-15.133334399999999
1982-12-25,184495.9583232,660.5743104000001,,-5.305477999999999,-18.277804
1982-12-26,216766.23667199997,611.64288,,-1.766560799999997,-13.6055444
1982-12-27,100994.4723456,538.2457344,,-4.433248799999998,-20.9000472
1982-12-28,116187.6814848,489.314304,,-10.111071999999998,-22.6889504
1982-12-29,116187.6814848,489.314304,,-7.099936799999998,-20.333375999999998
1982-12-30,134439.10502400002,489.314304,,-5.916593999999996,-20.6833788
1982-12-31,167932.6691328,489.314304,,-11.205525199999999,-19.500035999999998
