date,computed flow(m3/d),inflow(m3/d),wse(m),storage(m3),power discharge (m3/d),outflow(m3/d)
2002-08-31,8625803.8109184,1718789.8899456,761.3294400000001,37962653.607599996,3864506.5101312,4991005.9008
2002-09-01,8359837.0209792,2299410.243072,761.28372,37757266.852800004,3848457.00096,4917608.7552
2002-09-02,7836466.4414208,2091427.1981568001,761.29896,37825613.9796,3635067.0329855997,4159171.584
2002-09-03,7235148.0932352,3121776.3280896,761.311152,37880343.4872,3173741.5071744,3645391.5648
2002-09-04,6071216.1583104,-280744.08191999997,761.311152,37880343.4872,2056221.033984,2642297.2416
2002-09-05,5898708.400435201,3242049.7840128,761.335536,37990098.537599996,1858856.1094656,2378067.51744
2002-09-06,5797518.2023680005,2220165.7915392,761.3142,37894072.1196,1940253.543936,2519968.6656
2002-09-07,5649745.28256,1623202.3406592,761.3050559999999,37852984.9008,1858856.1094656,2402533.23264
2002-09-08,5459940.2640384,1704746.5694207998,761.292864,37798243.058400005,1693565.7375744001,2228826.65472
2002-09-09,5263211.448115201,1575665.4560256,761.3172480000001,37907763.7476,1430828.4220416,1945024.3584
2002-09-10,5175844.379136001,1610798.2230528,761.320296,37921455.3756,1545548.1606144,2013528.36096
2002-09-11,5121334.7656704,1886502.3676416,761.320296,37921455.3756,1562820.9555455998,2001295.50336
2002-09-12,5055228.4032,1593085.045248,761.326392,37948900.3056,1594895.5081727998,2013528.36096
2002-09-13,4864469.2217856,1572117.9273216,761.311152,37880343.4872,1612168.3031040002,2030654.3616
2002-09-14,4758630.5378304,1024134.8382720001,761.311152,37880343.4872,1414803.3785855998,1859394.3551999999
2002-09-15,4631041.8330624,1708171.7695488,761.3172480000001,37907763.7476,1249513.0066944,1702813.77792
2002-09-16,4670896.4831232,1305441.6316416,761.326392,37948900.3056,1348183.2360959998,1778657.49504
2002-09-17,4686676.8694271995,2643985.3759488002,761.3172480000001,37907763.7476,1594895.5081727998,1981722.9312
2002-09-18,4914697.3350912,2066227.5115007998,761.3233440000001,37935196.3428,1710838.5325056,2072246.07744
2002-09-19,4751584.4118528,1544545.0662911998,761.326392,37948900.3056,1628193.34656,1986616.07424
2002-09-20,4418361.3708288,2476003.7753856,761.3142,37894072.1196,1513473.6079872,1856947.7836799999
2002-09-21,4157556.8467968,1112798.5901567999,761.3233440000001,37935196.3428,1118768.2246655999,1507088.05632
2002-09-22,4175930.5989119997,1613171.3974272,761.332488,37976369.905200005,1249513.0066944,1626970.0607999999
2002-09-23,4149189.5721984003,1596216.6567936,761.338584,38003864.1744,1316133.149184,1663668.6336
2002-09-24,3979617.7001472,1560912.62976,761.3294400000001,37962653.607599996,1168115.572224,1563359.20128
2002-09-25,3853374.6097152,1719059.0128128,761.3233440000001,37935196.3428,986775.6911615999,1421458.05312
2002-09-26,3730874.7737088,1246968.5723136,761.3172480000001,37907763.7476,888105.46176,1299129.47712
2002-09-27,3666481.0113023994,2053896.79104,761.320296,37921455.3756,822733.0707455999,1225732.33152
2002-09-28,3690995.6579328002,802548.8557055999,761.326392,37948900.3056,872080.4183039999,1250198.04672
2002-09-29,3657942.4766976,1605905.0800128,761.311152,37880343.4872,937452.8093184,1316255.47776
2002-09-30,3810363.8823936,2115452.5304831997,761.332488,37976369.905200005,1002825.2003327999,1384759.48032
2002-10-01,3707314.2899712,2017736.4639744,761.3172480000001,37907763.7476,1282810.8450816001,1609844.0601599999
2002-10-02,3482229.7101312,808836.544512,761.3172480000001,37907763.7476,921403.3001472,1313808.90624
2002-10-03,3435524.6598144,1616621.0632704,761.311152,37880343.4872,838758.1142016,1286896.61952
2002-10-04,3477287.6356607997,1433250.5278464002,761.3172480000001,37907763.7476,854807.6233728,1279556.90496
2002-10-05,3442937.77152,1889609.5134720001,761.3172480000001,37907763.7476,872080.4183039999,1277110.33344
2002-10-06,3433200.4168704,1491992.7100416,761.3142,37894072.1196,872080.4183039999,1282003.47648
2002-10-07,3401003.5356671996,1924057.2404735999,761.3172480000001,37907763.7476,838758.1142016,1267324.04736
2002-10-08,3367681.2315648,1546526.7892224,761.320296,37921455.3756,921403.3001472,1316255.47776
2002-10-09,3298859.1747072,1796664.2614272,761.2898160000001,37784600.769600004,1020097.9952639999,1396992.33792
2002-10-10,3202586.5853951997,2209449.8082816,761.26848,37689388.448400006,838758.1142016,1257537.76128
2002-10-11,3240728.6353919995,316121.5060992,761.265432,37675770.8292,805460.2758144,1215946.04544
2002-10-12,3230330.706432,1359217.2736511999,761.2593360000001,37648523.256000005,789410.7666432001,1218392.61696
2002-10-13,3260472.4675584002,1904142.1483007998,761.256288,37634917.971599996,838758.1142016,1237965.18912
2002-10-14,3249829.8814463997,2312621.72928,761.26848,37689388.448400006,822733.0707455999,1233072.04608
2002-10-15,2597109.0656256,2909242.6601472,761.11608,37014687.2232,1282810.8450816001,2353601.80224
2002-10-16,1869718.8870144,2770350.7949567996,760.9332,36196310.2476,576045.264384,2248399.22688
2002-10-17,1816505.9564544,2061603.4913279999,760.805184,35631031.0332,33297.8383872,1962150.35904
2002-10-18,1708343.0295552,2185766.995968,760.6314480000001,34914391.488,33297.8383872,2282651.22816
2002-10-19,1729261.2160512,2049590.8251648,760.469904,34265593.3428,16025.043456,2378067.51744
2002-10-20,1741689.7993728,2161374.6779135996,760.3236,33668366.9964,33297.8383872,2338922.37312
2002-10-21,1727842.2045696,1871284.6927872,760.1712,33057276.334799998,16025.043456,2338922.37312
2002-10-22,1664940.8507903998,1953440.5644288,760.0188,32434677.3048,33297.8383872,2287544.3712
2002-10-23,1820567.2651775999,2055291.3368064,759.878592,31872284.4336,16025.043456,2382960.66048
2002-10-24,1958162.4474624,2236068.5064192,759.720096,31286023.7244,49347.347558400004,2544434.3808
2002-10-25,1790401.038336,1989625.3572096,759.555504,30691017.642,1052148.082176,2385407.232
2002-10-26,1691902.0689408,1979447.6196864,759.387864,30075794.8224,1973575.8480383998,2307116.94336
2002-10-27,1799282.0929535998,1759769.9629056,759.2598480000001,29614448.6328,1989600.8914944,2260632.08448
2002-10-28,1752772.7683583999,2135489.9512320003,759.0983040000001,29020959.7308,2022898.7298816,2346262.08768
2002-10-29,1806205.8903552,2351302.0250112,758.948952,28483359.8076,1989600.8914944,2343815.51616
2002-10-30,1865706.5097216,1914662.4058368,758.7935040000001,27975893.8008,2022898.7298816,2373174.3744
2002-10-31,1861620.7352832,1317821.2835328,758.641104,27483920.3028,1989600.8914944,2353601.80224
2002-11-01,1776161.9920896,1536373.5174144001,758.4887040000001,26923612.0128,1940253.543936,2336475.8016
2002-11-02,2077139.22048,2424968.2934784,758.3454480000001,26407375.9632,2236288.6978559997,2593365.8112
2002-11-03,1695743.1862272,1770241.2890111997,758.2021920000001,25937913.4752,1710838.5325056,2165215.7952
2002-11-04,1732221.5675903999,1547652.2121216,758.0436960000001,25429078.305600002,1841583.3145344001,2241059.5123199997
2002-11-05,1811563.881984,1725469.0301952,757.8882480000001,24921291.594,1940253.543936,2319349.80096
2002-11-06,1887016.1476607998,2007852.3150335997,757.7328,24422904.0,2022898.7298816,2385407.232
2002-11-07,2044086.0392448,2516078.6168832,757.5834480000001,23995947.2328,2088271.120896,2471037.2352
2002-11-08,2206831.9767552,4839587.5894272,757.4371440000001,23584939.362000003,2206709.6481792,2617831.5264
2002-11-09,2530782.5117184003,3415218.1161984,757.2695040000001,23106447.8004,2565646.1558784,3009282.9696
2002-11-10,2501007.73632,3971323.8226944,757.1232,22696032.0,2483000.9699328,2911420.1088
2002-11-11,2367033.4798848,3144504.9775104,756.9708,22322916.6348,2269611.0019584,2740160.1023999997
2002-11-12,2201938.8337152,2639679.4100736002,756.8184,21955944.0,2137618.4684544,2568900.096
2002-11-13,2268534.5104896,2523344.9342976003,756.7361040000001,21787684.9932,1594895.5081727998,2436785.23392
2002-11-14,2206000.1424384,2580619.1735807997,756.5196960000001,21351390.7824,2105543.9158272,2642297.2416
2002-11-15,2223493.1288064,2230465.8576384,756.3612,21030439.2864,2022898.7298816,2544434.3808
2002-11-16,844507.5572736,2532715.3032192,756.2118480000001,19403898.5496,1825558.2710783998,2471037.2352
2002-11-17,564277.2553727999,1743377.9337216,756.0564,17531389.566,1989600.8914944,2436785.23392
2002-11-18,528850.8997632,2392746.94656,755.876568,15589213.632,1908203.4570240001,2471037.2352
2002-11-19,25517.740953599998,1875688.5215232,755.6205360000001,13190169.0408,1168115.572224,2424552.37632
2002-11-20,-751439.9766528,2878660.5161471996,755.18772,9943230.2976,296035.15392,2495502.9504
2002-11-21,514954.3735296,2111905.0017792,754.9164480000001,8329678.1052,0.0,2128517.2224
2002-11-22,1499699.4103296,2328744.6355968,754.721376,7333865.0316,0.0,2495502.9504
2002-11-23,1205230.0621824,2890281.7308671996,754.361712,5798934.8544,0.0,2740160.1023999997
2002-11-24,1659925.3791744001,2523198.1400063997,754.053864,4743174.6528,0.0,2715694.3871999998
2002-11-25,1856042.5522176,2197119.0878208,753.7856400000001,3981389.7396,0.0,2617831.5264
2002-11-26,1396967.8722048,1901010.5367552,753.304056,2907324.6948,0.0,2471037.2352
2002-11-27,1722655.4729472,2218526.5886208,752.97792,2349767.0652,0.0,2280204.65664
2002-11-28,1851736.5863424,2952473.5789055997,752.532912,1757375.9604,0.0,2444124.94848
2002-11-29,2065297.8143232,1974407.6823552,752.045232,1278242.9892,0.0,2544434.3808
2002-11-30,2264766.7903488,2401114.2211583997,751.4234400000001,851779.614,0.0,2691228.672
2002-12-01,2310297.486336,2432552.6651904,750.990624,642100.3487999999,0.0,2519968.6656
2002-12-02,2117507.65056,1780859.4094079998,751.039392,662896.8215999999,0.0,2096711.7926399999
2002-12-03,2077090.2890496,2062459.79136,751.0729200000001,677538.2292,0.0,2062459.79136
2002-12-04,2074619.2518144,2016733.3696511998,751.1216880000001,699481.8384,0.0,2052673.50528
2002-12-05,2195333.0906112,2277758.08512,750.929664,617060.7048,0.0,2277758.08512
2002-12-06,2456944.9832448,2603812.6715904,750.1981440000001,382773.5136,0.0,2691228.672
2002-12-07,2005258.9492224,1430167.8477311998,750.289584,406320.64680000005,0.0,1981722.9312
2002-12-08,1526073.4513152,877291.6156416,751.0668240000001,674849.2428,0.0,1257537.76128
2002-12-09,1636976.5383168,1480175.7696,751.386864,831661.5552000001,0.0,1480175.7696
2002-12-10,1847944.4004864001,1181669.5784448,751.53012,913182.2484,0.0,1766424.63744
2002-12-11,2174072.3841024,3254845.3530623997,751.584984,946510.878,0.0,2140750.08
2002-12-12,2200715.5479552,177645.5580672,752.0391360000001,1273161.0516000001,0.0,1874073.7843199999
2002-12-13,2496163.5247104,1954957.4387712,753.227856,2766239.2524,0.0,1003094.3232
2002-12-14,4325000.2016255995,4220017.8177024,754.422672,6034307.508,0.0,1056918.89664
2002-12-15,10901653.5702528,1688305.6088064,755.897904,15808082.3232,460077.77433600003,1127869.47072
2002-12-16,7993095.950131199,6442263.1950336,757.0622400000001,22546090.1712,921403.3001472,1255091.18976
2002-12-17,3734740.3567104,1621563.1377408,757.787664,24597589.437599998,1200165.659136,1683241.20576
2002-12-18,3222305.9518464,1383756.3859968001,758.2692480000001,26156214.765600003,1464150.7261440002,1663668.6336
2002-12-19,2906062.1171712,1420528.3559424,758.6624400000001,27555178.4424,1316133.149184,1507088.05632
2002-12-20,2818254.6653184,1282933.1736576,759.1196400000001,29098779.984,1184140.61568,1274663.76192
2002-12-21,3072282.18624,2113299.5475455998,759.59208,30823000.002000004,1282810.8450816001,1348060.90752
2002-12-22,2656046.9735423997,2059793.0284032,759.808488,31609861.5636,1726863.5759616,1869180.6412799999
2002-12-23,2319985.9095552,1805276.1931776,759.878592,31872284.4336,1841583.3145344001,2057566.64832
2002-12-24,1926234.6891264,1946957.1499007999,759.857256,31789875.6348,1710838.5325056,2008635.21792
2002-12-25,2043449.9306496,1897511.9394816002,759.863352,31812460.6536,1726863.5759616,2020868.07552
2002-12-26,2033100.93312,2414937.3502464,759.863352,31812460.6536,1710838.5325056,2033100.93312
2002-12-27,2139600.1913856,6231466.5928704,759.8724960000001,31848009.547199998,1841583.3145344001,2104051.5072
2002-12-28,2593170.0854784003,5673379.163443199,759.878592,31872284.4336,2401579.0697472,2568900.096
2002-12-29,4047828.1141248,5854621.181644799,759.918216,32030071.195200004,3503074.4994816,3890048.7168
2002-12-30,3427769.0280959997,5506498.520063999,759.863352,31812460.6536,3355056.9225215996,3645391.5648
2002-12-31,3191625.9449855997,4912324.1607168,759.8724960000001,31848009.547199998,3042996.7251456,3156077.2608
2003-01-01,3233437.8522623996,3703938.0212736,759.8542080000001,31778564.6232,3157716.4637184003,3302871.552
2003-01-02,3138510.8772863997,3579285.2023295998,759.97308,32250309.049200002,2483000.9699328,2666762.9568
2003-01-03,3134425.1028480004,3544568.3524607997,760.1559599999999,32994430.528800003,2204238.610944,2390300.37504
2003-01-04,3293476.7173632,2514708.5368319997,760.366272,33841337.896800004,2318933.8838016,2446571.52
2003-01-05,3802950.770688,3308278.4750592,760.6771679999999,35099845.206,2433653.6223744,2544434.3808
2003-01-06,3602845.6860672,2720489.6673792,760.930152,36182717.298,2401579.0697472,2519968.6656
2003-01-07,2919200.2062336,2017393.9439616,761.103888,36961166.526,1924228.50048,2140750.08
2003-01-08,2482120.2041856,2406863.6642303998,761.152656,37175323.3236,2105543.9158272,2267971.79904
2003-01-09,2428711.547904,1780492.42368,761.216664,37458394.6488,1957526.3388672,2145643.22304
2003-01-10,2535382.066176,2730202.5563136,761.1648480000001,37229152.3908,2746961.5712256,2764625.8176
2003-01-11,2864103.4156032,2813337.0565632,761.198376,37377552.3696,2680365.8944512,2715694.3871999998
2003-01-12,2726606.0961792,3782839.9527936,761.1953280000001,37364008.7592,2713663.7328384,2740160.1023999997
2003-01-13,3073970.3205888,4443438.7289088005,761.204472,37404232.542,3009698.8867584,3033748.6848
2003-01-14,3767353.155072,6238243.5959808,761.2319040000001,37526199.0444,,3645391.5648
2003-01-15,5138167.177728,5643335.2651776,761.204472,37404232.542,,5260128.768
2003-01-16,4006089.6039936002,4780209.2986368,761.1587519999999,37202225.5224,3765811.8150144,4208103.0144
2003-01-17,3519466.5286656,3457274.6806272,761.1800880000001,37296500.3988,3453751.6176384003,3425200.128
2003-01-18,3156077.2608,3294920.1945599997,761.1800880000001,37296500.3988,3191014.3021056,3156077.2608
2003-01-19,2953623.46752,2461202.0176896,761.22276,37485506.5392,2729688.7762944,2764625.8176
2003-01-20,2851576.9694208,3065798.7717119996,761.225808,37499062.4844,2845631.8006272,2838022.9632
2003-01-21,2857228.549632,3159624.789504,761.2136160000001,37444875.708,2927053.7008128003,2911420.1088
2003-01-22,2949415.3645055997,4019472.3502080003,761.216664,37458394.6488,2960351.5392,2935885.824
2003-01-23,3219467.9288832,4497116.5080576,761.19228,37350514.488,3321759.0841344,3327337.2672
2003-01-24,3780393.3812736003,4251921.1103232,761.22276,37485506.5392,3601769.1945984,3645391.5648
2003-01-25,3585548.4254207998,4032463.6449792,761.225808,37499062.4844,3662199.5111423996,3571994.4192
2003-01-26,3686445.0349056,6853874.3875584,761.20752,37417788.4872,3722654.2934016,3767720.1408
2003-01-27,8048902.246502399,14161049.546342399,761.262384,37662116.2056,3783084.6099456,7804563.1488
2003-01-28,12292920.930816,15194114.370662399,761.1435120000001,37135013.1972,3716488.9331711996,12820034.7648
2003-01-29,7814300.5034496,9783007.6741632,761.167896,37242609.6576,3749786.7715584002,7706700.288
2003-01-30,7528125.032755201,11361388.824576,761.238,37553360.274,3783084.6099456,7217385.984
2003-01-31,10618120.3968,14978669.2826112,761.238,37553360.274,3749786.7715584002,10618120.3968
2003-02-01,12213798.8078592,16883594.3337984,761.2501920000001,37607707.4028,3716488.9331711996,12159460.4544
2003-02-02,11284493.0817024,13598435.9596032,761.20752,37417788.4872,3749786.7715584002,11474420.4288
2003-02-03,8329254.8769792,10275331.261132801,761.204472,37404232.542,3765811.8150144,8342808.8832
2003-02-04,6981438.6266112,8196234.7834368,761.1953280000001,37364008.7592,3823575.3686015997,7021660.2624
2003-02-05,5696548.1957376,6729025.8428927995,761.155704,37188792.9252,3799109.6534015997,5871771.648
2003-02-06,4922501.89824,5110300.7281152,761.167896,37242609.6576,3815159.1625728,4868677.3248
2003-02-07,4325538.44736,4668719.0344704,761.155704,37188792.9252,3864506.5101312,4379363.0208
2003-02-08,4439719.9401984,4917559.8237696,761.2136160000001,37444875.708,3832431.957504,4183637.2992
2003-02-09,4071926.8435967998,4948313.227776,761.1496080000001,37161903.0612,3832431.957504,4354897.3056
2003-02-10,4050274.6856448,4278466.4113152,761.152656,37175323.3236,3848457.00096,4036843.008
2003-02-11,3838695.1805952,4551797.3815296,761.14656,37148433.4596,3749786.7715584002,3865583.0016
2003-02-12,3535320.3121152,3906293.9516928,761.1770400000001,37283030.7972,3437702.1084672,3400734.4128
2003-02-13,3628510.221312,4933315.7443584,761.1953280000001,37364008.7592,3568471.3562112,3547528.704
2003-02-14,4189533.5365632,5329024.222003199,761.1800880000001,37296500.3988,3832431.957504,4257034.4448
2003-02-15,4128809.6314367997,4214048.1831936,761.1953280000001,37364008.7592,3832431.957504,4061308.7232
2003-02-16,4658614.6940928,6598476.7865856,761.274576,37716660.691199996,3832431.957504,4305965.8752
2003-02-17,5152137.101107201,6710358.502195201,761.1953280000001,37364008.7592,3832431.957504,5504785.92
2003-02-18,4461176.3724288,5351924.1314304,761.186184,37323501.276,3832431.957504,4501691.5967999995
2003-02-19,4121225.2597248,4612986.1352448,761.1831360000001,37310019.339600004,3832431.957504,4134705.8688
2003-02-20,3930539.475456,3923762.4723456,761.19228,37350514.488,3799109.6534015997,3890048.7168
2003-02-21,3879088.0763904,5061295.9005696,761.1953280000001,37364008.7592,3765811.8150144,3865583.0016
2003-02-22,3904434.5573376003,4698444.8784384,761.1709440000001,37256066.9244,3848457.00096,4012377.2928
2003-02-23,3789739.28448,4308926.2267392,761.1648480000001,37229152.3908,3716488.9331711996,3816651.5712
2003-02-24,3523062.9888,3635482.950144,761.1648480000001,37229152.3908,3536396.803584,3523062.9888
2003-02-25,3169533.40416,3260888.3847168,761.167896,37242609.6576,3157716.4637184003,3156077.2608
2003-02-26,3104674.7931648,3055939.0884864,761.1618000000001,37215670.454399996,3157716.4637184003,3131611.5456
2003-02-27,3470608.4954112,3854548.9640448,761.1831360000001,37310019.339600004,3404404.27008,3376268.6976
2003-02-28,3341869.9020288,3435671.4541056,761.1587519999999,37202225.5224,3437702.1084672,3449665.8432
2003-03-01,3258857.7303552,3358653.3826559996,761.1709440000001,37256066.9244,3191014.3021056,3205008.6912
2003-03-02,3205008.6912,3426007.4966015997,761.1709440000001,37256066.9244,3173741.5071744,3205008.6912
2003-03-03,3213547.2258048,3704990.0470271995,761.1618000000001,37215670.454399996,3256386.69312,3253940.1215999997
2003-03-04,3235639.7666304,3601377.7431552,761.14656,37148433.4596,3272436.2022912,3302871.552
2003-03-05,3112014.5077248,4208763.5887104,761.1587519999999,37202225.5224,3042996.7251456,3058214.4
2003-03-06,3109616.8676352,5096893.5161856,761.1648480000001,37229152.3908,3059021.7686015996,3082680.1152
2003-03-07,3256386.69312,3595359.177216,761.1709440000001,37256066.9244,3207039.3455616,3229474.4063999997
2003-03-08,3351802.9824,4079339.9553023996,761.1709440000001,37256066.9244,3355056.9225215996,3351802.9824
2003-03-09,3409982.4531456,4125800.3484671996,761.22276,37485506.5392,3173741.5071744,3180542.976
2003-03-10,3472443.4240512,4287934.6430976,761.1892320000001,37337020.2168,3601769.1945984,3620925.8496
2003-03-11,3919285.246464,4728072.8595456,761.2014240000001,37390725.936000004,3733737.2623872,3865583.0016
2003-03-12,4465898.2554624,5047692.9629184,761.2319040000001,37526199.0444,3864506.5101312,4330431.5904
2003-03-13,5289952.4748288,8832392.310067201,761.244096,37580496.834,3469776.6610944,5235663.0528
2003-03-14,5537447.649792,7615100.6502912,761.234952,37539754.9896,3848457.00096,5578183.0656
2003-03-15,6374688.8896512,10746736.6616064,761.238,37553360.274,3864506.5101312,6361085.952
2003-03-16,7758298.4813568005,11514984.5846016,761.244096,37580496.834,3799109.6534015997,7731166.0032
2003-03-17,7459376.373043199,9200772.5838336,761.238,37553360.274,3832431.957504,7486508.851199999
2003-03-18,6619321.575936001,8424035.057664,761.2410480000001,37566928.554,3832431.957504,6605743.104
2003-03-19,6238757.376,7995420.193075201,761.2410480000001,37566928.554,3832431.957504,6238757.376
2003-03-20,6026761.953791999,7324374.5565696,761.2319040000001,37526199.0444,3848457.00096,6067497.3696
2003-03-21,6002222.841446401,7656496.6404096,761.2501920000001,37607707.4028,3864506.5101312,5920703.0784
2003-03-22,6081075.841536,15737424.508108798,761.2532400000001,37621288.0176,3832431.957504,6067497.3696
2003-03-23,14326095.261081599,20981038.9183488,761.228856,37512606.094799995,3749786.7715584002,14434771.968
2003-03-24,13328309.99808,16459603.4893824,761.244096,37580496.834,3749786.7715584002,13260417.6384
2003-03-25,10604541.924864,14786344.295424,761.2410480000001,37566928.554,3749786.7715584002,10618120.3968
2003-03-26,11838690.4624128,16041778.0051968,761.234952,37539754.9896,3749786.7715584002,11865871.872
2003-03-27,10971552.1185792,13014488.2692096,761.2319040000001,37526199.0444,3749786.7715584002,10985106.1248
2003-03-28,9030540.137472,10350343.143936,761.238,37553360.274,3783084.6099456,9003383.193599999
2003-03-29,8193323.3633280005,9650623.689216001,761.2319040000001,37526199.0444,3799109.6534015997,8220480.3072
2003-03-30,7595234.4895488,9060461.7071616,761.228856,37512606.094799995,3799109.6534015997,7608837.4272
2003-03-31,7546278.5934336,9394883.5682304,761.280672,37743636.8988,3815159.1625728,7315248.8448
2003-04-01,8298721.6644096,13459715.3544192,761.3416320000001,38017592.8068,3832431.957504,8024754.5856
2003-04-02,9967087.715328,13631538.072268799,761.311152,37880343.4872,3799109.6534015997,10104340.3776
2003-04-03,9335162.7574272,11276615.121407999,761.3142,37894072.1196,3783084.6099456,9321437.4912
2003-04-04,8319933.439488,11347394.4354816,761.311152,37880343.4872,3832431.957504,7975823.1552
2003-04-05,7812294.3148032,9098677.154304,761.3081040000001,37866664.194,3667141.5856128,6874865.9712
2003-04-06,8065441.0699776,8074371.0560256,761.3233440000001,37935196.3428,3585719.6854271996,7046125.9776
2003-04-07,8744731.6525056,8415839.043072,761.326392,37948900.3056,3848457.00096,7780097.4336
2003-04-08,8509640.5951488,7863354.262425601,761.326392,37948900.3056,3848457.00096,7559905.9968
2003-04-09,8796525.571584,8585386.449408,761.3233440000001,37935196.3428,3864506.5101312,7755631.7184
2003-04-10,9226583.9133696,9949765.9889664,761.292864,37798243.058400005,3832431.957504,8416206.0288
2003-04-11,10538117.508096,12093280.694783999,761.332488,37976369.905200005,3832431.957504,9345903.2064
2003-04-12,12118602.710016001,15806907.1392768,761.326392,37948900.3056,3815159.1625728,11082968.9856
2003-04-13,13046489.4246912,16699489.8269184,761.3416320000001,38017592.8068,3799109.6534015997,11816940.4416
2003-04-14,13595402.2109184,17068114.7578368,761.3233440000001,37935196.3428,3799109.6534015997,12453049.036799999
2003-04-15,12619587.1601664,14273151.453388799,761.3081040000001,37866664.194,3815159.1625728,11376557.568
2003-04-16,11559952.5691392,12883205.241446398,761.302008,37839268.6032,3815159.1625728,10153271.808
2003-04-17,10928394.596966399,12609751.942656001,761.3233440000001,37935196.3428,3815159.1625728,9370368.9216
2003-04-18,10702796.237107199,11538300.4111872,761.320296,37921455.3756,3799109.6534015997,9248040.3456
2003-04-19,10176000.4574208,10572198.249369599,761.3050559999999,37852984.9008,3815159.1625728,8758726.0416
2003-04-20,9988715.4075648,10933067.5485696,761.3233440000001,37935196.3428,3815159.1625728,8293877.4528
2003-04-21,10352765.2497408,12255806.4408576,761.3142,37894072.1196,3815159.1625728,8440671.743999999
2003-04-22,10946327.966208,12581469.575884799,761.29896,37825613.9796,3815159.1625728,8905520.332799999
2003-04-23,12139545.3622272,15003134.9978112,761.326392,37948900.3056,3799109.6534015997,9810751.7952
2003-04-24,12419775.664127998,16748225.5315968,761.3233440000001,37935196.3428,3832431.957504,9957546.0864
2003-04-25,13420814.8672512,17360871.50592,761.3294400000001,37962653.607599996,3783084.6099456,10838311.8336
2003-04-26,13503117.533184,17617174.3383552,761.332488,37976369.905200005,3799109.6534015997,10813846.1184
2003-04-27,12523241.173708798,14875619.690188799,761.332488,37976369.905200005,3799109.6534015997,9835217.5104
2003-04-28,11643527.4522624,13084704.8718336,761.326392,37948900.3056,3799109.6534015997,8954451.7632
2003-04-29,11174666.486169599,13716360.7068672,761.3294400000001,37962653.607599996,3832431.957504,8367274.5984
2003-04-30,10773330.8940288,14461170.4747008,761.332488,37976369.905200005,3832431.957504,7829028.864
2003-05-01,11450786.5479168,20603924.384255998,761.311152,37880343.4872,3832431.957504,8611931.7504
2003-05-02,10958169.372364799,13312823.2003584,761.302008,37839268.6032,3832431.957504,8024754.5856
2003-05-03,11129111.324467199,15661336.1338368,761.332488,37976369.905200005,3832431.957504,8000288.870399999
2003-05-04,13821343.0907904,20845963.704729598,761.332488,37976369.905200005,3832431.957504,10813846.1184
2003-05-05,15433853.913907198,18835909.475328,761.311152,37880343.4872,3783084.6099456,12550911.8976
2003-05-06,14613763.1404032,14964087.716352,761.3294400000001,37962653.607599996,3765811.8150144,11596749.0048
2003-05-07,15992406.1919232,8490288.214425601,761.3294400000001,37962653.607599996,3783084.6099456,13187020.4928
2003-05-08,15994461.311999999,15835532.0260608,761.335536,37990098.537599996,3765811.8150144,13187020.4928
2003-05-09,15578886.673612801,13261910.047027199,761.3172480000001,37907763.7476,3783084.6099456,12942363.3408
2003-05-10,15184328.0845824,13962583.66464,761.3233440000001,37935196.3428,3765811.8150144,12453049.036799999
2003-05-11,15429401.153740799,16754317.4946816,761.3294400000001,37962653.607599996,3783084.6099456,12697706.1888
2003-05-12,16368028.317388799,20545010.9420544,761.335536,37990098.537599996,3765811.8150144,13651869.0816
2003-05-13,18414658.7910144,19694460.3531264,761.3294400000001,37962653.607599996,3765811.8150144,15780386.304
2003-05-14,17871862.433587197,19588328.0805888,761.3294400000001,37962653.607599996,3749786.7715584002,15217674.8544
2003-05-15,18661101.940224,22642407.77472,761.3172480000001,37907763.7476,3749786.7715584002,16049509.1712
2003-05-16,20315571.4649088,23802033.743769597,761.3172480000001,37907763.7476,3733737.2623872,17639780.6592
2003-05-17,19255520.9567232,22847895.316684797,761.3142,37894072.1196,3733737.2623872,16612220.6208
2003-05-18,17263106.5079808,20741788.689408,761.3081040000001,37866664.194,3749786.7715584002,14532634.8288
2003-05-19,16048873.0626048,17375942.3864832,761.326392,37948900.3056,3765811.8150144,13089157.632
2003-05-20,15242996.869632,18223654.952448,761.3172480000001,37907763.7476,3784356.8271359997,12379651.8912
2003-05-21,15050476.1567232,19166441.28768,761.335536,37990098.537599996,3784356.8271359997,12012666.1632
2003-05-22,15383968.320614401,21103343.028633602,761.3233440000001,37935196.3428,3784356.8271359997,12330720.4608
2003-05-23,17117511.036825597,25632264.966451198,761.326392,37948900.3056,3784356.8271359997,13920991.9488
2003-05-24,21593171.112652797,32828952.955392,761.326392,37948900.3056,3749786.7715584002,18275889.2544
2003-05-25,26183061.6127488,39205085.32224,761.3233440000001,37935196.3428,3749786.7715584002,22875443.712
2003-05-26,27773308.6350336,43156127.067033604,761.326392,37948900.3056,3749786.7715584002,24441249.4848
2003-05-27,28270354.1050368,44012427.0990336,761.326392,37948900.3056,3749786.7715584002,24955029.504
2003-05-28,28789492.1158656,46569632.583168,761.320296,37921455.3756,3749786.7715584002,25444343.808
2003-05-29,31404167.5650048,51182276.1984,761.320296,37921455.3756,3716488.9331711996,27890915.327999998
2003-05-30,34643868.6403584,58647475.4116608,761.320296,37921455.3756,3617794.2380544,31071458.304
