date,computed flow(m3/d),inflow(m3/d),wse(m),storage(m3),power discharge (m3/d),outflow(m3/d)
1983-02-05,,,760.0706160000001,,,4795280.1792
1983-02-06,,,759.9060240000001,,,5382457.344
1983-02-07,,,759.9639360000001,,,4991005.9008
1983-02-08,,,759.9517440000001,,,5015471.616
1983-02-09,,,759.9517440000001,,,4844211.6096
1983-02-10,,,759.9517440000001,,,5406923.0592
1983-02-11,,,759.909072,,,5015471.616
1983-02-12,,,759.9578400000001,,,4819745.8944
1983-02-13,,,759.9578400000001,,,8098151.7312
1983-02-14,,,759.92736,,,7192920.2688
1983-02-15,,,759.8816400000001,,,6189825.9456
1983-02-16,,,759.8664,,,7437577.4207999995
1983-02-17,,,759.92736,,,6899331.6864
1983-02-18,,,759.9121200000001,,,7217385.984
1983-02-19,,,759.933456,,,8073686.016
1983-02-20,,,759.92736,,,7315248.8448
1983-02-21,,,759.9578400000001,,,7143988.8384
1983-02-22,,,760.00356,,,7119523.1232
1983-02-23,,,759.9639360000001,,,7241851.6992
1983-02-24,,,759.9944160000001,,,7119523.1232
1983-02-25,,,759.9639360000001,,,7633303.1424
1983-02-26,,,759.9944160000001,,,8978917.4784
1983-02-27,,,759.9761280000001,,,9125711.7696
1983-02-28,,,759.890784,,,9663957.504
1983-03-01,,,759.890784,,,9272506.0608
1983-03-02,,,759.918216,,,10520257.536
1983-03-03,,,759.930408,,,13187020.4928
1983-03-04,,,759.8938320000001,,,14508169.113599999
1983-03-05,,,759.909072,,,13872060.5184
1983-03-06,,,759.909072,,,13920991.9488
1983-03-07,,,759.909072,,,13920991.9488
1983-03-08,,,759.899928,,,12966829.056
1983-03-09,,,759.9060240000001,,,12428583.3216
1983-03-10,,,759.966984,,,13725266.2272
1983-03-11,,,760.0005120000001,,,16930274.9184
1983-03-12,,,759.8938320000001,,,23169032.2944
1983-03-13,,,759.979176,,,22557389.4144
1983-03-14,,,759.921264,,,24147660.9024
1983-03-15,,,759.8755440000001,,,20428872.191999998
1983-03-16,,,759.8755440000001,,,17468520.6528
1983-03-17,,,759.8755440000001,,,18398217.8304
1983-03-18,,,759.9121200000001,,,18740737.8432
1983-03-19,,,759.860304,,,17419589.2224
1983-03-20,,,759.8816400000001,,,15682523.4432
1983-03-21,,,760.0188,,,14606031.9744
1983-03-22,,,760.1712,,,14043320.5248
1983-03-23,,,760.3236,,,14190114.816
1983-03-24,,,760.476,,,13725266.2272
1983-03-25,,,760.6284,,,13089157.632
1983-03-26,,,760.7808,,,12648774.7584
1983-03-27,,,760.9332,,,12722171.904
1983-03-28,,,761.0856,,,12526446.1824
1983-03-29,,,761.238,,,12061597.5936
1983-03-30,,,761.238,,,18398217.8304
1983-03-31,,,761.238,,,20844789.3504
1983-04-01,,,761.238,,,18129094.9632
1983-04-02,,,761.238,,,17884437.8112
1983-04-03,,,761.238,,,16930274.9184
1983-04-04,,,761.238,,,15364469.1456
1983-04-05,,,761.238,,,14557100.544
1983-04-06,,,761.238,,,14239046.2464
1983-04-07,,,761.238,,,13872060.5184
1983-04-08,,,761.238,,,13823129.088
1983-04-09,,,761.238,,,13920991.9488
1983-04-10,,,761.238,,,14043320.5248
1983-04-11,,,761.238,,,13235951.9232
1983-04-12,,,761.238,,,12795569.0496
1983-04-13,,,761.238,,,12477514.752
1983-04-14,,,761.238,,,12306254.7456
1983-04-15,,,761.238,,,11547817.5744
1983-04-16,,,761.238,,,11743543.296
1983-04-17,,,761.238,,,12428583.3216
1983-04-18,,,761.238,,,13138089.0624
1983-04-19,,,761.238,,,13994389.0944
1983-04-20,,,761.238,,,16416494.8992
1983-04-21,,,761.238,,,18398217.8304
1983-04-22,,,761.238,,,20331009.3312
1983-04-23,,,761.238,,,22043609.3952
1983-04-24,,,761.238,,,31071458.304
1983-04-25,,,761.238,,,32050086.912
1983-04-26,,,761.238,,,25933658.112
1983-04-27,,,761.238,,,22435060.8384
1983-04-28,,,761.238,,,20673529.344
1983-04-29,,,761.238,,,20428872.191999998
1983-04-30,,,761.238,,,21798952.2432
1983-05-01,,,761.238,,,23315826.5856
1983-05-02,,,761.238,,,24416783.7696
1983-05-03,,,761.238,,,24465715.2
1983-05-04,,,761.238,,,24955029.504
1983-05-05,,,761.238,,,27890915.327999998
1983-05-06,,,761.238,,,28624886.783999998
1983-05-07,,,761.238,,,23364758.016
1983-05-08,,,761.238,,,22092540.8256
1983-05-09,,,761.238,,,20722460.7744
1983-05-10,,,761.238,,,20086352.1792
1983-05-11,,,761.238,,,19181120.7168
1983-05-12,,,761.238,,,17737643.52
1983-05-13,,,761.238,,,16930274.9184
1983-05-14,,,761.238,,,16563289.1904
1983-05-15,,,761.238,,,16783480.6272
1983-05-16,,,761.238,,,16612220.6208
1983-05-17,,,761.238,,,15364469.1456
1983-05-18,,,761.238,,,15731454.8736
1983-05-19,,,761.238,,,16930274.9184
1983-05-20,,,761.238,,,17982300.672
1983-05-21,,,761.238,,,21040515.072
1983-05-22,,,761.238,,,23315826.5856
1983-05-23,,,761.238,,,25199686.656
1983-05-24,,,761.238,,,27890915.327999998
1983-05-25,,,761.238,,,30826801.152
1983-05-26,,,761.238,,,33762686.975999996
1983-05-27,,,761.238,,,36453915.648
1983-05-28,,,761.238,,,38900487.168
1983-05-29,,,761.238,,,41591715.839999996
1983-05-30,,,761.238,,,44038287.36
1983-05-31,,,761.238,,,43793630.208
1983-06-01,,,761.238,,,39879115.776
1983-06-02,,,761.238,,,37677201.408
1983-06-03,,,761.238,,,35964601.344
1983-06-04,,,761.238,,,35230629.888
1983-06-05,,,761.238,,,34252001.28
1983-06-06,,,761.238,,,32539401.216
1983-06-07,,,761.238,,,31805429.759999998
1983-06-08,,,761.238,,,32294744.064
1983-06-09,,,761.238,,,34985972.736
1983-06-10,,,761.238,,,36209258.496
1983-06-11,,,761.238,,,36698572.8
1983-06-12,,,761.238,,,34252001.28
1983-06-13,,,761.238,,,29358858.24
1983-06-14,,,761.238,,,27401601.024
1983-06-15,,,761.238,,,26422972.416
1983-06-16,,,761.238,,,26422972.416
1983-06-17,,,761.238,,,25933658.112
1983-06-18,,,761.238,,,26178315.264
1983-06-19,,,761.238,,,25689000.96
1983-06-20,,,761.238,,,23633880.8832
1983-06-21,,,761.238,,,21847883.6736
1983-06-22,,,761.238,,,20526735.0528
1983-06-23,,,761.238,,,20379940.7616
1983-06-24,,,761.238,,,21480897.9456
1983-06-25,,,761.238,,,21847883.6736
1983-06-26,,,761.238,,,20991583.641599998
1983-06-27,,,761.238,,,21187309.3632
1983-06-28,,,761.238,,,22655252.2752
1983-06-29,,,761.238,,,20893720.7808
1983-06-30,,,761.238,,,19939557.888
1983-07-01,,,761.238,,,19474709.2992
1983-07-02,,,761.238,,,25444343.808
1983-07-03,,,761.238,,,23217963.724799998
1983-07-04,,,761.238,,,19817229.312
1983-07-05,,,761.238,,,18226957.824
1983-07-06,,,761.238,,,17688712.0896
1983-07-07,,,761.238,,,18275889.2544
1983-07-08,,,761.238,,,17321726.3616
1983-07-09,,,761.238,,,14973017.702399999
1983-07-10,,,761.238,,,14508169.113599999
1983-07-11,,,761.238,,,13309349.0688
1983-07-12,,,761.238,,,10715983.2576
1983-07-13,,,761.238,,,9541628.928
1983-07-14,,,761.238,,,9272506.0608
1983-07-15,,,761.238,,,9419300.352
1983-07-16,,,761.238,,,7877960.2944
1983-07-17,,,761.238,,,6972728.8319999995
1983-07-18,,,761.238,,,6336620.2368
1983-07-19,,,761.238,,,5920703.0784
1983-07-20,,,761.238,,,5602648.7808
1983-07-21,,,761.238,,,5578183.0656
1983-07-22,,,761.238,,,5260128.768
1983-07-23,,,761.238,,,5235663.0528
1983-07-24,,,761.238,,,5627114.496
1983-07-25,,,761.238,,,5284594.4832
1983-07-26,,,761.238,,,5235663.0528
1983-07-27,,,761.238,,,5235663.0528
1983-07-28,,,761.238,,,4942074.4704
1983-07-29,,,761.238,,,4868677.3248
1983-07-30,,,761.238,,,5039937.3312
1983-07-31,,,761.238,,,5186731.6224
1983-08-01,,,761.238,,,5162265.9072
1983-08-02,,,761.238,,,5113334.4768
1983-08-03,,,761.238,,,4917608.7552
1983-08-04,,,761.238,,,5186731.6224
1983-08-05,,,761.238,,,5088868.7616
1983-08-06,,,761.238,,,4966540.1855999995
1983-08-07,,,761.238,,,4844211.6096
1983-08-08,,,761.238,,,4721883.0336
1983-08-09,,,761.238,,,4893143.04
1983-08-10,,,761.238,,,5162265.9072
1983-08-11,,,761.238,,,6189825.9456
1983-08-12,,,761.238,,,5749443.072
1983-08-13,,,761.238,,,5651580.2112
1983-08-14,,,761.238,,,5529251.6352
1983-08-15,,,761.238,,,5724977.3568
1983-08-16,,,761.238,,,5871771.648
1983-08-17,,,761.238,,,5578183.0656
1983-08-18,,,761.238,,,5431388.7743999995
1983-08-19,,,761.238,,,5039937.3312
1983-08-20,,,761.238,,,5260128.768
1983-08-21,,,761.238,,,5627114.496
1983-08-22,,,761.238,,,5651580.2112
1983-08-23,,,761.238,,,5773908.7872
1983-08-24,,,761.238,,,5871771.648
1983-08-25,,,761.238,,,5700511.6416
1983-08-26,,,761.238,,,5602648.7808
1983-08-27,,,761.238,,,5455854.4896
1983-08-28,,,761.238,,,5357991.6288
1983-08-29,,,761.238,,,5235663.0528
1983-08-30,,,761.238,,,5113334.4768
1983-08-31,,,761.238,,,5015471.616
1983-09-01,,,761.238,,,5406923.0592
1983-09-02,,,761.238,,,6263223.0912
1983-09-03,,,761.238,,,5480320.2047999995
1983-09-04,,,761.238,,,4868677.3248
