date,storage(m3),avg water temperature (C),min air temperature (C),max air temperature (C),avg air temperature (C),power discharge (m3/d)
1982-03-21,280922232.996,,-6.666599999999999,7.222400000000004,,
1982-03-22,278546094.12839997,,-6.666599999999999,6.666840000000004,,
1982-03-23,276148690.0656,,-7.222159999999999,7.222400000000004,,
1982-03-24,273815007.5796,,-6.666599999999999,10.555760000000003,,
1982-03-25,271567064.2884,,-2.7776799999999984,13.333560000000006,,
1982-03-26,269099832.9228,,-2.7776799999999984,12.222440000000002,,
1982-03-27,267468518.61839998,,1.666800000000002,12.778000000000002,,
1982-03-28,265886617.5228,,1.666800000000002,12.222440000000002,,
1982-03-29,264757847.64000002,,-1.666559999999997,8.333520000000004,,
1982-03-30,263473030.2024,,-2.2221199999999968,4.444600000000001,,
1982-03-31,262154168.7168,,0.0001200000000025625,6.666840000000004,,
1982-04-01,260682738.09,,-1.666559999999997,6.111280000000004,,
1982-04-02,259023374.45040002,,-7.222159999999999,5.555720000000004,,
1982-04-03,257099824.0644,,-6.666599999999999,3.3334800000000016,,
1982-04-04,255385804.92600003,,-0.5554399999999973,8.889080000000003,,
1982-04-05,253490698.5888,,-7.777719999999999,3.8890400000000014,,
1982-04-06,251361440.7432,,-2.2221199999999968,5.000160000000005,,
1982-04-07,249269076.28440002,,-5.5554799999999975,4.444600000000001,,
1982-04-08,247078169.1084,,-6.666599999999999,5.555720000000004,,
1982-04-09,244831089.2532,,-4.999919999999998,8.333520000000004,,
1982-04-10,242716238.454,,-3.333239999999998,10.555760000000003,,
1982-04-11,241153764.6684,,1.666800000000002,10.555760000000003,,
1982-04-12,240658658.13120002,,-0.5554399999999973,12.222440000000002,,
1982-04-13,241267170.8196,,-0.5554399999999973,11.666880000000003,,
1982-04-14,242525813.81160003,,1.666800000000002,15.000240000000005,,
1982-04-15,244136529.0,,-5.5554799999999975,12.778000000000002,,
1982-04-16,244559711.3184,,-5.5554799999999975,8.333520000000004,,
1982-04-17,245255258.3556,,-5.5554799999999975,8.889080000000003,,
1982-04-18,245797779.864,,0.5556800000000024,14.444680000000005,,
1982-04-19,246183908.4432,,-5.5554799999999975,5.555720000000004,,
1982-04-20,246301570.10040003,,-6.111039999999997,7.777960000000004,,
1982-04-21,246301570.10040003,,-4.999919999999998,10.555760000000003,,
1982-04-22,246690387.666,,-1.666559999999997,15.555800000000005,,
1982-04-23,248132042.08560002,,-0.5554399999999973,21.111400000000003,,
1982-04-24,251837971.07160002,,0.5556800000000024,21.666960000000003,,
1982-04-25,257334567.6432,,1.666800000000002,18.333600000000004,,
1982-04-26,264315608.05560002,,1.1112400000000022,18.333600000000004,,
1982-04-27,271443814.96680003,,2.222360000000002,18.889160000000004,,
1982-04-28,279240025.3068,,2.222360000000002,20.555840000000003,,
1982-04-29,287454422.3712,,0.0001200000000025625,18.333600000000004,,
1982-04-30,295284380.724,,-1.110999999999997,16.111360000000005,,
1982-05-01,303123738.1944,,0.0001200000000025625,21.111400000000003,,
1982-05-02,312401913.0804,,4.444600000000001,26.667,,
1982-05-03,325022288.37,,5.000160000000005,26.11144,,
1982-05-04,340898298.4368,,1.666800000000002,18.333600000000004,,
1982-05-05,353901212.8788,,-1.666559999999997,11.666880000000003,,
1982-05-06,364575366.42,,-1.666559999999997,14.444680000000005,,
1982-05-07,374433535.9368,,2.7779200000000017,20.000280000000004,,
1982-05-08,385247220.7356,,4.444600000000001,18.333600000000004,,
1982-05-09,391931720.2212,,0.5556800000000024,13.333560000000006,,
1982-05-10,395096484.5268,,1.1112400000000022,12.222440000000002,,
1982-05-11,397253446.33320004,,1.1112400000000022,12.778000000000002,,
1982-05-12,398927710.4112,,3.3334800000000016,13.889120000000005,,
1982-05-13,400412314.60440004,,2.7779200000000017,17.778040000000004,,
1982-05-14,402447827.97,,2.7779200000000017,20.555840000000003,,
1982-05-15,406050514.68,,5.555720000000004,23.889200000000002,,
1982-05-16,411035969.47440004,,5.555720000000004,20.555840000000003,,
1982-05-17,417597663.6912,,5.555720000000004,22.222520000000003,,
1982-05-18,424569675.03000003,,5.555720000000004,24.444760000000002,,
1982-05-19,434364974.0712,,2.7779200000000017,13.889120000000005,,
1982-05-20,442836206.3412,,2.7779200000000017,18.333600000000004,,
1982-05-21,451047408.69240004,,2.7779200000000017,22.778080000000003,,
1982-05-22,458606630.52,,7.222400000000004,26.667,,
1982-05-23,466857378.24,,7.222400000000004,23.889200000000002,,
1982-05-24,475315042.23,,6.111280000000004,23.889200000000002,,
1982-05-25,482570445.5988,,6.111280000000004,25.000320000000002,,
1982-05-26,490834070.85,,7.777960000000004,28.333680000000008,,
1982-05-27,502331103.56880003,,6.666840000000004,21.111400000000003,,
1982-05-28,507108840.3312,,12.778000000000002,13.889120000000005,,
1982-05-29,509367490.2288,,,15.000240000000005,,
1982-05-30,508846036.5588,,3.8890400000000014,15.555800000000005,,
1982-05-31,506586769.92120004,,3.8890400000000014,19.444720000000004,,
1982-06-01,503361639.10440004,,5.000160000000005,23.889200000000002,,
1982-06-02,502846352.83440006,,6.111280000000004,20.555840000000003,,
1982-06-03,502216624.29,,6.111280000000004,21.666960000000003,,
1982-06-04,502042777.6188,,6.666840000000004,21.666960000000003,,
1982-06-05,502196580.24,,6.111280000000004,17.222480000000004,,
1982-06-06,501566271.96,,1.666800000000002,14.444680000000005,,
1982-06-07,498960779.8212,,6.139058000000002,18.333600000000004,,
1982-06-08,496748225.0712,,4.039041200000003,17.222480000000004,,
1982-06-09,493473261.6624,,6.922397600000004,21.111400000000003,,
1982-06-10,490779292.00320005,,7.489068800000002,23.889200000000002,,
1982-06-11,489158807.65320003,,9.194638000000001,26.667,,
1982-06-12,488823535.45440006,,14.350234800000003,30.000360000000008,,
1982-06-13,490609922.8644,,12.294662800000005,25.000320000000002,,
1982-06-14,492742918.15440005,,10.505759600000001,25.555880000000002,,
1982-06-15,495163277.28000003,,11.816881200000005,26.11144,,
1982-06-16,499132578.9156,,12.644665600000003,28.333680000000008,,
1982-06-17,503190765.12,,12.778000000000002,30.555920000000008,,
1982-06-18,506993238.58559996,,13.605784400000005,31.111480000000007,,
1982-06-19,510765023.06880003,,13.561339600000004,30.000360000000008,,
1982-06-20,513802812.94320005,,15.044684800000006,33.33372000000001,,
1982-06-21,516381797.59679997,,14.655792800000008,33.33372000000001,,
1982-06-22,519029117.0424,,16.183582800000003,31.667040000000007,,
1982-06-23,521980674.33,,12.205773200000003,31.667040000000007,,
1982-06-24,522910878.6024,,12.822444800000003,30.000360000000008,,
1982-06-25,523376862.67679995,,14.961350800000005,29.444800000000008,,
1982-06-26,523493155.17120004,,11.944660000000002,26.667,,
