date,outflow(m3/d),spill(m3/d),avg_temp(C),wse_tail(m)
1995-02-12,3914514.432,0.0,,938.2506000000001
1995-02-13,4403828.7360000005,0.0,,938.366424
1995-02-14,5137800.192000001,0.0,,938.4182400000001
1995-02-15,5137800.192000001,0.0,,938.4182400000001
1995-02-16,5627114.495999999,0.0,,938.4182400000001
1995-02-17,5382457.3440000005,0.0,,938.20488
1995-02-18,4159171.584,0.0,,938.1835440000001
1995-02-19,3914514.432,0.0,,938.046384
1995-02-20,3180542.976,0.0,,937.5099360000002
1995-02-21,1223285.76,0.0,,937.162464
1995-02-22,489314.304,0.0,,937.1777040000001
1995-02-23,489314.304,0.0,,937.1716080000001
1995-02-24,489314.304,0.0,,937.2264720000001
1995-02-25,489314.304,0.0,,937.16856
1995-02-26,489314.304,0.0,,937.16856
1995-02-27,489314.304,0.0,,937.16856
1995-02-28,489314.304,0.0,,937.180752
1995-03-01,489314.304,0.0,,937.1990400000001
1995-03-02,489314.304,0.0,,937.1990400000001
1995-03-03,489314.304,0.0,,937.1990400000001
1995-03-04,489314.304,0.0,,937.1990400000001
1995-03-05,489314.304,0.0,,937.1990400000001
1995-03-06,489314.304,0.0,,937.1990400000001
1995-03-07,489314.304,0.0,,937.3179120000001
1995-03-08,733971.4559999999,0.0,,937.4581200000001
1995-03-09,978628.608,0.0,,937.452024
1995-03-10,978628.608,0.0,,937.21428
1995-03-11,489314.304,0.0,,937.1716080000001
1995-03-12,489314.304,0.0,,937.16856
1995-03-13,489314.304,0.0,,937.16856
1995-03-14,489314.304,0.0,,937.16856
1995-03-15,489314.304,0.0,,937.1716080000001
1995-03-16,489314.304,0.0,,937.16856
1995-03-17,489314.304,0.0,,937.16856
1995-03-18,489314.304,0.0,,937.174656
1995-03-19,489314.304,0.0,,937.16856
1995-03-20,489314.304,0.0,,937.1777040000001
1995-03-21,489314.304,0.0,,937.16856
1995-03-22,489314.304,0.0,,937.16856
1995-03-23,489314.304,0.0,,937.16856
1995-03-24,489314.304,0.0,,937.16856
1995-03-25,489314.304,0.0,,937.16856
1995-03-26,489314.304,0.0,,937.16856
1995-03-27,489314.304,0.0,,937.1777040000001
1995-03-28,489314.304,0.0,,937.1898960000001
1995-03-29,489314.304,0.0,,937.1990400000001
1995-03-30,489314.304,0.0,,937.1990400000001
1995-03-31,489314.304,0.0,,937.1990400000001
1995-04-01,489314.304,0.0,,937.1990400000001
1995-04-02,489314.304,0.0,,937.1990400000001
1995-04-03,489314.304,0.0,,937.2051360000002
1995-04-04,489314.304,0.0,,937.180752
1995-04-05,489314.304,0.0,,937.16856
1995-04-06,489314.304,0.0,,937.16856
1995-04-07,489314.304,0.0,,937.16856
1995-04-08,489314.304,0.0,,937.16856
1995-04-09,489314.304,0.0,,937.16856
1995-04-10,244657.152,0.0,,937.1716080000001
1995-04-11,489314.304,0.0,,937.1350320000001
1995-04-12,733971.4559999999,0.0,,937.1076
1995-04-13,489314.304,0.0,,937.09236
1995-04-14,489314.304,0.0,,937.4428800000001
1995-04-15,1223285.76,0.0,,937.448976
1995-04-16,1467942.9119999998,0.0,,937.448976
1995-04-17,1467942.9119999998,0.0,,937.455072
1995-04-18,1467942.9119999998,0.0,,937.448976
1995-04-19,1467942.9119999998,0.0,,937.4428800000001
1995-04-20,1467942.9119999998,0.0,,937.4428800000001
1995-04-21,1467942.9119999998,0.0,,937.4428800000001
1995-04-22,1467942.9119999998,0.0,,937.4428800000001
1995-04-23,1467942.9119999998,0.0,,937.4428800000001
1995-04-24,1467942.9119999998,0.0,,937.4428800000001
1995-04-25,1467942.9119999998,0.0,,937.4428800000001
1995-04-26,1467942.9119999998,0.0,,937.448976
1995-04-27,1467942.9119999998,0.0,,937.4428800000001
1995-04-28,1467942.9119999998,0.0,,937.436784
1995-04-29,1467942.9119999998,0.0,,937.4428800000001
1995-04-30,1467942.9119999998,0.0,,937.4428800000001
1995-05-01,1467942.9119999998,0.0,,937.4428800000001
1995-05-02,1467942.9119999998,0.0,,937.4428800000001
1995-05-03,1467942.9119999998,0.0,,937.4428800000001
1995-05-04,1467942.9119999998,0.0,,937.5038400000001
1995-05-05,1712600.0639999998,0.0,,937.5648
1995-05-06,1712600.0639999998,0.0,,937.5648
1995-05-07,1957257.216,0.0,,937.5648
1995-05-08,1957257.216,0.0,,937.5648
1995-05-09,1957257.216,0.0,,937.5648
1995-05-10,1957257.216,0.0,,937.5648
1995-05-11,1957257.216,0.0,,937.5221280000001
1995-05-12,1957257.216,0.0,,937.5648
1995-05-13,2201914.3680000002,0.0,,937.5648
1995-05-14,2201914.3680000002,0.0,,937.5648
1995-05-15,2201914.3680000002,0.0,,937.5648
1995-05-16,2201914.3680000002,0.0,,937.5648
1995-05-17,2201914.3680000002,0.0,,937.4946960000001
1995-05-18,1712600.0639999998,0.0,,937.4428800000001
1995-05-19,1712600.0639999998,0.0,,937.4428800000001
1995-05-20,1712600.0639999998,0.0,,937.4337360000001
1995-05-21,1712600.0639999998,0.0,,937.418496
1995-05-22,1712600.0639999998,0.0,,937.4337360000001
1995-05-23,1712600.0639999998,0.0,,937.436784
1995-05-24,1712600.0639999998,0.0,,937.4398320000001
1995-05-25,1712600.0639999998,0.0,,937.4428800000001
1995-05-26,1712600.0639999998,0.0,,937.4428800000001
1995-05-27,1712600.0639999998,0.0,,937.4245920000001
1995-05-28,1712600.0639999998,0.0,,937.4124
1995-05-29,1467942.9119999998,0.0,,937.4124
1995-05-30,1712600.0639999998,0.0,,937.4124
1995-05-31,1712600.0639999998,0.0,,937.4124
1995-06-01,1712600.0639999998,0.0,,937.4124
1995-06-02,1712600.0639999998,0.0,,937.4124
1995-06-03,1712600.0639999998,0.0,,937.4124
1995-06-04,1712600.0639999998,0.0,,937.4124
1995-06-05,1712600.0639999998,0.0,,937.4124
1995-06-06,1712600.0639999998,0.0,,937.4124
1995-06-07,1712600.0639999998,0.0,,937.4124
1995-06-08,1712600.0639999998,0.0,,937.4124
1995-06-09,1712600.0639999998,0.0,,937.4124
1995-06-10,1712600.0639999998,0.0,,937.4124
1995-06-11,1712600.0639999998,0.0,,937.4124
1995-06-12,1712600.0639999998,0.0,,937.4124
1995-06-13,1712600.0639999998,0.0,,937.4124
1995-06-14,1712600.0639999998,0.0,,937.4124
1995-06-15,1712600.0639999998,0.0,,937.4124
1995-06-16,1712600.0639999998,0.0,,937.436784
1995-06-17,1712600.0639999998,0.0,,937.4215440000002
1995-06-18,1712600.0639999998,0.0,,937.4124
1995-06-19,1712600.0639999998,0.0,,937.3880160000001
1995-06-20,1467942.9119999998,0.0,,937.342296
1995-06-21,1467942.9119999998,0.0,,937.32096
1995-06-22,1467942.9119999998,0.0,,937.32096
1995-06-23,1467942.9119999998,0.0,,937.32096
1995-06-24,1467942.9119999998,0.0,,937.32096
1995-06-25,1467942.9119999998,0.0,,937.32096
1995-06-26,1467942.9119999998,0.0,,937.32096
1995-06-27,1467942.9119999998,0.0,,937.32096
1995-06-28,1467942.9119999998,0.0,,937.348392
1995-06-29,1467942.9119999998,0.0,,937.38192
1995-06-30,1467942.9119999998,0.0,,937.3758240000001
1995-07-01,1467942.9119999998,0.0,,937.4124
1995-07-02,1467942.9119999998,0.0,,937.38192
1995-07-03,1467942.9119999998,0.0,,937.384968
1995-07-04,1467942.9119999998,0.0,,937.4124
1995-07-05,1712600.0639999998,0.0,,937.4124
1995-07-06,1712600.0639999998,0.0,,937.4124
1995-07-07,1712600.0639999998,0.0,,937.4124
1995-07-08,1712600.0639999998,0.0,,937.4124
1995-07-09,1712600.0639999998,0.0,,937.4124
1995-07-10,1467942.9119999998,0.0,,937.4124
1995-07-11,1467942.9119999998,0.0,,937.4124
1995-07-12,1467942.9119999998,0.0,,937.4124
1995-07-13,1467942.9119999998,0.0,,937.4124
1995-07-14,1467942.9119999998,0.0,,937.4124
1995-07-15,1467942.9119999998,0.0,,937.4124
1995-07-16,1467942.9119999998,0.0,,937.4124
1995-07-17,1467942.9119999998,0.0,,937.4124
1995-07-18,1467942.9119999998,0.0,,937.4124
1995-07-19,1467942.9119999998,0.0,,937.4124
1995-07-20,1467942.9119999998,0.0,,937.4124
1995-07-21,1467942.9119999998,0.0,,937.906176
1995-07-22,5627114.495999999,0.0,,938.99736
1995-07-23,13456143.36,0.0,,939.0126
1995-07-24,13456143.36,0.0,,939.067464
1995-07-25,13945457.664,0.0,,939.0583200000001
1995-07-26,13945457.664,0.0,,938.6620800000001
1995-07-27,10520257.535999998,0.0,,938.2658400000001
1995-07-28,6850400.255999999,0.0,,939.04308
1995-07-29,13700800.511999998,0.0,,939.04308
1995-07-30,13700800.511999998,0.0,,939.0400320000001
1995-07-31,13700800.511999998,0.0,,939.0369840000001
1995-08-01,13700800.511999998,0.0,,939.0461280000001
1995-08-02,13700800.511999998,0.0,,939.0461280000001
1995-08-03,13700800.511999998,0.0,,938.6590320000001
1995-08-04,10275600.384000001,0.0,,937.007016
1995-08-05,489314.304,0.0,,936.8942400000001
1995-08-06,489314.304,0.0,,936.891192
1995-08-07,489314.304,0.0,,936.8820480000002
1995-08-08,489314.304,0.0,,936.9552
1995-08-09,733971.4559999999,0.0,,936.9765360000001
1995-08-10,489314.304,0.0,,936.991776
1995-08-11,489314.304,0.0,,937.1533200000001
1995-08-12,1223285.76,0.0,,936.9033840000001
1995-08-13,489314.304,0.0,,936.9064320000001
1995-08-14,489314.304,0.0,,936.98568
1995-08-15,489314.304,0.0,,937.1868480000002
1995-08-16,489314.304,0.0,,937.180752
1995-08-17,489314.304,0.0,,937.6501440000001
1995-08-18,2691228.6720000003,0.0,,938.534064
1995-08-19,6850400.255999999,0.0,,938.6316
1995-08-20,7584371.712,0.0,,938.6316
1995-08-21,7584371.712,0.0,,938.15916
1995-08-22,4159171.584,0.0,,938.08296
1995-08-23,3425200.1279999996,0.0,,938.198784
1995-08-24,5137800.192000001,0.0,,937.6928160000001
1995-08-25,2691228.6720000003,0.0,,938.6316
1995-08-26,7584371.712,0.0,,938.60112
1995-08-27,7339714.56,0.0,,938.6072160000001
1995-08-28,7339714.56,0.0,,938.5950240000001
1995-08-29,7339714.56,0.0,,938.5736880000001
1995-08-30,7339714.56,0.0,,938.6620800000001
1995-08-31,7584371.712,0.0,,938.527968
1995-09-01,6850400.255999999,0.0,,938.5249200000001
1995-09-02,6605743.104,0.0,,938.521872
1995-09-03,6605743.104,0.0,,938.5188240000001
1995-09-04,6605743.104,0.0,,938.512728
1995-09-05,6605743.104,0.0,,938.515776
1995-09-06,6605743.104,0.0,,938.0860080000001
1995-09-07,3425200.1279999996,0.0,,937.9671360000001
1995-09-08,2935885.8239999996,0.0,,937.957992
1995-09-09,2691228.6720000003,0.0,,937.9610400000001
1995-09-10,2691228.6720000003,0.0,,937.957992
1995-09-11,2691228.6720000003,0.0,,937.9610400000001
1995-09-12,4403828.7360000005,0.0,,939.030888
1995-09-13,11254228.991999999,0.0,,938.6590320000001
1995-09-14,7095057.408,0.0,,938.2658400000001
1995-09-15,4403828.7360000005,0.0,,938.2658400000001
1995-09-16,4403828.7360000005,0.0,,938.2658400000001
1995-09-17,4403828.7360000005,0.0,,938.2658400000001
1995-09-18,4403828.7360000005,0.0,,938.198784
1995-09-19,4648485.887999999,0.0,,938.28108
1995-09-20,4648485.887999999,0.0,,938.2658400000001
1995-09-21,4648485.887999999,0.0,,938.2658400000001
1995-09-22,4648485.887999999,0.0,,938.2658400000001
1995-09-23,4648485.887999999,0.0,,938.2658400000001
1995-09-24,4648485.887999999,0.0,,938.2658400000001
1995-09-25,4648485.887999999,0.0,,938.256696
1995-09-26,4648485.887999999,0.0,,938.2688880000001
1995-09-27,4648485.887999999,0.0,,938.2536480000001
1995-09-28,4648485.887999999,0.0,,938.2658400000001
1995-09-29,4648485.887999999,0.0,,938.2597440000001
1995-09-30,4648485.887999999,0.0,,938.2658400000001
1995-10-01,4648485.887999999,0.0,,938.2658400000001
1995-10-02,4648485.887999999,0.0,,938.238408
1995-10-03,4403828.7360000005,0.0,,938.207928
1995-10-04,4159171.584,0.0,,938.12868
1995-10-05,3669857.28,0.0,,938.08296
1995-10-06,3425200.1279999996,0.0,,938.08296
1995-10-07,3425200.1279999996,0.0,,938.08296
1995-10-08,3425200.1279999996,0.0,,938.0921040000001
1995-10-09,3425200.1279999996,0.0,,938.089056
1995-10-10,3425200.1279999996,0.0,,938.089056
1995-10-11,3669857.28,0.0,,937.9153200000001
1995-10-12,2691228.6720000003,0.0,,937.180752
1995-10-13,489314.304,0.0,,937.156368
1995-10-14,489314.304,0.0,,937.131984
1995-10-15,244657.152,0.0,,937.147224
1995-10-16,489314.304,0.0,,937.1990400000001
1995-10-17,489314.304,0.0,,937.2234240000001
1995-10-18,489314.304,0.0,,937.162464
1995-10-19,489314.304,0.0,,937.162464
1995-10-20,489314.304,0.0,,937.165512
1995-10-21,489314.304,0.0,,937.1838
1995-10-22,489314.304,0.0,,937.1990400000001
1995-10-23,489314.304,0.0,,937.1990400000001
1995-10-24,489314.304,0.0,,937.1990400000001
1995-10-25,489314.304,0.0,,937.2691440000001
1995-10-26,489314.304,0.0,,937.232568
1995-10-27,489314.304,0.0,,937.2081840000001
1995-10-28,489314.304,0.0,,937.21428
1995-10-29,489314.304,0.0,,937.2051360000002
1995-10-30,489314.304,0.0,,937.2112320000001
1995-10-31,489314.304,0.0,,937.2295200000001
1995-11-01,489314.304,0.0,,937.455072
1995-11-02,1223285.76,0.0,,938.0524800000001
1995-11-03,3425200.1279999996,0.0,,938.0982
1995-11-04,3669857.28,0.0,,938.1622080000001
1995-11-05,3914514.432,0.0,,938.2201200000001
1995-11-06,4403828.7360000005,0.0,,937.903128
1995-11-07,2691228.6720000003,0.0,,937.6227120000001
1995-11-08,1467942.9119999998,0.0,,937.634904
1995-11-09,1467942.9119999998,0.0,,937.2295200000001
1995-11-10,489314.304,0.0,,937.1929440000001
1995-11-11,489314.304,0.0,,937.21428
1995-11-12,489314.304,0.0,,
1995-11-13,489314.304,0.0,,
1995-11-14,489314.304,0.0,,
1995-11-15,489314.304,0.0,,
1995-11-16,489314.304,0.0,,
1995-11-17,489314.304,0.0,,
1995-11-18,489314.304,0.0,,
1995-11-19,489314.304,0.0,,
1995-11-20,489314.304,0.0,,937.2051360000002
1995-11-21,489314.304,0.0,,937.202088
1995-11-22,489314.304,0.0,,937.1838
1995-11-23,489314.304,0.0,,937.2173280000001
1995-11-24,489314.304,0.0,,937.1838
1995-11-25,489314.304,0.0,,937.933608
1995-11-26,4159171.584,0.0,,939.6100080000001
1995-11-27,17615314.944000002,0.0,,939.765456
1995-11-28,19572572.16,0.0,,939.91176
1995-11-29,21774486.528,0.0,,939.8965200000001
1995-11-30,27401601.023999996,1223285.76,,939.417984
1995-12-01,27890915.328,6116428.8,,938.954688
1995-12-02,41347058.688,9786286.08,,939.37836
1995-12-03,31805429.76,4893143.04,,939.8843280000001
1995-12-04,21529829.376000002,0.0,,939.887376
1995-12-05,21529829.376000002,0.0,,939.887376
1995-12-06,21529829.376000002,0.0,,939.91176
1995-12-07,21774486.528,0.0,,939.722784
1995-12-08,18838600.704,0.0,,939.6374400000001
1995-12-09,17859972.096,0.0,,939.6100080000001
1995-12-10,17859972.096,0.0,,939.6313440000001
1995-12-11,17859972.096,0.0,,939.7715519999999
1995-12-12,19817229.312,0.0,,939.8812800000001
1995-12-13,21529829.376000002,0.0,,939.8812800000001
1995-12-14,21529829.376000002,0.0,,939.8812800000001
1995-12-15,21529829.376000002,0.0,,939.7380240000001
1995-12-16,19327915.008,0.0,,939.6374400000001
1995-12-17,17859972.096,0.0,,939.6374400000001
1995-12-18,17859972.096,0.0,,939.6374400000001
1995-12-19,17859972.096,0.0,,939.6374400000001
1995-12-20,17859972.096,0.0,,939.6374400000001
1995-12-21,17859972.096,0.0,,939.6374400000001
1995-12-22,17615314.944000002,0.0,,939.6374400000001
1995-12-23,17615314.944000002,0.0,,939.6374400000001
1995-12-24,17615314.944000002,0.0,,938.835816
1995-12-25,9541628.928,0.0,,938.3969040000001
1995-12-26,5871771.647999999,0.0,,939.299112
1995-12-27,14924086.271999998,0.0,,939.6374400000001
1995-12-28,17859972.096,0.0,,939.6374400000001
1995-12-29,17859972.096,0.0,,939.6374400000001
1995-12-30,18104629.248,0.0,,939.6222
1995-12-31,17615314.944000002,0.0,,938.4182400000001
1996-01-01,5871771.647999999,0.0,,938.4182400000001
1996-01-02,5871771.647999999,0.0,,939.247296
1996-01-03,14190114.816,0.0,,939.6252480000002
1996-01-04,17615314.944000002,0.0,,939.6374400000001
1996-01-05,17859972.096,0.0,,939.6374400000001
1996-01-06,17859972.096,0.0,,939.6374400000001
1996-01-07,17615314.944000002,0.0,,939.6374400000001
1996-01-08,17370657.792,0.0,,939.6374400000001
1996-01-09,17370657.792,0.0,,939.6161040000001
1996-01-10,16881343.488,0.0,,938.84496
1996-01-11,12232857.6,0.0,,939.6222
1996-01-12,17615314.944000002,0.0,,939.6313440000001
1996-01-13,17615314.944000002,0.0,,939.6374400000001
1996-01-14,17615314.944000002,0.0,,939.6374400000001
1996-01-15,17615314.944000002,0.0,,939.6313440000001
1996-01-16,17615314.944000002,0.0,,939.6984
1996-01-17,18838600.704,0.0,,939.9422400000001
1996-01-18,22263800.832000002,0.0,,939.8660400000001
1996-01-19,21285172.224,0.0,,939.9422400000001
1996-01-20,21774486.528,0.0,,939.9422400000001
1996-01-21,21774486.528,0.0,,939.9422400000001
1996-01-22,21774486.528,0.0,,939.9422400000001
1996-01-23,21774486.528,0.0,,939.9422400000001
1996-01-24,21774486.528,0.0,,939.9422400000001
1996-01-25,21774486.528,0.0,,939.9422400000001
1996-01-26,21774486.528,0.0,,939.9422400000001
1996-01-27,21774486.528,0.0,,939.9422400000001
1996-01-28,21774486.528,0.0,,939.9422400000001
1996-01-29,21774486.528,0.0,,939.893472
1996-01-30,21529829.376000002,0.0,,939.9422400000001
1996-01-31,21285172.224,0.0,,939.9422400000001
1996-02-01,21040515.071999997,0.0,,939.9422400000001
1996-02-02,20306543.616,0.0,,939.9361440000001
1996-02-03,20306543.616,0.0,,939.917856
1996-02-04,20306543.616,0.0,,939.91176
1996-02-05,20306543.616,0.0,,939.91176
1996-02-06,21774486.528,0.0,,939.91176
1996-02-07,22508457.983999997,0.0,,939.91176
1996-02-08,22508457.983999997,0.0,,939.91176
1996-02-09,22508457.983999997,0.0,,939.91176
1996-02-10,22508457.983999997,0.0,,938.8815360000001
1996-02-11,244657.152,0.0,,937.2295200000001
1996-02-12,6116428.8,0.0,,937.2234240000001
1996-02-13,489314.304,0.0,,937.2295200000001
1996-02-14,489314.304,0.0,,937.2234240000001
1996-02-15,489314.304,0.0,,937.2081840000001
1996-02-16,489314.304,0.0,,938.5767360000001
1996-02-17,9786286.08,0.0,,937.1990400000001
1996-02-18,489314.304,0.0,,937.1990400000001
1996-02-19,489314.304,0.0,,938.591976
1996-02-20,10520257.535999998,0.0,,938.3969040000001
1996-02-21,15168743.424,3669857.28,,937.982376
1996-02-22,27401601.023999996,11009571.84,,938.12868
1996-02-23,25199686.656000003,10030943.231999999,,938.381664
1996-02-24,22508457.983999997,7584371.712,,938.293272
1996-02-25,22263800.832000002,7584371.712,,938.2688880000001
1996-02-26,22508457.983999997,7584371.712,,938.345088
1996-02-27,22019143.68,7584371.712,,938.3268
1996-02-28,22263800.832000002,7584371.712,,938.375568
1996-02-29,22508457.983999997,7584371.712,,936.55896
1996-03-01,22753115.136,7584371.712,,938.457864
1996-03-02,22753115.136,7584371.712,,938.3359440000002
1996-03-03,22753115.136,7584371.712,,938.351184
1996-03-04,22508457.983999997,7584371.712,,938.38776
1996-03-05,22753115.136,7584371.712,,938.3725200000001
1996-03-06,22508457.983999997,7584371.712,,938.3542320000001
1996-03-07,22508457.983999997,7584371.712,,938.332896
1996-03-08,23242429.44,7584371.712,,938.2597440000001
1996-03-09,26667629.568,11009571.84,,938.061624
1996-03-10,30582144.0,14679429.12,,938.0433360000001
1996-03-11,30582144.0,14679429.12,,938.0311440000002
1996-03-12,30582144.0,14679429.12,,938.018952
1996-03-13,29114201.088,15902714.88,,938.649888
1996-03-14,42325687.296000004,19817229.312,,938.655984
1996-03-15,41836372.992000006,19327915.008,,938.6529360000001
1996-03-16,41836372.992000006,19327915.008,,938.6529360000001
1996-03-17,41836372.992000006,19327915.008,,938.655984
1996-03-18,41836372.992000006,19327915.008,,938.6620800000001
1996-03-19,41591715.839999996,19327915.008,,938.668176
1996-03-20,41836372.992000006,19327915.008,,938.674272
1996-03-21,41836372.992000006,19327915.008,,938.6834160000001
1996-03-22,41836372.992000006,19327915.008,,938.689512
1996-03-23,41836372.992000006,19327915.008,,938.7108480000002
1996-03-24,41836372.992000006,19327915.008,,938.726088
1996-03-25,41836372.992000006,19817229.312,,938.7321840000001
1996-03-26,42081030.143999994,20061886.463999998,,938.7230400000001
1996-03-27,42081030.143999994,20061886.463999998,,938.7230400000001
1996-03-28,41836372.992000006,20061886.463999998,,938.73828
1996-03-29,41836372.992000006,20061886.463999998,,938.7474240000001
1996-03-30,41836372.992000006,20061886.463999998,,938.7535200000001
1996-03-31,41836372.992000006,20061886.463999998,,938.762664
1996-04-01,41836372.992000006,20061886.463999998,,938.76876
1996-04-02,41836372.992000006,20061886.463999998,,938.780952
1996-04-03,41836372.992000006,20061886.463999998,,938.79924
1996-04-04,41591715.839999996,20551200.768000003,,939.152808
1996-04-05,30582144.0,10275600.384000001,,939.0583200000001
1996-04-06,14190114.816,0.0,,938.6468400000001
1996-04-07,8807657.472000001,0.0,,938.381664
1996-04-08,9052314.624,0.0,,938.7900960000001
1996-04-09,12722171.904,0.0,,939.2686320000001
1996-04-10,13945457.664,0.0,,939.2686320000001
1996-04-11,14434771.968,0.0,,939.2686320000001
1996-04-12,14679429.12,0.0,,939.140616
1996-04-13,20061886.463999998,3669857.28,,938.497488
1996-04-14,20061886.463999998,6116428.8,,938.46396
1996-04-15,20306543.616,6116428.8,,938.4456720000001
1996-04-16,19817229.312,6116428.8,,938.4487200000001
1996-04-17,19817229.312,6116428.8,,938.515776
1996-04-18,20551200.768000003,6361085.952,,938.5066320000001
1996-04-19,20306543.616,6116428.8,,938.521872
1996-04-20,20551200.768000003,6361085.952,,938.497488
1996-04-21,20306543.616,6116428.8,,938.470056
1996-04-22,20061886.463999998,6116428.8,,938.79924
1996-04-23,17859972.096,3914514.432,,938.9516400000001
1996-04-24,16392029.184000002,2446571.52,,938.5767360000001
1996-04-25,18838600.704,4893143.04,,938.46396
1996-04-26,20061886.463999998,6116428.8,,938.460912
1996-04-27,20061886.463999998,6116428.8,,938.4365280000001
1996-04-28,20551200.768000003,6116428.8,,938.46396
1996-04-29,21040515.071999997,6361085.952,,938.46396
1996-04-30,20061886.463999998,6116428.8,,938.305464
1996-05-01,20306543.616,6116428.8,,938.4090960000001
1996-05-02,19327915.008,6116428.8,,938.546256
1996-05-03,16392029.184000002,3425200.1279999996,,938.872392
1996-05-04,13456143.36,0.0,,937.2295200000001
1996-05-05,489314.304,0.0,,937.2112320000001
1996-05-06,489314.304,0.0,,938.7931440000001
1996-05-07,12966829.056,0.0,,938.9485920000001
1996-05-08,13945457.664,0.0,,938.8784880000001
1996-05-09,13700800.511999998,0.0,,938.902872
1996-05-10,13456143.36,0.0,,938.8815360000001
1996-05-11,13456143.36,0.0,,937.1990400000001
1996-05-12,489314.304,0.0,,937.1990400000001
1996-05-13,489314.304,0.0,,938.8693440000001
1996-05-14,13456143.36,0.0,,938.854104
1996-05-15,14190114.816,0.0,,938.8602000000001
1996-05-16,14434771.968,0.0,,937.144176
1996-05-17,489314.304,0.0,,937.043592
1996-05-18,4159171.584,2935885.8239999996,,936.952152
1996-05-19,7584371.712,6116428.8,,936.949104
1996-05-20,7584371.712,6116428.8,,936.97044
1996-05-21,7829028.864,6116428.8,,937.037496
1996-05-22,8073686.016,6116428.8,,937.0314000000001
1996-05-23,8073686.016,6116428.8,,937.0131120000001
1996-05-24,8073686.016,6116428.8,,936.9948240000001
1996-05-25,8318343.168,6116428.8,,936.988728
1996-05-26,8318343.168,6116428.8,,936.988728
1996-05-27,8318343.168,6116428.8,,937.0710240000001
1996-05-28,8563000.319999998,5871771.647999999,,937.09236
1996-05-29,8318343.168,5382457.3440000005,,937.1289360000001
1996-05-30,3914514.432,2691228.6720000003,,936.9369120000001
1996-05-31,7829028.864,6116428.8,,936.9247200000001
1996-06-01,7829028.864,6116428.8,,936.9125280000001
1996-06-02,7829028.864,6116428.8,,936.8820480000002
1996-06-03,7829028.864,6116428.8,,938.4670080000001
1996-06-04,17615314.944000002,5382457.3440000005,,937.47336
1996-06-05,4648485.887999999,1467942.9119999998,,936.98568
1996-06-06,733971.4559999999,0.0,,936.8942400000001
1996-06-07,244657.152,0.0,,936.8942400000001
1996-06-08,244657.152,0.0,,936.8942400000001
1996-06-09,489314.304,0.0,,936.8942400000001
1996-06-10,489314.304,0.0,,936.8942400000001
1996-06-11,489314.304,0.0,,937.1838
1996-06-12,1712600.0639999998,489314.304,,938.0372400000001
1996-06-13,9786286.08,1712600.0639999998,,938.637696
1996-06-14,12966829.056,1467942.9119999998,,938.9120160000001
1996-06-15,15902714.88,1712600.0639999998,,937.400208
1996-06-16,1467942.9119999998,0.0,,937.1990400000001
1996-06-17,733971.4559999999,0.0,,938.774856
1996-06-18,11988200.448,0.0,,939.280824
1996-06-19,16636686.336,733971.4559999999,,939.0217440000001
1996-06-20,11743543.295999998,0.0,,939.11928
1996-06-21,13211486.208,0.0,,938.780952
1996-06-22,11498886.144,0.0,,937.24476
1996-06-23,733971.4559999999,0.0,,937.16856
1996-06-24,489314.304,0.0,,937.16856
1996-06-25,489314.304,0.0,,937.16856
