date,wse(m),computed flow(m3/d),storage(m3),total avg discharge (m3/d)
1982-02-19,0.9144000000000001,,7993160.0916,
1982-02-20,0.923544,,8076728.3616,
1982-02-21,0.9174479999999999,,8020999.7352,
1982-02-22,0.941832,,8244333.624000001,
1982-02-23,0.9052560000000001,,7908333.671999999,
1982-02-24,0.9113520000000002,,7964876.3952,
1982-02-25,0.88392,,7710742.5108,
1982-02-26,0.877824,,7654384.8096,
1982-02-27,0.8808720000000001,,7682557.4928,
1982-02-28,0.88392,,7710742.5108,
1982-03-01,0.8808720000000001,,7682557.4928,
1982-03-02,0.8869680000000001,,7738939.8636,
1982-03-03,0.877824,,7654384.8096,
1982-03-04,0.8229600000000001,,7149250.08,
1982-03-05,0.8321040000000001,,7233163.7244,
1982-03-06,0.9144000000000001,,7993160.0916,
1982-03-07,0.923544,,8076728.3616,
1982-03-08,0.9174479999999999,,8020999.7352,
1982-03-09,0.9814560000000001,,8609542.3824,
1982-03-10,0.984504,,8637752.07,
1982-03-11,0.947928,,8300333.615999999,
1982-03-12,1.0027920000000001,,8807343.235199999,
1982-03-13,1.027176,,9034352.8944,
1982-03-14,1.02108,,8977514.136,
1982-03-15,1.039368,,9148227.768000001,
1982-03-16,1.048512,,9233806.610399999,
1982-03-17,1.118616,,9894261.1416,
1982-03-18,1.072896,,9462654.1548,
1982-03-19,1.088136,,9606157.218,
1982-03-20,1.1033760000000001,,9750030.3252,
1982-03-21,1.0789920000000002,,9520010.9748,
1982-03-22,0.9814560000000001,,8609542.3824,
1982-03-23,0.70104,,6042682.837200001,
1982-03-24,0.707136,,6097412.3448,
1982-03-25,0.71628,,6179623.7868,
1982-03-26,0.847344,,7373274.7176,
1982-03-27,1.780032,,18198233.5236,
1982-03-28,2.036064,,18013125.18,
1982-03-29,2.3317200000000002,,21990037.387199998,
1982-03-30,2.481072,,24098437.086000003,
1982-03-31,2.487168,,24183275.8404,
1982-04-01,2.4353520000000004,,23469066.2508,
1982-04-02,2.496312,,24311052.0336,
1982-04-03,2.645664,,26506609.4292,
1982-04-04,2.77368,,28478919.279600002,
1982-04-05,2.871216,,30001675.009200003,
1982-04-06,2.8925520000000002,,30338242.362000003,
1982-04-07,2.874264,,30049669.716000002,
1982-04-08,2.965704,,31517893.2948,
1982-04-09,3.0388560000000004,,32682791.8068,
1982-04-10,2.965704,,31517893.2948,
1982-04-11,2.916936,,30732265.2132,
1982-04-12,3.057144,,32966060.4888,
1982-04-13,3.03276,,32586370.675200004,
1982-04-14,2.9260800000000002,,30880110.126000002,
1982-04-15,3.060192,,33012439.3368,
1982-04-16,3.0632400000000004,,33058855.189200003,
1982-04-17,3.0266640000000002,,32489813.860799998,
1982-04-18,3.1028640000000003,,33666109.728,
1982-04-19,3.057144,,32966060.4888,
1982-04-20,3.023616,,32441510.783999998,
1982-04-21,3.00228,,32102439.4668,
1982-04-22,3.07848,,33291551.1912,
1982-04-23,3.072384,,33198349.4424,
1982-04-24,3.133344,,34138174.8588,
1982-04-25,3.105912,,33713129.9856,
1982-04-26,3.0876240000000004,,33431699.188800003,
1982-04-27,3.1150560000000005,,33854412.7848,
1982-04-28,3.1150560000000005,,33854412.7848,
1982-04-29,3.1150560000000005,,33854412.7848,
1982-04-30,3.1150560000000005,,33854412.7848,
1982-05-01,3.1150560000000005,,33854412.7848,
1982-05-02,3.1150560000000005,,33854412.7848,
1982-05-03,3.1150560000000005,,33854412.7848,
1982-05-04,3.1150560000000005,,33854412.7848,
1982-05-05,3.1150560000000005,,33854412.7848,
1982-05-06,3.172968,,34758306.9288,
1982-05-07,3.176016,,34806313.9704,
1982-05-08,3.176016,,34806313.9704,
1982-05-09,3.176016,,34806313.9704,
1982-05-10,3.176016,,34806313.9704,
1982-05-11,3.1882080000000004,,34998773.8548,
1982-05-12,3.1973520000000004,,35143572.072000004,
1982-05-13,3.1882080000000004,,34998773.8548,
1982-05-14,3.176016,,34806313.9704,
1982-05-15,3.206496,,35289875.1348,
1982-05-16,3.1973520000000004,,35143572.072000004,
1982-05-17,3.1638240000000004,,34614557.1696,
1982-05-18,3.209544,,35338881.295200005,
1982-05-19,3.1912560000000005,,35046990.588,
1982-05-20,3.206496,,35289875.1348,
1982-05-21,3.1851599999999998,,34950594.126,
1982-05-22,3.206496,,35289875.1348,
1982-05-23,3.2217360000000004,,35535115.628400005,
1982-05-24,3.2004,,35191936.8228,
1982-05-25,3.1912560000000005,,35046990.588,
1982-05-26,3.236976,,35780874.1836,
1982-05-27,3.224784,,35584220.467199996,
1982-05-28,3.243072,,35879318.2224,
1982-05-29,3.2034480000000003,,35240893.644,
1982-05-30,3.2156400000000005,,35436955.29,
1982-05-31,3.172968,,34758306.9288,
1982-06-01,3.1943040000000003,,35095256.6604,
1982-06-02,3.1973520000000004,,35143572.072000004,
1982-06-03,3.206496,,35289875.1348,
1982-06-04,3.1912560000000005,,35046990.588,
1982-06-05,3.236976,,35780874.1836,
1982-06-06,3.236976,,35780874.1836,
1982-06-07,3.2217360000000004,,35535115.628400005,
1982-06-08,3.23088,,35682504.1536,
1982-06-09,3.236976,,35780874.1836,
1982-06-10,3.224784,,35584220.467199996,
1982-06-11,3.2400240000000005,,35830090.0356,
1982-06-12,3.1973520000000004,,35143572.072000004,
1982-06-13,3.206496,,35289875.1348,
1982-06-14,3.2461200000000003,,35928571.0788,
1982-06-15,3.267456,,36273957.8136,
1982-06-16,3.30708,,36918093.4044,
1982-06-17,3.313176,,37017511.892400004,
1982-06-18,3.258312,,36125816.865600005,
1982-06-19,3.2278320000000003,,35633362.3104,
1982-06-20,3.282696,,36521295.2232,
1982-06-21,3.2644080000000004,,36224569.274399996,
1982-06-22,3.300984,,36818773.594799995,
1982-06-23,3.2948880000000003,,36719527.794,
1982-06-24,3.30708,,36918093.4044,
1982-06-25,3.3284160000000003,,37266378.8172,
1982-06-26,3.358896,,37765691.5212,
1982-06-27,3.3162240000000005,,37067233.4712,
1982-06-28,3.258312,,36125816.865600005,
1982-06-29,3.3040320000000003,,36868421.164799996,
1982-06-30,3.310128,,36967790.3136,
1982-07-01,3.30708,,36918093.4044,
1982-07-02,3.3528000000000002,,37665656.2932,
1982-07-03,3.343656,,37515776.1384,
1982-07-04,3.3985200000000004,,38417820.0624,
1982-07-05,3.3954720000000003,,38367543.4176,
1982-07-06,3.3467040000000003,,37565719.7436,
1982-07-07,3.364992,,37865788.423200004,
1982-07-08,3.3528000000000002,,37665656.2932,
1982-07-09,3.361944,,37815733.8048,
1982-07-10,3.343656,,37515776.1384,
1982-07-11,3.3467040000000003,,37565719.7436,
1982-07-12,3.3467040000000003,,37565719.7436,
1982-07-13,3.349752,,37615688.018400006,
1982-07-14,3.38328,,38166597.190799996,
1982-07-15,3.3680400000000006,,37915880.046000004,
1982-07-16,3.349752,,37615688.018400006,
1982-07-17,3.38328,,38166597.190799996,
1982-07-18,3.377184,,38066253.5928,
1982-07-19,3.3467040000000003,,37565719.7436,
1982-07-20,3.358896,,37765691.5212,
1982-07-21,3.358896,,37765691.5212,
1982-07-22,3.358896,,37765691.5212,
1982-07-23,3.364992,,37865788.423200004,
1982-07-24,3.386328,,38216799.8268,
1982-07-25,3.3467040000000003,,37565719.7436,
1982-07-26,3.3406080000000005,,37465857.2028,
1982-07-27,3.343656,,37515776.1384,
1982-07-28,3.3680400000000006,,37915880.046000004,
1982-07-29,3.41376,,38669573.3304,
1982-07-30,3.389376,,38267027.1324,
1982-07-31,3.3680400000000006,,37915880.046000004,
1982-08-01,3.300984,,36818773.594799995,
1982-08-02,3.3528000000000002,,37665656.2932,
1982-08-03,3.361944,,37815733.8048,
1982-08-04,3.343656,,37515776.1384,
1982-08-05,3.3467040000000003,,37565719.7436,
1982-08-06,3.364992,,37865788.423200004,
1982-08-07,3.364992,,37865788.423200004,
1982-08-08,3.3741360000000005,,38016100.296000004,
1982-08-09,3.364992,,37865788.423200004,
1982-08-10,3.3528000000000002,,37665656.2932,
1982-08-11,3.300984,,36818773.594799995,
1982-08-12,3.3406080000000005,,37465857.2028,
1982-08-13,3.33756,,37415950.602000006,
1982-08-14,3.33756,,37415950.602000006,
1982-08-15,3.343656,,37515776.1384,
1982-08-16,3.331464,,37316211.409200005,
1982-08-17,3.3223200000000004,,37166762.9724,
1982-08-18,3.334512,,37366081.005600005,
1982-08-19,3.3406080000000005,,37465857.2028,
1982-08-20,3.3467040000000003,,37565719.7436,
1982-08-21,3.3528000000000002,,37665656.2932,
1982-08-22,3.3284160000000003,,37266378.8172,
1982-08-23,3.282696,,36521295.2232,
1982-08-24,3.3192720000000002,,37116992.0544,
1982-08-25,3.331464,,37316211.409200005,
1982-08-26,3.33756,,37415950.602000006,
1982-08-27,3.331464,,37316211.409200005,
1982-08-28,3.3528000000000002,,37665656.2932,
1982-08-29,3.358896,,37765691.5212,
1982-08-30,3.331464,,37316211.409200005,
1982-08-31,3.343656,,37515776.1384,
1982-09-01,3.3467040000000003,,37565719.7436,
1982-09-02,3.331464,,37316211.409200005,
1982-09-03,3.267456,,36273957.8136,
1982-09-04,3.249168,,35977860.9396,
1982-09-05,3.267456,,36273957.8136,
1982-09-06,3.258312,,36125816.865600005,
1982-09-07,3.267456,,36273957.8136,
1982-09-08,3.2766,,36422308.4532,
1982-09-09,3.288792,,36620380.6716,
1982-09-10,3.218688,,35486023.1244,
1982-09-11,3.282696,,36521295.2232,
1982-09-12,3.3284160000000003,,37266378.8172,
1982-09-13,3.334512,,37366081.005600005,
1982-09-14,3.300984,,36818773.594799995,
1982-09-15,3.2979360000000004,,36769138.3596,
1982-09-16,3.279648,,36471795.6708,
1982-09-17,3.255264,,36076477.6656,
1982-09-18,3.26136,,36175180.7352,
1982-09-19,3.273552,,36372833.5704,
1982-09-20,3.282696,,36521295.2232,
1982-09-21,3.282696,,36521295.2232,
1982-09-22,3.2705040000000003,,36323383.3572,
1982-09-23,3.258312,,36125816.865600005,
1982-09-24,3.2461200000000003,,35928571.0788,
1982-09-25,3.26136,,36175180.7352,
1982-09-26,3.267456,,36273957.8136,
1982-09-27,3.206496,,35289875.1348,
1982-09-28,3.2766,,36422308.4532,
1982-09-29,3.300984,,36818773.594799995,
1982-09-30,3.3192720000000002,,37116992.0544,
1982-10-01,3.3040320000000003,,36868421.164799996,
1982-10-02,3.255264,,36076477.6656,
1982-10-03,3.1912560000000005,,35046990.588,
1982-10-04,3.2156400000000005,,35436955.29,
1982-10-05,3.2948880000000003,,36719527.794,
1982-10-06,3.288792,,36620380.6716,
1982-10-07,3.2705040000000003,,36264312.0,
1982-10-08,3.273552,,36387660.0,
1982-10-09,3.3406080000000005,,37300435.2,
1982-10-10,3.26136,,36175501.44,
1982-10-11,3.26136,,36175501.44,
1982-10-12,3.279648,,36412329.6,
1982-10-13,3.243072,,36017616.0,
1982-10-14,3.1973520000000004,,34796470.8,
1982-10-15,3.01752,,32344781.2824,
1982-10-16,2.9839919999999998,,31810684.4424,
1982-10-17,2.95656,,31371133.8444,
1982-10-18,2.947416,,31224115.3632,
1982-10-19,2.9108400000000003,,30633599.148,
1982-10-20,2.855976,,29762022.18,
1982-10-21,2.846832,,29618543.7864,
1982-10-22,2.8437840000000003,,29570783.4408,
1982-10-23,2.8437840000000003,,29570783.4408,
1982-10-24,2.8437840000000003,,29570783.4408,
1982-10-25,2.8315919999999997,,29379914.7456,
1982-10-26,2.72796,,27772702.6404,
1982-10-27,2.749296,,28102325.5008,
1982-10-28,2.679192,,27021007.5936,
1982-10-29,2.62128,,26133753.0948,
1982-10-30,2.563368,,25267763.791199997,
1982-10-31,2.548128,,25047279.2412,
1982-11-01,2.496312,,24311052.0336,
1982-11-02,2.551176,,25091228.1336,
1982-11-03,2.548128,,25047279.2412,
1982-11-04,2.593848,,25890745.2,
1982-11-05,2.639568,,26211450.0,
1982-11-06,2.5359360000000004,,24644930.4,
1982-11-07,2.450592,,23318939.4,
1982-11-08,2.4353520000000004,,23201758.8,
1982-11-09,2.414016,,23165223.1224,
1982-11-10,2.3835360000000003,,22730507.766000003,
1982-11-11,2.295144,,21466425.1272,
1982-11-12,2.334768,,22033640.9052,
1982-11-13,2.322576,,21859189.8288,
1982-11-14,2.3743920000000003,,22599980.9124,
1982-11-15,2.304288,,21597383.6988,
1982-11-16,2.2585680000000004,,20954284.2312,
1982-11-17,2.2585680000000004,,20954284.2312,
1982-11-18,2.261616,,20996456.9124,
1982-11-19,2.289048,,21379094.7432,
1982-11-20,2.3317200000000002,,21990037.387199998,
1982-11-21,2.310384,,21684677.0784,
1982-11-22,2.188464,,19995093.178799998,
1982-11-23,2.215896,,20367887.8392,
1982-11-24,2.2098,,20284763.622,
1982-11-25,2.188464,,19995093.178799998,
1982-11-26,2.188464,,19995093.178799998,
1982-11-27,2.0147280000000003,,17748913.764,
1982-11-28,2.020824,,17824094.37,
1982-11-29,2.11836,,19060349.7,
1982-11-30,2.215896,,20367887.8392,
1982-12-01,2.215896,,20367887.8392,
1982-12-02,2.221992,,20451172.408800002,
1982-12-03,2.279904,,21250430.444399998,
1982-12-04,2.200656,,20160379.4988,
1982-12-05,2.161032,,19625530.236,
1982-12-06,2.100072,,18823755.9012,
1982-12-07,2.139696,,19340361.9948,
1982-12-08,2.142744,,19380980.4912,
1982-12-09,2.136648,,19299780.502800003,
1982-12-10,2.136648,,19299780.502800003,
1982-12-11,2.16408,,19666432.432800002,
1982-12-12,2.1976080000000002,,20118996.2448,
1982-12-13,2.1579840000000003,,19584677.3784,
1982-12-14,2.200656,,20160379.4988,
1982-12-15,2.246376,,20785938.880799998,
1982-12-16,2.234184,,20618234.94,
1982-12-17,2.237232,,20660099.251199998,
1982-12-18,2.24028,,20702000.5668,
1982-12-19,2.22504,,20492876.367599998,
1982-12-20,2.1976080000000002,,20118996.2448,
1982-12-21,2.200656,,20160379.4988,
1982-12-22,2.215896,,20367887.8392,
1982-12-23,2.1336,,19259248.35,
1982-12-24,2.185416,,19953870.2772,
1982-12-25,2.170176,,19748360.1744,
1982-12-26,1.93548,,16785479.5404,
1982-12-27,2.112264,,18981234.2928,
1982-12-28,2.075688,,18511747.1352,
1982-12-29,1.917192,,16553659.309200002,
1982-12-30,1.8379440000000002,,16413807.3468,
1982-12-31,1.8379440000000002,,16413918.36,
1983-01-01,1.8379440000000002,,16413807.3468,
1983-01-02,1.871472,,15881536.0572,
1983-01-03,1.76784,,18404434.3752,
1983-01-04,1.694688,,18729184.9896,
1983-01-05,1.712976,,18792018.4608,
1983-01-06,1.703832,,18772356.7896,
1983-01-07,1.7343120000000003,,18745059.8772,
1983-01-08,1.7373600000000002,,18727606.1352,
1983-01-09,1.716024,,18793214.9364,
1983-01-10,1.6581120000000003,,18324628.2192,
1983-01-11,1.700784,,18760601.7252,
1983-01-12,1.703832,,18772356.7896,
1983-01-13,1.6855440000000002,,18662638.7436,
1983-01-14,1.6520160000000002,,18221694.3132,
1983-01-15,1.5636240000000001,,15634803.052800002,
1983-01-16,1.362456,,12243226.4448,
1983-01-17,1.520952,,13809672.036,
1983-01-18,1.5636240000000001,,15634803.052800002,
1983-01-19,1.591056,,16651918.326000001,
1983-01-20,1.609344,,17224376.393999998,
1983-01-21,1.618488,,17478362.2608,
1983-01-22,1.588008,,16548244.332,
1983-01-23,1.575816,,16110038.2272,
1983-01-24,1.5605760000000002,,15510295.581600001,
1983-01-25,1.5636240000000001,,15634803.052800002,
1983-01-26,1.5453360000000003,,14853504.486000001,
1983-01-27,1.5422879999999999,,14715391.7304,
1983-01-28,1.533144,,14287694.8752,
1983-01-29,1.50876,,13688161.921200002,
1983-01-30,1.5179040000000001,,13779279.0888,
1983-01-31,1.47828,,13385120.5548,
1983-02-01,1.4721840000000002,,13324630.6956,
1983-02-02,1.4813280000000002,,13415377.819200002,
1983-02-03,1.4843760000000001,,13445647.4184,
1983-02-04,1.4813280000000002,,13415377.819200002,
1983-02-05,1.4478,,13083090.641999999,
1983-02-06,1.4051280000000002,,12662054.5788,
1983-02-07,1.399032,,12602082.781200001,
1983-02-08,1.3929360000000002,,12542160.322800001,
1983-02-09,1.3807440000000002,,12422451.0888,
1983-02-10,1.3837920000000001,,12452362.978799999,
1983-02-11,1.40208,,12632068.68,
1983-02-12,1.374648,,12362664.3132,
1983-02-13,1.331976,,11945464.3728,
1983-02-14,1.423416,,12842241.337199999,
1983-02-15,1.423416,,12842241.337199999,
1983-02-16,1.3837920000000001,,12452362.978799999,
1983-02-17,1.3685520000000002,,12302914.542,
1983-02-18,1.3716000000000002,,12332789.427600002,
1983-02-19,1.40208,,12632068.68,
1983-02-20,1.408176,,12692065.1472,
1983-02-21,1.399032,,12602082.781200001,
1983-02-22,1.331976,,11945464.3728,
1983-02-23,1.31064,,11737746.340799998,
1983-02-24,1.2771120000000002,,11412576.3432,
1983-02-25,1.274064,,11383096.171200002,
1983-02-26,1.2832080000000001,,11471586.0264,
1983-02-27,1.2923520000000002,,11560186.8948,
1983-02-28,1.237488,,11030296.2216,
1983-03-01,1.17348,,10416319.2168,
1983-03-02,1.1338560000000002,,10038837.3324,
1983-03-03,1.1155680000000001,,9865385.3748,
1983-03-04,1.024128,,9005921.180399999,
1983-03-05,0.999744,,8779047.204,
1983-03-06,1.0454640000000002,,9205263.883200001,
1983-03-07,1.048512,,9233806.610399999,
1983-03-08,1.0454640000000002,,9205263.883200001,
1983-03-09,0.9875520000000001,,8665974.0924,
1983-03-10,1.075944,,9491320.23,
1983-03-11,1.11252,,9836521.9428,
1983-03-12,1.118616,,9894261.1416,
1983-03-13,1.12776,,9980962.4508,
1983-03-14,0.935736,,8188395.306,
1983-03-15,0.6858000000000001,,5906185.9404,
1983-03-16,0.6522720000000001,,5607486.423599999,
1983-03-17,0.65532,,5634536.64,
1983-03-18,0.6583680000000001,,5661623.8608,
1983-03-19,0.673608,,5797306.6608,
1983-03-20,0.667512,,5742971.8668,
1983-03-21,0.664464,,5715835.3068,
1983-03-22,0.713232,,6152203.526400001,
1983-03-23,0.9387840000000001,,8216358.2976,
1983-03-24,1.08204,,9548714.0544,
1983-03-25,1.319784,,11826692.5836,
1983-03-26,1.609344,,17224351.724400003,
1983-03-27,1.618488,,17478300.5868,
1983-03-28,1.603248,,17043054.834,
1983-03-29,1.603248,,17043054.834,
1983-03-30,1.61544,,17396064.4752,
1983-03-31,1.6977360000000001,,18746194.678799998,
1983-04-01,1.780032,,18198196.5192,
1983-04-02,1.819656,,17217888.2892,
1983-04-03,1.999488,,17562004.5396,
1983-04-04,1.9812,,17339682.1044,
1983-04-05,2.048256,,18165447.6252,
1983-04-06,2.0634959999999998,,18357229.095599998,
1983-04-07,2.08788,,18667251.9588,
1983-04-08,2.0574,,18280333.9524,
1983-04-09,2.036064,,18013125.18,
1983-04-10,2.0909280000000003,,18706279.266000003,
1983-04-11,2.1061680000000003,,18902365.5816,
1983-04-12,2.14884,,19462340.832,
1983-04-13,2.246376,,20785938.880799998,
1983-04-14,2.5024080000000004,,24396606.2064,
1983-04-15,2.6304240000000005,,26273457.0396,
1983-04-16,2.688336,,27161636.6484,
1983-04-17,2.80416,,28951983.529200003,
1983-04-18,2.828544,,29332253.0784,
1983-04-19,2.874264,,30049669.716000002,
1983-04-20,2.9077919999999997,,30584198.274,
1983-04-21,3.00228,,32102414.797199998,
1983-04-22,3.0449520000000003,,32779101.925200004,
1983-04-23,3.005328,,32150976.904799998,
1983-04-24,3.0144720000000005,,32296367.1924,
1983-04-25,3.03276,,32586370.675200004,
1983-04-26,3.075432,,33244937.982,
1983-04-27,3.054096,,32919743.314799998,
1983-04-28,3.0845759999999998,,33384937.962,
1983-04-29,3.060192,,33012439.3368,
1983-04-30,3.0693360000000003,,33151810.242000002,
1983-05-01,3.0937200000000002,,33525332.6556,
1983-05-02,3.081528,,33338226.0744,
1983-05-03,3.118104,,33901605.7296,
1983-05-04,2.94132,,31125942.69,
1983-05-05,2.916936,,30732265.2132,
1983-05-06,2.828544,,29332253.0784,
1983-05-07,2.80416,,28951983.529200003,
1983-05-08,2.673096,,26927324.7876,
1983-05-09,2.80416,,28951983.529200003,
1983-05-10,2.8437840000000003,,29570783.4408,
1983-05-11,2.883408,,30193851.1932,
1983-05-12,2.877312,,30097713.762000002,
1983-05-13,2.86512,,29905734.9348,
1983-05-14,2.84988,,29666353.4712,
1983-05-15,2.9077919999999997,,30584198.274,
1983-05-16,2.8956,,30386409.756,
1983-05-17,2.889504,,30290087.3028,
1983-05-18,2.9443680000000003,,31175047.528800003,
1983-05-19,3.0845759999999998,,33384937.962,
1983-05-20,3.03276,,32586370.675200004,
1983-05-21,3.0845759999999998,,33384937.962,
1983-05-22,3.1638240000000004,,34614557.1696,
1983-05-23,3.166872,,34662416.1936,
1983-05-24,3.1638240000000004,,34614557.1696,
1983-05-25,3.212592,,35387912.1252,
1983-05-26,3.212592,,35387912.1252,
1983-05-27,3.212592,,35387307.72,
1983-05-28,3.252216,,36027163.1352,
1983-05-29,3.2766,,36422308.4532,
1983-05-30,3.2918400000000005,,36669941.898,
1983-05-31,3.2918400000000005,,36669941.898,
1983-06-01,3.30708,,36918093.4044,
1983-06-02,3.310128,,36967790.3136,
1983-06-03,3.288792,,36620356.002000004,
1983-06-04,3.2918400000000005,,36669941.898,
1983-06-05,3.26136,,36175180.7352,
1983-06-06,3.255264,,36076465.3308,
1983-06-07,3.2278320000000003,,35633362.3104,
1983-06-08,3.255264,,36076465.3308,
1983-06-09,3.255264,,36076465.3308,
1983-06-10,3.2400240000000005,,35830127.04,
1983-06-11,3.206496,,35289875.1348,
1983-06-12,3.2400240000000005,,35830090.0356,
1983-06-13,3.1851599999999998,,34950594.126,
1983-06-14,3.1882080000000004,,34998773.8548,
1983-06-15,3.172968,,34758294.594,
1983-06-16,3.1943040000000003,,35095256.6604,
1983-06-17,3.1699200000000003,,34710336.8916,
1983-06-18,3.1851599999999998,,34950594.126,
1983-06-19,3.1699200000000003,,34710336.8916,
1983-06-20,3.2217360000000004,,35535115.628400005,
1983-06-21,3.2461200000000003,,35928571.0788,
1983-06-22,3.2461200000000003,,35928571.0788,
1983-06-23,3.2400240000000005,,35830090.0356,
1983-06-24,3.258312,,36125816.865600005,
1983-06-25,3.2644080000000004,,36224569.274399996,
1983-06-26,3.273552,,36372833.5704,
1983-06-27,3.273552,,36372833.5704,
1983-06-28,3.236976,,35894268.0,
1983-06-29,3.273552,,36372833.5704,
1983-06-30,3.2766,,36422308.4532,
1983-07-01,3.282696,,36521295.2232,
1983-07-02,3.249168,,35977860.9396,
1983-07-03,3.252216,,36027163.1352,
1983-07-04,3.212592,,35387912.1252,
1983-07-05,3.2004,,35191936.8228,
1983-07-06,3.249168,,35977860.9396,
1983-07-07,3.243072,,35879318.2224,
1983-07-08,3.2918400000000005,,36669941.898,
1983-07-09,3.3162240000000005,,37067233.4712,
1983-07-10,3.3284160000000003,,37266378.8172,
1983-07-11,3.310128,,36967790.3136,
1983-07-12,3.279648,,36471795.6708,
1983-07-13,3.252216,,36027163.1352,
1983-07-14,3.2857439999999998,,36570819.4452,
1983-07-15,3.313176,,37017499.5576,
1983-07-16,3.2918400000000005,,36669941.898,
1983-07-17,3.2979360000000004,,36769138.3596,
1983-07-18,3.3040320000000003,,36868421.164799996,
1983-07-19,3.364992,,37865788.423200004,
1983-07-20,3.3924240000000006,,38317266.7728,
1983-07-21,3.3284160000000003,,37266378.8172,
1983-07-22,3.249168,,35977860.9396,
1983-07-23,3.313176,,37017499.5576,
1983-07-24,3.3985200000000004,,38417820.0624,
1983-07-25,3.3924240000000006,,38317266.7728,
1983-07-26,3.3802320000000003,,38116406.8896,
1983-07-27,3.377184,,38066241.258,
1983-07-28,3.3528000000000002,,37665656.2932,
1983-07-29,3.343656,,37515776.1384,
1983-07-30,3.3680400000000006,,37915880.046000004,
1983-07-31,3.410712,,38619185.672400005,
1983-08-01,3.377184,,38066241.258,
1983-08-02,3.3528000000000002,,37665656.2932,
1983-08-03,3.3528000000000002,,37665656.2932,
1983-08-04,3.38328,,38166597.190799996,
1983-08-05,3.38328,,38166597.190799996,
1983-08-06,3.3406080000000005,,37465857.2028,
1983-08-07,3.288792,,36620356.002000004,
1983-08-08,3.3223200000000004,,37166762.9724,
1983-08-09,3.2857439999999998,,36570819.4452,
1983-08-10,3.300984,,36818773.594799995,
1983-08-11,3.310128,,36967790.3136,
1983-08-12,3.358896,,37765691.5212,
1983-08-13,3.361944,,37815733.8048,
1983-08-14,3.355848,,37715661.5724,
1983-08-15,3.334512,,37366081.005600005,
1983-08-16,3.334512,,37366081.005600005,
1983-08-17,3.355848,,37715661.5724,
1983-08-18,3.355848,,37715661.5724,
1983-08-19,3.3284160000000003,,37266378.8172,
1983-08-20,3.386328,,38216799.8268,
1983-08-21,3.386328,,38216799.8268,
1983-08-22,3.349752,,37615688.018400006,
1983-08-23,3.313176,,37017499.5576,
1983-08-24,3.2918400000000005,,36669941.898,
1983-08-25,3.2979360000000004,,36769138.3596,
1983-08-26,3.279648,,36471795.6708,
1983-08-27,3.288792,,36620356.002000004,
1983-08-28,3.30708,,36918093.4044,
1983-08-29,3.3162240000000005,,37067233.4712,
1983-08-30,3.300984,,36818773.594799995,
1983-08-31,3.313176,,37017499.5576,
1983-09-01,3.255264,,36076465.3308,
1983-09-02,3.334512,,37366081.005600005,
1983-09-03,3.358896,,37765691.5212,
1983-09-04,3.3741360000000005,,38016100.296000004,
1983-09-05,3.364992,,37865788.423200004,
1983-09-06,3.3680400000000006,,37915880.046000004,
