date,inflow(m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3),outflow(m3/d)
1982-03-11,-102291.1552512,2058.924,,2.339027600000005,-3.9499115999999983,624819294.0,3620925.8496
1982-03-12,2481068.178432,2058.9118080000003,,-0.11099199999999598,-13.777767999999998,623679447.4668,3620925.8496
1982-03-13,1341186.0415488002,2058.887424,,4.827936400000002,-19.9833732,621399705.0612,3620925.8496
1982-03-14,1341210.5072640001,2058.86304,,2.294582800000004,-17.1000168,619119999.66,3620925.8496
1982-03-15,2203039.7908992,2058.8478,,6.139058000000002,-4.522138399999998,617702114.4,3620925.8496
1982-03-16,771281.67168,2058.81732,,5.394607600000004,-7.183270799999997,614852467.23,3620925.8496
1982-03-17,771281.67168,2058.78684,,3.6890384000000047,-10.549964399999999,612002820.0600001,3620925.8496
1982-03-18,1966749.9134976,2058.7624560000004,,6.005723600000003,-9.761069199999998,609736991.3088,4232568.7296
1982-03-19,1302285.5543807999,2058.7258800000004,,2.2501379999999997,-6.705489199999999,606317402.37,4721883.0336
1982-03-20,1872238.85568,2058.6954,,0.6334584000000021,-9.366621599999998,603467755.2,4721883.0336
1982-03-21,707915.4693120001,2058.652728,,3.1668120000000037,-14.172215599999998,599478261.4968,4697417.3184
1982-03-22,1569720.2872320001,2058.6192,,1.944580000000002,-18.6278068,596350575.6,4697417.3184
1982-03-23,1566980.1271296,2058.585672,,4.083486000000004,-8.366613599999997,593244598.9512,4672951.6032
1982-03-24,686630.297088,2058.543,,1.155684800000003,-9.238842799999999,589282735.2,4648485.888
1982-03-25,1542514.4119296,2058.509472,,6.266836800000004,-18.4555832,586176758.5512,4648485.888
1982-03-26,1528715.7485568,2058.475944,,6.705729200000004,-9.105508399999998,583056979.2612001,4648485.888
1982-03-27,700428.9604608001,2058.433272,,6.050168400000004,-4.566583199999997,579108918.1512,4648485.888
1982-03-28,1252595.6868096,2058.3966960000002,,7.927961200000006,-3.3832403999999983,575713024.3632001,4648485.888
1982-03-29,1818634.4736768,2058.3662160000003,,4.566823200000002,-7.794386799999998,572883162.2124,4648485.888
1982-03-30,2084014.0864511998,2058.338784,,-0.8943315999999975,-14.8277764,570343155.5267999,4624020.1728
1982-03-31,1212520.845312,2058.302208,,2.0723588,-6.311041599999998,566956130.46,4599554.4576
1982-04-01,2079512.3948544,2058.274776,,3.8223728000000037,-5.349922799999998,564436093.8155999,4599554.4576
1982-04-02,671167.9650816,2058.219912,,2.0334696,-6.749933999999998,559382291.8944,5724977.3568
1982-04-03,1405114.9553664,2058.1650480000003,,1.9001352000000047,-3.688798399999998,554328452.9688,6458948.8127999995
1982-04-04,2815832.5595136,2058.1254240000003,,2.950143600000004,-10.938856399999999,550685332.7844,6458948.8127999995
1982-04-05,1394374.5063935998,2058.07056,,1.1167956000000032,-14.305549999999998,545645222.4912,6434483.0976
1982-04-06,1356207.9906816,2058.0156960000004,,2.0334696,-9.499955999999997,540591420.57,6410017.3824
1982-04-07,2211333.668352,2057.969976,,2.9056987999999997,-14.2611052,536417213.23679996,6385551.6672
1982-04-08,1325014.2038016,2057.915112,,3.5168148000000024,-16.5333456,531405621.0012,6336620.2368
1982-04-09,1585769.7964032,2057.8632960000004,,4.605712400000002,-11.027745999999999,526679234.0112,6312154.5216
1982-04-10,1276082.7734016,2057.8084320000003,,5.9168340000000015,-16.8389036,521667641.77559996,6287688.8064
1982-04-11,5991580.2553344,2057.8053840000002,,8.672411600000004,-0.022102399999997857,521396004.81,6263223.0912
1982-04-12,2365345.3455359996,2057.762712,,6.266836800000004,-0.022102399999997857,517498134.0012,6263223.0912
1982-04-13,-418094.60705279995,2057.6895600000003,,7.883516400000001,0.4612348000000033,510841276.8024,6238757.376
1982-04-14,2925854.880768,2057.6529840000003,,5.744610400000006,-0.19432599999999667,507528371.5488,6238757.376
1982-04-15,1772614.4633856,2057.604216,,0.022342400000002982,-15.133334399999999,503111168.65559995,6189825.9456
1982-04-16,1856115.9493632,2057.5432560000004,,3.4279252000000042,-19.7667048,497603100.72,7364180.2752
1982-04-17,1758522.2114304,2057.464008,,5.555720000000004,-18.88892,490431648.0,8929986.048
1982-04-18,2294076.7171584,2057.390856,,0.5556800000000024,-7.222159999999999,483820195.2,8905520.332799999
1982-04-19,1479515.1952896,2057.30856,,-2.6443455999999994,-11.772196399999999,476443133.6988,8856588.9024
1982-04-20,2618125.1149823996,2057.2232160000003,,2.5556960000000046,-20.4611548,468785652.85440004,10275600.384
1982-04-21,881597.5815168,2057.116536,,9.633530400000005,-17.4944644,459220397.83320004,10446860.3904
1982-04-22,1703229.6950784,2057.0190000000002,,12.822444800000003,-10.372185199999999,450550155.90000004,10373463.2448
1982-04-23,1912900.8743423999,2056.924512,,15.700245600000002,-9.366621599999998,442162997.6268,10300066.0992
1982-04-24,1839528.1944576,2056.8300240000003,,15.966914400000007,-7.794386799999998,433775864.02320004,10226668.9536
1982-04-25,2353088.0222207997,2056.741632,,10.9002072,-5.044364799999997,425975694.2124,10153271.808
1982-04-26,2827894.1571071995,2056.659336,,12.511331200000004,-3.605464399999997,418748192.1612,10055408.9472
1982-04-27,3850707.8467584,2056.5892320000003,,12.166884000000003,-1.8998951999999978,412592436.2124,10006477.5168
1982-04-28,2145227.3058816,2056.50084,,13.866897600000005,-5.961038799999999,404829061.11,9908614.656
1982-04-29,4583064.5655552,2056.4398800000004,,9.150193200000004,-3.644353599999997,399527983.45320004,9884148.9408
1982-04-30,3723070.21056,2056.369776,,13.822452800000004,-7.577718399999998,393440303.26559997,9810751.7952
1982-05-01,4462546.4524799995,2056.308816,,18.105820400000006,-6.094373199999998,388141038.82440007,9761820.3648
1982-05-02,4450998.6349056,2056.247856,,17.011367200000002,-1.027666,382854688.9188,9737354.6496
1982-05-03,5153115.7297152,2056.1960400000003,,15.222464000000002,0.15567680000000195,378343852.5588,9663957.504
1982-05-04,5447120.2292736,2056.147272,,6.400171200000006,-5.8332599999999974,374151488.4,9639491.7888
1982-05-05,7251491.1909888005,2056.1198400000003,,8.233519200000003,-11.549972399999998,371787943.3632,9615026.0736
1982-05-06,5179514.236416,2056.0741199999998,,10.416870000000003,-5.566591199999998,367866217.05120003,9101246.0544
1982-05-07,5004559.9070208,2056.0375440000003,,9.850198800000001,0.6334584000000021,364723692.39,8147083.1616
1982-05-08,7598855.4153984,2056.031448,,7.100176800000003,-2.599900799999997,364199932.1124,8122617.4464
1982-05-09,4200836.6969856,2055.985728,,10.0668672,-0.14988119999999583,360278156.4612,8122617.4464
1982-05-10,5269181.082624,2055.961344,,5.305718000000002,-0.8498867999999966,358183164.69,7364180.2752
1982-05-11,4509863.1456768,2055.940008,,5.744610400000006,-2.1165635999999974,356356417.8144,6336620.2368
1982-05-12,4369381.0089984005,2055.933912,,12.644665600000003,-3.3832403999999983,355832657.53679997,4893143.04
1982-05-13,4598722.6232832,2055.93696,,14.128010800000006,-4.738806799999999,356100939.4368,4330431.5904
1982-05-14,5913363.36384,2055.955248,,17.666928000000006,-3.9110223999999967,357659404.4124,4354897.3056
1982-05-15,6998124.2443776,2055.985728,,18.2335992,-3.8221327999999968,360278156.4612,4379363.0208
1982-05-16,8824905.801216,2056.0375440000003,,18.2335992,-1.6387819999999955,364723692.39,4379363.0208
1982-05-17,8402652.0225792,2056.0741199999998,,17.233591200000006,-1.288779199999997,367866217.05120003,5260128.768
1982-05-18,11888527.1242752,2056.144224,,17.889152000000003,-1.0721107999999973,373882972.1388,5871771.648
1982-05-19,12218324.965171201,2056.217376,,6.661284400000003,3.0334776000000048,380205062.8656,5896237.3632
1982-05-20,10402479.583027199,2056.263096,,14.611348,0.022342400000002982,384173057.01240003,6434483.0976
1982-05-21,10372044.2333184,2056.299672,,20.244726400000005,-3.2999063999999994,387352191.36,7192920.2688
1982-05-22,12220575.810969599,2056.357584,,21.3391796,-2.2943427999999972,392379855.84000003,7192920.2688
1982-05-23,14599548.559872001,2056.442928,,16.228027600000004,1.027906000000005,399786483.85679996,7192920.2688
1982-05-24,15849844.4694528,2056.534368,,15.744690400000003,3.8223728000000037,407782826.3268,7853494.5792
1982-05-25,17245858.178764798,2056.631904,,22.561411600000007,-1.6832268,416343362.5488,8685328.896
1982-05-26,19715109.4167552,2056.750776,,22.73363520000001,0.9834612000000043,426785967.22440004,9272506.0608
1982-05-27,22333332.3945984,2056.894032,,18.2335992,1.944580000000002,439455348.67440003,9663957.504
1982-05-28,24130290.244608,2057.055576,,3.3390356000000025,-1.5943371999999982,453799339.5768,9786286.08
1982-05-29,14743137.8423808,2057.0952,,9.366861600000004,-3.7776879999999977,457312710.0,11229763.2768
1982-05-30,11944235.557785599,2057.092152,,12.555776000000005,-3.338795599999999,457048547.9232,12208391.8848
1982-05-31,10208539.8586368,2057.070816,,16.4891408,-3.8221327999999968,455146571.1024,12110529.024
1982-06-01,11371688.8906752,2057.04948,,12.861334000000003,1.2001296000000004,453257841.85679996,13260417.6384
1982-06-02,11103960.5692416,2056.9854720000003,,15.178019200000001,2.294582800000004,447578320.2012,16783480.6272
1982-06-03,12630743.526297601,2056.939752,,17.450259600000003,2.1168036000000043,443523439.7232,16685617.7664
1982-06-04,12495203.464089599,2056.894032,,14.350234800000003,0.5445688000000004,439455348.67440003,16563289.1904
1982-06-05,13253885.2924416,2056.857456,,13.083558000000004,-2.7276795999999983,436219350.8988,16489892.0448
1982-06-06,11265336.4267008,2056.799544,,10.327980400000005,0.41679000000000244,431068190.4012,16416494.8992
1982-06-07,11936161.8717696,2056.7568720000004,,12.077994400000005,-1.244334399999996,427321840.27559996,15682523.4432
1982-06-08,10397953.4257152,2056.711152,,10.155756800000002,-0.4165499999999973,423309477.8532,14410306.252799999
1982-06-09,8978354.7669504,2056.650192,,15.311353600000004,-2.7276795999999983,417950932.3632,14336909.1072
1982-06-10,7833848.6098943995,2056.5922800000003,,18.366933600000003,-1.5498923999999974,412866885.51240003,12917897.625599999
1982-06-11,10109111.192064,2056.580088,,22.033629600000005,-0.7665527999999959,411795176.41440004,11180831.8464
1982-06-12,11750687.2848384,2056.60752,,23.389196,1.289019200000002,414199969.0224,9345903.2064
1982-06-13,17999549.001216,2056.7172480000004,,19.766944800000005,7.055732000000006,423832251.34679997,8367274.5984
1982-06-14,19203164.3261952,2056.839168,,14.433568800000003,4.955715200000004,434594746.72559994,8440671.743999999
1982-06-15,20497841.0431488,2056.991568,,23.261417200000004,2.7279196,448119854.9256,6972728.8319999995
1982-06-16,21603153.124454398,2057.1896880000004,,19.0224944,3.3390356000000025,465784016.2788,3938980.1472
1982-06-17,21760932.5217792,2057.406096,,19.283607600000003,4.566823200000002,485186434.6524,2358494.94528
1982-06-18,23882574.878208,2057.64384,,23.21697240000001,0.1945660000000018,506693391.9324,2375620.94592
1982-06-19,21545218.3108608,2057.854152,,25.222544000000006,1.1167956000000032,525850754.83440006,2387853.80352
1982-06-20,23889914.592768,2058.0888480000003,,24.133646400000003,3.2112568000000046,547316119.1688,2424552.37632
1982-06-21,23209669.8473472,2058.3144,,26.533665600000006,3.3001464000000027,568079214.0,2446571.52
1982-06-22,24662174.893055998,2058.5551920000003,,24.8725412,3.605704400000004,590414687.4612,2326689.51552
1982-06-23,23668597.7330688,2058.783792,,24.655872800000004,5.177939200000004,611724781.3332001,2358494.94528
1982-06-24,26764685.0601984,2059.0245840000002,,22.822524800000004,7.139066000000003,634281356.0844,4208103.0144
1982-06-25,24428527.312896,2059.222704,,19.0224944,8.450187600000003,652911492.63,5798374.5024
1982-06-26,24035681.3239296,2059.41168,,23.828088400000006,7.794626800000003,670806277.7388,6140894.5152
1982-06-27,25205582.8933632,2059.5762720000002,,27.233671200000003,4.9112704000000065,686421295.7724,9590560.3584
1982-06-28,25339850.7383808,2059.725624,,29.200353600000007,6.139058000000002,700653718.4088001,11107434.7008
1982-06-29,28714431.301632002,2059.908504,,28.633682400000012,5.394607600000004,718138383.7524,11229763.2768
1982-06-30,24523968.0678912,2060.045664,,26.100328800000007,6.616839600000002,731310247.95,11352091.8528
1982-07-01,22764369.364992,2060.15844,,16.622475200000004,3.6890384000000047,742135342.4388001,11939269.0176
1982-07-02,20293478.9240832,2060.237688,,21.90585080000001,5.089049600000003,749804504.3388001,12624309.0432
1982-07-03,18004344.2813952,2060.2864560000003,,19.0224944,3.6890384000000047,754523959.1711999,13284883.3536
1982-07-04,16834565.0405376,2060.3230320000002,,20.028058,3.777928000000003,758049171.0024,13309349.0688
1982-07-05,18053251.24608,2060.3718,,14.305790000000002,5.872389200000004,762768613.5,13333814.784
1982-07-06,14633237.8497024,2060.3778960000004,,16.400251200000007,2.5556960000000046,763358525.3100001,14043320.5248
1982-07-07,14725302.336,2060.38704,,24.133646400000003,1.3334640000000029,764236220.3388001,13847594.803199999
1982-07-08,15696346.572288,2060.41752,,22.300298400000003,6.877952800000006,767185939.7412,12746637.6192
1982-07-09,17833695.9178752,2060.46324,,20.244726400000005,7.405734800000001,771612430.7388,13407211.9296
1982-07-10,15462332.0064,2060.46324,,24.133646400000003,3.9557072000000026,771612430.7388,15462332.0064
1982-07-11,15896280.3969024,2060.457144,,27.0614476,6.139058000000002,771018818.4888,16489892.0448
1982-07-12,15357961.2653568,2060.4510480000004,,28.93924040000001,5.527942000000003,770425132.23,15951646.3104
1982-07-13,14961494.3505408,2060.46324,,26.011439199999998,7.055732000000006,771612430.7388,13774197.6576
1982-07-14,13510457.247744,2060.4845760000003,,26.139218000000007,8.061295600000001,773697406.6524,11425488.998399999
1982-07-15,12682145.9939328,2060.499816,,26.2281076,5.566831200000006,775174264.5912,11205297.5616
1982-07-16,12114565.867007999,2060.496768,,23.872533200000007,5.833500000000004,774884705.1611999,12404117.6064
1982-07-17,12268846.6670592,2060.4845760000003,,22.561411600000007,5.222384000000002,773697406.6524,13456143.36
1982-07-18,11332690.540646398,2060.466288,,25.528102000000004,2.339027600000005,771916483.5588001,13113623.3472
1982-07-19,9486263.014502399,2060.460192,,28.761461200000006,4.605712400000002,771322871.3088001,10079874.6624
1982-07-20,9021341.0285568,2060.4540960000004,,27.100336800000008,5.6557208000000045,770729185.05,9615026.0736
1982-07-21,8856588.9024,2060.4540960000004,,31.950375600000008,7.361290000000004,770729185.05,8856588.9024
1982-07-22,8238511.539302399,2060.4480000000003,,31.68926240000001,7.361290000000004,770135572.8,8832123.1872
1982-07-23,10904369.26464,2060.469336,,26.667,12.472442000000004,772207819.2,8832123.1872
1982-07-24,8585019.46368,2060.466288,,23.433640800000006,10.200201600000003,771911784.0,8881054.6176
1982-07-25,8288984.30976,2060.460192,,26.711444800000002,11.594657200000004,771319713.6,8881054.6176
1982-07-26,7080377.97888,2060.441904,,30.817033200000004,7.055732000000006,769543502.4,8856588.9024
1982-07-27,8470030.60224,2060.4480000000003,,26.27255240000001,9.894643600000006,770135572.8,7877960.2944
1982-07-28,6874865.9712,2060.4480000000003,,21.600292800000005,11.244654400000005,770135572.8,6874865.9712
1982-07-29,6015825.7790976,2060.441904,,17.928041200000003,7.5779584000000035,769545660.99,6605743.104
1982-07-30,6293487.1809024,2060.438856,,27.755897600000004,3.911262400000002,769257877.7712,6581277.3888
1982-07-31,5966894.3486976,2060.435808,,29.461466800000004,6.966842400000004,768667965.9612,6556811.6736
1982-08-01,4487599.3448448,2060.423616,,29.550356400000005,13.344671200000004,767185939.7412,5969634.5088
1982-08-02,5537790.169804799,2060.420568,,26.27255240000001,8.755745600000001,767488068.3324,5235663.0528
1982-08-03,4960741.8110976005,2060.423616,,26.839223600000004,3.8668176000000045,767775851.5511999,4672951.6032
1982-08-04,4208103.0144,2060.423616,,27.9781216,3.777928000000003,767775851.5511999,4208103.0144
1982-08-05,4479966.0417024,2060.429712,,30.422585600000005,4.083486000000004,768365763.3612,3890048.7168
1982-08-06,4020989.2245504,2060.43276,,31.294814800000005,4.389044000000002,768667965.9612,3718788.7103999997
1982-08-07,2116039.7076479997,2060.41752,,21.6447376,13.778008000000003,767187555.6,3596460.1344
1982-08-08,3278405.8368,2060.41752,,27.100336800000008,11.861326000000005,767187555.6,3278405.8368
1982-08-09,4603420.0406016,2060.429712,,26.972558000000006,9.672419600000001,768365763.3612,3425200.128
1982-08-10,3226734.2462976,2060.423616,,28.150345200000004,6.4446160000000035,767775851.5511999,3816651.5712
1982-08-11,3672939.9601152,2060.4144720000004,,28.06145560000001,7.444624000000001,766898156.5224,4550623.0272
1982-08-12,3123317.6681472,2060.396184,,25.833660000000002,7.5779584000000035,765128334.7488,4893143.04
1982-08-13,3004071.7722623996,2060.368752,,28.367013600000007,3.3001464000000027,762480830.2811999,5651580.2112
1982-08-14,2625807.3495552,2060.332176,,25.00587560000001,5.000160000000005,758941285.4124,6165360.2304
1982-08-15,3503417.0194944,2060.304744,,27.800342400000005,4.605712400000002,756279349.2288,6165360.2304
1982-08-16,2952400.18176,2060.271216,,30.817033200000004,5.2612732000000015,753041932.9511999,6189825.9456
1982-08-17,2952400.18176,2060.237688,,30.028138000000006,7.622403200000004,749804504.3388001,6189825.9456
1982-08-18,3340793.4105599998,2060.213304,,25.222544000000006,9.633530400000005,747444783.09,5700511.6416
1982-08-19,2514757.4682623995,2060.185872,,27.1447816,10.550204400000005,744797278.6224,5162265.9072
1982-08-20,2778057.4952448,2060.161488,,29.983693200000005,7.794626800000003,742437545.0388001,5137800.192
1982-08-21,2172017.2640255997,2060.1310080000003,,31.294814800000005,7.972406000000003,739496237.97,5113334.4768
1982-08-22,3070447.2576,2060.109672,,29.939248400000004,7.883516400000001,737453360.7288,5113334.4768
1982-08-23,2470376.6608896,2060.08224,,27.933676800000008,6.139058000000002,734810407.8024,5113334.4768
1982-08-24,2484615.707136,2060.0548080000003,,26.489220800000012,5.133494400000004,732181701.57,5113334.4768
1982-08-25,1898955.4166783998,2060.0212800000004,,27.800342400000005,3.6501492000000013,728967326.6988001,5113334.4768
1982-08-26,2250185.2240896,2059.993848,,23.56697520000001,5.611276000000004,726324373.7724,4893143.04
1982-08-27,2417677.5103488,2059.9694640000002,,28.3281244,5.833500000000004,723995711.55,4746348.7488
1982-08-28,1793214.595584,2059.938984,,20.7669528,7.361290000000004,721067047.6511999,4721883.0336
1982-08-29,2093262.1267968,2059.911552,,22.516966800000006,7.405734800000001,718438427.7624,4721883.0336
1982-08-30,3250417.0586111997,2059.896312,,20.594729200000003,8.405742800000006,716966960.1312,4721883.0336
1982-08-31,2093164.263936,2059.86888,,23.56697520000001,6.4446160000000035,714338253.8988001,4721883.0336
1982-09-01,2378972.7489024,2059.844496,,24.4392044,0.5890136000000048,711995344.9824001,4721883.0336
1982-09-02,2390740.7579135997,2059.820112,,25.266988800000007,2.2056932000000025,709664215.8,4721883.0336
1982-09-03,1788566.1096959999,2059.789632,,26.405886800000005,4.477933600000004,706755361.59,4697417.3184
1982-09-04,1802682.8273664,2059.759152,,25.311433600000008,6.661284400000003,703860618.3912,4697417.3184
1982-09-05,1788492.7125503998,2059.728672,,24.700317599999998,0.8501268000000017,700951690.1724,4697417.3184
1982-09-06,2654065.2506112,2059.707336,,25.572546800000005,0.1945660000000018,698908344.2088001,4697417.3184
1982-09-07,1778217.1121664,2059.676856,,25.00587560000001,6.922397600000004,696013601.01,4672951.6032
1982-09-08,2321380.4553216,2059.652472,,26.405886800000005,2.6890304000000036,693686492.9724001,4648485.888
1982-09-09,1157815.5061248,2059.6158960000002,,27.233671200000003,3.2112568000000046,690195818.5811999,4648485.888
1982-09-10,2037504.761856,2059.5884640000004,,15.005795600000006,2.8612540000000024,687584849.7911999,4648485.888
1982-09-11,1133349.7909248,2059.5518880000004,,15.700245600000002,1.027906000000005,684094175.4,4624020.1728
1982-09-12,1722949.0615296,2059.521408,,10.939096400000004,-1.5943371999999982,681193104.4488001,4624020.1728
1982-09-13,2030850.0873216002,2059.493976,,6.966842400000004,-0.46099479999999815,678599947.11,4624020.1728
1982-09-14,1414387.4614272001,2059.4604480000003,,7.227955600000001,-0.11099199999999598,675414793.38,4599554.4576
1982-09-15,3457959.7206528,2059.448256,,5.177939200000004,-1.1998895999999988,674273207.64,4599554.4576
1982-09-16,2570098.9160448,2059.42692,,13.955787200000003,1.7279116000000023,672243750.6611999,4599554.4576
1982-09-17,1981918.6569216,2059.399488,,20.378060800000007,1.5945771999999998,669650593.3224,4575088.7424
1982-09-18,2263763.6960255997,2059.375104,,21.861406000000002,0.4612348000000033,667339273.8288001,4575088.7424
1982-09-19,1108076.7071232,2059.338528,,18.583602000000006,1.155684800000003,663872269.9188001,4575088.7424
