date,computed flow(m3/d),wse(m),outflow(m3/d),storage(m3)
1982-04-14,,955.188336,1426351.19616,22249487.5704
1982-04-15,,955.1822400000001,1311362.33472,22230479.6436
1982-04-16,,955.1761440000001,1247751.4752,22211521.056
1982-04-17,,955.167,1193926.90176,22183064.6724
1982-04-18,,955.148712,1105850.32704,22126275.253200002
1982-04-19,,955.145664,1052025.7536,22116826.7964
1982-04-20,,955.145664,990861.4656,22116826.7964
1982-04-21,,955.145664,946823.17824,22116826.7964
1982-04-22,,955.15176,934590.3206399999,22135723.71
1982-04-23,,955.145664,954162.8928,22116826.7964
1982-04-24,,955.139568,959056.03584,22097929.8828
1982-04-25,,955.1609040000001,1015327.1808,22164093.75
1982-04-26,,955.1761440000001,1140102.32832,22211521.056
1982-04-27,,955.191384,1252644.61824,22258997.701199997
1982-04-28,,955.173096,1296682.9056,22202023.26
1982-04-29,,955.1822400000001,1269770.61888,22230479.6436
1982-04-30,,955.1761440000001,1211052.9024,22211521.056
1982-05-01,,955.1700480000001,1189033.75872,22192550.1336
1982-05-02,,955.163952,1167014.61504,22173566.8764
1982-05-03,,955.157856,1191480.33024,22154645.2932
1982-05-04,,955.157856,1135209.18528,22154645.2932
1982-05-05,,955.185288,1264877.47584,22239989.7744
1982-05-06,,955.2127200000001,1482622.34112,22325432.934
1982-05-07,,955.2188160000001,1631863.20384,22344490.2
1982-05-08,,955.209672,1626970.0607999999,22315898.1336
1982-05-09,,955.206624,1602504.3456,22306363.3332
1982-05-10,,955.209672,1597611.20256,22315898.1336
1982-05-11,,955.2127200000001,1587824.91648,22325432.934
1982-05-12,,955.203576,1507088.05632,22297050.5592
1982-05-13,,955.203576,1443477.1968,22297050.5592
1982-05-14,,955.185288,1333381.4784,22239989.7744
1982-05-15,,955.185288,1282003.47648,22239989.7744
1982-05-16,,955.1944320000001,1304022.62016,22268507.832000002
1982-05-17,,955.1944320000001,1399438.90944,22268507.832000002
1982-05-18,,955.206624,1534000.34304,22306363.3332
1982-05-19,,955.2188160000001,1582931.77344,22344490.2
1982-05-20,,955.234056,1653882.34752,22392275.215200003
1982-05-21,,955.2523440000001,1783550.63808,22448484.8988
1982-05-22,,955.2492960000001,1937684.64384,22439332.477199998
1982-05-23,,955.255392,1981722.9312,22457698.9944
1982-05-24,,955.27368,2084478.93504,22512872.5548
1982-05-25,,955.279776,2270418.37056,22531276.0764
1982-05-26,,955.295016,2519968.6656,22577186.202000003
1982-05-27,,955.279776,2471037.2352,22531276.0764
1982-05-28,,955.261488,2297330.65728,22476065.5116
1982-05-29,,955.2432,2013528.36096,22420978.2948
1982-05-30,,955.237104,1766424.63744,22401822.3504
1982-05-31,,955.224912,1663668.6336,22363596.805200003
1982-06-01,,955.206624,1546233.20064,22306573.0248
1982-06-02,,955.203576,1460603.19744,22297050.5592
1982-06-03,,955.2005280000001,1443452.7310848,22287540.428400002
1982-06-04,,955.240152,1678348.06272,22411394.1552
1982-06-05,,955.2706320000001,2201914.368,22503646.124399997
1982-06-06,,955.276728,2280204.65664,22522061.9808
1982-06-07,,955.2645360000001,2216593.79712,22485254.937599998
1982-06-08,,955.261488,2077139.22048,22476065.5116
1982-06-09,,955.255392,1927898.35776,22457698.9944
1982-06-10,,955.237104,1729726.06464,22401822.3504
1982-06-11,,955.240152,1685687.77728,22411394.1552
1982-06-12,,955.27368,1864287.4982399999,22512872.5548
1982-06-13,,955.3529280000001,2838022.9632,22753302.4764
1982-06-14,,955.362072,3253940.1215999997,22780981.7676
1982-06-15,,955.374264,3229474.4063999997,22818294.5376
1982-06-16,,955.3895040000001,3449665.8432,22865006.425200004
1982-06-17,,955.386456,3523062.9888,22855644.312000003
1982-06-18,,955.392552,3498597.2736,22874356.2036
1982-06-19,,955.392552,3498597.2736,22874356.2036
1982-06-20,,955.3773120000001,3376268.6976,22827631.9812
1982-06-21,,955.36512,3229474.4063999997,22790331.546
1982-06-22,,955.38036,3278405.8368,22836957.09
1982-06-23,,955.386456,3425200.128,22855644.312000003
1982-06-24,,955.3590240000001,3229474.4063999997,22771903.354799997
1982-06-25,,955.368168,3082680.1152,22799631.985200003
1982-06-26,,955.3346400000001,2984817.2544,22697512.176000003
1982-06-27,,955.3346400000001,2984817.2544,22697512.176000003
1982-06-28,,955.3407360000001,2935885.824,22716100.7196
1982-06-29,,955.368168,3229474.4063999997,22799631.985200003
1982-06-30,,955.3529280000001,3253940.1215999997,22753302.4764
1982-07-01,,955.468752,3792185.856,23109186.126000002
1982-07-02,,955.538856,5798374.5024,23327364.068400003
1982-07-03,,955.4839920000001,5676045.9264,23156490.084
1982-07-04,,955.438272,4697417.3184,23014886.580000002
1982-07-05,,955.3986480000001,3987911.5776,22893055.7604
1982-07-06,,955.36512,3376268.6976,22790331.546
1982-07-07,,955.343784,3009282.9696,22725413.4936
1982-07-08,,955.343784,2935885.824,22730569.44
1982-07-09,,955.3468320000001,2960351.5392,22734689.2632
1982-07-10,,955.3285440000001,2789091.5328,22678972.9716
1982-07-11,,955.3224480000001,2617831.5264,22660421.432400003
1982-07-12,,955.310256,2544434.3808,22623392.362800002
1982-07-13,,955.285872,2380514.08896,22549506.9108
1982-07-14,,955.2645360000001,2204360.93952,22485254.937599998
1982-07-15,,955.224912,1908325.7856,22363596.805200003
1982-07-16,,955.2005280000001,1556019.48672,22287540.428400002
1982-07-17,,955.1791920000001,1277110.33344,22221006.5172
1982-07-18,,955.1609040000001,1069151.75424,22164093.75
1982-07-19,,955.157856,968842.32192,22154645.2932
1982-07-20,,955.1212800000001,831834.3168,22041609.186
1982-07-21,,955.0847040000001,655681.16736,21928906.118400004
1982-07-22,,955.057272,501547.1616,21844795.1172
1982-07-23,,955.0420320000001,366985.728,21798403.9344
1982-07-24,,955.04508,325394.01216,21807716.708400004
1982-07-25,,955.038984,296035.15392,21789091.1604
1982-07-26,,955.0298400000001,256890.0096,21761189.842800003
1982-07-27,,955.008504,305821.44,21696197.7816
1982-07-28,,954.987168,266676.29568,21631427.7468
1982-07-29,,954.971928,274016.01024,21585492.951599997
1982-07-30,,954.935352,308268.01152,21475158.1656
1982-07-31,,954.886584,303374.86848,21339204.0
1982-08-01,,954.822576,298481.72544,21138849.8436
1982-08-02,,954.7677120000001,296035.15392,20976967.928400002
1982-08-03,,954.715896,310714.58304,20825410.2408
1982-08-04,,954.6549360000001,330287.1552,20648455.2
1982-08-05,,954.597024,330287.1552,20474978.5728
1982-08-06,,954.529968,325394.01216,20278411.2
1982-08-07,,954.46596,325394.01216,20078612.1096
1982-08-08,,954.383664,325394.01216,19833729.3252
1982-08-09,,954.3501360000001,325394.01216,19734952.2468
1982-08-10,,954.310512,325394.01216,19618598.0784
1982-08-11,,954.295272,322947.44064,19574007.7764
1982-08-12,,954.2983200000001,320500.86912,19582925.8368
1982-08-13,,954.301368,320500.86912,19591843.8972
1982-08-14,,954.2800320000001,320500.86912,19529775.1836
1982-08-15,,954.3288,203065.43615999998,19672217.454
1982-08-16,,954.380616,144347.71968,19824687.9168
1982-08-17,,954.4385280000001,144347.71968,19996783.0464
1982-08-18,,954.499488,144347.71968,20179313.4168
1982-08-19,,954.517776,239764.00896,20234462.3076
1982-08-20,,954.5116800000001,288695.43936,20216071.1208
1982-08-21,,954.4751040000001,288695.43936,20106032.37
1982-08-22,,954.4324320000001,288695.43936,19978613.886
1982-08-23,,954.377568,288695.43936,19815671.178
1982-08-24,,954.325752,288695.43936,19663250.0544
1982-08-25,,954.2617440000001,288695.43936,19476538.1868
1982-08-26,,954.212976,288695.43936,19335502.0836
1982-08-27,,954.16116,288695.43936,19186571.7084
1982-08-28,,954.106296,305821.44,19030326.7968
1982-08-29,,954.0300960000001,330287.1552,18815343.5676
1982-08-30,,953.944752,330287.1552,18564540.0792
1982-08-31,,953.9112240000001,330287.1552,18466700.4456
1982-09-01,,953.8807440000002,330287.1552,18377988.564
1982-09-02,,953.859408,335180.29824,18316141.8768
1982-09-03,,953.831976,335180.29824,18237149.8176
1982-09-04,,953.774064,335180.29824,18071049.4008
1982-09-05,,953.743584,335180.29824,17984446.77
1982-09-06,,953.7192,335180.29824,17915297.8812
1982-09-07,,953.716152,335180.29824,17906663.5212
1982-09-08,,953.7039599999999,335180.29824,17872200.09
1982-09-09,,953.649096,330287.1552,17718163.1076
1982-09-10,,953.5759440000002,330287.1552,17514799.26
1982-09-11,,953.5302240000001,330287.1552,17388934.9608
1982-09-12,,953.4784080000001,330287.1552,17247171.1044
1982-09-13,,953.4540240000001,325394.01216,17181056.5764
1982-09-14,,953.432688,325394.01216,17123231.033999998
1982-09-15,,953.4601200000001,259336.58112,17193477.72
1982-09-16,,953.484504,217744.86528,17263786.080000002
1982-09-17,,953.539368,217744.86528,17413863.5916
1982-09-18,,953.5820400000001,220191.4368,17531660.9316
1982-09-19,,953.6125200000001,222638.00832,17616080.3028
1982-09-20,,953.682624,222638.00832,17812277.6316
1982-09-21,,953.752728,222638.00832,18010436.1936
1982-09-22,,953.801496,215298.29376,18149523.3984
1982-09-23,,953.859408,207958.5792,18316141.8768
1982-09-24,,953.926464,207958.5792,18510994.7124
1982-09-25,,954.0118080000001,207958.5792,18762069.5664
1982-09-26,,954.042288,212851.72224,18849609.642
1982-09-27,,954.112392,212851.72224,19056316.220399998
1982-09-28,,954.1703040000001,212851.72224,19221491.5272
1982-09-29,,954.2404080000001,212851.72224,19432293.259200003
1982-09-30,,954.319656,212851.72224,19663250.0544
1982-10-01,,954.395856,210405.15072,19887940.7712
1982-10-02,,954.46596,210405.15072,20087727.5268
1982-10-03,,954.539112,215298.29376,20308002.3852
1982-10-04,,954.6183599999999,215298.29376,20540056.9776
1982-10-05,,954.6976080000001,215298.29376,20780955.6216
1982-10-06,,954.776856,217744.86528,21012825.192
1982-10-07,,954.8317200000001,220191.4368,21174781.116
1982-10-08,,954.8957280000001,222638.00832,21374703.5544
1982-10-09,,954.9658320000001,237317.43744,21585492.951599997
1982-10-10,,955.0024080000001,320500.86912,21696197.7816
1982-10-11,,955.0176480000001,391451.4432,21742613.634
1982-10-12,,955.0115519999999,398791.15776,21724049.76
1982-10-13,,955.005456,381665.15712,21705473.5512
1982-10-14,,955.005456,362092.58496,21705473.5512
1982-10-15,,955.0115519999999,366985.728,21724049.76
1982-10-16,,955.020696,398791.15776,21751914.073200002
1982-10-17,,955.0146000000001,418363.72992,21733337.8644
1982-10-18,,955.005456,408577.44384,21705473.5512
1982-10-19,,955.0024080000001,408577.44384,21696197.7816
1982-10-20,,955.008504,415917.1584,21714773.9904
1982-10-21,,955.0146000000001,408577.44384,21733337.8644
1982-10-22,,955.0176480000001,401237.72927999997,21742613.634
1982-10-23,,955.0237440000001,420810.30144,21761189.842800003
1982-10-24,,955.0237440000001,440382.8736,21761189.842800003
1982-10-25,,955.0176480000001,435489.73056,21742613.634
1982-10-26,,955.020696,457508.87424,21751914.073200002
1982-10-27,,955.0176480000001,472188.30336,21742613.634
1982-10-28,,955.0115519999999,462402.01728,21724049.76
1982-10-29,,955.0328880000001,516226.59072,21779790.7212
1982-10-30,,955.051176,606749.73696,21835667.3652
1982-10-31,,955.051176,611642.88,21835667.3652
1982-11-01,,955.038984,574944.3072,21798403.9344
1982-11-02,,955.026792,528459.44832,21770490.282
1982-11-03,,955.0176480000001,494207.44704,21742613.634
1982-11-04,,955.0237440000001,481974.58944,21761189.842800003
1982-11-05,,955.0237440000001,489314.304,21761189.842800003
1982-11-06,,955.026792,501547.1616,21770490.282
1982-11-07,,955.020696,489314.304,21751914.073200002
1982-11-08,,955.0146000000001,474634.87488,21733337.8644
1982-11-09,,955.0176480000001,481974.58944,21742613.634
1982-11-10,,955.0146000000001,503993.73312,21733337.8644
1982-11-11,,955.0146000000001,489314.304,21733337.8644
1982-11-12,,955.005456,447722.58816,21705473.5512
1982-11-13,,954.99936,445276.01664,21686934.3468
1982-11-14,,954.993264,408577.44384,21668432.1468
1982-11-15,,954.993264,366985.728,21668432.1468
1982-11-16,,955.005456,418363.72992,21705473.5512
1982-11-17,,955.0176480000001,467295.16031999997,21742613.634
1982-11-18,,955.0359360000001,511333.44768,21789091.1604
1982-11-19,,955.038984,562711.4495999999,21798403.9344
1982-11-20,,955.026792,533352.59136,21770490.282
1982-11-21,,955.0146000000001,501547.1616,21733337.8644
1982-11-22,,954.993264,455062.30272,21668432.1468
1982-11-23,,954.971928,359646.01344,21603970.482
1982-11-24,,954.974976,320500.86912,21612974.886
1982-11-25,,954.974976,332733.72672,21612974.886
1982-11-26,,954.993264,340073.44127999997,21668432.1468
1982-11-27,,954.99936,371878.87104,21686934.3468
1982-11-28,,955.005456,398791.15776,21705473.5512
1982-11-29,,955.0146000000001,445276.01664,21733337.8644
1982-11-30,,955.0115519999999,457508.87424,21724049.76
1982-12-01,,955.0115519999999,459955.44576,21724049.76
1982-12-02,,955.020696,440382.8736,21751914.073200002
1982-12-03,,955.008504,464848.58879999997,21714773.9904
1982-12-04,,955.0420320000001,503993.73312,21807716.708400004
1982-12-05,,955.0481280000001,609196.30848,21826342.2564
1982-12-06,,955.063368,658127.73888,21872795.1132
1982-12-07,,955.0420320000001,682593.4540799999,21807716.708400004
1982-12-08,,955.0146000000001,516226.59072,21733337.8644
1982-12-09,,954.99936,420810.30144,21686934.3468
1982-12-10,,954.99936,420810.30144,21686934.3468
1982-12-11,,954.9963120000001,406130.87231999997,21677695.5816
1982-12-12,,954.9963120000001,396344.58624,21677695.5816
1982-12-13,,955.008504,415917.1584,21714773.9904
1982-12-14,,955.008504,445276.01664,21714773.9904
1982-12-15,,955.0115519999999,459955.44576,21724049.76
1982-12-16,,955.051176,481974.58944,21835667.3652
1982-12-17,,955.081656,645894.88128,21928906.118400004
1982-12-18,,955.0847040000001,802475.4585599999,21938280.5664
1982-12-19,,955.063368,704612.59776,21872795.1132
1982-12-20,,955.06032,621429.16608,21863445.334799998
1982-12-21,,955.081656,587177.1648,21928906.118400004
1982-12-22,,955.087752,778009.74336,21947655.014399998
1982-12-23,,955.069464,880765.7472,21891482.3352
1982-12-24,,955.038984,719292.02688,21798403.9344
1982-12-25,,955.0024080000001,506440.30464,21696197.7816
1982-12-26,,955.008504,433043.15904,21714773.9904
1982-12-27,,954.9841200000001,391451.4432,21640678.8468
1982-12-28,,954.962784,366985.728,21576291.1908
1982-12-29,,954.9597360000001,327840.58368,21567077.095200002
1982-12-30,,954.9536400000001,315607.72608,21548661.2388
1982-12-31,,954.9536400000001,310714.58304,21548661.2388
1983-01-01,,954.950592,291142.01088,21539459.478
1983-01-02,,954.9536400000001,283802.29632,21548661.2388
1983-01-03,,954.971928,318054.2976,21603970.482
1983-01-04,,954.9841200000001,357199.44192,21640678.8468
1983-01-05,,954.99936,369432.29952,21686934.3468
1983-01-06,,955.0237440000001,501547.1616,21761189.842800003
1983-01-07,,955.078608,768223.45728,21919568.674799997
1983-01-08,,955.1304240000001,1093617.46944,22079082.3084
1983-01-09,,955.145664,1147442.04288,22126275.253200002
1983-01-10,,955.1060400000001,927250.6060799999,22003975.7112
1983-01-11,,955.07556,726631.74144,21910206.5616
1983-01-12,,955.051176,614089.45152,21835667.3652
1983-01-13,,955.0481280000001,548032.02048,21826342.2564
1983-01-14,,955.0237440000001,513780.0192,21761189.842800003
1983-01-15,,955.0176480000001,474634.87488,21742613.634
1983-01-16,,955.0237440000001,484421.16096,21761189.842800003
1983-01-17,,955.020696,486867.73248,21751914.073200002
1983-01-18,,955.0237440000001,484421.16096,21761189.842800003
1983-01-19,,955.0481280000001,579837.45024,21826342.2564
1983-01-20,,955.0664160000001,726631.74144,21882132.5568
1983-01-21,,955.063368,707059.16928,21872795.1132
1983-01-22,,955.0542240000001,680146.8825599999,21844795.1172
1983-01-23,,955.0481280000001,604303.16544,21826342.2564
1983-01-24,,955.0542240000001,611642.88,21844795.1172
1983-01-25,,955.0725120000001,741311.17056,21900844.448400002
1983-01-26,,955.069464,866086.31808,21891531.674399998
1983-01-27,,955.0664160000001,1157228.32896,21882218.9004
1983-01-28,,955.063368,1201266.61632,21872906.1264
1983-01-29,,955.06032,1020220.32384,21863593.3524
1983-01-30,,955.057272,851406.88896,21854292.913200002
1983-01-31,,955.0542240000001,763330.31424,21844980.139200002
1983-02-01,,955.051176,726631.74144,21835667.3652
1983-02-02,,955.0481280000001,692379.74016,21826354.591199998
1983-02-03,,955.04508,631215.45216,21817041.8172
1983-02-04,,955.0328880000001,535799.16288,21786957.240000002
1983-02-05,,955.04508,479528.01792,21822530.8032
1983-02-06,,955.057272,479528.01792,21858116.701199997
1983-02-07,,955.069464,489314.304,21893690.264399998
1983-02-08,,955.078608,530906.01984,21929263.8276
1983-02-09,,955.0908000000001,518673.16224,21964849.7256
1983-02-10,,955.1029920000001,548032.02048,22000423.2888
1983-02-11,,955.115184,611642.88,22035996.852
1983-02-12,,955.127376,846513.74592,22071570.415200002
1983-02-13,,955.139568,1235518.6176,22107156.3132
1983-02-14,,955.148712,1396992.33792,22142729.8764
1983-02-15,,955.1609040000001,1250198.04672,22178303.439600002
1983-02-16,,955.173096,1218392.61696,22213889.3376
1983-02-17,,955.185288,1350507.47904,22249462.9008
1983-02-18,,955.240152,1759084.92288,22411381.8204
1983-02-19,,955.2584400000001,2130963.79392,22466851.416
1983-02-20,,955.221864,2030654.3616,22354025.0004
1983-02-21,,955.206624,1695474.06336,22306548.355200004
1983-02-22,,955.203576,1641649.48992,22297025.8896
1983-02-23,,955.2005280000001,1609844.0601599999,22287503.424
1983-02-24,,955.2005280000001,1573145.48736,22287503.424
1983-02-25,,955.191384,1536446.91456,22268483.1624
1983-02-26,,955.1822400000001,1514427.77088,22239965.104799997
1983-02-27,,955.173096,1433690.91072,22211496.3864
1983-02-28,,955.163952,1352954.05056,22183040.002800003
1983-03-01,,955.173096,1328488.33536,22211496.3864
1983-03-02,,955.19748,1470389.48352,22278005.628
1983-03-03,,955.221864,1717493.20704,22354025.0004
1983-03-04,,955.291968,2182341.79584,22567910.432400003
1983-03-05,,955.30416,2617831.5264,22604865.4932
1983-03-06,,955.2706320000001,2519968.6656,22503621.4548
1983-03-07,,955.2462480000002,2140750.08,22430106.0468
1983-03-08,,955.2432,1989062.64576,22420953.625200003
1983-03-09,,955.2462480000002,1986616.07424,22430106.0468
1983-03-10,,955.2432,1937684.64384,22420953.625200003
1983-03-11,,955.2462480000002,2020868.07552,22430106.0468
1983-03-12,,955.267584,2187234.93888,22494432.028800003
1983-03-13,,955.285872,2642297.2416,22549494.576
1983-03-14,,955.285872,2960351.5392,22549494.576
1983-03-15,,955.285872,2960351.5392,22549494.576
1983-03-16,,955.30416,2813557.248,22604865.4932
1983-03-17,,955.291968,2642297.2416,22567910.432400003
1983-03-18,,955.2645360000001,2446571.52,22485217.9332
1983-03-19,,955.255392,2275311.5136,22457661.990000002
1983-03-20,,955.2492960000001,2150536.36608,22439307.8076
1983-03-21,,955.2523440000001,2077139.22048,22448472.564
1983-03-22,,955.240152,2033100.93312,22411381.8204
1983-03-23,,955.234056,1991509.21728,22392238.2108
1983-03-24,,955.2279599999999,1923005.21472,22373131.605600003
1983-03-25,,955.215768,1888753.21344,22334930.73
1983-03-26,,955.2188160000001,1803123.21024,22344477.8652
1983-03-27,,955.2188160000001,1830035.49696,22344477.8652
1983-03-28,,955.221864,1847161.4976,22354025.0004
1983-03-29,,955.2188160000001,1820249.21088,22344477.8652
1983-03-30,,955.215768,1812909.49632,22334930.73
1983-03-31,,955.209672,1783550.63808,22315873.463999998
1983-04-01,,955.209672,1715046.63552,22315873.463999998
1983-04-02,,955.206624,1746852.06528,22306548.355200004
1983-04-03,,955.203576,1732172.63616,22297025.8896
1983-04-04,,955.206624,1732172.63616,22306548.355200004
1983-04-05,,955.2127200000001,1705260.34944,22325408.264399998
1983-04-06,,955.203576,1648989.20448,22297025.8896
1983-04-07,,955.2005280000001,1634309.77536,22287503.424
1983-04-08,,955.188336,1578038.6304,22258973.0316
1983-04-09,,955.19748,1565805.7728,22278005.628
1983-04-10,,955.188336,1575592.05888,22258973.0316
1983-04-11,,955.1791920000001,1565805.7728,22230454.974
1983-04-12,,955.1822400000001,1519320.91392,22239965.104799997
1983-04-13,,955.173096,1465496.34048,22211496.3864
1983-04-14,,955.1791920000001,1431244.3392,22230454.974
1983-04-15,,955.1761440000001,1394545.7664,22220969.5128
1983-04-16,,955.173096,1357847.1935999999,22211496.3864
1983-04-17,,955.1761440000001,1355400.62208,22220969.5128
1983-04-18,,955.1822400000001,1377419.7657599999,22239965.104799997
1983-04-19,,955.185288,1411671.76704,22249462.9008
1983-04-20,,955.19748,1475282.62656,22278005.628
1983-04-21,,955.188336,1509534.62784,22258973.0316
1983-04-22,,955.206624,1575592.05888,22306548.355200004
1983-04-23,,955.2310080000001,1717493.20704,22382691.075600002
1983-04-24,,955.261488,2145643.22304,22476040.842000004
1983-04-25,,955.2584400000001,2265525.22752,22466851.416
1983-04-26,,955.2645360000001,2275311.5136,22485217.9332
1983-04-27,,955.2584400000001,2199467.79648,22466851.416
1983-04-28,,955.2706320000001,2238612.9408,22503621.4548
1983-04-29,,955.261488,2292437.51424,22476040.842000004
1983-04-30,,955.255392,2245952.6553599997,22457661.990000002
1983-05-01,,955.2492960000001,2209254.08256,22439307.8076
1983-05-02,,955.2523440000001,2189681.5104,22448472.564
1983-05-03,,955.221864,1979276.35968,22354025.0004
1983-05-04,,955.2279599999999,1893646.35648,22373131.605600003
1983-05-05,,955.234056,1957257.216,22392238.2108
1983-05-06,,955.2584400000001,2148089.79456,22466851.416
1983-05-07,,955.2645360000001,2263078.656,22485217.9332
1983-05-08,,955.2492960000001,2294884.08576,22439307.8076
1983-05-09,,955.2462480000002,2243506.08384,22430106.0468
1983-05-10,,955.234056,2187234.93888,22392238.2108
1983-05-11,,955.2005280000001,1905879.21408,22287503.424
1983-05-12,,955.167,1580485.20192,22192525.463999998
1983-05-13,,955.15176,1308915.7632,22145172.1668
1983-05-14,,955.139568,1186587.1872,22107353.67
