date,storage(m3),wse(m),outflow(m3/d),inflow(m3/d),avg air temperature (C),min air temperature (C),max air temperature (C)
1982-03-06,154085088.12,763.0607040000001,2446.57152,510648.4076544,-2.283231599999997,-7.838831599999997,5.155716800000004
1982-03-07,154564911.84,763.11252,2446.57152,482268.1780224,-0.8332199999999972,-7.838831599999997,9.205749200000003
1982-03-08,155657775.12,763.1765280000001,2446.57152,1095305.6037888,-1.1887783999999968,-7.916609999999999,6.244614400000003
1982-03-09,157747290.24,763.453896,7339.71456,2096858.5869311998,2.7834756000000027,-0.7554415999999975,4.689046400000002
1982-03-10,159983589.48,763.6916400000001,9786.28608,2246074.9839359997,1.3834644000000047,-4.022134399999997,6.866841600000004
1982-03-11,162175483.44,763.9232880000001,7339.71456,2199223.139328,-2.288787199999998,-3.944355999999999,0.9556832000000028
1982-03-12,163623588.96,764.0513040000001,4893.14304,1452994.3600128,-1.8110055999999979,-3.322128799999998,-0.4443279999999987
1982-03-13,165081562.32,764.2280880000001,4893.14304,1462878.5089536,0.2334552000000052,-1.3776687999999986,3.911262400000002
1982-03-14,166017773.64000002,764.3256240000001,4893.14304,941098.2008832,-1.105444399999996,-3.8665775999999976,0.6445696000000005
1982-03-15,166805967.36,764.4079200000001,4893.14304,793080.6239232001,-3.844355199999999,-8.227723599999997,0.4890128000000047
1982-03-16,167512751.4,764.481072,4893.14304,711683.1894528,-4.188802399999997,-13.361097999999998,6.011279200000004
1982-03-17,168135658.8,764.54508,4893.14304,627790.252032,-2.8776807999999967,-10.794410799999998,6.244614400000003
1982-03-18,168727729.2,764.6060400000001,4893.14304,596963.45088,-2.149897199999998,-9.077730399999998,4.689046400000002
1982-03-19,169290196.08,764.663952,4893.14304,567359.935488,-1.7054491999999968,-7.216604399999998,2.044580800000002
1982-03-20,169762618.92000002,764.7127200000001,4893.14304,477326.10355199996,-0.6776631999999978,-4.722139999999998,3.133478400000005
1982-03-21,170268345.72,764.7645360000001,2446.57152,508177.3704192,-1.110999999999997,-7.761053199999997,6.789063200000001
1982-03-22,170745702.48,764.813304,2446.57152,479797.1407872,-0.22210399999999808,-6.905490799999997,7.261289200000004
1982-03-23,171252662.76,764.86512,2446.57152,509400.6561792,4.039041200000003,-5.111031999999998,6.477949600000002
1982-03-24,171790460.04,764.919984,2446.57152,540251.9230464,1.4779096000000003,-5.811037599999999,9.750198000000001
1982-03-25,172357860.84,764.977896,2446.57152,569855.4384383999,1.6390220000000042,-6.433264799999996,11.461322800000005
1982-03-26,173014072.2,765.044952,2446.57152,658665.9846144001,1.0112392000000021,-1.6887823999999974,5.000160000000005
1982-03-27,173676450.96,765.1120080000001,4893.14304,667277.9163648001,-0.9554431999999977,-6.355486399999998,4.922381600000001
1982-03-28,174278389.2,765.172968,2446.57152,604376.5625856,-1.8332279999999983,-5.4999239999999965,1.1112400000000022
1982-03-29,174790283.4,765.224784,2446.57152,514342.7306496,-2.7776799999999984,-5.8888159999999985,2.511251200000004
1982-03-30,175331781.12,765.2796480000001,2446.57152,543946.2460416,-1.6110039999999977,-5.0332535999999966,4.533489599999999
1982-03-31,175812838.32,765.3284160000001,2446.57152,483515.9294976,-3.033237599999998,-7.916609999999999,0.8779048000000031
1982-04-01,176266758.96,765.3741360000001,2446.57152,456358.9856256,-2.4498995999999984,-8.772172399999997,5.855722400000001
1982-04-02,176691076.08,765.4168080000001,2446.57152,426755.4702336,-0.9387763999999983,-3.166571999999997,1.4223536000000045
1982-04-03,177146230.2,765.4625280000001,2446.57152,457606.7371008,-1.2665567999999965,-3.3999071999999977,0.33345600000000175
1982-04-04,177506406.36,765.483864,2446.57152,362630.8306944,-1.1221111999999955,-3.2443503999999983,1.4223536000000045
1982-04-05,177965260.92000002,765.5448240000001,2446.57152,461301.06009600003,-1.249889999999997,-10.172183599999999,6.633506400000002
1982-04-06,178299534.0,765.578352,2446.57152,336721.6382976,-1.766560799999997,-6.822156799999998,4.3834884000000045
1982-04-07,178633807.08,765.61188,2446.57152,336721.6382976,-3.227683599999997,-7.988832799999997,3.4501476000000046
1982-04-08,178906406.16,765.639312,2446.57152,275043.5702784,-1.8665615999999972,-9.544400799999998,4.927937200000002
1982-04-09,179271516.24,765.675888,2446.57152,367548.43944959994,1.433464800000003,-7.6777191999999985,11.927993200000003
1982-04-10,179761207.8,765.724656,2446.57152,492127.861248,2.1056924000000024,-6.355486399999998,9.361306000000003
1982-04-11,180678916.92000002,765.816096,2446.57152,920155.5486720001,1.6334664000000032,-0.5221063999999984,4.616823600000004
1982-04-12,181871692.08,765.934968,4893.14304,1197670.1561856,1.3890200000000021,-1.2221119999999956,4.7723804000000065
1982-04-13,182980590.6,766.044696,4893.14304,1113801.68448,-0.8387755999999982,-6.5888215999999975,1.816801200000004
1982-04-14,183751515.6,766.120896,166366.86336,937281.549312,-3.0499043999999973,-6.744378399999999,0.41679000000000244
1982-04-15,184058652.12,766.151376,491760.87552,798903.4641408001,-1.255445599999998,-3.166571999999997,1.194574000000003
1982-04-16,184212837.12,766.1666160000001,494207.44704,648390.3842304,-0.638773999999998,-7.211048799999999,3.4501476000000046
1982-04-17,184460766.6,766.191,494207.44704,742143.0048767999,-1.4443359999999998,-3.2443503999999983,0.7279036000000048
1982-04-18,184522440.6,766.197096,496654.01856,558332.0865792,-2.561011599999997,-7.211048799999999,0.8056820000000045
1982-04-19,184490370.12,766.1940480000001,496654.01856,464579.46593279997,-0.2109927999999961,-11.488860799999998,8.583522000000006
1982-04-20,184460766.6,766.191,499100.59008,469497.074688,1.583466000000005,-8.688838399999998,10.605760400000005
1982-04-21,184490370.12,766.1940480000001,499100.59008,528704.105472,3.3723692000000014,-6.511043199999998,15.278020000000005
1982-04-22,184737066.12,766.2184320000001,501547.1616,748234.9679615999,2.7223640000000024,-6.122151199999998,14.189122400000002
1982-04-23,185262528.6,766.2702480000002,506440.30464,1031914.9357056,3.5168148000000024,-1.0665551999999998,20.022502400000008
1982-04-24,185790458.04,766.322064,511333.44768,1039254.6502656,0.30567800000000034,-5.266588799999997,4.461266800000004
1982-04-25,186195039.48,766.3616880000001,511333.44768,915922.9799424,1.666800000000002,-7.755497599999998,12.472442000000004
1982-04-26,186661294.92000002,766.407408,513780.0192,980047.6194815999,1.6056884000000018,-5.733259199999997,9.8279764
1982-04-27,187313805.84,766.4714160000001,513780.0192,1166280.643584,3.1557008000000017,-3.166571999999997,9.8279764
1982-04-28,188340061.2,766.572,516226.59072,1542489.9462144,0.8112376000000019,-1.0665551999999998,2.4390284000000015
1982-04-29,188769312.24,766.5811440000001,516226.59072,945477.563904,1.4667984000000018,-1.8443391999999985,5.550164400000003
1982-04-30,189166492.8,766.584192,518673.16224,915849.5827968,3.644593600000004,-3.8665775999999976,12.550220400000004
1982-05-01,189916448.64000002,766.584192,697272.8832,1447220.4512256,3.7223720000000036,-1.299890399999999,10.139090000000003
1982-05-02,191397858.12,766.870704,883212.31872,2364611.37408,1.8779128000000043,-2.233231199999997,5.472386000000004
1982-05-03,192183584.88,766.946904,885658.89024,1671375.3338879999,-0.638773999999998,-1.6110039999999977,1.7390228000000043
1982-05-04,192246492.36,766.9530000000001,1159674.90048,1222576.2542591998,0.6334584000000021,-3.8665775999999976,5.394607600000004
1982-05-05,191806140.0,766.910328,1514427.77088,1074069.3629951999,3.077922400000002,-4.566583199999997,10.061311600000003
1982-05-06,191491602.6,766.8798480000002,1516874.3424,1202343.1077888,5.844611200000006,-0.4443279999999987,10.839095600000004
1982-05-07,191712395.52,766.9011840000001,1516874.3424,1737677.42208,2.3112496,0.6445696000000005,3.833484000000002
1982-05-08,191806140.0,766.910328,1519320.91392,1613073.5345664,2.3834724000000023,-0.6776631999999978,5.466830400000006
1982-05-09,191899884.48,766.919472,1521767.48544,1615520.1060864,3.877928800000003,1.2667968000000016,7.494624400000003
1982-05-10,192025699.44,766.931664,1524214.05696,1650041.2302336,4.583490000000005,2.1223592000000018,7.961294800000001
1982-05-11,192435214.8,766.9712880000001,1526660.62848,1936167.7694976,5.844611200000006,2.744586400000003,12.161328400000006
1982-05-12,192875567.16,767.01396,1529107.2,1969465.6078848,4.566823200000002,1.9668024000000024,6.633506400000002
1982-05-13,193195038.48,767.041392,1529107.2,1848580.5090816,5.716832400000001,-0.7554415999999975,11.461322800000005
1982-05-14,193367725.68,767.056632,1830035.49696,2002714.5148416,6.327948400000004,-0.18321479999999823,11.383544400000005
1982-05-15,193693364.4,767.093208,2126070.65088,2451709.320192,7.450179600000002,-0.1332143999999964,14.728015600000006
1982-05-16,194353276.2,767.1572160000001,2126070.65088,2785984.3869696,8.583522000000006,0.5667912000000044,17.6835948
1982-05-17,194636976.6,767.1846480000002,2688782.10048,2972486.5339392,4.611268000000003,2.9001432000000023,7.100176800000003
1982-05-18,193977064.8,767.1206400000001,3082680.1152,2422766.3791104,3.022366400000003,-2.388787999999998,6.322392800000003
1982-05-19,192938474.64000002,767.020056,3077786.97216,2039192.8962047999,5.644609600000003,-2.7776799999999984,14.028010000000005
1982-05-20,191956624.56,766.919472,3065554.11456,2083696.0321536,7.505735600000001,-2.388787999999998,17.372481200000003
1982-05-21,191085787.68,766.840224,3395841.26976,2525008.6029312,9.816865200000006,2.8223648000000026,16.828032400000005
1982-05-22,190337065.32,766.767072,3787292.71296,3038568.4306944,5.444608000000002,1.5001320000000042,6.944620000000004
1982-05-23,189072748.32,766.6360080000001,3775059.85536,2510745.0909696,8.216852400000004,0.411234400000005,15.816913200000002
1982-05-24,187966316.76,766.535424,3762826.99776,2656389.4935552,11.466878400000002,2.9001432000000023,20.405838800000005
1982-05-25,188152572.24,766.553712,3476578.1299199997,3662835.6197376004,8.527966000000003,0.6445696000000005,12.161328400000006
1982-05-26,188277153.72,766.565904,2913866.68032,3038446.1021184,3.5501484000000048,1.8890240000000027,4.533489599999999
1982-05-27,187438387.32,766.483608,2908973.53728,2070215.4230783999,4.733491200000003,1.6556888,7.3390676000000035
1982-05-28,186442968.96,766.386072,2901633.82272,1906221.7340928,5.100160800000001,-1.144333599999996,13.561339600000004
1982-05-29,185448784.08,766.2885360000001,2889400.96512,1895212.1622527998,7.472402000000006,0.8001263999999999,15.816913200000002
1982-05-30,184644555.12,766.209288,2877168.10752,2072931.1174656,9.444640000000003,-1.533225599999998,19.083606000000003
1982-05-31,184029048.6,766.1483280000001,2864935.24992,2249426.7869184,9.677975200000006,0.8001263999999999,18.772492400000004
1982-06-01,183412308.6,766.087368,2850255.8208,2233524.0720384,6.022390400000006,5.155716800000004,6.944620000000004
1982-06-02,182701824.12,766.017264,2603152.09728,1892667.727872,5.827944400000003,1.1112400000000022,9.8279764
1982-06-03,182609313.12,766.0081200000001,1817802.63936,1725297.7701888,5.522386400000002,0.33901160000000274,9.983533200000004
1982-06-04,182980590.6,766.044696,1203713.18784,1574980.416,5.0334936000000035,-1.766560799999997,8.505743600000006
1982-06-05,183287727.12,766.075176,1201266.61632,1508409.2049407999,5.133494400000004,3.2890352000000043,7.727959600000002
1982-06-06,183534423.12,766.09956,1198820.0448,1445507.8511616,5.433496800000004,1.6556888,8.739078800000001
1982-06-07,183998211.6,766.14528,1020220.32384,1484016.8868864002,6.839063600000003,-0.9887767999999966,12.705777200000004
1982-06-08,184737066.12,766.2184320000001,851406.88896,1590271.488,9.772420400000005,-0.5998847999999981,16.594697200000006
1982-06-09,185759621.04,766.319016,851406.88896,1873951.4557440002,12.083550000000002,2.433472800000004,21.266956800000003
1982-06-10,187250898.36,766.46532,851406.88896,2342690.0932608,13.305782000000004,1.811245600000003,22.511411200000005
1982-06-11,189056713.08,766.642104,851406.88896,2657221.3278719997,14.516902800000004,2.5890296,23.522530400000008
1982-06-12,191054950.68,766.837176,856300.032,2854537.32096,11.144653600000005,8.816857200000001,14.961350800000005
1982-06-13,192623937.24,766.989576,861193.17504,2430179.490816,9.211304800000004,8.272408400000003,10.139090000000003
1982-06-14,193504641.96,767.07492,1328488.33536,2209205.1511296,10.755761600000003,7.494624400000003,14.105788400000005
1982-06-15,193504641.96,767.07492,2172555.50976,2172555.50976,12.928001200000004,6.1668360000000035,19.5502764
1982-06-16,193347990.0,767.05968,2529754.95168,2373100.9772544,14.600236800000005,8.039073200000004,20.483617200000005
1982-06-17,193347990.0,767.05968,2529754.95168,2529754.95168,18.150265200000007,7.494624400000003,28.967018400000008
1982-06-18,193725434.88,767.0962559999999,2529754.95168,2907212.0057856,18.1891544,5.622387200000002,28.81146160000001
1982-06-19,193944994.32,767.1175920000001,2529754.95168,2749310.2798848,17.528038000000002,5.700165600000002,27.567007200000006
1982-06-20,194070809.28,767.129784,2534648.09472,2660475.2679936,18.089153600000003,11.227987600000006,25.000320000000002
1982-06-21,193850016.36,767.1084480000001,2534648.09472,2313845.01504,14.405790800000005,8.272408400000003,19.316941200000002
1982-06-22,193253012.04,767.0505360000001,2532201.5232,1935189.1408896,14.866905600000003,7.022398400000004,20.950287600000003
1982-06-23,192812659.68,767.007864,2245952.6553599997,1805594.2474751999,16.000248,6.089057600000004,22.900303200000003
1982-06-24,193418298.36,767.038344,1565805.7728,2171454.552576,17.078034400000007,5.389052000000003,28.967018400000008
1982-06-25,194606139.6,767.1816,1203713.18784,2391548.1265152,15.433576800000004,11.072430800000003,20.328060400000005
1982-06-26,194593804.8,767.1572160000001,1203713.18784,1191382.4673792,13.333560000000006,9.127970800000003,17.061367600000004
1982-06-27,194606139.6,767.1816,1208606.33088,1220937.0513408,11.389100000000003,8.583522000000006,14.728015600000006
1982-06-28,194480324.64000002,767.1694080000001,1291789.76256,1165962.5892864,12.216884400000005,8.583522000000006,16.361362000000007
1982-06-29,194101646.28,767.1328320000001,1443477.1968,1064796.8569344,12.683554800000003,10.7613172,14.6502372
1982-06-30,193788342.36,767.102352,1443477.1968,1130169.2479488,11.572434800000003,10.216868400000003,12.550220400000004
1982-07-01,193504641.96,767.07492,1257537.76128,973833.3278208,9.894643600000006,9.050192400000004,11.072430800000003
1982-07-02,193457769.72,767.0627280000001,1069151.75424,1022275.4439168,10.489092800000005,8.116851600000004,13.561339600000004
1982-07-03,193567549.44,767.0810160000001,1071598.32576,1181375.9898624,8.416854000000004,6.633506400000002,11.227987600000006
1982-07-04,193472571.48,767.071872,1071598.32576,976622.4193536,8.722412000000006,6.711284800000001,11.6168796
1982-07-05,193253012.04,767.0505360000001,1071598.32576,852042.9975552,9.594641200000005,7.416846000000003,13.483561200000004
1982-07-06,192945875.52,767.017008,1071598.32576,764455.7371392,11.811325600000004,3.911262400000002,19.939168400000007
1982-07-07,192717681.72,766.99872,1071598.32576,843406.6000896001,10.339091600000003,6.555728000000002,12.6279988
1982-07-08,192340236.84,766.9621440000001,1069151.75424,691694.7001344,12.300218400000006,5.700165600000002,18.072486800000007
1982-07-09,191994862.44,766.928616,1069151.75424,723769.2527616,12.839111600000003,4.844603200000002,19.316941200000002
1982-07-10,191712395.52,766.9011840000001,1066705.18272,784248.500736,14.655792800000008,5.077938400000004,22.044740800000007
1982-07-11,191397858.12,766.870704,1066705.18272,752173.9481088,16.139138000000003,10.216868400000003,21.50029200000001
1982-07-12,191022880.2,766.8341280000001,1149888.6144,774902.5975296,16.228027600000004,7.727959600000002,22.511411200000005
1982-07-13,190523320.8,766.78536,1277110.33344,777544.8947712,13.400227200000003,8.8946356,18.694714000000005
1982-07-14,190086668.88,766.742688,1399438.90944,962774.8245503999,6.477949600000002,4.766824800000002,8.194630000000004
1982-07-15,189680853.96,766.703064,1455710.0544,1049897.2363775999,6.461282800000003,4.766824800000002,7.961294800000001
1982-07-16,189129488.4,766.642104,1455710.0544,904350.6966528,11.205765200000005,5.077938400000004,18.539157200000005
1982-07-17,188652131.64000002,766.60248,1450816.91136,973466.3420928,14.511347200000003,6.633506400000002,20.79473080000001
1982-07-18,187612308.0,766.4897040000001,1450816.91136,410999.5496448,13.905786800000005,9.439084400000006,18.772492400000004
1982-07-19,186598387.44,766.4013120000001,1536446.91456,522514.2795264,15.111352000000004,10.916874000000004,20.300282400000007
1982-07-20,185479621.08,766.2915840000001,1680794.63424,562026.4095743999,14.4113464,10.216868400000003,19.161384400000003
1982-07-21,184120326.12,766.157472,1803123.21024,443832.5394432,9.000192000000006,5.311273600000003,11.150209200000003
1982-07-22,182487198.6,765.995928,2030654.3616,397518.9405696,10.705761200000005,0.33345600000000175,16.594697200000006
1982-07-23,180893542.44,765.837432,2135856.93696,542209.1802624,13.716896400000003,6.1668360000000035,20.483617200000005
1982-07-24,179032221.12,765.6454080000001,2221486.9401599998,360159.7934592,15.394687600000005,4.222376000000004,27.100336800000008
1982-07-25,177297948.24,765.477768,2214147.2256,479870.53793279995,17.472482000000007,5.466830400000006,29.355910400000006
1982-07-26,175572309.72,765.3040320000001,2204360.93952,478720.64931839996,19.805834000000004,8.272408400000003,31.61148400000001
1982-07-27,173971252.68,765.130296,2197021.22496,595960.3565568,20.700285600000008,8.116851600000004,33.167052000000005
1982-07-28,172597155.96,765.00228,2189681.5104,815589.0819072,19.416942000000006,15.739134800000002,26.867001600000002
1982-07-29,170684028.48,764.779776,2182341.79584,269220.73006080004,17.566927200000002,13.094669200000006,24.611428000000004
1982-07-30,168772134.48,764.6060400000001,2175002.08128,263104.3012608,13.833564000000003,11.383544400000005,20.250282000000006
1982-07-31,166923147.96,764.420112,2162769.22368,313772.79744,11.211320800000003,9.750198000000001,13.950231600000002
1982-08-01,165111165.84,764.2311360000001,2152982.9376,341003.13845759997,8.922413600000006,7.650181200000006,9.905754800000004
1982-08-02,163334954.64000002,764.045208,2145643.22304,369432.29952,10.727983600000005,7.572402800000006,12.939112400000003
1982-08-03,161537774.28,763.8562320000001,2138303.50848,341125.4670336,11.716880400000004,7.494624400000003,15.278020000000005
1982-08-04,159724558.68,763.664208,2126070.65088,312843.1002624,11.939104400000005,5.861278000000002,16.989144800000005
1982-08-05,157918743.96,763.472184,2116284.3648,310469.925888,12.950223600000005,3.0557000000000016,20.405838800000005
1982-08-06,156122797.08,763.28016,2108944.65024,312989.8945536,15.700245600000002,5.622387200000002,26.555888000000003
1982-08-07,154367555.04,763.091184,2099158.36416,343914.55856639997,18.705825200000007,7.261289200000004,31.61148400000001
1982-08-08,152588876.88,762.8991599999999,2089372.07808,310690.1173248,18.5947132,14.028010000000005,22.744746400000004
1982-08-09,150853370.52,762.710184,2082032.36352,346532.39009279996,14.944684000000002,11.6168796,19.083606000000003
1982-08-10,149099361.96,762.51816,2072246.07744,318225.5576064,11.494656400000004,10.450203600000005,13.328004400000005
1982-08-11,147304648.56,762.3200400000001,2062459.79136,267752.7871488,11.144653600000005,9.750198000000001,12.6279988
1982-08-12,145577776.56,762.1280160000001,2052673.50528,325809.9293184,9.522418400000003,8.116851600000004,11.150209200000003
1982-08-13,143992754.76,761.9512320000001,2045333.79072,460322.43148800003,9.9279772,8.505743600000006,10.839095600000004
1982-08-14,142265882.76,761.890272,2035547.50464,308683.9286784,10.4835372,5.077938400000004,15.505799600000003
1982-08-15,140539010.76,761.5641360000001,2025761.21856,298897.6425984,11.266876800000006,3.366813600000004,18.072486800000007
1982-08-16,138812138.76,761.3660160000001,2015974.93248,289111.3565184,12.411330400000004,5.077938400000004,18.150265200000007
1982-08-17,136902711.72,761.14656,2182341.79584,272915.053056,12.127994800000003,3.5223704000000033,19.316941200000002
1982-08-18,134874870.6,760.911864,2297330.65728,269489.85292800004,13.589117600000005,3.9890408000000015,22.666968000000004
1982-08-19,132886500.84,760.6802160000001,2285097.79968,296720.1939456,16.700253600000003,5.466830400000006,29.667024000000012
1982-08-20,130910465.88,760.448568,2272864.94208,296818.05680639995,18.983605200000007,12.161328400000006,28.344791200000003
1982-08-21,128914695.24,760.314456,2263078.656,267312.4042752,17.983597200000006,10.883540400000005,24.611428000000004
1982-08-22,126920158.08,759.97308,2248399.22688,253856.26091520002,16.722476000000007,10.683538800000001,24.1447576
1982-08-23,124933021.8,759.7353360000001,2233719.79776,246589.9435008,16.350250800000005,6.789063200000001,25.778104000000006
1982-08-24,122959453.8,759.497592,2221486.9401599998,247911.0921216,17.066923200000005,6.555728000000002,28.7336832
