date,total avg discharge (m3/d),wse(m),storage(m3)
2006-01-10,562344.463872,948.9338400000001,34354884.96
2006-01-11,749115.7337087999,949.0740480000001,34827307.8
2006-01-12,868948.8067584,949.1350080000001,35034532.44
2006-01-13,866012.9209344,949.1502480000001,35086338.6
2006-01-14,872887.7869055999,949.305696,35616735.0
2006-01-15,875236.4955648,949.3758,35857263.6
2006-01-16,875163.0984191999,949.412376,35983078.56
2006-01-17,880007.3100287999,949.5251519999999,36371624.76
2006-01-18,882404.9501184,949.71108,37017968.28
2006-01-19,882429.4158336,949.7842320000001,37273298.64
2006-01-20,887347.0245888,949.805568,37348540.92
2006-01-21,889744.6646784,949.781184,37262197.32
2006-01-22,882429.4158336,949.7263200000001,37071007.92
2006-01-23,882429.4158336,949.662312,36847748.04
2006-01-24,880031.775744,949.583064,36571448.52
2006-01-25,867823.3838591999,949.500768,36287748.12
2006-01-26,689003.4714624,949.442856,36087924.36
2006-01-27,608144.2827264,949.397136,35930038.92
2006-01-28,605795.5740672001,949.36056,35804223.96
2006-01-29,605697.7112064,949.3148400000001,35647572.0
2006-01-30,605575.3826304,949.290456,35563695.36
2006-01-31,637405.2781055999,949.2630240000001,35469950.88
2006-02-01,713469.1866624,949.25388,35439113.88
2006-02-02,713346.8580864,949.2264480000001,35345369.4
2006-02-03,710851.355136,949.195968,35241757.08
2006-02-04,713371.3238015999,949.28436,35543959.68
2006-02-05,713297.926656,949.305696,35616735.0
2006-02-06,715671.1010303999,949.2813120000001,35532858.36
2006-02-07,713151.1323648,949.247784,35418144.72
2006-02-08,713175.59808,949.20816,35283695.4
2006-02-09,713248.9952256,949.1624400000001,35128276.92
2006-02-10,710802.4237056,949.1167200000001,34972858.44
2006-02-11,708380.3179008,949.0588080000001,34776735.12
2006-02-12,597795.2851968,949.031376,34684224.12
2006-02-13,364930.6079232,949.0588080000001,34776735.12
2006-02-14,157387.9458816,949.1472,35076470.76
2006-02-15,63610.85952,949.2508320000001,35429246.04
2006-02-16,95905.60358400001,949.323984,35679642.480000004
2006-02-17,97128.88934400001,949.3849440000001,35888100.6
2006-02-18,97373.546496,949.430664,36045986.04
2006-02-19,97373.546496,949.476384,36202638.0
2006-02-20,126243.090432,949.516008,36339554.28
2006-02-21,236094.15168,949.5495360000001,36455501.4
2006-02-22,277832.6618112,949.5495360000001,36455501.4
2006-02-23,277172.08750080003,949.5434400000001,36434532.24
2006-02-24,267312.4042752,949.540392,36424664.4
2006-02-25,239519.351808,949.5373440000001,36413563.08
2006-02-26,239225.7632256,949.552584,36466602.72
2006-02-27,240008.66611199998,949.576968,36550479.36
2006-02-28,240008.66611199998,949.720224,37048805.28
2006-03-01,227213.09706240002,949.87872,37605104.76
2006-03-02,188875.321344,950.01588,38089862.4
2006-03-03,189119.978496,950.128656,38489509.92
2006-03-04,189853.949952,950.2292400000001,38848452.6
2006-03-05,191077.235712,950.3054400000001,39122285.160000004
2006-03-06,191321.892864,950.3938320000001,39440523.0
2006-03-07,191566.550016,950.4700320000001,39715589.04
2006-03-08,191321.892864,950.5462320000001,39991888.56
2006-03-09,192055.86432,950.607192,40213914.96
2006-03-10,204215.32477439998,950.668152,40435941.36
2006-03-11,230173.4486016,950.713872,40602461.160000004
2006-03-12,282554.54484479997,950.73216,40670302.56
2006-03-13,309711.4887168,950.7443519999999,40714707.84
2006-03-14,309638.0915712,950.753496,40748011.8
2006-03-15,309613.625856,950.7504480000001,40736910.480000004
2006-03-16,312060.197376,950.753496,40748011.8
2006-03-17,311350.6916352,950.771784,40815853.2
2006-03-18,310714.58304,950.7748320000001,40826954.52
2006-03-19,310714.58304,950.783976,40860258.480000004
2006-03-20,308268.01152,950.77788,40838055.84
2006-03-21,310714.58304,950.7748320000001,40826954.52
2006-03-22,310714.58304,950.7748320000001,40826954.52
2006-03-23,310714.58304,950.79312,40893562.44
2006-03-24,310714.58304,950.814456,40972505.160000004
2006-03-25,374325.44256,950.878464,41208099.84
2006-03-26,425703.44448,950.921136,41365985.28
2006-03-27,425703.44448,950.966856,41534972.04
2006-03-28,428150.016,951.024768,41749597.56
2006-03-29,486867.73248,951.094872,42009861.84
2006-03-30,538245.7344,951.134496,42157879.44
2006-03-31,618982.59456,951.164976,42271359.6
2006-04-01,848960.31744,951.1588800000001,42249156.96
2006-04-02,929697.1775999999,951.1405920000001,42180082.08
2006-04-03,878319.17568,951.1314480000001,42146778.12
2006-04-04,878319.17568,951.1558320000001,42238055.64
2006-04-05,929697.1775999999,951.195456,42386073.24
2006-04-06,929697.1775999999,951.277752,42694443.24
2006-04-07,934590.3206399999,951.363096,43015148.04
2006-04-08,941930.0352,951.506352,43557879.24
2006-04-09,937036.8921599999,951.64656,44090742.6
2006-04-10,947801.8068479999,951.7684800000001,44558231.52
2006-04-11,875627.947008,951.862968,44920874.64
2006-04-12,872202.74688,951.939168,45215676.36
2006-04-13,878563.832832,952.0580400000001,45676997.88
2006-04-14,942419.3495039999,952.2104400000001,46271535.24
2006-04-15,967129.721856,952.344552,46796997.72
2006-04-16,969576.293376,952.435992,47158407.36
2006-04-17,970310.264832,952.472568,47302724.52
2006-04-18,972022.864896,952.4847599999999,47350830.24
2006-04-19,977160.6650879999,952.4695200000001,47290389.72
2006-04-20,971044.2362879999,952.463424,47265720.12
2006-04-21,980341.208064,952.5091440000001,47447041.68
2006-04-22,987191.60832,952.542672,47580257.52
2006-04-23,990127.494144,952.5640080000001,47665367.64
2006-04-24,986212.979712,952.582296,47738142.96
2006-04-25,984255.722496,952.6036320000001,47823253.08
2006-04-26,992084.75136,952.600584,47810918.28
2006-04-27,964683.150336,952.624968,47907129.72
2006-04-28,905720.776704,952.6828800000001,48139023.96
2006-04-29,908167.348224,952.75908,48443693.52
2006-04-30,928963.2061439999,952.856616,48835940.160000004
2006-05-01,954652.2071039999,952.8962400000001,48996292.56
2006-05-02,733971.456,952.9693920000001,49292327.76
2006-05-03,560264.8780799999,953.045592,49600697.76
2006-05-04,493228.818432,953.121792,49911534.72
2006-05-05,450169.15968,953.1949440000001,50210036.88
2006-05-06,433043.15904,953.2620000000001,50485102.92
2006-05-07,434755.75910399994,953.329056,50760168.96
2006-05-08,433287.816192,953.3839200000001,50987129.28
2006-05-09,374080.785408,953.4357360000001,51200521.32
2006-05-10,330042.49804800004,953.4875519999999,51415146.84
2006-05-11,324170.7264,953.527176,51580433.160000004
2006-05-12,324415.383552,953.563752,51732151.2
2006-05-13,324170.7264,953.5942320000001,51859199.64
2006-05-14,325638.669312,953.615568,51948010.2
2006-05-15,338116.184064,953.633856,52024485.96
2006-05-16,343253.984256,953.6582400000001,52126864.800000004
2006-05-17,342764.66995199997,953.67348,52189772.28
2006-05-18,342520.01279999997,953.697864,52292151.12
2006-05-19,374570.099712,953.7039599999999,52318054.2
2006-05-20,402705.67219199997,953.7039599999999,52318054.2
2006-05-21,407109.500928,953.7039599999999,52318054.2
2006-05-22,397812.529152,953.7039599999999,52318054.2
2006-05-23,379218.5856,953.6887200000001,52253913.24
2006-05-24,304353.497088,953.682624,52228010.160000004
2006-05-25,261049.18118400002,953.691768,52266248.04
2006-05-26,243923.180544,953.700912,52304485.92
2006-05-27,239519.351808,953.700912,52304485.92
2006-05-28,239764.00896,953.7039599999999,52318054.2
2006-05-29,236094.15168,953.7039599999999,52318054.2
2006-05-30,217010.893824,953.700912,52304485.92
2006-05-31,211873.09363199997,953.6948160000001,52279816.32
2006-06-01,211383.779328,953.691768,52266248.04
2006-06-02,197682.978816,953.7283440000001,52420433.04
2006-06-03,192055.86432,953.7588240000001,52547481.480000004
2006-06-04,221904.036864,953.78016,52637525.52
2006-06-05,267410.267136,953.786256,52663428.6
2006-06-06,276462.58176,953.774064,52611622.44
2006-06-07,277441.21036800003,953.755776,52535146.68
2006-06-08,276217.92460800003,953.7283440000001,52420433.04
2006-06-09,250284.266496,953.7039599999999,52318054.2
2006-06-10,221659.379712,953.6948160000001,52279816.32
2006-06-11,214319.66515199997,953.682624,52228010.160000004
2006-06-12,215298.29376,953.6704320000001,52177437.480000004
2006-06-13,213341.036544,953.661288,52139199.6
2006-06-14,181046.29248,953.664336,52151534.4
2006-06-15,171015.349248,953.664336,52151534.4
2006-06-16,172238.635008,953.655192,52113296.52
2006-06-17,173461.920768,953.643,52062723.84
2006-06-18,176887.12089599998,953.624712,51986248.08
2006-06-19,178599.72096,953.609472,51922107.12
2006-06-20,178110.40665599998,953.5881360000001,51833296.56
2006-06-21,229733.06572800002,953.5485120000001,51669243.72
2006-06-22,259581.238272,953.5088880000001,51503957.4
2006-06-23,260070.552576,953.463168,51314001.480000004
2006-06-24,275973.267456,953.411352,51100609.44
2006-06-25,283802.29632,953.3534400000001,50861314.32
2006-06-26,285759.55353599996,953.298576,50635587.480000004
2006-06-27,299460.354048,953.234568,50372856.24
2006-06-28,319522.240512,953.164464,50085455.4
2006-06-29,320011.55481600005,953.1187440000001,49899199.92
2006-06-30,297013.782528,953.054736,49637702.160000004
2006-07-01,293099.268096,952.9876800000001,49366336.56
2006-07-02,291875.982336,952.92672,49118407.08
2006-07-03,287716.81075199996,952.8627120000001,48860609.76
2006-07-04,284536.26777599996,952.801752,48615147.24
2006-07-05,283312.98201599997,952.740792,48370918.2
2006-07-06,301172.954112,952.6645920000001,48066248.64
2006-07-07,317809.640448,952.5853440000001,47750477.76
2006-07-08,319766.897664,952.5091440000001,47447041.68
2006-07-09,318543.611904,952.4268480000001,47121402.96
2006-07-10,317320.326144,952.344552,46796997.72
2006-07-11,319032.926208,952.2592080000001,46461491.160000004
2006-07-12,318543.611904,952.173864,46127218.08
2006-07-13,315852.383232,952.091568,45806513.28
2006-07-14,306310.754304,952.009272,45487041.96
2006-07-15,299460.354048,951.9300240000001,45179905.44
2006-07-16,294322.553856,951.84468,44850566.28
2006-07-17,275239.296,951.7684800000001,44558231.52
2006-07-18,277441.21036800003,951.69228,44265896.76
2006-07-19,278664.496128,951.61608,43974795.480000004
2006-07-20,280377.09619199997,951.53988,43684927.68
2006-07-21,284046.95347199996,951.4636800000001,43395059.88
2006-07-22,285759.55353599996,951.393576,43131095.160000004
2006-07-23,286738.182144,951.31128,42820258.2
2006-07-24,274016.01024,951.23508,42534090.84
2006-07-25,249794.95219199997,951.1680240000001,42282460.92
2006-07-26,242210.58048,951.100968,42033297.96
2006-07-27,229977.72288,951.0339120000001,41782901.52
2006-07-28,239030.037504,950.9638080000001,41523870.72
2006-07-29,242210.58048,950.8876080000001,41241403.8
2006-07-30,238296.066048,950.814456,40972505.160000004
2006-07-31,233402.923008,950.7474000000001,40725809.160000004
2006-08-01,230222.380032,950.6712,40447042.68
2006-08-02,227531.15136,950.6041440000001,40202813.64
2006-08-03,240742.637568,950.5279440000002,39925280.64
2006-08-04,247103.72352,950.448696,39637879.8
2006-08-05,247103.72352,950.3694480000001,39351712.44
2006-08-06,247348.38067199997,950.2932480000001,39077879.88
2006-08-07,246369.752064,950.2170480000001,38805280.8
2006-08-08,246614.409216,950.1530400000001,38577087.0
2006-08-09,245635.780608,950.0768400000001,38305721.4
2006-08-10,244657.152,950.0006400000001,38035589.28
2006-08-11,237072.780288,949.9213920000001,37755589.32
2006-08-12,233402.923008,949.8482400000001,37497792.0
2006-08-13,231690.322944,949.7781360000001,37252329.480000004
2006-08-14,232913.608704,949.701936,36985897.8
2006-08-15,233647.58015999998,949.6257360000001,36720699.6
2006-08-16,227041.837056,949.552584,36466602.72
2006-08-17,222148.694016,949.48248,36223607.160000004
2006-08-18,221904.036864,949.40628,35962109.4
2006-08-19,222638.00832,949.3392240000001,35731448.64
2006-08-20,222638.00832,949.266072,35481052.2
2006-08-21,206979.95059199998,949.202064,35262726.24
2006-08-22,200374.20748800001,949.138056,35044400.28
2006-08-23,199884.89318400002,949.067952,34807572.12
2006-08-24,200863.52179199998,949.0069920000001,34601580.96
2006-08-25,197682.978816,948.942984,34385721.96
2006-08-26,196704.35020800002,948.8820240000001,34180964.28
2006-08-27,196949.00736,948.8180160000001,33966338.76
2006-08-28,196459.693056,948.757056,33762814.56
2006-08-29,195725.7216,948.69,33539554.68
2006-08-30,187162.72128,948.6290400000001,33337263.96
2006-08-31,174440.54937599998,948.574176,33155942.400000002
2006-09-01,166856.17766400002,948.519312,32974620.84
2006-09-02,158048.520192,948.4674960000001,32803167.12
2006-09-03,159761.120256,948.4156800000001,32632946.88
2006-09-04,160005.77740800002,948.3608160000001,32452858.8
2006-09-05,160984.406016,948.3090000000001,32283872.04
2006-09-06,161473.72032,948.257184,32114885.28
2006-09-07,161718.377472,948.205368,31947132.0
2006-09-08,155357.29152,948.153552,31778145.240000002
2006-09-09,154134.00576,948.1078320000001,31631361.12
2006-09-10,154378.662912,948.0560160000001,31463607.84
2006-09-11,154867.977216,948.0072480000001,31306955.88
2006-09-12,146304.97689599998,947.95848,31150303.92
2006-09-13,135050.74790400002,947.909712,30993651.96
2006-09-14,128445.0048,947.8670400000001,30856735.68
2006-09-15,116701.461504,947.833512,30750656.400000002
2006-09-16,112542.28992,947.7908400000001,30614973.6
2006-09-17,114010.23283200001,947.7573120000001,30507660.84
2006-09-18,114744.204288,947.7146400000001,30373211.52
2006-09-19,115478.17574400001,947.6811120000001,30265898.76
2006-09-20,116212.14719999999,947.647584,30161052.96
2006-09-21,116946.11865599999,947.6110080000001,30045105.84
2006-09-22,117924.747264,947.5744320000001,29930392.2
2006-09-23,118169.40441599999,947.537856,29815678.56
2006-09-24,119882.00448,947.5012800000001,29700964.92
2006-09-25,120126.661632,947.461656,29576383.44
2006-09-26,120615.97593599999,947.42508,29462903.28
2006-09-27,120371.318784,947.385456,29339555.28
2006-09-28,119882.00448,947.34888,29226075.12
2006-09-29,119148.033024,947.315352,29121229.32
2006-09-30,117924.747264,947.27268,28989246.96
2006-10-01,114988.86144,947.233056,28867132.44
2006-10-02,114988.86144,947.1964800000001,28754885.76
2006-10-03,114988.86144,947.162952,28651273.44
2006-10-04,114988.86144,947.1294240000001,28547661.12
2006-10-05,112542.28992,947.095896,28445282.28
2006-10-06,112542.28992,947.0532240000001,28314533.400000002
2006-10-07,112542.28992,947.0196960000001,28212154.56
2006-10-08,112542.28992,946.9800720000001,28091273.52
2006-10-09,112542.28992,946.9434960000001,27980260.32
2006-10-10,102756.00384,946.9130160000001,27887749.32
2006-10-11,100309.43231999999,946.8764400000001,27777969.6
2006-10-12,97862.8608,946.84596,27685458.6
2006-10-13,96394.917888,946.8124320000001,27584313.240000002
2006-10-14,92969.71776,946.775856,27474533.52
2006-10-15,92480.40345599999,946.745376,27383256.0
2006-10-16,63610.85952,946.733184,27346251.6
2006-10-17,23511.5523072,946.7240400000001,27319115.04
2006-10-18,19009.8607104,946.7240400000001,27319115.04
2006-10-19,18863.0664192,946.7179440000001,27300612.84
2006-10-20,18740.7378432,946.7118480000001,27282110.64
2006-10-21,18055.6978176,946.705752,27263608.44
2006-10-22,18080.163532799997,946.699656,27245106.240000002
2006-10-23,17859.972095999998,946.69356,27226604.04
2006-10-24,17859.972095999998,946.681368,27190833.12
2006-10-25,17615.314944,946.6752720000001,27172330.92
2006-10-26,17126.00064,946.669176,27153828.72
2006-10-27,17126.00064,946.66308,27136560.0
2006-10-28,16367.563468800001,946.6600320000001,27126692.16
2006-10-29,16661.1520512,946.6478400000001,27090921.240000002
2006-10-30,16881.343488000002,946.6417440000001,27072419.04
2006-10-31,16147.372032,946.6356480000001,27053916.84
2006-11-01,16147.372032,946.6326,27045282.48
2006-11-02,16147.372032,946.629552,27035414.64
2006-11-03,16147.372032,946.623456,27018145.92
2006-11-04,15658.057728,946.623456,27018145.92
2006-11-05,15658.057728,946.61736,26999643.72
2006-11-06,16147.372032,946.623456,27018145.92
2006-11-07,16147.372032,946.6356480000001,27053916.84
2006-11-08,15658.057728,946.6417440000001,27072419.04
2006-11-09,15413.400576,946.6478400000001,27090921.240000002
2006-11-10,14924.086271999999,946.653936,27108189.96
2006-11-11,14899.620556799999,946.6600320000001,27126692.16
2006-11-12,14924.086271999999,946.6783200000001,27180965.28
2006-11-13,15217.674854399998,946.699656,27245106.240000002
2006-11-14,15413.400576,946.7148960000001,27290745.0
2006-11-15,15217.674854399998,946.733184,27346251.6
2006-11-16,15437.866291199998,946.7545200000001,27410392.56
2006-11-17,15706.9891584,946.772808,27464665.68
2006-11-18,15193.2091392,946.7850000000001,27501670.080000002
2006-11-19,14973.0177024,946.8063360000001,27565811.04
2006-11-20,14997.4834176,946.83072,27639819.84
2006-11-21,15046.414848,946.849008,27694092.96
2006-11-22,15046.414848,946.8764400000001,27777969.6
2006-11-23,15046.414848,946.8916800000001,27823608.36
2006-11-24,15046.414848,946.92216,27916119.36
2006-11-25,15046.414848,946.9434960000001,27980260.32
2006-11-26,15070.8805632,946.9648320000001,28045634.76
2006-11-27,14826.223411199999,946.9800720000001,28091273.52
2006-11-28,14336.909107200001,946.992264,28129511.400000002
2006-11-29,14483.703398399999,947.004456,28166515.8
2006-11-30,14630.4976896,947.0136,28193652.36
2006-12-01,14630.4976896,947.025792,28231890.240000002
2006-12-02,14899.620556799999,947.0288400000001,28240524.6
2006-12-03,15046.414848,947.0410320000001,28277529.0
2006-12-04,15070.8805632,947.0532240000001,28314533.400000002
2006-12-05,15021.949132799999,947.062368,28342903.44
2006-12-06,14924.086271999999,947.065416,28352771.28
2006-12-07,14850.6891264,947.080656,28398410.04
2006-12-08,14875.1548416,947.0867519999999,28416912.240000002
2006-12-09,14801.757695999999,947.0989440000001,28455150.12
2006-12-10,14630.4976896,947.1050400000001,28473652.32
2006-12-11,14483.703398399999,947.12028,28520524.56
2006-12-12,14361.3748224,947.144664,28594533.36
2006-12-13,14361.3748224,947.208672,28791890.16
2006-12-14,14385.8405376,947.330592,29169335.04
2006-12-15,14361.3748224,947.461656,29576383.44
2006-12-16,14483.703398399999,947.5622400000001,29892154.32
2006-12-17,14801.757695999999,947.6292960000001,30103079.400000002
2006-12-18,14875.1548416,947.687208,30285634.44
2006-12-19,14924.086271999999,947.7390240000001,30449687.28
2006-12-20,15095.3462784,947.781696,30585370.080000002
2006-12-21,15706.9891584,947.833512,30750656.400000002
2006-12-22,15853.783449600001,947.8761840000001,30886339.2
2006-12-23,15902.71488,947.9310480000001,31061493.36
2006-12-24,15804.8520192,947.979816,31218145.32
2006-12-25,15706.9891584,948.046872,31434004.32
2006-12-26,91183.7205504,948.244992,32075413.92
2006-12-27,287423.2221696,948.33948,32383783.92
2006-12-28,262321.3983744,948.391296,32552770.68
2006-12-29,186233.0241024,948.440064,32713123.080000002
2006-12-30,164091.5518464,948.4766400000001,32834004.12
2006-12-31,166513.65765120002,948.513216,32953651.68
2007-01-01,164091.5518464,948.534552,33023960.04
2007-01-02,132188.2592256,948.56808,33134973.240000002
2007-01-03,166562.5890816,948.7174320000001,33630832.2
2007-01-04,308953.0515456,948.8424,34047748.44
2007-01-05,365346.5250816,948.891168,34211801.28
2007-01-06,365322.0593664,948.909456,34272241.8
2007-01-07,362875.4878464,948.909456,34272241.8
2007-01-08,365273.127936,948.909456,34272241.8
2007-01-09,367646.3023104,948.90336,34252506.12
2007-01-10,338238.51264,948.891168,34211801.28
2007-01-11,318641.4747648,948.8698320000001,34140259.44
2007-01-12,308879.6544,948.833256,34016911.44
2007-01-13,308121.2172288,948.79668,33894796.92
2007-01-14,307240.4514816,948.7753440000001,33823255.08
2007-01-15,308879.6544,948.757056,33762814.56
2007-01-16,205609.8705408,948.763152,33782550.24
2007-01-17,124775.14752,948.7814400000001,33844224.24
2007-01-18,90523.14624,948.8119200000001,33945369.6
2007-01-19,90523.14624,948.833256,34016911.44
2007-01-20,90523.14624,948.8484960000001,34068717.6
2007-01-21,90523.14624,948.8637360000001,34119290.28
2007-01-22,90523.14624,948.878976,34171096.44
2007-01-23,90523.14624,948.8881200000001,34200699.96
2007-01-24,85630.00319999999,948.897264,34231536.96
2007-01-25,53824.57344,948.909456,34272241.8
2007-01-26,39145.14432,948.9338400000001,34354884.96
2007-01-27,34252.00128,948.94908,34405457.64
2007-01-28,34252.00128,948.9704160000001,34478232.96
2007-01-29,29358.85824,948.991752,34549774.8
2007-01-30,23487.086592,949.0100400000001,34611448.8
2007-01-31,23487.086592,949.037472,34703959.8
2007-02-01,23487.086592,949.05576,34765633.8
2007-02-02,23487.086592,949.0740480000001,34827307.8
2007-02-03,23487.086592,949.0862400000001,34869246.12
2007-02-04,23487.086592,949.119768,34982726.28
2007-02-05,23487.086592,949.1472,35076470.76
2007-02-06,23487.086592,949.1746320000001,35168981.76
2007-02-07,23487.086592,949.20816,35283695.4
2007-02-08,23487.086592,949.2508320000001,35429246.04
2007-02-09,23487.086592,949.2996,35595765.84
2007-02-10,23487.086592,949.3514160000001,35773386.96
2007-02-11,23487.086592,949.4215200000001,36013915.56
2007-02-12,23487.086592,949.4916240000001,36255677.64
2007-02-13,23487.086592,949.5434400000001,36434532.24
2007-02-14,23487.086592,949.6044,36646690.8
2007-02-15,23487.086592,949.671456,36879818.52
2007-02-16,23487.086592,949.7720400000001,37230126.84
2007-02-17,23487.086592,949.87872,37605104.76
2007-02-18,23976.400896000003,949.9854,37981316.160000004
2007-02-19,23976.400896000003,950.085984,38337791.88
2007-02-20,23487.086592,950.162184,38609157.480000004
2007-02-21,23462.6208768,950.2444800000001,38903959.2
2007-02-22,23976.400896000003,950.32068,39176558.28
2007-02-23,24465.7152,950.390784,39429421.68
2007-02-24,24221.058048,950.454792,39660082.44
2007-02-25,24465.7152,950.5188,39891976.68
2007-02-26,24465.7152,950.573664,40091800.44
2007-02-27,24465.7152,950.62548,40280522.88
2007-02-28,24465.7152,950.668152,40435941.36
2007-03-01,24465.7152,950.723016,40636998.6
2007-03-02,24465.7152,950.7748320000001,40826954.52
2007-03-03,24465.7152,950.8510320000001,41106954.480000004
2007-03-04,24465.7152,950.939424,41432593.2
2007-03-05,24465.7152,951.0400080000001,41806337.64
2007-03-06,24465.7152,951.1588800000001,42249156.96
2007-03-07,24465.7152,951.305184,42798055.56
2007-03-08,24465.7152,951.4850160000001,43476469.56
2007-03-09,26912.28672,951.637416,44056205.160000004
2007-03-10,36698.5728,951.7715280000001,44569332.84
2007-03-11,39145.14432,951.8995440000001,45062724.84
2007-03-12,51378.00192,952.0641360000001,45700434.0
2007-03-13,58717.71648,952.247016,46414618.92
2007-03-14,58717.71648,952.4116080000001,47060962.44
2007-03-15,58717.71648,952.56096,47653032.84
2007-03-16,83183.43168,952.6828800000001,48139023.96
2007-03-17,127221.71904,952.795656,48590477.64
2007-03-18,159173.9430912,952.8962400000001,48996292.56
2007-03-19,235311.2487936,952.9785360000001,49329332.160000004
2007-03-20,269685.5786496,953.0364480000001,49563693.36
2007-03-21,267263.4728448,953.091312,49786953.24
2007-03-22,269710.0443648,953.133984,49960873.92
2007-03-23,272205.54731520003,953.1675120000001,50097790.2
2007-03-24,272205.54731520003,953.1949440000001,50210036.88
2007-03-25,269783.4415104,953.240664,50397525.84
2007-03-26,247715.3664,953.2772400000001,50548010.4
2007-03-27,233011.47156479998,953.316864,50710829.76
2007-03-28,198637.1417088,953.362584,50898318.72
2007-03-29,124970.8732416,953.4174480000001,51125279.04
2007-03-30,66057.43104,953.481456,51390477.24
2007-03-31,53824.57344,953.545464,51655675.44
2007-04-01,53824.57344,953.603376,51897437.52
2007-04-02,45261.57312,953.661288,52139199.6
2007-04-03,139454.57663999998,953.685672,52241578.44
2007-04-04,63610.85952,953.731392,52432767.84
2007-04-05,114988.86144,953.7588240000001,52547481.480000004
2007-04-06,168837.90059520002,953.774064,52611622.44
2007-04-07,183492.864,953.7984480000001,52714001.28
2007-04-08,212851.72224,953.8136880000001,52778142.24
2007-04-09,217744.86528,953.82588,52829948.4
2007-04-10,222638.00832,953.838072,52880521.08
2007-04-11,222638.00832,953.844168,52906424.160000004
2007-04-12,220191.4368,953.850264,52932327.24
2007-04-13,222638.00832,953.8533120000001,52944662.04
2007-04-14,249550.29504,953.868552,53010036.480000004
2007-04-15,278909.15327999997,953.8716000000001,53022371.28
2007-04-16,278909.15327999997,953.868552,53010036.480000004
2007-04-17,281355.72479999997,953.85636,52958230.32
2007-04-18,278909.15327999997,953.850264,52932327.24
2007-04-19,271569.43872,953.844168,52906424.160000004
2007-04-20,227531.15136,953.84112,52894089.36
2007-04-21,212851.72224,953.850264,52932327.24
2007-04-22,210405.15072,953.862456,52984133.4
2007-04-23,210405.15072,953.8868400000001,53086512.24
2007-04-24,210405.15072,953.9020800000001,53150653.2
2007-04-25,225084.57984,953.914272,53202459.36
2007-04-26,244657.152,953.920368,53228362.44
2007-04-27,283802.29632,953.9112240000001,53190124.56
2007-04-28,322947.44064,953.889888,53100080.52
2007-04-29,335180.29824,953.862456,52984133.4
2007-04-30,332733.72672,953.84112,52894089.36
2007-05-01,330287.1552,953.8167360000001,52791710.52
2007-05-02,325394.01216,953.7984480000001,52714001.28
2007-05-03,296035.15392,953.7771120000001,52623957.24
2007-05-04,278909.15327999997,953.74968,52509243.6
2007-05-05,276462.58176,953.7283440000001,52420433.04
2007-05-06,271569.43872,953.700912,52304485.92
2007-05-07,237317.43744,953.679576,52215675.36
2007-05-08,225084.57984,953.649096,52088626.92
2007-05-09,234870.86592,953.624712,51986248.08
2007-05-10,264229.72416,953.5820400000001,51808626.96
2007-05-11,276462.58176,953.5424160000001,51643340.64
2007-05-12,276462.58176,953.4936480000001,51441049.92
2007-05-13,276462.58176,953.450976,51264662.28
2007-05-14,296035.15392,953.4022080000001,51062371.56
2007-05-15,300928.29696,953.3534400000001,50861314.32
2007-05-16,310714.58304,953.298576,50635587.480000004
2007-05-17,342520.01279999997,953.234568,50372856.24
2007-05-18,354752.8704,953.161416,50073120.6
2007-05-19,357199.44192,953.0974080000001,49811622.84
2007-05-20,352306.29888,953.030352,49539023.76
2007-05-21,342520.01279999997,952.9663440000002,49279992.96
2007-05-22,313161.15456,952.905384,49033296.96
2007-05-23,308268.01152,952.8444240000001,48786600.96
2007-05-24,330287.1552,952.777368,48517702.32
2007-05-25,322947.44064,952.7164080000001,48273473.28
2007-05-26,296035.15392,952.6524000000001,48016909.44
2007-05-27,293588.5824,952.5853440000001,47750477.76
2007-05-28,298481.72544,952.5274320000001,47519817.0
2007-05-29,300928.29696,952.460376,47254618.8
2007-05-30,298481.72544,952.3933200000001,46989420.6
2007-05-31,281355.72479999997,952.33236,46748892.0
2007-06-01,283802.29632,952.262256,46473825.96
2007-06-02,264229.72416,952.2012960000001,46235764.32
2007-06-03,232424.29439999998,952.143384,46008804.0
2007-06-04,229977.72288,952.097664,45831182.88
2007-06-05,188386.00704,952.091568,45806513.28
2007-06-06,161473.72032,952.0641360000001,45700434.0
2007-06-07,141656.49100799998,952.048896,45641226.96
2007-06-08,133827.46214400002,952.02756,45558583.8
2007-06-09,128445.0048,952.009272,45487041.96
2007-06-10,114744.204288,951.9818400000001,45380962.68
2007-06-11,109851.061248,951.9635519999999,45309420.84
2007-06-12,112297.632768,951.942216,45226777.68
2007-06-13,114744.204288,951.914784,45121931.88
2007-06-14,138231.29088,951.887352,45015852.6
2007-06-15,162207.691776,951.853824,44886337.2
2007-06-16,162697.00608,951.8172480000001,44745720.480000004
2007-06-17,157803.86304,951.7776240000001,44592768.96
2007-06-18,156091.262976,951.744096,44464487.04
2007-06-19,177865.749504,951.7014240000001,44300434.2
2007-06-20,229977.72288,951.64656,44090742.6
2007-06-21,242210.58048,951.5886480000001,43869949.68
2007-06-22,240987.29472,951.5246400000001,43626954.12
2007-06-23,239274.69465599998,951.469776,43418496.0
2007-06-24,251996.86656,951.40272,43164399.12
2007-06-25,271569.43872,951.3387120000001,42923870.52
2007-06-26,267899.58144,951.271656,42671007.12
2007-06-27,267654.92428800004,951.201552,42408275.88
2007-06-28,283802.29632,951.1314480000001,42146778.12
