date,avg water temperature (C),min_temp(C),max_temp(C),outflow(m3/d)
2006-09-25,14.205789200000005,12.716888400000006,15.861358000000003,342.5200128
2006-09-26,14.728015600000006,13.155780800000002,16.472474000000005,685.0400256
2006-09-27,15.311353600000004,13.644673600000004,17.0724788,929.6971776
2006-09-28,15.861358000000003,14.355790400000004,17.466926400000006,978.628608
2006-09-29,15.805802000000007,14.044676800000005,17.411370400000003,1100.957184
2006-09-30,15.400243200000006,13.772452400000002,16.961366800000008,1149.8886143999998
2006-10-01,14.055788000000003,12.377996800000005,15.566911200000007,1345.614336
2006-10-02,13.672451600000002,12.022438400000006,15.294686800000008,1492.4086272
2006-10-03,13.528006000000005,12.261329200000002,14.778016000000008,1492.4086272
2006-10-04,13.028002000000004,12.122439200000002,13.916898000000003,2079.585792
2006-10-05,12.800222400000003,9.900199200000003,15.983581200000003,3425.200128
2006-10-06,13.366893600000004,11.133542400000003,15.700245600000002,3890.0487168
2006-10-07,13.728007600000005,12.0724388,16.0113592,3767.7201408
2006-10-08,12.244662400000003,9.427973200000004,14.966906400000006,4183.6372992
2006-10-09,12.761333200000003,10.811317600000002,15.044684800000006,4672.9516032
2006-10-10,11.111320000000003,7.805738000000002,14.750238000000003,5504.78592
2006-10-11,11.505767600000006,8.211296800000003,15.4057988,5676.045926399999
2006-10-12,11.983549200000002,8.616855600000001,16.000248,5480.3202048
2006-10-13,12.055772000000005,8.761301200000005,15.516910800000005,5211.1973376
2006-10-14,12.189106400000004,8.905746800000003,15.789135200000004,5088.8687616
2006-10-15,12.327996400000004,11.511323200000003,13.205781200000004,5920.7030784
2006-10-16,12.222440000000002,11.289099200000003,13.600228800000004,7413.111705599999
2006-10-17,12.089105600000003,10.722428,13.472450000000006,10520.257536
2006-10-18,11.800214400000005,10.122423200000004,14.172455600000003,11254.228991999998
2006-10-19,13.105780400000004,11.927993200000003,15.294686800000008,10764.914688
2006-10-20,12.100216800000005,10.194646000000006,14.878016800000005,12428.5833216
2006-10-21,10.911318400000003,8.600188800000002,14.122455200000005,11963.7347328
2006-10-22,9.983533200000004,7.322400800000004,13.216892400000003,11156.366131199999
2006-10-23,10.133534400000006,7.627958800000002,13.561339600000004,10569.188966400001
2006-10-24,9.916866000000006,8.205741200000006,12.755777600000005,9859.6832256
2006-10-25,9.755753600000006,8.383520400000005,12.194662000000005,9933.0803712
2006-10-26,9.027970000000003,6.689062400000001,11.939104400000005,10446.8603904
2006-10-27,10.189090400000005,7.955739200000004,13.611340000000006,10667.0518272
2006-10-28,9.811309600000001,7.0612876000000036,13.039113200000003,10691.5175424
2006-10-29,8.927969200000003,7.0612876000000036,12.427997200000004,10642.586111999999
2006-10-30,6.750174000000001,4.650157200000002,9.266860800000003,11498.886144
2006-10-31,4.916826000000004,2.7668087999999997,7.983517200000001,12526.4461824
2006-11-01,4.2390428000000036,1.705689200000002,6.900175200000003,12966.829055999999
2006-11-02,5.739054800000002,4.983493200000002,6.611284000000001,14043.3205248
2006-11-03,7.977961600000004,5.561275600000002,10.083534000000004,14752.8262656
2006-11-04,11.322432800000005,9.939088400000003,13.250226000000005,15119.811993599998
2006-11-05,11.983549200000002,11.105764400000005,12.783555600000003,16954.7406336
2006-11-06,14.078010400000007,12.483553200000003,15.211352800000007,18838.600704
2006-11-07,14.194678000000003,12.555776000000005,15.028018000000003,27890.915328
2006-11-08,11.2002096,10.039089200000003,12.616887600000005,65568.116736
2006-11-09,9.427973200000004,7.933516800000003,10.1057564,64344.830976
2006-11-10,8.022406400000001,7.166844000000001,8.633522400000004,69482.63116799999
2006-11-11,8.939080400000005,8.144629600000002,10.161312400000003,67525.37395200001
2006-11-12,8.300186400000001,7.7168484000000035,9.511307200000001,76088.374272
2006-11-13,8.939080400000005,7.494624400000003,10.583538,72907.831296
2006-11-14,8.133518400000003,6.927953200000001,9.272416400000001,118903.375872
2006-11-15,8.266852800000006,7.527958000000002,9.161304400000006,139699.233792
2006-11-16,8.733523200000004,7.244622400000004,9.616863600000006,126732.404736
2006-11-17,7.166844000000001,5.9168340000000015,8.622411200000005,120371.318784
2006-11-18,6.977953600000003,5.816833200000001,8.394631600000004,102266.68953599999
2006-11-19,7.166844000000001,6.183502800000003,8.711300800000004,85140.68889599999
2006-11-20,9.366861600000004,8.627966800000003,10.661316400000004,82449.46022400001
2006-11-21,8.027962000000006,7.172399600000002,8.855746400000001,88810.54617599999
2006-11-22,8.044628800000002,7.039065200000003,9.105748400000003,98841.489408
2006-11-23,7.083510000000004,6.366837600000004,7.961294800000001,157559.20588800003
2006-11-24,7.044620800000004,6.539061200000006,7.627958800000002,185450.121216
2006-11-25,6.189058400000004,5.366829600000003,6.844619200000004,288695.43936
2006-11-26,5.666832000000003,5.000160000000005,6.3112816000000045,281355.72479999997
2006-11-27,5.222384000000002,4.433488800000003,6.044612800000003,308268.01152
2006-11-28,3.5168148000000024,2.6556968000000047,4.9112704000000065,278909.15327999997
2006-11-29,2.600140800000002,1.6445776000000016,3.494592400000002,224105.951232
2006-11-30,3.9945964000000025,2.561251600000002,5.294606800000004,202331.464704
2006-12-01,4.983493200000002,4.1168195999999995,5.989056800000004,212362.407936
2006-12-02,4.500156000000004,4.077930400000003,4.922381600000001,200374.20748800001
2006-12-03,3.3390356000000025,3.0001440000000024,4.050152400000002,182269.57824
2006-12-04,3.4501476000000046,2.6556968000000047,4.550156400000002,159271.805952
2006-12-05,5.161272400000001,4.577934400000004,5.9168340000000015,141411.83385599998
2006-12-06,4.533489599999999,4.305710000000001,4.8946036000000035,136274.03366400002
2006-12-07,4.166820000000001,3.9001512000000034,4.433488800000003,141411.83385599998
2006-12-08,3.8390395999999996,3.6557048000000023,4.055708000000003,148506.891264
2006-12-09,3.8390395999999996,3.4223695999999997,4.277932000000003,155357.29152
2006-12-10,4.444600000000001,4.0057076000000045,4.944604000000002,212117.750784
2006-12-11,5.472386000000004,4.400155200000004,6.416838000000002,251996.86656
2006-12-12,6.350170800000004,6.083502000000006,6.594617200000002,256890.0096
2006-12-13,7.100176800000003,6.244614400000003,7.833516000000003,503993.73312
2006-12-14,6.850174800000001,6.300170400000006,7.466846400000001,875872.60416
2006-12-15,5.616831600000001,4.094597200000003,7.3390676000000035,1193926.90176
2006-12-16,3.5723708000000016,2.939032400000002,4.150153200000002,812261.7446399999
2006-12-17,2.5390292000000017,1.8834684000000017,3.3334800000000016,540692.30592
2006-12-18,1.8612460000000048,0.9556832000000028,2.700141600000002,357199.44192
2006-12-19,1.694578,1.016794800000003,2.100136800000005,259336.58112
2006-12-20,1.7556896000000002,1.572354800000003,1.961246800000005,202331.464704
2006-12-21,2.6834748000000026,1.527910000000002,3.9945964000000025,171260.00639999998
2006-12-22,3.2779240000000023,2.505695600000003,4.3779328000000035,145081.69113599998
2006-12-23,4.5057116000000015,3.3057020000000037,5.455719200000004,125264.461824
2006-12-24,4.050152400000002,3.1112560000000045,5.516830800000005,114988.86144
2006-12-25,5.677943200000001,5.422385600000002,5.961278800000002,115722.83289599999
2006-12-26,5.566831200000006,5.316829200000004,5.950167600000004,236828.12313599998
2006-12-27,4.622379200000005,3.6223712000000035,5.583498000000002,636108.5952
2006-12-28,3.2890352000000043,2.2056932000000025,3.8223728000000037,589623.73632
2006-12-29,1.816801200000004,0.8112376000000019,2.5779184000000015,486867.73248
2006-12-30,2.2112488,1.7001336000000045,2.533473600000004,386558.30016
2006-12-31,2.6445856000000028,2.189026400000003,3.0945892000000015,325394.01216
2007-01-01,2.800142400000002,2.1779152000000046,3.605704400000004,274016.01024
2007-01-02,5.005715600000002,3.6223712000000035,5.683498800000002,269122.8672
2007-01-03,5.4057188000000025,4.5112672000000025,5.972390000000004,844067.1744
2007-01-04,4.1334864000000024,3.272368400000005,4.594601200000003,1558466.05824
2007-01-05,3.566815200000004,2.711252800000004,4.333488000000003,1032453.18144
2007-01-06,4.1334864000000024,3.5612595999999996,4.494600400000007,743757.74208
2007-01-07,4.694602000000003,3.5445928000000038,5.722388000000002,599410.0224
2007-01-08,5.750166000000004,5.255717600000004,6.355726400000002,570051.16416
2007-01-09,5.716832400000001,4.766824800000002,6.616839600000002,596963.45088
2007-01-10,4.050152400000002,3.2445904000000034,5.672387600000004,611642.88
2007-01-11,2.3945836000000043,0.7001255999999998,3.2001456000000026,538245.7344
2007-01-12,0.08900960000000069,0.0001200000000025625,0.6390140000000031,406130.87231999997
2007-01-13,,,,322947.44064
2007-01-14,0.1167876000000021,0.0001200000000025625,0.6334584000000021,269122.8672
2007-01-15,,,,225084.57984
2007-01-16,,,,207958.5792
2007-01-17,0.6556808000000025,0.0001200000000025625,1.9056908000000021,190832.57856
2007-01-18,0.9223496000000004,0.0001200000000025625,2.1056924000000024,169547.406336
2007-01-19,1.7001336000000045,0.7945708000000025,2.883476400000003,154623.320064
2007-01-20,3.0557000000000016,2.2445824000000023,3.7612612000000034,144837.033984
2007-01-21,2.5390292000000017,1.2167963999999998,3.6501492000000013,130646.919168
2007-01-22,3.7390387999999994,2.466806400000003,5.483497200000002,120126.661632
2007-01-23,4.266820800000001,3.0945892000000015,5.977945600000002,114988.86144
2007-01-24,3.7112608000000016,2.605696400000003,5.2723844000000035,112297.632768
2007-01-25,2.7223640000000024,1.022350400000004,4.622379200000005,108627.775488
2007-01-26,2.8279204000000036,2.600140800000002,3.0445887999999997,105447.232512
2007-01-27,2.4834732000000024,2.2556936000000043,2.750142000000004,100798.746624
2007-01-28,2.233471200000004,1.9334688,2.600140800000002,93948.346368
2007-01-29,1.9779136000000044,1.666800000000002,2.4501396,88321.231872
2007-01-30,1.711244800000003,1.4223536000000045,2.0223584000000017,83428.08883200001
2007-01-31,2.0334696,1.5001320000000042,2.9001432000000023,78045.631488
2007-02-01,1.677911200000004,0.6779032000000029,2.0279140000000027,74131.117056
2007-02-02,1.0445728000000045,0.0001200000000025625,2.661252400000002,65568.116736
2007-02-03,2.000136000000005,0.01678680000000199,3.8390395999999996,67525.37395200001
2007-02-04,4.805714000000002,3.1445895999999998,7.005731600000004,67770.031104
2007-02-05,4.172375600000002,3.6668160000000043,4.672379600000003,71684.545536
2007-02-06,3.8890400000000014,3.4612587999999995,4.450155600000002,86119.317504
2007-02-07,3.4890368000000045,3.0557000000000016,4.050152400000002,105447.232512
2007-02-08,4.422377600000004,3.0668112000000036,6.300170400000006,121839.26169599999
2007-02-09,5.350162800000003,4.3723772000000025,7.0612876000000036,149485.519872
2007-02-10,4.061263600000004,3.7390387999999994,4.827936400000002,215053.636608
2007-02-11,4.183486800000004,3.6668160000000043,4.711268800000003,327840.58368
2007-02-12,4.3668216000000015,3.1668120000000037,5.827944400000003,733971.456
2007-02-13,4.350154800000002,3.039033200000002,5.989056800000004,714398.88384
2007-02-14,5.0390492000000044,3.8168172000000027,6.255725600000002,628768.88064
2007-02-15,5.577942400000001,5.100160800000001,6.072390800000004,1237965.18912
2007-02-16,6.122391200000006,5.250162000000003,7.522402400000004,1932791.5008
2007-02-17,6.416838000000002,5.294606800000004,7.989072800000006,1436137.48224
2007-02-18,5.866833600000003,4.783491600000001,6.927953200000001,1203713.18784
2007-02-19,4.927937200000002,3.8612620000000035,5.761277200000002,993308.03712
2007-02-20,5.133494400000004,4.155708800000003,5.750166000000004,836727.45984
2007-02-21,4.3723772000000025,3.0112552000000044,5.633498400000004,702166.02624
2007-02-22,4.200153600000004,3.6001487999999995,4.961270800000001,643448.30976
2007-02-23,4.216820400000003,2.811253600000004,5.800166400000002,579837.45024
2007-02-24,3.9668184000000046,3.355702400000002,4.5057116000000015,552925.16352
2007-02-25,4.572378800000003,3.5168148000000024,5.722388000000002,513780.0192
2007-02-26,4.139042000000003,3.2390348000000024,5.0279380000000025,494207.44704
2007-02-27,4.155708800000003,2.5945852000000045,5.850166800000004,457508.87424
2007-02-28,3.911262400000002,3.016810800000002,4.700157600000004,415917.1584
2007-03-01,3.3112576000000047,2.327916400000003,4.3723772000000025,379218.5856
2007-03-02,4.016818800000003,2.6223632000000023,5.344607200000002,337626.86976
2007-03-03,5.422385600000002,4.1168195999999995,7.011287200000002,315607.72608
2007-03-04,5.900167200000002,3.883484400000004,7.994628400000003,371878.87104
2007-03-05,6.483505200000003,4.7501580000000025,8.394631600000004,469741.73184
2007-03-06,6.689062400000001,4.294598800000003,9.061303600000006,594516.87936
2007-03-07,6.261281200000006,5.2723844000000035,7.161288400000004,692379.74016
2007-03-08,5.833500000000004,4.177931200000003,7.405734800000001,1448370.33984
2007-03-09,6.200169600000002,5.077938400000004,7.405734800000001,1259984.3328
2007-03-10,7.355734400000003,5.644609600000003,9.261305200000006,1086277.75488
2007-03-11,8.261297200000001,7.294622800000006,9.661308400000003,1052025.7536
2007-03-12,7.972406000000003,7.333512000000006,8.877968800000001,1091170.89792
2007-03-13,7.761293200000004,6.722396000000003,8.955747200000001,1056918.89664
2007-03-14,6.883508400000004,5.339051600000001,8.689078400000003,868532.8896
2007-03-15,6.211280800000004,3.844595200000004,8.477965600000001,660574.3104
2007-03-16,8.005739600000002,5.733499200000004,10.505759600000001,530906.01984
2007-03-17,8.966858400000003,6.105724400000003,11.8946596,452615.7312
2007-03-18,9.677975200000006,7.544624800000001,12.016882800000005,393898.01472
2007-03-19,9.066859200000003,6.583506000000003,11.394655600000004,352306.29888
2007-03-20,8.627966800000003,7.305734000000001,9.983533200000004,376772.01408
2007-03-21,7.277956000000003,4.961270800000001,9.816865200000006,335180.29824
2007-03-22,7.5668472000000015,5.089049600000003,10.139090000000003,288695.43936
2007-03-23,9.427973200000004,6.722396000000003,11.961326800000005,251996.86656
2007-03-24,9.844643200000004,7.783515600000001,11.711324800000003,217744.86528
2007-03-25,9.250194000000004,7.644625600000001,10.739094800000004,278909.15327999997
2007-03-26,6.944620000000004,5.100160800000001,8.316853200000004,403684.30079999997
2007-03-27,6.144613600000003,5.616831600000001,7.533513600000006,560264.8780799999
2007-03-28,6.750174000000001,4.5057116000000015,9.500196000000003,814708.31616
2007-03-29,7.005731600000004,4.294598800000003,10.155756800000002,1093617.46944
2007-03-30,7.972406000000003,5.316829200000004,10.966874400000005,1086277.75488
2007-03-31,8.011295200000003,6.622395200000003,9.244638400000003,976182.03648
2007-04-01,7.322400800000004,5.050160400000006,9.783531600000003,1005540.89472
2007-04-02,6.194614000000001,4.705713200000002,8.155740800000004,822048.03072
2007-04-03,6.466838400000004,3.505703600000004,9.266860800000003,658127.73888
2007-04-04,7.733515200000003,6.189058400000004,9.389084000000004,555371.7350399999
2007-04-05,8.722412000000006,5.672387600000004,11.994660400000004,472188.30336
2007-04-06,9.855754400000006,6.622395200000003,12.939112400000003,396344.58624
2007-04-07,9.905754800000004,7.961294800000001,11.3390996,347413.15584
2007-04-08,11.3390996,8.833524000000004,14.522458400000005,325394.01216
2007-04-09,10.294646800000002,8.805746000000003,11.739102800000005,327840.58368
2007-04-10,8.550188400000003,6.350170800000004,11.2002096,293588.5824
2007-04-11,8.216852400000004,5.2612732000000015,10.805762000000005,264229.72416
2007-04-12,9.439084400000006,7.277956000000003,11.777992000000005,264229.72416
2007-04-13,10.222424000000004,6.555728000000002,13.928009200000005,247103.72352
2007-04-14,9.844643200000004,8.994636400000001,11.7946588,234626.208768
2007-04-15,9.600196800000003,7.366845600000001,12.255773600000005,278909.15327999997
2007-04-16,9.200193600000006,6.133502400000001,11.927993200000003,264229.72416
2007-04-17,10.627982800000005,8.405742800000006,13.255781600000002,318054.2976
2007-04-18,8.333520000000004,7.111288000000002,10.166868000000001,357199.44192
2007-04-19,8.761301200000005,5.516830800000005,11.950215600000003,362092.58496
2007-04-20,9.733531200000005,6.127946800000004,13.222448000000004,349859.72736
2007-04-21,8.789079200000003,6.994620400000006,10.411314400000006,325394.01216
2007-04-22,9.261305200000006,8.472410000000004,9.922421600000003,352306.29888
2007-04-23,11.283543600000005,8.133518400000003,15.033573600000004,389004.87168
2007-04-24,11.644657600000006,8.555744000000004,14.322456800000005,357199.44192
2007-04-25,11.005763600000005,9.850198800000001,12.989112800000004,322947.44064
2007-04-26,11.061319600000001,7.850182800000006,14.172455600000003,293588.5824
2007-04-27,12.900223200000003,9.455751200000005,16.25025,261783.15264
2007-04-28,13.861342000000004,10.950207600000002,17.011367200000002,229733.06572800002
2007-04-29,13.639118000000003,11.172431600000003,16.4502516,204288.72192
2007-04-30,13.061335600000003,9.744642400000004,16.444696000000008,181780.263936
2007-05-01,13.278004000000003,10.239090800000003,16.161360400000007,161229.06316800002
2007-05-02,12.189106400000004,10.772428400000003,13.550228400000005,177131.778048
2007-05-03,10.072422800000005,8.166852000000006,11.911326400000004,201108.178944
2007-05-04,10.294646800000002,7.766848800000002,13.328004400000005,171504.66355199998
2007-05-05,11.811325600000004,8.422409600000002,15.911358400000005,158293.177344
2007-05-06,12.639110000000002,8.761301200000005,16.716920400000006,146060.319744
2007-05-07,15.011351200000007,11.189098400000002,19.289163200000004,132604.176384
2007-05-08,15.989136800000004,12.050216400000004,20.605840400000005,122328.576
2007-05-09,15.966914400000007,12.439108400000006,19.71138880000001,120615.97593599999
2007-05-10,16.439140400000007,13.111336000000005,20.628062800000002,108138.461184
2007-05-11,15.628022800000004,12.272440400000004,19.183606800000007,101043.40377599999
2007-05-12,16.094693200000002,12.694666000000005,20.79473080000001,91991.089152
2007-05-13,15.000240000000005,11.427989200000003,19.083606000000003,84162.060288
2007-05-14,15.094685200000008,10.766872800000005,19.83361200000001,77800.974336
2007-05-15,16.700253600000003,12.194662000000005,21.5725148,70461.259776
2007-05-16,17.400259200000008,13.694674000000003,21.744738400000003,63366.202368
2007-05-17,16.883588400000008,12.816889200000006,21.5391812,57739.087872000004
2007-05-18,16.800254400000007,12.522442400000003,21.744738400000003,52111.973376
2007-05-19,16.155804800000006,14.144677600000005,18.3113776,46974.173184
2007-05-20,13.844675200000005,11.989104800000003,16.161360400000007,45995.544576
2007-05-21,11.816881200000005,10.555760000000003,13.350226800000005,53579.91628799999
2007-05-22,13.544672800000004,10.350202800000005,18.355822400000008,63610.85952
2007-05-23,15.150241200000004,11.094653200000003,19.039161200000002,57494.43072
2007-05-24,16.455807200000002,13.316893200000003,20.728063600000006,45261.57312
2007-05-25,16.272472400000005,12.177995200000005,20.2280596,38900.487168
2007-05-26,16.716920400000006,12.894667600000005,20.278060000000004,33762.686976000005
2007-05-27,16.400251200000007,14.166900000000005,19.528054000000004,31071.458303999996
2007-05-28,15.316909200000005,10.739094800000004,20.166948000000005,25933.658111999997
2007-05-29,17.050256400000002,11.966882400000003,22.816969200000003,19034.3264256
2007-05-30,18.3947116,13.339115600000003,24.4225376,17028.1377792
2007-05-31,19.416942000000006,14.011343200000002,26.200329600000003,12477.514752
2007-06-01,19.928057200000005,14.778016000000008,26.066995200000008,11572.2832896
2007-06-02,21.489180800000007,17.316925200000007,27.178115200000008,11107.4347008
2007-06-03,22.05585200000001,17.433592800000007,28.489236800000008,10202.2032384
2007-06-04,19.839167600000003,17.9613748,22.433632800000005,11205.2975616
2007-06-05,17.216924400000003,15.022462400000002,19.3502748,22997.772288
2007-06-06,15.000240000000005,12.705777200000004,17.978041600000005,28135.57248
2007-06-07,15.733579200000001,12.622443200000003,20.478061600000004,22532.9236992
2007-06-08,17.666928000000006,12.705777200000004,23.550308400000006,19034.3264256
2007-06-09,17.528038000000002,14.789127200000003,20.883620400000005,15902.71488
2007-06-10,16.833588000000006,15.183574800000002,19.489164800000005,20551.200768
2007-06-11,17.344703200000005,13.883564400000004,22.589189600000005,23438.1551616
2007-06-12,17.772484400000003,12.828000400000004,23.355862400000007,18838.600704
2007-06-13,18.0669312,14.822460800000002,22.378076800000002,14924.086271999999
2007-06-14,18.661380400000006,14.083566000000005,24.189202400000006,12648.774758399999
2007-06-15,20.2113928,15.928025200000008,25.722548000000003,10348.997529600001
2007-06-16,18.139154000000005,15.389132000000004,21.105844400000002,8783.191756799999
2007-06-17,16.000248,13.089113600000005,19.6280548,8685.328895999999
2007-06-18,18.111376,13.233559200000006,23.983645200000005,8000.2888704
2007-06-19,19.383608400000007,13.966898400000005,25.43921240000001,7339.71456
2007-06-20,21.083622000000005,16.183582800000003,26.922557600000005,6728.07168
2007-06-21,21.428069200000003,17.266924800000005,26.411442400000006,6312.1545216
2007-06-22,20.1836148,16.111360000000005,24.944764000000006,6165.3602304
2007-06-23,18.75582560000001,13.955787200000003,24.428093200000006,5724.977356799999
2007-06-24,18.372489200000004,14.022454400000004,23.678087200000007,5382.457344
2007-06-25,18.528046000000003,14.166900000000005,23.56697520000001,5382.457344
2007-06-26,18.561379600000002,13.344671200000004,24.100312800000005,5235.6630528000005
2007-06-27,19.805834000000004,15.289131200000007,24.616983600000005,4648.485888
2007-06-28,20.54472880000001,15.955803200000005,25.511435200000008,4354.8973056
2007-06-29,20.144725600000008,17.766928800000002,22.1725196,4305.9658752
2007-06-30,19.98916880000001,15.994692400000005,24.711428800000007,4257.0344448
2007-07-01,20.283615600000005,15.661356400000003,25.555880000000002,4159.171584
2007-07-02,21.033621600000004,17.233591200000006,25.250322000000004,3816.6515712
2007-07-03,21.505847600000003,16.955811200000007,26.255885600000006,3351.8029824
2007-07-04,22.522522400000007,18.433600800000008,26.561443600000004,2960.3515392
2007-07-05,23.489196800000002,19.71138880000001,27.27256040000001,2544.4343808
2007-07-06,24.072534800000007,21.416958,26.244774400000004,2177.4486528
2007-07-07,23.194750000000006,20.216948400000007,26.178107200000007,2079.585792
2007-07-08,21.55029240000001,18.666936,24.105868400000006,1883.8600704
2007-07-09,21.666960000000003,18.805826000000003,24.589205600000007,1834.92864
2007-07-10,22.322520800000007,19.566943200000004,24.828096400000007,1688.1343487999998
2007-07-11,22.839191600000007,20.678063200000004,24.661428400000005,1541.3400576
2007-07-12,22.978081600000003,21.228067600000003,24.578094400000005,1565.8057728
2007-07-13,23.155860800000006,21.2447344,24.9503196,1541.3400576
2007-07-14,23.078082400000007,20.789175200000003,25.166988000000003,1370.0800512
2007-07-15,23.244750400000008,21.078066400000004,25.589213600000008,1272.2171904
2007-07-16,22.58363400000001,20.578062400000007,24.300314400000005,1272.2171904
2007-07-17,22.150297200000004,20.572506800000006,23.661420400000004,1223.28576
2007-07-18,21.611404000000007,19.850278800000005,23.21697240000001,1100.957184
2007-07-19,21.85585040000001,19.889168000000005,24.228091600000006,1174.3543296
2007-07-20,20.933620800000007,19.166940000000004,22.639190000000006,1003.0943232
2007-07-21,21.250290000000007,19.03360560000001,23.544752800000005,954.1628928
2007-07-22,22.10585240000001,20.039169200000003,24.40587080000001,856.300032
2007-07-23,23.189194400000005,21.183622800000002,25.589213600000008,807.3686016
2007-07-24,22.894747600000002,20.705841200000002,24.966986400000003,709.5057407999999
2007-07-25,20.911398400000003,18.333600000000004,23.2836396,636.1085952
2007-07-26,21.589181600000003,19.594721200000002,23.578086400000004,489.314304
2007-07-27,21.8502948,19.478053600000003,24.016978800000004,391.4514432
2007-07-28,21.989184800000004,19.83361200000001,24.105868400000006,318.0542976
2007-07-29,21.839183600000005,19.661388400000007,23.600308800000008,220.1914368
2007-07-30,20.911398400000003,18.57249080000001,22.916970000000006,195.7257216
2007-07-31,20.039169200000003,17.566927200000002,22.300298400000003,146.7942912
2007-08-01,20.394727600000003,18.083598000000002,22.472522000000005,97.8628608
2007-08-02,21.078066400000004,19.15582880000001,22.81141360000001,48.9314304
2007-08-03,21.37806880000001,19.500276,23.272528400000006,0.0
2007-08-04,19.950279600000002,17.666928000000006,21.972518,0.0
2007-08-05,19.922501600000004,17.811373600000003,21.994740400000005,0.0
2007-08-06,20.150281200000002,18.583602000000006,21.561403600000006,0.0
2007-08-07,19.972502000000006,18.12248720000001,22.155852800000005,0.0
2007-08-08,20.222504000000008,18.2669328,22.722524000000007,0.0
2007-08-09,19.750278,17.533593600000003,22.1280748,0.0
2007-08-10,18.8724932,16.494696400000002,21.078066400000004,0.0
2007-08-11,18.211376800000004,15.733579200000001,20.7669528,0.0
2007-08-12,18.916938000000002,16.616919600000003,21.822516800000002,0.0
2007-08-13,18.839159600000002,16.128026800000008,21.8947396,0.0
2007-08-14,19.722500000000004,17.144701600000005,23.200305600000007,0.0
2007-08-15,20.222504000000008,17.80026240000001,22.966970400000008,0.0
2007-08-16,20.43917240000001,18.861382000000006,23.81697720000001,0.0
2007-08-17,18.644713600000003,16.2891392,22.972526000000002,0.0
2007-08-18,17.678039200000008,14.405790800000005,23.372529200000002,0.0
2007-08-19,16.316917200000006,14.878016800000005,17.750262000000006,0.0
2007-08-20,15.944692000000003,14.278012000000004,17.572482800000003,0.0
2007-08-21,18.32248880000001,15.355798400000005,22.41141040000001,0.0
2007-08-22,18.989160800000008,16.761365200000007,21.716960400000005,0.0
2007-08-23,19.3447192,16.922477600000008,23.111416,0.0
2007-08-24,19.133606400000005,16.7280316,22.666968000000004,0.0
2007-08-25,18.750270000000008,16.500252000000003,22.9558592,0.0
2007-08-26,17.150257200000006,14.983573200000002,21.600292800000005,0.0
2007-08-27,15.516910800000005,12.094661200000004,20.972510000000007,0.0
2007-08-28,16.583586000000004,13.083558000000004,21.933628800000008,0.0
2007-08-29,18.1613764,14.289123200000006,24.005867600000002,0.0
2007-08-30,21.028066000000003,17.316925200000007,27.578118400000008,0.0
2007-08-31,20.605840400000005,18.1613764,23.239194800000007,0.0
2007-09-01,19.216940400000006,15.6446896,25.044764800000003,0.0
2007-09-02,19.972502000000006,16.383584400000004,25.9503276,0.0
2007-09-03,20.322504800000004,16.883588400000008,26.55033240000001,0.0
2007-09-04,19.71138880000001,18.072486800000007,22.278076,0.0
2007-09-05,19.4280532,16.072470800000005,25.078098400000002,0.0
2007-09-06,20.5058396,16.2002496,24.833652000000008,0.0
2007-09-07,,,,0.0
2007-09-08,,,,0.0
2007-09-09,,,,0.0
2007-09-10,,,,0.0
2007-09-11,20.06694720000001,15.255797600000001,28.717016400000006,0.0
2007-09-12,18.27804400000001,11.672435600000004,29.25035400000001,0.0
2007-09-13,17.611372000000003,10.472426000000006,28.3281244,0.0
2007-09-14,17.928041200000003,11.3390996,29.428133200000005,0.0
2007-09-15,17.122479200000008,9.122415200000006,28.93924040000001,0.0
2007-09-16,16.694698000000002,10.744650400000005,28.233679200000005,0.0
2007-09-17,17.161368400000008,12.150217200000004,29.37257720000001,0.0
2007-09-18,15.428021200000003,11.250210000000003,26.694778000000007,0.0
2007-09-19,14.394679600000003,8.111296000000003,28.86146200000001,0.0
2007-09-20,14.289123200000006,7.394623600000006,25.544768800000007,0.0
2007-09-21,15.439132400000005,8.122407200000001,29.244798400000008,0.0
2007-09-22,15.178019200000001,10.372425200000006,24.828096400000007,0.0
2007-09-23,13.728007600000005,9.333528000000001,26.405886800000005,0.0
2007-09-24,13.205781200000004,5.111272000000003,28.4503476,0.0
2007-09-25,14.244678400000005,5.7779440000000015,28.300346400000002,0.0
2007-09-26,14.789127200000003,6.583506000000003,28.950351600000005,0.0
2007-09-27,15.844691200000007,7.555736000000003,28.1781232,0.0
2007-09-28,12.783555600000003,11.689102400000003,13.639118000000003,24.4657152
2007-09-29,10.350202800000005,8.594633200000004,11.705769200000002,415.9171584
2007-09-30,11.066875200000005,10.583538,11.605768400000002,733.971456
2007-10-01,11.866881600000003,10.6224272,13.528006000000005,1296.6829056000001
2007-10-02,12.7279996,11.316877200000004,14.122455200000005,1565.8057728
2007-10-03,13.239114800000003,11.294654800000004,15.411354400000008,2691.228672
2007-10-04,11.7557696,9.661308400000003,13.961342800000004,4159.171584
2007-10-05,11.3779888,10.411314400000006,12.594665200000005,5137.800192
2007-10-06,10.789095200000006,8.411298400000003,13.572450800000002,5382.457344
2007-10-07,13.305782000000004,11.055764000000003,16.628030800000005,5382.457344
2007-10-08,14.044676800000005,12.222440000000002,16.605808400000008,5382.457344
2007-10-09,12.8668896,9.633530400000005,16.633586400000006,5382.457344
