date,inflow(m3/d),total avg discharge (m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),outflow(m3/d),storage(m3)
1982-01-20,1454560.1657856,4403.828736,805.4553360000001,,-1.027666,-9.588845599999999,4403.828736,500100280.98
1982-01-21,1820053.4851584,4403.828736,805.501056,,1.7279116000000023,-8.6277268,4403.828736,501915926.53559995
1982-01-22,1585989.98784,4403.828736,805.5406800000001,,2.0723588,-2.422121599999997,4403.828736,503497519.2612
1982-01-23,1710496.0124928,4893.14304,805.583352,,10.594649200000003,1.9001352000000047,4893.14304,505203113.73120004
1982-01-24,1107489.5299584,5871.771648,805.610784,,10.372425200000006,1.4223536000000045,5871.771648,506304722.38440007
1982-01-25,1720453.5585792,5382.457344,805.653456,,4.5223784000000045,0.022342400000002982,5382.457344,508019802.3156
1982-01-26,2343301.7361407997,5137.800192,805.711368,,9.716864400000006,0.1945660000000018,5137.800192,510357974.6688
1982-01-27,993626.0914175999,5137.800192,805.7357519999999,,8.016850800000004,0.1945660000000018,5137.800192,511346460.8712
1982-01-28,2234698.426368,5137.800192,805.7906160000001,,2.8612540000000024,-0.633218399999997,5137.800192,513576012.97559994
1982-01-29,1872630.3071231998,5137.800192,805.8363360000001,,7.139066000000003,-1.1998895999999988,5137.800192,515443501.6956
1982-01-30,1376000.7542784,5137.800192,805.869864,,9.894643600000006,-0.4165499999999973,5137.800192,516814354.36320007
1982-01-31,1857216.9065472,5137.800192,805.915584,,7.839071600000004,-1.288779199999997,5137.800192,518666424.58320004
1982-02-01,1468848.1434624,5137.800192,805.9521599999999,,7.100176800000003,-0.022102399999997857,5137.800192,520130145.96
1982-02-02,1844935.1175168,4893.14304,805.99788,,7.883516400000001,-0.3721052,4893.14304,521970189.75
1982-02-03,1231922.1574656,4403.828736,806.02836,,4.172375600000002,-4.605472399999998,4403.828736,523197699.7068
1982-02-04,1607299.6257792,4159.171584,806.067984,,-2.2054531999999973,-10.811077599999999,4159.171584,524800828.99320006
1982-02-05,866208.646656,4159.171584,806.08932,,-2.7721243999999974,-13.777767999999998,4159.171584,525662883.4956
1982-02-06,1739047.5021312,4159.171584,806.1319920000001,,-5.872149199999997,-13.999991999999999,4159.171584,527397773.1156
1982-02-07,750069.8966016,4159.171584,806.1502800000001,,0.11123200000000466,-11.205525199999999,4159.171584,528143683.1412
1982-02-08,1245647.4236927999,4159.171584,806.18076,,-2.7276795999999983,-13.999991999999999,4159.171584,529385180.7612
1982-02-09,877267.1499263999,4159.171584,806.202096,,-0.5887735999999961,-11.072190799999998,4159.171584,530258287.2444
1982-02-10,1003363.4460672,4159.171584,806.22648,,-4.388803999999997,-13.738878799999998,4159.171584,531257480.05320007
1982-02-11,1378447.3257984,4159.171584,806.2600080000001,,-3.2999063999999994,-13.955547199999998,4159.171584,532631774.13
1982-02-12,1510831.3107456,4648.485888,806.296584,,1.9890248000000028,-11.116635599999999,4648.485888,534137964.2232
1982-02-13,1513791.6622848,5382.457344,806.33316,,0.06678720000000027,-6.877712799999998,5382.457344,535646362.2456
1982-02-14,3290320.6401023995,5871.771648,806.412408,,13.955787200000003,-0.6776631999999978,5871.771648,538930811.1156
1982-02-15,9188025.9462144,6850.400256,806.6349120000001,,11.205765200000005,1.811245600000003,6850.400256,548111985.1344
1982-02-16,28107803.893248,7584.371712,807.305472,,14.216900400000007,4.739046800000004,7584.371712,576212201.3844
1982-02-17,43932522.0731904,8318.343168,808.3235040000001,,13.650229200000005,3.4279252000000042,8318.343168,620136387.1800001
1982-02-18,43033676.1624576,17126.00064,809.292768,,9.366861600000004,1.155684800000003,17126.00064,663152929.0524
1982-02-19,33315502.633574396,31805.42976,810.0212400000001,,16.839143600000007,4.300154400000004,31805.42976,696436610.6412
1982-02-20,35703698.9571072,203065.43615999998,810.780192,,14.478013600000004,4.477933600000004,203065.43615999998,731937238.1688001
1982-02-21,40721127.8303232,3180542.976,811.566576,,14.394679600000003,2.6890304000000036,3180542.976,769477819.59
1982-02-22,46879123.880448006,13235951.9232,812.2554240000001,,12.950223600000005,-1.1998895999999988,13235951.9232,803120986.59
1982-02-23,41013566.5241088,18422683.5456,812.709576,,7.183510800000004,-1.5943371999999982,18422683.5456,825711864.42
1982-02-24,26351018.7475968,17982300.672,812.8772160000001,,5.7890552000000035,-4.605472399999998,17982300.672,834080569.8324
1982-02-25,15814515.976704,18104629.248,812.831496,,8.977969600000002,-4.872141199999998,18104629.248,831790453.86
1982-02-26,15027747.5073024,13651869.0816,812.8589280000001,,7.444624000000001,-1.6387819999999955,13651869.0816,833166326.7911999
1982-02-27,11085464.4885504,8024754.5856,812.919888,,11.244654400000005,1.0723508000000024,8024754.5856,836227047.0588001
1982-02-28,10324115.8972416,6018565.9392,813.0052320000001,,12.778000000000002,-2.422121599999997,6018565.9392,840532595.3424001
1982-03-01,9282365.744025601,4648485.888,813.096672,,16.750254000000005,5.177939200000004,4648485.888,845166471.3324
1982-03-02,11843143.2225792,10911708.9792,813.11496,,14.305790000000002,2.600140800000002,10911708.9792,846097896.75
1982-03-03,16943657.6646144,15388934.8608,813.1454400000001,,11.289099200000003,3.911262400000002,15388934.8608,847652624.2811999
1982-03-04,13501796.3845632,16294166.3232,813.090576,,8.800190400000005,1.9890248000000028,16294166.3232,844860259.9224
1982-03-05,11041817.6526336,12746637.6192,813.0570480000001,,13.128002800000004,-0.2387707999999975,12746637.6192,843155430.21
1982-03-06,8629914.051072,9248040.3456,813.044856,,14.172455600000003,-2.5554559999999977,9248040.3456,842537308.7124
1982-03-07,8717330.051481599,8563000.32,813.047904,,15.966914400000007,-0.8054419999999958,8563000.32,842691641.73
1982-03-08,8098592.1140736,8563000.32,813.03876,,11.639102000000005,0.7667928000000046,8563000.32,842227236.51
1982-03-09,7870571.6484096,8024754.5856,813.0357120000001,,14.700237600000001,1.7668008000000022,8024754.5856,842073051.51
1982-03-10,8235257.5991808,7926891.7248,813.0418080000001,,19.722500000000004,3.9945964000000025,7926891.7248,842381421.51
1982-03-11,9125197.989580799,8196014.592,813.060096,,17.189146400000006,0.11123200000000466,8196014.592,843310614.3288001
1982-03-12,10361988.8243712,8660863.1808,813.0936240000001,,14.872461200000004,-0.8498867999999966,8660863.1808,845011743.6012
1982-03-13,12794150.0381184,10153271.808,813.1454400000001,,11.333544000000003,-1.0721107999999973,10153271.808,847652624.2811999
1982-03-14,10370038.044672001,11303160.4224,813.127152,,8.9335248,5.000160000000005,11303160.4224,846719496.6611999
1982-03-15,9107680.5374976,9884148.9408,813.1119120000001,,10.594649200000003,-1.1998895999999988,9884148.9408,845943021.0012
1982-03-16,13651428.698726399,11474420.4288,813.154584,,11.027986000000006,-2.466566399999998,11474420.4288,848120039.1924
1982-03-17,11405353.7147904,12183926.1696,813.139344,,9.366861600000004,-2.6443455999999994,12183926.1696,847341478.9511999
1982-03-18,11431385.2357632,12208391.8848,813.1241040000001,,6.222392000000006,0.5001240000000031,12208391.8848,846564460.5600001
1982-03-19,7975505.1009024,9835217.5104,813.0875280000001,,7.100176800000003,1.9001352000000047,9835217.5104,844704755.0988001
1982-03-20,7674381.0782208,7829028.864,813.08448,,9.633530400000005,0.4612348000000033,7829028.864,844550113.7112
1982-03-21,6744634.9691904,6434483.0976,813.090576,,14.172455600000003,-1.5943371999999982,6434483.0976,844860259.9224
1982-03-22,6309561.1557888,5382457.344,813.108864,,14.305790000000002,-2.7276795999999983,5382457.344,845787368.16
1982-03-23,5877643.419648,4012377.2928,813.1454400000001,,19.544720800000007,0.4612348000000033,4012377.2928,847652624.2811999
1982-03-24,5572140.0339456005,3082680.1152,813.194208,,19.805834000000004,3.2112568000000046,3082680.1152,850142095.2911999
1982-03-25,5856480.576,2165215.7952,813.2673599999999,,17.666928000000006,-0.9387763999999983,2165215.7952,853833358.2
1982-03-26,6595027.120742399,2128517.2224,813.3557519999999,,22.211408800000008,4.872381200000003,2128517.2224,858299863.2888001
1982-03-27,6812747.5203072,3718788.7103999997,813.4167120000001,,17.100256800000004,5.177939200000004,3718788.7103999997,861393825.8424001
1982-03-28,9818678.686924798,4844211.6096,813.5142480000001,,15.044684800000006,2.950143600000004,4844211.6096,866368290.33
1982-03-29,8329499.5341312,6923797.4015999995,813.54168,,13.039113200000003,-0.14988119999999583,6923797.4015999995,867774001.1424
1982-03-30,7439608.0751616,8220480.3072,813.5264400000001,,9.4113064,1.9001352000000047,8220480.3072,866993121.9588001
1982-03-31,6333610.9538304,8049220.3008,813.492912,,12.511331200000004,3.8668176000000045,8049220.3008,865277511.6312
1982-04-01,5994100.223999999,5994100.223999999,813.492912,,12.861334000000003,3.077922400000002,5994100.223999999,865277511.6312
1982-04-02,6958098.3343104,4305965.8752,813.5447280000001,,11.3779888,-0.32766039999999563,4305965.8752,867929641.6488001
1982-04-03,5842804.241203199,5064403.0464,813.559968,,9.939088400000003,3.6501492000000013,5064403.0464,868708053.8724
1982-04-04,6366884.3265023995,5896237.3632,813.569112,,10.722428,1.5945771999999998,5896237.3632,869178700.5012
1982-04-05,9465198.0337152,8526375.1443456,813.5874,,13.472450000000006,-2.422121599999997,8220480.3072,870117526.7988001
1982-04-06,8514900.7239168,11951770.998067198,813.5203440000001,,11.244654400000005,1.5945771999999998,11621214.72,866680669.14
1982-04-07,6284801.8520064,13272919.6188672,813.383184,,10.9002072,1.155684800000003,12942363.3408,859692548.5524
1982-04-08,5967310.265856001,13052728.182067199,813.242976,,15.0891296,-0.9387763999999983,12722171.904,852607131.0624
1982-04-09,4098056.2274304,12930399.6060672,813.0692400000001,,19.372497200000005,1.4612428000000044,12599843.328,843774797.5224
1982-04-10,4383497.7266688,8551036.585267201,812.9869440000001,,14.828016400000003,-0.7665527999999959,8220480.3072,839607250.9812
1982-04-11,7790030.5139712,6251259.3564672,813.0174240000001,,22.644745600000007,6.005723600000003,5920703.0784,841146017.2811999
1982-04-12,14072679.38304,9896650.9212672,813.09972,,17.84470720000001,7.666848000000002,9566094.6432,845322037.83
1982-04-13,24942821.1121152,13968015.0534144,813.316128,,19.544720800000007,9.061303600000006,13309349.0688,856296852.1212
1982-04-14,16769437.3066752,13992480.7686144,813.370992,,12.778000000000002,4.694602000000003,13333814.784,859073797.98
1982-04-15,15239278.0809216,14155495.828992,813.3923280000001,,11.727991600000003,0.37234520000000515,13309349.0688,860157570.5124
1982-04-16,13177601.192448,14106564.398592,813.3740400000002,,15.044684800000006,-2.7721243999999974,13260417.6384,859228599.72
1982-04-17,11438088.841727998,13910838.676992001,813.325272,,17.755817600000007,-0.5443287999999988,13064691.9168,856755854.6988001
1982-04-18,10170251.0143488,13861907.246592,813.2521200000001,,10.983541200000005,1.3779088000000002,13015760.486399999,853064209.4111999
1982-04-19,9536931.5106816,14170493.312409598,813.16068,,12.250218000000004,-2.0721187999999984,12991294.7712,848430641.7911999
1982-04-20,8496233.3832192,13460987.5716096,813.0631440000001,,15.222464000000002,-3.1221271999999978,12281789.0304,843465884.7911999
1982-04-21,7349647.6403712,11208282.3788544,812.9869440000001,,20.63917400000001,-2.905458799999998,9957546.0864,839607250.9812
1982-04-22,8184540.1715712,7259197.8912768,813.0052320000001,,26.2281076,-0.8943315999999975,5749443.072,840532595.3424001
1982-04-23,6498118.4228352,8039825.466163199,812.974752,,30.072582800000006,4.1279308000000015,6214291.6608,838990893.36
1982-04-24,8271368.994816001,8117724.30336,812.9778,,26.011439199999998,5.350162800000003,6189825.9456,839144535.6288
1982-04-25,9285766.4784384,8360106.1438464,812.996088,,19.850278800000005,3.2112568000000046,6263223.0912,840070188.36
1982-04-26,9929801.965363199,9003994.83648,813.014376,,25.7058812,4.739046800000004,6556811.6736,840995989.1088
1982-04-27,10221677.9476992,6977621.97504,813.078384,,26.489220800000012,3.911262400000002,4159171.584,844240041.5088
1982-04-28,10445857.2960768,5942869.0163712,813.166776,,19.894723600000006,8.366853600000006,2960351.5392,848743020.6012
1982-04-29,10501223.209574401,6026321.5709184,813.255168,,20.989176800000003,-0.3721052,3009282.9696,853217925.6888001
1982-04-30,10659124.9354752,6194914.814361599,813.34356,,25.79477080000001,0.1945660000000018,3058214.4,857682124.17
1982-05-01,10936884.2001408,6760097.301196801,813.425856,,28.500348000000002,6.222392000000006,3620925.8496,861858921.8111999
1982-05-02,10184294.3348736,6921668.884377601,813.489864,,33.961502800000005,6.794618800000002,3620925.8496,865121550.42
1982-05-03,10450040.933376001,6549545.3561856,813.566064,,23.1280828,6.877952800000006,3131611.5456,869022048.5411999
1982-05-04,9619674.559488,6641830.03392,813.623976,,19.283607600000003,-0.3721052,3156077.2608,871999903.6224
1982-05-05,10447276.3075584,7146166.2870528,813.687984,,22.9558592,1.1167956000000032,3620925.8496,875301004.4724001
1982-05-06,9729843.6750336,7682356.901376001,813.727608,,26.139218000000007,5.044604800000002,4110240.1536,877348494.9288001
1982-05-07,9269643.5721216,8005328.8077312,813.7519920000001,,24.483649200000002,7.489068800000002,4428294.4512,878612811.9288001
1982-05-08,8234694.8877312,8076254.916096,813.7550400000001,,18.6724916,6.4446160000000035,4501691.5967999995,878771240.1
1982-05-09,7916542.7272704,7758200.618496001,813.758088,,11.727991600000003,5.350162800000003,4183637.2992,878929594.2624
1982-05-10,7835683.538534399,7043165.6260608,813.7733280000001,,16.311361600000005,7.361290000000004,3547528.704,879722105.1624
1982-05-11,6526474.186752,5896163.9660543995,813.78552,,21.728071600000007,5.6557208000000045,2495502.9504,880352413.4424
1982-05-12,7423925.5517184,5837446.2495744,813.816,,25.528102000000004,6.877952800000006,2436785.23392,881938890.7488
1982-05-13,6366150.3550464,6366150.3550464,813.816,,26.578110400000007,6.527950000000004,2935885.824,881938890.7488
1982-05-14,6449456.1153024,6292948.935168,813.8190480000001,,25.528102000000004,11.333544000000003,2838022.9632,882095394.6911999
1982-05-15,5342455.8996480005,6292533.0180096,813.80076,,24.4392044,10.2446464,2886954.3936,881145306.7212
1982-05-16,5211857.9119104,5370664.869273599,813.797712,,29.111464000000005,9.022414400000006,1908325.7856,880986496.1711999
1982-05-17,5305243.5468288,4196335.0053888,813.8190480000001,,23.389196,10.155756800000002,729078.31296,882095394.6911999
1982-05-18,4548788.09856,3921878.6122752,813.8312400000001,,17.144701600000005,7.972406000000003,508886.87616,882722310.9011999
1982-05-19,5138583.094886401,4039314.0452352,813.852576,,22.994748400000006,4.344599200000005,626322.30912,883821575.9424
1982-05-20,5597095.0634496,5286869.7947136,813.858672,,24.611428000000004,4.216820400000003,1896092.928,884131796.1624
1982-05-21,6067546.3010304,5753797.9693056,813.864768,,29.2836876,7.272400400000006,2407426.37568,884445556.47
1982-05-22,5197178.4827904,6135463.126425601,813.84648,,28.194790000000005,11.594657200000004,2789091.5328,883507260.5688001
1982-05-23,5337660.6194688,5651041.965465601,813.840384,,26.972558000000006,8.405742800000006,2304670.37184,883193882.64
1982-05-24,4609022.689382399,4766532.96384,813.837336,,30.072582800000006,7.011287200000002,1282003.47648,883036379.5788001
1982-05-25,4678089.403392,4364781.4545408,813.8434320000001,,35.13929,11.244654400000005,795135.744,883349683.4988
1982-05-26,4098154.0902911997,4568116.013568,813.834288,,26.011439199999998,12.0335496,963949.17888,882879727.6188
1982-05-27,5195612.6770176,4568067.0821376005,813.84648,,19.283607600000003,6.616839600000002,971288.89344,883507260.5688001
1982-05-28,3919211.8493184,4232593.1953152,813.840384,,18.844715200000003,6.616839600000002,670360.59648,883193882.64
1982-05-29,4344181.3223423995,4188383.6479488,813.8434320000001,,19.894723600000006,3.4723700000000015,648341.4528,883349683.4988
1982-05-30,4009563.735552,4009563.735552,813.8434320000001,,28.3281244,4.300154400000004,494207.44704,883349683.4988
1982-05-31,4120662.5482751997,3963078.8766719997,813.84648,,28.633682400000012,7.839071600000004,447722.58816,883507260.5688001
1982-06-01,3679301.0460671997,3992682.392064,813.840384,,23.955867200000007,11.555768,447722.58816,883193882.64
1982-06-02,3180053.661696,3965549.9139071996,813.8251440000001,,29.550356400000005,7.139066000000003,447722.58816,882408390.2412
1982-06-03,3175747.6958208,3963078.8766719997,813.8099040000001,,23.039193200000007,8.977969600000002,447722.58816,881621047.6224
1982-06-04,4283359.5543552,3965525.448192,813.816,,18.628046800000007,8.366853600000006,452615.7312,881938890.7488
1982-06-05,2627764.6067712,3897706.4856576,813.7916160000001,,18.455823200000005,5.833500000000004,447722.58816,880668949.08
1982-06-06,2569658.5331711997,3833581.8461184003,813.767232,,20.7669528,3.8668176000000045,447722.58816,879405014.4588001
1982-06-07,2591041.568256,3699093.809664,813.745896,,19.416942000000006,7.622403200000004,452615.7312,878296967.04
1982-06-08,2883186.6734592,3674310.0401664,813.730656,,25.050320400000004,3.8223728000000037,464848.58879999997,877505849.9724001
1982-06-09,2391939.5779584,3654713.0022911998,813.706272,,29.983693200000005,7.489068800000002,447722.58816,876243074.8224
1982-06-10,2808076.9277952,3435377.8655232,813.69408,,32.16704400000001,9.327972400000004,423256.87296,875615763.8988001
1982-06-11,2408747.5243007997,3826388.9258495998,813.6666480000001,,31.68926240000001,8.366853600000006,423256.87296,874198113.0
1982-06-12,1950700.4043264,3838621.7834496,813.630072,,25.311433600000008,13.083558000000004,435489.73056,872310197.8512
1982-06-13,2655459.7963776,3907443.8403072,813.605688,,27.755897600000004,10.0668672,464848.58879999997,871058215.6511999
1982-06-14,1224264.388608,3887577.6795648,813.553872,,31.033701600000008,12.205773200000003,479528.01792,868394897.97
1982-06-15,1990481.6572416,4017099.1758336,813.5142480000001,,36.189298400000006,12.689110400000004,479528.01792,866368290.33
1982-06-16,1725615.8244864,4058274.9745152,813.4685280000001,,36.88374840000001,13.605784400000005,423256.87296,864035631.6324
1982-06-17,1655913.0018816001,4142461.5005184,813.41976,,35.13929,13.822452800000004,386558.30016,861549083.97
1982-06-18,1696721.8148351999,4172016.0844799997,813.370992,,34.439284400000005,11.944660000000002,391451.4432,859073797.98
1982-06-19,1527101.0113535998,4149703.3522176,813.319176,,35.272624400000005,12.383552400000003,403684.30079999997,856451185.1388
1982-06-20,1580118.216192,4197949.7425919995,813.2673599999999,,36.972638,13.605784400000005,386558.30016,853833358.2
1982-06-21,1922075.5175424,4222586.7177984,813.2216400000001,,35.83929560000001,15.439132400000005,391451.4432,851532843.9912
1982-06-22,2532764.2346496,4234819.5753984,813.188112,,32.605936400000004,15.572466800000008,403684.30079999997,849830789.6088
1982-06-23,1281734.3536128,4237217.215488,813.1302000000001,,33.8281684,15.744690400000003,411024.01536,846875297.52
1982-06-24,1136726.0596224,4237217.215488,813.0692400000001,,32.694826,14.089121600000002,411024.01536,843774797.5224
1982-06-25,1548043.6635648,4176835.8303744,813.0174240000001,,33.43372080000001,14.739126800000001,403684.30079999997,841146017.2811999
1982-06-26,1701492.6292992001,4164602.9727744,812.968656,,36.0115192,12.600220800000002,391451.4432,838682905.7388
1982-06-27,1872972.827136,4175710.4074752,812.922936,,35.40040320000001,16.578030400000003,391451.4432,836380158.9311999
1982-06-28,2363167.8968832,4202891.817062399,812.88636,,21.033621600000004,14.172455600000003,386558.30016,834540423.5112
1982-06-29,2282210.8452864,4115475.8166528,812.849784,,23.739198800000004,13.389116000000005,366985.728,832707163.8612
1982-06-30,1743891.7137407998,3728403.7364736,812.81016,,31.20592520000001,12.0335496,337626.86976,830722642.5588001
1982-07-01,3024011.3301504,3329759.3730048,812.804064,,19.766944800000005,12.950223600000005,366985.728,830416899.8712
1982-07-02,4125947.1427584,2752392.96,812.831496,,25.444768000000003,10.327980400000005,379218.5856,831790453.86
1982-07-03,2848004.9750015996,2617953.854976,812.834544,,25.572546800000005,9.500196000000003,379218.5856,832020497.88
1982-07-04,2749090.088448,2520506.9113344,812.8406400000001,,24.483649200000002,11.289099200000003,379218.5856,832249074.0588001
1982-07-05,2322775.001088,2476101.6382464003,812.8406400000001,,25.572546800000005,8.277964000000004,379218.5856,832095740.16
1982-07-06,2323141.9868159997,2476101.6382464003,812.834544,,29.505911600000005,8.100184800000001,379218.5856,831942788.64
1982-07-07,2732673.5935488,2573548.581888,812.8254000000001,,25.311433600000008,13.300226400000003,379218.5856,832101907.5600001
1982-07-08,1578307.7532672,2652499.4448384,812.816256,,26.1836628,11.555768,379218.5856,831027706.8324
1982-07-09,2034324.21888,2645135.2645632,812.804064,,30.900367200000005,10.200201600000003,374325.44256,830416899.8712
1982-07-10,2098473.3241344,2708036.6183423996,812.791872,,35.9670744,12.511331200000004,374325.44256,829807326.39
1982-07-11,2073395.9660544,2983006.7914752,812.773584,,37.10597240000001,13.561339600000004,386558.30016,828897708.8988001
1982-07-12,1937537.8495488001,3609280.1691648,812.740056,,36.144853600000005,14.044676800000005,423256.87296,827225961.12
1982-07-13,1331106.1668864002,3905315.3230848,812.6882400000001,,38.022646400000006,15.572466800000008,423256.87296,824651762.3688
1982-07-14,868532.8896,4037258.9251584,812.6242320000001,,33.43372080000001,13.433560800000002,428150.016,821483038.5924001
1982-07-15,1038716.4045312,4082936.4154367996,812.563272,,29.811469600000002,9.544640800000003,423256.87296,818438809.9524
1982-07-16,1332280.521216,4082936.4154367996,812.508408,,26.622555200000008,9.194638000000001,423256.87296,815688149.5524
1982-07-17,883359.1130112,4080465.3782015997,812.4444000000001,,31.778152000000006,9.105748400000003,423256.87296,812491043.4011999
1982-07-18,1035707.1215615999,4068208.0548864,812.3834400000001,,38.372649200000005,10.155756800000002,415917.1584,809458532.8211999
1982-07-19,1255409.2440576,4127415.0856704,812.3255280000001,,39.98932880000001,13.389116000000005,415917.1584,806586522.6588001
1982-07-20,915066.6799104,4229730.7066367995,812.258472,,39.728215600000006,12.861334000000003,423256.87296,803271853.5288001
1982-07-21,165535.0290432,4210035.8059008,812.176176,,38.5893176,12.778000000000002,415917.1584,799227358.9524
1982-07-22,908705.5939584001,4193937.3652992,812.1091200000001,,35.1837348,12.600220800000002,423256.87296,795942132.99
1982-07-23,629013.537792,4193912.899584,812.035968,,35.40040320000001,11.555768,428150.016,792377227.7724
1982-07-24,758902.0197888,4181508.7819776004,811.965864,,33.21705240000001,12.778000000000002,435489.73056,788954629.1424
1982-07-25,1023792.3182592,4179037.7447423995,811.901856,,38.2837596,11.422433600000005,435489.73056,785799387.3024
1982-07-26,716380.6067712,4156798.4096256,811.8317519999999,,42.78379560000001,14.522458400000005,440382.8736,782358977.2212
1982-07-27,1327607.5696128,4159220.5154303997,811.7738400000001,,30.028138000000006,15.355798400000005,447722.58816,779527363.5288001
1982-07-28,1155980.5774848,4124723.8569984003,811.71288,,30.161472400000008,16.839143600000007,440382.8736,776558611.53
1982-07-29,740699.5276799999,3997624.4665344,811.6458240000001,,38.022646400000006,12.472442000000004,447722.58816,773301681.5988001
1982-07-30,555224.9407487999,3940888.4729855997,811.57572,,39.68377080000001,13.128002800000004,447722.58816,769916013.36
1982-07-31,738766.7361791999,3935946.3985152,811.508664,,40.556000000000004,14.655792800000008,447722.58816,766718833.2
1982-08-01,732846.0331008,3972963.0256128004,811.4416080000001,,34.394839600000005,13.778008000000003,447722.58816,763478715.6012
1982-08-02,648414.8499455999,3997624.4665344,811.3715040000001,,30.861478000000005,8.366853600000006,447722.58816,760129509.0311999
1982-08-03,596376.2737152,3995153.4292992,811.3014000000001,,32.77816000000001,14.172455600000003,447722.58816,756730728.9
1982-08-04,1196104.3504128,3990235.8205440002,811.2434880000001,,36.667080000000006,9.672419600000001,447722.58816,753936588.33
1982-08-05,911935.0683648,3990235.8205440002,811.17948,,35.83929560000001,11.072430800000003,447722.58816,750858290.9724001
1982-08-06,1032648.9071616,3955690.2306815996,811.1185200000001,,40.77266840000001,12.383552400000003,447722.58816,747935251.7424
1982-08-07,506782.8246528,3995153.4292992,811.045368,,30.028138000000006,13.300226400000003,447722.58816,744446883.9588001
1982-08-08,802353.129984,3985342.6775040003,810.9783120000001,,37.583754000000006,17.144701600000005,440382.8736,741263888.8188001
1982-08-09,572473.2699648,4029747.9505919996,810.90516,,36.75596960000001,15.044684800000006,440382.8736,737806604.7312
1982-08-10,725897.769984,4024830.3418368,810.835056,,34.26706080000001,13.911342400000002,440382.8736,734507662.4712
1982-08-11,587935.6019712,4019937.1987968,810.7619040000001,,26.31699720000001,11.511323200000003,435489.73056,731075652.3888
1982-08-12,968450.8704767999,3870745.2675071997,810.700944,,31.472594000000008,14.872461200000004,428150.016,728173360.2924
1982-08-13,1009137.3548544,3756025.5289344,810.6430320000001,,34.878176800000006,9.761309200000003,428150.016,725426474.3412
1982-08-14,427000.1273856,3738752.7340032,810.572928,,34.439284400000005,11.772436400000004,428150.016,722114728.5588001
1982-08-15,720368.5183488,3733835.125248,810.5089200000001,,36.4504116,11.511323200000003,428150.016,719101262.91
1982-08-16,671534.9508096001,3669734.951424,810.444912,,37.7615332,12.0335496,423256.87296,716103055.4088001
1982-08-17,832837.4111232001,3817165.3512192,810.3809040000001,,38.328204400000004,11.727991600000003,494207.44704,713118736.8924
1982-08-18,765776.88576,3879870.9792767996,810.3138480000001,,27.233671200000003,12.383552400000003,516226.59072,710004656.28
1982-08-19,350128.8502272,3872482.3332864,810.2376480000001,,37.32264080000001,11.289099200000003,516226.59072,706482306.1224
1982-08-20,653870.7044352,3879822.0478463997,810.1675440000001,,38.67820720000001,15.355798400000005,523566.30528,703256361.2088001
1982-08-21,837999.6770303999,3824260.4086271995,810.1035360000001,,38.50042800000001,14.433568800000003,530906.01984,700270106.1288
1982-08-22,411072.9467904,3819318.3341567996,810.030384,,40.51155520000001,13.650229200000005,530906.01984,696861852.8712
