date,canal discharge (m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),outflow(m3/d),storage(m3)
1982-06-12,,,,,,,3669603.0
1982-06-13,,,,,,,3669603.0
1982-06-14,,,,,,,3584492.88
1982-06-15,,,,,,,3568457.64
1982-06-16,,,,,,,3533920.2
1982-06-17,,,,,,,3516651.48
1982-06-18,,,,,,,3499382.7600000002
1982-06-19,,,,,,,3499382.7600000002
1982-06-20,,,,,,,3499382.7600000002
1982-06-21,,,,,,,3299559.0
1982-06-22,,,,,,,3267488.52
1982-06-23,,,,,,,3267488.52
1982-06-24,,,,,,,3250219.8000000003
1982-06-25,,,,,,,3234184.56
1982-06-26,,,,,,,3234184.56
1982-06-27,,,,,,,3184845.36
1982-06-28,,,,,,,3202114.08
1982-06-29,,,,,,,3218149.32
1982-06-30,,,,,,,3234184.56
1982-07-01,,,,,,,3234184.56
1982-07-02,,,,,,,3234184.56
1982-07-03,,,,,,,3267488.52
1982-07-04,,,,,,,3316827.72
1982-07-05,,,,,,,3382202.16
1982-07-06,,,,,,,3250219.8000000003
1982-07-07,,,,,,,3283523.7600000002
1982-07-08,,,,,,,3332862.96
1982-07-09,,,,,,,3348898.2
1982-07-10,,,,,,,3345197.7600000002
1982-07-11,,,,,,,3399470.88
1982-07-12,,,,,,,3399470.88
1982-07-13,,,,,,,3399470.88
1982-07-14,,,,,,,3416739.6
1982-07-15,,,,,,,3450043.56
1982-07-16,,,,,,,3483347.52
1982-07-17,,,,,,,3499382.7600000002
1982-07-18,,,,,,,3348898.2
1982-07-19,,,,,,,3533920.2
1982-07-20,,,,,,,3483347.52
1982-07-21,,,,,,,3466078.8000000003
1982-07-22,,,,,,,3432774.84
1982-07-23,,,,,,,3382202.16
1982-07-24,,,,,,,3348898.2
1982-07-25,,,,,,,3316827.72
1982-07-26,,,,,,,3267488.52
1982-07-27,,,,,,,3218149.32
1982-07-28,,,,,,,3168810.12
1982-07-29,,,,,,,3105902.64
1982-07-30,,,,,,,3057796.92
1982-07-31,,,,,,,2994889.44
1982-08-01,,,,,,,2994889.44
1982-08-02,,,,,,,2902378.44
1982-08-03,,,,,,,2902378.44
1982-08-04,,,,,,,2840704.44
1982-08-05,,,,,,,2811100.92
1982-08-06,,,,,,,2871541.44
1982-08-07,,,,,,,2902378.44
1982-08-08,,,,,,,2886343.2
1982-08-09,,,,,,,2855506.2
1982-08-10,,,,,,,2825902.68
1982-08-11,,,,,,,2811100.92
1982-08-12,,,,,,,2825902.68
1982-08-13,,,,,,,2840704.44
1982-08-14,,,,,,,2840704.44
1982-08-15,,,,,,,2840704.44
1982-08-16,,,,,,,2855506.2
1982-08-17,,,,,,,2855506.2
1982-08-18,,,,,,,2840704.44
1982-08-19,,,,,,,2825902.68
1982-08-20,,,,,,,2796299.16
1982-08-21,,,,,,,2765462.16
1982-08-22,,,,,,,2750660.4
1982-08-23,,,,,,,2721056.88
1982-08-24,,,,,,,2676651.6
1982-08-25,,,,,,,2661849.84
1982-08-26,,,,,,,2632246.32
1982-08-27,,,,,,,2617444.56
1982-08-28,,,,,,,2602642.8
1982-08-29,,,,,,,2589074.52
1982-08-30,,,,,,,2574272.7600000002
1982-08-31,,,,,,,2602642.8
1982-09-01,,,,,,,2602642.8
1982-09-02,,,,,,,2602642.8
1982-09-03,,,,,,,2602642.8
1982-09-04,,,,,,,2602642.8
1982-09-05,,,,,,,2632246.32
1982-09-06,,,,,,,2647048.08
1982-09-07,,,,,,,2647048.08
1982-09-08,,,,,,,2647048.08
1982-09-09,,,,,,,2647048.08
1982-09-10,,,,,,,2661849.84
1982-09-11,,,,,,,2691453.36
1982-09-12,,,,,,,2721056.88
1982-09-13,,,,,,,2721056.88
1982-09-14,,,,,,,2780263.92
1982-09-15,,,,,,,2825902.68
1982-09-16,,,,,,,2855506.2
1982-09-17,,,,,,,2886343.2
1982-09-18,,,,,,,2902378.44
1982-09-19,,,,,,,2902378.44
1982-09-20,,,,,,,2917180.2
1982-09-21,,,,,,,2933215.44
1982-09-22,,,,,,,2948017.2
1982-09-23,,,,,,,2948017.2
1982-09-24,,,,,,,2964052.44
1982-09-25,,,,,,,2994889.44
1982-09-26,,,,,,,3025726.44
1982-09-27,,,,,,,3057796.92
1982-09-28,,,,,,,3105902.64
1982-09-29,,,,,,,3121937.88
1982-09-30,,,,,,,3299559.0
1982-10-01,,,,,,,3168810.12
1982-10-02,,,,,,,3168810.12
1982-10-03,,,,,,,3168810.12
1982-10-04,,,,,,,3218149.32
1982-10-05,,,,,,,3234184.56
1982-10-06,,,,,,,3250219.8000000003
1982-10-07,,,,,,,3234184.56
1982-10-08,,,,,,,3218149.32
1982-10-09,,,,,,,3218149.32
1982-10-10,,,,,,,3218149.32
1982-10-11,,,,,,,3218149.32
1982-10-12,,,,,,,3152774.88
1982-10-13,,,,,,,3121937.88
1982-10-14,,,,,,,3105902.64
1982-10-15,,,,,,,3089867.4
1982-10-16,,,,,,,3089867.4
1982-10-17,,,,,,,3089867.4
1982-10-18,,,,,,,3057796.92
1982-10-19,,,,,,,3041761.68
1982-10-20,,,,,,,3009691.2
1982-10-21,,,,,,,2994889.44
1982-10-22,,,,,,,2994889.44
1982-10-23,,,,,,,2994889.44
1982-10-24,,,,,,,2994889.44
1982-10-25,,,,,,,3009691.2
1982-10-26,,,,,,,3009691.2
1982-10-27,,,,,,,2994889.44
1982-10-28,,,,,,,2994889.44
1982-10-29,,,,,,,2994889.44
1982-10-30,,,,,,,2994889.44
1982-10-31,,,,,,,2994889.44
1982-11-01,,,,,,,2917180.2
1982-11-02,,,,,,,2917180.2
1982-11-03,,,,,,,2917180.2
1982-11-04,,,,,,,2917180.2
1982-11-05,,,,,,,2871541.44
1982-11-06,,,,,,,2871541.44
1982-11-07,,,,,,,2871541.44
1982-11-08,,,,,,,2855506.2
1982-11-09,,,,,,,2840704.44
1982-11-10,,,,,,,2840704.44
1982-11-11,,,,,,,2811100.92
1982-11-12,,,,,,,2811100.92
1982-11-13,,,,,,,2811100.92
1982-11-14,,,,,,,2811100.92
1982-11-15,,,,,,,2765462.16
1982-11-16,,,,,,,2750660.4
1982-11-17,,,,,,,2735858.64
1982-11-18,,,,,,,2735858.64
1982-11-19,,,,,,,2705021.64
1982-11-20,,,,,,,2705021.64
1982-11-21,,,,,,,2705021.64
1982-11-22,,,,,,,2705021.64
1982-11-23,,,,,,,2691453.36
1982-11-24,,,,,,,2676651.6
1982-11-25,,,,,,,2676651.6
1982-11-26,,,,,,,2676651.6
1982-11-27,,,,,,,2676651.6
1982-11-28,,,,,,,2676651.6
1982-11-29,,,,,,,2617444.56
1982-11-30,,,,,,,2617444.56
1982-12-01,,,,,,,2602642.8
1982-12-02,,,,,,,2602642.8
1982-12-03,,,,,,,2602642.8
1982-12-04,,,,,,,2602642.8
1982-12-05,,,,,,,2602642.8
1982-12-06,,,,,,,2574272.7600000002
1982-12-07,,,,,,,2574272.7600000002
1982-12-08,,,,,,,2559471.0
1982-12-09,,,,,,,2544669.24
1982-12-10,,,,,,,2544669.24
1982-12-11,,,,,,,2544669.24
1982-12-12,,,,,,,2544669.24
1982-12-13,,,,,,,2516299.2
1982-12-14,,,,,,,2502730.92
1982-12-15,,,,,,,2487929.16
1982-12-16,,,,,,,2487929.16
1982-12-17,,,,,,,2459559.12
1982-12-18,,,,,,,2459559.12
1982-12-19,,,,,,,2459559.12
1982-12-20,,,,,,,2459559.12
1982-12-21,,,,,,,2417620.8
1982-12-22,,,,,,,2417620.8
1982-12-23,,,,,,,2404052.52
1982-12-24,,,,,,,2404052.52
1982-12-25,,,,,,,2404052.52
1982-12-26,,,,,,,2404052.52
1982-12-27,,,,,,,2362114.2
1982-12-28,,,,,,,2362114.2
1982-12-29,,,,,,,2362114.2
1982-12-30,,,,,,,2348545.92
1982-12-31,,,,,,,2348545.92
1983-01-01,,,,,,,2348545.92
1983-01-02,,,,,,,2348545.92
1983-01-03,,,,,,,2348545.92
1983-01-04,,,,,,,2320175.88
1983-01-05,,,,,,,2320175.88
1983-01-06,,,,,,,2293039.32
1983-01-07,,,,,,,2293039.32
1983-01-08,,,,,,,2293039.32
1983-01-09,,,,,,,2293039.32
1983-01-10,,,,,,,2238766.2
1983-01-11,,,,,,,2226431.4
1983-01-12,,,,,,,2265902.7600000002
1983-01-13,,,,,,,2265902.7600000002
1983-01-14,,,,,,,2279471.04
1983-01-15,,,,,,,2279471.04
1983-01-16,,,,,,,2279471.04
1983-01-17,,,,,,,2293039.32
1983-01-18,,,,,,,2306607.6
1983-01-19,,,,,,,2320175.88
1983-01-20,,,,,,,2334977.64
1983-01-21,,,,,,,2348545.92
1983-01-22,,,,,,,2348545.92
1983-01-23,,,,,,,2348545.92
1983-01-24,,,,,,,2362114.2
1983-01-25,,,,,,,2375682.48
1983-01-26,,,,,,,2389250.7600000002
1983-01-27,,,,,,,2404052.52
1983-01-28,,,,,,,2417620.8
1983-01-29,,,,,,,2417620.8
1983-01-30,,,,,,,2417620.8
1983-01-31,,,,,,,2445990.84
1983-02-01,,,,,,,2445990.84
1983-02-02,,,,,,,2445990.84
1983-02-03,,,,,,,2445990.84
1983-02-04,,,,,,,2445990.84
1983-02-05,,,,,,,2445990.84
1983-02-06,,,,,,,2445990.84
1983-02-07,,,,,,,2445990.84
1983-02-08,,,,,,,2445990.84
1983-02-09,,,,,,,2445990.84
1983-02-10,,,,,,,2445990.84
1983-02-11,,,,,,,2445990.84
1983-02-12,,,,,,,2445990.84
1983-02-13,,,,,,,2445990.84
1983-02-14,,,,,,,2445990.84
1983-02-15,,,,,,,2445990.84
1983-02-16,,,,,,,2445990.84
1983-02-17,,,,,,,2445990.84
1983-02-18,,,,,,,2445990.84
1983-02-19,,,,,,,2445990.84
1983-02-20,,,,,,,2445990.84
1983-02-21,,,,,,,2445990.84
1983-02-22,,,,,,,2445990.84
1983-02-23,,,,,,,2445990.84
1983-02-24,,,,,,,2445990.84
1983-02-25,,,,,,,2445990.84
1983-02-26,,,,,,,2445990.84
1983-02-27,,,,,,,2445990.84
1983-02-28,,,,,,,2445990.84
1983-03-01,,,,,,,2780263.92
1983-03-02,,,,,,,2811100.92
1983-03-03,,,,,,,2840704.44
1983-03-04,,,,,,,2871541.44
1983-03-05,,,,,,,2871541.44
1983-03-06,,,,,,,2871541.44
1983-03-07,,,,,,,2886343.2
1983-03-08,,,,,,,2917180.2
1983-03-09,,,,,,,2948017.2
1983-03-10,,,,,,,2978854.2
1983-03-11,,,,,,,3009691.2
1983-03-12,,,,,,,3009691.2
1983-03-13,,,,,,,3009691.2
1983-03-14,,,,,,,3041761.68
1983-03-15,,,,,,,3073832.16
1983-03-16,,,,,,,3105902.64
1983-03-17,,,,,,,3121937.88
1983-03-18,,,,,,,3136739.64
1983-03-19,,,,,,,3136739.64
1983-03-20,,,,,,,3136739.64
1983-03-21,,,,,,,3168810.12
1983-03-22,,,,,,,3184845.36
1983-03-23,,,,,,,3218149.32
1983-03-24,,,,,,,3250219.8000000003
1983-03-25,,,,,,,3283523.7600000002
1983-03-26,,,,,,,3283523.7600000002
1983-03-27,,,,,,,3283523.7600000002
1983-03-28,,,,,,,3316827.72
1983-03-29,,,,,,,3332862.96
1983-03-30,,,,,,,3366166.92
1983-03-31,,,,,,,3399470.88
1983-04-01,,,,,,,3432774.84
1983-04-02,,,,,,,3432774.84
1983-04-03,,,,,,,3432774.84
1983-04-04,,,,,,,3450043.56
1983-04-05,,,,,,,3466078.8000000003
1983-04-06,,,,,,,3499382.7600000002
1983-04-07,,,,,,,3516651.48
1983-04-08,,,,,,,3551188.92
1983-04-09,,,,,,,3551188.92
1983-04-10,,,,,,,3551188.92
1983-04-11,,,,,,,3533920.2
1983-04-12,,,,,,,3516651.48
1983-04-13,,,,,,,3499382.7600000002
1983-04-14,,,,,,,3483347.52
1983-04-15,,,,,,,3466078.8000000003
1983-04-16,,,,,,,3466078.8000000003
1983-04-17,,,,,,,3466078.8000000003
1983-04-18,,,,,,,3399470.88
1983-04-19,,,,,,,3382202.16
1983-04-20,,,,,,,3399470.88
1983-04-21,,,,,,,3416739.6
1983-04-22,,,,,,,3450043.56
1983-04-23,,,,,,,3450043.56
1983-04-24,,,,,,,3450043.56
1983-04-25,,,,,,,3483347.52
1983-04-26,,,,,,,3499382.7600000002
1983-04-27,,,,,,,3551188.92
1983-04-28,,,,,,,3584492.88
1983-04-29,,,,,,,3619030.32
1983-04-30,,,,,,,3619030.32
1983-05-01,,,,,,,3619030.32
1983-05-02,,,,,,,3619030.32
1983-05-03,,,,,,,3653567.7600000002
1983-05-04,,,,,,,3669603.0
1983-05-05,,,,,,,3686871.72
1983-05-06,,,,,,,3721409.16
1983-05-07,,,,,,,3721409.16
1983-05-08,,,,,,,3721409.16
1983-05-09,,,,,,,3738677.88
1983-05-10,,,,,,,3774448.8000000003
1983-05-11,,,,,,,3808986.24
1983-05-12,,,,,,,3826254.96
1983-05-13,,,,,,,3826254.96
1983-05-14,,,,,,,3826254.96
1983-05-15,,,,,,,3826254.96
1983-05-16,,,,,,,3826254.96
1983-05-17,,,,,,,3826254.96
1983-05-18,,,,,,,3826254.96
1983-05-19,,,,,,,3826254.96
1983-05-20,,,,,,,3826254.96
1983-05-21,,,,,,,3826254.96
1983-05-22,,,,,,,3826254.96
1983-05-23,,,,,,,3755946.6
1983-05-24,,,,,,,3755946.6
1983-05-25,,,,,,,3721409.16
1983-05-26,,,,,,,3704140.44
1983-05-27,,,,,,,3704140.44
1983-05-28,,,,,,,3704140.44
1983-05-29,,,,,,,3704140.44
1983-05-30,,,,,,,3704140.44
1983-05-31,,,,,,,3533920.2
1983-06-01,,,,,,,3499382.7600000002
1983-06-02,,,,,,,3466078.8000000003
1983-06-03,,,,,,,3450043.56
1983-06-04,,,,,,,3450043.56
1983-06-05,,,,,,,3450043.56
1983-06-06,,,,,,,3348898.2
1983-06-07,,,,,,,3316827.72
1983-06-08,,,,,,,3267488.52
1983-06-09,,,,,,,3250219.8000000003
1983-06-10,,,,,,,3218149.32
1983-06-11,,,,,,,3218149.32
1983-06-12,,,,,,,3218149.32
1983-06-13,,,,,,,3267488.52
1983-06-14,,,,,,,3267488.52
1983-06-15,,,,,,,3267488.52
1983-06-16,,,,,,,3267488.52
1983-06-17,,,,,,,3267488.52
1983-06-18,,,,,,,3267488.52
1983-06-19,,,,,,,3267488.52
1983-06-20,,,,,,,3316827.72
1983-06-21,,,,,,,3316827.72
1983-06-22,,,,,,,3316827.72
1983-06-23,,,,,,,3299559.0
1983-06-24,,,,,,,3283523.7600000002
1983-06-25,,,,,,,3283523.7600000002
1983-06-26,,,,,,,3283523.7600000002
1983-06-27,,,,,,,3250219.8000000003
1983-06-28,,,,,,,3267488.52
1983-06-29,,,,,,,3267488.52
1983-06-30,,,,,,,3283523.7600000002
1983-07-01,,,,,,,3267796.89
1983-07-02,,,,,,,3252070.02
1983-07-03,,,,,,,3236343.15
1983-07-04,,,,,,,3220616.2800000003
1983-07-05,,,,,,,3204889.41
1983-07-06,,,,,,,3189162.54
1983-07-07,,,,,,,3173435.67
1983-07-08,,,,,,,3157708.8
1983-07-09,,,,,,,3141981.93
1983-07-10,,,,,,,3126255.06
1983-07-11,,,,,,,3110528.19
1983-07-12,,,,,,,3094801.32
1983-07-13,,,,,,,3079074.45
1983-07-14,,,,,,,3063347.58
1983-07-15,,,,,,,3047620.71
1983-07-16,,,,,,,3031893.84
1983-07-17,,,,,,,3016166.97
1983-07-18,,,,,,,3000440.1
1983-07-19,,,,,,,2984713.23
1983-07-20,,,,,,,2968986.36
1983-07-21,,,,,,,2953259.49
1983-07-22,,,,,,,2937532.62
1983-07-23,,,,,,,2921805.75
1983-07-24,,,,,,,2906078.88
1983-07-25,,,,,,,2890352.0100000002
1983-07-26,,,,,,,2874625.14
1983-07-27,,,,,,,2858898.27
1983-07-28,,,,,,,2843171.4
1983-07-29,,,,,,,2827444.5300000003
1983-07-30,,,,,,,2811717.66
1983-07-31,,,,,,,2795990.79
1983-08-01,,,,,,,2780263.92
1983-08-02,,,,,,,2750660.4
1983-08-03,,,,,,,2721056.88
1983-08-04,,,,,,,2691453.36
1983-08-05,,,,,,,2647048.08
1983-08-06,,,,,,,2647048.08
1983-08-07,,,,,,,2647048.08
1983-08-08,,,,,,,2602642.8
1983-08-09,,,,,,,2559471.0
1983-08-10,,,,,,,2502730.92
1983-08-11,,,,,,,2445990.84
1983-08-12,,,,,,,2404052.52
1983-08-13,,,,,,,2404052.52
1983-08-14,,,,,,,2404052.52
1983-08-15,,,,,,,2279471.04
1983-08-16,,,,,,,2212863.12
1983-08-17,,,,,,,2185726.56
1983-08-18,,,,,,,2132686.92
1983-08-19,,,,,,,2093215.56
1983-08-20,,,,,,,2093215.56
1983-08-21,,,,,,,2093215.56
1983-08-22,,,,,,,2067312.48
1983-08-23,,,,,,,2067312.48
1983-08-24,,,,,,,2067312.48
1983-08-25,,,,,,,2093215.56
1983-08-26,,,,,,,2093215.56
1983-08-27,,,,,,,2093215.56
1983-08-28,,,,,,,2093215.56
1983-08-29,,,,,,,2067312.48
1983-08-30,,,,,,,2041409.4000000001
1983-08-31,,,,,,,2041409.4000000001
1983-09-01,,,,,,,2054977.68
1983-09-02,,,,,,,1990836.72
1983-09-03,,,,,,,1990836.72
1983-09-04,,,,,,,1990836.72
1983-09-05,,,,,,,1990836.72
1983-09-06,,,,,,,1964933.6400000001
1983-09-07,,,,,,,1940264.04
1983-09-08,,,,,,,1927929.24
1983-09-09,,,,,,,1927929.24
1983-09-10,,,,,,,1927929.24
1983-09-11,,,,,,,1927929.24
1983-09-12,,,,,,,1964933.6400000001
1983-09-13,,,,,,,1964933.6400000001
1983-09-14,,,,,,,1964933.6400000001
1983-09-15,,,,,,,1964933.6400000001
1983-09-16,,,,,,,1964933.6400000001
1983-09-17,,,,,,,1964933.6400000001
1983-09-18,,,,,,,1964933.6400000001
1983-09-19,,,,,,,1990836.72
1983-09-20,,,,,,,2003171.52
1983-09-21,,,,,,,2003171.52
1983-09-22,,,,,,,2029074.6
1983-09-23,,,,,,,2041409.4000000001
1983-09-24,,,,,,,2041409.4000000001
1983-09-25,,,,,,,2041409.4000000001
1983-09-26,,,,,,,2054977.68
1983-09-27,,,,,,,2054977.68
1983-09-28,,,,,,,2054977.68
1983-09-29,,,,,,,2054977.68
1983-09-30,,,,,,,2054977.68
1983-10-01,,,,,,,2054977.68
1983-10-02,,,,,,,2054977.68
1983-10-03,,,,,,,2054977.68
1983-10-04,,,,,,,2029074.6
1983-10-05,,,,,,,2029074.6
1983-10-06,,,,,,,2003171.52
1983-10-07,,,,,,,2003171.52
1983-10-08,,,,,,,2003171.52
1983-10-09,,,,,,,2003171.52
1983-10-10,,,,,,,2003171.52
1983-10-11,,,,,,,2003171.52
1983-10-12,,,,,,,2003171.52
1983-10-13,,,,,,,2003171.52
1983-10-14,,,,,,,2085814.68
1983-10-15,,,,,,,2085814.68
1983-10-16,,,,,,,2085814.68
1983-10-17,,,,,,,2085814.68
1983-10-18,,,,,,,2062378.56
1983-10-19,,,,,,,2050043.76
1983-10-20,,,,,,,2050043.76
1983-10-21,,,,,,,2050043.76
1983-10-22,,,,,,,2050043.76
1983-10-23,,,,,,,2050043.76
1983-10-24,,,,,,,2050043.76
1983-10-25,,,,,,,2013039.36
1983-10-26,,,,,,,2013039.36
1983-10-27,,,,,,,2013039.36
1983-10-28,,,,,,,2013039.36
1983-10-29,,,,,,,2013039.36
1983-10-30,,,,,,,2013039.36
1983-10-31,,,,,,,1966167.12
1983-11-01,,,,,,,1966167.12
1983-11-02,,,,,,,1966167.12
1983-11-03,,,,,,,1966167.12
1983-11-04,,,,,,,2093215.56
1983-11-05,,,,,,,2093215.56
1983-11-06,,,,,,,2093215.56
1983-11-07,,,,,,,2172158.2800000003
1983-11-08,,,,,,,2199294.84
1983-11-09,,,,,,,2199294.84
1983-11-10,,,,,,,2212863.12
1983-11-11,,,,,,,2226431.4
1983-11-12,,,,,,,2226431.4
1983-11-13,,,,,,,2226431.4
1983-11-14,,,,,,,2279471.04
1983-11-15,,,,,,,2279471.04
1983-11-16,,,,,,,2279471.04
1983-11-17,,,,,,,2279471.04
1983-11-18,,,,,,,2362114.2
1983-11-19,,,,,,,2362114.2
1983-11-20,,,,,,,2362114.2
1983-11-21,,,,,,,2404052.52
1983-11-22,,,,,,,2417620.8
1983-11-23,,,,,,,2431189.08
1983-11-24,,,,,,,2431189.08
1983-11-25,,,,,,,2431189.08
1983-11-26,,,,,,,2431189.08
1983-11-27,,,,,,,2431189.08
1983-11-28,,,,,,,2487929.16
1983-11-29,,,,,,,2502730.92
1983-11-30,,,,,,,2502730.92
1983-12-01,,,,,,,2516299.2
1983-12-02,,,,,,,2516299.2
1983-12-03,,,,,,,2516299.2
1983-12-04,,,,,,,2516299.2
1983-12-05,,,,,,,2516299.2
1983-12-06,,,,,,,2516299.2
1983-12-07,,,,,,,2516299.2
1983-12-08,,,,,,,2516299.2
1983-12-09,,,,,,,2516299.2
1983-12-10,,,,,,,2516299.2
1983-12-11,,,,,,,2516299.2
1983-12-12,,,,,,,2516299.2
1983-12-13,,,,,,,2516299.2
1983-12-14,,,,,,,2516299.2
1983-12-15,,,,,,,2474360.88
1983-12-16,,,,,,,2487929.16
1983-12-17,,,,,,,2487929.16
1983-12-18,,,,,,,2487929.16
1983-12-19,,,,,,,2487929.16
1983-12-20,,,,,,,2487929.16
